sample,factor,overlay,top_n,cost_bps,return_delta,sharpe_delta,mdd_delta,turnover_delta
FULL,OP12_REV,ACT5_KEEP_TOP50,10,0,0.006378310500033457,0.046232227048215724,0.024487564391739602,0.2676456890464673
FULL,OP12_REV,ACT5_KEEP_TOP50,10,30,-0.016721272224219597,-0.04535068486365901,-0.028577800486001115,0.2676456890464673
FULL,OP12_REV,ACT5_KEEP_TOP50,10,60,-0.03794285612180359,-0.13695053734380863,-0.045220757234448516,0.2676456890464673
FULL,OP12_REV,ACT5_KEEP_TOP50,20,0,0.00541131967178865,0.05011222010779803,-0.04099794435538284,0.27691585415320824
FULL,OP12_REV,ACT5_KEEP_TOP50,20,30,-0.017494943208205216,-0.05564501629857499,-0.09186858941288745,0.27691585415320824
FULL,OP12_REV,ACT5_KEEP_TOP50,20,60,-0.03862960679324212,-0.1614147323536235,-0.08064705132975192,0.27691585415320824
FULL,OP12_REV,ACT5_KEEP_TOP70,10,0,-0.009975771741164596,-0.005541200078218234,0.012142551822234449,0.1513032765951054
FULL,OP12_REV,ACT5_KEEP_TOP70,10,30,-0.022510329888605574,-0.06260554540636176,0.010316214817599811,0.1513032765951054
FULL,OP12_REV,ACT5_KEEP_TOP70,10,60,-0.03410684056316704,-0.11950107053017223,0.003705649128040389,0.1513032765951054
FULL,OP12_REV,ACT5_KEEP_TOP70,20,0,0.03807882045131361,0.16988162720400712,0.016152031432555503,0.1656318074606012
FULL,OP12_REV,ACT5_KEEP_TOP70,20,30,0.022906333866429485,0.10697257483012734,-0.02823079993354005,0.1656318074606012
FULL,OP12_REV,ACT5_KEEP_TOP70,20,60,0.008747578000048994,0.04421631411630572,-0.012217538349381774,0.1656318074606012
FULL,OP12_REV,ACT5_MULTIPLY,10,0,0.03296942397851077,0.08142336352747515,-0.03260128192223155,0.3334044439102805
FULL,OP12_REV,ACT5_MULTIPLY,10,30,0.002877003407791623,-0.010253883023510602,-0.10222228774612585,0.3334044439102805
FULL,OP12_REV,ACT5_MULTIPLY,10,60,-0.02468106148437821,-0.10218081595023154,-0.12196169712363825,0.3334044439102805
FULL,OP12_REV,ACT5_MULTIPLY,20,0,0.026939084174433914,0.1192694858661335,0.008967104537113246,0.2615462043477607
FULL,OP12_REV,ACT5_MULTIPLY,20,30,0.004236261656746398,0.02595728089108884,-0.045138121539265,0.2615462043477607
FULL,OP12_REV,ACT5_MULTIPLY,20,60,-0.016766025170156462,-0.06713420469704368,-0.037014079918527676,0.2615462043477607
FULL,OP12_REV,ACT5_W10,10,0,0.033186904790719174,0.11389819935041734,0.03547618592601398,0.10383245947448289
FULL,OP12_REV,ACT5_W10,10,30,0.023026940913571492,0.08190464103914263,0.03390591870557558,0.10383245947448289
FULL,OP12_REV,ACT5_W10,10,60,0.01354044983565772,0.049838934889607445,0.019608796998099365,0.10383245947448289
FULL,OP12_REV,ACT5_W10,20,0,-0.0076198958678166395,-0.018194559962642853,0.04133278884076674,0.03411429773297475
FULL,OP12_REV,ACT5_W10,20,30,-0.01019924572460762,-0.033325932987682494,-0.0026343324150738257,0.03411429773297475
FULL,OP12_REV,ACT5_W10,20,60,-0.012614276459533613,-0.04842248074028438,-0.007138286332434185,0.03411429773297475
FULL,OP12_REV,ACT5_W20,10,0,0.02349320082155515,0.05995211458711447,0.015914544048626134,0.25169238165347113
FULL,OP12_REV,ACT5_W20,10,30,0.0008882648765657919,-0.011340226312919643,-0.051696305322102565,0.25169238165347113
FULL,OP12_REV,ACT5_W20,10,60,-0.019932291488063303,-0.0825938827592313,-0.07043859550222031,0.25169238165347113
FULL,OP12_REV,ACT5_W20,20,0,0.016567763370932465,0.07800933977951297,-0.008155937062013563,0.13858900590418105
FULL,OP12_REV,ACT5_W20,20,30,0.004556601455494302,0.027395722498921304,-0.04878647026889671,0.13858900590418105
FULL,OP12_REV,ACT5_W20,20,60,-0.00665642188531268,-0.023357252155756236,-0.029470062753828352,0.13858900590418105
FULL,OP12_REV,RAW_TA_W10,10,0,-0.017925289510378306,-0.09411495232596878,-0.03534989364479313,0.004247104247104283
FULL,OP12_REV,RAW_TA_W10,10,30,-0.017662762857127978,-0.08615360410558415,-0.09112763362554221,0.004247104247104283
FULL,OP12_REV,RAW_TA_W10,10,60,-0.017396880839676276,-0.07840116657690349,-0.10966444839330058,0.004247104247104283
FULL,OP12_REV,RAW_TA_W10,20,0,0.03918197494107267,0.14310491741516085,0.03343169973508908,-0.006177606177606154
FULL,OP12_REV,RAW_TA_W10,20,30,0.038561109802298876,0.14630713938474638,0.04203095839889881,-0.006177606177606154
FULL,OP12_REV,RAW_TA_W10,20,60,0.03794205335916323,0.14953077064414377,0.047729989097401004,-0.006177606177606154
FULL,OP12_REV,TURNOVER_W10,10,0,-0.027142411289454715,-0.11351451197001583,-0.0748534801637083,0.03436293436293436
FULL,OP12_REV,TURNOVER_W10,10,30,-0.029093061857634828,-0.11742472582695751,-0.07486492569407754,0.03436293436293436
FULL,OP12_REV,TURNOVER_W10,10,60,-0.030884615054517894,-0.1216433798703152,-0.09861025101892895,0.03436293436293436
FULL,OP12_REV,TURNOVER_W10,20,0,0.022708769156737807,0.07934687103907101,0.025470755429862435,0.0009652509652509633
FULL,OP12_REV,TURNOVER_W10,20,30,0.021961859746841395,0.08095774348810425,0.014094814900683983,0.0009652509652509633
FULL,OP12_REV,TURNOVER_W10,20,60,0.021238644616731195,0.08258212018584321,0.01366691088256855,0.0009652509652509633
FULL,OP12_REV,TURNOVER_W20,10,0,-0.039072813910077775,-0.17534100554764342,-0.10056754267220469,0.07142857142857145
FULL,OP12_REV,TURNOVER_W20,10,30,-0.043733562116719416,-0.18276542384779726,-0.13271098728475994,0.07142857142857145
FULL,OP12_REV,TURNOVER_W20,10,60,-0.04802835209571987,-0.19037229072456452,-0.15744885856803859,0.07142857142857145
FULL,OP12_REV,TURNOVER_W20,20,0,0.04744789925334003,0.1478682571133909,0.003716575045460191,0.02027027027027023
FULL,OP12_REV,TURNOVER_W20,20,30,0.0443141244204015,0.1485216342947403,0.010544452821655947,0.02027027027027023
FULL,OP12_REV,TURNOVER_W20,20,60,0.04132367457368891,0.14921958120632894,0.03494922931467326,0.02027027027027023
FULL,OPFY1_REV,ACT1_W10,10,0,0.05589605233907036,0.15348552304146257,-0.04923672993076045,0.07529858930637134
FULL,OPFY1_REV,ACT1_W10,10,30,0.0471504227054671,0.14113538601635256,-0.04730216734444104,0.07529858930637134
FULL,OPFY1_REV,ACT1_W10,10,60,0.039013787103129305,0.12862334762039562,-0.04492126033413091,0.07529858930637134
FULL,OPFY1_REV,ACT1_W10,20,0,-0.011463927899645565,-0.026204763601897163,0.026518253072583042,0.028922975226477188
FULL,OPFY1_REV,ACT1_W10,20,30,-0.013469023736528918,-0.041598922451403286,0.019622202725583127,0.028922975226477188
FULL,OPFY1_REV,ACT1_W10,20,60,-0.015321384952347472,-0.057145662760325455,0.015868794870203873,0.028922975226477188
FULL,OPFY1_REV,ACT1_W20,10,0,-0.008117309385338167,-0.04839180032461232,0.0005081680133748323,0.17880053483166336
FULL,OPFY1_REV,ACT1_W20,10,30,-0.022886250657259355,-0.10067043903254469,-0.00924337893799787,0.17880053483166336
FULL,OPFY1_REV,ACT1_W20,10,60,-0.03634766582324178,-0.1528729042002978,-0.033416633881588,0.17880053483166336
FULL,OPFY1_REV,ACT1_W20,20,0,-0.01008694544021349,-0.023245294652219695,0.07000311688530048,0.11822258612141873
FULL,OPFY1_REV,ACT1_W20,20,30,-0.019573085033196103,-0.0690311703916876,0.05841711222618495,0.11822258612141873
FULL,OPFY1_REV,ACT1_W20,20,60,-0.028333121889686064,-0.11497029963347866,0.0440401160345979,0.11822258612141873
FULL,OPFY1_REV,ACT5_GT1,10,0,-0.05077655392454927,-0.19899776916870426,-0.03872684165674023,0.26673827802232475
FULL,OPFY1_REV,ACT5_GT1,10,30,-0.07050860205487908,-0.28442721499993984,-0.05142321307929476,0.26673827802232475
FULL,OPFY1_REV,ACT5_GT1,10,60,-0.08828552820603086,-0.36971239295011105,-0.08850009112238799,0.26673827802232475
FULL,OPFY1_REV,ACT5_GT1,20,0,-0.05072328179320462,-0.17733644408777816,-0.02140762251285855,0.2934370534764236
FULL,OPFY1_REV,ACT5_GT1,20,30,-0.07249591513019382,-0.2932407291470389,-0.04569848686708666,0.2934370534764236
FULL,OPFY1_REV,ACT5_GT1,20,60,-0.09227870229637036,-0.40904891497361884,-0.07866986109606455,0.2934370534764236
FULL,OPFY1_REV,ACT5_KEEP_TOP50,10,0,0.023210192187193668,0.07220843168956614,-0.02448537385028071,0.2114853597343871
FULL,OPFY1_REV,ACT5_KEEP_TOP50,10,30,0.004056953030475041,0.0062669178343228715,-0.03385380876919086,0.2114853597343871
FULL,OPFY1_REV,ACT5_KEEP_TOP50,10,60,-0.013427058958167759,-0.059401468027558024,-0.04059504972211625,0.2114853597343871
FULL,OPFY1_REV,ACT5_KEEP_TOP50,20,0,-0.01016816962342193,-0.01654572178933511,0.029094527947369775,0.2265883448762825
FULL,OPFY1_REV,ACT5_KEEP_TOP50,20,30,-0.028628234804511044,-0.10368500361749289,0.00895672783665502,0.2265883448762825
FULL,OPFY1_REV,ACT5_KEEP_TOP50,20,60,-0.04554926254634584,-0.1907362569089212,-0.018723086530339828,0.2265883448762825
FULL,OPFY1_REV,ACT5_KEEP_TOP70,10,0,0.014555362701256236,0.0372061215624232,-0.0353843375299957,0.1142090951429473
FULL,OPFY1_REV,ACT5_KEEP_TOP70,10,30,0.004168849169500222,0.0042435644719344134,-0.03439709236197386,0.1142090951429473
FULL,OPFY1_REV,ACT5_KEEP_TOP70,10,60,-0.005382148446523294,-0.028545667487466952,-0.032749257850893776,0.1142090951429473
FULL,OPFY1_REV,ACT5_KEEP_TOP70,20,0,-0.0050230448627368585,-0.0017791962632043301,0.03802876528243915,0.12347550440935656
FULL,OPFY1_REV,ACT5_KEEP_TOP70,20,30,-0.015189346102574275,-0.05013978677802333,0.027801843760369205,0.12347550440935656
FULL,OPFY1_REV,ACT5_KEEP_TOP70,20,60,-0.024582696912497592,-0.09839526511088326,0.01643281804720831,0.12347550440935656
FULL,OPFY1_REV,ACT5_MULTIPLY,10,0,-0.021000028309244856,-0.09383098215261865,-0.003276315577772082,0.26790559319742213
FULL,OPFY1_REV,ACT5_MULTIPLY,10,30,-0.04251282376313359,-0.17619197244655255,-0.018989749536881262,0.26790559319742213
FULL,OPFY1_REV,ACT5_MULTIPLY,10,60,-0.06196727101386701,-0.2582568971196626,-0.03796450634127624,0.26790559319742213
FULL,OPFY1_REV,ACT5_MULTIPLY,20,0,-0.010986167904599942,-0.026444648587606756,0.06230919882324737,0.21900079623815033
FULL,OPFY1_REV,ACT5_MULTIPLY,20,30,-0.028780768185902916,-0.10814835327680228,0.03671442587699669,0.21900079623815033
FULL,OPFY1_REV,ACT5_MULTIPLY,20,60,-0.0450990702680476,-0.18975798512579672,0.011199936917324016,0.21900079623815033
FULL,OPFY1_REV,ACT5_W10,10,0,0.020554726485302766,0.06278320947592309,0.020502997506821274,0.07490948424800559
FULL,OPFY1_REV,ACT5_W10,10,30,0.013309145158934887,0.04175139235434766,0.010225201787039007,0.07490948424800559
FULL,OPFY1_REV,ACT5_W10,10,60,0.0066112965935394286,0.020715667526407633,-0.009394126680826065,0.07490948424800559
FULL,OPFY1_REV,ACT5_W10,20,0,-0.004352341107085378,-0.0014119206477187785,0.012332034599635944,0.024837372113636735
FULL,OPFY1_REV,ACT5_W10,20,30,-0.0062652540405887525,-0.014201136544438775,0.012416891524517859,0.024837372113636735
FULL,OPFY1_REV,ACT5_W10,20,60,-0.008040930570466065,-0.027143242402016543,0.012709596696181213,0.024837372113636735
FULL,OPFY1_REV,ACT5_W20,10,0,-0.013744827851994934,-0.08125174609381869,-0.06546575644987129,0.1865826359989785
FULL,OPFY1_REV,ACT5_W20,10,30,-0.028920235602734046,-0.1315468460879381,-0.0746121665706051,0.1865826359989785
FULL,OPFY1_REV,ACT5_W20,10,60,-0.04273296064896792,-0.18147567031220352,-0.0902203511975006,0.1865826359989785
FULL,OPFY1_REV,ACT5_W20,20,0,-0.008015009846764398,-0.016639058142361662,0.054057992003128,0.11180235265838373
FULL,OPFY1_REV,ACT5_W20,20,30,-0.01706671295326223,-0.059715759207057295,0.04181592820296476,0.11180235265838373
FULL,OPFY1_REV,ACT5_W20,20,60,-0.025431993920353335,-0.102840955914894,0.02960989148758808,0.11180235265838373
FULL,OPFY1_REV,RAW_TA_W10,10,0,0.00793565171605648,0.007808015644299671,-0.03581322715385182,-0.020849420849420763
FULL,OPFY1_REV,RAW_TA_W10,10,30,0.009447466966379992,0.020471376754660375,-0.03339302108888054,-0.020849420849420763
FULL,OPFY1_REV,RAW_TA_W10,10,60,0.010839264860241338,0.03308840155194226,-0.030280697172946902,-0.020849420849420763
FULL,OPFY1_REV,RAW_TA_W10,20,0,0.012653219560591733,0.04268851922678485,0.030116535864783467,-0.00810810810810808
FULL,OPFY1_REV,RAW_TA_W10,20,30,0.012936339585021495,0.04721040302117763,0.02565427598510539,-0.00810810810810808
FULL,OPFY1_REV,RAW_TA_W10,20,60,0.01318708069975294,0.05166048445485916,0.02395788942748489,-0.00810810810810808
FULL,OPFY1_REV,TURNOVER_W10,10,0,0.026619684576355995,0.033640334462192945,-0.06043134960668117,0.010810810810810922
FULL,OPFY1_REV,TURNOVER_W10,10,30,0.02469143559996856,0.04648389953854992,-0.0576324800036051,0.010810810810810922
FULL,OPFY1_REV,TURNOVER_W10,10,60,0.022870752532480276,0.05933011151900813,-0.05404567782172842,0.010810810810810922
FULL,OPFY1_REV,TURNOVER_W10,20,0,-0.015313561982401858,-0.07236965431664144,0.016298070334130443,-0.0050193050193050315
FULL,OPFY1_REV,TURNOVER_W10,20,30,-0.014380500496807835,-0.06653053314451751,0.018477144750916663,-0.0050193050193050315
FULL,OPFY1_REV,TURNOVER_W10,20,60,-0.013490852974015644,-0.060722040625784346,0.018866572319688468,-0.0050193050193050315
FULL,OPFY1_REV,TURNOVER_W20,10,0,0.027226209244521238,0.004239550792810576,-0.03166987126967591,0.02393822393822398
FULL,OPFY1_REV,TURNOVER_W20,10,30,0.024102817878416394,0.021384845248671014,-0.03275277765737816,0.02393822393822398
FULL,OPFY1_REV,TURNOVER_W20,10,60,0.02117948274273429,0.03864704509160255,-0.03260898739858187,0.02393822393822398
FULL,OPFY1_REV,TURNOVER_W20,20,0,0.012789701666755304,0.031195556122922796,0.03963168956897267,0.006756756756756743
FULL,OPFY1_REV,TURNOVER_W20,20,30,0.0118118657739672,0.03400780875088083,0.03909133983426927,0.006756756756756743
FULL,OPFY1_REV,TURNOVER_W20,20,60,0.010886243852781474,0.036715144561445534,0.0406494260760526,0.006756756756756743
FULL,PBR12MF,ACT1_W10,10,0,0.012908035181802502,0.042730231119758044,-0.00012341323053888242,0.23224464041584666
FULL,PBR12MF,ACT1_W10,10,30,-0.006602324857119868,-0.02032397253222812,-0.014929998758128171,0.23224464041584666
FULL,PBR12MF,ACT1_W10,10,60,-0.025529588029691963,-0.08348986370201955,-0.028820208763518318,0.23224464041584666
FULL,PBR12MF,ACT1_W10,20,0,0.00207727558647286,0.009589536444278957,0.015949714796036907,0.09920150834547718
FULL,PBR12MF,ACT1_W10,20,30,-0.006179577114175938,-0.02069401300390661,0.0075948644004001364,0.09920150834547718
FULL,PBR12MF,ACT1_W10,20,60,-0.014291290826109693,-0.05098241299877493,-0.00044048173415311975,0.09920150834547718
FULL,PBR12MF,ACT1_W20,10,0,-0.008210729610780954,-0.004909569397708591,0.0496966035194103,0.46337304508510735
FULL,PBR12MF,ACT1_W20,10,30,-0.0459595009570819,-0.14311306162032306,0.016738453467401104,0.46337304508510735
FULL,PBR12MF,ACT1_W20,10,60,-0.08195854051964213,-0.2814790701194338,-0.013111040843965527,0.46337304508510735
FULL,PBR12MF,ACT1_W20,20,0,0.010820145381695845,0.042648603754966485,0.042728012929561854,0.27507699472680014
FULL,PBR12MF,ACT1_W20,20,30,-0.012144651005155715,-0.041873337769717356,0.022734874881233047,0.27507699472680014
FULL,PBR12MF,ACT1_W20,20,60,-0.03442047222316136,-0.12640237892114597,0.0029750574599007873,0.27507699472680014
FULL,PBR12MF,ACT5_GT1,10,0,-0.01642054944587823,-0.02912150150665027,0.04972915594819294,0.625240749365263
FULL,PBR12MF,ACT5_GT1,10,30,-0.06662477947597134,-0.2183421346983203,0.00614467095415272,0.625240749365263
FULL,PBR12MF,ACT5_GT1,10,60,-0.11393999382850639,-0.40807383820862236,-0.032665474004518136,0.625240749365263
FULL,PBR12MF,ACT5_GT1,20,0,-0.033677864850331085,-0.10505406277421303,0.05480645293723552,0.6299591187826481
FULL,PBR12MF,ACT5_GT1,20,30,-0.08327639472788251,-0.31671914429824,0.00976373932291652,0.6299591187826481
FULL,PBR12MF,ACT5_GT1,20,60,-0.13014527182717006,-0.528661548582171,-0.030216948894378093,0.6299591187826481
FULL,PBR12MF,ACT5_KEEP_TOP50,10,0,0.010156451046980042,0.06861068694485384,0.08104709106259123,0.4812718777699322
FULL,PBR12MF,ACT5_KEEP_TOP50,10,30,-0.029784850904077675,-0.07915048540904768,0.04325325625457266,0.4812718777699322
FULL,PBR12MF,ACT5_KEEP_TOP50,10,60,-0.06783323366441474,-0.22704036013091977,0.009159792380155851,0.4812718777699322
FULL,PBR12MF,ACT5_KEEP_TOP50,20,0,-0.002640316874233495,0.013962451870993431,0.12298160914811052,0.47818983519372626
FULL,PBR12MF,ACT5_KEEP_TOP50,20,30,-0.041667986609357444,-0.14380424258521846,0.08177222542307172,0.47818983519372626
FULL,PBR12MF,ACT5_KEEP_TOP50,20,60,-0.07896575261772032,-0.3017687034239369,0.044307333951522865,0.47818983519372626
FULL,PBR12MF,ACT5_KEEP_TOP70,10,0,0.015382934074419152,0.076941713234011,0.009842807234601958,0.28282829800339526
FULL,PBR12MF,ACT5_KEEP_TOP70,10,30,-0.008420465885119466,-0.007967308073206225,-0.009469359784603726,0.28282829800339526
FULL,PBR12MF,ACT5_KEEP_TOP70,10,60,-0.031428219007156866,-0.09294014462991446,-0.02740929739839859,0.28282829800339526
FULL,PBR12MF,ACT5_KEEP_TOP70,20,0,0.013986759314918329,0.07863404019079212,0.05537814984056588,0.27040773402641105
FULL,PBR12MF,ACT5_KEEP_TOP70,20,30,-0.008622682106494528,-0.010911264490196082,0.03476546015932169,0.27040773402641105
FULL,PBR12MF,ACT5_KEEP_TOP70,20,60,-0.030563407270777,-0.10063258066200836,0.01540366470153176,0.27040773402641105
FULL,PBR12MF,ACT5_MULTIPLY,10,0,-0.022272459123453325,-0.052468477430988036,0.06368702310104823,0.61084386220573
FULL,PBR12MF,ACT5_MULTIPLY,10,30,-0.07117650791996932,-0.23605193191187573,0.0246724264250322,0.61084386220573
FULL,PBR12MF,ACT5_MULTIPLY,10,60,-0.11730411824581977,-0.4194174391620076,-0.019544154101281963,0.61084386220573
FULL,PBR12MF,ACT5_MULTIPLY,20,0,-0.004332316398483638,0.0037368481453350366,0.08688720560815966,0.47468788966843445
FULL,PBR12MF,ACT5_MULTIPLY,20,30,-0.043033254346302785,-0.15090471748594725,0.04837465786167461,0.47468788966843445
FULL,PBR12MF,ACT5_MULTIPLY,20,60,-0.08002658821563102,-0.3056144373402586,0.013412386409328403,0.47468788966843445
FULL,PBR12MF,ACT5_W10,10,0,-0.00423043255562594,-0.007728165119974095,0.018220964136128837,0.22446253924853146
FULL,PBR12MF,ACT5_W10,10,30,-0.022735299658573238,-0.07028991376235116,0.0024203409454642832,0.22446253924853146
FULL,PBR12MF,ACT5_W10,10,60,-0.04069361968446894,-0.13287402233159634,-0.012411137570941477,0.22446253924853146
FULL,PBR12MF,ACT5_W10,20,0,0.010344791855340763,0.039318975105528065,0.045454646420022615,0.09064119706143049
FULL,PBR12MF,ACT5_W10,20,30,0.002713899303017797,0.011691349793806038,0.0372372380331889,0.09064119706143049
FULL,PBR12MF,ACT5_W10,20,60,-0.004788278212463526,-0.015961176155719847,0.028757392645795465,0.09064119706143049
FULL,PBR12MF,ACT5_W20,10,0,0.0040936317856201665,0.037410578336933065,0.047712465309156515,0.4536454186259634
FULL,PBR12MF,ACT5_W20,10,30,-0.03339261383481107,-0.0976682453792429,0.014702304213722872,0.4536454186259634
FULL,PBR12MF,ACT5_W20,10,60,-0.06916939929950883,-0.23271221678694137,-0.015177835510105542,0.4536454186259634
FULL,PBR12MF,ACT5_W20,20,0,0.014888838956451211,0.05632495233321555,0.06089231785931859,0.2674894460886678
FULL,PBR12MF,ACT5_W20,20,30,-0.00752190132204289,-0.025577528832361196,0.03972091954504675,0.2674894460886678
FULL,PBR12MF,ACT5_W20,20,60,-0.029272914051490906,-0.10755679848091154,0.0198441252142314,0.2674894460886678
FULL,PBR12MF,RAW_TA_W10,10,0,0.00465002542532833,0.016888655086676474,0.022741251852694933,0.04324324324324322
FULL,PBR12MF,RAW_TA_W10,10,30,0.0009821176681494848,0.0048525678338777745,0.020696866404676273,0.04324324324324322
FULL,PBR12MF,RAW_TA_W10,10,60,-0.002625044098837348,-0.007160612588695381,0.018708128362777687,0.04324324324324322
FULL,PBR12MF,RAW_TA_W10,20,0,0.01082188739243728,0.04171685852441831,0.02183236440051972,0.011776061776061789
FULL,PBR12MF,RAW_TA_W10,20,30,0.00977892816563486,0.037984918615318275,0.020369782948865822,0.011776061776061789
FULL,PBR12MF,RAW_TA_W10,20,60,0.0087474349355261,0.0342504540240246,0.0189377319304197,0.011776061776061789
FULL,PBR12MF,TURNOVER_W10,10,0,0.022785158401226857,0.06813227012652101,0.04070088150486373,0.10926640926640929
FULL,PBR12MF,TURNOVER_W10,10,30,0.013377657720868408,0.03950646387202328,0.034335709646024726,0.10926640926640929
FULL,PBR12MF,TURNOVER_W10,10,60,0.004168006651035228,0.010856694121630595,0.02820209462308232,0.10926640926640929
FULL,PBR12MF,TURNOVER_W10,20,0,0.006485491934483223,0.01991438606889384,0.026785438281097584,0.04691119691119691
FULL,PBR12MF,TURNOVER_W10,20,30,0.0025289409038526944,0.006173775118422653,0.023945341478056603,0.04691119691119691
FULL,PBR12MF,TURNOVER_W10,20,60,-0.0013733108929756543,-0.007566777754629717,0.02068396081736401,0.04691119691119691
FULL,PBR12MF,TURNOVER_W20,10,0,0.024417612193698757,0.08479676437188954,0.09099970976604355,0.2540540540540541
FULL,PBR12MF,TURNOVER_W20,10,30,0.0027496953626695575,0.01400683069026265,0.07129879941677486,0.2540540540540541
FULL,PBR12MF,TURNOVER_W20,10,60,-0.018237987217581964,-0.056754425460465385,0.05160233154720195,0.2540540540540541
FULL,PBR12MF,TURNOVER_W20,20,0,0.016087221039914112,0.04664077623537455,0.05409767955578115,0.13108108108108107
FULL,PBR12MF,TURNOVER_W20,20,30,0.004989109198705544,0.008971786150534511,0.046115752588569814,0.13108108108108107
FULL,PBR12MF,TURNOVER_W20,20,60,-0.005890313621208287,-0.028708123504329663,0.038403161833237554,0.13108108108108107
FULL,PER12MF,ACT1_W10,10,0,-0.002459254168098557,-0.02385214076682063,0.055584003100650925,0.18972552318855826
FULL,PER12MF,ACT1_W10,10,30,-0.01880874190577253,-0.0806323283287349,0.03881747027286364,0.18972552318855826
FULL,PER12MF,ACT1_W10,10,60,-0.034631910482394446,-0.13735316862815206,0.02187134527329715,0.18972552318855826
FULL,PER12MF,ACT1_W10,20,0,0.00079206400070575,-0.0020114967774897963,0.01571336015685354,0.07588600273425174
FULL,PER12MF,ACT1_W10,20,30,-0.005642766964341517,-0.02598100788114266,0.008857062792343218,0.07588600273425174
FULL,PER12MF,ACT1_W10,20,60,-0.011948697595056013,-0.05000995998085733,0.0022986155982646084,0.07588600273425174
FULL,PER12MF,ACT1_W20,10,0,0.012289848364935851,0.022202916373724957,0.05490292043408296,0.41813019244925864
FULL,PER12MF,ACT1_W20,10,30,-0.024003471924309405,-0.10224053595434934,0.01376919257196041,0.41813019244925864
FULL,PER12MF,ACT1_W20,10,60,-0.05855368563779684,-0.2266583210022058,-0.02384131055980876,0.41813019244925864
FULL,PER12MF,ACT1_W20,20,0,-0.015009166232117677,-0.055658336556494103,0.038976821432463504,0.23814281207277316
FULL,PER12MF,ACT1_W20,20,30,-0.03474996131659469,-0.1340669833273126,0.020828171544708507,0.23814281207277316
FULL,PER12MF,ACT1_W20,20,60,-0.05386505693933441,-0.2126161935430007,-0.0010124079552032983,0.23814281207277316
FULL,PER12MF,ACT5_GT1,10,0,-0.04829743610617032,-0.17486319961562202,0.029696637922904445,0.6033442002313598
FULL,PER12MF,ACT5_GT1,10,30,-0.09705193658409117,-0.3642520780993993,-0.014527904768441235,0.6033442002313598
FULL,PER12MF,ACT5_GT1,10,60,-0.14280970152191896,-0.5540971023971673,-0.05969565855339498,0.6033442002313598
FULL,PER12MF,ACT5_GT1,20,0,-0.03336573967207768,-0.10127924227459684,0.04482613655293899,0.6011976682564917
FULL,PER12MF,ACT5_GT1,20,30,-0.08187015691309396,-0.3169642614693225,-0.002410421501441662,0.6011976682564917
FULL,PER12MF,ACT5_GT1,20,60,-0.12760259613753056,-0.5328220979988242,-0.05193449593628596,0.6011976682564917
FULL,PER12MF,ACT5_KEEP_TOP50,10,0,-0.013653318335579145,-0.05183385804378249,0.05761373049783636,0.4457566515932274
FULL,PER12MF,ACT5_KEEP_TOP50,10,30,-0.05121894771775981,-0.19000082722423273,0.024597334105024182,0.4457566515932274
FULL,PER12MF,ACT5_KEEP_TOP50,10,60,-0.08689875647208423,-0.32823336969187833,-0.005677098854586116,0.4457566515932274
FULL,PER12MF,ACT5_KEEP_TOP50,20,0,0.008566498389598998,0.04833818197507789,0.06415156420251777,0.44709222841518553
FULL,PER12MF,ACT5_KEEP_TOP50,20,30,-0.029276321057515986,-0.10370303081025145,0.0291793447518931,0.44709222841518553
FULL,PER12MF,ACT5_KEEP_TOP50,20,60,-0.06537399925663334,-0.25589155189552754,-0.0025108427991274995,0.44709222841518553
FULL,PER12MF,ACT5_KEEP_TOP70,10,0,-0.005796208015162341,-0.02488478157232188,0.012808023238869426,0.24886949206015355
FULL,PER12MF,ACT5_KEEP_TOP70,10,30,-0.027067032041436567,-0.10175648284458105,-0.005043199499293438,0.24886949206015355
FULL,PER12MF,ACT5_KEEP_TOP70,10,60,-0.04756570556284445,-0.1786959912585237,-0.026155281093223293,0.24886949206015355
FULL,PER12MF,ACT5_KEEP_TOP70,20,0,0.012953964986060607,0.057335194328614,0.048330024110781133,0.23288989378483543
FULL,PER12MF,ACT5_KEEP_TOP70,20,30,-0.007023826274483724,-0.020347178456176396,0.02819421799073818,0.23288989378483543
FULL,PER12MF,ACT5_KEEP_TOP70,20,60,-0.02638227118268177,-0.09816864546210857,0.005728686698834862,0.23288989378483543
FULL,PER12MF,ACT5_MULTIPLY,10,0,-0.05072549920924185,-0.18757686241897353,0.08006375149029854,0.5574298033442002
FULL,PER12MF,ACT5_MULTIPLY,10,30,-0.09576582484126894,-0.3604279112985006,0.03720702018782773,0.5574298033442002
FULL,PER12MF,ACT5_MULTIPLY,10,60,-0.13817337068327684,-0.5332019294930115,-0.006078519198851939,0.5574298033442002
FULL,PER12MF,ACT5_MULTIPLY,20,0,-0.004540283255084265,0.003664618243496398,0.08173202380588696,0.4437848354190767
FULL,PER12MF,ACT5_MULTIPLY,20,30,-0.041613863262988326,-0.14992688918665997,0.04413495092104225,0.4437848354190767
FULL,PER12MF,ACT5_MULTIPLY,20,60,-0.07698116453002335,-0.3035595536023046,0.010130623364185132,0.4437848354190767
FULL,PER12MF,ACT5_W10,10,0,-0.002049675601321077,-0.012787127578156254,0.028604396050855296,0.17455042591229367
FULL,PER12MF,ACT5_W10,10,30,-0.017044435708486683,-0.06614586366844577,0.01449028141907649,0.17455042591229367
