sample,factor,direction,overlay,top_n,cost_bps,return,sharpe,mdd,turnover
FULL,MOM12_1,LOW,MCAP_W10,10,0,0.014863608205393453,0.20081949616703512,-0.6977515036345705,0.28339768339768334
OOS_2023_PLUS,MOM12_1,LOW,MCAP_W10,10,0,-0.11903550020244114,-0.22296936018024546,-0.5340768394112334,0.2627906976744186
FULL,MOM12_1,LOW,MCAP_W10,10,30,-0.006681187312364112,0.12988964172957654,-0.717178954163082,0.28339768339768334
OOS_2023_PLUS,MOM12_1,LOW,MCAP_W10,10,30,-0.13652987185135634,-0.28372628083343965,-0.5523744530480392,0.2627906976744186
FULL,MOM12_1,LOW,MCAP_W10,10,60,-0.02779046782496397,0.05895484507221867,-0.7353738552271377,0.28339768339768334
OOS_2023_PLUS,MOM12_1,LOW,MCAP_W10,10,60,-0.1536939996453459,-0.3444166723322911,-0.5699698561264885,0.2627906976744186
FULL,MOM12_1,LOW,MCAP_W10,20,0,0.0019948690841251615,0.13780793625410184,-0.6374121708509547,0.2503861003861004
OOS_2023_PLUS,MOM12_1,LOW,MCAP_W10,20,0,-0.09910656785809713,-0.25336586486164175,-0.4731682542471205,0.22906976744186042
FULL,MOM12_1,LOW,MCAP_W10,20,30,-0.016842911590255194,0.06438713902663425,-0.6602920661929097,0.2503861003861004
OOS_2023_PLUS,MOM12_1,LOW,MCAP_W10,20,30,-0.11464469080989581,-0.31799559635036767,-0.491115260223411,0.22906976744186042
FULL,MOM12_1,LOW,MCAP_W10,20,60,-0.03534253090508355,-0.008989973586986638,-0.6817446176483457,0.2503861003861004
OOS_2023_PLUS,MOM12_1,LOW,MCAP_W10,20,60,-0.1299270489148321,-0.38265418109580623,-0.5084640484776362,0.22906976744186042
FULL,MOM12_1,LOW,RAW_TA_W10,10,0,0.0022527121228546054,0.16110869077104403,-0.7335063013694504,0.3019305019305019
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,10,0,-0.11152975498266282,-0.18225942238595416,-0.5472298874608413,0.30116279069767443
FULL,MOM12_1,LOW,RAW_TA_W10,10,30,-0.020456774739141648,0.08659418869628357,-0.7536609704724159,0.3019305019305019
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,10,30,-0.1317775216547421,-0.2495520560637957,-0.5682301463327046,0.30116279069767443
FULL,MOM12_1,LOW,RAW_TA_W10,10,60,-0.04267561484578142,0.01214926650946373,-0.7723098368652032,0.3019305019305019
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,10,60,-0.151585684973234,-0.3166931830191795,-0.5882777971395994,0.30116279069767443
FULL,MOM12_1,LOW,RAW_TA_W10,20,0,0.02437998985345624,0.22429903594768752,-0.6122536885872039,0.24536679536679534
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,20,0,-0.08740440180485376,-0.19663746757807204,-0.44863077184461186,0.22616279069767437
FULL,MOM12_1,LOW,RAW_TA_W10,20,30,0.0055073108933094694,0.15351509811478437,-0.6362299571645016,0.24536679536679534
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,20,30,-0.10296993724941594,-0.2590809827800853,-0.46752524803532325,0.22616279069767437
FULL,MOM12_1,LOW,RAW_TA_W10,20,60,-0.013033411162147512,0.08279159829553506,-0.658740548089687,0.24536679536679534
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,20,60,-0.11828205440925466,-0.3214982204397738,-0.48578630362786135,0.22616279069767437
FULL,MOM12_1,LOW,RESID_TA_W10,10,0,0.024487169854882307,0.2314280730894686,-0.6582322791481617,0.32471042471042466
OOS_2023_PLUS,MOM12_1,LOW,RESID_TA_W10,10,0,-0.07893626820209443,-0.0896355992260771,-0.4501723075885108,0.34767441860465115
FULL,MOM12_1,LOW,RESID_TA_W10,10,30,-0.00041684750089654443,0.14988970677387445,-0.6869533915726622,0.32471042471042466
OOS_2023_PLUS,MOM12_1,LOW,RESID_TA_W10,10,30,-0.1030561846236635,-0.16993854241772302,-0.4795359105651371,0.34767441860465115
FULL,MOM12_1,LOW,RESID_TA_W10,10,60,-0.0247426271207124,0.06839389201773363,-0.713287662895868,0.32471042471042466
OOS_2023_PLUS,MOM12_1,LOW,RESID_TA_W10,10,60,-0.12657227761244472,-0.2500892581534392,-0.5073628074772765,0.34767441860465115
FULL,MOM12_1,LOW,RESID_TA_W10,20,0,0.024269422006654162,0.22405423523802923,-0.5709528227854976,0.25405405405405407
OOS_2023_PLUS,MOM12_1,LOW,RESID_TA_W10,20,0,-0.053958492118503676,-0.06089543517346349,-0.3968307167187549,0.238953488372093
FULL,MOM12_1,LOW,RESID_TA_W10,20,30,0.004746521786747504,0.1513894209627346,-0.598604420478352,0.25405405405405407
OOS_2023_PLUS,MOM12_1,LOW,RESID_TA_W10,20,30,-0.07096086587135131,-0.1259897513228272,-0.41849685128484015,0.238953488372093
FULL,MOM12_1,LOW,RESID_TA_W10,20,60,-0.014420887987260156,0.07876894831134154,-0.624493503668762,0.25405405405405407
OOS_2023_PLUS,MOM12_1,LOW,RESID_TA_W10,20,60,-0.08767107402738639,-0.19108319576591204,-0.4394007569097227,0.238953488372093
FULL,MOM12_1,LOW,TURNOVER_W10,10,0,0.024825147762878474,0.23254984130452416,-0.6578921077720394,0.32355212355212354
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,10,0,-0.07741632098884688,-0.08646323856817936,-0.44027495122297255,0.3418604651162791
FULL,MOM12_1,LOW,TURNOVER_W10,10,30,-1.1252998710409301e-05,0.1517697088887945,-0.6856942840331345,0.32355212355212354
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,10,30,-0.10116584213648316,-0.16580838403700948,-0.4696229250726801,0.3418604651162791
FULL,MOM12_1,LOW,TURNOVER_W10,10,60,-0.024272893954683017,0.0710588922466551,-0.7112627168027206,0.32355212355212354
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,10,60,-0.12433137960559892,-0.24501304799491028,-0.49746333604726634,0.3418604651162791
FULL,MOM12_1,LOW,TURNOVER_W10,20,0,0.037645432297395365,0.2731581058570176,-0.5613271654190151,0.25559845559845557
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,20,0,-0.05138629465128253,-0.04979200375712065,-0.3908789273919595,0.24186046511627904
FULL,MOM12_1,LOW,TURNOVER_W10,20,30,0.017755757708865616,0.20030000899201725,-0.5895345249290314,0.25559845559845557
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,20,30,-0.06865053740686655,-0.11539029862587208,-0.4119717184912539,0.24186046511627904
FULL,MOM12_1,LOW,TURNOVER_W10,20,60,-0.0017696343384315805,0.12749162524811952,-0.6159479531511184,0.25559845559845557
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,20,60,-0.08561426423944007,-0.18096702523948716,-0.4331241636613694,0.24186046511627904
FULL,MOM1M,HIGH,BASE,10,0,0.054577923517890925,0.3227669157059536,-0.5805880430481639,0.6729729729729729
OOS_2023_PLUS,MOM1M,HIGH,BASE,10,0,0.3602989238640075,1.0095648694164,-0.28335724749158986,0.6372093023255814
FULL,MOM1M,HIGH,BASE,10,30,0.0022198494579923622,0.1516927402141686,-0.7109556358487044,0.6729729729729729
OOS_2023_PLUS,MOM1M,HIGH,BASE,10,30,0.29677154720813137,0.8787685852516727,-0.3030058537485242,0.6372093023255814
FULL,MOM1M,HIGH,BASE,10,60,-0.04764181653754451,-0.019271280262459823,-0.8138134813387377,0.6729729729729729
OOS_2023_PLUS,MOM1M,HIGH,BASE,10,60,0.23609100184852316,0.7481229195261899,-0.3511355363964481,0.6372093023255814
FULL,MOM1M,HIGH,BASE,20,0,0.045137967151287484,0.3054854477622378,-0.44545056046853637,0.6123552123552124
OOS_2023_PLUS,MOM1M,HIGH,BASE,20,0,0.24358775460424686,0.9070566220806145,-0.21800388913074975,0.5883720930232559
FULL,MOM1M,HIGH,BASE,20,30,-0.002145977845545266,0.10441260580833411,-0.5950893941152822,0.6123552123552124
OOS_2023_PLUS,MOM1M,HIGH,BASE,20,30,0.18978286672954692,0.749890827000718,-0.24530255049614857,0.5883720930232559
FULL,MOM1M,HIGH,BASE,20,60,-0.04737483112675944,-0.09667990111491996,-0.7263084784964271,0.6123552123552124
OOS_2023_PLUS,MOM1M,HIGH,BASE,20,60,0.13821388614443642,0.5928306875232275,-0.2923948922631555,0.5883720930232559
FULL,MOM1M,HIGH,MCAP_W10,10,0,0.10565486774479571,0.4846611172488038,-0.46152524132835404,0.6629343629343629
OOS_2023_PLUS,MOM1M,HIGH,MCAP_W10,10,0,0.4298723271285734,1.1404282799692929,-0.3062890345284358,0.6220930232558138
FULL,MOM1M,HIGH,MCAP_W10,10,30,0.05167333368461002,0.313853357951968,-0.5535775434199046,0.6629343629343629
OOS_2023_PLUS,MOM1M,HIGH,MCAP_W10,10,30,0.36476838257715216,1.0136845390102849,-0.3110952081102575,0.6220930232558138
FULL,MOM1M,HIGH,MCAP_W10,10,60,0.00022123508437377204,0.14311345732545308,-0.6868403039989456,0.6629343629343629
OOS_2023_PLUS,MOM1M,HIGH,MCAP_W10,10,60,0.30250707634854845,0.8870852063769099,-0.3158787284476635,0.6220930232558138
FULL,MOM1M,HIGH,MCAP_W10,20,0,0.0543813979447072,0.33973616450581307,-0.4696873679595066,0.6048262548262548
OOS_2023_PLUS,MOM1M,HIGH,MCAP_W10,20,0,0.2707893211319541,0.9418867882897353,-0.2155093574424829,0.5790697674418606
FULL,MOM1M,HIGH,MCAP_W10,20,30,0.007294616105071761,0.14622575412066233,-0.5900951776373933,0.6048262548262548
OOS_2023_PLUS,MOM1M,HIGH,MCAP_W10,20,30,0.21677686884451597,0.7968160750342186,-0.26406239887194505,0.5790697674418606
FULL,MOM1M,HIGH,MCAP_W10,20,60,-0.037772024216309985,-0.0475098102281889,-0.7145322090252607,0.6048262548262548
OOS_2023_PLUS,MOM1M,HIGH,MCAP_W10,20,60,0.16496924647639855,0.6515751839767975,-0.30969387104893165,0.5790697674418606
FULL,MOM1M,HIGH,RAW_TA_W10,10,0,0.08649188875753722,0.41942307208730945,-0.5717359101526517,0.6664092664092663
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,10,0,0.4551987985381001,1.1390154622493587,-0.32903381893594097,0.6313953488372093
FULL,MOM1M,HIGH,RAW_TA_W10,10,30,0.033180509980795136,0.25457147421177534,-0.6752968594464148,0.6664092664092663
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,10,30,0.3880817491836055,1.018237424176584,-0.33383321686290235,0.6313953488372093
FULL,MOM1M,HIGH,RAW_TA_W10,10,60,-0.017619775531472204,0.08962605001926215,-0.7710265173425388,0.6664092664092663
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,10,60,0.3239348683840402,0.8975051209245616,-0.3386080509365622,0.6313953488372093
FULL,MOM1M,HIGH,RAW_TA_W10,20,0,0.046207632492266004,0.3059439868859894,-0.5104527095415852,0.5994208494208494
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,20,0,0.22850961161676375,0.8226551856882534,-0.2546438994016015,0.5744186046511628
FULL,MOM1M,HIGH,RAW_TA_W10,20,30,-0.00011873163150610822,0.11711542273325447,-0.5894289732916751,0.5994208494208494
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,20,30,0.17660929021825655,0.6801598461529549,-0.3005252731950142,0.5744186046511628
FULL,MOM1M,HIGH,RAW_TA_W10,20,60,-0.044474628609148636,-0.07192910113892229,-0.7168939158677379,0.5994208494208494
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,20,60,0.12681461638188196,0.53758864403976,-0.3436611537393155,0.5744186046511628
FULL,MOM1M,HIGH,RESID_TA_W10,10,0,0.053535788483979996,0.31975928535440656,-0.5645718094219602,0.6613899613899614
OOS_2023_PLUS,MOM1M,HIGH,RESID_TA_W10,10,0,0.2734236122955962,0.8373939331166715,-0.34500917400614506,0.6453488372093024
FULL,MOM1M,HIGH,RESID_TA_W10,10,30,0.002130115104604924,0.15219100986480227,-0.6572717312663712,0.6613899613899614
OOS_2023_PLUS,MOM1M,HIGH,RESID_TA_W10,10,30,0.21309641120420197,0.703375764214857,-0.3510777519164121,0.6453488372093024
FULL,MOM1M,HIGH,RESID_TA_W10,10,60,-0.04686678299615943,-0.015378249628117551,-0.7761038980048545,0.6613899613899614
OOS_2023_PLUS,MOM1M,HIGH,RESID_TA_W10,10,60,0.15551279813409624,0.569460199151882,-0.3896213830984906,0.6453488372093024
FULL,MOM1M,HIGH,RESID_TA_W10,20,0,0.046771873405055286,0.3093840111669968,-0.49307389385995903,0.5994208494208494
OOS_2023_PLUS,MOM1M,HIGH,RESID_TA_W10,20,0,0.23310073343024595,0.858509299021633,-0.25436001596505853,0.5749999999999998
FULL,MOM1M,HIGH,RESID_TA_W10,20,30,0.00038071692349550545,0.11880828961586383,-0.5607493308829417,0.5994208494208494
OOS_2023_PLUS,MOM1M,HIGH,RESID_TA_W10,20,30,0.18088825708525746,0.7093087307154858,-0.25987116872843985,0.5749999999999998
FULL,MOM1M,HIGH,RESID_TA_W10,20,60,-0.04403583551548862,-0.07170691982828509,-0.6975772991210207,0.5994208494208494
OOS_2023_PLUS,MOM1M,HIGH,RESID_TA_W10,20,60,0.13079828640730362,0.560279250852962,-0.2839248613522348,0.5749999999999998
FULL,MOM1M,HIGH,TURNOVER_W10,10,0,0.05576201091217281,0.32631459985628203,-0.6056614629982626,0.6613899613899614
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,10,0,0.2870393833007845,0.8567805840060976,-0.3315023863589335,0.6465116279069768
FULL,MOM1M,HIGH,TURNOVER_W10,10,30,0.004264899373655817,0.16119366885698308,-0.6828120298274329,0.6613899613899614
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,10,30,0.22601385943746521,0.7252956830182882,-0.376778162465327,0.6465116279069768
FULL,MOM1M,HIGH,TURNOVER_W10,10,60,-0.0448200518210663,-0.003981614036239013,-0.7929481536409898,0.6613899613899614
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,10,60,0.16776601192872387,0.5938509353040177,-0.4190752363188154,0.6465116279069768
FULL,MOM1M,HIGH,TURNOVER_W10,20,0,0.05083718177487184,0.3261170293611171,-0.48626184804544137,0.5988416988416988
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,20,0,0.23470451453385044,0.8625741002654539,-0.25487458860291556,0.5732558139534883
FULL,MOM1M,HIGH,TURNOVER_W10,20,30,0.004324722684428517,0.13500571564534022,-0.5515396939423497,0.5988416988416988
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,20,30,0.18259560389569107,0.7140906837170863,-0.2601402965650571,0.5732558139534883
FULL,MOM1M,HIGH,TURNOVER_W10,20,60,-0.04021042512627593,-0.05609544668102407,-0.6890752252487632,0.5988416988416988
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,20,60,0.13259802834035206,0.5657354914853552,-0.2800003589859108,0.5732558139534883
FULL,MOM1M,LOW,BASE,10,0,0.08100618009476768,0.41415129671318307,-0.4342818007862901,0.7447876447876448
OOS_2023_PLUS,MOM1M,LOW,BASE,10,0,0.14636492904963072,0.6166707673909286,-0.41321725671665877,0.7616279069767442
FULL,MOM1M,LOW,BASE,10,30,0.0218190664273612,0.2205068122361309,-0.4784241767793256,0.7447876447876448
OOS_2023_PLUS,MOM1M,LOW,BASE,10,30,0.08231130258588992,0.4172886020522272,-0.4226113958266762,0.7616279069767442
FULL,MOM1M,LOW,BASE,10,60,-0.03425467348038347,0.026926396130892104,-0.533028182275612,0.7447876447876448
OOS_2023_PLUS,MOM1M,LOW,BASE,10,60,0.02169653394783122,0.21823455923750185,-0.4318803255121755,0.7616279069767442
FULL,MOM1M,LOW,BASE,20,0,0.057428856546940965,0.34551676797701986,-0.4154542276951301,0.6754826254826254
OOS_2023_PLUS,MOM1M,LOW,BASE,20,0,0.12182723224565817,0.5677059097793492,-0.38878016293856477,0.6936046511627907
FULL,MOM1M,LOW,BASE,20,30,0.004739123608639595,0.15043035404223043,-0.4418777735971243,0.6754826254826254
OOS_2023_PLUS,MOM1M,LOW,BASE,20,30,0.06457202541309992,0.36801851976112787,-0.3975827390003486,0.6936046511627907
FULL,MOM1M,LOW,BASE,20,60,-0.04542840335567466,-0.044440346763664415,-0.5475323414315245,0.6754826254826254
OOS_2023_PLUS,MOM1M,LOW,BASE,20,60,0.010123611564019086,0.16869749742639575,-0.40627975822649764,0.6936046511627907
FULL,MOM1M,LOW,MCAP_W10,10,0,0.06696326537612074,0.3686260405701135,-0.43347408392649567,0.7343629343629343
OOS_2023_PLUS,MOM1M,LOW,MCAP_W10,10,0,0.11222149139737558,0.49713877970563464,-0.43347408392649556,0.7534883720930232
FULL,MOM1M,LOW,MCAP_W10,10,30,0.009314745850021344,0.17839883235263845,-0.4822767158779636,0.7343629343629343
OOS_2023_PLUS,MOM1M,LOW,MCAP_W10,10,30,0.05071501755140462,0.3131188523114809,-0.4423589138233731,0.7534883720930232
FULL,MOM1M,LOW,MCAP_W10,10,60,-0.045341580705954176,-0.011767737410714236,-0.5968760809448558,0.7343629343629343
OOS_2023_PLUS,MOM1M,LOW,MCAP_W10,10,60,-0.0075237764063337265,0.12906557467963875,-0.4511274397531073,0.7534883720930232
FULL,MOM1M,LOW,MCAP_W10,20,0,0.06012127502677189,0.3564518499499744,-0.41256886115447877,0.6706563706563706
OOS_2023_PLUS,MOM1M,LOW,MCAP_W10,20,0,0.1471000904046309,0.6496712183160991,-0.3859466366948875,0.6837209302325581
FULL,MOM1M,LOW,MCAP_W10,20,30,0.007676887411087963,0.16045699073430897,-0.4477050701127996,0.6706563706563706
OOS_2023_PLUS,MOM1M,LOW,MCAP_W10,20,30,0.08942560311328651,0.4543215846869721,-0.39486762682086995,0.6837209302325581
FULL,MOM1M,LOW,MCAP_W10,20,60,-0.04227510332971873,-0.03533380120226927,-0.575792234235706,0.6706563706563706
OOS_2023_PLUS,MOM1M,LOW,MCAP_W10,20,60,0.03453659516525964,0.25927308641227004,-0.40368061360787133,0.6837209302325581
FULL,MOM1M,LOW,RAW_TA_W10,10,0,0.08843343656442237,0.4344481827416069,-0.4504987456472739,0.7297297297297297
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,10,0,0.15918714599157746,0.6228485217877426,-0.45049874564727366,0.7476744186046511
FULL,MOM1M,LOW,RAW_TA_W10,10,30,0.030014341727830463,0.24914509750800265,-0.5030253690485798,0.7297297297297297
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,10,30,0.09563814922238723,0.4454109056859211,-0.4591982500455791,0.7476744186046511
FULL,MOM1M,LOW,RAW_TA_W10,10,60,-0.025393119585049972,0.06394132464781975,-0.5601201894165282,0.7297297297297297
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,10,60,0.035435653284256796,0.26799919054011523,-0.46778287183246436,0.7476744186046511
FULL,MOM1M,LOW,RAW_TA_W10,20,0,0.05802896139773139,0.3467756031847332,-0.4244505873259865,0.6615830115830116
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,20,0,0.13717810814650888,0.6097230407262044,-0.3961805553473704,0.6738372093023255
FULL,MOM1M,LOW,RAW_TA_W10,20,30,0.006380800736918157,0.15721907711626854,-0.45865108540679966,0.6615830115830116
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,20,30,0.08079351141707591,0.42099764872273904,-0.40438475524166073,0.6738372093023255
FULL,MOM1M,LOW,RAW_TA_W10,20,60,-0.042845475670406974,-0.03218459064538673,-0.5633350025000252,0.6615830115830116
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,20,60,0.027094118052427563,0.2325302416106557,-0.41249627418559764,0.6738372093023255
FULL,MOM1M,LOW,RESID_TA_W10,10,0,0.12725115557651545,0.5479782417502892,-0.44873651736993625,0.7247104247104247
OOS_2023_PLUS,MOM1M,LOW,RESID_TA_W10,10,0,0.14197184985094835,0.5765460432080346,-0.44873651736993625,0.7360465116279069
FULL,MOM1M,LOW,RESID_TA_W10,10,30,0.06722893998554014,0.36684723641546346,-0.4569434532076766,0.7247104247104247
OOS_2023_PLUS,MOM1M,LOW,RESID_TA_W10,10,30,0.08025010097336294,0.4017660576705767,-0.4569434532076764,0.7360465116279069
FULL,MOM1M,LOW,RESID_TA_W10,10,60,0.010276149111203114,0.18581757905665205,-0.4809211045108053,0.7247104247104247
OOS_2023_PLUS,MOM1M,LOW,RESID_TA_W10,10,60,0.021732278016553863,0.22711830378470674,-0.46504882179163165,0.7360465116279069
FULL,MOM1M,LOW,RESID_TA_W10,20,0,0.05932552092146537,0.3504561034777196,-0.4112179078225141,0.658108108108108
OOS_2023_PLUS,MOM1M,LOW,RESID_TA_W10,20,0,0.1258151956518485,0.5685025236690182,-0.39944837706006076,0.6668604651162789
FULL,MOM1M,LOW,RESID_TA_W10,20,30,0.007868062146852983,0.16444223095193486,-0.467054004363358,0.658108108108108
OOS_2023_PLUS,MOM1M,LOW,RESID_TA_W10,20,30,0.0705287598114579,0.38452865918650164,-0.40726251799810453,0.6668604651162789
FULL,MOM1M,LOW,RESID_TA_W10,20,60,-0.04118807442844141,-0.021387499674778297,-0.5605238593655207,0.658108108108108
OOS_2023_PLUS,MOM1M,LOW,RESID_TA_W10,20,60,0.017850456733598197,0.2008006467720741,-0.414992008597874,0.6668604651162789
FULL,MOM1M,LOW,TURNOVER_W10,10,0,0.1236723594032123,0.5376082971223254,-0.4456131642251362,0.7258687258687259
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,10,0,0.15548636443610775,0.6129357569273761,-0.4456131642251362,0.7383720930232558
FULL,MOM1M,LOW,TURNOVER_W10,10,30,0.06372453505713738,0.35599982111627926,-0.4538575503830894,0.7258687258687259
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,10,30,0.09285385904605414,0.43786793018505277,-0.4538575503830895,0.7383720930232558
FULL,MOM1M,LOW,TURNOVER_W10,10,60,0.006848334691712754,0.1745639200883518,-0.48554653632132894,0.7258687258687259
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,10,60,0.033481735587611805,0.26298246095976424,-0.46200001118739364,0.7383720930232558
FULL,MOM1M,LOW,TURNOVER_W10,20,0,0.06006579369389531,0.35290298503588324,-0.41046444781334446,0.6594594594594595
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,20,0,0.1295424314869107,0.5791204707972846,-0.39771666406406947,0.6703488372093023
FULL,MOM1M,LOW,TURNOVER_W10,20,30,0.008458853774781616,0.16660102724157658,-0.4719203715263641,0.6594594594594595
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,20,30,0.07377487139870298,0.39490106753839305,-0.40574938295322294,0.6703488372093023
FULL,MOM1M,LOW,TURNOVER_W10,20,60,-0.040734494279847766,-0.019460424159869972,-0.5648435221202142,0.6594594594594595
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,20,60,0.020652407755737956,0.21102359859716752,-0.41369287827717316,0.6703488372093023
FULL,OP12_REV,HIGH,BASE,10,0,0.1812731936918881,0.8065813727991072,-0.3313194905949487,0.44247104247104246
OOS_2023_PLUS,OP12_REV,HIGH,BASE,10,0,0.24981254790742913,0.9051675600700153,-0.3313194905949487,0.4313953488372093
FULL,OP12_REV,HIGH,BASE,10,30,0.14257174725913346,0.6693121724142777,-0.33521427905246803,0.44247104247104246
OOS_2023_PLUS,OP12_REV,HIGH,BASE,10,30,0.20989713518755693,0.7935651741797123,-0.33521427905246803,0.4313953488372093
FULL,OP12_REV,HIGH,BASE,10,60,0.10508309212918432,0.532086207956483,-0.38064319663378055,0.44247104247104246
OOS_2023_PLUS,OP12_REV,HIGH,BASE,10,60,0.17120036026882368,0.6820827717913076,-0.3390917922773279,0.4313953488372093
FULL,OP12_REV,HIGH,BASE,20,0,0.13018252071471736,0.6475354641047634,-0.3547055591941516,0.4086872586872587
OOS_2023_PLUS,OP12_REV,HIGH,BASE,20,0,0.1573193194088578,0.6602934647765402,-0.3547055591941516,0.4087209302325581
FULL,OP12_REV,HIGH,BASE,20,30,0.09590539592179947,0.5134563632656842,-0.366412074114285,0.4086872586872587
OOS_2023_PLUS,OP12_REV,HIGH,BASE,20,30,0.12225252551964849,0.5495457188667661,-0.3584606913650884,0.4087209302325581
FULL,OP12_REV,HIGH,BASE,20,60,0.0626249212172767,0.37936275489238047,-0.43384542476772736,0.4086872586872587
OOS_2023_PLUS,OP12_REV,HIGH,BASE,20,60,0.08820411446496967,0.4387600253402575,-0.3621984525953539,0.4087209302325581
FULL,OP12_REV,HIGH,MCAP_W10,10,0,0.18491960381214367,0.776950135456784,-0.3496442975329712,0.42355212355212357
OOS_2023_PLUS,OP12_REV,HIGH,MCAP_W10,10,0,0.3674379311444682,1.104070448064664,-0.3496442975329711,0.40581395348837207
FULL,OP12_REV,HIGH,MCAP_W10,10,30,0.14776457342639326,0.6554645282694439,-0.3761996535386607,0.42355212355212357
OOS_2023_PLUS,OP12_REV,HIGH,MCAP_W10,10,30,0.32659914758784403,1.0127185869858426,-0.3525692418515042,0.40581395348837207
FULL,OP12_REV,HIGH,MCAP_W10,10,60,0.1117240712958445,0.5339192910612611,-0.41550005654737276,0.42355212355212357
OOS_2023_PLUS,OP12_REV,HIGH,MCAP_W10,10,60,0.2869272740648341,0.9212510076664097,-0.3554838846303525,0.40581395348837207
FULL,OP12_REV,HIGH,MCAP_W10,20,0,0.14775593090091244,0.7095052095853488,-0.34847336759671343,0.4027027027027027
OOS_2023_PLUS,OP12_REV,HIGH,MCAP_W10,20,0,0.22264234227837298,0.8421081154174667,-0.34847336759671343,0.3959302325581396
FULL,OP12_REV,HIGH,MCAP_W10,20,30,0.1134854305026134,0.578975823113142,-0.3517241957868624,0.4027027027027027
OOS_2023_PLUS,OP12_REV,HIGH,MCAP_W10,20,30,0.1868461183213017,0.7382260891997634,-0.3517241957868624,0.3959302325581396
FULL,OP12_REV,HIGH,MCAP_W10,20,60,0.08019580806109916,0.44835888185315964,-0.4117763786239904,0.4027027027027027
OOS_2023_PLUS,OP12_REV,HIGH,MCAP_W10,20,60,0.15205443331205126,0.6342381803732815,-0.3549624454836774,0.3959302325581396
FULL,OP12_REV,HIGH,RAW_TA_W10,10,0,0.16566011726980334,0.7203066369297301,-0.3666693842397418,0.4463320463320463
OOS_2023_PLUS,OP12_REV,HIGH,RAW_TA_W10,10,0,0.22642887017386593,0.7923411252109734,-0.3666693842397418,0.42906976744186043
FULL,OP12_REV,HIGH,RAW_TA_W10,10,30,0.12717840025610339,0.5910502966708271,-0.4228546931820294,0.4463320463320463
OOS_2023_PLUS,OP12_REV,HIGH,RAW_TA_W10,10,30,0.18756276852489995,0.692486485336068,-0.3703788785221406,0.42906976744186043
FULL,OP12_REV,HIGH,RAW_TA_W10,10,60,0.0899131491628149,0.46163522562444675,-0.4869016610721977,0.4463320463320463
OOS_2023_PLUS,OP12_REV,HIGH,RAW_TA_W10,10,60,0.1498761144301748,0.5925158614586871,-0.37407134848752954,0.42906976744186043
FULL,OP12_REV,HIGH,RAW_TA_W10,20,0,0.1676521191979221,0.7838143845023278,-0.3212738594590625,0.4025096525096525
OOS_2023_PLUS,OP12_REV,HIGH,RAW_TA_W10,20,0,0.21758169242225556,0.829650465942834,-0.3212738594590624,0.4017441860465116
FULL,OP12_REV,HIGH,RAW_TA_W10,20,30,0.1328035957078706,0.6530578018814374,-0.3256569922895398,0.4025096525096525
OOS_2023_PLUS,OP12_REV,HIGH,RAW_TA_W10,20,30,0.18135088735531046,0.723236475951632,-0.3243811157153862,0.4017441860465116
FULL,OP12_REV,HIGH,RAW_TA_W10,20,60,0.0989521094396113,0.5223068827948211,-0.38991741597244944,0.4025096525096525
