sample,factor,direction,overlay,top_n,cost_bps,return_delta,sharpe_delta,mdd_delta,turnover_delta
FULL,OP12_REV,LOW,RAW_TA_W10,20,0,0.005830942999711208,0.027341935965478098,-0.0009733794961468423,-0.0005791505791505891
FULL,OP12_REV,LOW,RESID_TA_W10,20,0,0.003155610306336709,0.016045450086379254,-0.011150340572844808,-0.0009652509652509078
FULL,OP12_REV,LOW,TURNOVER_W10,20,0,0.0058757163785175814,0.029027190602162287,-0.006674242660580254,0.0003861003861003742
FULL,OP12_REV,LOW,MCAP_W10,20,30,-0.0038397797682446777,-0.017454456390922565,-0.014614257826454868,0.0013513513513513375
FULL,OP12_REV,LOW,RAW_TA_W10,20,30,0.005673369132998873,0.028873453579162323,0.023782819635128738,-0.0005791505791505891
FULL,OP12_REV,LOW,RESID_TA_W10,20,30,0.0031127565758133358,0.018224558056970167,0.006493733542408786,-0.0009652509652509078
FULL,OP12_REV,LOW,TURNOVER_W10,20,30,0.005634548265368355,0.03165323430160448,0.00948325197702915,0.0003861003861003742
FULL,OP12_REV,LOW,MCAP_W10,20,60,-0.0037908996798493577,-0.017599452775774294,-0.011014528207494378,0.0013513513513513375
FULL,OP12_REV,LOW,RAW_TA_W10,20,60,0.005519424147864327,0.030375656206187485,0.03247864019183566,-0.0005791505791505891
FULL,OP12_REV,LOW,RESID_TA_W10,20,60,0.0030691737348994552,0.020407385367051778,0.009361097608534208,-0.0009652509652509078
FULL,OP12_REV,LOW,TURNOVER_W10,20,60,0.005402971896205977,0.03432184939123947,0.01969707443874702,0.0003861003861003742
FULL,OPFY1_REV,HIGH,MCAP_W10,10,0,0.010475503414851373,0.02159300194977598,-0.02014717432636337,-0.025868725868725795
FULL,OPFY1_REV,HIGH,RAW_TA_W10,10,0,0.01129056753006008,0.02026401216768592,-0.035813227153852045,-0.021235521235521193
FULL,OPFY1_REV,HIGH,RESID_TA_W10,10,0,0.022299644072136804,0.02049528875171458,-0.0499937272761839,0.009652509652509633
FULL,OPFY1_REV,HIGH,TURNOVER_W10,10,0,0.026619684576355995,0.033640334462192945,-0.06043134960668117,0.010810810810810922
FULL,OPFY1_REV,HIGH,MCAP_W10,10,30,0.012320155497124619,0.03429010043156444,-0.017673084173996045,-0.025868725868725795
FULL,OPFY1_REV,HIGH,RAW_TA_W10,10,30,0.012717120439348362,0.032969587708214454,-0.03339302108888065,-0.021235521235521193
FULL,OPFY1_REV,HIGH,RESID_TA_W10,10,30,0.02067346470084308,0.03381898554612839,-0.04818755045599776,0.009652509652509633
