source,destination,period,n,source_coef_discovery,baseline_mse,augmented_mse,incremental_oos_r2
PER12MF,OPFY1_REV,CONF_2023_2024,97,0.012674753481052042,0.9437913771557375,0.9447795428748602,-0.0010470171089089764
PER12MF,OPFY1_REV,STRESS_2025,49,0.012674753481052042,0.8434291915231442,0.8453462923084233,-0.0022729836772865664
PER12MF,OPFY1_REV,STRESS_2026,29,0.012674753481052042,0.6890438172974821,0.6899141103818862,-0.0012630446171297827
PER12MF,PBR12MF,DISC_2016_2019,194,-0.02551610165799828,0.6896198122387451,0.689480656735048,0.00020178582637497833
PER12MF,PBR12MF,VAL_2020_2022,149,-0.02551610165799828,0.96343124195579,0.963734298367281,-0.0003145594602846913
PER12MF,PBR12MF,CONF_2023_2024,97,-0.02551610165799828,1.1914834089963655,1.1866287242935893,0.004074487874628052
PER12MF,PBR12MF,STRESS_2025,49,-0.02551610165799828,1.1439415535144748,1.1450775393585868,-0.0009930453532542849
PER12MF,PBR12MF,STRESS_2026,29,-0.02551610165799828,2.2231315282547497,2.231476224056072,-0.0037535771929217976
PER12MF,PRIVATE_FLOW,DISC_2016_2019,194,-0.016621188477240534,0.37798021739145965,0.3778025693683018,0.0004699929122847779
PER12MF,PRIVATE_FLOW,VAL_2020_2022,149,-0.016621188477240534,0.6215881625882391,0.6196705265987597,0.0030850587332529322
PER12MF,PRIVATE_FLOW,CONF_2023_2024,97,-0.016621188477240534,0.7640311168173771,0.765139541134096,-0.0014507580808176268
PER12MF,PRIVATE_FLOW,STRESS_2025,49,-0.016621188477240534,0.4892224496760967,0.49182538017281513,-0.005320545895720397
PER12MF,PRIVATE_FLOW,STRESS_2026,29,-0.016621188477240534,1.4253417454208794,1.4196032732995667,0.004026032451339034
PER12MF,FOREIGN_FLOW,DISC_2016_2019,194,-0.040726725116244394,0.35736003957318896,0.35634198429434033,0.002848822381104843
PER12MF,FOREIGN_FLOW,VAL_2020_2022,149,-0.040726725116244394,0.6696488022358275,0.6646702502034081,0.007434571697577774
PER12MF,FOREIGN_FLOW,CONF_2023_2024,97,-0.040726725116244394,0.5269716092993904,0.5266920048200734,0.000530587368243074
PER12MF,FOREIGN_FLOW,STRESS_2025,49,-0.040726725116244394,1.0470035969451579,1.0592661109532024,-0.011712007526834656
PER12MF,FOREIGN_FLOW,STRESS_2026,29,-0.040726725116244394,1.0126794770164897,1.0070755897856312,0.005533722523308637
PRIVATE_FLOW,MOM1M,DISC_2016_2019,194,-0.07222860772670803,0.6346826370798231,0.6328743786627471,0.0028490749729593867
PRIVATE_FLOW,MOM1M,VAL_2020_2022,149,-0.07222860772670803,1.2529071959306843,1.239638949575231,0.010589967396266387
PRIVATE_FLOW,MOM1M,CONF_2023_2024,97,-0.07222860772670803,1.1500080912472355,1.1600880995587315,-0.00876516294816998
PRIVATE_FLOW,MOM1M,STRESS_2025,49,-0.07222860772670803,0.9395928310982586,0.9166744031666814,0.024391871854523073
PRIVATE_FLOW,MOM1M,STRESS_2026,29,-0.07222860772670803,2.3097325143798573,2.3981602320855435,-0.038284830453377605
