source,destination,period,observed_r2,placebo_p,observed_percentile,placebo_q90
MOM12_1,MOM1M,CONF_2023_2024,9.233565645550001e-05,0.35051546391752575,0.65625,0.020030354364275804
MOM12_1,MOM1M,STRESS_2025,-0.04797641485779125,0.5714285714285714,0.4375,0.03761581646534153
MOM12_1,MOM1M,STRESS_2026,0.06138323624944653,0.13793103448275862,0.8928571428571429,0.05793105575017629
MOM12_1,OP12_REV,VAL_2020_2022,0.0031819983790214446,0.37583892617449666,0.6283783783783784,0.01857615451062982
MOM12_1,OP12_REV,CONF_2023_2024,-0.003397804601648735,0.711340206185567,0.2916666666666667,0.03269104159638364
MOM12_1,OP12_REV,STRESS_2025,0.005438024387813933,0.3673469387755102,0.6458333333333334,0.034934856960412645
MOM12_1,OP12_REV,STRESS_2026,-0.0036817677315867936,0.27586206896551724,0.75,0.00943939275748466
MOM12_1,OPFY1_REV,VAL_2020_2022,-0.009802996015788379,0.8456375838926175,0.1554054054054054,0.012641050600817699
MOM12_1,OPFY1_REV,CONF_2023_2024,-0.008659583198002085,0.8762886597938144,0.125,0.016962903922632555
MOM12_1,OPFY1_REV,STRESS_2025,-0.015176893478984876,0.8775510204081632,0.125,0.03148727577026481
MOM12_1,OPFY1_REV,STRESS_2026,0.017819987662141434,0.3448275862068966,0.6785714285714286,0.04917894804700338
MOM12_1,PBR12MF,VAL_2020_2022,-0.03131313033500671,0.6241610738255033,0.3783783783783784,0.015350687107749797
MOM12_1,PBR12MF,CONF_2023_2024,0.012702248213029121,0.16494845360824742,0.84375,0.020383794071700878
MOM12_1,PBR12MF,STRESS_2025,-0.07004971605796317,0.6938775510204082,0.3125,0.05192355778958972
MOM12_1,PBR12MF,STRESS_2026,-0.02985302140445789,0.3448275862068966,0.6785714285714286,0.0536889014139635
MOM12_1,PER12MF,VAL_2020_2022,-0.01041640049846726,0.6711409395973155,0.3310810810810811,0.017325534505582087
MOM12_1,PER12MF,CONF_2023_2024,0.010844182571786987,0.31958762886597936,0.6875,0.024471273442410457
MOM12_1,PER12MF,STRESS_2025,-0.021284543434545666,0.5102040816326531,0.5,0.03022373715830721
MOM12_1,PER12MF,STRESS_2026,-0.004058307775485437,0.3793103448275862,0.6428571428571429,0.05050676058337043
MOM12_1,PRIVATE_FLOW,VAL_2020_2022,-0.0005163981431046683,0.6711409395973155,0.3310810810810811,0.000982369548528739
MOM12_1,PRIVATE_FLOW,CONF_2023_2024,-0.0009406927240684926,0.6907216494845361,0.3125,0.0008341831734274829
MOM12_1,PRIVATE_FLOW,STRESS_2025,-0.0007197127623672639,0.5918367346938775,0.4166666666666667,0.003606920524610714
MOM12_1,PRIVATE_FLOW,STRESS_2026,0.0043171046883616615,0.13793103448275862,0.8928571428571429,0.004543983699901056
MOM12_1,FOREIGN_FLOW,VAL_2020_2022,0.001249461574423072,0.10738255033557047,0.8986486486486487,0.0012503262078403141
MOM12_1,FOREIGN_FLOW,CONF_2023_2024,0.0005406050767658988,0.5360824742268041,0.46875,0.0020267889367940883
MOM12_1,FOREIGN_FLOW,STRESS_2025,0.00023986514658247415,0.4489795918367347,0.5625,0.0022850814411323195
MOM12_1,FOREIGN_FLOW,STRESS_2026,0.0038749337342556256,0.06896551724137931,0.9642857142857143,0.0030069200272348834
OP12_REV,MOM1M,VAL_2020_2022,-0.02879451748299089,0.6375838926174496,0.36486486486486486,-0.002182397528811278
OP12_REV,MOM1M,CONF_2023_2024,0.01750272554405885,0.041237113402061855,0.96875,0.004213246509578772
OP12_REV,MOM1M,STRESS_2025,-0.00926164647310146,0.46938775510204084,0.5416666666666666,0.037473671127153454
OP12_REV,MOM1M,STRESS_2026,0.021985973291866023,0.06896551724137931,0.9642857142857143,-0.0015939292144035565
OP12_REV,MOM12_1,VAL_2020_2022,0.009071192286135066,0.006711409395973154,1.0,-0.00021590909319233132
OP12_REV,MOM12_1,CONF_2023_2024,0.01585387841986796,0.13402061855670103,0.875,0.01619996636635518
OP12_REV,MOM12_1,STRESS_2025,0.004025159247804444,0.08163265306122448,0.9375,-0.002278990673805676
OP12_REV,MOM12_1,STRESS_2026,-0.019658425861535767,0.9310344827586207,0.07142857142857142,0.02701537601399934
OP12_REV,OPFY1_REV,VAL_2020_2022,-0.006582306879744371,0.9463087248322147,0.05405405405405406,0.010948420472790156
OP12_REV,OPFY1_REV,CONF_2023_2024,0.005758326217833121,0.6185567010309279,0.3854166666666667,0.020670920422256378
OP12_REV,OPFY1_REV,STRESS_2025,-0.002542892947165365,1.0,0.0,0.030938886422740237
OP12_REV,OPFY1_REV,STRESS_2026,0.0027733436508216025,0.4827586206896552,0.5357142857142857,0.025074847498637445
OP12_REV,PBR12MF,VAL_2020_2022,-0.015200956291669065,0.825503355704698,0.17567567567567569,0.013254442857891766
OP12_REV,PBR12MF,CONF_2023_2024,-0.014441627052200312,0.7525773195876289,0.25,0.011964775956988749
OP12_REV,PBR12MF,STRESS_2025,0.002921817782284619,0.4897959183673469,0.5208333333333334,0.028927161690219482
OP12_REV,PBR12MF,STRESS_2026,0.020117189661084778,0.2413793103448276,0.7857142857142857,0.040567036826378015
OP12_REV,PER12MF,VAL_2020_2022,-0.005401686022514562,0.912751677852349,0.08783783783783784,0.006050331160527446
OP12_REV,PER12MF,CONF_2023_2024,-0.005199325929352794,0.845360824742268,0.15625,0.006328077931993692
OP12_REV,PER12MF,STRESS_2025,0.009831625285858014,0.12244897959183673,0.8958333333333334,0.009567706630874901
OP12_REV,PER12MF,STRESS_2026,0.006875461042224029,0.20689655172413793,0.8214285714285714,0.014997812315573834
OP12_REV,PRIVATE_FLOW,VAL_2020_2022,-0.00019412751420122554,0.7181208053691275,0.28378378378378377,0.0005542773051488425
OP12_REV,PRIVATE_FLOW,CONF_2023_2024,0.00015052287538264153,0.3917525773195876,0.6145833333333334,0.0005428374319079721
OP12_REV,PRIVATE_FLOW,STRESS_2025,-0.0005562130266301146,0.673469387755102,0.3333333333333333,0.0008559434231866673
OP12_REV,PRIVATE_FLOW,STRESS_2026,0.0006219790144482706,0.13793103448275862,0.8928571428571429,0.0005649205569836282
OP12_REV,FOREIGN_FLOW,VAL_2020_2022,-0.024831971392309526,0.9395973154362416,0.060810810810810814,0.001891819126285423
OP12_REV,FOREIGN_FLOW,CONF_2023_2024,-0.013780693233758967,0.8041237113402062,0.19791666666666666,0.0117211805089249
OP12_REV,FOREIGN_FLOW,STRESS_2025,0.008662718987142659,0.3877551020408163,0.625,0.018344986904453697
OP12_REV,FOREIGN_FLOW,STRESS_2026,-0.037427182402822945,0.9655172413793104,0.03571428571428571,0.037486092321238076
OPFY1_REV,MOM1M,VAL_2020_2022,-0.019516728815154982,0.5906040268456376,0.41216216216216217,0.0007824607327137148
OPFY1_REV,MOM1M,CONF_2023_2024,0.014171582758707446,0.05154639175257732,0.9583333333333334,0.006231532877736423
OPFY1_REV,MOM1M,STRESS_2025,0.012007332608344856,0.24489795918367346,0.7708333333333334,0.027523002384299826
OPFY1_REV,MOM1M,STRESS_2026,0.022154477637342795,0.10344827586206896,0.9285714285714286,0.014062843582672204
OPFY1_REV,MOM12_1,VAL_2020_2022,-0.0007129026056538201,0.8389261744966443,0.16216216216216217,0.003644753623809339
OPFY1_REV,MOM12_1,CONF_2023_2024,-0.006592279178352145,0.9896907216494846,0.010416666666666666,0.0032458238612512735
OPFY1_REV,MOM12_1,STRESS_2025,0.0004820740825893788,0.7551020408163265,0.25,0.005244334166686471
OPFY1_REV,MOM12_1,STRESS_2026,0.0027396642001173976,0.06896551724137931,0.9642857142857143,0.0019089298201198982
OPFY1_REV,OP12_REV,VAL_2020_2022,0.007836939950388588,0.2214765100671141,0.7837837837837838,0.014212596939465276
OPFY1_REV,OP12_REV,CONF_2023_2024,-0.02938156154281457,0.9381443298969072,0.0625,0.05228479230513544
OPFY1_REV,OP12_REV,STRESS_2025,0.03253547741680629,0.1836734693877551,0.8333333333333334,0.05152366988397285
OPFY1_REV,OP12_REV,STRESS_2026,-0.0699783564707348,0.41379310344827586,0.6071428571428571,-0.047227945053797724
OPFY1_REV,PBR12MF,VAL_2020_2022,-0.003644398731293519,0.33557046979865773,0.668918918918919,0.012001551251867
OPFY1_REV,PBR12MF,CONF_2023_2024,-0.03069910831621203,0.7938144329896907,0.20833333333333334,0.01805492979753559
OPFY1_REV,PBR12MF,STRESS_2025,0.00818289872967215,0.40816326530612246,0.6041666666666666,0.03488303572077355
OPFY1_REV,PBR12MF,STRESS_2026,-0.0006423813434286441,0.5172413793103449,0.5,0.01879068087460113
OPFY1_REV,PER12MF,VAL_2020_2022,-0.0016008182167503993,0.3825503355704698,0.6216216216216216,0.007635974712818377
OPFY1_REV,PER12MF,CONF_2023_2024,-0.014194574818103822,0.7525773195876289,0.25,0.012226663026891016
OPFY1_REV,PER12MF,STRESS_2025,0.031088660310030325,0.04081632653061224,0.9791666666666666,0.02106293153644522
OPFY1_REV,PER12MF,STRESS_2026,-1.6139517725388686e-05,0.5517241379310345,0.4642857142857143,0.013588030137831742
OPFY1_REV,PRIVATE_FLOW,VAL_2020_2022,-0.0010476114645336931,0.8791946308724832,0.12162162162162163,0.0013497544173626252
OPFY1_REV,PRIVATE_FLOW,CONF_2023_2024,0.0015746882405395235,0.1134020618556701,0.8958333333333334,0.0015700677103474003
OPFY1_REV,PRIVATE_FLOW,STRESS_2025,-0.0006421443872102195,0.5510204081632653,0.4583333333333333,0.001831052282990664
OPFY1_REV,PRIVATE_FLOW,STRESS_2026,0.0015041892774698695,0.2413793103448276,0.7857142857142857,0.0019915767018527154
OPFY1_REV,FOREIGN_FLOW,VAL_2020_2022,-0.030886693328985526,0.6778523489932886,0.32432432432432434,-0.001334765324882984
OPFY1_REV,FOREIGN_FLOW,CONF_2023_2024,-0.0680481602791474,0.9381443298969072,0.0625,0.022825044240404435
OPFY1_REV,FOREIGN_FLOW,STRESS_2025,-0.002472461092419165,0.4897959183673469,0.5208333333333334,0.024518522954515107
OPFY1_REV,FOREIGN_FLOW,STRESS_2026,-0.022873748950775097,0.7241379310344828,0.2857142857142857,0.03879944249723823
PBR12MF,MOM1M,VAL_2020_2022,0.00909842171558839,0.14093959731543623,0.8648648648648649,0.011186452287339034
PBR12MF,MOM1M,CONF_2023_2024,0.0194255296276431,0.09278350515463918,0.9166666666666666,0.01462632049979501
PBR12MF,MOM1M,STRESS_2025,-0.029977157700242785,0.8979591836734694,0.10416666666666667,0.033843338976529455
PBR12MF,MOM1M,STRESS_2026,0.039571687212937245,0.06896551724137931,0.9642857142857143,0.01592444409105156
PBR12MF,MOM12_1,VAL_2020_2022,-0.005933313649635563,0.9865771812080537,0.013513513513513514,0.008095091185425275
PBR12MF,MOM12_1,CONF_2023_2024,0.005456257439797052,0.26804123711340205,0.7395833333333334,0.008457559719305285
PBR12MF,MOM12_1,STRESS_2025,-0.013009603499981814,1.0,0.0,0.0140540463451775
PBR12MF,MOM12_1,STRESS_2026,-0.00022243253530085383,0.41379310344827586,0.6071428571428571,0.006858714663287693
PBR12MF,OP12_REV,VAL_2020_2022,0.0020054867153377343,0.3624161073825503,0.6418918918918919,0.013441883427420113
PBR12MF,OP12_REV,CONF_2023_2024,-0.019570574704454113,0.8247422680412371,0.17708333333333334,0.02003990022576363
PBR12MF,OP12_REV,STRESS_2025,0.03623765401755574,0.12244897959183673,0.8958333333333334,0.039229516203526424
PBR12MF,OP12_REV,STRESS_2026,0.017311891158586556,0.20689655172413793,0.8214285714285714,0.03428574513122434
PBR12MF,OPFY1_REV,VAL_2020_2022,0.0004142151963046903,0.3288590604026846,0.6756756756756757,0.0016725608590281496
PBR12MF,OPFY1_REV,CONF_2023_2024,-0.001724439364284125,0.7938144329896907,0.20833333333333334,0.002028828797551896
PBR12MF,OPFY1_REV,STRESS_2025,-0.0010986093442524325,0.46938775510204084,0.5416666666666666,0.00218055940780575
PBR12MF,OPFY1_REV,STRESS_2026,-0.0020392164749554187,0.5172413793103449,0.5,0.00987734448289046
PBR12MF,PER12MF,VAL_2020_2022,-0.003740971350844724,0.4966442953020134,0.5067567567567568,0.024857049407752286
PBR12MF,PER12MF,CONF_2023_2024,0.006337498377938289,0.422680412371134,0.5833333333333334,0.037776818443972626
PBR12MF,PER12MF,STRESS_2025,0.009108052457195703,0.04081632653061224,0.9791666666666666,-0.02671821997416006
PBR12MF,PER12MF,STRESS_2026,-0.011938384703293226,0.27586206896551724,0.75,-0.0009369207170769676
PBR12MF,PRIVATE_FLOW,VAL_2020_2022,0.0036612482258916446,0.18791946308724833,0.8175675675675675,0.00565161664928944
PBR12MF,PRIVATE_FLOW,CONF_2023_2024,-0.008742176356596243,0.7319587628865979,0.2708333333333333,0.006097782375353578
PBR12MF,PRIVATE_FLOW,STRESS_2025,-0.008690190998916547,0.673469387755102,0.3333333333333333,0.012224960210643471
PBR12MF,PRIVATE_FLOW,STRESS_2026,0.01565269773336242,0.10344827586206896,0.9285714285714286,0.006893292288885322
PBR12MF,FOREIGN_FLOW,VAL_2020_2022,0.011944463071924094,0.04697986577181208,0.9594594594594594,0.009807335493716476
PBR12MF,FOREIGN_FLOW,CONF_2023_2024,0.012470640286483481,0.12371134020618557,0.8854166666666666,0.012789299367079177
PBR12MF,FOREIGN_FLOW,STRESS_2025,-0.0093983177208663,0.8367346938775511,0.16666666666666666,0.009102386277893264
PBR12MF,FOREIGN_FLOW,STRESS_2026,0.015720147325701928,0.10344827586206896,0.9285714285714286,0.010264961951999068
PER12MF,MOM1M,VAL_2020_2022,0.007963585122359174,0.14093959731543623,0.8648648648648649,0.008830398404820274
PER12MF,MOM1M,CONF_2023_2024,0.007685129008506597,0.23711340206185566,0.7708333333333334,0.012210338072422666
PER12MF,MOM1M,STRESS_2025,-0.022283968218985484,0.8979591836734694,0.10416666666666667,0.01915544395465031
PER12MF,MOM1M,STRESS_2026,0.02386651037064358,0.13793103448275862,0.8928571428571429,0.02073655428796751
PER12MF,MOM12_1,VAL_2020_2022,-0.0001683062222015419,0.9530201342281879,0.0472972972972973,0.00028814251707685043
PER12MF,MOM12_1,CONF_2023_2024,3.7486677178733e-05,0.5360824742268041,0.46875,0.0002840776394034128
PER12MF,MOM12_1,STRESS_2025,-0.00031333560408608463,1.0,0.0,0.0002940792155515017
PER12MF,MOM12_1,STRESS_2026,0.00015810357998169433,0.2413793103448276,0.7857142857142857,0.0003031506225987358
PER12MF,OP12_REV,VAL_2020_2022,-0.00371324992602462,0.6778523489932886,0.32432432432432434,0.009296620054557924
PER12MF,OP12_REV,CONF_2023_2024,-0.008842291826477666,0.865979381443299,0.13541666666666666,0.010716976310841009
PER12MF,OP12_REV,STRESS_2025,0.009836350197482635,0.2857142857142857,0.7291666666666666,0.015258802213336363
PER12MF,OP12_REV,STRESS_2026,0.01589243773799176,0.1724137931034483,0.8571428571428571,0.018069691672328508
PER12MF,OPFY1_REV,VAL_2020_2022,0.001567677981422988,0.2483221476510067,0.7567567567567568,0.002691202732443865
PER12MF,OPFY1_REV,CONF_2023_2024,-0.0010470171089089764,0.7216494845360825,0.28125,0.003687007397040587
PER12MF,OPFY1_REV,STRESS_2025,-0.0022729836772865664,0.6938775510204082,0.3125,0.0034650900741783623
PER12MF,OPFY1_REV,STRESS_2026,-0.0012630446171297827,0.5862068965517241,0.42857142857142855,0.011702979833203089
PER12MF,PBR12MF,VAL_2020_2022,-0.0003145594602846913,0.06711409395973154,0.9391891891891891,-0.0014367152821403977
PER12MF,PBR12MF,CONF_2023_2024,0.004074487874628052,0.09278350515463918,0.9166666666666666,0.003980000073101286
PER12MF,PBR12MF,STRESS_2025,-0.0009930453532542849,0.673469387755102,0.3333333333333333,0.007145059970808854
PER12MF,PBR12MF,STRESS_2026,-0.0037535771929217976,0.6896551724137931,0.32142857142857145,0.009556078992419106
PER12MF,PRIVATE_FLOW,VAL_2020_2022,0.0030850587332529322,0.1476510067114094,0.8581081081081081,0.0036139351670468577
PER12MF,PRIVATE_FLOW,CONF_2023_2024,-0.0014507580808176268,0.4742268041237113,0.53125,0.0029895627551672077
PER12MF,PRIVATE_FLOW,STRESS_2025,-0.005320545895720397,0.7551020408163265,0.25,0.006641816083703336
PER12MF,PRIVATE_FLOW,STRESS_2026,0.004026032451339034,0.13793103448275862,0.8928571428571429,0.0044255822863776394
PER12MF,FOREIGN_FLOW,VAL_2020_2022,0.007434571697577774,0.2348993288590604,0.7702702702702703,0.011959697634812576
PER12MF,FOREIGN_FLOW,CONF_2023_2024,0.000530587368243074,0.4845360824742268,0.5208333333333334,0.011702740815964341
PER12MF,FOREIGN_FLOW,STRESS_2025,-0.011712007526834656,0.7551020408163265,0.25,0.002101326129856268
PER12MF,FOREIGN_FLOW,STRESS_2026,0.005533722523308637,0.27586206896551724,0.75,0.013126562505494894
PRIVATE_FLOW,MOM1M,VAL_2020_2022,0.010589967396266387,0.10738255033557047,0.8986486486486487,0.010371456253293892
PRIVATE_FLOW,MOM1M,CONF_2023_2024,-0.00876516294816998,0.6804123711340206,0.3229166666666667,0.016427091336223054
PRIVATE_FLOW,MOM1M,STRESS_2025,0.024391871854523073,0.10204081632653061,0.9166666666666666,0.023416346432987994
PRIVATE_FLOW,MOM1M,STRESS_2026,-0.038284830453377605,0.8620689655172413,0.14285714285714285,-0.003955434929659906
PRIVATE_FLOW,MOM12_1,VAL_2020_2022,-0.005694552015700571,0.785234899328859,0.21621621621621623,0.0037940654829019672
PRIVATE_FLOW,MOM12_1,CONF_2023_2024,0.0037829696257798417,0.1958762886597938,0.8125,0.006599505917013526
PRIVATE_FLOW,MOM12_1,STRESS_2025,-0.002570786303126793,0.5306122448979592,0.4791666666666667,0.00651485603773081
PRIVATE_FLOW,MOM12_1,STRESS_2026,0.0007537247434361571,0.5862068965517241,0.42857142857142855,0.009754127293312887
PRIVATE_FLOW,OP12_REV,VAL_2020_2022,-0.001990793259253998,0.9261744966442953,0.07432432432432433,0.0020402083705161845
PRIVATE_FLOW,OP12_REV,CONF_2023_2024,0.0011757484218537506,0.35051546391752575,0.65625,0.002423312818612189
PRIVATE_FLOW,OP12_REV,STRESS_2025,0.0007730565132765266,0.3469387755102041,0.6666666666666666,0.0027811841733041535
PRIVATE_FLOW,OP12_REV,STRESS_2026,-0.002917577035314922,0.5862068965517241,0.42857142857142855,0.0017222132696987913
PRIVATE_FLOW,OPFY1_REV,VAL_2020_2022,-0.007077232243341447,0.9932885906040269,0.006756756756756757,0.004086587592578096
PRIVATE_FLOW,OPFY1_REV,CONF_2023_2024,0.004867500688035098,0.1134020618556701,0.8958333333333334,0.0048430005177663715
PRIVATE_FLOW,OPFY1_REV,STRESS_2025,0.0030440900223043243,0.22448979591836735,0.7916666666666666,0.004554058884283386
PRIVATE_FLOW,OPFY1_REV,STRESS_2026,0.0022853102207545106,0.7586206896551724,0.25,0.01495345478407777
PRIVATE_FLOW,PBR12MF,VAL_2020_2022,-0.007205232563255004,0.7248322147651006,0.27702702702702703,0.007572263512786962
PRIVATE_FLOW,PBR12MF,CONF_2023_2024,-0.0011902817068776272,0.3917525773195876,0.6145833333333334,0.009043531938615457
PRIVATE_FLOW,PBR12MF,STRESS_2025,-0.01344256322124493,0.8775510204081632,0.125,0.01168896467443357
PRIVATE_FLOW,PBR12MF,STRESS_2026,-0.024193329849036882,0.9310344827586207,0.07142857142857142,0.007407302282809435
PRIVATE_FLOW,PER12MF,VAL_2020_2022,-0.0033606408823443346,0.7516778523489933,0.25,0.0042198067023990656
PRIVATE_FLOW,PER12MF,CONF_2023_2024,-0.0003946426164478378,0.4020618556701031,0.6041666666666666,0.00606803401508349
PRIVATE_FLOW,PER12MF,STRESS_2025,-0.010680746757623538,0.9795918367346939,0.020833333333333332,0.007264909817781586
PRIVATE_FLOW,PER12MF,STRESS_2026,-0.011541615444800257,0.896551724137931,0.10714285714285714,0.0037849592199079027
PRIVATE_FLOW,FOREIGN_FLOW,VAL_2020_2022,0.007916883640734507,0.2080536912751678,0.7972972972972973,0.018148684214894868
PRIVATE_FLOW,FOREIGN_FLOW,CONF_2023_2024,0.008022527260123424,0.13402061855670103,0.875,0.016841959551523455
PRIVATE_FLOW,FOREIGN_FLOW,STRESS_2025,-0.0156983354736302,0.4897959183673469,0.5208333333333334,0.010360895134361147
PRIVATE_FLOW,FOREIGN_FLOW,STRESS_2026,-0.020554148774567516,0.4482758620689655,0.5714285714285714,0.025331485367322874
FOREIGN_FLOW,MOM1M,VAL_2020_2022,0.007532018182387579,0.0738255033557047,0.9324324324324325,0.0065972908111660835
FOREIGN_FLOW,MOM1M,CONF_2023_2024,-0.004390557669832873,0.5773195876288659,0.4270833333333333,0.006961596327319408
FOREIGN_FLOW,MOM1M,STRESS_2025,-0.02850863628627498,0.8775510204081632,0.125,0.005781362966632024
FOREIGN_FLOW,MOM1M,STRESS_2026,-0.0014492945903346044,0.5517241379310345,0.4642857142857143,0.015547166956944981
FOREIGN_FLOW,MOM12_1,VAL_2020_2022,1.7347371019549307e-05,0.3825503355704698,0.6216216216216216,0.00019897496931885482
FOREIGN_FLOW,MOM12_1,CONF_2023_2024,0.0004923857237921769,0.020618556701030927,0.9895833333333334,0.00032893698178398934
FOREIGN_FLOW,MOM12_1,STRESS_2025,-0.00018692812144505133,0.4489795918367347,0.5625,0.00011749717719143949
FOREIGN_FLOW,MOM12_1,STRESS_2026,-0.00024473819624404314,0.8620689655172413,0.14285714285714285,0.0002940090276833396
FOREIGN_FLOW,OP12_REV,VAL_2020_2022,0.0015101900575956728,0.35570469798657717,0.6486486486486487,0.003121963717266796
FOREIGN_FLOW,OP12_REV,CONF_2023_2024,-0.000474819948218963,0.8041237113402062,0.19791666666666666,0.0033535985405929725
FOREIGN_FLOW,OP12_REV,STRESS_2025,0.006175714294990753,0.10204081632653061,0.9166666666666666,0.005976396625808234
FOREIGN_FLOW,OP12_REV,STRESS_2026,-0.0027819451147597096,0.6206896551724138,0.39285714285714285,0.0013458078191461165
FOREIGN_FLOW,OPFY1_REV,VAL_2020_2022,-0.009047107570967272,0.9463087248322147,0.05405405405405406,0.00926330485100032
FOREIGN_FLOW,OPFY1_REV,CONF_2023_2024,-0.008377705922065548,0.9381443298969072,0.0625,0.010440823478756356
FOREIGN_FLOW,OPFY1_REV,STRESS_2025,-0.00010875376666308334,0.8367346938775511,0.16666666666666666,0.03045727915865441
FOREIGN_FLOW,OPFY1_REV,STRESS_2026,-0.02087529927339138,0.9310344827586207,0.07142857142857142,0.023829165784783016
FOREIGN_FLOW,PBR12MF,VAL_2020_2022,-0.04050723453673988,0.9530201342281879,0.0472972972972973,0.0193289221786136
FOREIGN_FLOW,PBR12MF,CONF_2023_2024,-0.01981006257086415,0.7525773195876289,0.25,0.018496171769158798
FOREIGN_FLOW,PBR12MF,STRESS_2025,0.03693258409840239,0.20408163265306123,0.8125,0.05348751513870327
FOREIGN_FLOW,PBR12MF,STRESS_2026,-0.029701138215014744,0.7241379310344828,0.2857142857142857,0.02797409840321528
FOREIGN_FLOW,PER12MF,VAL_2020_2022,-0.030542659243053327,0.8187919463087249,0.18243243243243243,0.020242363422749668
FOREIGN_FLOW,PER12MF,CONF_2023_2024,-0.011454461151894302,0.6185567010309279,0.3854166666666667,0.025018608000851483
FOREIGN_FLOW,PER12MF,STRESS_2025,0.02983878599394696,0.14285714285714285,0.875,0.03352678831863885
FOREIGN_FLOW,PER12MF,STRESS_2026,-0.04708402485117835,0.8275862068965517,0.17857142857142858,0.02808880449034218
FOREIGN_FLOW,PRIVATE_FLOW,VAL_2020_2022,0.004506089634059407,0.1476510067114094,0.8581081081081081,0.007882575663684943
FOREIGN_FLOW,PRIVATE_FLOW,CONF_2023_2024,-0.009557306756849515,0.7216494845360825,0.28125,0.012067036745295467
FOREIGN_FLOW,PRIVATE_FLOW,STRESS_2025,0.01943250391806217,0.16326530612244897,0.8541666666666666,0.028373150629351657
FOREIGN_FLOW,PRIVATE_FLOW,STRESS_2026,0.011747717774880373,0.10344827586206896,0.9285714285714286,0.009077664026164469
