universe,strategy,period,cost_bp,n_phases,median_cagr,median_mdd,median_sharpe,median_benchmark_cagr,median_excess_cagr,median_information_ratio,median_relative_mdd,median_turnover,positive_cagr_phases,positive_excess_phases
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,BULL_2025,0,10,0.4945364058599977,-0.21069108618175536,1.3532701450410556,0.3840265641669287,0.07984661895531386,0.4296228993503244,-0.23483236352986003,13.892679523252202,10,8
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,BULL_2025,30,10,0.4339317885154256,-0.2162499334210824,1.2306434743027652,0.3840265641669287,0.0360579960244749,0.27605909603278544,-0.25462855804094214,13.892679523252202,10,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,BULL_2025,60,10,0.3756876221671661,-0.22177606700989894,1.1075509537786208,0.3840265641669287,-0.006025131464713118,0.12240588752391915,-0.2739469012858796,13.892679523252202,10,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,EARLY_2017_2019,0,10,-0.005892126575267664,-0.5318229863287203,0.15098598538879157,0.011691562079447548,-0.014484521552059704,0.10289735533589872,-0.4374718038919801,13.488388514143828,4,2
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,EARLY_2017_2019,30,10,-0.044634948061679225,-0.5473241627537251,0.03460019025439548,0.011691562079447548,-0.05289287625911138,-0.05528664576524228,-0.4578981260390458,13.488388514143828,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,EARLY_2017_2019,60,10,-0.08192895979313264,-0.5662493544970024,-0.08185264838921887,0.011691562079447548,-0.08986491386774159,-0.21316703515636298,-0.4780541134583828,13.488388514143828,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,LATE_2020_2022,0,10,-0.018762877223974572,-0.5304440184904695,0.14348779750983764,0.013997469223865577,-0.03230811460793431,0.025317686585662295,-0.39300332334762306,13.8122929258761,1,0
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,LATE_2020_2022,30,10,-0.05844539334138532,-0.5490482035986672,0.034245669496805846,0.013997469223865577,-0.07144284356123731,-0.11282903497839697,-0.42440740640280733,13.8122929258761,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,LATE_2020_2022,60,10,-0.09655584679081286,-0.5679390070769379,-0.07493692905229138,0.013997469223865577,-0.10902721098436197,-0.24930138134029928,-0.465245523042716,13.8122929258761,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,NORMAL_2023_2024,0,10,-0.07502477395233448,-0.6101596697328173,0.0144380993877287,0.02267624444940619,-0.09553465129557454,-0.12885922777934664,-0.48075869914025077,13.76058723779352,1,1
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,NORMAL_2023_2024,30,10,-0.11250470642262828,-0.6329464400238806,-0.08649047642979732,0.02267624444940619,-0.13218352494812724,-0.2627610368152832,-0.5132637519946179,13.76058723779352,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,NORMAL_2023_2024,60,10,-0.14852590697188572,-0.6551034209328996,-0.18732273609731487,0.02267624444940619,-0.16740601177595932,-0.3963266085771332,-0.545293985927312,13.76058723779352,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,PRE_STRESS_2017_2024,0,10,-0.03035924414802843,-0.6667188487656645,0.10226242125224166,0.015297762999237574,-0.04456145179604343,-0.004041020176748191,-0.5118234702530942,13.658607612748902,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,PRE_STRESS_2017_2024,30,10,-0.06912460939094667,-0.7030320283528491,-0.007663726199130895,0.015297762999237574,-0.08275896151790246,-0.14723163830377717,-0.6034568376561161,13.658607612748902,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,PRE_STRESS_2017_2024,60,10,-0.10640228026821996,-0.7660632819764164,-0.11748539484426251,0.015297762999237574,-0.11949057206532987,-0.2899956593787081,-0.6965772811442601,13.658607612748902,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,YTD_2026,0,10,-0.1183441578346432,-0.5709317682323569,0.22848043507642962,-0.16386812075282986,0.054445912239554306,0.4490939632716596,-0.2638348671382085,13.357233063536142,2,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,YTD_2026,30,10,-0.15353499888745603,-0.5742623744213469,0.17691892451397917,-0.16386812075282986,0.012358244102205318,0.36659636812329083,-0.27141216062220996,13.357233063536142,2,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P0,YTD_2026,60,10,-0.18737569197525067,-0.5775726391138727,0.12542740593418256,-0.16386812075282986,-0.02811466923565692,0.28406904986103226,-0.2789236625554097,13.357233063536142,1,4
KOSPI_ALL,WEIGHTED_MOM,BULL_2025,0,10,0.3308155813334256,-0.219990559891802,1.0166733627463822,0.8028068899266356,-0.26180913287524527,-1.0189207101547013,-0.32427961415753603,11.296922028985644,10,0
