universe,strategy,phase,period,cost_bp,n_days,cagr,mdd,sharpe,benchmark_cagr,excess_cagr,information_ratio,relative_mdd,turnover_x,base_cagr,base_mdd,base_sharpe,base_excess_cagr,delta_cagr,delta_excess_cagr,delta_sharpe,delta_mdd
K200,WEIGHTED_MOM_R1M_GE_P0,2,NORMAL_2023_2024,60,489,-0.17529914596945562,-0.4006364559692973,-0.6949431019587328,0.03542592171588388,-0.20351534886834877,-1.1301213745806118,-0.34501106686640715,12.799426248746586,-0.14481794216396326,-0.351653284354449,-0.5139502112461329,-0.17407702482583365,-0.030481203805492352,-0.029438324042515118,-0.18099289071259983,-0.04898317161484833
K200,WEIGHTED_MOM_R1M_GE_P0,2,BULL_2025,0,242,0.6909341903885076,-0.17222866490671673,1.8602880102250332,0.8474539436294959,-0.08472187021533384,-0.30981796403710954,-0.33739053128474783,11.999461863458514,0.9015644215212344,-0.1676091356253886,2.207800991465829,0.02928921615520319,-0.21063023113272683,-0.11401108637053703,-0.347512981240796,-0.0046195292813281386
K200,WEIGHTED_MOM_R1M_GE_P0,2,BULL_2025,30,242,0.631100963865872,-0.17682986055491778,1.7456844707124899,0.8474539436294959,-0.11710872712668341,-0.48008150908095226,-0.34987967327415415,11.999461863458514,0.843394313706181,-0.17190495761421387,2.111141445501998,-0.0021974187434067316,-0.212293349840309,-0.11491130838327668,-0.365456974789508,-0.0049249029407039124
K200,WEIGHTED_MOM_R1M_GE_P0,2,BULL_2025,60,242,0.5732980695926404,-0.18141282496314615,1.6297983871279103,0.8474539436294959,-0.1483965946659811,-0.6501230212410567,-0.3621522311514974,11.999461863458514,0.7869307200040561,-0.176184781878429,2.0134280891097935,-0.03276034232633407,-0.21363265041141566,-0.11563625233964703,-0.3836297019818833,-0.005228043084717138
K200,WEIGHTED_MOM_R1M_GE_P0,2,YTD_2026,0,147,1.2138866173364322,-0.38465692829945297,1.665504928828809,1.0477770274712994,0.08111702965544687,0.04950358357844912,-0.22371712333119464,12.148224560128073,0.806498010806834,-0.46187289738387505,1.2584068008738531,-0.11782484783629521,0.4073886065295982,0.19894187749174208,0.4070981279549559,0.07721596908442208
K200,WEIGHTED_MOM_R1M_GE_P0,2,YTD_2026,30,147,1.1345907095221754,-0.3880850738327942,1.6019140858137746,1.0477770274712994,0.04239410877563965,-0.039431938594510295,-0.2264336052095216,12.148224560128073,0.7512136187797689,-0.4643043070086892,1.2084977638928387,-0.14482211916291632,0.38337709074240656,0.18721622793855597,0.3934163219209359,0.07621923317589496
K200,WEIGHTED_MOM_R1M_GE_P0,2,YTD_2026,60,147,1.058011104789458,-0.39150113326167846,1.5380994991113575,1.0477770274712994,0.004997652176413903,-0.1283829014896859,-0.22914375518024255,12.148224560128073,0.6975519206376923,-0.4667278699326083,1.1584901237232534,-0.17102697321792215,0.3604591841517657,0.17602462539433605,0.379609375388104,0.07522673667092983
K200,WEIGHTED_MOM_R1M_GE_P0,3,PRE_STRESS_2017_2024,0,1961,-0.06766678643415502,-0.5239829102383305,-0.18594790111785187,0.020157931718437272,-0.08608933521170914,-0.4446360958847296,-0.5665413773531168,12.70301734019308,-0.09126962270846484,-0.570828970491296,-0.2985725105855992,-0.10922578844160347,0.023602836274309813,0.023136453229894327,0.11262460946774733,0.04684606025296545
K200,WEIGHTED_MOM_R1M_GE_P0,3,PRE_STRESS_2017_2024,30,1961,-0.10255662024103518,-0.5986669332284635,-0.3499135267070285,0.020157931718437272,-0.12028975920695117,-0.6571757672754448,-0.6677925162384618,12.70301734019308,-0.12309047668139783,-0.6573381015182567,-0.45188809381836126,-0.140417874474137,0.020533856440362652,0.02012811526718583,0.10197456711133274,0.05867116828979313
K200,WEIGHTED_MOM_R1M_GE_P0,3,PRE_STRESS_2017_2024,60,1961,-0.1361948181725412,-0.6937278076376179,-0.513113559794035,0.020157931718437272,-0.15326327917443616,-0.8678480217302134,-0.7455033755603895,12.70301734019308,-0.15384213639252264,-0.734315865307369,-0.6042837036196924,-0.17056189311576408,0.017647318219981445,0.017298613941327923,0.09117014382565747,0.040588057669751154
K200,WEIGHTED_MOM_R1M_GE_P0,3,EARLY_2017_2019,0,730,-0.07435428600371852,-0.3725188556112127,-0.31763587446775693,0.027505003080383172,-0.09913264536789179,-0.5921289624534741,-0.29487983608275137,12.505804265347665,-0.10157817181550155,-0.39440407126474875,-0.4774245655617861,-0.12562778235522354,0.027223885811783033,0.026495136987331747,0.15978869109402916,0.021885215653536072
K200,WEIGHTED_MOM_R1M_GE_P0,3,EARLY_2017_2019,30,730,-0.10846611657691063,-0.4000214129173605,-0.5170489759672624,0.027505003080383172,-0.13233134558922988,-0.8252912174963459,-0.3633084469402781,12.505804265347665,-0.13382723645935302,-0.42115476342662395,-0.6711053315177353,-0.15701358052376801,0.025361119882442384,0.02468223493453814,0.15405635555047292,0.02113335050926346
K200,WEIGHTED_MOM_R1M_GE_P0,3,EARLY_2017_2019,60,730,-0.14137371463682424,-0.4413377012973807,-0.7151669329436651,0.027505003080383172,-0.16435804907121743,-1.0555961757639276,-0.4251907596183747,12.505804265347665,-0.1649654948522178,-0.4633199768153532,-0.8630928899460217,-0.18731830731294563,0.023591780215393543,0.022960258241728204,0.14792595700235667,0.021982275517972494
K200,WEIGHTED_MOM_R1M_GE_P0,3,LATE_2020_2022,0,742,-0.06077818931415524,-0.459931463897439,-0.09663239863272026,0.0031120961055546292,-0.06369206957802143,-0.2796039123214703,-0.37056243941273437,12.716110549260891,-0.09422472930897996,-0.49883432153630414,-0.24202251483855422,-0.09703484365549153,0.03344653999482472,0.033342774077470105,0.14539011620583397,0.03890285763886514
K200,WEIGHTED_MOM_R1M_GE_P0,3,LATE_2020_2022,30,742,-0.0959617493237751,-0.48897921256215227,-0.23771962839571734,0.0031120961055546292,-0.09876647466815669,-0.47821840773532,-0.42384916335693623,12.716110549260891,-0.12560858943136977,-0.5237543419274819,-0.3746761408993915,-0.12832133720315508,0.029646840107594663,0.029554862534998394,0.13695651250367416,0.03477512936532967
K200,WEIGHTED_MOM_R1M_GE_P0,3,LATE_2020_2022,60,742,-0.12988256155607503,-0.5231284497760466,-0.3784183236789008,0.0031120961055546292,-0.13258204958146136,-0.6757989971046161,-0.4727037119198748,12.716110549260891,-0.1559491972181255,-0.5518475315482915,-0.5067281642486087,-0.15856781504401563,0.026066635662050475,0.025985765462554267,0.12830984056970784,0.028719081772244914
