universe,horizon,topn,sample,family,n_dates,gross_delta,positive_date_rate
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,LATE_2020_2022,FLOW,75,-0.0029503038291881748,0.48
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,LATE_2020_2022,MOMENTUM,75,0.0015842480395767415,0.5733333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,LATE_2020_2022,REVISION,75,0.0018445817792591057,0.5733333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,LATE_2020_2022,VALUE,75,0.0025304112279224316,0.6
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,NORMAL_2023_2024,FLOW,48,-0.002315320598908193,0.3958333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,NORMAL_2023_2024,MOMENTUM,48,-0.002740901703903067,0.4583333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,NORMAL_2023_2024,REVISION,48,-0.0034523906429321694,0.3958333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,NORMAL_2023_2024,VALUE,48,0.0016491166910393568,0.6458333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,YTD_2026,FLOW,13,0.023594917269628705,0.7692307692307693
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,YTD_2026,MOMENTUM,13,0.019675008619835274,0.7692307692307693
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,YTD_2026,REVISION,13,0.01487364047382378,0.6153846153846154
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,YTD_2026,VALUE,13,-0.002391298116799553,0.5384615384615384
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,BULL_2025,FLOW,25,0.0008556565488488609,0.52
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,BULL_2025,MOMENTUM,25,0.012237505310492097,0.6
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,BULL_2025,REVISION,25,0.0014470976913954301,0.6
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,BULL_2025,VALUE,25,0.0032191159511933613,0.64
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,EARLY_2016_2019,FLOW,98,0.0023292251704686395,0.6122448979591837
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,EARLY_2016_2019,MOMENTUM,98,0.0010526200542547355,0.5204081632653061
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,EARLY_2016_2019,REVISION,98,-0.00035934116236737904,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,EARLY_2016_2019,VALUE,98,0.0007371375400077309,0.47959183673469385
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,LATE_2020_2022,FLOW,75,0.0021254017210836375,0.56
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,LATE_2020_2022,MOMENTUM,75,0.001592877720909242,0.5066666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,LATE_2020_2022,REVISION,75,0.0027257944707496,0.6133333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,LATE_2020_2022,VALUE,75,0.001140243037934703,0.6
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,NORMAL_2023_2024,FLOW,48,-0.0014008742484535517,0.4583333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,NORMAL_2023_2024,MOMENTUM,48,0.003397052611374777,0.5416666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,NORMAL_2023_2024,REVISION,48,0.0009512357697556711,0.5625
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,NORMAL_2023_2024,VALUE,48,0.0013575156262780723,0.5833333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,YTD_2026,FLOW,13,0.005608405973128911,0.5384615384615384
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,YTD_2026,MOMENTUM,13,0.013210939814925644,0.7692307692307693
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,YTD_2026,REVISION,13,0.0038727453325358894,0.6153846153846154
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,YTD_2026,VALUE,13,-0.003278586349292674,0.3076923076923077
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,BULL_2025,FLOW,12,0.009218499560613951,0.6666666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,BULL_2025,MOMENTUM,12,0.03087062910044695,0.75
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,BULL_2025,REVISION,12,-0.00524112776307424,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,BULL_2025,VALUE,12,0.009262812549115894,0.5833333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,EARLY_2016_2019,FLOW,49,0.003507132400672412,0.5102040816326531
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,EARLY_2016_2019,MOMENTUM,49,0.0028205112655386535,0.6326530612244898
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,EARLY_2016_2019,REVISION,49,-0.0026637671624288287,0.3877551020408163
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,EARLY_2016_2019,VALUE,49,0.0006078884346730187,0.4897959183673469
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,LATE_2020_2022,FLOW,38,-0.002538398921251573,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,LATE_2020_2022,MOMENTUM,38,0.017681178829307753,0.7368421052631579
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,LATE_2020_2022,REVISION,38,0.00479789734378721,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,LATE_2020_2022,VALUE,38,0.0060288464845691956,0.6052631578947368
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,NORMAL_2023_2024,FLOW,24,-0.003374010560598939,0.4583333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,NORMAL_2023_2024,MOMENTUM,24,0.0016364643971695549,0.5416666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,NORMAL_2023_2024,REVISION,24,-0.008294738752414764,0.4166666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,NORMAL_2023_2024,VALUE,24,-0.0033608918580280878,0.4166666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,YTD_2026,FLOW,6,0.015527975031859811,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,YTD_2026,MOMENTUM,6,0.017570144332019037,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,YTD_2026,REVISION,6,0.04097041724442011,0.8333333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,YTD_2026,VALUE,6,-0.012776676030089404,0.3333333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,BULL_2025,FLOW,12,0.008678369814142365,0.6666666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,BULL_2025,MOMENTUM,12,0.03445650624838552,0.75
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,BULL_2025,REVISION,12,-0.0005661041407022566,0.5833333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,BULL_2025,VALUE,12,0.0069372872268891675,0.8333333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,EARLY_2016_2019,FLOW,49,0.0025318859484521556,0.5510204081632653
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,EARLY_2016_2019,MOMENTUM,49,-0.0005440612095000788,0.6122448979591837
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,EARLY_2016_2019,REVISION,49,-0.003755197297580604,0.46938775510204084
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,EARLY_2016_2019,VALUE,49,0.0017139562588719772,0.5306122448979592
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,LATE_2020_2022,FLOW,38,0.0054554171964560525,0.6578947368421053
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,LATE_2020_2022,MOMENTUM,38,0.0055911826325021,0.5789473684210527
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,LATE_2020_2022,REVISION,38,0.0038887290258062617,0.7105263157894737
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,LATE_2020_2022,VALUE,38,0.0015144866925588178,0.6578947368421053
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,NORMAL_2023_2024,FLOW,24,0.0015283655469699572,0.5416666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,NORMAL_2023_2024,MOMENTUM,24,0.01261395517009233,0.5833333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,NORMAL_2023_2024,REVISION,24,-0.001320530465823742,0.4166666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,NORMAL_2023_2024,VALUE,24,0.0020855802484945752,0.5833333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,YTD_2026,FLOW,6,0.014133028852973744,0.6666666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,YTD_2026,MOMENTUM,6,0.030288546091399558,0.6666666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,YTD_2026,REVISION,6,0.01804955898462992,0.8333333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,YTD_2026,VALUE,6,-0.0025822126960820244,0.3333333333333333
KOSPI_ALL,5,10,BULL_2025,FLOW,49,0.00614818699264889,0.6326530612244898
KOSPI_ALL,5,10,BULL_2025,MOMENTUM,49,0.0072846319744102874,0.5918367346938775
KOSPI_ALL,5,10,BULL_2025,REVISION,49,0.006027780691380477,0.5918367346938775
KOSPI_ALL,5,10,BULL_2025,VALUE,49,0.0017113934702415697,0.5714285714285714
KOSPI_ALL,5,10,EARLY_2016_2019,FLOW,196,0.001109462435783158,0.5459183673469388
KOSPI_ALL,5,10,EARLY_2016_2019,MOMENTUM,196,0.003960373344390115,0.6224489795918368
KOSPI_ALL,5,10,EARLY_2016_2019,REVISION,196,0.0005724621356247602,0.5204081632653061
KOSPI_ALL,5,10,EARLY_2016_2019,VALUE,196,0.00030856416377681453,0.5408163265306123
KOSPI_ALL,5,10,LATE_2020_2022,FLOW,149,0.0014791996690836208,0.5503355704697986
KOSPI_ALL,5,10,LATE_2020_2022,MOMENTUM,149,-0.0017589149461333677,0.4899328859060403
KOSPI_ALL,5,10,LATE_2020_2022,REVISION,149,0.0023796080882802933,0.5637583892617449
KOSPI_ALL,5,10,LATE_2020_2022,VALUE,149,0.0012302791792074116,0.5503355704697986
KOSPI_ALL,5,10,NORMAL_2023_2024,FLOW,97,0.004028053829452672,0.5876288659793815
KOSPI_ALL,5,10,NORMAL_2023_2024,MOMENTUM,97,0.0015741368626697506,0.5257731958762887
KOSPI_ALL,5,10,NORMAL_2023_2024,REVISION,97,-7.964680181467155e-05,0.5154639175257731
KOSPI_ALL,5,10,NORMAL_2023_2024,VALUE,97,-1.8471785535897963e-05,0.5051546391752577
KOSPI_ALL,5,10,YTD_2026,FLOW,28,-0.000703412620672054,0.4642857142857143
KOSPI_ALL,5,10,YTD_2026,MOMENTUM,28,0.0005333957005024725,0.4642857142857143
KOSPI_ALL,5,10,YTD_2026,REVISION,28,-0.0027818695000988397,0.42857142857142855
KOSPI_ALL,5,10,YTD_2026,VALUE,28,0.003006875763869034,0.5
KOSPI_ALL,5,20,BULL_2025,FLOW,49,0.0010105400215508682,0.5306122448979592
KOSPI_ALL,5,20,BULL_2025,MOMENTUM,49,0.0032874990430122584,0.5510204081632653
KOSPI_ALL,5,20,BULL_2025,REVISION,49,0.0019106886384578357,0.6530612244897959
KOSPI_ALL,5,20,BULL_2025,VALUE,49,0.0014280897401224625,0.5714285714285714
KOSPI_ALL,5,20,EARLY_2016_2019,FLOW,196,0.0005379088628482268,0.5459183673469388
KOSPI_ALL,5,20,EARLY_2016_2019,MOMENTUM,196,0.0019876928151061693,0.5867346938775511
KOSPI_ALL,5,20,EARLY_2016_2019,REVISION,196,-0.00024087235685907833,0.4387755102040816
KOSPI_ALL,5,20,EARLY_2016_2019,VALUE,196,-0.00036916531113632414,0.4846938775510204
KOSPI_ALL,5,20,LATE_2020_2022,FLOW,149,0.0012849283706036748,0.5637583892617449
KOSPI_ALL,5,20,LATE_2020_2022,MOMENTUM,149,-0.0004185760967431421,0.48322147651006714
KOSPI_ALL,5,20,LATE_2020_2022,REVISION,149,0.0010871505703903552,0.5436241610738255
KOSPI_ALL,5,20,LATE_2020_2022,VALUE,149,0.0003384976302970548,0.5234899328859061
KOSPI_ALL,5,20,NORMAL_2023_2024,FLOW,97,0.00015484041750496756,0.4536082474226804
KOSPI_ALL,5,20,NORMAL_2023_2024,MOMENTUM,97,0.0007964151390406187,0.5051546391752577
KOSPI_ALL,5,20,NORMAL_2023_2024,REVISION,97,0.0006824383905227814,0.5360824742268041
KOSPI_ALL,5,20,NORMAL_2023_2024,VALUE,97,0.0006115154920775692,0.4948453608247423
KOSPI_ALL,5,20,YTD_2026,FLOW,28,-0.0022214936890969394,0.4642857142857143
KOSPI_ALL,5,20,YTD_2026,MOMENTUM,28,0.0026930884694511834,0.5714285714285714
KOSPI_ALL,5,20,YTD_2026,REVISION,28,0.0015376459629140135,0.5714285714285714
KOSPI_ALL,5,20,YTD_2026,VALUE,28,0.0015543757114914018,0.5714285714285714
KOSPI_ALL,10,10,BULL_2025,FLOW,25,0.0077555482021297965,0.6
KOSPI_ALL,10,10,BULL_2025,MOMENTUM,25,0.011567217487282414,0.72
KOSPI_ALL,10,10,BULL_2025,REVISION,25,0.010158538025500295,0.6
KOSPI_ALL,10,10,BULL_2025,VALUE,25,0.0011855019528771273,0.44
KOSPI_ALL,10,10,EARLY_2016_2019,FLOW,98,0.0019219301074988233,0.5102040816326531
KOSPI_ALL,10,10,EARLY_2016_2019,MOMENTUM,98,0.003589350139177555,0.5918367346938775
KOSPI_ALL,10,10,EARLY_2016_2019,REVISION,98,5.861084933347738e-06,0.5204081632653061
KOSPI_ALL,10,10,EARLY_2016_2019,VALUE,98,0.0006503432729786678,0.6122448979591837
KOSPI_ALL,10,10,LATE_2020_2022,FLOW,75,0.0008359847655279943,0.52
KOSPI_ALL,10,10,LATE_2020_2022,MOMENTUM,75,0.004328255032327782,0.5333333333333333
KOSPI_ALL,10,10,LATE_2020_2022,REVISION,75,0.000919195474423964,0.5733333333333334
KOSPI_ALL,10,10,LATE_2020_2022,VALUE,75,0.0008907990773951448,0.5733333333333334
KOSPI_ALL,10,10,NORMAL_2023_2024,FLOW,48,0.007377925966945681,0.5416666666666666
KOSPI_ALL,10,10,NORMAL_2023_2024,MOMENTUM,48,0.008040690193916122,0.6458333333333334
KOSPI_ALL,10,10,NORMAL_2023_2024,REVISION,48,-0.0008997515606971544,0.5416666666666666
KOSPI_ALL,10,10,NORMAL_2023_2024,VALUE,48,0.0008347559208157004,0.5625
KOSPI_ALL,10,10,YTD_2026,FLOW,13,-0.008368383361896237,0.5384615384615384
KOSPI_ALL,10,10,YTD_2026,MOMENTUM,13,0.0005157014597264608,0.5384615384615384
KOSPI_ALL,10,10,YTD_2026,REVISION,13,-0.005258482136848737,0.38461538461538464
KOSPI_ALL,10,10,YTD_2026,VALUE,13,0.004233912990982668,0.6153846153846154
KOSPI_ALL,10,20,BULL_2025,FLOW,25,0.001126845745070824,0.4
KOSPI_ALL,10,20,BULL_2025,MOMENTUM,25,0.002870390901864147,0.48
KOSPI_ALL,10,20,BULL_2025,REVISION,25,0.003556489622629751,0.44
KOSPI_ALL,10,20,BULL_2025,VALUE,25,0.0033901560851652434,0.68
KOSPI_ALL,10,20,EARLY_2016_2019,FLOW,98,0.0002146541869370273,0.47959183673469385
KOSPI_ALL,10,20,EARLY_2016_2019,MOMENTUM,98,0.0020478302651782405,0.5714285714285714
KOSPI_ALL,10,20,EARLY_2016_2019,REVISION,98,-0.00037655846762060465,0.45918367346938777
KOSPI_ALL,10,20,EARLY_2016_2019,VALUE,98,-0.0004908338142390054,0.4897959183673469
KOSPI_ALL,10,20,LATE_2020_2022,FLOW,75,0.0007202953645158433,0.44
KOSPI_ALL,10,20,LATE_2020_2022,MOMENTUM,75,0.0008864609320206995,0.5333333333333333
KOSPI_ALL,10,20,LATE_2020_2022,REVISION,75,0.0007732532842285935,0.56
KOSPI_ALL,10,20,LATE_2020_2022,VALUE,75,0.000490024707606553,0.5733333333333334
KOSPI_ALL,10,20,NORMAL_2023_2024,FLOW,48,-0.0013203720886307785,0.4583333333333333
KOSPI_ALL,10,20,NORMAL_2023_2024,MOMENTUM,48,0.000962560827795962,0.4791666666666667
KOSPI_ALL,10,20,NORMAL_2023_2024,REVISION,48,0.0005274130165863179,0.5
KOSPI_ALL,10,20,NORMAL_2023_2024,VALUE,48,0.002130410829638375,0.5625
KOSPI_ALL,10,20,YTD_2026,FLOW,13,-0.0007152869451695573,0.6153846153846154
KOSPI_ALL,10,20,YTD_2026,MOMENTUM,13,-0.0008381699861649355,0.38461538461538464
KOSPI_ALL,10,20,YTD_2026,REVISION,13,0.005903673469343752,0.5384615384615384
KOSPI_ALL,10,20,YTD_2026,VALUE,13,0.003307475692337686,0.6923076923076923
KOSPI_ALL,20,10,BULL_2025,FLOW,12,0.019493835572822645,0.75
KOSPI_ALL,20,10,BULL_2025,MOMENTUM,12,0.022284442493690822,0.6666666666666666
KOSPI_ALL,20,10,BULL_2025,REVISION,12,0.013135848413867106,0.5833333333333334
KOSPI_ALL,20,10,BULL_2025,VALUE,12,0.010315943003835506,0.8333333333333334
KOSPI_ALL,20,10,EARLY_2016_2019,FLOW,49,0.002679286386336471,0.5714285714285714
KOSPI_ALL,20,10,EARLY_2016_2019,MOMENTUM,49,0.0038017344470495885,0.673469387755102
KOSPI_ALL,20,10,EARLY_2016_2019,REVISION,49,0.0005111842416468422,0.5306122448979592
KOSPI_ALL,20,10,EARLY_2016_2019,VALUE,49,0.00035150344866400756,0.5306122448979592
KOSPI_ALL,20,10,LATE_2020_2022,FLOW,38,-0.0005708502483437551,0.5263157894736842
KOSPI_ALL,20,10,LATE_2020_2022,MOMENTUM,38,0.015386687207063187,0.6052631578947368
KOSPI_ALL,20,10,LATE_2020_2022,REVISION,38,0.007426610863047432,0.6052631578947368
KOSPI_ALL,20,10,LATE_2020_2022,VALUE,38,0.0003617772296518177,0.5263157894736842
KOSPI_ALL,20,10,NORMAL_2023_2024,FLOW,24,0.004835376082259275,0.5833333333333334
KOSPI_ALL,20,10,NORMAL_2023_2024,MOMENTUM,24,-8.78645827312903e-05,0.5
KOSPI_ALL,20,10,NORMAL_2023_2024,REVISION,24,-0.002791353767990258,0.4166666666666667
KOSPI_ALL,20,10,NORMAL_2023_2024,VALUE,24,0.0006020630573206557,0.5416666666666666
KOSPI_ALL,20,10,YTD_2026,FLOW,6,0.0195526348543304,0.5
KOSPI_ALL,20,10,YTD_2026,MOMENTUM,6,0.012924040601969786,0.5
KOSPI_ALL,20,10,YTD_2026,REVISION,6,-0.010492578350021896,0.5
KOSPI_ALL,20,10,YTD_2026,VALUE,6,0.007142644202194231,0.5
KOSPI_ALL,20,20,BULL_2025,FLOW,12,-0.001558282682381905,0.3333333333333333
KOSPI_ALL,20,20,BULL_2025,MOMENTUM,12,0.0057423213293634374,0.6666666666666666
KOSPI_ALL,20,20,BULL_2025,REVISION,12,0.004303003309665934,0.6666666666666666
KOSPI_ALL,20,20,BULL_2025,VALUE,12,0.006998058961822806,0.75
KOSPI_ALL,20,20,EARLY_2016_2019,FLOW,49,-0.0007117090732056167,0.5306122448979592
KOSPI_ALL,20,20,EARLY_2016_2019,MOMENTUM,49,0.0036198444684729567,0.5918367346938775
KOSPI_ALL,20,20,EARLY_2016_2019,REVISION,49,-0.00046691118996097054,0.5510204081632653
KOSPI_ALL,20,20,EARLY_2016_2019,VALUE,49,-0.0022548152758210204,0.3673469387755102
KOSPI_ALL,20,20,LATE_2020_2022,FLOW,38,0.0037946972718781616,0.5789473684210527
KOSPI_ALL,20,20,LATE_2020_2022,MOMENTUM,38,0.004033674962586132,0.631578947368421
KOSPI_ALL,20,20,LATE_2020_2022,REVISION,38,0.0004081289052611929,0.5789473684210527
KOSPI_ALL,20,20,LATE_2020_2022,VALUE,38,0.002134287420556445,0.5263157894736842
KOSPI_ALL,20,20,NORMAL_2023_2024,FLOW,24,-0.0017272718518192322,0.375
KOSPI_ALL,20,20,NORMAL_2023_2024,MOMENTUM,24,-0.00041801836248060487,0.6666666666666666
KOSPI_ALL,20,20,NORMAL_2023_2024,REVISION,24,0.0006119888537235432,0.5416666666666666
KOSPI_ALL,20,20,NORMAL_2023_2024,VALUE,24,0.002372890326884389,0.4583333333333333
KOSPI_ALL,20,20,YTD_2026,FLOW,6,0.001982426591739909,0.5
KOSPI_ALL,20,20,YTD_2026,MOMENTUM,6,9.610551150402342e-05,0.6666666666666666
KOSPI_ALL,20,20,YTD_2026,REVISION,6,0.0204681831549561,0.6666666666666666
KOSPI_ALL,20,20,YTD_2026,VALUE,6,0.006388946001322375,0.6666666666666666
KOSPI_EX_K200,5,10,BULL_2025,FLOW,49,0.004728558564767619,0.5510204081632653
KOSPI_EX_K200,5,10,BULL_2025,MOMENTUM,49,0.0027382760058788,0.5102040816326531
KOSPI_EX_K200,5,10,BULL_2025,REVISION,49,2.276925063598285e-05,0.5306122448979592
KOSPI_EX_K200,5,10,BULL_2025,VALUE,49,0.00123881849155951,0.6326530612244898
KOSPI_EX_K200,5,10,EARLY_2016_2019,FLOW,196,0.0006318662263635125,0.5663265306122449
KOSPI_EX_K200,5,10,EARLY_2016_2019,MOMENTUM,196,0.003003060669978832,0.6020408163265306
KOSPI_EX_K200,5,10,EARLY_2016_2019,REVISION,196,0.00020491100254482964,0.47959183673469385
KOSPI_EX_K200,5,10,EARLY_2016_2019,VALUE,196,-7.952390597953459e-05,0.47959183673469385
KOSPI_EX_K200,5,10,LATE_2020_2022,FLOW,149,0.0011496670162064663,0.5167785234899329
KOSPI_EX_K200,5,10,LATE_2020_2022,MOMENTUM,149,-0.003019807291819008,0.40939597315436244
KOSPI_EX_K200,5,10,LATE_2020_2022,REVISION,149,-0.00015595858733051055,0.48322147651006714
KOSPI_EX_K200,5,10,LATE_2020_2022,VALUE,149,0.00012477164106316894,0.5704697986577181
KOSPI_EX_K200,5,10,NORMAL_2023_2024,FLOW,97,0.000916200959899869,0.4639175257731959
KOSPI_EX_K200,5,10,NORMAL_2023_2024,MOMENTUM,97,0.0021402165181784553,0.5154639175257731
KOSPI_EX_K200,5,10,NORMAL_2023_2024,REVISION,97,0.0002018642957729809,0.4845360824742268
KOSPI_EX_K200,5,10,NORMAL_2023_2024,VALUE,97,0.0008984268630064755,0.5567010309278351
KOSPI_EX_K200,5,10,YTD_2026,FLOW,28,-0.007916711111152585,0.39285714285714285
KOSPI_EX_K200,5,10,YTD_2026,MOMENTUM,28,0.0018073757283241937,0.5357142857142857
KOSPI_EX_K200,5,10,YTD_2026,REVISION,28,0.002275918150546332,0.5714285714285714
KOSPI_EX_K200,5,10,YTD_2026,VALUE,28,-0.00044861998874045695,0.42857142857142855
KOSPI_EX_K200,5,20,BULL_2025,FLOW,49,7.08516577076482e-05,0.3877551020408163
KOSPI_EX_K200,5,20,BULL_2025,MOMENTUM,49,0.002517207359039353,0.6326530612244898
KOSPI_EX_K200,5,20,BULL_2025,REVISION,49,0.000565675957344806,0.5306122448979592
KOSPI_EX_K200,5,20,BULL_2025,VALUE,49,0.0008224163607012125,0.6326530612244898
KOSPI_EX_K200,5,20,EARLY_2016_2019,FLOW,196,0.00040917603875992656,0.5102040816326531
KOSPI_EX_K200,5,20,EARLY_2016_2019,MOMENTUM,196,0.0006671485352444019,0.5459183673469388
KOSPI_EX_K200,5,20,EARLY_2016_2019,REVISION,196,6.588761211274824e-05,0.44387755102040816
KOSPI_EX_K200,5,20,EARLY_2016_2019,VALUE,196,-0.00014048476891577883,0.45408163265306123
KOSPI_EX_K200,5,20,LATE_2020_2022,FLOW,149,-0.00015322852635943823,0.4899328859060403
KOSPI_EX_K200,5,20,LATE_2020_2022,MOMENTUM,149,0.0004684548900614285,0.5033557046979866
KOSPI_EX_K200,5,20,LATE_2020_2022,REVISION,149,9.277944782655806e-05,0.44966442953020136
KOSPI_EX_K200,5,20,LATE_2020_2022,VALUE,149,6.53214277813207e-05,0.47651006711409394
KOSPI_EX_K200,5,20,NORMAL_2023_2024,FLOW,97,0.0007537175576409541,0.5154639175257731
KOSPI_EX_K200,5,20,NORMAL_2023_2024,MOMENTUM,97,0.0005492022161060502,0.5051546391752577
KOSPI_EX_K200,5,20,NORMAL_2023_2024,REVISION,97,-0.0005608916811064428,0.3917525773195876
KOSPI_EX_K200,5,20,NORMAL_2023_2024,VALUE,97,0.0002870773198172885,0.5670103092783505
KOSPI_EX_K200,5,20,YTD_2026,FLOW,28,6.635151847020187e-05,0.5714285714285714
KOSPI_EX_K200,5,20,YTD_2026,MOMENTUM,28,0.004144615452299075,0.7142857142857143
KOSPI_EX_K200,5,20,YTD_2026,REVISION,28,-0.0003870406713713248,0.5
KOSPI_EX_K200,5,20,YTD_2026,VALUE,28,0.0006448680740036623,0.5357142857142857
KOSPI_EX_K200,10,10,BULL_2025,FLOW,25,0.0049964143540233985,0.56
KOSPI_EX_K200,10,10,BULL_2025,MOMENTUM,25,0.006356513022453555,0.56
KOSPI_EX_K200,10,10,BULL_2025,REVISION,25,-0.0007732514202496115,0.48
KOSPI_EX_K200,10,10,BULL_2025,VALUE,25,0.0023660564688844006,0.52
KOSPI_EX_K200,10,10,EARLY_2016_2019,FLOW,98,0.00111444911573532,0.5408163265306123
KOSPI_EX_K200,10,10,EARLY_2016_2019,MOMENTUM,98,0.0015620893917062018,0.5510204081632653
KOSPI_EX_K200,10,10,EARLY_2016_2019,REVISION,98,-0.0009232749076336982,0.45918367346938777
KOSPI_EX_K200,10,10,EARLY_2016_2019,VALUE,98,0.00024598271399550807,0.4897959183673469
KOSPI_EX_K200,10,10,LATE_2020_2022,FLOW,75,0.0014547446154729478,0.49333333333333335
KOSPI_EX_K200,10,10,LATE_2020_2022,MOMENTUM,75,-0.005359675605763486,0.38666666666666666
KOSPI_EX_K200,10,10,LATE_2020_2022,REVISION,75,-0.00025154305443845127,0.52
KOSPI_EX_K200,10,10,LATE_2020_2022,VALUE,75,0.0005193064202347853,0.5333333333333333
KOSPI_EX_K200,10,10,NORMAL_2023_2024,FLOW,48,0.0010533087832325764,0.4166666666666667
KOSPI_EX_K200,10,10,NORMAL_2023_2024,MOMENTUM,48,0.004823162460845108,0.5416666666666666
KOSPI_EX_K200,10,10,NORMAL_2023_2024,REVISION,48,0.0003909324025820708,0.5208333333333334
KOSPI_EX_K200,10,10,NORMAL_2023_2024,VALUE,48,0.0008310696860631684,0.5833333333333334
KOSPI_EX_K200,10,10,YTD_2026,FLOW,13,-0.01267526894357355,0.3076923076923077
KOSPI_EX_K200,10,10,YTD_2026,MOMENTUM,13,-0.0007734369153747148,0.6153846153846154
KOSPI_EX_K200,10,10,YTD_2026,REVISION,13,0.0038364615209667305,0.6153846153846154
KOSPI_EX_K200,10,10,YTD_2026,VALUE,13,-0.004356643029487829,0.46153846153846156
KOSPI_EX_K200,10,20,BULL_2025,FLOW,25,-0.00027462716894367524,0.44
KOSPI_EX_K200,10,20,BULL_2025,MOMENTUM,25,0.00418720967086054,0.64
KOSPI_EX_K200,10,20,BULL_2025,REVISION,25,0.00018715461881646015,0.48
KOSPI_EX_K200,10,20,BULL_2025,VALUE,25,0.00031600365189854353,0.6
KOSPI_EX_K200,10,20,EARLY_2016_2019,FLOW,98,0.0009085234674060018,0.5102040816326531
KOSPI_EX_K200,10,20,EARLY_2016_2019,MOMENTUM,98,0.00016336636242016584,0.4897959183673469
KOSPI_EX_K200,10,20,EARLY_2016_2019,REVISION,98,0.0002974880365764829,0.45918367346938777
