universe,horizon,topn,sample,family,n_dates,gross_delta,positive_date_rate
KOSPI_EX_K200,10,20,EARLY_2016_2019,VALUE,98,0.00014015710944099123,0.5306122448979592
KOSPI_EX_K200,10,20,LATE_2020_2022,FLOW,75,-0.0006421824519322008,0.37333333333333335
KOSPI_EX_K200,10,20,LATE_2020_2022,MOMENTUM,75,0.0007265651954421519,0.5066666666666667
KOSPI_EX_K200,10,20,LATE_2020_2022,REVISION,75,-0.0002623533159817197,0.5066666666666667
KOSPI_EX_K200,10,20,LATE_2020_2022,VALUE,75,0.00029109832871044845,0.5066666666666667
KOSPI_EX_K200,10,20,NORMAL_2023_2024,FLOW,48,0.00046338589952441516,0.5625
KOSPI_EX_K200,10,20,NORMAL_2023_2024,MOMENTUM,48,0.0028653135160795983,0.5416666666666666
KOSPI_EX_K200,10,20,NORMAL_2023_2024,REVISION,48,0.00022072910467305245,0.5416666666666666
KOSPI_EX_K200,10,20,NORMAL_2023_2024,VALUE,48,0.000303892385980924,0.5208333333333334
KOSPI_EX_K200,10,20,YTD_2026,FLOW,13,0.0015011226465440153,0.6153846153846154
KOSPI_EX_K200,10,20,YTD_2026,MOMENTUM,13,0.004871755043369008,0.6153846153846154
KOSPI_EX_K200,10,20,YTD_2026,REVISION,13,-0.0004954571416042997,0.5384615384615384
KOSPI_EX_K200,10,20,YTD_2026,VALUE,13,0.002060421849172587,0.46153846153846156
KOSPI_EX_K200,20,10,BULL_2025,FLOW,12,0.006287067080910037,0.5
KOSPI_EX_K200,20,10,BULL_2025,MOMENTUM,12,0.001997401451091912,0.5
KOSPI_EX_K200,20,10,BULL_2025,REVISION,12,0.002221537481309214,0.6666666666666666
KOSPI_EX_K200,20,10,BULL_2025,VALUE,12,0.004802663899232181,0.5
KOSPI_EX_K200,20,10,EARLY_2016_2019,FLOW,49,-0.001637362144640509,0.5102040816326531
KOSPI_EX_K200,20,10,EARLY_2016_2019,MOMENTUM,49,0.0024600059056199015,0.5510204081632653
KOSPI_EX_K200,20,10,EARLY_2016_2019,REVISION,49,-0.0010811794861421227,0.4897959183673469
KOSPI_EX_K200,20,10,EARLY_2016_2019,VALUE,49,0.0001345864473062551,0.4897959183673469
KOSPI_EX_K200,20,10,LATE_2020_2022,FLOW,38,0.001020827114701612,0.5789473684210527
KOSPI_EX_K200,20,10,LATE_2020_2022,MOMENTUM,38,0.0003883869388879338,0.5789473684210527
KOSPI_EX_K200,20,10,LATE_2020_2022,REVISION,38,-0.0037592635908920715,0.42105263157894735
KOSPI_EX_K200,20,10,LATE_2020_2022,VALUE,38,0.00015493321075925356,0.5263157894736842
KOSPI_EX_K200,20,10,NORMAL_2023_2024,FLOW,24,0.00421126771547917,0.4166666666666667
KOSPI_EX_K200,20,10,NORMAL_2023_2024,MOMENTUM,24,0.007946957438700447,0.7083333333333334
KOSPI_EX_K200,20,10,NORMAL_2023_2024,REVISION,24,0.0018389931792646642,0.5416666666666666
KOSPI_EX_K200,20,10,NORMAL_2023_2024,VALUE,24,-0.0015718822065006388,0.3333333333333333
KOSPI_EX_K200,20,10,YTD_2026,FLOW,6,-0.0057025956669807115,0.5
KOSPI_EX_K200,20,10,YTD_2026,MOMENTUM,6,0.011439778049108076,0.5
KOSPI_EX_K200,20,10,YTD_2026,REVISION,6,0.006409434663092277,0.5
KOSPI_EX_K200,20,10,YTD_2026,VALUE,6,-0.010131163604654665,0.3333333333333333
KOSPI_EX_K200,20,20,BULL_2025,FLOW,12,-0.0045997098216101024,0.3333333333333333
KOSPI_EX_K200,20,20,BULL_2025,MOMENTUM,12,0.009274935457729235,0.9166666666666666
KOSPI_EX_K200,20,20,BULL_2025,REVISION,12,-0.0031480261253353046,0.4166666666666667
KOSPI_EX_K200,20,20,BULL_2025,VALUE,12,0.002596747745562858,0.5833333333333334
KOSPI_EX_K200,20,20,EARLY_2016_2019,FLOW,49,0.002178044029767702,0.5714285714285714
KOSPI_EX_K200,20,20,EARLY_2016_2019,MOMENTUM,49,9.964587101049357e-05,0.5918367346938775
KOSPI_EX_K200,20,20,EARLY_2016_2019,REVISION,49,0.0013345570794927443,0.5714285714285714
KOSPI_EX_K200,20,20,EARLY_2016_2019,VALUE,49,0.0003794118090642256,0.4897959183673469
KOSPI_EX_K200,20,20,LATE_2020_2022,FLOW,38,0.0018257460441284418,0.5526315789473685
KOSPI_EX_K200,20,20,LATE_2020_2022,MOMENTUM,38,-0.0022628709974740766,0.42105263157894735
KOSPI_EX_K200,20,20,LATE_2020_2022,REVISION,38,-0.00042560925304993227,0.5
KOSPI_EX_K200,20,20,LATE_2020_2022,VALUE,38,0.0015280313347087536,0.6052631578947368
KOSPI_EX_K200,20,20,NORMAL_2023_2024,FLOW,24,0.0031272316564054463,0.6666666666666666
KOSPI_EX_K200,20,20,NORMAL_2023_2024,MOMENTUM,24,0.0044219768970100845,0.5833333333333334
KOSPI_EX_K200,20,20,NORMAL_2023_2024,REVISION,24,-0.00026044351088081304,0.5
KOSPI_EX_K200,20,20,NORMAL_2023_2024,VALUE,24,0.00037621101111182326,0.5416666666666666
KOSPI_EX_K200,20,20,YTD_2026,FLOW,6,-0.0036289168554569117,0.6666666666666666
KOSPI_EX_K200,20,20,YTD_2026,MOMENTUM,6,0.005021774985219032,0.6666666666666666
KOSPI_EX_K200,20,20,YTD_2026,REVISION,6,-0.00435520379123958,0.6666666666666666
KOSPI_EX_K200,20,20,YTD_2026,VALUE,6,0.0024896489224169225,1.0
KOSPI_KOSDAQ_ALL,5,10,BULL_2025,FLOW,49,0.002352078945689571,0.5714285714285714
KOSPI_KOSDAQ_ALL,5,10,BULL_2025,MOMENTUM,49,0.008625695871062322,0.5918367346938775
KOSPI_KOSDAQ_ALL,5,10,BULL_2025,REVISION,49,0.002910096092864628,0.5510204081632653
KOSPI_KOSDAQ_ALL,5,10,BULL_2025,VALUE,49,0.0015923069505981687,0.5306122448979592
KOSPI_KOSDAQ_ALL,5,10,EARLY_2016_2019,FLOW,196,0.0031912958458558366,0.5714285714285714
KOSPI_KOSDAQ_ALL,5,10,EARLY_2016_2019,MOMENTUM,196,0.004224064252474104,0.5969387755102041
KOSPI_KOSDAQ_ALL,5,10,EARLY_2016_2019,REVISION,196,-0.0011125672180608442,0.4897959183673469
KOSPI_KOSDAQ_ALL,5,10,EARLY_2016_2019,VALUE,196,0.001094727305553899,0.5561224489795918
KOSPI_KOSDAQ_ALL,5,10,LATE_2020_2022,FLOW,149,0.0002718096196269423,0.4697986577181208
KOSPI_KOSDAQ_ALL,5,10,LATE_2020_2022,MOMENTUM,149,0.0008607259029169168,0.5167785234899329
KOSPI_KOSDAQ_ALL,5,10,LATE_2020_2022,REVISION,149,0.0011511137326583433,0.5436241610738255
KOSPI_KOSDAQ_ALL,5,10,LATE_2020_2022,VALUE,149,0.00046070438376739155,0.4697986577181208
KOSPI_KOSDAQ_ALL,5,10,NORMAL_2023_2024,FLOW,97,-0.0019048316410547965,0.4845360824742268
KOSPI_KOSDAQ_ALL,5,10,NORMAL_2023_2024,MOMENTUM,97,0.002764063074196612,0.5567010309278351
KOSPI_KOSDAQ_ALL,5,10,NORMAL_2023_2024,REVISION,97,-0.0017429733201638573,0.4536082474226804
KOSPI_KOSDAQ_ALL,5,10,NORMAL_2023_2024,VALUE,97,0.0005790700024799649,0.5360824742268041
KOSPI_KOSDAQ_ALL,5,10,YTD_2026,FLOW,28,0.002237019700950735,0.6071428571428571
KOSPI_KOSDAQ_ALL,5,10,YTD_2026,MOMENTUM,28,0.011554033124345968,0.7142857142857143
KOSPI_KOSDAQ_ALL,5,10,YTD_2026,REVISION,28,0.01225862563806222,0.5357142857142857
KOSPI_KOSDAQ_ALL,5,10,YTD_2026,VALUE,28,0.002455002539652728,0.5714285714285714
KOSPI_KOSDAQ_ALL,5,20,BULL_2025,FLOW,49,-8.698745631031797e-05,0.46938775510204084
KOSPI_KOSDAQ_ALL,5,20,BULL_2025,MOMENTUM,49,0.004106315073508201,0.5306122448979592
KOSPI_KOSDAQ_ALL,5,20,BULL_2025,REVISION,49,0.002214192950990708,0.5510204081632653
KOSPI_KOSDAQ_ALL,5,20,BULL_2025,VALUE,49,0.0009885808525434373,0.46938775510204084
KOSPI_KOSDAQ_ALL,5,20,EARLY_2016_2019,FLOW,196,0.0022125488369900926,0.576530612244898
KOSPI_KOSDAQ_ALL,5,20,EARLY_2016_2019,MOMENTUM,196,0.0028316253241438085,0.5969387755102041
KOSPI_KOSDAQ_ALL,5,20,EARLY_2016_2019,REVISION,196,0.00024709551062068323,0.49489795918367346
KOSPI_KOSDAQ_ALL,5,20,EARLY_2016_2019,VALUE,196,-0.00020087008309841833,0.4744897959183674
KOSPI_KOSDAQ_ALL,5,20,LATE_2020_2022,FLOW,149,0.001965228730684205,0.5771812080536913
KOSPI_KOSDAQ_ALL,5,20,LATE_2020_2022,MOMENTUM,149,0.000872690443973453,0.5302013422818792
KOSPI_KOSDAQ_ALL,5,20,LATE_2020_2022,REVISION,149,0.001106834345336408,0.5033557046979866
KOSPI_KOSDAQ_ALL,5,20,LATE_2020_2022,VALUE,149,0.0007834934285645837,0.5369127516778524
KOSPI_KOSDAQ_ALL,5,20,NORMAL_2023_2024,FLOW,97,0.0008922569578534882,0.5257731958762887
KOSPI_KOSDAQ_ALL,5,20,NORMAL_2023_2024,MOMENTUM,97,0.003296388774511831,0.6082474226804123
KOSPI_KOSDAQ_ALL,5,20,NORMAL_2023_2024,REVISION,97,-0.0008339637126998711,0.5567010309278351
KOSPI_KOSDAQ_ALL,5,20,NORMAL_2023_2024,VALUE,97,0.0006943329617070777,0.4845360824742268
KOSPI_KOSDAQ_ALL,5,20,YTD_2026,FLOW,28,0.0045726390601424855,0.6785714285714286
KOSPI_KOSDAQ_ALL,5,20,YTD_2026,MOMENTUM,28,0.009262416165389807,0.75
KOSPI_KOSDAQ_ALL,5,20,YTD_2026,REVISION,28,0.00432676504067832,0.6428571428571429
KOSPI_KOSDAQ_ALL,5,20,YTD_2026,VALUE,28,0.0009068222671444296,0.4642857142857143
KOSPI_KOSDAQ_ALL,10,10,BULL_2025,FLOW,25,-0.0005588725861394084,0.48
KOSPI_KOSDAQ_ALL,10,10,BULL_2025,MOMENTUM,25,0.01700816733694866,0.56
KOSPI_KOSDAQ_ALL,10,10,BULL_2025,REVISION,25,0.004948873398006308,0.56
KOSPI_KOSDAQ_ALL,10,10,BULL_2025,VALUE,25,0.0034494442653313223,0.6
KOSPI_KOSDAQ_ALL,10,10,EARLY_2016_2019,FLOW,98,0.004670930494406726,0.5816326530612245
KOSPI_KOSDAQ_ALL,10,10,EARLY_2016_2019,MOMENTUM,98,0.0003651090108681065,0.5714285714285714
KOSPI_KOSDAQ_ALL,10,10,EARLY_2016_2019,REVISION,98,-0.0028715151385725877,0.41836734693877553
KOSPI_KOSDAQ_ALL,10,10,EARLY_2016_2019,VALUE,98,0.0013671396417417965,0.5714285714285714
KOSPI_KOSDAQ_ALL,10,10,LATE_2020_2022,FLOW,75,0.0003231520331829199,0.48
KOSPI_KOSDAQ_ALL,10,10,LATE_2020_2022,MOMENTUM,75,0.0026092531582022514,0.5866666666666667
KOSPI_KOSDAQ_ALL,10,10,LATE_2020_2022,REVISION,75,0.001703087868428018,0.5466666666666666
KOSPI_KOSDAQ_ALL,10,10,LATE_2020_2022,VALUE,75,0.0004080894330541381,0.49333333333333335
KOSPI_KOSDAQ_ALL,10,10,NORMAL_2023_2024,FLOW,48,-0.0007367450210295194,0.4375
KOSPI_KOSDAQ_ALL,10,10,NORMAL_2023_2024,MOMENTUM,48,-0.00042346035069401833,0.4583333333333333
KOSPI_KOSDAQ_ALL,10,10,NORMAL_2023_2024,REVISION,48,-0.005490537730746232,0.3958333333333333
KOSPI_KOSDAQ_ALL,10,10,NORMAL_2023_2024,VALUE,48,0.0014280708935068087,0.5833333333333334
KOSPI_KOSDAQ_ALL,10,10,YTD_2026,FLOW,13,0.02171868441983904,0.8461538461538461
KOSPI_KOSDAQ_ALL,10,10,YTD_2026,MOMENTUM,13,0.03330614814776852,0.8461538461538461
KOSPI_KOSDAQ_ALL,10,10,YTD_2026,REVISION,13,0.01442540135023507,0.5384615384615384
KOSPI_KOSDAQ_ALL,10,10,YTD_2026,VALUE,13,0.0019973970635063236,0.5384615384615384
KOSPI_KOSDAQ_ALL,10,20,BULL_2025,FLOW,25,-0.0022571786291904934,0.6
KOSPI_KOSDAQ_ALL,10,20,BULL_2025,MOMENTUM,25,0.012938073653431147,0.56
KOSPI_KOSDAQ_ALL,10,20,BULL_2025,REVISION,25,0.00467990142790081,0.56
KOSPI_KOSDAQ_ALL,10,20,BULL_2025,VALUE,25,0.0031230345097930383,0.56
KOSPI_KOSDAQ_ALL,10,20,EARLY_2016_2019,FLOW,98,0.0031457530849332135,0.6020408163265306
KOSPI_KOSDAQ_ALL,10,20,EARLY_2016_2019,MOMENTUM,98,0.0031225621910068034,0.6122448979591837
KOSPI_KOSDAQ_ALL,10,20,EARLY_2016_2019,REVISION,98,0.00031421036566727585,0.47959183673469385
KOSPI_KOSDAQ_ALL,10,20,EARLY_2016_2019,VALUE,98,-0.0007170661504504529,0.46938775510204084
KOSPI_KOSDAQ_ALL,10,20,LATE_2020_2022,FLOW,75,0.002085343096675618,0.56
KOSPI_KOSDAQ_ALL,10,20,LATE_2020_2022,MOMENTUM,75,0.00218855530661329,0.52
KOSPI_KOSDAQ_ALL,10,20,LATE_2020_2022,REVISION,75,0.0021953592993596725,0.4533333333333333
KOSPI_KOSDAQ_ALL,10,20,LATE_2020_2022,VALUE,75,0.0012872368789305793,0.49333333333333335
KOSPI_KOSDAQ_ALL,10,20,NORMAL_2023_2024,FLOW,48,0.0014687772831823338,0.4791666666666667
KOSPI_KOSDAQ_ALL,10,20,NORMAL_2023_2024,MOMENTUM,48,0.002679580527846156,0.5416666666666666
KOSPI_KOSDAQ_ALL,10,20,NORMAL_2023_2024,REVISION,48,-0.002920044043680502,0.4375
KOSPI_KOSDAQ_ALL,10,20,NORMAL_2023_2024,VALUE,48,0.0021447103967688966,0.5625
KOSPI_KOSDAQ_ALL,10,20,YTD_2026,FLOW,13,0.01219295755513176,0.7692307692307693
KOSPI_KOSDAQ_ALL,10,20,YTD_2026,MOMENTUM,13,0.0187735509755552,0.8461538461538461
KOSPI_KOSDAQ_ALL,10,20,YTD_2026,REVISION,13,0.013303448159314434,0.7692307692307693
KOSPI_KOSDAQ_ALL,10,20,YTD_2026,VALUE,13,0.0010038654284645818,0.6153846153846154
KOSPI_KOSDAQ_ALL,20,10,BULL_2025,FLOW,12,0.0030936051085602625,0.5833333333333334
KOSPI_KOSDAQ_ALL,20,10,BULL_2025,MOMENTUM,12,0.03535330165156053,0.6666666666666666
KOSPI_KOSDAQ_ALL,20,10,BULL_2025,REVISION,12,-0.0021422380763967894,0.3333333333333333
KOSPI_KOSDAQ_ALL,20,10,BULL_2025,VALUE,12,0.014608638413943961,0.75
KOSPI_KOSDAQ_ALL,20,10,EARLY_2016_2019,FLOW,49,-5.900676858959565e-05,0.4489795918367347
KOSPI_KOSDAQ_ALL,20,10,EARLY_2016_2019,MOMENTUM,49,0.001009754933409492,0.5510204081632653
KOSPI_KOSDAQ_ALL,20,10,EARLY_2016_2019,REVISION,49,-0.0026515015401628347,0.46938775510204084
KOSPI_KOSDAQ_ALL,20,10,EARLY_2016_2019,VALUE,49,0.0017959853496466375,0.5714285714285714
KOSPI_KOSDAQ_ALL,20,10,LATE_2020_2022,FLOW,38,0.0033566384712818967,0.5
KOSPI_KOSDAQ_ALL,20,10,LATE_2020_2022,MOMENTUM,38,0.020838929479414795,0.7631578947368421
KOSPI_KOSDAQ_ALL,20,10,LATE_2020_2022,REVISION,38,0.006921823070193368,0.47368421052631576
KOSPI_KOSDAQ_ALL,20,10,LATE_2020_2022,VALUE,38,-0.0012941759019271823,0.5263157894736842
KOSPI_KOSDAQ_ALL,20,10,NORMAL_2023_2024,FLOW,24,0.0013017169035662243,0.5416666666666666
KOSPI_KOSDAQ_ALL,20,10,NORMAL_2023_2024,MOMENTUM,24,0.005358532836212369,0.5
KOSPI_KOSDAQ_ALL,20,10,NORMAL_2023_2024,REVISION,24,-0.006928796517019242,0.4583333333333333
KOSPI_KOSDAQ_ALL,20,10,NORMAL_2023_2024,VALUE,24,0.000501822444874016,0.4583333333333333
KOSPI_KOSDAQ_ALL,20,10,YTD_2026,FLOW,6,0.0022239364286877152,0.5
KOSPI_KOSDAQ_ALL,20,10,YTD_2026,MOMENTUM,6,0.0391889676259598,0.6666666666666666
KOSPI_KOSDAQ_ALL,20,10,YTD_2026,REVISION,6,0.05380280206231103,0.8333333333333334
KOSPI_KOSDAQ_ALL,20,10,YTD_2026,VALUE,6,0.004920594728238038,0.6666666666666666
KOSPI_KOSDAQ_ALL,20,20,BULL_2025,FLOW,12,0.004113998891409304,0.5833333333333334
KOSPI_KOSDAQ_ALL,20,20,BULL_2025,MOMENTUM,12,0.0408605333550864,0.6666666666666666
KOSPI_KOSDAQ_ALL,20,20,BULL_2025,REVISION,12,-0.00021167749866638362,0.5
KOSPI_KOSDAQ_ALL,20,20,BULL_2025,VALUE,12,0.010520071695913236,0.8333333333333334
KOSPI_KOSDAQ_ALL,20,20,EARLY_2016_2019,FLOW,49,0.0037845408261785096,0.5918367346938775
KOSPI_KOSDAQ_ALL,20,20,EARLY_2016_2019,MOMENTUM,49,0.0033420599853025163,0.6326530612244898
KOSPI_KOSDAQ_ALL,20,20,EARLY_2016_2019,REVISION,49,-0.003958294214524299,0.3469387755102041
KOSPI_KOSDAQ_ALL,20,20,EARLY_2016_2019,VALUE,49,-0.002591816507094698,0.40816326530612246
KOSPI_KOSDAQ_ALL,20,20,LATE_2020_2022,FLOW,38,0.008124570513398944,0.631578947368421
KOSPI_KOSDAQ_ALL,20,20,LATE_2020_2022,MOMENTUM,38,0.005632995238221629,0.5526315789473685
KOSPI_KOSDAQ_ALL,20,20,LATE_2020_2022,REVISION,38,0.007113182402963191,0.6052631578947368
KOSPI_KOSDAQ_ALL,20,20,LATE_2020_2022,VALUE,38,0.001406492333930876,0.5263157894736842
KOSPI_KOSDAQ_ALL,20,20,NORMAL_2023_2024,FLOW,24,0.005251963824568206,0.5
KOSPI_KOSDAQ_ALL,20,20,NORMAL_2023_2024,MOMENTUM,24,0.00650305149764871,0.5
KOSPI_KOSDAQ_ALL,20,20,NORMAL_2023_2024,REVISION,24,-0.005188202104092947,0.4583333333333333
KOSPI_KOSDAQ_ALL,20,20,NORMAL_2023_2024,VALUE,24,0.0008917652273355224,0.5833333333333334
KOSPI_KOSDAQ_ALL,20,20,YTD_2026,FLOW,6,0.0208242102320817,0.6666666666666666
KOSPI_KOSDAQ_ALL,20,20,YTD_2026,MOMENTUM,6,0.024968298880271984,0.6666666666666666
KOSPI_KOSDAQ_ALL,20,20,YTD_2026,REVISION,6,0.033691522466902275,0.8333333333333334
KOSPI_KOSDAQ_ALL,20,20,YTD_2026,VALUE,6,0.001701728490382513,0.5
