date,universe,factor,family,horizon,topn,strategy,gross,turnover,sample
2020-08-10,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,5,20,BASE,-0.012905101798030203,0.0,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,5,20,CROSS_FAMILY_W20,-0.01864079546905093,0.050000000000000044,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,5,10,BASE,0.01711758492291609,0.09999999999999998,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,5,10,CROSS_FAMILY_W20,0.0002930283044328665,0.19999999999999996,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,5,20,BASE,-0.011807089829873543,0.09999999999999998,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,5,20,CROSS_FAMILY_W20,-0.03329394311206884,0.15000000000000002,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,5,10,BASE,0.011039265711732887,0.4,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,5,10,CROSS_FAMILY_W20,-0.08988342398699263,0.4,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,5,20,BASE,-0.06578169907401825,0.35,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,5,20,CROSS_FAMILY_W20,-0.10045897169262745,0.5,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,5,10,BASE,-0.1365583532789434,0.09999999999999998,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,5,10,CROSS_FAMILY_W20,-0.10980376544799801,0.19999999999999996,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,5,20,BASE,-0.10221254472944794,0.19999999999999996,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,5,20,CROSS_FAMILY_W20,-0.10104295101976482,0.35,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,5,10,BASE,-0.13410337972217218,0.30000000000000004,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,5,10,CROSS_FAMILY_W20,-0.12263840362407337,0.6,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,5,20,BASE,-0.0998435970229906,0.44999999999999996,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,5,20,CROSS_FAMILY_W20,-0.09720916654869786,0.6,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,5,10,BASE,-0.07385477529762,0.30000000000000004,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,5,10,CROSS_FAMILY_W20,-0.08733482918637274,0.5,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,5,20,BASE,-0.06528530615913797,0.4,LATE_2020_2022
2020-08-10,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,5,20,CROSS_FAMILY_W20,-0.07590806685070542,0.44999999999999996,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,5,10,BASE,-0.06864845181203913,0.4,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,5,10,CROSS_FAMILY_W20,-0.082485738606347,0.4,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,5,20,BASE,-0.06129646752302788,0.25,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,5,20,CROSS_FAMILY_W20,-0.06745836252720663,0.25,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,5,10,BASE,-0.09685924504583114,0.30000000000000004,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,5,10,CROSS_FAMILY_W20,-0.09287863592533893,0.5,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,5,20,BASE,-0.07496501645672111,0.19999999999999996,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,5,20,CROSS_FAMILY_W20,-0.07578783291841407,0.19999999999999996,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,5,10,BASE,-0.002885309116242616,0.09999999999999998,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,5,10,CROSS_FAMILY_W20,-0.03465571647203518,0.09999999999999998,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,5,20,BASE,-0.029456816707203272,0.0,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,5,20,CROSS_FAMILY_W20,-0.024724252105620344,0.09999999999999998,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,5,10,BASE,0.008121156292081872,0.19999999999999996,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,5,10,CROSS_FAMILY_W20,-0.0330350804357941,0.19999999999999996,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,5,20,BASE,-0.024571795985331806,0.19999999999999996,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,5,20,CROSS_FAMILY_W20,-0.02960873572293733,0.25,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,5,10,BASE,-0.02647429595165616,0.30000000000000004,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,5,10,CROSS_FAMILY_W20,-0.10385725748418602,0.30000000000000004,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,5,20,BASE,-0.10034808206807819,0.4,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,5,20,CROSS_FAMILY_W20,-0.06505757492656103,0.35,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,5,10,BASE,-0.1365583532789434,0.09999999999999998,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,5,10,CROSS_FAMILY_W20,-0.12346450457106264,0.19999999999999996,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,5,20,BASE,-0.10056553550530281,0.19999999999999996,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,5,20,CROSS_FAMILY_W20,-0.1021310792855316,0.25,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,5,10,BASE,-0.13410337972217218,0.30000000000000004,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,5,10,CROSS_FAMILY_W20,-0.13099424105931542,0.7,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,5,20,BASE,-0.0998435970229906,0.44999999999999996,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,5,20,CROSS_FAMILY_W20,-0.1129391547946335,0.4,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,5,10,BASE,-0.07928403719076402,0.30000000000000004,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,5,10,CROSS_FAMILY_W20,-0.10040390037488364,0.6,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,5,20,BASE,-0.09165430317385961,0.4,LATE_2020_2022
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,5,20,CROSS_FAMILY_W20,-0.09504644182711908,0.4,LATE_2020_2022
2020-08-18,K200,OP12_REV,REVISION,5,10,BASE,0.05830359209656444,0.0,LATE_2020_2022
2020-08-18,K200,OP12_REV,REVISION,5,10,CROSS_FAMILY_W20,0.05855778460752993,0.4,LATE_2020_2022
2020-08-18,K200,OP12_REV,REVISION,5,20,BASE,0.04315002675785247,0.19999999999999996,LATE_2020_2022
2020-08-18,K200,OP12_REV,REVISION,5,20,CROSS_FAMILY_W20,0.04307384001689101,0.30000000000000004,LATE_2020_2022
2020-08-18,K200,OPFY1_REV,REVISION,5,10,BASE,0.031205923656314426,0.19999999999999996,LATE_2020_2022
2020-08-18,K200,OPFY1_REV,REVISION,5,10,CROSS_FAMILY_W20,0.03324543991137131,0.4,LATE_2020_2022
2020-08-18,K200,OPFY1_REV,REVISION,5,20,BASE,0.02837361508199241,0.30000000000000004,LATE_2020_2022
2020-08-18,K200,OPFY1_REV,REVISION,5,20,CROSS_FAMILY_W20,0.0292885088270833,0.4,LATE_2020_2022
2020-08-18,K200,PBR12MF,VALUE,5,10,BASE,0.005980204872867883,0.09999999999999998,LATE_2020_2022
2020-08-18,K200,PBR12MF,VALUE,5,10,CROSS_FAMILY_W20,0.016779877890106133,0.19999999999999996,LATE_2020_2022
2020-08-18,K200,PBR12MF,VALUE,5,20,BASE,0.00819720153406559,0.19999999999999996,LATE_2020_2022
2020-08-18,K200,PBR12MF,VALUE,5,20,CROSS_FAMILY_W20,0.011480372725828634,0.15000000000000002,LATE_2020_2022
2020-08-18,K200,PER12MF,VALUE,5,10,BASE,-0.011029596292193494,0.09999999999999998,LATE_2020_2022
2020-08-18,K200,PER12MF,VALUE,5,10,CROSS_FAMILY_W20,0.0021137696666118228,0.19999999999999996,LATE_2020_2022
2020-08-18,K200,PER12MF,VALUE,5,20,BASE,-0.0016141084179952948,0.15000000000000002,LATE_2020_2022
2020-08-18,K200,PER12MF,VALUE,5,20,CROSS_FAMILY_W20,0.0020076796318394255,0.09999999999999998,LATE_2020_2022
2020-08-18,K200,MOM1M,MOMENTUM,5,10,BASE,0.04833212084084663,0.30000000000000004,LATE_2020_2022
2020-08-18,K200,MOM1M,MOMENTUM,5,10,CROSS_FAMILY_W20,0.053848938239655975,0.6,LATE_2020_2022
2020-08-18,K200,MOM1M,MOMENTUM,5,20,BASE,0.05407731743559163,0.35,LATE_2020_2022
2020-08-18,K200,MOM1M,MOMENTUM,5,20,CROSS_FAMILY_W20,0.05236738133768583,0.44999999999999996,LATE_2020_2022
2020-08-18,K200,MOM12_1,MOMENTUM,5,10,BASE,0.024317490063738588,0.0,LATE_2020_2022
2020-08-18,K200,MOM12_1,MOMENTUM,5,10,CROSS_FAMILY_W20,0.028549672887706573,0.19999999999999996,LATE_2020_2022
2020-08-18,K200,MOM12_1,MOMENTUM,5,20,BASE,0.013623717115754119,0.15000000000000002,LATE_2020_2022
2020-08-18,K200,MOM12_1,MOMENTUM,5,20,CROSS_FAMILY_W20,0.020667359519561154,0.09999999999999998,LATE_2020_2022
2020-08-18,K200,PRIVATE_FLOW,FLOW,5,10,BASE,0.03244647701715828,0.6,LATE_2020_2022
2020-08-18,K200,PRIVATE_FLOW,FLOW,5,10,CROSS_FAMILY_W20,0.025073429755466687,0.7,LATE_2020_2022
2020-08-18,K200,PRIVATE_FLOW,FLOW,5,20,BASE,0.03658339374006676,0.44999999999999996,LATE_2020_2022
2020-08-18,K200,PRIVATE_FLOW,FLOW,5,20,CROSS_FAMILY_W20,0.045344410222308826,0.44999999999999996,LATE_2020_2022
2020-08-18,K200,FOREIGN_FLOW,FLOW,5,10,BASE,0.013987384781471024,0.30000000000000004,LATE_2020_2022
2020-08-18,K200,FOREIGN_FLOW,FLOW,5,10,CROSS_FAMILY_W20,0.01561288416402013,0.30000000000000004,LATE_2020_2022
2020-08-18,K200,FOREIGN_FLOW,FLOW,5,20,BASE,0.009548922875691942,0.30000000000000004,LATE_2020_2022
2020-08-18,K200,FOREIGN_FLOW,FLOW,5,20,CROSS_FAMILY_W20,0.015046474314841065,0.25,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,OP12_REV,REVISION,5,10,BASE,0.04075986088630867,0.4,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,OP12_REV,REVISION,5,10,CROSS_FAMILY_W20,0.028299903220371243,0.5,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,OP12_REV,REVISION,5,20,BASE,0.025939504080382047,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,OP12_REV,REVISION,5,20,CROSS_FAMILY_W20,0.025939504080382047,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,OPFY1_REV,REVISION,5,10,BASE,0.027902002453541234,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,OPFY1_REV,REVISION,5,10,CROSS_FAMILY_W20,0.028486645484167895,0.4,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,OPFY1_REV,REVISION,5,20,BASE,0.030705848723276523,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,OPFY1_REV,REVISION,5,20,CROSS_FAMILY_W20,0.025262249681582166,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PBR12MF,VALUE,5,10,BASE,-0.003191086536498182,0.09999999999999998,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PBR12MF,VALUE,5,10,CROSS_FAMILY_W20,0.002275727699203783,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PBR12MF,VALUE,5,20,BASE,0.00044131819873041684,0.09999999999999998,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PBR12MF,VALUE,5,20,CROSS_FAMILY_W20,0.0046531256390253605,0.15000000000000002,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PER12MF,VALUE,5,10,BASE,0.006091591625339926,0.0,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PER12MF,VALUE,5,10,CROSS_FAMILY_W20,0.008361033833957554,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PER12MF,VALUE,5,20,BASE,0.010437015318596438,0.09999999999999998,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PER12MF,VALUE,5,20,CROSS_FAMILY_W20,0.016954905602421123,0.09999999999999998,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,MOM1M,MOMENTUM,5,10,BASE,0.01729066852882368,0.5,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,MOM1M,MOMENTUM,5,10,CROSS_FAMILY_W20,0.0033933327359700503,0.6,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,MOM1M,MOMENTUM,5,20,BASE,0.02952194478162465,0.5,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,MOM1M,MOMENTUM,5,20,CROSS_FAMILY_W20,0.051241586734336916,0.4,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,MOM12_1,MOMENTUM,5,10,BASE,0.22761697392548735,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,MOM12_1,MOMENTUM,5,10,CROSS_FAMILY_W20,0.22066484248618248,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,MOM12_1,MOMENTUM,5,20,BASE,0.1208459760606373,0.15000000000000002,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,MOM12_1,MOMENTUM,5,20,CROSS_FAMILY_W20,0.12067700410032425,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,5,10,BASE,0.03698570078679396,0.5,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,5,10,CROSS_FAMILY_W20,0.04704204086223894,0.4,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,5,20,BASE,0.0204775247253988,0.25,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,5,20,CROSS_FAMILY_W20,0.032762629210835024,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,5,10,BASE,0.025614859207939638,0.5,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,5,10,CROSS_FAMILY_W20,0.08256701318869217,0.4,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,5,20,BASE,0.05476330010684426,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,5,20,CROSS_FAMILY_W20,0.06436411921618422,0.25,LATE_2020_2022
2020-08-18,KOSPI_ALL,OP12_REV,REVISION,5,10,BASE,0.06910337905604247,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_ALL,OP12_REV,REVISION,5,10,CROSS_FAMILY_W20,0.060921230148319204,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_ALL,OP12_REV,REVISION,5,20,BASE,0.052429752676912966,0.25,LATE_2020_2022
2020-08-18,KOSPI_ALL,OP12_REV,REVISION,5,20,CROSS_FAMILY_W20,0.04134570894592621,0.35,LATE_2020_2022
2020-08-18,KOSPI_ALL,OPFY1_REV,REVISION,5,10,BASE,0.04467354307509717,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_ALL,OPFY1_REV,REVISION,5,10,CROSS_FAMILY_W20,0.0356088854521606,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_ALL,OPFY1_REV,REVISION,5,20,BASE,0.035341233454975356,0.35,LATE_2020_2022
2020-08-18,KOSPI_ALL,OPFY1_REV,REVISION,5,20,CROSS_FAMILY_W20,0.03113593642840103,0.35,LATE_2020_2022
2020-08-18,KOSPI_ALL,PBR12MF,VALUE,5,10,BASE,0.0061059536808574285,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_ALL,PBR12MF,VALUE,5,10,CROSS_FAMILY_W20,0.004503686246281669,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_ALL,PBR12MF,VALUE,5,20,BASE,0.0026138803928070003,0.15000000000000002,LATE_2020_2022
2020-08-18,KOSPI_ALL,PBR12MF,VALUE,5,20,CROSS_FAMILY_W20,0.012490212451677583,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_ALL,PER12MF,VALUE,5,10,BASE,0.0010387371460224312,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_ALL,PER12MF,VALUE,5,10,CROSS_FAMILY_W20,-0.0004030118633033552,0.09999999999999998,LATE_2020_2022
2020-08-18,KOSPI_ALL,PER12MF,VALUE,5,20,BASE,-0.002469002333426784,0.050000000000000044,LATE_2020_2022
2020-08-18,KOSPI_ALL,PER12MF,VALUE,5,20,CROSS_FAMILY_W20,0.0037979883894264286,0.15000000000000002,LATE_2020_2022
2020-08-18,KOSPI_ALL,MOM1M,MOMENTUM,5,10,BASE,0.01870028996999768,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_ALL,MOM1M,MOMENTUM,5,10,CROSS_FAMILY_W20,0.04830268711818479,0.5,LATE_2020_2022
2020-08-18,KOSPI_ALL,MOM1M,MOMENTUM,5,20,BASE,0.02958318157057759,0.44999999999999996,LATE_2020_2022
2020-08-18,KOSPI_ALL,MOM1M,MOMENTUM,5,20,CROSS_FAMILY_W20,0.02403571555569215,0.5,LATE_2020_2022
2020-08-18,KOSPI_ALL,MOM12_1,MOMENTUM,5,10,BASE,0.21522223758724873,0.09999999999999998,LATE_2020_2022
2020-08-18,KOSPI_ALL,MOM12_1,MOMENTUM,5,10,CROSS_FAMILY_W20,0.06290586591900527,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_ALL,MOM12_1,MOMENTUM,5,20,BASE,0.12596723199461296,0.09999999999999998,LATE_2020_2022
2020-08-18,KOSPI_ALL,MOM12_1,MOMENTUM,5,20,CROSS_FAMILY_W20,0.1211732595731507,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_ALL,PRIVATE_FLOW,FLOW,5,10,BASE,0.03185023547181528,0.7,LATE_2020_2022
2020-08-18,KOSPI_ALL,PRIVATE_FLOW,FLOW,5,10,CROSS_FAMILY_W20,0.048137841896162346,0.6,LATE_2020_2022
2020-08-18,KOSPI_ALL,PRIVATE_FLOW,FLOW,5,20,BASE,0.027158590212822086,0.44999999999999996,LATE_2020_2022
2020-08-18,KOSPI_ALL,PRIVATE_FLOW,FLOW,5,20,CROSS_FAMILY_W20,0.035740493613775584,0.5,LATE_2020_2022
2020-08-18,KOSPI_ALL,FOREIGN_FLOW,FLOW,5,10,BASE,0.003023751745479598,0.5,LATE_2020_2022
2020-08-18,KOSPI_ALL,FOREIGN_FLOW,FLOW,5,10,CROSS_FAMILY_W20,0.059498293613097095,0.6,LATE_2020_2022
2020-08-18,KOSPI_ALL,FOREIGN_FLOW,FLOW,5,20,BASE,0.019677825514052002,0.4,LATE_2020_2022
2020-08-18,KOSPI_ALL,FOREIGN_FLOW,FLOW,5,20,CROSS_FAMILY_W20,0.03833651312636763,0.35,LATE_2020_2022
2020-08-18,KOSDAQ,OP12_REV,REVISION,5,10,BASE,0.04422089594004031,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSDAQ,OP12_REV,REVISION,5,10,CROSS_FAMILY_W20,0.04554762542305198,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSDAQ,OP12_REV,REVISION,5,20,BASE,0.05376362635509775,0.35,LATE_2020_2022
2020-08-18,KOSDAQ,OP12_REV,REVISION,5,20,CROSS_FAMILY_W20,0.05376362635509774,0.35,LATE_2020_2022
2020-08-18,KOSDAQ,OPFY1_REV,REVISION,5,10,BASE,0.03633695606333387,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSDAQ,OPFY1_REV,REVISION,5,10,CROSS_FAMILY_W20,0.0346236257182934,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSDAQ,OPFY1_REV,REVISION,5,20,BASE,0.026611471902310224,0.4,LATE_2020_2022
2020-08-18,KOSDAQ,OPFY1_REV,REVISION,5,20,CROSS_FAMILY_W20,0.03352377827478077,0.4,LATE_2020_2022
2020-08-18,KOSDAQ,PBR12MF,VALUE,5,10,BASE,0.0027856907327072273,0.09999999999999998,LATE_2020_2022
2020-08-18,KOSDAQ,PBR12MF,VALUE,5,10,CROSS_FAMILY_W20,0.0022382023422987648,0.0,LATE_2020_2022
2020-08-18,KOSDAQ,PBR12MF,VALUE,5,20,BASE,0.008862457027229017,0.15000000000000002,LATE_2020_2022
2020-08-18,KOSDAQ,PBR12MF,VALUE,5,20,CROSS_FAMILY_W20,0.009156086461870994,0.09999999999999998,LATE_2020_2022
2020-08-18,KOSDAQ,PER12MF,VALUE,5,10,BASE,0.005511102086351014,0.0,LATE_2020_2022
2020-08-18,KOSDAQ,PER12MF,VALUE,5,10,CROSS_FAMILY_W20,0.010621684788793856,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSDAQ,PER12MF,VALUE,5,20,BASE,0.010151203503454803,0.15000000000000002,LATE_2020_2022
2020-08-18,KOSDAQ,PER12MF,VALUE,5,20,CROSS_FAMILY_W20,0.007933476250171361,0.09999999999999998,LATE_2020_2022
2020-08-18,KOSDAQ,MOM1M,MOMENTUM,5,10,BASE,0.06257066159609535,0.5,LATE_2020_2022
2020-08-18,KOSDAQ,MOM1M,MOMENTUM,5,10,CROSS_FAMILY_W20,0.04503222056883367,0.5,LATE_2020_2022
2020-08-18,KOSDAQ,MOM1M,MOMENTUM,5,20,BASE,0.064409675680051,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSDAQ,MOM1M,MOMENTUM,5,20,CROSS_FAMILY_W20,0.06515235783941907,0.35,LATE_2020_2022
2020-08-18,KOSDAQ,MOM12_1,MOMENTUM,5,10,BASE,0.05005919456061807,0.09999999999999998,LATE_2020_2022
2020-08-18,KOSDAQ,MOM12_1,MOMENTUM,5,10,CROSS_FAMILY_W20,0.07297737670538487,0.4,LATE_2020_2022
2020-08-18,KOSDAQ,MOM12_1,MOMENTUM,5,20,BASE,0.06233979590073041,0.15000000000000002,LATE_2020_2022
2020-08-18,KOSDAQ,MOM12_1,MOMENTUM,5,20,CROSS_FAMILY_W20,0.05621865938915556,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSDAQ,PRIVATE_FLOW,FLOW,5,10,BASE,0.03416463812684305,0.5,LATE_2020_2022
2020-08-18,KOSDAQ,PRIVATE_FLOW,FLOW,5,10,CROSS_FAMILY_W20,0.020528046776302638,0.6,LATE_2020_2022
2020-08-18,KOSDAQ,PRIVATE_FLOW,FLOW,5,20,BASE,0.060487284226910645,0.35,LATE_2020_2022
2020-08-18,KOSDAQ,PRIVATE_FLOW,FLOW,5,20,CROSS_FAMILY_W20,0.050522385388803714,0.4,LATE_2020_2022
2020-08-18,KOSDAQ,FOREIGN_FLOW,FLOW,5,10,BASE,0.08593813254950926,0.4,LATE_2020_2022
2020-08-18,KOSDAQ,FOREIGN_FLOW,FLOW,5,10,CROSS_FAMILY_W20,0.09012843424524822,0.5,LATE_2020_2022
2020-08-18,KOSDAQ,FOREIGN_FLOW,FLOW,5,20,BASE,0.08741904876879278,0.4,LATE_2020_2022
2020-08-18,KOSDAQ,FOREIGN_FLOW,FLOW,5,20,CROSS_FAMILY_W20,0.060881396701973,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,5,10,BASE,0.07206708320494862,0.19999999999999996,LATE_2020_2022
2020-08-18,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,5,10,CROSS_FAMILY_W20,0.06438211789437806,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,5,20,BASE,0.055834626251093186,0.25,LATE_2020_2022
2020-08-18,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,5,20,CROSS_FAMILY_W20,0.053342902884719504,0.44999999999999996,LATE_2020_2022
2020-08-18,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,5,10,BASE,0.04234962566235233,0.30000000000000004,LATE_2020_2022
2020-08-18,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,5,10,CROSS_FAMILY_W20,0.046746994354392245,0.5,LATE_2020_2022
2020-08-18,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,5,20,BASE,0.03209054429426493,0.25,LATE_2020_2022
2020-08-18,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,5,20,CROSS_FAMILY_W20,0.02417532751670809,0.4,LATE_2020_2022
2020-08-18,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,5,10,BASE,0.004044431035019781,0.19999999999999996,LATE_2020_2022
