universe,horizon,topn,sample,metric,mean,ci025,ci975,p_gt0,n_dates
KOSDAQ,20,20,NORMAL_2023_2024,net_60,0.002225348436622079,-0.0006587378955004126,0.005503477658865536,0.92525,24
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,BULL_2025,gross_delta,0.0034115783165566335,-0.0015742647141906822,0.008658149788406235,0.904,49
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,BULL_2025,net_0,0.0034115783165566335,-0.001431497119548191,0.008774299738604871,0.9095,49
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,BULL_2025,net_30,0.00316668035737296,-0.0016904403378983437,0.008719710287851522,0.88675,49
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,BULL_2025,net_60,0.0029217823981892857,-0.002054466868287607,0.008354717678706037,0.86275,49
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,EARLY_2016_2019,gross_delta,0.0019143979859616946,0.0007616937900303955,0.0030290004562265973,0.99975,196
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,EARLY_2016_2019,net_0,0.0019143979859616946,0.0007237576986241738,0.0030601383674270215,0.99875,196
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,EARLY_2016_2019,net_30,0.0017529183941249595,0.0005824966460607845,0.0029125387029493755,0.997,196
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,EARLY_2016_2019,net_60,0.0015914388022882251,0.0003771104369959874,0.0027949245485082565,0.99575,196
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,LATE_2020_2022,gross_delta,0.0010814096471948558,-0.0008466393818254583,0.003097545153535255,0.85825,149
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,LATE_2020_2022,net_0,0.0010814096471948558,-0.0009573134256692187,0.0030054435251804542,0.85975,149
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,LATE_2020_2022,net_30,0.0008085908552485468,-0.001175970908260332,0.002780130112688488,0.79025,149
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,LATE_2020_2022,net_60,0.0005357720633022381,-0.0013593069701796144,0.0024958946807157735,0.7075,149
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,NORMAL_2023_2024,gross_delta,-0.0002561576583332526,-0.0030300349206536137,0.002389704399748507,0.4355,97
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,NORMAL_2023_2024,net_0,-0.0002561576583332526,-0.0028676409920240023,0.0023915438091860475,0.434,97
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,NORMAL_2023_2024,net_30,-0.0005399205449311909,-0.003304113655096824,0.0021355403886037226,0.35025,97
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,NORMAL_2023_2024,net_60,-0.0008236834315291291,-0.0036571007324103927,0.001911499193164776,0.27475,97
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,YTD_2026,gross_delta,0.003802700299198789,-0.0041902981304230156,0.010975543453312746,0.83725,28
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,YTD_2026,net_0,0.003802700299198789,-0.004195760727325786,0.010955660091572308,0.845,28
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,YTD_2026,net_30,0.003518771727770217,-0.004290509940399113,0.010225060770501877,0.81975,28
KOSDAQ_PLUS_KOSPI_EX_K200,5,10,YTD_2026,net_60,0.003234843156341647,-0.004787391502811026,0.010394424549190158,0.798,28
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,BULL_2025,gross_delta,0.0012933354736465081,-0.0011465963076855424,0.0036718480026872815,0.8545,49
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,BULL_2025,net_0,0.0012933354736465081,-0.0010572206900743338,0.0037683375965009325,0.86325,49
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,BULL_2025,net_30,0.0011544324124220188,-0.0012040342564879772,0.003455898839612154,0.8295,49
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,BULL_2025,net_60,0.0010155293511975288,-0.001370887028597437,0.003400164835257629,0.79025,49
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,EARLY_2016_2019,gross_delta,0.0007930911673799032,0.0003017801125247389,0.0012853215831636277,0.99925,196
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,EARLY_2016_2019,net_0,0.0007930911673799032,0.0002964075716184612,0.0012941862171182397,0.99925,196
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,EARLY_2016_2019,net_30,0.0007109164224819439,0.00017673003716048738,0.0011888970745950274,0.9945,196
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,EARLY_2016_2019,net_60,0.000628741677583985,9.998366145647832e-05,0.00115229023299283,0.99025,196
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,LATE_2020_2022,gross_delta,0.0014141093618072573,0.00029669527528820887,0.0025424213299863603,0.993,149
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,LATE_2020_2022,net_0,0.0014141093618072573,0.00034594478775776716,0.002519439236935049,0.9945,149
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,LATE_2020_2022,net_30,0.0012530355363039015,0.00016680715938471578,0.0024284809210036134,0.98675,149
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,LATE_2020_2022,net_60,0.0010919617108005458,-1.0218113942158344e-05,0.002204743398201534,0.97325,149
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,NORMAL_2023_2024,gross_delta,0.0008742454390645693,-0.0006041166866633268,0.002285055420678849,0.877,97
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,NORMAL_2023_2024,net_0,0.0008742454390645693,-0.0006185205935436842,0.0022899888686645172,0.87775,97
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,NORMAL_2023_2024,net_30,0.0007462815215387958,-0.0007176263392895596,0.002187416635960576,0.8435,97
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,NORMAL_2023_2024,net_60,0.0006183176040130226,-0.0008783868996702855,0.0020327691475890324,0.795,97
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,YTD_2026,gross_delta,0.0016171704220422545,-0.002928414617752874,0.005479775735396239,0.7795,28
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,YTD_2026,net_0,0.0016171704220422545,-0.0026576962985783614,0.005470827058305182,0.77825,28
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,YTD_2026,net_30,0.001433688279185112,-0.003218209660471188,0.005269296494615489,0.75325,28
KOSDAQ_PLUS_KOSPI_EX_K200,5,20,YTD_2026,net_60,0.001250206136327969,-0.003219865921294384,0.005107366175043264,0.72825,28
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,BULL_2025,gross_delta,0.0049583734244926835,-0.0034991359139806546,0.015108669468121592,0.83625,25
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,BULL_2025,net_0,0.0049583734244926835,-0.0032973255543512167,0.015588838917926178,0.8565,25
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,BULL_2025,net_30,0.004685373424492682,-0.00371556620828228,0.014868851913763224,0.83875,25
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,BULL_2025,net_60,0.004412373424492683,-0.003983254234999018,0.01488925488189513,0.8025,25
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,EARLY_2016_2019,gross_delta,0.0021368252490318574,-0.00011980168301933926,0.00453078381568454,0.96825,98
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,EARLY_2016_2019,net_0,0.0021368252490318574,-6.185294881708491e-05,0.004482701287823719,0.971,98
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,EARLY_2016_2019,net_30,0.0019386109633175719,-0.00018723451278442578,0.004369663258320812,0.961,98
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,EARLY_2016_2019,net_60,0.0017403966776032864,-0.00041054993895106503,0.003992028527823509,0.9395,98
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,LATE_2020_2022,gross_delta,0.000752234304392526,-0.0035250514227563416,0.004994333338471765,0.62375,75
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,LATE_2020_2022,net_0,0.000752234304392526,-0.0035149967108263178,0.004978905377412971,0.6325,75
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,LATE_2020_2022,net_30,0.00043673430439252555,-0.004005011751827584,0.0045634749228648476,0.58375,75
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,LATE_2020_2022,net_60,0.00012123430439252572,-0.004266039498442989,0.0043461663650489115,0.5225,75
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,NORMAL_2023_2024,gross_delta,-0.0017148740636760186,-0.006642806121391389,0.003040818391763551,0.25075,48
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,NORMAL_2023_2024,net_0,-0.0017148740636760186,-0.006653792028490286,0.0029083075632166597,0.24775,48
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,NORMAL_2023_2024,net_30,-0.002024249063676018,-0.007026466576015376,0.0028045226742747613,0.213,48
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,NORMAL_2023_2024,net_60,-0.0023336240636760183,-0.007130139646885165,0.0023306687454953245,0.172,48
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,YTD_2026,gross_delta,0.013938067061622051,0.0029500342207771316,0.022817073021221004,0.99425,13
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,YTD_2026,net_0,0.013938067061622051,0.003579142688553871,0.022676856542088262,0.99225,13
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,YTD_2026,net_30,0.013560182446237438,0.0024177485202650844,0.022555702907360774,0.99125,13
KOSDAQ_PLUS_KOSPI_EX_K200,10,10,YTD_2026,net_60,0.01318229783085282,0.0023320933560351947,0.02228916500663206,0.98925,13
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,BULL_2025,gross_delta,0.004439843875482437,-0.0003249915442690144,0.009241541505859936,0.96475,25
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,BULL_2025,net_0,0.004439843875482437,-0.0002992633313707972,0.009165413684648023,0.9665,25
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,BULL_2025,net_30,0.004295093875482437,-0.0004571412889673731,0.009164956041448477,0.96075,25
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,BULL_2025,net_60,0.004150343875482437,-0.00044408245012483226,0.008998791603590496,0.96025,25
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,EARLY_2016_2019,gross_delta,0.0009399104005909317,-5.114347168572213e-05,0.0019331505963203388,0.9705,98
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,EARLY_2016_2019,net_0,0.0009399104005909317,-5.894661112466042e-05,0.0018915304956845552,0.96325,98
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,EARLY_2016_2019,net_30,0.0008272190740603193,-0.0001701368166976567,0.0018395349737985378,0.94675,98
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,EARLY_2016_2019,net_60,0.0007145277475297071,-0.0002712444832468273,0.0017033257765591474,0.919,98
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,LATE_2020_2022,gross_delta,0.0018960792376692954,-0.00041354409891058904,0.004209663628350701,0.946,75
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,LATE_2020_2022,net_0,0.0018960792376692954,-0.0003295232385598875,0.004237746146010097,0.954,75
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,LATE_2020_2022,net_30,0.0017135792376692957,-0.0006210298090043226,0.0040396651902279805,0.9205,75
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,LATE_2020_2022,net_60,0.0015310792376692958,-0.0008227029817129938,0.003951555001689005,0.89625,75
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,NORMAL_2023_2024,gross_delta,0.001076232439738742,-0.0017866506285227758,0.0037578834519577946,0.775,48
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,NORMAL_2023_2024,net_0,0.001076232439738742,-0.0017674941886651617,0.003740251383491617,0.769,48
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,NORMAL_2023_2024,net_30,0.0009078730647387425,-0.0019299092936032544,0.0037293983435526448,0.7455,48
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,NORMAL_2023_2024,net_60,0.0007395136897387424,-0.002099587838809321,0.0034759513182204627,0.711,48
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,YTD_2026,gross_delta,0.004853376192824443,-0.00392231047915951,0.012438311972712742,0.86925,13
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,YTD_2026,net_0,0.004853376192824443,-0.004445701149182896,0.01248171620152217,0.85575,13
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,YTD_2026,net_30,0.004657222346670597,-0.004145905771360111,0.012521384958032037,0.849,13
KOSDAQ_PLUS_KOSPI_EX_K200,10,20,YTD_2026,net_60,0.00446106850051675,-0.004810394238435895,0.012310932415910239,0.84225,13
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,BULL_2025,gross_delta,0.011027703361775637,-0.004717933501741226,0.02403417988609084,0.89075,12
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,BULL_2025,net_0,0.011027703361775637,-0.005258256234884268,0.02384422637249591,0.889,12
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,BULL_2025,net_30,0.010662078361775641,-0.005630131234884268,0.02374618810601681,0.8825,12
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,BULL_2025,net_60,0.01029645336177564,-0.006002006234884269,0.02338993810601682,0.87575,12
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,EARLY_2016_2019,gross_delta,0.0010679412346138136,-0.002584715648003477,0.004672450907274308,0.7095,49
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,EARLY_2016_2019,net_0,0.0010679412346138136,-0.0024485819078036274,0.004584537422743907,0.725,49
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,EARLY_2016_2019,net_30,0.0008559514386954458,-0.00266223471716502,0.004425598244129505,0.681,49
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,EARLY_2016_2019,net_60,0.0006439616427770786,-0.002787929247451927,0.004197650613016611,0.62475,49
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,LATE_2020_2022,gross_delta,0.006492380934103145,-0.0005623778474784058,0.013599599049005909,0.96375,38
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,LATE_2020_2022,net_0,0.006492380934103145,-0.0006951218464765311,0.013541382270861905,0.9575,38
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,LATE_2020_2022,net_30,0.006170670407787358,-0.00110872179574984,0.01331295644229122,0.95425,38
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,LATE_2020_2022,net_60,0.005848959881471566,-0.0012100235493273934,0.012839483903480437,0.9475,38
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,NORMAL_2023_2024,gross_delta,-0.003348294193468058,-0.011225904850102103,0.004027412567709363,0.2005,24
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,NORMAL_2023_2024,net_0,-0.003348294193468058,-0.011348004383713625,0.003953726880277938,0.217,24
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,NORMAL_2023_2024,net_30,-0.003685794193468058,-0.011630742177344031,0.00403158581229461,0.193,24
KOSDAQ_PLUS_KOSPI_EX_K200,20,10,NORMAL_2023_2024,net_60,-0.004023294193468058,-0.012402733712055978,0.0035163042056050595,0.15975,24
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,BULL_2025,gross_delta,0.012376514787178697,0.005366507401204885,0.019496887772491842,1.0,12
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,BULL_2025,net_0,0.012376514787178697,0.005224994741477689,0.019496887772491842,1.0,12
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,BULL_2025,net_30,0.012214014787178698,0.004776448402490697,0.019334387772491843,1.0,12
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,BULL_2025,net_60,0.012051514787178697,0.0046963909255904115,0.019171887772491843,1.0,12
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,EARLY_2016_2019,gross_delta,-1.3354074939137672e-05,-0.0017345811947458397,0.0015364820837139215,0.4985,49
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,EARLY_2016_2019,net_0,-1.3354074939137672e-05,-0.0017242757105230024,0.0015455977117623068,0.481,49
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,EARLY_2016_2019,net_30,-0.00013580305453097434,-0.0018057159725517594,0.001399463028028221,0.44225,49
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,EARLY_2016_2019,net_60,-0.0002582520341228111,-0.0019310105793950547,0.0013161409466079371,0.40675,49
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,LATE_2020_2022,gross_delta,0.004112453886830808,1.746154902908196e-05,0.008233154564610571,0.97525,38
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,LATE_2020_2022,net_0,0.004112453886830808,6.4816017765558345e-06,0.008217461116905043,0.9755,38
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,LATE_2020_2022,net_30,0.003940249939462387,-0.00015280237234717678,0.008050994157304776,0.96975,38
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,LATE_2020_2022,net_60,0.0037680459920939654,-0.000308579950284215,0.007879793477265062,0.96225,38
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,NORMAL_2023_2024,gross_delta,0.003726842624933281,-0.000724786584670183,0.008473376241878475,0.94575,24
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,NORMAL_2023_2024,net_0,0.003726842624933281,-0.0006738852413607186,0.008609642001839779,0.945,24
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,NORMAL_2023_2024,net_30,0.0035291863749332807,-0.0010522219244882742,0.008260145077863884,0.929,24
KOSDAQ_PLUS_KOSPI_EX_K200,20,20,NORMAL_2023_2024,net_60,0.0033315301249332804,-0.001166524951318265,0.008138923694728713,0.92675,24
KOSPI_ALL,5,10,BULL_2025,gross_delta,0.005292998282170306,0.0019591631849562906,0.008525019915115103,0.999,49
KOSPI_ALL,5,10,BULL_2025,net_0,0.005292998282170306,0.0021835073574688365,0.008558694790825154,0.99975,49
KOSPI_ALL,5,10,BULL_2025,net_30,0.005100141139313163,0.0018893754038024075,0.008374312972536251,0.99825,49
KOSPI_ALL,5,10,BULL_2025,net_60,0.00490728399645602,0.0016826163900157372,0.008191913359667992,0.9985,49
KOSPI_ALL,5,10,EARLY_2016_2019,gross_delta,0.001487715519893712,0.0005370744436711401,0.0024377911867316986,0.9985,196
KOSPI_ALL,5,10,EARLY_2016_2019,net_0,0.001487715519893712,0.0005182423340136936,0.002456267135207314,0.9975,196
KOSPI_ALL,5,10,EARLY_2016_2019,net_30,0.0013327410300977933,0.00030990608638078125,0.0022749533723167843,0.9955,196
KOSPI_ALL,5,10,EARLY_2016_2019,net_60,0.001177766540301875,0.00020240302157779747,0.0021316095171793853,0.99025,196
KOSPI_ALL,5,10,LATE_2020_2022,gross_delta,0.0008325429976094895,-0.0006491672616463166,0.0024208564775499825,0.86625,149
KOSPI_ALL,5,10,LATE_2020_2022,net_0,0.0008325429976094895,-0.0006703108430915842,0.002404373988585639,0.8625,149
KOSPI_ALL,5,10,LATE_2020_2022,net_30,0.0005884154808309655,-0.0009664233948858629,0.0021330784135031493,0.776,149
KOSPI_ALL,5,10,LATE_2020_2022,net_60,0.0003442879640524429,-0.0011534265722536656,0.0019425745208859746,0.6835,149
KOSPI_ALL,5,10,NORMAL_2023_2024,gross_delta,0.0013760180261929633,-0.0009644693314901727,0.003846219741296043,0.86225,97
KOSPI_ALL,5,10,NORMAL_2023_2024,net_0,0.0013760180261929633,-0.0010863180230261439,0.003893643120651156,0.85925,97
KOSPI_ALL,5,10,NORMAL_2023_2024,net_30,0.0011340077169146126,-0.001263808517195367,0.003571320871023106,0.8255,97
KOSPI_ALL,5,10,NORMAL_2023_2024,net_60,0.0008919974076362624,-0.0015185697032389814,0.0034454265424131727,0.76675,97
KOSPI_ALL,5,10,YTD_2026,gross_delta,1.3747335900153577e-05,-0.007405371598309364,0.007233011620777419,0.4885,28
KOSPI_ALL,5,10,YTD_2026,net_0,1.3747335900153577e-05,-0.007641510885975206,0.007356133602766127,0.51175,28
KOSPI_ALL,5,10,YTD_2026,net_30,-0.00021393123552841873,-0.007302111076538104,0.006987140437252051,0.47975,28
KOSPI_ALL,5,10,YTD_2026,net_60,-0.0004416098069569898,-0.008081948742422034,0.007085265829773642,0.46275,28
KOSPI_ALL,5,20,BULL_2025,gross_delta,0.0019092043607858561,-9.050573756917372e-05,0.004079857461658446,0.96875,49
KOSPI_ALL,5,20,BULL_2025,net_0,0.0019092043607858561,-5.768848580579336e-06,0.004044882468321916,0.974,49
KOSPI_ALL,5,20,BULL_2025,net_30,0.0017898166056838154,-0.00022078353631341607,0.003945781879081952,0.95725,49
KOSPI_ALL,5,20,BULL_2025,net_60,0.0016704288505817743,-0.0003271362837383776,0.0039046514107146796,0.94425,49
KOSPI_ALL,5,20,EARLY_2016_2019,gross_delta,0.0004788910024897483,-2.4885823118612373e-05,0.0009730739184235535,0.97,196
KOSPI_ALL,5,20,EARLY_2016_2019,net_0,0.0004788910024897483,-1.4618452799113523e-05,0.0009700898629834273,0.97125,196
KOSPI_ALL,5,20,EARLY_2016_2019,net_30,0.00041154406371423817,-0.00010228155764875101,0.0009204016926052133,0.941,196
KOSPI_ALL,5,20,EARLY_2016_2019,net_60,0.00034419712493872795,-0.00015573943013482086,0.0008423740081664437,0.914,196
KOSPI_ALL,5,20,LATE_2020_2022,gross_delta,0.0005730001186369858,-0.00016918087996179788,0.001296445952678956,0.93875,149
KOSPI_ALL,5,20,LATE_2020_2022,net_0,0.0005730001186369858,-0.00014148596085027736,0.001286294670955646,0.942,149
KOSPI_ALL,5,20,LATE_2020_2022,net_30,0.00044049172937524065,-0.0002853558104325086,0.0011833633212216283,0.885,149
KOSPI_ALL,5,20,LATE_2020_2022,net_60,0.00030798334011349586,-0.0004601379258054016,0.0010360955330989611,0.78275,149
KOSPI_ALL,5,20,NORMAL_2023_2024,gross_delta,0.0005613023597864844,-0.0007695849684363662,0.0019002946773982283,0.7975,97
KOSPI_ALL,5,20,NORMAL_2023_2024,net_0,0.0005613023597864844,-0.0007581086338093739,0.0018819531940320428,0.79475,97
KOSPI_ALL,5,20,NORMAL_2023_2024,net_30,0.0004373977206112266,-0.0008480649493046778,0.0017184618120712847,0.74575,97
KOSPI_ALL,5,20,NORMAL_2023_2024,net_60,0.00031349308143596873,-0.0009974932143804944,0.0016077036468164516,0.69575,97
KOSPI_ALL,5,20,YTD_2026,gross_delta,0.000890904113689915,-0.0012807778923094924,0.0034883035765837516,0.75275,28
KOSPI_ALL,5,20,YTD_2026,net_0,0.000890904113689915,-0.001249731800148372,0.0034993934177762883,0.75825,28
KOSPI_ALL,5,20,YTD_2026,net_30,0.0007810826851184864,-0.0013603856893009737,0.0033662382263210198,0.72525,28
KOSPI_ALL,5,20,YTD_2026,net_60,0.0006712612565470578,-0.0014922652739695632,0.0032991408592025597,0.69,28
KOSPI_ALL,10,10,BULL_2025,gross_delta,0.007666701416947408,0.0024848926003350775,0.013584518479548805,0.9975,25
KOSPI_ALL,10,10,BULL_2025,net_0,0.007666701416947408,0.0022867966539972242,0.013642977725201566,0.99775,25
KOSPI_ALL,10,10,BULL_2025,net_30,0.007434201416947407,0.0018127211356840185,0.013475346289772415,0.9965,25
KOSPI_ALL,10,10,BULL_2025,net_60,0.0072017014169474085,0.0017408327319249144,0.013265911258965844,0.993,25
KOSPI_ALL,10,10,EARLY_2016_2019,gross_delta,0.0015418711511470985,-0.0004946490465981235,0.0036057014381234674,0.93625,98
KOSPI_ALL,10,10,EARLY_2016_2019,net_0,0.0015418711511470985,-0.0004961347063021575,0.003543137679938005,0.93225,98
KOSPI_ALL,10,10,EARLY_2016_2019,net_30,0.001346718089922608,-0.0006914750415202657,0.003432185502586863,0.907,98
KOSPI_ALL,10,10,EARLY_2016_2019,net_60,0.0011515650286981185,-0.0008650636582427436,0.0031950623757015096,0.862,98
KOSPI_ALL,10,10,LATE_2020_2022,gross_delta,0.0017435585874187216,-0.0012830509782986131,0.004773506383730047,0.8625,75
KOSPI_ALL,10,10,LATE_2020_2022,net_0,0.0017435585874187216,-0.0014512446468987845,0.004809923973672616,0.863,75
KOSPI_ALL,10,10,LATE_2020_2022,net_30,0.0014665585874187224,-0.0017171669402403624,0.004451501711551452,0.81625,75
KOSPI_ALL,10,10,LATE_2020_2022,net_60,0.0011895585874187212,-0.0018942422479565474,0.00430164485606753,0.78775,75
KOSPI_ALL,10,10,NORMAL_2023_2024,gross_delta,0.0038384051302450873,-8.210739200825837e-05,0.007691908666920139,0.973,48
KOSPI_ALL,10,10,NORMAL_2023_2024,net_0,0.0038384051302450873,-4.074057377153423e-05,0.007846038407598784,0.97425,48
KOSPI_ALL,10,10,NORMAL_2023_2024,net_30,0.0035673113802450877,-0.00024143856568511812,0.007415399900635151,0.96675,48
KOSPI_ALL,10,10,NORMAL_2023_2024,net_60,0.003296217630245088,-0.0004889346241852266,0.007128780194604642,0.959,48
KOSPI_ALL,10,10,YTD_2026,gross_delta,-0.002219312762008961,-0.0187758755331413,0.01568423409034634,0.397,13
KOSPI_ALL,10,10,YTD_2026,net_0,-0.002219312762008961,-0.01848228231371837,0.01609225617107325,0.4035,13
KOSPI_ALL,10,10,YTD_2026,net_30,-0.002476043531239732,-0.01920295436399431,0.015397528776729145,0.3765,13
KOSPI_ALL,10,10,YTD_2026,net_60,-0.0027327743004704986,-0.019391562501807208,0.015178955327556927,0.37975,13
KOSPI_ALL,10,20,BULL_2025,gross_delta,0.0027359705886824907,-0.001420615789026291,0.007144683664047612,0.89375,25
KOSPI_ALL,10,20,BULL_2025,net_0,0.0027359705886824907,-0.0014466520434860332,0.007359735337233869,0.88575,25
KOSPI_ALL,10,20,BULL_2025,net_30,0.002600970588682491,-0.0015365514696370336,0.007242268659165236,0.88175,25
KOSPI_ALL,10,20,BULL_2025,net_60,0.002465970588682491,-0.001707703454824677,0.0072104263345723766,0.862,25
KOSPI_ALL,10,20,EARLY_2016_2019,gross_delta,0.0003487730425639145,-0.0008316376838109347,0.0014579158315489598,0.7285,98
KOSPI_ALL,10,20,EARLY_2016_2019,net_0,0.0003487730425639145,-0.0007801680648352084,0.0014648565713059197,0.723,98
KOSPI_ALL,10,20,EARLY_2016_2019,net_30,0.0002599975323598327,-0.0008894285820689399,0.0013706653256750326,0.67425,98
KOSPI_ALL,10,20,EARLY_2016_2019,net_60,0.00017122202215575112,-0.000943687682330221,0.0012797864323587779,0.61925,98
KOSPI_ALL,10,20,LATE_2020_2022,gross_delta,0.0007175085720929224,-0.0010480220525551844,0.0025136619866141397,0.794,75
KOSPI_ALL,10,20,LATE_2020_2022,net_0,0.0007175085720929224,-0.0011203158839558217,0.0023703127652955507,0.78125,75
KOSPI_ALL,10,20,LATE_2020_2022,net_30,0.0005712585720929223,-0.0011602237590234363,0.002288605834428535,0.72975,75
KOSPI_ALL,10,20,LATE_2020_2022,net_60,0.00042500857209292235,-0.0013643509836863883,0.0021654704059874325,0.68525,75
KOSPI_ALL,10,20,NORMAL_2023_2024,gross_delta,0.0005750031463474691,-0.0022807199944331253,0.003313636603084218,0.65475,48
KOSPI_ALL,10,20,NORMAL_2023_2024,net_0,0.0005750031463474691,-0.002232993416352836,0.0031722255585383313,0.664,48
KOSPI_ALL,10,20,NORMAL_2023_2024,net_30,0.00040508127134746924,-0.002530571616619638,0.0030037593029707517,0.60275,48
KOSPI_ALL,10,20,NORMAL_2023_2024,net_60,0.00023515939634746914,-0.0025364232192105086,0.002953018215979513,0.56925,48
KOSPI_ALL,10,20,YTD_2026,gross_delta,0.0019144230575867361,-0.003521599312889091,0.007535931924978215,0.74175,13
