universe,horizon,topn,sample,metric,mean,ci025,ci975,p_gt0,n_dates
KOSPI_ALL,10,20,YTD_2026,net_0,0.0019144230575867361,-0.0035827587048377877,0.007748539436864794,0.734,13
KOSPI_ALL,10,20,YTD_2026,net_30,0.0017615384422021208,-0.003676652935607018,0.007393685349139215,0.72625,13
KOSPI_ALL,10,20,YTD_2026,net_60,0.0016086538268175051,-0.0035855303192125383,0.007355691147993132,0.70125,13
KOSPI_ALL,20,10,BULL_2025,gross_delta,0.01630751737105402,0.00714549761413553,0.027171698840065244,1.0,12
KOSPI_ALL,20,10,BULL_2025,net_0,0.01630751737105402,0.00714549761413553,0.027676036634645917,1.0,12
KOSPI_ALL,20,10,BULL_2025,net_30,0.01601376737105402,0.006765188816632955,0.02743334060888982,1.0,12
KOSPI_ALL,20,10,BULL_2025,net_60,0.01572001737105402,0.00646424761413553,0.026684198840065246,1.0,12
KOSPI_ALL,20,10,EARLY_2016_2019,gross_delta,0.001835927130924227,-0.0018393391915284836,0.005334878250543179,0.83825,49
KOSPI_ALL,20,10,EARLY_2016_2019,net_0,0.001835927130924227,-0.0018979170936831355,0.005444405902534993,0.83125,49
KOSPI_ALL,20,10,EARLY_2016_2019,net_30,0.0015986822329650432,-0.002146815318595233,0.0050875063620641325,0.80125,49
KOSPI_ALL,20,10,EARLY_2016_2019,net_60,0.0013614373350058597,-0.0023174967800282404,0.004968936924790989,0.7715,49
KOSPI_ALL,20,10,LATE_2020_2022,gross_delta,0.005651056262854668,-0.0019366743724845894,0.013418286916060262,0.92125,38
KOSPI_ALL,20,10,LATE_2020_2022,net_0,0.005651056262854668,-0.001675279776934648,0.013611741298112802,0.93175,38
KOSPI_ALL,20,10,LATE_2020_2022,net_30,0.005368819420749406,-0.0017049076149421056,0.013379273389724451,0.92475,38
KOSPI_ALL,20,10,LATE_2020_2022,net_60,0.005086582578644144,-0.0023395588086884364,0.013006946463156449,0.9055,38
KOSPI_ALL,20,10,NORMAL_2023_2024,gross_delta,0.0006395551972145953,-0.004224598581645581,0.006423924461438321,0.5805,24
KOSPI_ALL,20,10,NORMAL_2023_2024,net_0,0.0006395551972145953,-0.004188540945524301,0.006230830523155526,0.58275,24
KOSPI_ALL,20,10,NORMAL_2023_2024,net_30,0.00031299269721459547,-0.004528368711534539,0.005973918837883841,0.52275,24
KOSPI_ALL,20,10,NORMAL_2023_2024,net_60,-1.3569802785403859e-05,-0.00477567770361965,0.005485692725071913,0.48025,24
KOSPI_ALL,20,20,BULL_2025,gross_delta,0.003871275229617568,-0.0022456999292745227,0.011630263248545105,0.83075,12
KOSPI_ALL,20,20,BULL_2025,net_0,0.003871275229617568,-0.0022884256058358257,0.012323226527312311,0.8375,12
KOSPI_ALL,20,20,BULL_2025,net_30,0.003744712729617567,-0.0025030161794188143,0.01222791402731231,0.8265,12
KOSPI_ALL,20,20,BULL_2025,net_60,0.0036181502296175685,-0.0025674333997408815,0.011472674810601198,0.80575,12
KOSPI_ALL,20,20,EARLY_2016_2019,gross_delta,4.660223237133735e-05,-0.0020972906078912156,0.0020153123049750023,0.521,49
KOSPI_ALL,20,20,EARLY_2016_2019,net_0,4.660223237133735e-05,-0.0020404826820249146,0.0020291864173207644,0.5325,49
KOSPI_ALL,20,20,EARLY_2016_2019,net_30,-5.0591645179683235e-05,-0.0021351437978527022,0.001871398044156959,0.478,49
KOSPI_ALL,20,20,EARLY_2016_2019,net_60,-0.00014778552273070347,-0.0022749255200337475,0.00174835198456962,0.449,49
KOSPI_ALL,20,20,LATE_2020_2022,gross_delta,0.0025926971400704823,-0.0004916409979627662,0.0055528778160501766,0.9485,38
KOSPI_ALL,20,20,LATE_2020_2022,net_0,0.0025926971400704823,-0.0006033118662504489,0.005681579210090891,0.94525,38
KOSPI_ALL,20,20,LATE_2020_2022,net_30,0.0024298681927020626,-0.0005449919304272678,0.005426684372110147,0.9435,38
KOSPI_ALL,20,20,LATE_2020_2022,net_60,0.00226703924533364,-0.0007675723361584428,0.005275482600802241,0.92925,38
KOSPI_ALL,20,20,NORMAL_2023_2024,gross_delta,0.0002098972415770234,-0.004158154363448174,0.004966751437231774,0.526,24
KOSPI_ALL,20,20,NORMAL_2023_2024,net_0,0.0002098972415770234,-0.00433964937578063,0.004825669048056142,0.53125,24
KOSPI_ALL,20,20,NORMAL_2023_2024,net_30,1.5365991577023726e-05,-0.004582494713718558,0.004704030091401213,0.5045,24
KOSPI_ALL,20,20,NORMAL_2023_2024,net_60,-0.00017916525842297566,-0.004757952106510807,0.004563745410681036,0.449,24
KOSPI_EX_K200,5,10,BULL_2025,gross_delta,0.0021821055782104784,-0.0006083892565456647,0.0049743919195006266,0.94025,49
KOSPI_EX_K200,5,10,BULL_2025,net_0,0.0021821055782104784,-0.0005457225321841092,0.005116180426751069,0.94325,49
KOSPI_EX_K200,5,10,BULL_2025,net_30,0.0020512382312717027,-0.0007749468127773011,0.004899539833294611,0.91775,49
KOSPI_EX_K200,5,10,BULL_2025,net_60,0.0019203708843329272,-0.0008612167869542892,0.004837926565634027,0.9055,49
KOSPI_EX_K200,5,10,EARLY_2016_2019,gross_delta,0.0009400784982269099,0.00034301232024840046,0.0015465618401000253,0.99825,196
KOSPI_EX_K200,5,10,EARLY_2016_2019,net_0,0.0009400784982269099,0.0003546210400732035,0.0015291110829588179,0.999,196
KOSPI_EX_K200,5,10,EARLY_2016_2019,net_30,0.0008775147227167058,0.00031176132338250846,0.0014535652322054528,0.99825,196
KOSPI_EX_K200,5,10,EARLY_2016_2019,net_60,0.0008149509472065017,0.00023137521706296916,0.0014078617563435193,0.99575,196
KOSPI_EX_K200,5,10,LATE_2020_2022,gross_delta,-0.00047533180546997073,-0.0014416458124157593,0.0004921786065520189,0.1775,149
KOSPI_EX_K200,5,10,LATE_2020_2022,net_0,-0.00047533180546997073,-0.0015138529628076765,0.0004943539914081152,0.17025,149
KOSPI_EX_K200,5,10,LATE_2020_2022,net_30,-0.0005996606645303736,-0.0016222902433536412,0.0003597660997505549,0.1195,149
KOSPI_EX_K200,5,10,LATE_2020_2022,net_60,-0.0007239895235907763,-0.00175872394453977,0.00020567352740369352,0.07375,149
KOSPI_EX_K200,5,10,NORMAL_2023_2024,gross_delta,0.0010391771592144453,-0.0008226672080032682,0.0027699630574604685,0.85925,97
KOSPI_EX_K200,5,10,NORMAL_2023_2024,net_0,0.0010391771592144453,-0.000858177837401001,0.0028212849260282917,0.869,97
KOSPI_EX_K200,5,10,NORMAL_2023_2024,net_30,0.0009143060251938268,-0.000944349778001826,0.002729318271859778,0.8295,97
KOSPI_EX_K200,5,10,NORMAL_2023_2024,net_60,0.0007894348911732082,-0.001180684364184822,0.0026181206268500058,0.79725,97
KOSPI_EX_K200,5,10,YTD_2026,gross_delta,-0.0010705093052556295,-0.006669073088215708,0.004274053234751755,0.3555,28
KOSPI_EX_K200,5,10,YTD_2026,net_0,-0.0010705093052556295,-0.006998617579194427,0.004240584542077149,0.351,28
KOSPI_EX_K200,5,10,YTD_2026,net_30,-0.0011990807338270583,-0.006846187590468939,0.004022341314387565,0.33675,28
KOSPI_EX_K200,5,10,YTD_2026,net_60,-0.0013276521623984867,-0.006985996100428043,0.004153507899925797,0.31975,28
KOSPI_EX_K200,5,20,BULL_2025,gross_delta,0.0009940378336982549,0.0002668410610617619,0.0017259092035004735,0.99575,49
KOSPI_EX_K200,5,20,BULL_2025,net_0,0.0009940378336982549,0.000282206529745213,0.0017444729244921508,0.99825,49
KOSPI_EX_K200,5,20,BULL_2025,net_30,0.0009416143643104999,0.0001902414888513716,0.0016598601782311752,0.99425,49
KOSPI_EX_K200,5,20,BULL_2025,net_60,0.0008891908949227447,0.00018554432299301514,0.0016074264248547103,0.99325,49
KOSPI_EX_K200,5,20,EARLY_2016_2019,gross_delta,0.0002504318543003245,-7.404889835794572e-05,0.0005614262609779504,0.93925,196
KOSPI_EX_K200,5,20,EARLY_2016_2019,net_0,0.0002504318543003245,-6.448827295137223e-05,0.0005787816439070417,0.93825,196
KOSPI_EX_K200,5,20,EARLY_2016_2019,net_30,0.00022909894613705914,-8.448216578493962e-05,0.0005441249641128201,0.92575,196
KOSPI_EX_K200,5,20,EARLY_2016_2019,net_60,0.00020776603797379378,-9.445638580591557e-05,0.0005454435922117879,0.9055,196
KOSPI_EX_K200,5,20,LATE_2020_2022,gross_delta,0.00011833180982746716,-0.00040673484428467186,0.0006807211567062886,0.6645,149
KOSPI_EX_K200,5,20,LATE_2020_2022,net_0,0.00011833180982746716,-0.0004292595200921144,0.0006825441303007965,0.65725,149
KOSPI_EX_K200,5,20,LATE_2020_2022,net_30,6.749288365297052e-05,-0.0004654719504156327,0.0006272512052211406,0.57675,149
KOSPI_EX_K200,5,20,LATE_2020_2022,net_60,1.665395747847391e-05,-0.000521673302494111,0.0005834995803536965,0.52025,149
KOSPI_EX_K200,5,20,NORMAL_2023_2024,gross_delta,0.00025727635311446266,-0.0005727911957434125,0.0011188848003844017,0.72875,97
KOSPI_EX_K200,5,20,NORMAL_2023_2024,net_0,0.00025727635311446266,-0.0005495964870446928,0.0010738332268134358,0.72525,97
KOSPI_EX_K200,5,20,NORMAL_2023_2024,net_30,0.00019851346651652443,-0.0005927531164048443,0.0010177230131974454,0.6935,97
KOSPI_EX_K200,5,20,NORMAL_2023_2024,net_60,0.00013975057991858628,-0.0006806634453182565,0.0009769348895546188,0.63475,97
KOSPI_EX_K200,5,20,YTD_2026,gross_delta,0.0011171985933504033,-0.0003230214320392111,0.002578064346644569,0.93275,28
KOSPI_EX_K200,5,20,YTD_2026,net_0,0.0011171985933504033,-0.00030746305302201647,0.002654082178508979,0.9385,28
KOSPI_EX_K200,5,20,YTD_2026,net_30,0.0010522432362075464,-0.00041171887876609574,0.0025385701395284443,0.91975,28
KOSPI_EX_K200,5,20,YTD_2026,net_60,0.0009872878790646892,-0.0004403019666577791,0.0024847068381781295,0.91175,28
KOSPI_EX_K200,10,10,BULL_2025,gross_delta,0.0032364331062779356,-0.0022789410159579676,0.009415201468787725,0.8685,25
KOSPI_EX_K200,10,10,BULL_2025,net_0,0.0032364331062779356,-0.002303886655333979,0.009007482957141046,0.86475,25
KOSPI_EX_K200,10,10,BULL_2025,net_30,0.0031029331062779352,-0.0025952709887722154,0.00929762747530985,0.85275,25
KOSPI_EX_K200,10,10,BULL_2025,net_60,0.002969433106277935,-0.0027784214021478004,0.008768694551444812,0.84475,25
KOSPI_EX_K200,10,10,EARLY_2016_2019,gross_delta,0.0004998115784508331,-0.0007072033697046169,0.0017658503495388573,0.79475,98
KOSPI_EX_K200,10,10,EARLY_2016_2019,net_0,0.0004998115784508331,-0.0007262563154449955,0.0017512065652172655,0.79025,98
KOSPI_EX_K200,10,10,EARLY_2016_2019,net_30,0.00042060239477736353,-0.0008527566316851489,0.0016649848234976472,0.756,98
KOSPI_EX_K200,10,10,EARLY_2016_2019,net_60,0.0003413932111038942,-0.0009434625463997881,0.001586251229319336,0.70675,98
KOSPI_EX_K200,10,10,LATE_2020_2022,gross_delta,-0.0009092919061235509,-0.0032536995236426896,0.0013670037584995547,0.235,75
KOSPI_EX_K200,10,10,LATE_2020_2022,net_0,-0.0009092919061235509,-0.0033301546141634697,0.0013012962974241528,0.219,75
KOSPI_EX_K200,10,10,LATE_2020_2022,net_30,-0.0010502919061235513,-0.0033325495694644268,0.001199593386773492,0.19025,75
KOSPI_EX_K200,10,10,LATE_2020_2022,net_60,-0.0011912919061235511,-0.003488288682722406,0.0009369411617293691,0.142,75
KOSPI_EX_K200,10,10,NORMAL_2023_2024,gross_delta,0.001774618333180731,-0.001764463492415816,0.005288231145807828,0.82875,48
KOSPI_EX_K200,10,10,NORMAL_2023_2024,net_0,0.001774618333180731,-0.001887201905065748,0.005331446638387142,0.8315,48
KOSPI_EX_K200,10,10,NORMAL_2023_2024,net_30,0.001605087083180731,-0.002043713695378516,0.005265358911076692,0.80225,48
KOSPI_EX_K200,10,10,NORMAL_2023_2024,net_60,0.0014355558331807308,-0.002222005311755406,0.005043646110288061,0.788,48
KOSPI_EX_K200,10,10,YTD_2026,gross_delta,-0.003492221841867341,-0.015029144029645369,0.008665704586756312,0.29925,13
KOSPI_EX_K200,10,10,YTD_2026,net_0,-0.003492221841867341,-0.01481479911550621,0.00843530088438846,0.29125,13
KOSPI_EX_K200,10,10,YTD_2026,net_30,-0.0036768372264827263,-0.01497607212650791,0.00854714209068334,0.29425,13
KOSPI_EX_K200,10,10,YTD_2026,net_60,-0.0038614526110981114,-0.01513931176635487,0.008063773274919984,0.28225,13
KOSPI_EX_K200,10,20,BULL_2025,gross_delta,0.001103935193157967,-0.0003900669538943847,0.002515594811071791,0.92775,25
KOSPI_EX_K200,10,20,BULL_2025,net_0,0.001103935193157967,-0.00038528402442471215,0.0024920559571672777,0.926,25
KOSPI_EX_K200,10,20,BULL_2025,net_30,0.0010679351931579672,-0.00043839674534271037,0.0024781328573286413,0.91375,25
KOSPI_EX_K200,10,20,BULL_2025,net_60,0.001031935193157967,-0.00042627236538725886,0.002483262545441912,0.90875,25
KOSPI_EX_K200,10,20,EARLY_2016_2019,gross_delta,0.0003773837439609105,-0.0002217699108137066,0.0010287046683700987,0.8765,98
KOSPI_EX_K200,10,20,EARLY_2016_2019,net_0,0.0003773837439609105,-0.00021084604074097127,0.0010307362066210668,0.89175,98
KOSPI_EX_K200,10,20,EARLY_2016_2019,net_30,0.0003571031317160125,-0.00021856975121642893,0.0010139311861414003,0.87375,98
KOSPI_EX_K200,10,20,EARLY_2016_2019,net_60,0.00033682251947111453,-0.00024332862045078486,0.001028354586016136,0.854,98
KOSPI_EX_K200,10,20,LATE_2020_2022,gross_delta,2.8281939059669945e-05,-0.0008799589986061151,0.0010171059254605996,0.5105,75
KOSPI_EX_K200,10,20,LATE_2020_2022,net_0,2.8281939059669945e-05,-0.0009247120821932659,0.0009876229472001567,0.508,75
KOSPI_EX_K200,10,20,LATE_2020_2022,net_30,-3.1718060940330185e-05,-0.001008625976879066,0.0009228971858957193,0.46725,75
KOSPI_EX_K200,10,20,LATE_2020_2022,net_60,-9.171806094033003e-05,-0.000993147579563431,0.0008718204564544197,0.44825,75
KOSPI_EX_K200,10,20,NORMAL_2023_2024,gross_delta,0.0009633302265644974,-0.00019792299060746,0.0021443598084411168,0.95275,48
KOSPI_EX_K200,10,20,NORMAL_2023_2024,net_0,0.0009633302265644974,-0.00015703506947275218,0.002110874297833149,0.95,48
KOSPI_EX_K200,10,20,NORMAL_2023_2024,net_30,0.0008957521015644974,-0.00024137733878350234,0.002058508437159851,0.93875,48
KOSPI_EX_K200,10,20,NORMAL_2023_2024,net_60,0.0008281739765644974,-0.00033465751026390505,0.0019997484805129072,0.92475,48
KOSPI_EX_K200,10,20,YTD_2026,gross_delta,0.0019844605993703276,-0.002377016946045043,0.005737387338071207,0.811,13
KOSPI_EX_K200,10,20,YTD_2026,net_0,0.0019844605993703276,-0.0026948030902809103,0.0057285540175922856,0.8015,13
KOSPI_EX_K200,10,20,YTD_2026,net_30,0.0018849413686010967,-0.0026903371820771495,0.00566584517324115,0.80375,13
KOSPI_EX_K200,10,20,YTD_2026,net_60,0.0017854221378318662,-0.0026413977310770264,0.005497183059593921,0.80175,13
KOSPI_EX_K200,20,10,BULL_2025,gross_delta,0.0038271674781358354,-0.004521361626087679,0.01413901502308222,0.74625,12
KOSPI_EX_K200,20,10,BULL_2025,net_0,0.0038271674781358354,-0.004521361626087679,0.014223130759222316,0.7385,12
KOSPI_EX_K200,20,10,BULL_2025,net_30,0.0036990424781358374,-0.0042680520514146725,0.013990258251964897,0.76425,12
KOSPI_EX_K200,20,10,BULL_2025,net_60,0.0035709174781358346,-0.004394729558649426,0.013935630759222314,0.73775,12
KOSPI_EX_K200,20,10,EARLY_2016_2019,gross_delta,-3.098731946411874e-05,-0.002144565046703852,0.002015198097807585,0.49975,49
KOSPI_EX_K200,20,10,EARLY_2016_2019,net_0,-3.098731946411874e-05,-0.002156789474767287,0.0020625241126224544,0.49275,49
KOSPI_EX_K200,20,10,EARLY_2016_2019,net_30,-9.756895211718013e-05,-0.0022426890119113755,0.001955503656589568,0.4615,49
KOSPI_EX_K200,20,10,EARLY_2016_2019,net_60,-0.0001641505847702413,-0.0022696449070706993,0.0019213097531784904,0.44325,49
KOSPI_EX_K200,20,10,LATE_2020_2022,gross_delta,-0.0005487790816358183,-0.003279806721456319,0.0022329203441010283,0.35025,38
KOSPI_EX_K200,20,10,LATE_2020_2022,net_0,-0.0005487790816358183,-0.0033704450759395,0.0024337648466377136,0.3385,38
KOSPI_EX_K200,20,10,LATE_2020_2022,net_30,-0.0006375948711095025,-0.0033613268163586703,0.0021547946946309637,0.32175,38
KOSPI_EX_K200,20,10,LATE_2020_2022,net_60,-0.0007264106605831862,-0.003433097715192293,0.0020623396742294473,0.299,38
KOSPI_EX_K200,20,10,NORMAL_2023_2024,gross_delta,0.003106334031735911,-0.003145179345770358,0.00826737577983312,0.84575,24
KOSPI_EX_K200,20,10,NORMAL_2023_2024,net_0,0.003106334031735911,-0.0031441950013798067,0.00826750173675237,0.8525,24
KOSPI_EX_K200,20,10,NORMAL_2023_2024,net_30,0.0029438340317359105,-0.0033855497173271238,0.00815222211279061,0.83125,24
KOSPI_EX_K200,20,10,NORMAL_2023_2024,net_60,0.0027813340317359102,-0.0033249131293434935,0.007924247112100463,0.822,24
KOSPI_EX_K200,20,20,BULL_2025,gross_delta,0.001030986814086671,-0.0005814695604242971,0.002945334461902057,0.83325,12
KOSPI_EX_K200,20,20,BULL_2025,net_0,0.001030986814086671,-0.0006048254745814398,0.002984304555179311,0.84,12
KOSPI_EX_K200,20,20,BULL_2025,net_30,0.0009684868140866711,-0.0006967805982708034,0.0029311795551793113,0.82625,12
KOSPI_EX_K200,20,20,BULL_2025,net_60,0.0009059868140866711,-0.00072982547458144,0.0028780545551793115,0.79825,12
KOSPI_EX_K200,20,20,EARLY_2016_2019,gross_delta,0.0009979146973337913,-0.00020648761577567393,0.0022933398758143916,0.94725,49
KOSPI_EX_K200,20,20,EARLY_2016_2019,net_0,0.0009979146973337913,-0.00016478603391874294,0.002283600349448261,0.944,49
KOSPI_EX_K200,20,20,EARLY_2016_2019,net_30,0.0009849044932521587,-0.00017518463483361487,0.0022595081329533665,0.94675,49
KOSPI_EX_K200,20,20,EARLY_2016_2019,net_60,0.0009718942891705258,-0.00020911447462796284,0.0023135959936480166,0.9485,49
KOSPI_EX_K200,20,20,LATE_2020_2022,gross_delta,0.00016632428207829684,-0.00197353462453956,0.0022159338274343916,0.56375,38
KOSPI_EX_K200,20,20,LATE_2020_2022,net_0,0.00016632428207829684,-0.0021818820689307903,0.0021998126316967815,0.55525,38
KOSPI_EX_K200,20,20,LATE_2020_2022,net_30,0.00012043612418355981,-0.0021132302426518476,0.002142107590367441,0.55975,38
KOSPI_EX_K200,20,20,LATE_2020_2022,net_60,7.454796628882336e-05,-0.0021927684795196643,0.0021567874991262324,0.53825,38
KOSPI_EX_K200,20,20,NORMAL_2023_2024,gross_delta,0.001916244013411635,-0.0007353355223383277,0.004631874764993009,0.9165,24
KOSPI_EX_K200,20,20,NORMAL_2023_2024,net_0,0.001916244013411635,-0.0006360035471016941,0.004791169196203205,0.923,24
KOSPI_EX_K200,20,20,NORMAL_2023_2024,net_30,0.001835775263411635,-0.0007468106829207894,0.00464582095110083,0.9055,24
KOSPI_EX_K200,20,20,NORMAL_2023_2024,net_60,0.001755306513411635,-0.0009173469965094191,0.004571842512197266,0.899,24
KOSPI_KOSDAQ_ALL,5,10,BULL_2025,gross_delta,0.0038700444650536735,-0.0005425391323418721,0.008609226495684194,0.952,49
KOSPI_KOSDAQ_ALL,5,10,BULL_2025,net_0,0.0038700444650536735,-0.000772222346337197,0.008683645226574062,0.94975,49
KOSPI_KOSDAQ_ALL,5,10,BULL_2025,net_30,0.003585350587502652,-0.0007634462153665126,0.008173848993052402,0.94575,49
KOSPI_KOSDAQ_ALL,5,10,BULL_2025,net_60,0.0033006567099516312,-0.0012667244918539492,0.007979910220453707,0.9135,49
KOSPI_KOSDAQ_ALL,5,10,EARLY_2016_2019,gross_delta,0.0018493800464557488,0.0004829130845722907,0.0031929227611000263,0.997,196
KOSPI_KOSDAQ_ALL,5,10,EARLY_2016_2019,net_0,0.0018493800464557488,0.0005631714357556482,0.003182068455933758,0.99725,196
KOSPI_KOSDAQ_ALL,5,10,EARLY_2016_2019,net_30,0.0016180662709455445,0.00025452750510709574,0.0029310375471394297,0.9895,196
KOSPI_KOSDAQ_ALL,5,10,EARLY_2016_2019,net_60,0.0013867524954353405,6.893520774406149e-05,0.002702220855833651,0.98025,196
KOSPI_KOSDAQ_ALL,5,10,LATE_2020_2022,gross_delta,0.0006860884097423986,-0.0013147398135527864,0.0026928568368272615,0.76775,149
KOSPI_KOSDAQ_ALL,5,10,LATE_2020_2022,net_0,0.0006860884097423986,-0.0012550323286311027,0.002695821778094393,0.75675,149
KOSPI_KOSDAQ_ALL,5,10,LATE_2020_2022,net_30,0.00036041726880280106,-0.0016649670871599178,0.002381510681427271,0.6425,149
KOSPI_KOSDAQ_ALL,5,10,LATE_2020_2022,net_60,3.474612786320387e-05,-0.0018982650662302462,0.0020550452297871257,0.5135,149
KOSPI_KOSDAQ_ALL,5,10,NORMAL_2023_2024,gross_delta,-7.616797113551881e-05,-0.0029663964479639694,0.002789125434278897,0.48825,97
KOSPI_KOSDAQ_ALL,5,10,NORMAL_2023_2024,net_0,-7.616797113551881e-05,-0.0029582912363015526,0.0028407684561133945,0.47275,97
KOSPI_KOSDAQ_ALL,5,10,NORMAL_2023_2024,net_30,-0.0004043896206200552,-0.0033720462339393935,0.002472562540662542,0.39325,97
KOSPI_KOSDAQ_ALL,5,10,NORMAL_2023_2024,net_60,-0.0007326112701045909,-0.0035600157733068952,0.00205959336599161,0.31975,97
KOSPI_KOSDAQ_ALL,5,10,YTD_2026,gross_delta,0.007126170250752913,-0.00303492599496059,0.016583262635412387,0.91825,28
KOSPI_KOSDAQ_ALL,5,10,YTD_2026,net_0,0.007126170250752913,-0.0032976905727988962,0.01705681595112212,0.91325,28
KOSPI_KOSDAQ_ALL,5,10,YTD_2026,net_30,0.006860991679324341,-0.0036113587549246994,0.01650686174896948,0.9025,28
KOSPI_KOSDAQ_ALL,5,10,YTD_2026,net_60,0.00659581310789577,-0.0036381657534604356,0.01673834433467833,0.902,28
KOSPI_KOSDAQ_ALL,5,20,BULL_2025,gross_delta,0.0018055253551830075,-0.001181552450646619,0.004866134719769647,0.875,49
KOSPI_KOSDAQ_ALL,5,20,BULL_2025,net_0,0.0018055253551830075,-0.0011964898526422684,0.004987879833134151,0.87725,49
KOSPI_KOSDAQ_ALL,5,20,BULL_2025,net_30,0.0016126682123258644,-0.0014543658740462572,0.004622211519313313,0.84925,49
KOSPI_KOSDAQ_ALL,5,20,BULL_2025,net_60,0.001419811069468722,-0.001639468386901253,0.004550894349325078,0.818,49
KOSPI_KOSDAQ_ALL,5,20,EARLY_2016_2019,gross_delta,0.0012725998971640415,0.0005679349082983511,0.0019734919076686134,0.99975,196
KOSPI_KOSDAQ_ALL,5,20,EARLY_2016_2019,net_0,0.0012725998971640415,0.0005786511616747965,0.0019858445091275934,0.99875,196
KOSPI_KOSDAQ_ALL,5,20,EARLY_2016_2019,net_30,0.0011300616318579192,0.00041114581420292456,0.0018435315365552352,0.99875,196
KOSPI_KOSDAQ_ALL,5,20,EARLY_2016_2019,net_60,0.0009875233665517966,0.0002904401746638912,0.001742575574299037,0.997,196
KOSPI_KOSDAQ_ALL,5,20,LATE_2020_2022,gross_delta,0.0011820617371396623,-3.1783338912638646e-05,0.0024446239336703896,0.97225,149
KOSPI_KOSDAQ_ALL,5,20,LATE_2020_2022,net_0,0.0011820617371396623,1.0945195530023526e-05,0.0024922872398750718,0.97575,149
KOSPI_KOSDAQ_ALL,5,20,LATE_2020_2022,net_30,0.0009675063680121455,-0.0002153764157296999,0.0021685196676957314,0.94475,149
KOSPI_KOSDAQ_ALL,5,20,LATE_2020_2022,net_60,0.0007529509988846288,-0.00039879699507994366,0.0020222156093069065,0.894,149
KOSPI_KOSDAQ_ALL,5,20,NORMAL_2023_2024,gross_delta,0.0010122537453431315,-0.0007571797637888545,0.002620384989230567,0.88425,97
KOSPI_KOSDAQ_ALL,5,20,NORMAL_2023_2024,net_0,0.0010122537453431315,-0.0005418049549334461,0.0027219867989294864,0.8885,97
KOSPI_KOSDAQ_ALL,5,20,NORMAL_2023_2024,net_30,0.0008108362195699356,-0.0008153168543667367,0.0024869267524377753,0.83225,97
KOSPI_KOSDAQ_ALL,5,20,NORMAL_2023_2024,net_60,0.0006094186937967396,-0.0010904337997248894,0.0022211818430838363,0.766,97
KOSPI_KOSDAQ_ALL,5,20,YTD_2026,gross_delta,0.004767160633338761,-0.00028019956644851105,0.00975262667129252,0.966,28
KOSPI_KOSDAQ_ALL,5,20,YTD_2026,net_0,0.004767160633338761,-0.00033316126814489876,0.009900214756891177,0.969,28
KOSPI_KOSDAQ_ALL,5,20,YTD_2026,net_30,0.004536803490481619,-0.0007009446245061626,0.009604639527927476,0.9565,28
KOSPI_KOSDAQ_ALL,5,20,YTD_2026,net_60,0.0043064463476244754,-0.0007058245479774596,0.009465807848408973,0.95475,28
KOSPI_KOSDAQ_ALL,10,10,BULL_2025,gross_delta,0.006211903103536718,-0.001615555793375781,0.01477498833903336,0.9375,25
KOSPI_KOSDAQ_ALL,10,10,BULL_2025,net_0,0.006211903103536718,-0.0014648834883153957,0.014678758851253398,0.938,25
KOSPI_KOSDAQ_ALL,10,10,BULL_2025,net_30,0.005868403103536721,-0.001977974350493708,0.014550185089290776,0.9245,25
KOSPI_KOSDAQ_ALL,10,10,BULL_2025,net_60,0.005524903103536719,-0.002053963725573297,0.014033107875857575,0.9125,25
KOSPI_KOSDAQ_ALL,10,10,EARLY_2016_2019,gross_delta,0.0008829160021110103,-0.0021614424079105443,0.003819588340183361,0.713,98
KOSPI_KOSDAQ_ALL,10,10,EARLY_2016_2019,net_0,0.0008829160021110103,-0.0020626676276834463,0.003858773826839766,0.71225,98
KOSPI_KOSDAQ_ALL,10,10,EARLY_2016_2019,net_30,0.0005894211041518268,-0.002392333338504785,0.0035032833394649707,0.6625,98
KOSPI_KOSDAQ_ALL,10,10,EARLY_2016_2019,net_60,0.00029592620619264294,-0.002695080359961003,0.003235774343398177,0.579,98
KOSPI_KOSDAQ_ALL,10,10,LATE_2020_2022,gross_delta,0.0012608956232168327,-0.0031640421660483592,0.00577758065126526,0.694,75
KOSPI_KOSDAQ_ALL,10,10,LATE_2020_2022,net_0,0.0012608956232168327,-0.00320392185964826,0.005825922727814757,0.689,75
KOSPI_KOSDAQ_ALL,10,10,LATE_2020_2022,net_30,0.0008928956232168311,-0.0035238151544032034,0.005325331107080482,0.63675,75
KOSPI_KOSDAQ_ALL,10,10,LATE_2020_2022,net_60,0.0005248956232168316,-0.004026868889065164,0.005275670642249148,0.58,75
KOSPI_KOSDAQ_ALL,10,10,NORMAL_2023_2024,gross_delta,-0.0013056680522407398,-0.0051413156448452,0.002848869958938323,0.26425,48
KOSPI_KOSDAQ_ALL,10,10,NORMAL_2023_2024,net_0,-0.0013056680522407398,-0.005135889543886657,0.0029125422481124904,0.261,48
KOSPI_KOSDAQ_ALL,10,10,NORMAL_2023_2024,net_30,-0.0016869180522407403,-0.005570309058727294,0.0024880825527827275,0.2,48
KOSPI_KOSDAQ_ALL,10,10,NORMAL_2023_2024,net_60,-0.0020681680522407395,-0.005856020396218325,0.0023301576409695654,0.169,48
KOSPI_KOSDAQ_ALL,10,10,YTD_2026,gross_delta,0.01786190774533724,0.00022341362767866788,0.03394083932911595,0.977,13
