universe,variant,top_n,weighting,cost_bps,sample,n_periods,mean_delta_net,mean_delta_excess,delta_hit_rate
KOSDAQ,PCTL_KEEP_TOP60,30,rank_linear,60,TRAIN_2016_2022,167,0.002279494379546441,0.002279494379546441,0.5089820359281437
KOSDAQ,PCTL_KEEP_TOP60,30,rank_linear,100,POST_2023,86,0.007608850975652543,0.0076088509756525435,0.5930232558139535
KOSDAQ,PCTL_KEEP_TOP60,30,rank_linear,100,TRAIN_2016_2022,167,0.0015031462338316241,0.0015031462338316241,0.49700598802395207
KOSDAQ,PCTL_KEEP_TOP70,10,equal,0,POST_2023,86,0.006409305873693684,0.006409305873693684,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP70,10,equal,0,TRAIN_2016_2022,167,0.005913860825683295,0.005913860825683295,0.5149700598802395
KOSDAQ,PCTL_KEEP_TOP70,10,equal,30,POST_2023,86,0.005892771157507893,0.005892771157507891,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP70,10,equal,30,TRAIN_2016_2022,167,0.005412519750951696,0.005412519750951696,0.5149700598802395
KOSDAQ,PCTL_KEEP_TOP70,10,equal,60,POST_2023,86,0.0053762364413221,0.0053762364413221,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP70,10,equal,60,TRAIN_2016_2022,167,0.004911178676220097,0.004911178676220097,0.5089820359281437
KOSDAQ,PCTL_KEEP_TOP70,10,equal,100,POST_2023,86,0.004687523486407712,0.004687523486407712,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP70,10,equal,100,TRAIN_2016_2022,167,0.0042427239099112985,0.0042427239099112985,0.5089820359281437
KOSDAQ,PCTL_KEEP_TOP70,10,rank_linear,0,POST_2023,86,0.008685802044322932,0.008685802044322932,0.5930232558139535
KOSDAQ,PCTL_KEEP_TOP70,10,rank_linear,0,TRAIN_2016_2022,167,0.005603534181181159,0.005603534181181159,0.5329341317365269
KOSDAQ,PCTL_KEEP_TOP70,10,rank_linear,30,POST_2023,86,0.008125867519919864,0.008125867519919864,0.5813953488372093
KOSDAQ,PCTL_KEEP_TOP70,10,rank_linear,30,TRAIN_2016_2022,167,0.005074810596457024,0.005074810596457024,0.5508982035928144
KOSDAQ,PCTL_KEEP_TOP70,10,rank_linear,60,POST_2023,86,0.007565932995516793,0.007565932995516793,0.5813953488372093
KOSDAQ,PCTL_KEEP_TOP70,10,rank_linear,60,TRAIN_2016_2022,167,0.004546087011732893,0.004546087011732893,0.5449101796407185
KOSDAQ,PCTL_KEEP_TOP70,10,rank_linear,100,POST_2023,86,0.0068193536296460334,0.006819353629646035,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP70,10,rank_linear,100,TRAIN_2016_2022,167,0.0038411222321007143,0.0038411222321007156,0.5329341317365269
KOSDAQ,PCTL_KEEP_TOP70,20,equal,0,POST_2023,86,0.006836808351599352,0.006836808351599352,0.5697674418604651
KOSDAQ,PCTL_KEEP_TOP70,20,equal,0,TRAIN_2016_2022,167,0.002298181953271666,0.0022981819532716654,0.49101796407185627
KOSDAQ,PCTL_KEEP_TOP70,20,equal,30,POST_2023,86,0.006351554796716922,0.006351554796716923,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP70,20,equal,30,TRAIN_2016_2022,167,0.0018245408971408665,0.0018245408971408667,0.48502994011976047
KOSDAQ,PCTL_KEEP_TOP70,20,equal,60,POST_2023,86,0.005866301241834494,0.005866301241834493,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP70,20,equal,60,TRAIN_2016_2022,167,0.0013508998410100683,0.0013508998410100683,0.48502994011976047
KOSDAQ,PCTL_KEEP_TOP70,20,equal,100,POST_2023,86,0.005219296501991256,0.005219296501991256,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP70,20,equal,100,TRAIN_2016_2022,167,0.0007193784328356692,0.0007193784328356692,0.48502994011976047
KOSDAQ,PCTL_KEEP_TOP70,20,rank_linear,0,POST_2023,86,0.00903387179537331,0.00903387179537331,0.6046511627906976
KOSDAQ,PCTL_KEEP_TOP70,20,rank_linear,0,TRAIN_2016_2022,167,0.00483510337925127,0.00483510337925127,0.5568862275449101
KOSDAQ,PCTL_KEEP_TOP70,20,rank_linear,30,POST_2023,86,0.008526964615935762,0.008526964615935762,0.6046511627906976
KOSDAQ,PCTL_KEEP_TOP70,20,rank_linear,30,TRAIN_2016_2022,167,0.004338595883271618,0.004338595883271618,0.5389221556886228
KOSDAQ,PCTL_KEEP_TOP70,20,rank_linear,60,POST_2023,86,0.008020057436498218,0.008020057436498218,0.6046511627906976
KOSDAQ,PCTL_KEEP_TOP70,20,rank_linear,60,TRAIN_2016_2022,167,0.0038420883872919654,0.0038420883872919654,0.5209580838323353
KOSDAQ,PCTL_KEEP_TOP70,20,rank_linear,100,POST_2023,86,0.007344181197248156,0.007344181197248154,0.6046511627906976
KOSDAQ,PCTL_KEEP_TOP70,20,rank_linear,100,TRAIN_2016_2022,167,0.003180078392652429,0.003180078392652429,0.5149700598802395
KOSDAQ,PCTL_KEEP_TOP70,30,equal,0,POST_2023,86,0.005379838664382656,0.005379838664382657,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP70,30,equal,0,TRAIN_2016_2022,167,0.0023184713116790883,0.0023184713116790887,0.49700598802395207
KOSDAQ,PCTL_KEEP_TOP70,30,equal,30,POST_2023,86,0.0049095747146272045,0.0049095747146272045,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP70,30,equal,30,TRAIN_2016_2022,167,0.0018497222899243547,0.001849722289924355,0.48502994011976047
KOSDAQ,PCTL_KEEP_TOP70,30,equal,60,POST_2023,86,0.004439310764871752,0.004439310764871753,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP70,30,equal,60,TRAIN_2016_2022,167,0.0013809732681696225,0.0013809732681696228,0.47305389221556887
KOSDAQ,PCTL_KEEP_TOP70,30,equal,100,POST_2023,86,0.003812292165197818,0.003812292165197818,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP70,30,equal,100,TRAIN_2016_2022,167,0.0007559745724966451,0.0007559745724966451,0.4431137724550898
KOSDAQ,PCTL_KEEP_TOP70,30,rank_linear,0,POST_2023,86,0.007604779798386138,0.007604779798386138,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP70,30,rank_linear,0,TRAIN_2016_2022,167,0.003456684380631871,0.003456684380631871,0.5568862275449101
KOSDAQ,PCTL_KEEP_TOP70,30,rank_linear,30,POST_2023,86,0.007102535200032694,0.007102535200032694,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP70,30,rank_linear,30,TRAIN_2016_2022,167,0.0029755626699239346,0.002975562669923934,0.5508982035928144
KOSDAQ,PCTL_KEEP_TOP70,30,rank_linear,60,POST_2023,86,0.00660029060167925,0.00660029060167925,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP70,30,rank_linear,60,TRAIN_2016_2022,167,0.0024944409592159975,0.002494440959215998,0.5269461077844312
KOSDAQ,PCTL_KEEP_TOP70,30,rank_linear,100,POST_2023,86,0.005930631137207992,0.005930631137207992,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP70,30,rank_linear,100,TRAIN_2016_2022,167,0.0018529453449387485,0.0018529453449387485,0.5089820359281437
KOSDAQ,PCTL_KEEP_TOP80,10,equal,0,POST_2023,86,0.005200230378633857,0.005200230378633857,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP80,10,equal,0,TRAIN_2016_2022,167,0.0038874914623815847,0.0038874914623815847,0.5149700598802395
KOSDAQ,PCTL_KEEP_TOP80,10,equal,30,POST_2023,86,0.004668439645151424,0.0046684396451514235,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP80,10,equal,30,TRAIN_2016_2022,167,0.003458675696251081,0.0034586756962510807,0.5329341317365269
KOSDAQ,PCTL_KEEP_TOP80,10,equal,60,POST_2023,86,0.0041366489116689935,0.0041366489116689935,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP80,10,equal,60,TRAIN_2016_2022,167,0.0030298599301205793,0.003029859930120579,0.5269461077844312
KOSDAQ,PCTL_KEEP_TOP80,10,equal,100,POST_2023,86,0.003427594600359085,0.003427594600359085,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP80,10,equal,100,TRAIN_2016_2022,167,0.0024581055752799087,0.002458105575279909,0.5209580838323353
KOSDAQ,PCTL_KEEP_TOP80,10,rank_linear,0,POST_2023,86,0.0042166967712341,0.0042166967712341,0.5697674418604651
KOSDAQ,PCTL_KEEP_TOP80,10,rank_linear,0,TRAIN_2016_2022,167,0.0027753384101234205,0.0027753384101234205,0.5389221556886228
KOSDAQ,PCTL_KEEP_TOP80,10,rank_linear,30,POST_2023,86,0.0036667728522485673,0.0036667728522485686,0.5813953488372093
KOSDAQ,PCTL_KEEP_TOP80,10,rank_linear,30,TRAIN_2016_2022,167,0.0023064051702977005,0.0023064051702977,0.5568862275449101
KOSDAQ,PCTL_KEEP_TOP80,10,rank_linear,60,POST_2023,86,0.003116848933263032,0.003116848933263033,0.5813953488372093
KOSDAQ,PCTL_KEEP_TOP80,10,rank_linear,60,TRAIN_2016_2022,167,0.0018374719304719823,0.0018374719304719823,0.5449101796407185
KOSDAQ,PCTL_KEEP_TOP80,10,rank_linear,100,POST_2023,86,0.002383617041282319,0.0023836170412823206,0.5697674418604651
KOSDAQ,PCTL_KEEP_TOP80,10,rank_linear,100,TRAIN_2016_2022,167,0.0012122276107043564,0.0012122276107043566,0.5269461077844312
KOSDAQ,PCTL_KEEP_TOP80,20,equal,0,POST_2023,86,0.0033473632109671855,0.0033473632109671846,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP80,20,equal,0,TRAIN_2016_2022,167,0.0014690412421479366,0.0014690412421479366,0.5209580838323353
KOSDAQ,PCTL_KEEP_TOP80,20,equal,30,POST_2023,86,0.0029841643714872425,0.002984164371487243,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP80,20,equal,30,TRAIN_2016_2022,167,0.0010803709028164089,0.0010803709028164093,0.5029940119760479
KOSDAQ,PCTL_KEEP_TOP80,20,equal,60,POST_2023,86,0.002620965532007302,0.0026209655320073018,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP80,20,equal,60,TRAIN_2016_2022,167,0.0006917005634848816,0.0006917005634848816,0.49101796407185627
KOSDAQ,PCTL_KEEP_TOP80,20,equal,100,POST_2023,86,0.002136700412700713,0.002136700412700713,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP80,20,equal,100,TRAIN_2016_2022,167,0.00017347344437617783,0.00017347344437617794,0.47305389221556887
KOSDAQ,PCTL_KEEP_TOP80,20,rank_linear,0,POST_2023,86,0.004667514116017948,0.004667514116017948,0.5813953488372093
KOSDAQ,PCTL_KEEP_TOP80,20,rank_linear,0,TRAIN_2016_2022,167,0.0036514525651590865,0.0036514525651590865,0.5508982035928144
KOSDAQ,PCTL_KEEP_TOP80,20,rank_linear,30,POST_2023,86,0.004210960262938796,0.004210960262938796,0.5697674418604651
KOSDAQ,PCTL_KEEP_TOP80,20,rank_linear,30,TRAIN_2016_2022,167,0.003249009140261822,0.003249009140261822,0.5329341317365269
KOSDAQ,PCTL_KEEP_TOP80,20,rank_linear,60,POST_2023,86,0.0037544064098596463,0.003754406409859647,0.5697674418604651
KOSDAQ,PCTL_KEEP_TOP80,20,rank_linear,60,TRAIN_2016_2022,167,0.0028465657153645563,0.002846565715364556,0.5149700598802395
KOSDAQ,PCTL_KEEP_TOP80,20,rank_linear,100,POST_2023,86,0.003145667939087442,0.003145667939087442,0.5697674418604651
KOSDAQ,PCTL_KEEP_TOP80,20,rank_linear,100,TRAIN_2016_2022,167,0.0023099744821682027,0.0023099744821682027,0.5029940119760479
KOSDAQ,PCTL_KEEP_TOP80,30,equal,0,POST_2023,86,0.0041997406713521765,0.004199740671352177,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP80,30,equal,0,TRAIN_2016_2022,167,0.0016516392320510788,0.0016516392320510792,0.5449101796407185
KOSDAQ,PCTL_KEEP_TOP80,30,equal,30,POST_2023,86,0.0038050600720610766,0.0038050600720610766,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP80,30,equal,30,TRAIN_2016_2022,167,0.0012972644061049203,0.0012972644061049203,0.5389221556886228
KOSDAQ,PCTL_KEEP_TOP80,30,equal,60,POST_2023,86,0.0034103794727699745,0.0034103794727699745,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP80,30,equal,60,TRAIN_2016_2022,167,0.0009428895801587626,0.0009428895801587626,0.5269461077844312
KOSDAQ,PCTL_KEEP_TOP80,30,equal,100,POST_2023,86,0.0028841386737151736,0.0028841386737151744,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP80,30,equal,100,TRAIN_2016_2022,167,0.0004703898122305518,0.00047038981223055195,0.48502994011976047
KOSDAQ,PCTL_KEEP_TOP80,30,rank_linear,0,POST_2023,86,0.00446180177749839,0.00446180177749839,0.5813953488372093
KOSDAQ,PCTL_KEEP_TOP80,30,rank_linear,0,TRAIN_2016_2022,167,0.0023728890022649456,0.002372889002264946,0.5868263473053892
KOSDAQ,PCTL_KEEP_TOP80,30,rank_linear,30,POST_2023,86,0.004029890960664633,0.004029890960664635,0.5697674418604651
KOSDAQ,PCTL_KEEP_TOP80,30,rank_linear,30,TRAIN_2016_2022,167,0.001991872035176473,0.0019918720351764724,0.5748502994011976
KOSDAQ,PCTL_KEEP_TOP80,30,rank_linear,60,POST_2023,86,0.0035979801438308767,0.003597980143830878,0.5697674418604651
KOSDAQ,PCTL_KEEP_TOP80,30,rank_linear,60,TRAIN_2016_2022,167,0.0016108550680880005,0.0016108550680880005,0.5508982035928144
KOSDAQ,PCTL_KEEP_TOP80,30,rank_linear,100,POST_2023,86,0.003022099054719203,0.0030220990547192043,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP80,30,rank_linear,100,TRAIN_2016_2022,167,0.0011028324453033701,0.0011028324453033703,0.5329341317365269
KOSDAQ,PCTL_KEEP_TOP90,10,equal,0,POST_2023,86,-0.0024734902783624096,-0.0024734902783624096,0.4186046511627907
KOSDAQ,PCTL_KEEP_TOP90,10,equal,0,TRAIN_2016_2022,167,0.0021427050051835064,0.0021427050051835064,0.4431137724550898
KOSDAQ,PCTL_KEEP_TOP90,10,equal,30,POST_2023,86,-0.0028063225953725867,-0.0028063225953725863,0.47674418604651164
KOSDAQ,PCTL_KEEP_TOP90,10,equal,30,TRAIN_2016_2022,167,0.0018354613819188885,0.0018354613819188885,0.47305389221556887
KOSDAQ,PCTL_KEEP_TOP90,10,equal,60,POST_2023,86,-0.0031391549123827634,-0.0031391549123827634,0.47674418604651164
KOSDAQ,PCTL_KEEP_TOP90,10,equal,60,TRAIN_2016_2022,167,0.0015282177586542706,0.0015282177586542706,0.46706586826347307
KOSDAQ,PCTL_KEEP_TOP90,10,equal,100,POST_2023,86,-0.003582931335062999,-0.0035829313350629983,0.47674418604651164
KOSDAQ,PCTL_KEEP_TOP90,10,equal,100,TRAIN_2016_2022,167,0.0011185595943014476,0.0011185595943014476,0.46706586826347307
KOSDAQ,PCTL_KEEP_TOP90,10,rank_linear,0,POST_2023,86,-0.005275151880869699,-0.0052751518808697,0.3488372093023256
KOSDAQ,PCTL_KEEP_TOP90,10,rank_linear,0,TRAIN_2016_2022,167,0.0004977717716593993,0.0004977717716593989,0.48502994011976047
KOSDAQ,PCTL_KEEP_TOP90,10,rank_linear,30,POST_2023,86,-0.005627371541611557,-0.005627371541611556,0.4069767441860465
KOSDAQ,PCTL_KEEP_TOP90,10,rank_linear,30,TRAIN_2016_2022,167,0.00015947334357359585,0.00015947334357359536,0.5029940119760479
KOSDAQ,PCTL_KEEP_TOP90,10,rank_linear,60,POST_2023,86,-0.0059795912023534155,-0.005979591202353417,0.4069767441860465
KOSDAQ,PCTL_KEEP_TOP90,10,rank_linear,60,TRAIN_2016_2022,167,-0.00017882508451220574,-0.00017882508451220574,0.47904191616766467
KOSDAQ,PCTL_KEEP_TOP90,10,rank_linear,100,POST_2023,86,-0.006449217416675894,-0.006449217416675892,0.38372093023255816
KOSDAQ,PCTL_KEEP_TOP90,10,rank_linear,100,TRAIN_2016_2022,167,-0.0006298896552932759,-0.0006298896552932759,0.48502994011976047
KOSDAQ,PCTL_KEEP_TOP90,20,equal,0,POST_2023,86,-0.00014691914763445617,-0.0001469191476344563,0.5232558139534884
KOSDAQ,PCTL_KEEP_TOP90,20,equal,0,TRAIN_2016_2022,167,0.002487575336725358,0.002487575336725358,0.562874251497006
KOSDAQ,PCTL_KEEP_TOP90,20,equal,30,POST_2023,86,-0.00040481971517163134,-0.00040481971517163014,0.5348837209302325
KOSDAQ,PCTL_KEEP_TOP90,20,equal,30,TRAIN_2016_2022,167,0.002241011244794455,0.002241011244794455,0.5449101796407185
KOSDAQ,PCTL_KEEP_TOP90,20,equal,60,POST_2023,86,-0.0006627202827088049,-0.000662720282708805,0.5348837209302325
KOSDAQ,PCTL_KEEP_TOP90,20,equal,60,TRAIN_2016_2022,167,0.0019944471528635516,0.0019944471528635516,0.5149700598802395
KOSDAQ,PCTL_KEEP_TOP90,20,equal,100,POST_2023,86,-0.0010065877060917063,-0.0010065877060917061,0.5348837209302325
KOSDAQ,PCTL_KEEP_TOP90,20,equal,100,TRAIN_2016_2022,167,0.0016656950302890135,0.001665695030289013,0.49700598802395207
KOSDAQ,PCTL_KEEP_TOP90,20,rank_linear,0,POST_2023,86,-0.0017311898747489909,-0.0017311898747489902,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP90,20,rank_linear,0,TRAIN_2016_2022,167,0.0021619742210856325,0.002161974221085632,0.5568862275449101
KOSDAQ,PCTL_KEEP_TOP90,20,rank_linear,30,POST_2023,86,-0.002042017575277504,-0.0020420175752775037,0.5581395348837209
KOSDAQ,PCTL_KEEP_TOP90,20,rank_linear,30,TRAIN_2016_2022,167,0.001885767122584076,0.001885767122584076,0.5568862275449101
KOSDAQ,PCTL_KEEP_TOP90,20,rank_linear,60,POST_2023,86,-0.0023528452758060175,-0.0023528452758060175,0.5465116279069767
KOSDAQ,PCTL_KEEP_TOP90,20,rank_linear,60,TRAIN_2016_2022,167,0.001609560024082519,0.001609560024082519,0.5389221556886228
KOSDAQ,PCTL_KEEP_TOP90,20,rank_linear,100,POST_2023,86,-0.0027672822098440348,-0.0027672822098440343,0.5116279069767442
KOSDAQ,PCTL_KEEP_TOP90,20,rank_linear,100,TRAIN_2016_2022,167,0.0012412838927471105,0.0012412838927471108,0.5209580838323353
KOSDAQ,PCTL_KEEP_TOP90,30,equal,0,POST_2023,86,0.001308721204011751,0.0013087212040117507,0.5232558139534884
KOSDAQ,PCTL_KEEP_TOP90,30,equal,0,TRAIN_2016_2022,167,0.0011037678430897142,0.0011037678430897147,0.5149700598802395
KOSDAQ,PCTL_KEEP_TOP90,30,equal,30,POST_2023,86,0.0010545963919328938,0.0010545963919328942,0.5232558139534884
KOSDAQ,PCTL_KEEP_TOP90,30,equal,30,TRAIN_2016_2022,167,0.0008875328476675748,0.0008875328476675749,0.5149700598802395
KOSDAQ,PCTL_KEEP_TOP90,30,equal,60,POST_2023,86,0.0008004715798540359,0.0008004715798540365,0.5232558139534884
KOSDAQ,PCTL_KEEP_TOP90,30,equal,60,TRAIN_2016_2022,167,0.0006712978522454356,0.0006712978522454361,0.5089820359281437
KOSDAQ,PCTL_KEEP_TOP90,30,equal,100,POST_2023,86,0.0004616384970822269,0.0004616384970822271,0.5116279069767442
KOSDAQ,PCTL_KEEP_TOP90,30,equal,100,TRAIN_2016_2022,167,0.0003829845250159167,0.0003829845250159167,0.49700598802395207
KOSDAQ,PCTL_KEEP_TOP90,30,rank_linear,0,POST_2023,86,-0.0006380509791186405,-0.0006380509791186407,0.5116279069767442
KOSDAQ,PCTL_KEEP_TOP90,30,rank_linear,0,TRAIN_2016_2022,167,0.001410779385496704,0.0014107793854967042,0.5449101796407185
KOSDAQ,PCTL_KEEP_TOP90,30,rank_linear,30,POST_2023,86,-0.0009144031162909826,-0.0009144031162909825,0.5232558139534884
KOSDAQ,PCTL_KEEP_TOP90,30,rank_linear,30,TRAIN_2016_2022,167,0.0011622779830723657,0.0011622779830723652,0.5449101796407185
KOSDAQ,PCTL_KEEP_TOP90,30,rank_linear,60,POST_2023,86,-0.0011907552534633236,-0.0011907552534633232,0.5
KOSDAQ,PCTL_KEEP_TOP90,30,rank_linear,60,TRAIN_2016_2022,167,0.0009137765806480284,0.0009137765806480285,0.5269461077844312
KOSDAQ,PCTL_KEEP_TOP90,30,rank_linear,100,POST_2023,86,-0.001559224769693112,-0.0015592247696931108,0.47674418604651164
KOSDAQ,PCTL_KEEP_TOP90,30,rank_linear,100,TRAIN_2016_2022,167,0.0005824413774155776,0.0005824413774155776,0.5029940119760479
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,equal,0,POST_2023,86,0.004950980985819358,0.004950980985819357,0.47674418604651164
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,equal,0,TRAIN_2016_2022,167,0.0016064578316646965,0.0016064578316646965,0.4491017964071856
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,equal,30,POST_2023,86,0.004515394339385972,0.004515394339385972,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,equal,30,TRAIN_2016_2022,167,0.001151541556067123,0.0011515415560671232,0.4550898203592814
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,equal,60,POST_2023,86,0.004079807692952586,0.004079807692952586,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,equal,60,TRAIN_2016_2022,167,0.00069662528046955,0.0006966252804695497,0.4431137724550898
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,equal,100,POST_2023,86,0.0034990254977080716,0.0034990254977080716,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,equal,100,TRAIN_2016_2022,167,9.007024633945239e-05,9.007024633945239e-05,0.4431137724550898
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,rank_linear,0,POST_2023,86,0.008806872907404242,0.008806872907404242,0.5116279069767442
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,rank_linear,0,TRAIN_2016_2022,167,0.0007662315764971284,0.0007662315764971283,0.46706586826347307
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,rank_linear,30,POST_2023,86,0.008315857630164004,0.008315857630164002,0.5348837209302325
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,rank_linear,30,TRAIN_2016_2022,167,0.00029709013355027264,0.0002970901335502725,0.5029940119760479
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,rank_linear,60,POST_2023,86,0.007824842352923763,0.007824842352923762,0.5348837209302325
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,rank_linear,60,TRAIN_2016_2022,167,-0.00017205130939658387,-0.00017205130939658411,0.49101796407185627
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,rank_linear,100,POST_2023,86,0.007170155316603443,0.007170155316603445,0.5348837209302325
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,10,rank_linear,100,TRAIN_2016_2022,167,-0.0007975732333257254,-0.0007975732333257252,0.47305389221556887
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,equal,0,POST_2023,86,0.005592386533956016,0.005592386533956014,0.5581395348837209
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,equal,0,TRAIN_2016_2022,167,-0.0004762305024023458,-0.000476230502402346,0.5029940119760479
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,equal,30,POST_2023,86,0.005179933549717538,0.005179933549717537,0.5697674418604651
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,equal,30,TRAIN_2016_2022,167,-0.000963280805393107,-0.0009632808053931067,0.49101796407185627
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,equal,60,POST_2023,86,0.004767480565479063,0.004767480565479062,0.5465116279069767
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,equal,60,TRAIN_2016_2022,167,-0.0014503311083838674,-0.0014503311083838674,0.48502994011976047
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,equal,100,POST_2023,86,0.004217543253161094,0.004217543253161094,0.5465116279069767
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,equal,100,TRAIN_2016_2022,167,-0.002099731512371548,-0.002099731512371548,0.47305389221556887
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,rank_linear,0,POST_2023,86,0.007800628340726056,0.007800628340726056,0.5348837209302325
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,rank_linear,0,TRAIN_2016_2022,167,0.0007118112294363431,0.0007118112294363432,0.5149700598802395
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,rank_linear,30,POST_2023,86,0.007354695767853483,0.007354695767853481,0.5116279069767442
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,rank_linear,30,TRAIN_2016_2022,167,0.00021868154102635845,0.00021868154102635845,0.5209580838323353
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,rank_linear,60,POST_2023,86,0.006908763194980908,0.00690876319498091,0.4883720930232558
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,rank_linear,60,TRAIN_2016_2022,167,-0.00027444814738362603,-0.0002744481473836259,0.5149700598802395
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,rank_linear,100,POST_2023,86,0.006314186431150811,0.006314186431150811,0.4883720930232558
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,20,rank_linear,100,TRAIN_2016_2022,167,-0.0009319543985969387,-0.0009319543985969389,0.47904191616766467
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,equal,0,POST_2023,86,0.006658081156201454,0.006658081156201454,0.6046511627906976
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,equal,0,TRAIN_2016_2022,167,-0.001243504184034782,-0.001243504184034782,0.5149700598802395
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,equal,30,POST_2023,86,0.006227112618126328,0.006227112618126328,0.6046511627906976
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,equal,30,TRAIN_2016_2022,167,-0.001671605529407323,-0.001671605529407323,0.47904191616766467
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,equal,60,POST_2023,86,0.0057961440800512005,0.005796144080051201,0.6046511627906976
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,equal,60,TRAIN_2016_2022,167,-0.0020997068747798642,-0.002099706874779864,0.46706586826347307
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,equal,100,POST_2023,86,0.005221519362617699,0.005221519362617698,0.6046511627906976
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,equal,100,TRAIN_2016_2022,167,-0.0026705086686099186,-0.0026705086686099186,0.4491017964071856
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,rank_linear,0,POST_2023,86,0.006475628126469385,0.006475628126469383,0.6046511627906976
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,rank_linear,0,TRAIN_2016_2022,167,-7.792569000965838e-05,-7.792569000965833e-05,0.5389221556886228
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,rank_linear,30,POST_2023,86,0.006042611769006653,0.006042611769006654,0.6046511627906976
KOSDAQ_PLUS_KOSPI_EX_K200,ABS_M10,30,rank_linear,30,TRAIN_2016_2022,167,-0.0005458794793066549,-0.0005458794793066547,0.5329341317365269
