universe,variant,top_n,weighting,cost_bps,sample,n_periods,mean_delta_net,mean_delta_excess,delta_hit_rate
KOSDAQ,ABS_M5,10,equal,60,POST_2023,86,0.011245405313497363,0.011245405313497362,0.5930232558139535
KOSDAQ,ABS_M5,10,equal,60,TRAIN_2016_2022,167,0.003423863236143628,0.003423863236143628,0.4550898203592814
KOSDAQ,ABS_M5,10,equal,100,POST_2023,86,0.010431556898359716,0.010431556898359716,0.5930232558139535
KOSDAQ,ABS_M5,10,equal,100,TRAIN_2016_2022,167,0.0025526372221449114,0.0025526372221449114,0.4491017964071856
KOSDAQ,ABS_M5,10,rank_linear,0,POST_2023,86,0.012342459868963335,0.012342459868963335,0.5813953488372093
KOSDAQ,ABS_M5,10,rank_linear,0,TRAIN_2016_2022,167,0.004629246089097237,0.004629246089097237,0.48502994011976047
KOSDAQ,ABS_M5,10,rank_linear,30,POST_2023,86,0.011716570106243121,0.011716570106243121,0.5697674418604651
KOSDAQ,ABS_M5,10,rank_linear,30,TRAIN_2016_2022,167,0.003957183530566418,0.003957183530566417,0.49700598802395207
KOSDAQ,ABS_M5,10,rank_linear,60,POST_2023,86,0.011090680343522903,0.011090680343522903,0.5697674418604651
KOSDAQ,ABS_M5,10,rank_linear,60,TRAIN_2016_2022,167,0.003285120972035598,0.0032851209720355986,0.49700598802395207
KOSDAQ,ABS_M5,10,rank_linear,100,POST_2023,86,0.010256160659895949,0.010256160659895952,0.5697674418604651
KOSDAQ,ABS_M5,10,rank_linear,100,TRAIN_2016_2022,167,0.0023890375606611725,0.002389037560661173,0.47305389221556887
KOSDAQ,ABS_M5,20,equal,0,POST_2023,86,0.009294479016237098,0.009294479016237098,0.5697674418604651
KOSDAQ,ABS_M5,20,equal,0,TRAIN_2016_2022,165,0.0026923959472267478,0.002692395947226748,0.5333333333333333
KOSDAQ,ABS_M5,20,equal,30,POST_2023,86,0.00875382464750435,0.00875382464750435,0.5697674418604651
KOSDAQ,ABS_M5,20,equal,30,TRAIN_2016_2022,165,0.002085171912299312,0.0020851719122993123,0.5272727272727272
KOSDAQ,ABS_M5,20,equal,60,POST_2023,86,0.008213170278771604,0.008213170278771604,0.5581395348837209
KOSDAQ,ABS_M5,20,equal,60,TRAIN_2016_2022,165,0.0014779478773718768,0.0014779478773718768,0.503030303030303
KOSDAQ,ABS_M5,20,equal,100,POST_2023,86,0.007492297787127941,0.007492297787127941,0.5465116279069767
KOSDAQ,ABS_M5,20,equal,100,TRAIN_2016_2022,165,0.000668315830801962,0.0006683158308019617,0.47878787878787876
KOSDAQ,ABS_M5,20,rank_linear,0,POST_2023,86,0.011328364930069503,0.011328364930069503,0.627906976744186
KOSDAQ,ABS_M5,20,rank_linear,0,TRAIN_2016_2022,165,0.003232509944887165,0.003232509944887165,0.5151515151515151
KOSDAQ,ABS_M5,20,rank_linear,30,POST_2023,86,0.010735692588600593,0.010735692588600593,0.627906976744186
KOSDAQ,ABS_M5,20,rank_linear,30,TRAIN_2016_2022,165,0.002600603368526738,0.002600603368526738,0.49696969696969695
KOSDAQ,ABS_M5,20,rank_linear,60,POST_2023,86,0.010143020247131686,0.010143020247131686,0.6046511627906976
KOSDAQ,ABS_M5,20,rank_linear,60,TRAIN_2016_2022,165,0.001968696792166312,0.001968696792166312,0.4909090909090909
KOSDAQ,ABS_M5,20,rank_linear,100,POST_2023,86,0.009352790458506476,0.009352790458506476,0.5930232558139535
KOSDAQ,ABS_M5,20,rank_linear,100,TRAIN_2016_2022,165,0.0011261546903524084,0.0011261546903524086,0.4666666666666667
KOSDAQ,ABS_M5,30,equal,0,POST_2023,86,0.007524526728356985,0.007524526728356985,0.5697674418604651
KOSDAQ,ABS_M5,30,equal,0,TRAIN_2016_2022,164,0.0008435114090113031,0.0008435114090113039,0.5426829268292683
KOSDAQ,ABS_M5,30,equal,30,POST_2023,86,0.006948093998944672,0.006948093998944672,0.5697674418604651
KOSDAQ,ABS_M5,30,equal,30,TRAIN_2016_2022,164,0.0002489043282145675,0.00024890432821456717,0.5365853658536586
KOSDAQ,ABS_M5,30,equal,60,POST_2023,86,0.006371661269532356,0.006371661269532356,0.5697674418604651
KOSDAQ,ABS_M5,30,equal,60,TRAIN_2016_2022,164,-0.0003457027525821679,-0.00034570275258216773,0.524390243902439
KOSDAQ,ABS_M5,30,equal,100,POST_2023,86,0.0056030842969826055,0.0056030842969826055,0.5465116279069767
KOSDAQ,ABS_M5,30,equal,100,TRAIN_2016_2022,164,-0.001138512193644482,-0.0011385121936444817,0.5060975609756098
KOSDAQ,ABS_M5,30,rank_linear,0,POST_2023,86,0.00931169975504791,0.00931169975504791,0.6162790697674418
KOSDAQ,ABS_M5,30,rank_linear,0,TRAIN_2016_2022,164,0.002021289314213753,0.0020212893142137534,0.5304878048780488
KOSDAQ,ABS_M5,30,rank_linear,30,POST_2023,86,0.00872074669950514,0.00872074669950514,0.6046511627906976
KOSDAQ,ABS_M5,30,rank_linear,30,TRAIN_2016_2022,164,0.0014096990419096552,0.001409699041909655,0.524390243902439
KOSDAQ,ABS_M5,30,rank_linear,60,POST_2023,86,0.008129793643962373,0.008129793643962373,0.5813953488372093
KOSDAQ,ABS_M5,30,rank_linear,60,TRAIN_2016_2022,164,0.0007981087696055568,0.0007981087696055571,0.5121951219512195
KOSDAQ,ABS_M5,30,rank_linear,100,POST_2023,86,0.0073418562365720145,0.0073418562365720145,0.5348837209302325
KOSDAQ,ABS_M5,30,rank_linear,100,TRAIN_2016_2022,164,-1.7344926799907922e-05,-1.7344926799908007e-05,0.5
KOSDAQ,ABS_P0,10,equal,0,POST_2023,86,0.009815369429081046,0.009815369429081048,0.627906976744186
KOSDAQ,ABS_P0,10,equal,0,TRAIN_2016_2022,165,0.006369089985325473,0.006369089985325473,0.503030303030303
KOSDAQ,ABS_P0,10,equal,30,POST_2023,86,0.0091426576910831,0.0091426576910831,0.627906976744186
KOSDAQ,ABS_P0,10,equal,30,TRAIN_2016_2022,165,0.005536782617646277,0.005536782617646276,0.509090909090909
KOSDAQ,ABS_P0,10,equal,60,POST_2023,86,0.008469945953085154,0.008469945953085154,0.627906976744186
KOSDAQ,ABS_P0,10,equal,60,TRAIN_2016_2022,165,0.00470447524996708,0.00470447524996708,0.503030303030303
KOSDAQ,ABS_P0,10,equal,100,POST_2023,86,0.007572996969087895,0.007572996969087895,0.627906976744186
KOSDAQ,ABS_P0,10,equal,100,TRAIN_2016_2022,165,0.003594732093061484,0.003594732093061484,0.4909090909090909
KOSDAQ,ABS_P0,10,rank_linear,0,POST_2023,86,0.017405527932879913,0.017405527932879913,0.6511627906976745
KOSDAQ,ABS_P0,10,rank_linear,0,TRAIN_2016_2022,165,0.005736600516725429,0.005736600516725428,0.5212121212121212
KOSDAQ,ABS_P0,10,rank_linear,30,POST_2023,86,0.016725816328093602,0.016725816328093602,0.6395348837209303
KOSDAQ,ABS_P0,10,rank_linear,30,TRAIN_2016_2022,165,0.004917533583806375,0.004917533583806375,0.5212121212121212
KOSDAQ,ABS_P0,10,rank_linear,60,POST_2023,86,0.016046104723307295,0.016046104723307295,0.6395348837209303
KOSDAQ,ABS_P0,10,rank_linear,60,TRAIN_2016_2022,165,0.004098466650887325,0.004098466650887325,0.49696969696969695
KOSDAQ,ABS_P0,10,rank_linear,100,POST_2023,86,0.015139822583592217,0.015139822583592217,0.6046511627906976
KOSDAQ,ABS_P0,10,rank_linear,100,TRAIN_2016_2022,165,0.003006377406995254,0.003006377406995255,0.4909090909090909
KOSDAQ,ABS_P0,20,equal,0,POST_2023,86,0.00967711415432082,0.00967711415432082,0.5697674418604651
KOSDAQ,ABS_P0,20,equal,0,TRAIN_2016_2022,163,0.0032847628962037606,0.003284762896203761,0.5214723926380368
KOSDAQ,ABS_P0,20,equal,30,POST_2023,86,0.008978564874001333,0.008978564874001334,0.5697674418604651
KOSDAQ,ABS_P0,20,equal,30,TRAIN_2016_2022,163,0.002478109302445239,0.0024781093024452395,0.50920245398773
KOSDAQ,ABS_P0,20,equal,60,POST_2023,86,0.008280015593681848,0.008280015593681848,0.5697674418604651
KOSDAQ,ABS_P0,20,equal,60,TRAIN_2016_2022,163,0.001671455708686717,0.001671455708686717,0.5030674846625767
KOSDAQ,ABS_P0,20,equal,100,POST_2023,86,0.007348616553255865,0.007348616553255865,0.5232558139534884
KOSDAQ,ABS_P0,20,equal,100,TRAIN_2016_2022,163,0.0005959175836753532,0.0005959175836753534,0.48466257668711654
KOSDAQ,ABS_P0,20,rank_linear,0,POST_2023,86,0.014417591303245058,0.014417591303245058,0.6744186046511628
KOSDAQ,ABS_P0,20,rank_linear,0,TRAIN_2016_2022,163,0.005346157680702952,0.005346157680702953,0.5644171779141104
KOSDAQ,ABS_P0,20,rank_linear,30,POST_2023,86,0.013726765662649503,0.013726765662649503,0.6627906976744186
KOSDAQ,ABS_P0,20,rank_linear,30,TRAIN_2016_2022,163,0.004538858515642915,0.004538858515642915,0.5521472392638037
KOSDAQ,ABS_P0,20,rank_linear,60,POST_2023,86,0.01303594002205395,0.01303594002205395,0.6627906976744186
KOSDAQ,ABS_P0,20,rank_linear,60,TRAIN_2016_2022,163,0.003731559350582877,0.003731559350582877,0.5276073619631901
KOSDAQ,ABS_P0,20,rank_linear,100,POST_2023,86,0.012114839167926543,0.012114839167926543,0.6395348837209303
KOSDAQ,ABS_P0,20,rank_linear,100,TRAIN_2016_2022,163,0.0026551604638361597,0.0026551604638361597,0.50920245398773
KOSDAQ,ABS_P0,30,equal,0,POST_2023,86,0.008463359971720054,0.008463359971720054,0.6046511627906976
KOSDAQ,ABS_P0,30,equal,0,TRAIN_2016_2022,160,0.0020706780249977906,0.002070678024997791,0.54375
KOSDAQ,ABS_P0,30,equal,30,POST_2023,86,0.00774849407656735,0.0077484940765673496,0.5930232558139535
KOSDAQ,ABS_P0,30,equal,30,TRAIN_2016_2022,160,0.0012617302875148136,0.0012617302875148138,0.53125
KOSDAQ,ABS_P0,30,equal,60,POST_2023,86,0.0070336281814146456,0.0070336281814146456,0.5813953488372093
KOSDAQ,ABS_P0,30,equal,60,TRAIN_2016_2022,160,0.00045278255003183745,0.0004527825500318378,0.51875
KOSDAQ,ABS_P0,30,equal,100,POST_2023,86,0.006080473654544375,0.006080473654544375,0.5813953488372093
KOSDAQ,ABS_P0,30,equal,100,TRAIN_2016_2022,160,-0.0006258144332787985,-0.0006258144332787982,0.50625
KOSDAQ,ABS_P0,30,rank_linear,0,POST_2023,86,0.011363823594638828,0.011363823594638828,0.6511627906976745
KOSDAQ,ABS_P0,30,rank_linear,0,TRAIN_2016_2022,160,0.004118890756462551,0.0041188907564625515,0.575
KOSDAQ,ABS_P0,30,rank_linear,30,POST_2023,86,0.010650812613375624,0.010650812613375624,0.6395348837209303
KOSDAQ,ABS_P0,30,rank_linear,30,TRAIN_2016_2022,160,0.003318158710767421,0.003318158710767421,0.55
KOSDAQ,ABS_P0,30,rank_linear,60,POST_2023,86,0.00993780163211242,0.00993780163211242,0.627906976744186
KOSDAQ,ABS_P0,30,rank_linear,60,TRAIN_2016_2022,160,0.0025174266650722908,0.002517426665072291,0.5375
KOSDAQ,ABS_P0,30,rank_linear,100,POST_2023,86,0.00898712032376148,0.008987120323761482,0.6046511627906976
KOSDAQ,ABS_P0,30,rank_linear,100,TRAIN_2016_2022,160,0.0014497839374787852,0.0014497839374787848,0.50625
KOSDAQ,ABS_P10,10,equal,0,POST_2023,86,0.022243443967259472,0.022243443967259472,0.6627906976744186
KOSDAQ,ABS_P10,10,equal,0,TRAIN_2016_2022,158,0.011319916500049964,0.011319916500049963,0.5443037974683544
KOSDAQ,ABS_P10,10,equal,30,POST_2023,86,0.02130540263737366,0.02130540263737366,0.6627906976744186
KOSDAQ,ABS_P10,10,equal,30,TRAIN_2016_2022,158,0.010218722616114518,0.010218722616114518,0.5443037974683544
KOSDAQ,ABS_P10,10,equal,60,POST_2023,86,0.020367361307487845,0.020367361307487845,0.6511627906976745
KOSDAQ,ABS_P10,10,equal,60,TRAIN_2016_2022,158,0.009117528732179074,0.009117528732179074,0.5379746835443038
KOSDAQ,ABS_P10,10,equal,100,POST_2023,86,0.01911663953430676,0.01911663953430676,0.6511627906976745
KOSDAQ,ABS_P10,10,equal,100,TRAIN_2016_2022,158,0.007649270220265147,0.007649270220265145,0.5189873417721519
KOSDAQ,ABS_P10,10,rank_linear,0,POST_2023,86,0.0219985737857457,0.0219985737857457,0.5813953488372093
KOSDAQ,ABS_P10,10,rank_linear,0,TRAIN_2016_2022,158,0.008750712585143663,0.008750712585143663,0.5189873417721519
KOSDAQ,ABS_P10,10,rank_linear,30,POST_2023,86,0.021061495877602993,0.021061495877602993,0.5813953488372093
KOSDAQ,ABS_P10,10,rank_linear,30,TRAIN_2016_2022,158,0.007672162265063089,0.0076721622650630875,0.5189873417721519
KOSDAQ,ABS_P10,10,rank_linear,60,POST_2023,86,0.020124417969460285,0.020124417969460285,0.5813953488372093
KOSDAQ,ABS_P10,10,rank_linear,60,TRAIN_2016_2022,158,0.006593611944982515,0.006593611944982515,0.5189873417721519
KOSDAQ,ABS_P10,10,rank_linear,100,POST_2023,86,0.01887498075860334,0.018874980758603343,0.5697674418604651
KOSDAQ,ABS_P10,10,rank_linear,100,TRAIN_2016_2022,158,0.005155544851541749,0.00515554485154175,0.5126582278481012
KOSDAQ,ABS_P10,20,equal,0,POST_2023,84,0.010470922613842701,0.010470922613842701,0.5595238095238095
KOSDAQ,ABS_P10,20,equal,0,TRAIN_2016_2022,143,0.0032610329096164565,0.0032610329096164556,0.5314685314685315
KOSDAQ,ABS_P10,20,equal,30,POST_2023,84,0.009512072333196666,0.009512072333196666,0.5476190476190477
KOSDAQ,ABS_P10,20,equal,30,TRAIN_2016_2022,143,0.0021291096245173325,0.0021291096245173325,0.5314685314685315
KOSDAQ,ABS_P10,20,equal,60,POST_2023,84,0.008553222052550635,0.008553222052550633,0.5476190476190477
KOSDAQ,ABS_P10,20,equal,60,TRAIN_2016_2022,143,0.0009971863394182099,0.0009971863394182094,0.5104895104895105
KOSDAQ,ABS_P10,20,equal,100,POST_2023,84,0.007274755011689256,0.007274755011689256,0.5476190476190477
KOSDAQ,ABS_P10,20,equal,100,TRAIN_2016_2022,143,-0.0005120447073806218,-0.0005120447073806215,0.48951048951048953
KOSDAQ,ABS_P10,20,rank_linear,0,POST_2023,84,0.017266758487902784,0.017266758487902784,0.6666666666666666
KOSDAQ,ABS_P10,20,rank_linear,0,TRAIN_2016_2022,143,0.007253432946560429,0.007253432946560429,0.5244755244755245
KOSDAQ,ABS_P10,20,rank_linear,30,POST_2023,84,0.01631583393102723,0.016315833931027226,0.6666666666666666
KOSDAQ,ABS_P10,20,rank_linear,30,TRAIN_2016_2022,143,0.00615934452906268,0.00615934452906268,0.5034965034965035
KOSDAQ,ABS_P10,20,rank_linear,60,POST_2023,84,0.015364909374151671,0.015364909374151671,0.6666666666666666
KOSDAQ,ABS_P10,20,rank_linear,60,TRAIN_2016_2022,143,0.0050652561115649315,0.005065256111564931,0.4965034965034965
KOSDAQ,ABS_P10,20,rank_linear,100,POST_2023,84,0.014097009964984258,0.014097009964984258,0.6547619047619048
KOSDAQ,ABS_P10,20,rank_linear,100,TRAIN_2016_2022,143,0.0036064715549012673,0.0036064715549012673,0.4755244755244755
KOSDAQ,ABS_P10,30,equal,0,POST_2023,80,0.005995136565776506,0.005995136565776506,0.55
KOSDAQ,ABS_P10,30,equal,0,TRAIN_2016_2022,112,0.003068294595033666,0.003068294595033666,0.49107142857142855
KOSDAQ,ABS_P10,30,equal,30,POST_2023,80,0.004983699577719878,0.004983699577719878,0.55
KOSDAQ,ABS_P10,30,equal,30,TRAIN_2016_2022,112,0.0019458304109958296,0.0019458304109958291,0.4732142857142857
KOSDAQ,ABS_P10,30,equal,60,POST_2023,80,0.00397226258966325,0.00397226258966325,0.5375
KOSDAQ,ABS_P10,30,equal,60,TRAIN_2016_2022,112,0.0008233662269579951,0.000823366226957995,0.45535714285714285
KOSDAQ,ABS_P10,30,equal,100,POST_2023,80,0.00262367993892108,0.002623679938921079,0.525
KOSDAQ,ABS_P10,30,equal,100,TRAIN_2016_2022,112,-0.0006732526850924524,-0.0006732526850924524,0.4107142857142857
KOSDAQ,ABS_P10,30,rank_linear,0,POST_2023,80,0.01080237097650866,0.01080237097650866,0.5875
KOSDAQ,ABS_P10,30,rank_linear,0,TRAIN_2016_2022,112,0.003377782795517102,0.003377782795517102,0.4732142857142857
KOSDAQ,ABS_P10,30,rank_linear,30,POST_2023,80,0.009823231893688325,0.009823231893688325,0.575
KOSDAQ,ABS_P10,30,rank_linear,30,TRAIN_2016_2022,112,0.002298005714600642,0.0022980057146006413,0.4732142857142857
KOSDAQ,ABS_P10,30,rank_linear,60,POST_2023,80,0.008844092810867992,0.008844092810867992,0.575
KOSDAQ,ABS_P10,30,rank_linear,60,TRAIN_2016_2022,112,0.0012182286336841815,0.0012182286336841818,0.44642857142857145
KOSDAQ,ABS_P10,30,rank_linear,100,POST_2023,80,0.007538574033774212,0.007538574033774212,0.5625
KOSDAQ,ABS_P10,30,rank_linear,100,TRAIN_2016_2022,112,-0.00022147414087109898,-0.00022147414087109922,0.44642857142857145
KOSDAQ,ABS_P5,10,equal,0,POST_2023,86,0.01757417756754995,0.01757417756754995,0.5930232558139535
KOSDAQ,ABS_P5,10,equal,0,TRAIN_2016_2022,164,0.004983133103504945,0.004983133103504945,0.5121951219512195
KOSDAQ,ABS_P5,10,equal,30,POST_2023,86,0.016760651138980148,0.01676065113898015,0.5930232558139535
KOSDAQ,ABS_P5,10,equal,30,TRAIN_2016_2022,164,0.004019903104656066,0.004019903104656064,0.5121951219512195
KOSDAQ,ABS_P5,10,equal,60,POST_2023,86,0.01594712471041035,0.01594712471041035,0.5930232558139535
KOSDAQ,ABS_P5,10,equal,60,TRAIN_2016_2022,164,0.0030566731058071853,0.0030566731058071844,0.5060975609756098
KOSDAQ,ABS_P5,10,equal,100,POST_2023,86,0.014862422805650616,0.014862422805650616,0.5930232558139535
KOSDAQ,ABS_P5,10,equal,100,TRAIN_2016_2022,164,0.001772366440675345,0.0017723664406753457,0.5121951219512195
KOSDAQ,ABS_P5,10,rank_linear,0,POST_2023,86,0.020327212155522693,0.020327212155522693,0.6627906976744186
KOSDAQ,ABS_P5,10,rank_linear,0,TRAIN_2016_2022,164,0.0054210771315607075,0.005421077131560707,0.5121951219512195
KOSDAQ,ABS_P5,10,rank_linear,30,POST_2023,86,0.01955565175841501,0.01955565175841501,0.6627906976744186
KOSDAQ,ABS_P5,10,rank_linear,30,TRAIN_2016_2022,164,0.004462486721228443,0.004462486721228442,0.5121951219512195
KOSDAQ,ABS_P5,10,rank_linear,60,POST_2023,86,0.01878409136130733,0.01878409136130733,0.6511627906976745
KOSDAQ,ABS_P5,10,rank_linear,60,TRAIN_2016_2022,164,0.00350389631089618,0.003503896310896181,0.5060975609756098
KOSDAQ,ABS_P5,10,rank_linear,100,POST_2023,86,0.017755344165163753,0.017755344165163753,0.6511627906976745
KOSDAQ,ABS_P5,10,rank_linear,100,TRAIN_2016_2022,164,0.0022257757637864956,0.002225775763786497,0.5
KOSDAQ,ABS_P5,20,equal,0,POST_2023,86,0.015661421213702363,0.015661421213702363,0.6046511627906976
KOSDAQ,ABS_P5,20,equal,0,TRAIN_2016_2022,153,0.006299144448312296,0.006299144448312296,0.6013071895424836
KOSDAQ,ABS_P5,20,equal,30,POST_2023,86,0.014832739466248497,0.014832739466248501,0.5930232558139535
KOSDAQ,ABS_P5,20,equal,30,TRAIN_2016_2022,153,0.005357773814905136,0.005357773814905136,0.5751633986928104
KOSDAQ,ABS_P5,20,equal,60,POST_2023,86,0.014004057718794639,0.014004057718794639,0.5813953488372093
KOSDAQ,ABS_P5,20,equal,60,TRAIN_2016_2022,153,0.004416403181497975,0.004416403181497976,0.5490196078431373
KOSDAQ,ABS_P5,20,equal,100,POST_2023,86,0.01289914872218949,0.01289914872218949,0.5813953488372093
KOSDAQ,ABS_P5,20,equal,100,TRAIN_2016_2022,153,0.003161242336955094,0.003161242336955094,0.5359477124183006
KOSDAQ,ABS_P5,20,rank_linear,0,POST_2023,86,0.019896244232062477,0.019896244232062477,0.6627906976744186
KOSDAQ,ABS_P5,20,rank_linear,0,TRAIN_2016_2022,153,0.008522060695489681,0.008522060695489681,0.6013071895424836
KOSDAQ,ABS_P5,20,rank_linear,30,POST_2023,86,0.019098172358468314,0.019098172358468314,0.6511627906976745
KOSDAQ,ABS_P5,20,rank_linear,30,TRAIN_2016_2022,153,0.007588747365646894,0.007588747365646894,0.5816993464052288
KOSDAQ,ABS_P5,20,rank_linear,60,POST_2023,86,0.018300100484874154,0.018300100484874154,0.6511627906976745
KOSDAQ,ABS_P5,20,rank_linear,60,TRAIN_2016_2022,153,0.006655434035804106,0.006655434035804107,0.5751633986928104
KOSDAQ,ABS_P5,20,rank_linear,100,POST_2023,86,0.017236004653415272,0.017236004653415272,0.6511627906976745
KOSDAQ,ABS_P5,20,rank_linear,100,TRAIN_2016_2022,153,0.005411016262680389,0.005411016262680389,0.5555555555555556
