date,phase,universe,strategy,n_names,hhi,effective_n,top_weight
2016-01-29,9,KOSPI_EX_K200,CF20,80,0.016093750000000004,62.135922330097074,0.0375
2016-01-29,9,KOSPI_EX_K200,ACT5_LOW10,78,0.01640625,60.95238095238095,0.0375
2016-01-29,9,KOSPI_EX_K200,ADV20_LOW10,80,0.016171875000000002,61.83574879227052,0.0375
2016-01-29,9,KOSPI_EX_K200,TURNOVER20_TOP01,78,0.016328125,61.24401913875599,0.0375
2016-01-29,9,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,76,0.017109375000000003,58.447488584474875,0.0375
2016-01-29,9,KOSPI_EX_K200,AMIHUD20_TOP05,80,0.016171875000000002,61.83574879227052,0.0375
2016-01-29,9,KOSDAQ,CF20,86,0.015234375000000001,65.64102564102564,0.0375
2016-01-29,9,KOSDAQ,ACT5_LOW30,79,0.01671875,59.81308411214953,0.0375
2016-01-29,9,KOSDAQ,TURNOVER20_LOW30,73,0.018359375,54.46808510638298,0.04375
2016-01-29,9,KOSDAQ,TURNOVER20_TOP01_LOW30,73,0.018359375,54.46808510638298,0.04375
2016-01-29,9,KOSDAQ,ACT1_LOW05,85,0.01546875,64.64646464646465,0.0375
2016-01-29,9,KOSDAQ,AMIHUD20_TOP05,85,0.01546875,64.64646464646465,0.0375
2016-02-01,0,KOSPI_EX_K200,CF20,78,0.016718749999999998,59.81308411214954,0.04375
2016-02-01,0,KOSPI_EX_K200,ACT5_LOW10,78,0.016953125,58.986175115207374,0.04375
2016-02-01,0,KOSPI_EX_K200,ADV20_LOW10,77,0.016953125,58.986175115207374,0.04375
2016-02-01,0,KOSPI_EX_K200,TURNOVER20_TOP01,77,0.016875,59.25925925925925,0.04375
2016-02-01,0,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,75,0.0175,57.14285714285714,0.04375
2016-02-01,0,KOSPI_EX_K200,AMIHUD20_TOP05,77,0.016953125,58.986175115207374,0.04375
2016-02-01,0,KOSDAQ,CF20,90,0.014375000000000002,69.56521739130433,0.0375
2016-02-01,0,KOSDAQ,ACT5_LOW30,82,0.015703125000000002,63.68159203980099,0.0375
2016-02-01,0,KOSDAQ,TURNOVER20_LOW30,76,0.016640625000000003,60.09389671361502,0.0375
2016-02-01,0,KOSDAQ,TURNOVER20_TOP01_LOW30,76,0.016640625000000003,60.09389671361502,0.0375
2016-02-01,0,KOSDAQ,ACT1_LOW05,89,0.014531250000000002,68.81720430107525,0.0375
2016-02-01,0,KOSDAQ,AMIHUD20_TOP05,90,0.014375000000000002,69.56521739130433,0.0375
2016-02-02,1,KOSPI_EX_K200,CF20,77,0.017265625,57.918552036199095,0.04375
2016-02-02,1,KOSPI_EX_K200,ACT5_LOW10,76,0.017421875,57.399103139013455,0.04375
2016-02-02,1,KOSPI_EX_K200,ADV20_LOW10,77,0.01734375,57.65765765765765,0.04375
2016-02-02,1,KOSPI_EX_K200,TURNOVER20_TOP01,77,0.017265625,57.918552036199095,0.04375
2016-02-02,1,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,75,0.017890625,55.89519650655022,0.04375
2016-02-02,1,KOSPI_EX_K200,AMIHUD20_TOP05,77,0.01734375,57.65765765765765,0.04375
2016-02-02,1,KOSDAQ,CF20,88,0.014609375000000004,68.44919786096254,0.0375
2016-02-02,1,KOSDAQ,ACT5_LOW30,81,0.015390625000000002,64.9746192893401,0.0375
2016-02-02,1,KOSDAQ,TURNOVER20_LOW30,73,0.017265625000000007,57.918552036199074,0.0375
2016-02-02,1,KOSDAQ,TURNOVER20_TOP01_LOW30,73,0.017343750000000005,57.657657657657644,0.0375
2016-02-02,1,KOSDAQ,ACT1_LOW05,87,0.014687500000000001,68.08510638297872,0.0375
2016-02-02,1,KOSDAQ,AMIHUD20_TOP05,87,0.014687500000000001,68.08510638297872,0.0375
2016-02-03,2,KOSPI_EX_K200,CF20,80,0.016718750000000004,59.81308411214952,0.04375
2016-02-03,2,KOSPI_EX_K200,ACT5_LOW10,78,0.017265625000000003,57.91855203619908,0.04375
2016-02-03,2,KOSPI_EX_K200,ADV20_LOW10,80,0.016796875000000003,59.534883720930225,0.04375
2016-02-03,2,KOSPI_EX_K200,TURNOVER20_TOP01,78,0.01703125,58.715596330275226,0.04375
2016-02-03,2,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,75,0.017656250000000005,56.6371681415929,0.04375
2016-02-03,2,KOSPI_EX_K200,AMIHUD20_TOP05,80,0.016796875000000003,59.534883720930225,0.04375
2016-02-03,2,KOSDAQ,CF20,85,0.015234375000000001,65.64102564102564,0.03125
2016-02-03,2,KOSDAQ,ACT5_LOW30,81,0.015703125000000002,63.68159203980099,0.03125
2016-02-03,2,KOSDAQ,TURNOVER20_LOW30,76,0.017343750000000005,57.657657657657644,0.03125
2016-02-03,2,KOSDAQ,TURNOVER20_TOP01_LOW30,76,0.017343750000000005,57.657657657657644,0.03125
2016-02-03,2,KOSDAQ,ACT1_LOW05,86,0.01515625,65.97938144329898,0.03125
2016-02-03,2,KOSDAQ,AMIHUD20_TOP05,86,0.01515625,65.97938144329898,0.03125
2016-02-04,3,KOSPI_EX_K200,CF20,77,0.018203125000000004,54.935622317596554,0.04375
2016-02-04,3,KOSPI_EX_K200,ACT5_LOW10,75,0.019062500000000007,52.4590163934426,0.04375
2016-02-04,3,KOSPI_EX_K200,ADV20_LOW10,77,0.018281250000000002,54.70085470085469,0.04375
2016-02-04,3,KOSPI_EX_K200,TURNOVER20_TOP01,78,0.018125000000000002,55.172413793103445,0.04375
2016-02-04,3,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,75,0.018906250000000006,52.892561983471055,0.04375
2016-02-04,3,KOSPI_EX_K200,AMIHUD20_TOP05,77,0.018281250000000002,54.70085470085469,0.04375
2016-02-04,3,KOSDAQ,CF20,83,0.016640625000000003,60.09389671361502,0.0375
2016-02-04,3,KOSDAQ,ACT5_LOW30,74,0.018828125000000005,53.112033195020736,0.04375
2016-02-04,3,KOSDAQ,TURNOVER20_LOW30,73,0.019140625000000005,52.24489795918366,0.0375
2016-02-04,3,KOSDAQ,TURNOVER20_TOP01_LOW30,73,0.019531250000000003,51.19999999999999,0.04375
2016-02-04,3,KOSDAQ,ACT1_LOW05,82,0.016875000000000005,59.259259259259245,0.0375
2016-02-04,3,KOSDAQ,AMIHUD20_TOP05,82,0.016875000000000005,59.259259259259245,0.0375
2016-02-05,4,KOSPI_EX_K200,CF20,71,0.019531250000000003,51.19999999999999,0.04375
2016-02-05,4,KOSPI_EX_K200,ACT5_LOW10,69,0.02015625,49.61240310077519,0.04375
2016-02-05,4,KOSPI_EX_K200,ADV20_LOW10,71,0.019609375000000002,50.99601593625498,0.04375
2016-02-05,4,KOSPI_EX_K200,TURNOVER20_TOP01,71,0.01953125,51.2,0.04375
2016-02-05,4,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,69,0.020234375000000002,49.420849420849414,0.04375
2016-02-05,4,KOSPI_EX_K200,AMIHUD20_TOP05,71,0.019609375000000002,50.99601593625498,0.04375
2016-02-05,4,KOSDAQ,CF20,80,0.016796875000000003,59.534883720930225,0.0375
2016-02-05,4,KOSDAQ,ACT5_LOW30,72,0.018281250000000002,54.70085470085469,0.0375
2016-02-05,4,KOSDAQ,TURNOVER20_LOW30,71,0.019375000000000003,51.61290322580644,0.0375
2016-02-05,4,KOSDAQ,TURNOVER20_TOP01_LOW30,71,0.019375000000000003,51.61290322580644,0.0375
2016-02-05,4,KOSDAQ,ACT1_LOW05,79,0.0171875,58.18181818181818,0.0375
2016-02-05,4,KOSDAQ,AMIHUD20_TOP05,79,0.0171875,58.18181818181818,0.0375
2016-02-11,5,KOSPI_EX_K200,CF20,71,0.020000000000000004,49.99999999999999,0.04375
2016-02-11,5,KOSPI_EX_K200,ACT5_LOW10,70,0.020546875000000003,48.669201520912544,0.04375
2016-02-11,5,KOSPI_EX_K200,ADV20_LOW10,71,0.020312500000000004,49.23076923076922,0.04375
2016-02-11,5,KOSPI_EX_K200,TURNOVER20_TOP01,70,0.020156250000000004,49.61240310077518,0.04375
2016-02-11,5,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,68,0.021015625000000003,47.58364312267657,0.04375
2016-02-11,5,KOSPI_EX_K200,AMIHUD20_TOP05,71,0.020312500000000004,49.23076923076922,0.04375
2016-02-11,5,KOSDAQ,CF20,75,0.018828125000000005,53.112033195020736,0.0375
2016-02-11,5,KOSDAQ,ACT5_LOW30,69,0.019921875,50.196078431372555,0.04375
2016-02-11,5,KOSDAQ,TURNOVER20_LOW30,70,0.0203125,49.230769230769226,0.0375
2016-02-11,5,KOSDAQ,TURNOVER20_TOP01_LOW30,70,0.0203125,49.230769230769226,0.0375
2016-02-11,5,KOSDAQ,ACT1_LOW05,75,0.018828125000000005,53.112033195020736,0.0375
2016-02-11,5,KOSDAQ,AMIHUD20_TOP05,75,0.018828125000000005,53.112033195020736,0.0375
2016-02-12,6,KOSPI_EX_K200,CF20,70,0.019921875000000002,50.19607843137254,0.04375
2016-02-12,6,KOSPI_EX_K200,ACT5_LOW10,69,0.02015625,49.61240310077519,0.04375
2016-02-12,6,KOSPI_EX_K200,ADV20_LOW10,69,0.020234375000000002,49.420849420849414,0.04375
2016-02-12,6,KOSPI_EX_K200,TURNOVER20_TOP01,70,0.019921875000000002,50.19607843137254,0.04375
2016-02-12,6,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,68,0.020625000000000004,48.48484848484848,0.04375
