date,phase,universe,strategy,n_names,hhi,effective_n,top_weight
2016-02-12,6,KOSPI_EX_K200,AMIHUD20_TOP05,69,0.020234375000000002,49.420849420849414,0.04375
2016-02-12,6,KOSDAQ,CF20,74,0.019296875,51.821862348178136,0.04375
2016-02-12,6,KOSDAQ,ACT5_LOW30,72,0.020156250000000004,49.61240310077518,0.04375
2016-02-12,6,KOSDAQ,TURNOVER20_LOW30,67,0.022734375000000005,43.98625429553264,0.04375
2016-02-12,6,KOSDAQ,TURNOVER20_TOP01_LOW30,67,0.022734375000000005,43.98625429553264,0.04375
2016-02-12,6,KOSDAQ,ACT1_LOW05,73,0.019453125,51.40562248995983,0.04375
2016-02-12,6,KOSDAQ,AMIHUD20_TOP05,74,0.019296875,51.821862348178136,0.04375
2016-02-15,7,KOSPI_EX_K200,CF20,72,0.020000000000000004,49.99999999999999,0.04375
2016-02-15,7,KOSPI_EX_K200,ACT5_LOW10,69,0.020390625000000002,49.042145593869726,0.04375
2016-02-15,7,KOSPI_EX_K200,ADV20_LOW10,70,0.020625000000000004,48.48484848484848,0.04375
2016-02-15,7,KOSPI_EX_K200,TURNOVER20_TOP01,71,0.020078125000000002,49.805447470817114,0.04375
2016-02-15,7,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,69,0.0209375,47.76119402985074,0.04375
2016-02-15,7,KOSPI_EX_K200,AMIHUD20_TOP05,70,0.020625000000000004,48.48484848484848,0.04375
2016-02-15,7,KOSDAQ,CF20,78,0.017890625,55.89519650655022,0.0375
2016-02-15,7,KOSDAQ,ACT5_LOW30,74,0.018750000000000003,53.33333333333333,0.0375
2016-02-15,7,KOSDAQ,TURNOVER20_LOW30,71,0.020156250000000004,49.61240310077518,0.0375
2016-02-15,7,KOSDAQ,TURNOVER20_TOP01_LOW30,71,0.020156250000000004,49.61240310077518,0.0375
2016-02-15,7,KOSDAQ,ACT1_LOW05,77,0.018046875000000004,55.4112554112554,0.0375
2016-02-15,7,KOSDAQ,AMIHUD20_TOP05,78,0.017890625,55.89519650655022,0.0375
2016-02-16,8,KOSPI_EX_K200,CF20,72,0.02015625,49.61240310077519,0.04375
2016-02-16,8,KOSPI_EX_K200,ACT5_LOW10,69,0.020703125000000003,48.30188679245283,0.04375
2016-02-16,8,KOSPI_EX_K200,ADV20_LOW10,70,0.020703125,48.301886792452834,0.04375
2016-02-16,8,KOSPI_EX_K200,TURNOVER20_TOP01,71,0.020234375,49.42084942084942,0.04375
2016-02-16,8,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,69,0.0209375,47.76119402985074,0.04375
2016-02-16,8,KOSPI_EX_K200,AMIHUD20_TOP05,70,0.020703125,48.301886792452834,0.04375
2016-02-16,8,KOSDAQ,CF20,80,0.017421875000000003,57.39910313901344,0.03125
2016-02-16,8,KOSDAQ,ACT5_LOW30,70,0.019296875,51.821862348178136,0.0375
2016-02-16,8,KOSDAQ,TURNOVER20_LOW30,72,0.018828125,53.11203319502074,0.03125
2016-02-16,8,KOSDAQ,TURNOVER20_TOP01_LOW30,72,0.018828125,53.11203319502074,0.03125
2016-02-16,8,KOSDAQ,ACT1_LOW05,79,0.017500000000000005,57.142857142857125,0.03125
2016-02-16,8,KOSDAQ,AMIHUD20_TOP05,80,0.017421875000000003,57.39910313901344,0.03125
2016-02-17,9,KOSPI_EX_K200,CF20,71,0.020703125,48.301886792452834,0.04375
2016-02-17,9,KOSPI_EX_K200,ACT5_LOW10,69,0.021015625,47.583643122676584,0.04375
2016-02-17,9,KOSPI_EX_K200,ADV20_LOW10,70,0.021015625,47.583643122676584,0.04375
2016-02-17,9,KOSPI_EX_K200,TURNOVER20_TOP01,70,0.02078125,48.1203007518797,0.04375
2016-02-17,9,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,67,0.021640625000000004,46.209386281588436,0.04375
2016-02-17,9,KOSPI_EX_K200,AMIHUD20_TOP05,70,0.021015625,47.583643122676584,0.04375
2016-02-17,9,KOSDAQ,CF20,82,0.017265625,57.918552036199095,0.0375
2016-02-17,9,KOSDAQ,ACT5_LOW30,73,0.018750000000000003,53.33333333333333,0.0375
2016-02-17,9,KOSDAQ,TURNOVER20_LOW30,77,0.018984375,52.67489711934156,0.0375
2016-02-17,9,KOSDAQ,TURNOVER20_TOP01_LOW30,77,0.018984375,52.67489711934156,0.0375
2016-02-17,9,KOSDAQ,ACT1_LOW05,81,0.017343750000000005,57.657657657657644,0.0375
2016-02-17,9,KOSDAQ,AMIHUD20_TOP05,82,0.017265625,57.918552036199095,0.0375
2016-02-18,0,KOSPI_EX_K200,CF20,67,0.021406250000000005,46.71532846715327,0.04375
2016-02-18,0,KOSPI_EX_K200,ACT5_LOW10,67,0.02140625,46.715328467153284,0.04375
2016-02-18,0,KOSPI_EX_K200,ADV20_LOW10,66,0.021718750000000005,46.04316546762589,0.04375
2016-02-18,0,KOSPI_EX_K200,TURNOVER20_TOP01,67,0.021406250000000005,46.71532846715327,0.04375
2016-02-18,0,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,64,0.022578125000000004,44.290657439446356,0.04375
2016-02-18,0,KOSPI_EX_K200,AMIHUD20_TOP05,67,0.021406250000000005,46.71532846715327,0.04375
2016-02-18,0,KOSDAQ,CF20,78,0.018125000000000002,55.172413793103445,0.0375
2016-02-18,0,KOSDAQ,ACT5_LOW30,75,0.018593750000000006,53.781512605041996,0.0375
2016-02-18,0,KOSDAQ,TURNOVER20_LOW30,72,0.01984375,50.39370078740157,0.0375
2016-02-18,0,KOSDAQ,TURNOVER20_TOP01_LOW30,72,0.01984375,50.39370078740157,0.0375
2016-02-18,0,KOSDAQ,ACT1_LOW05,78,0.018125000000000002,55.172413793103445,0.0375
2016-02-18,0,KOSDAQ,AMIHUD20_TOP05,78,0.018125000000000002,55.172413793103445,0.0375
2016-02-19,1,KOSPI_EX_K200,CF20,71,0.020546875,48.66920152091255,0.04375
2016-02-19,1,KOSPI_EX_K200,ACT5_LOW10,71,0.020546875,48.66920152091255,0.04375
2016-02-19,1,KOSPI_EX_K200,ADV20_LOW10,71,0.020624999999999998,48.48484848484849,0.04375
2016-02-19,1,KOSPI_EX_K200,TURNOVER20_TOP01,71,0.020546875,48.66920152091255,0.04375
2016-02-19,1,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,68,0.02109375,47.407407407407405,0.04375
2016-02-19,1,KOSPI_EX_K200,AMIHUD20_TOP05,71,0.020546875,48.66920152091255,0.04375
2016-02-19,1,KOSDAQ,CF20,82,0.0175,57.14285714285714,0.0375
2016-02-19,1,KOSDAQ,ACT5_LOW30,76,0.018046875000000004,55.4112554112554,0.0375
2016-02-19,1,KOSDAQ,TURNOVER20_LOW30,74,0.019218750000000003,52.032520325203244,0.0375
2016-02-19,1,KOSDAQ,TURNOVER20_TOP01_LOW30,74,0.019218750000000003,52.032520325203244,0.0375
2016-02-19,1,KOSDAQ,ACT1_LOW05,81,0.017578125000000003,56.88888888888888,0.0375
2016-02-19,1,KOSDAQ,AMIHUD20_TOP05,82,0.0175,57.14285714285714,0.0375
2016-02-22,2,KOSPI_EX_K200,CF20,71,0.020703125,48.301886792452834,0.04375
2016-02-22,2,KOSPI_EX_K200,ACT5_LOW10,70,0.02078125,48.1203007518797,0.04375
2016-02-22,2,KOSPI_EX_K200,ADV20_LOW10,71,0.020703125,48.301886792452834,0.04375
2016-02-22,2,KOSPI_EX_K200,TURNOVER20_TOP01,71,0.020703125,48.301886792452834,0.04375
2016-02-22,2,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,69,0.02125,47.05882352941176,0.04375
2016-02-22,2,KOSPI_EX_K200,AMIHUD20_TOP05,71,0.020703125,48.301886792452834,0.04375
2016-02-22,2,KOSDAQ,CF20,79,0.016796875,59.53488372093023,0.0375
2016-02-22,2,KOSDAQ,ACT5_LOW30,75,0.017656250000000005,56.6371681415929,0.0375
2016-02-22,2,KOSDAQ,TURNOVER20_LOW30,74,0.018437500000000006,54.237288135593204,0.03125
2016-02-22,2,KOSDAQ,TURNOVER20_TOP01_LOW30,74,0.018437500000000006,54.237288135593204,0.03125
2016-02-22,2,KOSDAQ,ACT1_LOW05,79,0.016796875,59.53488372093023,0.0375
2016-02-22,2,KOSDAQ,AMIHUD20_TOP05,79,0.016796875,59.53488372093023,0.0375
2016-02-23,3,KOSPI_EX_K200,CF20,70,0.021171875,47.23247232472325,0.04375
2016-02-23,3,KOSPI_EX_K200,ACT5_LOW10,70,0.021171875,47.23247232472325,0.04375
2016-02-23,3,KOSPI_EX_K200,ADV20_LOW10,70,0.021171875,47.23247232472325,0.04375
2016-02-23,3,KOSPI_EX_K200,TURNOVER20_TOP01,70,0.021171875,47.23247232472325,0.04375
2016-02-23,3,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,69,0.021562500000000002,46.37681159420289,0.04375
2016-02-23,3,KOSPI_EX_K200,AMIHUD20_TOP05,70,0.021171875,47.23247232472325,0.04375
2016-02-23,3,KOSDAQ,CF20,78,0.01625,61.53846153846153,0.03125
2016-02-23,3,KOSDAQ,ACT5_LOW30,72,0.017343750000000005,57.657657657657644,0.03125
2016-02-23,3,KOSDAQ,TURNOVER20_LOW30,74,0.017734375000000004,56.387665198237876,0.03125
2016-02-23,3,KOSDAQ,TURNOVER20_TOP01_LOW30,74,0.017734375000000004,56.387665198237876,0.03125
2016-02-23,3,KOSDAQ,ACT1_LOW05,78,0.01625,61.53846153846153,0.03125
2016-02-23,3,KOSDAQ,AMIHUD20_TOP05,78,0.01625,61.53846153846153,0.03125
2016-02-24,4,KOSPI_EX_K200,CF20,69,0.020859375,47.940074906367045,0.04375
2016-02-24,4,KOSPI_EX_K200,ACT5_LOW10,69,0.020859375,47.940074906367045,0.04375
2016-02-24,4,KOSPI_EX_K200,ADV20_LOW10,70,0.020781249999999998,48.120300751879704,0.04375
2016-02-24,4,KOSPI_EX_K200,TURNOVER20_TOP01,69,0.020859375,47.940074906367045,0.04375
2016-02-24,4,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,67,0.02125,47.05882352941176,0.04375
2016-02-24,4,KOSPI_EX_K200,AMIHUD20_TOP05,69,0.020859375,47.940074906367045,0.04375
2016-02-24,4,KOSDAQ,CF20,77,0.017812500000000002,56.14035087719298,0.03125
2016-02-24,4,KOSDAQ,ACT5_LOW30,74,0.018359375000000004,54.468085106382965,0.0375
2016-02-24,4,KOSDAQ,TURNOVER20_LOW30,75,0.019140625000000005,52.24489795918366,0.04375
2016-02-24,4,KOSDAQ,TURNOVER20_TOP01_LOW30,75,0.019140625000000005,52.24489795918366,0.04375
2016-02-24,4,KOSDAQ,ACT1_LOW05,77,0.017812500000000002,56.14035087719298,0.03125
2016-02-24,4,KOSDAQ,AMIHUD20_TOP05,77,0.017812500000000002,56.14035087719298,0.03125
2016-02-25,5,KOSPI_EX_K200,CF20,69,0.020859375,47.940074906367045,0.04375
2016-02-25,5,KOSPI_EX_K200,ACT5_LOW10,68,0.021015625,47.583643122676584,0.04375
2016-02-25,5,KOSPI_EX_K200,ADV20_LOW10,68,0.021171875,47.23247232472325,0.04375
2016-02-25,5,KOSPI_EX_K200,TURNOVER20_TOP01,69,0.020859375,47.940074906367045,0.04375
2016-02-25,5,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,66,0.021562500000000002,46.37681159420289,0.04375
2016-02-25,5,KOSPI_EX_K200,AMIHUD20_TOP05,69,0.020859375,47.940074906367045,0.04375
2016-02-25,5,KOSDAQ,CF20,73,0.019140625,52.24489795918367,0.04375
2016-02-25,5,KOSDAQ,ACT5_LOW30,70,0.019375,51.612903225806456,0.04375
2016-02-25,5,KOSDAQ,TURNOVER20_LOW30,73,0.019843750000000004,50.39370078740156,0.04375
2016-02-25,5,KOSDAQ,TURNOVER20_TOP01_LOW30,73,0.019843750000000004,50.39370078740156,0.04375
2016-02-25,5,KOSDAQ,ACT1_LOW05,73,0.019140625,52.24489795918367,0.04375
2016-02-25,5,KOSDAQ,AMIHUD20_TOP05,73,0.019140625,52.24489795918367,0.04375
2016-02-26,6,KOSPI_EX_K200,CF20,70,0.020703125,48.301886792452834,0.04375
2016-02-26,6,KOSPI_EX_K200,ACT5_LOW10,68,0.021093749999999998,47.40740740740741,0.04375
2016-02-26,6,KOSPI_EX_K200,ADV20_LOW10,69,0.021015625,47.583643122676584,0.04375
2016-02-26,6,KOSPI_EX_K200,TURNOVER20_TOP01,70,0.020703125,48.301886792452834,0.04375
2016-02-26,6,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,67,0.02140625,46.715328467153284,0.04375
2016-02-26,6,KOSPI_EX_K200,AMIHUD20_TOP05,70,0.020703125,48.301886792452834,0.04375
2016-02-26,6,KOSDAQ,CF20,77,0.018750000000000003,53.33333333333333,0.0375
2016-02-26,6,KOSDAQ,ACT5_LOW30,73,0.019765625000000002,50.59288537549406,0.04375
2016-02-26,6,KOSDAQ,TURNOVER20_LOW30,71,0.020390625000000002,49.042145593869726,0.04375
2016-02-26,6,KOSDAQ,TURNOVER20_TOP01_LOW30,71,0.020390625000000002,49.042145593869726,0.04375
2016-02-26,6,KOSDAQ,ACT1_LOW05,77,0.018750000000000003,53.33333333333333,0.0375
2016-02-26,6,KOSDAQ,AMIHUD20_TOP05,77,0.018750000000000003,53.33333333333333,0.0375
2016-02-29,7,KOSPI_EX_K200,CF20,69,0.021171875,47.23247232472325,0.04375
2016-02-29,7,KOSPI_EX_K200,ACT5_LOW10,67,0.021640625,46.20938628158845,0.04375
2016-02-29,7,KOSPI_EX_K200,ADV20_LOW10,69,0.021171875,47.23247232472325,0.04375
2016-02-29,7,KOSPI_EX_K200,TURNOVER20_TOP01,69,0.021171875,47.23247232472325,0.04375
2016-02-29,7,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,69,0.021249999999999998,47.05882352941177,0.04375
2016-02-29,7,KOSPI_EX_K200,AMIHUD20_TOP05,69,0.021171875,47.23247232472325,0.04375
2016-02-29,7,KOSDAQ,CF20,75,0.018828125,53.11203319502074,0.0375
2016-02-29,7,KOSDAQ,ACT5_LOW30,67,0.02046875,48.854961832061065,0.04375
2016-02-29,7,KOSDAQ,TURNOVER20_LOW30,69,0.02015625,49.61240310077519,0.04375
2016-02-29,7,KOSDAQ,TURNOVER20_TOP01_LOW30,69,0.02015625,49.61240310077519,0.04375
2016-02-29,7,KOSDAQ,ACT1_LOW05,75,0.018828125,53.11203319502074,0.0375
2016-02-29,7,KOSDAQ,AMIHUD20_TOP05,75,0.018828125,53.11203319502074,0.0375
2016-03-02,8,KOSPI_EX_K200,CF20,70,0.020703125,48.301886792452834,0.04375
2016-03-02,8,KOSPI_EX_K200,ACT5_LOW10,70,0.020703125,48.301886792452834,0.04375
2016-03-02,8,KOSPI_EX_K200,ADV20_LOW10,70,0.020703125,48.301886792452834,0.04375
2016-03-02,8,KOSPI_EX_K200,TURNOVER20_TOP01,70,0.020703125,48.301886792452834,0.04375
2016-03-02,8,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,68,0.021484375000000003,46.54545454545454,0.04375
2016-03-02,8,KOSPI_EX_K200,AMIHUD20_TOP05,70,0.020703125,48.301886792452834,0.04375
2016-03-02,8,KOSDAQ,CF20,78,0.0175,57.14285714285714,0.03125
2016-03-02,8,KOSDAQ,ACT5_LOW30,70,0.019609375000000002,50.99601593625498,0.04375
2016-03-02,8,KOSDAQ,TURNOVER20_LOW30,68,0.0209375,47.76119402985074,0.04375
2016-03-02,8,KOSDAQ,TURNOVER20_TOP01_LOW30,68,0.0209375,47.76119402985074,0.04375
2016-03-02,8,KOSDAQ,ACT1_LOW05,78,0.0175,57.14285714285714,0.03125
2016-03-02,8,KOSDAQ,AMIHUD20_TOP05,78,0.0175,57.14285714285714,0.03125
2016-03-03,9,KOSPI_EX_K200,CF20,75,0.019140625,52.24489795918367,0.0375
2016-03-03,9,KOSPI_EX_K200,ACT5_LOW10,75,0.019140625,52.24489795918367,0.0375
2016-03-03,9,KOSPI_EX_K200,ADV20_LOW10,75,0.019140625,52.24489795918367,0.0375
2016-03-03,9,KOSPI_EX_K200,TURNOVER20_TOP01,75,0.019140625,52.24489795918367,0.0375
2016-03-03,9,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,74,0.019375000000000003,51.61290322580644,0.0375
2016-03-03,9,KOSPI_EX_K200,AMIHUD20_TOP05,75,0.019140625,52.24489795918367,0.0375
2016-03-03,9,KOSDAQ,CF20,74,0.018828125000000005,53.112033195020736,0.0375
2016-03-03,9,KOSDAQ,ACT5_LOW30,71,0.019218750000000003,52.032520325203244,0.0375
2016-03-03,9,KOSDAQ,TURNOVER20_LOW30,70,0.019843750000000004,50.39370078740156,0.0375
2016-03-03,9,KOSDAQ,TURNOVER20_TOP01_LOW30,70,0.019843750000000004,50.39370078740156,0.0375
2016-03-03,9,KOSDAQ,ACT1_LOW05,74,0.018828125000000005,53.112033195020736,0.0375
2016-03-03,9,KOSDAQ,AMIHUD20_TOP05,74,0.018828125000000005,53.112033195020736,0.0375
2016-03-04,0,KOSPI_EX_K200,CF20,74,0.019531250000000003,51.19999999999999,0.0375
2016-03-04,0,KOSPI_EX_K200,ACT5_LOW10,73,0.020078125000000002,49.805447470817114,0.0375
2016-03-04,0,KOSPI_EX_K200,ADV20_LOW10,74,0.019531250000000003,51.19999999999999,0.0375
2016-03-04,0,KOSPI_EX_K200,TURNOVER20_TOP01,74,0.019531250000000003,51.19999999999999,0.0375
2016-03-04,0,KOSPI_EX_K200,TURNOVER20_TOP01_LOW10,74,0.019609375000000002,50.99601593625498,0.0375
2016-03-04,0,KOSPI_EX_K200,AMIHUD20_TOP05,74,0.019531250000000003,51.19999999999999,0.0375
2016-03-04,0,KOSDAQ,CF20,79,0.018046875,55.41125541125541,0.0375
2016-03-04,0,KOSDAQ,ACT5_LOW30,70,0.01984375,50.39370078740157,0.0375
2016-03-04,0,KOSDAQ,TURNOVER20_LOW30,71,0.01953125,51.2,0.0375
2016-03-04,0,KOSDAQ,TURNOVER20_TOP01_LOW30,71,0.01953125,51.2,0.0375
2016-03-04,0,KOSDAQ,ACT1_LOW05,79,0.018046875,55.41125541125541,0.0375
2016-03-04,0,KOSDAQ,AMIHUD20_TOP05,79,0.018046875,55.41125541125541,0.0375
