universe,strategy,period,cost_bp,n_phases,median_cagr,mean_cagr,worst_phase_cagr,median_mdd,worst_phase_mdd,median_sharpe,worst_phase_sharpe,median_turnover,median_n_names,median_top_weight,median_missing_return_weight
KOSDAQ,ACT1_LOW05,PRE_STRESS_2016_2024,30,10,0.02300638327749338,0.02266878703552584,0.0013332289791212482,-0.4819998783226891,-0.5084385517487726,0.21671297001874368,0.13112145049312637,9.67398314022,89.41095890410958,0.03421803652968036,0.0
KOSDAQ,ACT1_LOW05,PRE_STRESS_2016_2024,60,10,-0.00629282966599215,-0.006625460059524568,-0.027463296333636866,-0.5052531316619137,-0.5327209788899258,0.10098697667047382,0.014745760849249969,9.67398314022,89.41095890410958,0.03421803652968036,0.0
KOSDAQ,ACT1_LOW05,YTD_2026,0,10,0.11709384879289964,0.09798903779898041,-0.0517508945388796,-0.443114876874017,-0.4590110015467186,0.4833670040640236,0.21810931294184904,11.18063560316689,99.7,0.02875,0.0
KOSDAQ,ACT1_LOW05,YTD_2026,30,10,0.08081115883071,0.062039992942475544,-0.08375181430477174,-0.4464592436032467,-0.46235248747786606,0.42890188117350564,0.16274624248195466,11.18063560316689,99.7,0.02875,0.0
KOSDAQ,ACT1_LOW05,YTD_2026,60,10,0.045662350279591424,0.027223175422359514,-0.11471419820403461,-0.4498177961701936,-0.46567754984828535,0.3743812228170158,0.10750260627590327,11.18063560316689,99.7,0.02875,0.0
KOSDAQ,ACT5_LOW30,BULL_2025,0,10,0.7599542313953724,0.8038310030075413,0.7005379286474454,-0.14925653240609243,-0.15936985736962583,2.580511763868593,2.490128463831411,11.643126485648299,91.39583333333334,0.033203125,0.0
KOSDAQ,ACT5_LOW30,BULL_2025,30,10,0.6980846442588284,0.7418311667080497,0.6412665711324279,-0.15332449511066615,-0.16283502806217764,2.4276812382568793,2.3280860057963584,11.643126485648299,91.39583333333334,0.033203125,0.0
KOSDAQ,ACT5_LOW30,BULL_2025,60,10,0.6383084386822262,0.6818813840379396,0.5839804081858759,-0.15737798188818014,-0.16753725956044396,2.274232193672183,2.164514344172682,11.643126485648299,91.39583333333334,0.033203125,0.0
KOSDAQ,ACT5_LOW30,EARLY_2016_2019,0,10,0.049264001499411014,0.048993814282848366,0.01765229027217341,-0.32791352221035724,-0.34473731922048834,0.3342048647666771,0.18857687141446397,10.834008303363024,76.83333333333333,0.03815104166666666,0.0
KOSDAQ,ACT5_LOW30,EARLY_2016_2019,30,10,0.015815007062280673,0.015444511608353495,-0.015067340737852208,-0.3531349628526963,-0.3616872049386619,0.17999582715896037,0.03219251011677951,10.834008303363024,76.83333333333333,0.03815104166666666,0.0
