universe,cost_bps,period,n_rebalances,crash_cap_cagr,crash_cap_sharpe,crash_cap_mdd,persist_only_cagr,persist_only_sharpe,persist_only_mdd,ew8_cagr,ew8_sharpe,ew8_mdd,top2_cagr,top2_sharpe,top2_mdd,delta_sharpe_vs_persist,delta_cagr_vs_persist,delta_mdd_vs_persist,delta_sharpe_vs_ew8,delta_cagr_vs_ew8,delta_mdd_vs_ew8,cap_trigger_share,persist_top2_share,annual_cap_turnover
KOSPI_ALL,0,YTD_2026,4,0.7258051489569275,2.3398184248795992,-0.03192549399772482,0.7258051489569275,2.3398184248795992,-0.03192549399772482,0.3373222096968975,2.5834806921651743,-0.0010997618702287548,0.35962875464660593,1.5104366181841682,-0.03903281763822175,0.0,0.0,0.0,-0.24366226728557505,0.38848293926002997,-0.030825732127496064,0.0,0.25,11.025
KOSPI_EX_K200,0,YTD_2026,4,0.41211206943686385,2.079223616008803,-0.02267470390629056,0.41903062053750273,2.1277566956752287,-0.021157130158278137,0.09628607605010986,0.8131294328196278,-0.03853855760883207,0.3526699720129478,1.4324742188862067,-0.05024657897953999,-0.04853307966642584,-0.006918551100638881,-0.001517573748012424,1.2660941831891752,0.315825993386754,0.01586385370254151,0.25,0.25,7.875
KOSPI_KOSDAQ_ALL,0,YTD_2026,4,0.1576363396946694,1.3656644592829423,-0.026241193815654706,0.1576363396946694,1.3656644592829423,-0.026241193815654706,0.3575104971599006,3.6521409812900503,-0.0002378172667306666,-0.07900754446236768,-1.6866084520032967,-0.026241193815654706,0.0,0.0,0.0,-2.286476522007108,-0.19987415746523118,-0.02600337654892404,0.0,0.5,7.0874999999999995
K200,10,DEV_2020_2022,38,0.03510975418211282,0.34053944440019074,-0.18693851975311615,0.04408951245012127,0.40558591334203037,-0.18693851975311604,0.06861936099357124,0.9252577805444361,-0.06132276546491944,0.023317694164691094,0.22452587054137485,-0.13363544424420515,-0.06504646894183963,-0.008979758268008453,-1.1102230246251565e-16,-0.5847183361442454,-0.033509606811458426,-0.1256157542881967,0.02631578947368421,0.39473684210526316,9.035526315789474
KOSDAQ,10,DEV_2020_2022,38,0.0623498002186611,0.5503950064788798,-0.1029051661715984,0.0623498002186611,0.5503950064788798,-0.1029051661715984,0.04179473726282623,0.6921866698616813,-0.1003203287307477,0.07404925508676996,0.555687744594074,-0.16748009115780393,0.0,0.0,0.0,-0.14179166338280147,0.02055506295583487,-0.0025848374408506958,0.0,0.42105263157894735,8.952631578947368
KOSDAQ_PLUS_KOSPI_EX_K200,10,DEV_2020_2022,38,0.10412941034735712,0.8933613506318866,-0.07856876838822258,0.10412941034735712,0.8933613506318866,-0.07856876838822258,0.06016500093172805,0.9105009068498411,-0.08721308188926802,0.08365781110221326,0.6626718958765068,-0.13692890955686488,0.0,0.0,0.0,-0.017139556217954488,0.04396440941562907,0.008644313501045442,0.0,0.2894736842105263,9.118421052631579
KOSPI_ALL,10,DEV_2020_2022,38,0.06887752810020764,0.8444198187858715,-0.08201380453068119,0.06099317878050936,0.7259931222571843,-0.0895003124757271,0.06767022488469565,1.0960360155768634,-0.04072532130981732,0.036058796735851883,0.3239703618703834,-0.1599196588328401,0.1184266965286872,0.00788434931969828,0.007486507945045906,-0.2516161967909919,0.00120730321551199,-0.04128848322086387,0.07894736842105263,0.2631578947368421,6.880263157894737
KOSPI_EX_K200,10,DEV_2020_2022,31,0.029728201957502698,0.26178737915701183,-0.12611215302394962,0.0453559516325821,0.3507927080917705,-0.12611215302394962,0.08396506165713724,0.9867211233290786,-0.06475484058299597,0.15032465454196497,0.9243979510823265,-0.15626090277905935,-0.08900532893475865,-0.015627749675079405,0.0,-0.7249337441720667,-0.05423685969963454,-0.06135731244095366,0.16129032258064516,0.2903225806451613,7.112903225806452
KOSPI_KOSDAQ_ALL,10,DEV_2020_2022,38,0.024579574237723723,0.2758653770319762,-0.11652306611350405,0.016710521961370572,0.20581130939964243,-0.11652306611350427,0.07521602370581149,1.229060716163908,-0.03081420934002388,0.013603877707730527,0.1633239252171247,-0.21515963437670826,0.0700540676323338,0.00786905227635315,2.220446049250313e-16,-0.9531953391319318,-0.05063644946808776,-0.08570885677348017,0.02631578947368421,0.21052631578947367,8.289473684210527
K200,10,CONFIRM_2023_2024,24,0.19686194228481146,1.25612580716951,-0.045675506951512346,0.2158028591723602,1.3551617709733317,-0.045786127488813944,0.10812552676521658,1.4845132388569693,-0.03179925204880618,0.08638391054487315,0.6255001586025248,-0.11030842902551363,-0.09903596380382163,-0.01894091688754873,0.00011062053730159782,-0.22838743168745923,0.08873641551959488,-0.013876254902706164,0.08333333333333333,0.2916666666666667,8.00625
