date,universe,eval_year,persist_score,crash_score,train_p33,train_p67,train_c67,persist_action,capped_action,cap_triggered,persist_only_gross,persist_only_w_MOM1M,persist_only_w_MOM12_1,persist_only_w_OP12_REV,persist_only_w_OPFY1_REV,persist_only_w_PBR12MF,persist_only_w_PER12MF,persist_only_w_PRIVATE_FLOW,persist_only_w_FOREIGN_FLOW,crash_cap_gross,crash_cap_w_MOM1M,crash_cap_w_MOM12_1,crash_cap_w_OP12_REV,crash_cap_w_OPFY1_REV,crash_cap_w_PBR12MF,crash_cap_w_PER12MF,crash_cap_w_PRIVATE_FLOW,crash_cap_w_FOREIGN_FLOW,ew8_gross,ew8_w_MOM1M,ew8_w_MOM12_1,ew8_w_OP12_REV,ew8_w_OPFY1_REV,ew8_w_PBR12MF,ew8_w_PER12MF,ew8_w_PRIVATE_FLOW,ew8_w_FOREIGN_FLOW,top2_gross,top2_w_MOM1M,top2_w_MOM12_1,top2_w_OP12_REV,top2_w_OPFY1_REV,top2_w_PBR12MF,top2_w_PER12MF,top2_w_PRIVATE_FLOW,top2_w_FOREIGN_FLOW,cost_bps,crash_cap_turnover,crash_cap_ret,persist_only_turnover,persist_only_ret,ew8_turnover,ew8_ret,top2_turnover,top2_ret
2020-01-03,K200,2020,0.1572162729499817,-0.9179452351403782,-0.14969523709363677,0.17579787683631196,0.28338621848864387,EW8,EW8,False,0.018919013308884847,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.018919013308884847,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.018919013308884847,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.06448953891975705,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0.5,0.018919013308884847,0.5,0.018919013308884847,0.5,0.018919013308884847,0.5,0.06448953891975705
2020-02-04,K200,2020,-0.40717490268446077,2.0881204447507247,-0.14969523709363677,0.17579787683631196,0.28338621848864387,BOTTOM2,BOTTOM2,False,-0.0316726403346868,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0316726403346868,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.015262968795943337,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0242069170561192,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0.75,-0.0316726403346868,0.75,-0.0316726403346868,0.0,-0.015262968795943337,0.5,-0.0242069170561192
2020-03-03,K200,2020,0.5380164029663516,-0.5056806739913832,-0.14969523709363677,0.17579787683631196,0.28338621848864387,TOP2,TOP2,False,0.03191322196619715,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.03191322196619715,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.012425918179522412,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.03191322196619715,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,1.0,0.03191322196619715,1.0,0.03191322196619715,0.0,-0.012425918179522412,1.0,0.03191322196619715
2020-03-31,K200,2020,-0.20486837175693398,1.9141690643349731,-0.14969523709363677,0.17579787683631196,0.28338621848864387,BOTTOM2,BOTTOM2,False,0.08625354207575425,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.08625354207575425,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.01775432805667497,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0954411292816823,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.0,0.08625354207575425,1.0,0.08625354207575425,0.0,-0.01775432805667497,0.5,-0.0954411292816823
2020-04-29,K200,2020,-0.8142216348424872,3.0667645493310887,-0.14969523709363677,0.17579787683631196,0.28338621848864387,BOTTOM2,BOTTOM2,False,0.02388649049848575,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.02388649049848575,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0179769002723153,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.01430144682540535,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,1.0,0.02388649049848575,1.0,0.02388649049848575,0.0,0.0179769002723153,1.0,-0.01430144682540535
2020-06-01,K200,2020,0.6924151693840039,0.6249982692509449,-0.14969523709363677,0.17579787683631196,0.28338621848864387,TOP2,EW8,True,0.04823952027364905,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.02129135968113364,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.02129135968113364,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.04823952027364905,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0,0.75,0.02129135968113364,0.5,0.04823952027364905,0.0,0.02129135968113364,1.0,0.04823952027364905
2020-06-29,K200,2020,-0.5972332597493049,2.719750282520504,-0.14969523709363677,0.17579787683631196,0.28338621848864387,BOTTOM2,BOTTOM2,False,-0.0046199949432072,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.0046199949432072,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.023294878296217,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.053646524683585606,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0.75,-0.0046199949432072,1.0,-0.0046199949432072,0.0,0.023294878296217,0.5,0.053646524683585606
2020-07-27,K200,2020,0.8015433854306405,-0.31368898761279557,-0.14969523709363677,0.17579787683631196,0.28338621848864387,TOP2,TOP2,False,0.0346620030185723,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0346620030185723,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.002922272730150586,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0346620030185723,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,1.0,0.0346620030185723,1.0,0.0346620030185723,0.0,0.002922272730150586,0.0,0.0346620030185723
2020-08-25,K200,2020,-0.08639709707867486,1.085671789808557,-0.14969523709363677,0.17579787683631196,0.28338621848864387,EW8,EW8,False,0.0009424384186942254,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0009424384186942254,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0009424384186942254,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.01855113289181795,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.75,0.0009424384186942254,0.75,0.0009424384186942254,0.0,0.0009424384186942254,1.0,-0.01855113289181795
2020-09-22,K200,2020,-0.06596295857307848,1.0149635052746506,-0.14969523709363677,0.17579787683631196,0.28338621848864387,EW8,EW8,False,0.036051607814026165,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.036051607814026165,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.036051607814026165,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.11433706517410794,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,0.0,0.036051607814026165,0.0,0.036051607814026165,0.0,0.036051607814026165,1.0,0.11433706517410794
2020-10-26,K200,2020,-0.6160838781019317,2.6011763197811164,-0.14969523709363677,0.17579787683631196,0.28338621848864387,BOTTOM2,BOTTOM2,False,-0.0169012594785156,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.0169012594785156,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.001627153254005075,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.017896552121336447,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,0.75,-0.0169012594785156,0.75,-0.0169012594785156,0.0,-0.001627153254005075,0.0,-0.017896552121336447
2020-11-23,K200,2020,0.4054316162537167,-0.2886096428501585,-0.14969523709363677,0.17579787683631196,0.28338621848864387,TOP2,TOP2,False,-0.004094464273265649,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,-0.004094464273265649,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,-0.016218156840713836,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.004094464273265649,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0,1.0,-0.004094464273265649,1.0,-0.004094464273265649,0.0,-0.016218156840713836,1.0,-0.004094464273265649
2020-12-21,K200,2020,-0.651342652333063,1.478499330704005,-0.14969523709363677,0.17579787683631196,0.28338621848864387,BOTTOM2,BOTTOM2,False,0.04535389998882885,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.04535389998882885,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.03760401269239955,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.025812552730475648,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,1.0,0.04535389998882885,1.0,0.04535389998882885,0.0,0.03760401269239955,0.5,0.025812552730475648
2021-01-21,K200,2021,-0.17095932507369774,0.6515207985286426,-0.20094263494407621,0.18429675049308436,0.14186140515872853,EW8,EW8,False,0.017148781788745675,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.017148781788745675,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.017148781788745675,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0144246580967247,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.75,0.017148781788745675,0.75,0.017148781788745675,0.0,0.017148781788745675,1.0,0.0144246580967247
2021-02-22,K200,2021,-0.39955990388299145,0.356710622525449,-0.20094263494407621,0.18429675049308436,0.14186140515872853,BOTTOM2,BOTTOM2,False,-0.0874110922242485,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.0874110922242485,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.006359378872173923,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.015163493720421549,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0,0.75,-0.0874110922242485,0.75,-0.0874110922242485,0.0,0.006359378872173923,0.5,-0.015163493720421549
2021-03-23,K200,2021,-1.2316732637806775,2.6058882355062947,-0.20094263494407621,0.18429675049308436,0.14186140515872853,BOTTOM2,BOTTOM2,False,0.0449774793691719,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0449774793691719,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.008109179183691312,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0052659956587285,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,0.0,0.0449774793691719,0.0,0.0449774793691719,0.0,0.008109179183691312,1.0,-0.0052659956587285
2021-04-20,K200,2021,0.8635911628605578,0.03735557028941868,-0.20094263494407621,0.18429675049308436,0.14186140515872853,TOP2,TOP2,False,-0.015274732573076499,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.015274732573076499,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.025195058149147017,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.015274732573076499,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0.5,-0.015274732573076499,0.5,-0.015274732573076499,0.0,0.025195058149147017,1.0,-0.015274732573076499
2021-05-20,K200,2021,-0.041532961844849954,0.9675617144847731,-0.20094263494407621,0.18429675049308436,0.14186140515872853,EW8,EW8,False,-0.02524736458112404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.02524736458112404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.02524736458112404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.03271661367937945,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0,0.75,-0.02524736458112404,0.75,-0.02524736458112404,0.0,-0.02524736458112404,1.0,-0.03271661367937945
2021-06-17,K200,2021,0.37104391312175417,-0.2548737414452407,-0.20094263494407621,0.18429675049308436,0.14186140515872853,TOP2,TOP2,False,-0.0314777164384353,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-0.0314777164384353,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,7.555546077500077e-05,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0314777164384353,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0.75,-0.0314777164384353,0.75,-0.0314777164384353,0.0,7.555546077500077e-05,0.5,-0.0314777164384353
2021-07-15,K200,2021,0.1867967431040736,-0.004134000614903395,-0.20094263494407621,0.18429675049308436,0.14186140515872853,TOP2,TOP2,False,-0.0266076903329167,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.0266076903329167,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.01190387883342035,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0266076903329167,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,1.0,-0.0266076903329167,1.0,-0.0266076903329167,0.0,-0.01190387883342035,1.0,-0.0266076903329167
2021-08-12,K200,2021,0.05604486933728251,-0.3785396581873175,-0.20094263494407621,0.18429675049308436,0.14186140515872853,EW8,EW8,False,0.020209795020453863,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.020209795020453863,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.020209795020453863,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0286160721310002,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0,0.75,0.020209795020453863,0.75,0.020209795020453863,0.0,0.020209795020453863,1.0,0.0286160721310002
2021-09-10,K200,2021,0.4991432033700128,-0.5692287376167705,-0.20094263494407621,0.18429675049308436,0.14186140515872853,TOP2,TOP2,False,0.0159531381683659,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0159531381683659,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.017698228383683574,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0159531381683659,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.75,0.0159531381683659,0.75,0.0159531381683659,0.0,0.017698228383683574,0.5,0.0159531381683659
2021-10-15,K200,2021,0.6077406186892569,-0.7586954703293826,-0.20094263494407621,0.18429675049308436,0.14186140515872853,TOP2,TOP2,False,0.0524173278463052,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0524173278463052,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.016210859802032015,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0524173278463052,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0,0.5,0.0524173278463052,0.5,0.0524173278463052,0.0,0.016210859802032015,0.5,0.0524173278463052
2021-11-12,K200,2021,-0.44961062010121333,0.22780509860478085,-0.20094263494407621,0.18429675049308436,0.14186140515872853,BOTTOM2,BOTTOM2,False,-0.007221662417580899,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.007221662417580899,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.007041963375958238,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.02186548473957305,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,1.0,-0.007221662417580899,1.0,-0.007221662417580899,0.0,0.007041963375958238,0.5,0.02186548473957305
2021-12-10,K200,2021,0.25671333638742777,-0.23133242354759911,-0.20094263494407621,0.18429675049308436,0.14186140515872853,TOP2,TOP2,False,-0.03575623643601235,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,-0.03575623643601235,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.013339044996971812,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.03575623643601235,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0,1.0,-0.03575623643601235,1.0,-0.03575623643601235,0.0,0.013339044996971812,0.5,-0.03575623643601235
2022-01-10,K200,2022,-0.978384217218993,1.6079498727672858,-0.19784056310251502,0.19437942627707952,0.12718284085545276,BOTTOM2,BOTTOM2,False,-0.004799576103785001,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,-0.004799576103785001,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.020908325931113275,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0533721326882903,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,0.5,-0.004799576103785001,0.5,-0.004799576103785001,0.0,0.020908325931113275,1.0,0.0533721326882903
2022-02-10,K200,2022,0.01570917879291447,0.2737938016550784,-0.19784056310251502,0.19437942627707952,0.12718284085545276,EW8,EW8,False,0.0044790966604926,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0044790966604926,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0044790966604926,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.008759659769480099,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0,0.75,0.0044790966604926,0.75,0.0044790966604926,0.0,0.0044790966604926,0.5,0.008759659769480099
2022-03-14,K200,2022,0.46525226931557656,-0.6652977539802791,-0.19784056310251502,0.19437942627707952,0.12718284085545276,TOP2,TOP2,False,-0.046366808486798194,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.046366808486798194,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.009461464874911223,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.046366808486798194,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75,-0.046366808486798194,0.75,-0.046366808486798194,0.0,-0.009461464874911223,1.0,-0.046366808486798194
2022-04-11,K200,2022,-0.6242228390816342,1.4354537050922376,-0.19784056310251502,0.19437942627707952,0.12718284085545276,BOTTOM2,BOTTOM2,False,0.015871606433036152,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.015871606433036152,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.016008551354133437,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.012725670223835101,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.5,0.015871606433036152,0.5,0.015871606433036152,0.0,0.016008551354133437,1.0,0.012725670223835101
2022-05-10,K200,2022,0.5783241751624496,-0.3230075765425699,-0.19784056310251502,0.19437942627707952,0.12718284085545276,TOP2,TOP2,False,0.00019251703632199978,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.00019251703632199978,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.009271114295005874,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.00019251703632199978,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,1.0,0.00019251703632199978,1.0,0.00019251703632199978,0.0,-0.009271114295005874,1.0,0.00019251703632199978
2022-06-09,K200,2022,0.37023868927411685,-0.6874136386844872,-0.19784056310251502,0.19437942627707952,0.12718284085545276,TOP2,TOP2,False,-0.0546416069031812,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,-0.0546416069031812,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,-0.02806187381202224,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0546416069031812,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0,0.5,-0.0546416069031812,0.5,-0.0546416069031812,0.0,-0.02806187381202224,0.5,-0.0546416069031812
2022-07-07,K200,2022,-0.48524699343534333,-0.1681912078156977,-0.19784056310251502,0.19437942627707952,0.12718284085545276,BOTTOM2,BOTTOM2,False,-0.0027957644733025994,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,-0.0027957644733025994,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,-0.006744831085181311,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.009437333774218949,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0,0.0,-0.0027957644733025994,0.0,-0.0027957644733025994,0.0,-0.006744831085181311,1.0,-0.009437333774218949
2022-08-04,K200,2022,0.051147863242363534,-0.11241246186738235,-0.19784056310251502,0.19437942627707952,0.12718284085545276,EW8,EW8,False,0.050732283247734794,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.050732283247734794,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.050732283247734794,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.07442313782208605,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.75,0.050732283247734794,0.75,0.050732283247734794,0.0,0.050732283247734794,1.0,0.07442313782208605
2022-09-02,K200,2022,0.8124443119894061,-0.6914462555805484,-0.19784056310251502,0.19437942627707952,0.12718284085545276,TOP2,TOP2,False,0.058507747641093094,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.058507747641093094,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.04253081650591796,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.058507747641093094,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0.75,0.058507747641093094,0.75,0.058507747641093094,0.0,0.04253081650591796,0.5,0.058507747641093094
2022-10-05,K200,2022,-0.1069273712375283,-0.10286755527780307,-0.19784056310251502,0.19437942627707952,0.12718284085545276,EW8,EW8,False,-0.0015269642431666001,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0015269642431666001,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0015269642431666001,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0017441222998095004,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0,0.75,-0.0015269642431666001,0.75,-0.0015269642431666001,0.0,-0.0015269642431666001,0.5,0.0017441222998095004
2022-11-03,K200,2022,0.5351860070187037,-0.935189880067199,-0.19784056310251502,0.19437942627707952,0.12718284085545276,TOP2,TOP2,False,-0.0252675113629703,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,-0.0252675113629703,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,-0.04475926302054481,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0252675113629703,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0,0.75,-0.0252675113629703,0.75,-0.0252675113629703,0.0,-0.04475926302054481,0.5,-0.0252675113629703
2022-12-01,K200,2022,-0.9212077176181891,0.9031179396494228,-0.19784056310251502,0.19437942627707952,0.12718284085545276,BOTTOM2,BOTTOM2,False,-0.007335016119923501,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.007335016119923501,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.014646853989867075,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0377405811332588,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,1.0,-0.007335016119923501,1.0,-0.007335016119923501,0.0,0.014646853989867075,0.5,-0.0377405811332588
2022-12-29,K200,2022,-0.6173023348857652,0.9368173839490878,-0.19784056310251502,0.19437942627707952,0.12718284085545276,BOTTOM2,BOTTOM2,False,0.003016153869470701,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.003016153869470701,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,-0.03004363787804919,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.07436225099424225,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.5,0.003016153869470701,0.5,0.003016153869470701,0.0,-0.03004363787804919,1.0,-0.07436225099424225
2023-01-31,K200,2023,-0.4157681423107857,0.9855841280544527,-0.20485019668613888,0.22636932608472962,0.13524760147575307,BOTTOM2,BOTTOM2,False,-0.00458094372433475,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.00458094372433475,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.004473762122622663,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0026155962880225,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,1.0,-0.00458094372433475,1.0,-0.00458094372433475,0.0,0.004473762122622663,1.0,0.0026155962880225
2023-02-28,K200,2023,0.9677993489043709,-1.1518364964641592,-0.20485019668613888,0.22636932608472962,0.13524760147575307,TOP2,TOP2,False,-0.007911904281600799,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.007911904281600799,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.016650589698421772,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.007911904281600799,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,1.0,-0.007911904281600799,1.0,-0.007911904281600799,0.0,-0.016650589698421772,1.0,-0.007911904281600799
2023-03-29,K200,2023,0.1337881966445992,-0.3493303747001506,-0.20485019668613888,0.22636932608472962,0.13524760147575307,EW8,EW8,False,0.010122942374722162,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.010122942374722162,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.010122942374722162,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.031148807662888148,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0,0.75,0.010122942374722162,0.75,0.010122942374722162,0.0,0.010122942374722162,1.0,0.031148807662888148
2023-04-26,K200,2023,-0.07380115650654735,-0.8692208046913965,-0.20485019668613888,0.22636932608472962,0.13524760147575307,EW8,EW8,False,-0.0010105929211394501,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0010105929211394501,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0010105929211394501,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0037033780653843496,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0,0.0,-0.0010105929211394501,0.0,-0.0010105929211394501,0.0,-0.0010105929211394501,0.0,0.0037033780653843496
2023-05-26,K200,2023,0.11904021344531664,-1.2219153719328635,-0.20485019668613888,0.22636932608472962,0.13524760147575307,EW8,EW8,False,0.015248425949343364,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015248425949343364,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015248425949343364,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.03342986087902905,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.0,0.015248425949343364,0.0,0.015248425949343364,0.0,0.015248425949343364,1.0,0.03342986087902905
2023-06-27,K200,2023,-0.35309274872680335,-0.4754236754086298,-0.20485019668613888,0.22636932608472962,0.13524760147575307,BOTTOM2,BOTTOM2,False,-0.0390489380283673,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,-0.0390489380283673,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0273267182311044,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1149347204368569,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0.75,-0.0390489380283673,0.75,-0.0390489380283673,0.0,0.0273267182311044,0.5,0.1149347204368569
2023-07-25,K200,2023,-1.862990173845027,2.6015421138058152,-0.20485019668613888,0.22636932608472962,0.13524760147575307,BOTTOM2,BOTTOM2,False,0.05518083125190805,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.05518083125190805,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0035014746971707734,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.05053253459800171,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.05518083125190805,0.5,0.05518083125190805,0.0,0.0035014746971707734,0.5,-0.05053253459800171
