strategy,universe,horizon,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
BAND_50_95,K200,5,BULL_2025,49,-0.001881028561580484,0.3153061224489796,-0.001881028561580484,-0.0028269469289274227,-0.0037728652962743616
BAND_50_95,K200,5,EARLY_2016_2019,192,-0.0003784309145336874,0.33746744791666666,-0.0003784309145336874,-0.0013908332582836874,-0.0024032356020336873
BAND_50_95,K200,5,LATE_2020_2022,149,-0.001189199528353678,0.3091862416107382,-0.001189199528353678,-0.002116758253185893,-0.0030443169780181075
BAND_50_95,K200,5,NORMAL_2023_2024,97,0.0002703686437486367,0.31662371134020617,0.0002703686437486367,-0.0006795024902719819,-0.0016293736242926006
BAND_50_95,K200,5,YTD_2026,28,0.0018683106697119506,0.3109375,0.0018683106697119506,0.0009354981697119502,2.685669711950369e-06
BAND_50_95,K200,10,BULL_2025,25,-0.0017429932189964895,0.29425,-0.0017429932189964895,-0.0026257432189964896,-0.0035084932189964895
BAND_50_95,K200,10,EARLY_2016_2019,96,-0.0005419381711047988,0.3033854166666667,-0.0005419381711047988,-0.0014520944211047987,-0.0023622506711047987
BAND_50_95,K200,10,LATE_2020_2022,75,-0.0016833480890273082,0.29824999999999996,-0.0016833480890273082,-0.0025780980890273086,-0.0034728480890273074
BAND_50_95,K200,10,NORMAL_2023_2024,48,0.0013129957814911107,0.309375,0.0013129957814911107,0.00038487078149111097,-0.000543254218508889
BAND_50_95,K200,10,YTD_2026,13,0.005901443594633767,0.2942307692307692,0.005901443594633767,0.0050187512869414586,0.004136058979249153
BAND_50_95,K200,20,BULL_2025,12,-0.003477457725850138,0.228125,-0.003477457725850138,-0.004161832725850138,-0.0048462077258501395
BAND_50_95,K200,20,EARLY_2016_2019,48,-0.003116132109197559,0.24609375,-0.003116132109197559,-0.0038544133591975585,-0.004592694609197558
BAND_50_95,K200,20,LATE_2020_2022,38,-0.00624281896669174,0.22944078947368415,-0.00624281896669174,-0.006931141335112794,-0.0076194637035338466
BAND_50_95,K200,20,NORMAL_2023_2024,24,0.00014222116186181463,0.22604166666666667,0.00014222116186181463,-0.0005359038381381859,-0.0012140288381381854
BAND_50_95,K200,20,YTD_2026,6,0.006955330021592981,0.20624999999999996,0.006955330021592981,0.006336580021592983,0.005717830021592982
BAND_50_95,KOSDAQ,5,BULL_2025,49,0.0010003804096521168,0.20229591836734692,0.0010003804096521168,0.0003934926545500761,-0.00021339510055196501
BAND_50_95,KOSDAQ,5,EARLY_2016_2019,192,-0.0001539899703279292,0.2294921875,-0.0001539899703279292,-0.0008424665328279294,-0.0015309430953279295
BAND_50_95,KOSDAQ,5,LATE_2020_2022,149,-0.00038487270052813243,0.2016778523489933,-0.00038487270052813243,-0.0009899062575751123,-0.0015949398146220923
BAND_50_95,KOSDAQ,5,NORMAL_2023_2024,97,0.001418848466200533,0.20708762886597937,0.001418848466200533,0.0007975855796025943,0.00017632269300465642
BAND_50_95,KOSDAQ,5,YTD_2026,28,0.0014692196712769241,0.18638392857142858,0.0014692196712769241,0.0009100678855626377,0.0003509160998483529
BAND_50_95,KOSDAQ,10,BULL_2025,25,0.00351924078708288,0.2,0.00351924078708288,0.0029192407870828807,0.00231924078708288
BAND_50_95,KOSDAQ,10,EARLY_2016_2019,96,1.8669784296084332e-05,0.2188151041666667,1.8669784296084332e-05,-0.0006377755282039156,-0.0012942208407039156
BAND_50_95,KOSDAQ,10,LATE_2020_2022,75,0.0011227268687356736,0.17650000000000002,0.0011227268687356736,0.0005932268687356738,6.37268687356735e-05
BAND_50_95,KOSDAQ,10,NORMAL_2023_2024,48,0.001718718709621215,0.19322916666666667,0.001718718709621215,0.0011390312096212151,0.0005593437096212151
BAND_50_95,KOSDAQ,10,YTD_2026,13,0.007347664640820914,0.16298076923076926,0.007347664640820914,0.0068587223331286066,0.006369780025436298
BAND_50_95,KOSDAQ,20,BULL_2025,12,0.0008742820449347608,0.12031249999999999,0.0008742820449347608,0.0005133445449347604,0.00015240704493476044
BAND_50_95,KOSDAQ,20,EARLY_2016_2019,48,-0.0011478145732226512,0.1434895833333333,-0.0011478145732226512,-0.0015782833232226518,-0.002008752073222652
BAND_50_95,KOSDAQ,20,LATE_2020_2022,38,0.0030274748915750864,0.11332236842105262,0.0030274748915750864,0.0026875077863119283,0.0023475406810487707
BAND_50_95,KOSDAQ,20,NORMAL_2023_2024,24,0.002099598646536786,0.13854166666666667,0.002099598646536786,0.0016839736465367851,0.0012683486465367858
BAND_50_95,KOSDAQ,20,YTD_2026,6,0.006523563928700343,0.09166666666666666,0.006523563928700343,0.006248563928700341,0.005973563928700341
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,49,-0.0013102811387428765,0.19183673469387755,-0.0013102811387428765,-0.0018857913428245094,-0.002461301546906142
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,192,0.0003054167070713252,0.2205729166666667,0.0003054167070713252,-0.00035630204292867485,-0.0010180207929286749
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,149,-0.000989307807842862,0.1946728187919463,-0.000989307807842862,-0.0015733262642187015,-0.0021573447205945405
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0015815916254457727,0.21314432989690718,0.0015815916254457727,0.0009421586357550512,0.00030272564606432953
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,28,0.0013545536824999577,0.1935267857142857,0.0013545536824999577,0.0007739733253571002,0.00019339296821424372
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,-0.003326940985418989,0.19625,-0.003326940985418989,-0.003915690985418988,-0.004504440985418989
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,96,-0.0003809851304900778,0.20579427083333335,-0.0003809851304900778,-0.0009983679429900777,-0.0016157507554900776
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,0.000556261166940411,0.16791666666666666,0.000556261166940411,5.2511166940411154e-05,-0.00045123883305958883
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.002158872584977312,0.1825520833333333,0.002158872584977312,0.001611216334977312,0.0010635600849773121
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.008088370591571241,0.17067307692307693,0.008088370591571241,0.00757635136080201,0.007064332130032779
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,12,-0.00879129961210221,0.12812500000000002,-0.00879129961210221,-0.009175674612102211,-0.00956004961210221
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,48,-0.0001227296250375097,0.13971354166666666,-0.0001227296250375097,-0.0005418702500375096,-0.0009610108750375099
BAND_50_95,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,38,0.002909431396750843,0.11661184210526317,0.002909431396750843,0.0025595958704350543,0.002209760344119265
