era,universe,feature,n_dates,mean_primary_partial_ic,median_primary_partial_ic,mean_continuation_partial_ic,mean_top4_quality_spread_raw5,mean_top4_quality_spread_cont5
2020-22,K200,BROAD_CONTRIBUTION,149,0.019841954589981423,0.049906512850595,0.006873376735002983,4.2889267378719834e-05,0.0001289095682833868
2020-22,K200,LIQUIDITY_SUPPORT20,149,-0.05971110897831685,-0.06637002420790813,-0.03431634065310257,-0.003742419135540555,-0.00395727972891989
2020-22,K200,WITHIN_ALIGNMENT,149,0.033652108711080965,0.03896761189047597,0.02566736434584809,0.00126366395178366,0.0009476920084657688
2020-22,KOSDAQ,BREADTH_ALIGNMENT,149,0.06113637534724057,0.11775778947445756,-0.0008167386922285389,-0.0012100100263071325,0.0006828422486806934
2020-22,KOSDAQ,BROAD_CONTRIBUTION,149,0.03546565863935316,0.04170965362359186,0.0023958537805332542,-0.0005874785195945431,0.0003150039795694068
2020-22,KOSDAQ,LIQUIDITY_SUPPORT20,149,0.006178040471251685,0.008645603507428214,0.03638042021884343,-0.0002250310437852772,0.00155544668523442
2020-22,KOSDAQ,WITHIN_ALIGNMENT,149,0.08048523384675466,0.07818472721875323,0.04925139315877173,0.0037593810554738274,0.0025598117243336967
2020-22,KOSDAQ_PLUS_KOSPI_EX_K200,BREADTH_ALIGNMENT,149,0.07785818505909961,0.04697702377318917,0.004341683055696319,0.0037832394991530916,0.004014312327474377
2020-22,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONTRIBUTION,149,-0.06887248325337086,-0.09267880976898665,-0.09196188027385352,-0.004797924918583338,-0.005131178733062374
2020-22,KOSDAQ_PLUS_KOSPI_EX_K200,LIQUIDITY_SUPPORT20,149,-0.0028652657350513653,0.01582600366828303,0.014755845686393182,0.0004041728569090471,0.0008922679840003688
2020-22,KOSDAQ_PLUS_KOSPI_EX_K200,WITHIN_ALIGNMENT,149,0.001354370968703947,-0.04799200645530446,-0.026702270515208903,-0.0019241711831299044,-0.003041899497233604
2020-22,KOSPI_ALL,BREADTH_ALIGNMENT,149,0.0605997722297025,0.0366473714219176,0.059749091956131886,-3.180770211359231e-05,0.0009553311109709667
2020-22,KOSPI_ALL,BROAD_CONTRIBUTION,149,-0.022874670114108413,0.0061072189992144475,-0.06254236353661766,-0.0005862858228682327,-0.0008606235594247515
2020-22,KOSPI_ALL,LIQUIDITY_SUPPORT20,149,0.025429843564639832,-0.0024522402466219716,0.018493509384551986,-0.001650157731774889,-0.0015693926609280386
2020-22,KOSPI_ALL,WITHIN_ALIGNMENT,149,-0.08416603217765857,-0.13427509569724125,-0.11133781104104434,-0.002072671173938227,-0.0024154161813917793
2020-22,KOSPI_EX_K200,BREADTH_ALIGNMENT,149,0.015618239572444405,0.007138931354743133,0.06883122782546644,0.0029781553252433927,0.005359133563750887
2020-22,KOSPI_EX_K200,BROAD_CONTRIBUTION,149,-0.08202571872236207,-0.0977130569874416,-0.13037043951192684,-0.003801564606032229,-0.0037742978400954934
2020-22,KOSPI_EX_K200,LIQUIDITY_SUPPORT20,149,0.06601508322629616,0.07145044736336907,0.049498720337363786,0.0002093468386496614,-0.0005294124308400362
2020-22,KOSPI_EX_K200,WITHIN_ALIGNMENT,149,-0.07807561998901066,-0.09691957816040647,-0.06522466731642522,-0.0023499853785332444,-0.003668741040598884
2020-22,KOSPI_KOSDAQ_ALL,BREADTH_ALIGNMENT,149,0.07437110067352179,0.038627557578943705,0.023822290234438444,0.0007991205395551553,0.00017437230733156265
2020-22,KOSPI_KOSDAQ_ALL,BROAD_CONTRIBUTION,149,-0.00861695815249558,0.03482177856759444,-0.04372034860558518,-0.002084521755446545,-0.0034618935226774943
2020-22,KOSPI_KOSDAQ_ALL,LIQUIDITY_SUPPORT20,149,0.06292570786710565,0.08069452620873506,0.055416154964919015,0.0008943843843467376,0.001549587810800651
2020-22,KOSPI_KOSDAQ_ALL,WITHIN_ALIGNMENT,149,-0.008391604424131506,-0.06916585048927648,0.0010985752873352394,-0.0005552078098303453,-0.0004944808776772371
2023-24,K200,BREADTH_ALIGNMENT,97,0.0630500781972693,0.06078470309884466,0.013111223361832796,0.0016097282374199844,0.0023286527767878073
2023-24,K200,BROAD_CONTRIBUTION,97,0.0027019341777891207,0.024163120066180398,0.01014975686930001,-0.0015550463062677362,-0.0010512808745202927
2023-24,K200,LIQUIDITY_SUPPORT20,97,-0.0015039630777467625,-3.58767314740608e-18,-0.0278922032474166,0.003482596850042727,0.005847363052352143
