date,universe,eval_year,score,train_q33,train_q67,action,target_factor_mom_20,policy_gross,top2_gross,bottom2_gross,ew8_gross,w_MOM1M,top_w_MOM1M,w_MOM12_1,top_w_MOM12_1,w_OP12_REV,top_w_OP12_REV,w_OPFY1_REV,top_w_OPFY1_REV,w_PBR12MF,top_w_PBR12MF,w_PER12MF,top_w_PER12MF,w_PRIVATE_FLOW,top_w_PRIVATE_FLOW,w_FOREIGN_FLOW,top_w_FOREIGN_FLOW,policy_turnover,top2_turnover,cost_bps,policy_ret,top2_ret,ew8_turnover,ew8_ret
2020-10-26,K200,2020,-0.6160838781019317,-0.14969523709363677,0.17579787683631196,BOTTOM2,-0.0009952926428208,-0.0169012594785156,-0.017896552121336447,-0.0169012594785156,-0.001627153254005075,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.75,0.0,0,-0.0169012594785156,-0.017896552121336447,0.0,-0.001627153254005075
2020-11-23,K200,2020,0.4054316162537167,-0.14969523709363677,0.17579787683631196,TOP2,0.0288094115262825,-0.004094464273265649,-0.004094464273265649,-0.03290387579954825,-0.016218156840713836,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0,-0.004094464273265649,-0.004094464273265649,0.0,-0.016218156840713836
2020-12-21,K200,2020,-0.651342652333063,-0.14969523709363677,0.17579787683631196,BOTTOM2,-0.0195413472583531,0.04535389998882885,0.025812552730475648,0.04535389998882885,0.03760401269239955,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0,0.04535389998882885,0.025812552730475648,0.0,0.03760401269239955
2021-01-21,K200,2021,-0.17095932507369774,-0.20094263494407621,0.18429675049308436,EW8,0.0008154398284724,0.017148781788745675,0.0144246580967247,0.0136092182682523,0.017148781788745675,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.75,1.0,0,0.017148781788745675,0.0144246580967247,0.0,0.017148781788745675
2021-02-22,K200,2021,-0.39955990388299145,-0.20094263494407621,0.18429675049308436,BOTTOM2,0.072247598503827,-0.0874110922242485,-0.015163493720421549,-0.0874110922242485,0.006359378872173923,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0,-0.0874110922242485,-0.015163493720421549,0.0,0.006359378872173923
2021-03-23,K200,2021,-1.2316732637806775,-0.20094263494407621,0.18429675049308436,BOTTOM2,-0.0502434750279005,0.0449774793691719,-0.0052659956587285,0.0449774793691719,0.008109179183691312,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0449774793691719,-0.0052659956587285,0.0,0.008109179183691312
2021-04-20,K200,2021,0.8635911628605578,-0.20094263494407621,0.18429675049308436,TOP2,-0.0514709260785202,-0.015274732573076499,-0.015274732573076499,0.03619619350544375,0.025195058149147017,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0,-0.015274732573076499,-0.015274732573076499,0.0,0.025195058149147017
2021-05-20,K200,2021,-0.041532961844849954,-0.20094263494407621,0.18429675049308436,EW8,-0.0268002586446671,-0.02524736458112404,-0.03271661367937945,-0.00591635503471225,-0.02524736458112404,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.75,1.0,0,-0.02524736458112404,-0.03271661367937945,0.0,-0.02524736458112404
2021-06-17,K200,2021,0.37104391312175417,-0.20094263494407621,0.18429675049308436,TOP2,-0.0351204262174471,-0.0314777164384353,-0.0314777164384353,0.0036427097790118004,7.555546077500077e-05,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0,-0.0314777164384353,-0.0314777164384353,0.0,7.555546077500077e-05
2021-07-15,K200,2021,0.1867967431040736,-0.20094263494407621,0.18429675049308436,TOP2,-0.0195079702183935,-0.0266076903329167,-0.0266076903329167,-0.00709972011452315,-0.01190387883342035,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0,-0.0266076903329167,-0.0266076903329167,0.0,-0.01190387883342035
2021-08-12,K200,2021,0.05604486933728251,-0.20094263494407621,0.18429675049308436,EW8,0.0035634764314277,0.020209795020453863,0.0286160721310002,0.0250525956995725,0.020209795020453863,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.75,1.0,0,0.020209795020453863,0.0286160721310002,0.0,0.020209795020453863
2021-09-10,K200,2021,0.4991432033700128,-0.20094263494407621,0.18429675049308436,TOP2,-0.003508640004746,0.0159531381683659,0.0159531381683659,0.019461778173112,0.017698228383683574,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0,0.0159531381683659,0.0159531381683659,0.0,0.017698228383683574
2021-10-15,K200,2021,0.6077406186892569,-0.20094263494407621,0.18429675049308436,TOP2,0.0561667671299739,0.0524173278463052,0.0524173278463052,-0.003749439283668699,0.016210859802032015,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0,0.0524173278463052,0.0524173278463052,0.0,0.016210859802032015
2021-11-12,K200,2021,-0.44961062010121333,-0.20094263494407621,0.18429675049308436,BOTTOM2,0.0290871471571539,-0.007221662417580899,0.02186548473957305,-0.007221662417580899,0.007041963375958238,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0,-0.007221662417580899,0.02186548473957305,0.0,0.007041963375958238
2021-12-10,K200,2021,0.25671333638742777,-0.20094263494407621,0.18429675049308436,TOP2,-0.0802310823240471,-0.03575623643601235,-0.03575623643601235,0.0444748458880348,0.013339044996971812,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0,-0.03575623643601235,-0.03575623643601235,0.0,0.013339044996971812
2022-01-10,K200,2022,-0.978384217218993,-0.19784056310251502,0.19437942627707952,BOTTOM2,0.0581717087920753,-0.004799576103785001,0.0533721326882903,-0.004799576103785001,0.020908325931113275,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0,-0.004799576103785001,0.0533721326882903,0.0,0.020908325931113275
2022-02-10,K200,2022,0.01570917879291447,-0.19784056310251502,0.19437942627707952,EW8,0.0025459327741568,0.0044790966604926,0.008759659769480099,0.006213726995323249,0.0044790966604926,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.5,0.125,0.0,0.75,0.5,0,0.0044790966604926,0.008759659769480099,0.0,0.0044790966604926
2022-03-14,K200,2022,0.46525226931557656,-0.19784056310251502,0.19437942627707952,TOP2,-0.0239929634656007,-0.046366808486798194,-0.046366808486798194,-0.02237384502119735,-0.009461464874911223,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0,-0.046366808486798194,-0.046366808486798194,0.0,-0.009461464874911223
2022-04-11,K200,2022,-0.6242228390816342,-0.19784056310251502,0.19437942627707952,BOTTOM2,-0.003145936209201,0.015871606433036152,0.012725670223835101,0.015871606433036152,0.016008551354133437,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0,0.015871606433036152,0.012725670223835101,0.0,0.016008551354133437
2022-05-10,K200,2022,0.5783241751624496,-0.19784056310251502,0.19437942627707952,TOP2,0.0338733175847056,0.00019251703632199978,0.00019251703632199978,-0.0336808005483836,-0.009271114295005874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0,0.00019251703632199978,0.00019251703632199978,0.0,-0.009271114295005874
2022-06-09,K200,2022,0.37023868927411685,-0.19784056310251502,0.19437942627707952,TOP2,-0.0309821508919358,-0.0546416069031812,-0.0546416069031812,-0.0236594560112454,-0.02806187381202224,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0,-0.0546416069031812,-0.0546416069031812,0.0,-0.02806187381202224
2022-07-07,K200,2022,-0.48524699343534333,-0.19784056310251502,0.19437942627707952,BOTTOM2,-0.0066415693009163,-0.0027957644733025994,-0.009437333774218949,-0.0027957644733025994,-0.006744831085181311,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0,-0.0027957644733025994,-0.009437333774218949,0.0,-0.006744831085181311
2022-08-04,K200,2022,0.051147863242363534,-0.19784056310251502,0.19437942627707952,EW8,0.0315856279784322,0.050732283247734794,0.07442313782208605,0.042837509843653795,0.050732283247734794,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.75,1.0,0,0.050732283247734794,0.07442313782208605,0.0,0.050732283247734794
2022-09-02,K200,2022,0.8124443119894061,-0.19784056310251502,0.19437942627707952,TOP2,0.0165085042481154,0.058507747641093094,0.058507747641093094,0.04199924339297765,0.04253081650591796,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0,0.058507747641093094,0.058507747641093094,0.0,0.04253081650591796
2022-10-05,K200,2022,-0.1069273712375283,-0.19784056310251502,0.19437942627707952,EW8,0.0187498955408796,-0.0015269642431666001,0.0017441222998095004,-0.0170057732410702,-0.0015269642431666001,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.75,0.5,0,-0.0015269642431666001,0.0017441222998095004,0.0,-0.0015269642431666001
2022-11-03,K200,2022,0.5351860070187037,-0.19784056310251502,0.19437942627707952,TOP2,0.068903902703318,-0.0252675113629703,-0.0252675113629703,-0.09417141406628834,-0.04475926302054481,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.5,0,-0.0252675113629703,-0.0252675113629703,0.0,-0.04475926302054481
2022-12-01,K200,2022,-0.9212077176181891,-0.19784056310251502,0.19437942627707952,BOTTOM2,-0.0304055650133353,-0.007335016119923501,-0.0377405811332588,-0.007335016119923501,0.014646853989867075,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,0,-0.007335016119923501,-0.0377405811332588,0.0,0.014646853989867075
2022-12-29,K200,2022,-0.6173023348857652,-0.19784056310251502,0.19437942627707952,BOTTOM2,-0.077378404863713,0.003016153869470701,-0.07436225099424225,0.003016153869470701,-0.03004363787804919,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0,0.003016153869470701,-0.07436225099424225,0.0,-0.03004363787804919
2023-01-31,K200,2023,-0.4157681423107857,-0.20485019668613888,0.22636932608472962,BOTTOM2,0.0071965400123573,-0.00458094372433475,0.0026155962880225,-0.00458094372433475,0.004473762122622663,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0,-0.00458094372433475,0.0026155962880225,0.0,0.004473762122622663
2023-02-28,K200,2023,0.9677993489043709,-0.20485019668613888,0.22636932608472962,TOP2,0.0025892567017788,-0.007911904281600799,-0.007911904281600799,-0.010501160983379752,-0.016650589698421772,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,-0.007911904281600799,-0.007911904281600799,0.0,-0.016650589698421772
2023-03-29,K200,2023,0.1337881966445992,-0.20485019668613888,0.22636932608472962,EW8,0.0411409227064902,0.010122942374722162,0.031148807662888148,-0.009992115043602,0.010122942374722162,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.75,1.0,0,0.010122942374722162,0.031148807662888148,0.0,0.010122942374722162
2023-04-26,K200,2023,-0.07380115650654735,-0.20485019668613888,0.22636932608472962,EW8,0.0154159132035199,-0.0010105929211394501,0.0037033780653843496,-0.0117125351381356,-0.0010105929211394501,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.0,0.0,0,-0.0010105929211394501,0.0037033780653843496,0.0,-0.0010105929211394501
2023-05-26,K200,2023,0.11904021344531664,-0.20485019668613888,0.22636932608472962,EW8,0.0305661113885831,0.015248425949343364,0.03342986087902905,0.00286374949044595,0.015248425949343364,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.0,1.0,0,0.015248425949343364,0.03342986087902905,0.0,0.015248425949343364
2023-06-27,K200,2023,-0.35309274872680335,-0.20485019668613888,0.22636932608472962,BOTTOM2,0.1539836584652242,-0.0390489380283673,0.1149347204368569,-0.0390489380283673,0.0273267182311044,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.5,0,-0.0390489380283673,0.1149347204368569,0.0,0.0273267182311044
2023-07-25,K200,2023,-1.862990173845027,-0.20485019668613888,0.22636932608472962,BOTTOM2,-0.1057133658499098,0.05518083125190805,-0.05053253459800171,0.05518083125190805,0.0035014746971707734,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0,0.05518083125190805,-0.05053253459800171,0.0,0.0035014746971707734
2023-08-23,K200,2023,0.5527718332952186,-0.20485019668613888,0.22636932608472962,TOP2,0.0482394484641399,0.03866986954786035,0.03866986954786035,-0.0095695789162796,0.006209359596463087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0,0.03866986954786035,0.03866986954786035,0.0,0.006209359596463087
2023-09-20,K200,2023,-0.8304859901178315,-0.20485019668613888,0.22636932608472962,BOTTOM2,0.0656850379278868,0.0008840849856549503,0.0665691229135417,0.0008840849856549503,0.015991903033899312,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0,0.0008840849856549503,0.0665691229135417,0.0,0.015991903033899312
2023-10-25,K200,2023,-0.4882517953307862,-0.20485019668613888,0.22636932608472962,BOTTOM2,0.0123197007727239,-0.0446755069515123,-0.032355806178788395,-0.0446755069515123,-0.030751509814040498,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0,-0.0446755069515123,-0.032355806178788395,0.0,-0.030751509814040498
2023-11-22,K200,2023,-0.24152120441473166,-0.20485019668613888,0.22636932608472962,BOTTOM2,-0.0151330879668674,0.013321300363528901,-0.0018117876033384994,0.013321300363528901,0.004015842890001751,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.013321300363528901,-0.0018117876033384994,0.0,0.004015842890001751
2023-12-20,K200,2023,0.9931135809112497,-0.20485019668613888,0.22636932608472962,TOP2,0.0117186560180813,0.0011823517129572994,0.0011823517129572994,-0.010536304305124049,-0.005076440829999613,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0,0.0011823517129572994,0.0011823517129572994,0.0,-0.005076440829999613
2024-01-22,K200,2024,-0.35185257484446153,-0.20663822107441282,0.23344076561062116,BOTTOM2,-0.2471484795503305,0.17737706848870188,-0.06977141106162855,0.17737706848870188,0.0035395915564075146,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0,0.17737706848870188,-0.06977141106162855,0.0,0.0035395915564075146
2024-02-21,K200,2024,-1.6160518994282744,-0.20663822107441282,0.23344076561062116,BOTTOM2,-0.0339685746724272,0.0265472761241596,-0.00742129854826765,0.0265472761241596,0.015343524188879637,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0265472761241596,-0.00742129854826765,0.0,0.015343524188879637
2024-03-21,K200,2024,1.408370929407997,-0.20663822107441282,0.23344076561062116,TOP2,0.0596405096363004,0.0406798524787748,0.0406798524787748,-0.018960657157525655,0.025220977043567114,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0,0.0406798524787748,0.0406798524787748,0.0,0.025220977043567114
2024-04-19,K200,2024,0.2956702054924574,-0.20663822107441282,0.23344076561062116,TOP2,-0.0099385155642782,0.018474419571132147,0.018474419571132147,0.02841293513541035,0.020362520738396075,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0,0.018474419571132147,0.018474419571132147,0.0,0.020362520738396075
2024-05-22,K200,2024,0.9448922789048483,-0.20663822107441282,0.23344076561062116,TOP2,0.0114367146314313,0.0037336349482936003,0.0037336349482936003,-0.007703079683137749,0.012598888803127763,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0037336349482936003,0.0037336349482936003,0.0,0.012598888803127763
2024-06-20,K200,2024,-0.19008260753752812,-0.20663822107441282,0.23344076561062116,EW8,0.018733009952099,0.015661962151988576,0.0131719470384339,-0.005561062913665149,0.015661962151988576,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.75,1.0,0,0.015661962151988576,0.0131719470384339,0.0,0.015661962151988576
2024-07-18,K200,2024,0.04580429019462926,-0.20663822107441282,0.23344076561062116,EW8,-0.0212506637456224,0.027421165312645858,0.020260513011406953,0.0415111767570294,0.027421165312645858,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.0,1.0,0,0.027421165312645858,0.020260513011406953,0.0,0.027421165312645858
2024-08-16,K200,2024,0.30449214516756273,-0.20663822107441282,0.23344076561062116,TOP2,0.0034863538619263,-0.00040378567263129987,-0.00040378567263129987,-0.0038901395345576004,-0.013624393631094264,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.75,1.0,0,-0.00040378567263129987,-0.00040378567263129987,0.0,-0.013624393631094264
2024-09-13,K200,2024,0.18171225701976018,-0.20663822107441282,0.23344076561062116,EW8,-0.0915212580973717,-0.005829688897688861,-0.0458818353832147,0.045639422714156955,-0.005829688897688861,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.75,0.5,0,-0.005829688897688861,-0.0458818353832147,0.0,-0.005829688897688861
2024-10-21,K200,2024,-0.36980198479153287,-0.20663822107441282,0.23344076561062116,BOTTOM2,0.0085402059314632,0.0720940006417041,0.0806342065731673,0.0720940006417041,0.06963617076151278,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0,0.0720940006417041,0.0806342065731673,0.0,0.06963617076151278
2024-11-18,K200,2024,-0.017636738286653963,-0.20663822107441282,0.23344076561062116,EW8,-0.0026681164941421,-0.020039260431278495,-0.027906708771285402,-0.02523859227714325,-0.020039260431278495,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.75,0.5,0,-0.020039260431278495,-0.027906708771285402,0.0,-0.020039260431278495
2024-12-16,K200,2024,-0.07222674479162135,-0.20663822107441282,0.23344076561062116,EW8,-0.0323206407735578,0.017195263052890087,-0.028303930045762253,0.004016710727795549,0.017195263052890087,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.5,0.125,0.0,0.0,1.0,0,0.017195263052890087,-0.028303930045762253,0.0,0.017195263052890087
2025-01-16,K200,2025,-0.16073582616192048,-0.16998253038435873,0.2364919520665055,EW8,-0.0094754000449892,0.008893588533689063,-0.010507783956373199,-0.001032383911384,0.008893588533689063,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.0,1.0,0,0.008893588533689063,-0.010507783956373199,0.0,0.008893588533689063
2025-02-19,K200,2025,0.7065148080311606,-0.16998253038435873,0.2364919520665055,TOP2,-0.0526365258628386,-0.0033686789928229497,-0.0033686789928229497,0.0492678468700157,0.015019740673470963,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.75,1.0,0,-0.0033686789928229497,-0.0033686789928229497,0.0,0.015019740673470963
2025-03-20,K200,2025,0.35037709585561316,-0.16998253038435873,0.2364919520665055,TOP2,-0.0540600468334511,-0.00021521451213789983,-0.00021521451213789983,0.053844832321313194,0.026843653501976983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0,-0.00021521451213789983,-0.00021521451213789983,0.0,0.026843653501976983
2025-04-17,K200,2025,-0.20192422823271147,-0.16998253038435873,0.2364919520665055,BOTTOM2,0.0293574865238128,0.0502275267181292,0.0795850132419421,0.0502275267181292,0.06253961456963157,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0,0.0502275267181292,0.0795850132419421,0.0,0.06253961456963157
