date,universe,eval_year,score,train_q33,train_q67,action,target_factor_mom_20,policy_gross,top2_gross,bottom2_gross,ew8_gross,w_MOM1M,top_w_MOM1M,w_MOM12_1,top_w_MOM12_1,w_OP12_REV,top_w_OP12_REV,w_OPFY1_REV,top_w_OPFY1_REV,w_PBR12MF,top_w_PBR12MF,w_PER12MF,top_w_PER12MF,w_PRIVATE_FLOW,top_w_PRIVATE_FLOW,w_FOREIGN_FLOW,top_w_FOREIGN_FLOW
2020-01-03,K200,2020,0.1572162729499817,-0.14969523709363677,0.17579787683631196,EW8,0.1261777992698365,0.018919013308884847,0.06448953891975705,-0.061688260350079446,0.018919013308884847,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0
2020-02-04,K200,2020,-0.40717490268446077,-0.14969523709363677,0.17579787683631196,BOTTOM2,0.0074657232785675,-0.0316726403346868,-0.0242069170561192,-0.0316726403346868,-0.015262968795943337,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2020-03-03,K200,2020,0.5380164029663516,-0.14969523709363677,0.17579787683631196,TOP2,0.0550270338323257,0.03191322196619715,0.03191322196619715,-0.02311381186612855,-0.012425918179522412,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2020-03-31,K200,2020,-0.20486837175693398,-0.14969523709363677,0.17579787683631196,BOTTOM2,-0.1816946713574366,0.08625354207575425,-0.0954411292816823,0.08625354207575425,-0.01775432805667497,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2020-04-29,K200,2020,-0.8142216348424872,-0.14969523709363677,0.17579787683631196,BOTTOM2,-0.038187937323891,0.02388649049848575,-0.01430144682540535,0.02388649049848575,0.0179769002723153,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2020-06-01,K200,2020,0.6924151693840039,-0.14969523709363677,0.17579787683631196,TOP2,0.0743823804464115,0.04823952027364905,0.04823952027364905,-0.026142860172762503,0.02129135968113364,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2020-06-29,K200,2020,-0.5972332597493049,-0.14969523709363677,0.17579787683631196,BOTTOM2,0.0582665196267929,-0.0046199949432072,0.053646524683585606,-0.0046199949432072,0.023294878296217,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2020-07-27,K200,2020,0.8015433854306405,-0.14969523709363677,0.17579787683631196,TOP2,0.0395464498808587,0.0346620030185723,0.0346620030185723,-0.004884446862286351,0.002922272730150586,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-25,K200,2020,-0.08639709707867486,-0.14969523709363677,0.17579787683631196,EW8,-0.0774217671641858,0.0009424384186942254,-0.01855113289181795,0.0588706342723678,0.0009424384186942254,0.125,0.5,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0
2020-09-22,K200,2020,-0.06596295857307848,-0.14969523709363677,0.17579787683631196,EW8,0.0649218187908217,0.036051607814026165,0.11433706517410794,0.0494152463832863,0.036051607814026165,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0
2020-10-26,K200,2020,-0.6160838781019317,-0.14969523709363677,0.17579787683631196,BOTTOM2,-0.0009952926428208,-0.0169012594785156,-0.017896552121336447,-0.0169012594785156,-0.001627153254005075,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
2020-11-23,K200,2020,0.4054316162537167,-0.14969523709363677,0.17579787683631196,TOP2,0.0288094115262825,-0.004094464273265649,-0.004094464273265649,-0.03290387579954825,-0.016218156840713836,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2020-12-21,K200,2020,-0.651342652333063,-0.14969523709363677,0.17579787683631196,BOTTOM2,-0.0195413472583531,0.04535389998882885,0.025812552730475648,0.04535389998882885,0.03760401269239955,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2021-01-21,K200,2021,-0.17095932507369774,-0.20094263494407621,0.18429675049308436,EW8,0.0008154398284724,0.017148781788745675,0.0144246580967247,0.0136092182682523,0.017148781788745675,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0
2021-02-22,K200,2021,-0.39955990388299145,-0.20094263494407621,0.18429675049308436,BOTTOM2,0.072247598503827,-0.0874110922242485,-0.015163493720421549,-0.0874110922242485,0.006359378872173923,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2021-03-23,K200,2021,-1.2316732637806775,-0.20094263494407621,0.18429675049308436,BOTTOM2,-0.0502434750279005,0.0449774793691719,-0.0052659956587285,0.0449774793691719,0.008109179183691312,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2021-04-20,K200,2021,0.8635911628605578,-0.20094263494407621,0.18429675049308436,TOP2,-0.0514709260785202,-0.015274732573076499,-0.015274732573076499,0.03619619350544375,0.025195058149147017,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-20,K200,2021,-0.041532961844849954,-0.20094263494407621,0.18429675049308436,EW8,-0.0268002586446671,-0.02524736458112404,-0.03271661367937945,-0.00591635503471225,-0.02524736458112404,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0
2021-06-17,K200,2021,0.37104391312175417,-0.20094263494407621,0.18429675049308436,TOP2,-0.0351204262174471,-0.0314777164384353,-0.0314777164384353,0.0036427097790118004,7.555546077500077e-05,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-15,K200,2021,0.1867967431040736,-0.20094263494407621,0.18429675049308436,TOP2,-0.0195079702183935,-0.0266076903329167,-0.0266076903329167,-0.00709972011452315,-0.01190387883342035,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2021-08-12,K200,2021,0.05604486933728251,-0.20094263494407621,0.18429675049308436,EW8,0.0035634764314277,0.020209795020453863,0.0286160721310002,0.0250525956995725,0.020209795020453863,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5
2021-09-10,K200,2021,0.4991432033700128,-0.20094263494407621,0.18429675049308436,TOP2,-0.003508640004746,0.0159531381683659,0.0159531381683659,0.019461778173112,0.017698228383683574,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-15,K200,2021,0.6077406186892569,-0.20094263494407621,0.18429675049308436,TOP2,0.0561667671299739,0.0524173278463052,0.0524173278463052,-0.003749439283668699,0.016210859802032015,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2021-11-12,K200,2021,-0.44961062010121333,-0.20094263494407621,0.18429675049308436,BOTTOM2,0.0290871471571539,-0.007221662417580899,0.02186548473957305,-0.007221662417580899,0.007041963375958238,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2021-12-10,K200,2021,0.25671333638742777,-0.20094263494407621,0.18429675049308436,TOP2,-0.0802310823240471,-0.03575623643601235,-0.03575623643601235,0.0444748458880348,0.013339044996971812,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2022-01-10,K200,2022,-0.978384217218993,-0.19784056310251502,0.19437942627707952,BOTTOM2,0.0581717087920753,-0.004799576103785001,0.0533721326882903,-0.004799576103785001,0.020908325931113275,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
2022-02-10,K200,2022,0.01570917879291447,-0.19784056310251502,0.19437942627707952,EW8,0.0025459327741568,0.0044790966604926,0.008759659769480099,0.006213726995323249,0.0044790966604926,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.5,0.125,0.0
2022-03-14,K200,2022,0.46525226931557656,-0.19784056310251502,0.19437942627707952,TOP2,-0.0239929634656007,-0.046366808486798194,-0.046366808486798194,-0.02237384502119735,-0.009461464874911223,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-11,K200,2022,-0.6242228390816342,-0.19784056310251502,0.19437942627707952,BOTTOM2,-0.003145936209201,0.015871606433036152,0.012725670223835101,0.015871606433036152,0.016008551354133437,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2022-05-10,K200,2022,0.5783241751624496,-0.19784056310251502,0.19437942627707952,TOP2,0.0338733175847056,0.00019251703632199978,0.00019251703632199978,-0.0336808005483836,-0.009271114295005874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
2022-06-09,K200,2022,0.37023868927411685,-0.19784056310251502,0.19437942627707952,TOP2,-0.0309821508919358,-0.0546416069031812,-0.0546416069031812,-0.0236594560112454,-0.02806187381202224,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-07-07,K200,2022,-0.48524699343534333,-0.19784056310251502,0.19437942627707952,BOTTOM2,-0.0066415693009163,-0.0027957644733025994,-0.009437333774218949,-0.0027957644733025994,-0.006744831085181311,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0
2022-08-04,K200,2022,0.051147863242363534,-0.19784056310251502,0.19437942627707952,EW8,0.0315856279784322,0.050732283247734794,0.07442313782208605,0.042837509843653795,0.050732283247734794,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0
2022-09-02,K200,2022,0.8124443119894061,-0.19784056310251502,0.19437942627707952,TOP2,0.0165085042481154,0.058507747641093094,0.058507747641093094,0.04199924339297765,0.04253081650591796,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-05,K200,2022,-0.1069273712375283,-0.19784056310251502,0.19437942627707952,EW8,0.0187498955408796,-0.0015269642431666001,0.0017441222998095004,-0.0170057732410702,-0.0015269642431666001,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0
2022-11-03,K200,2022,0.5351860070187037,-0.19784056310251502,0.19437942627707952,TOP2,0.068903902703318,-0.0252675113629703,-0.0252675113629703,-0.09417141406628834,-0.04475926302054481,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-12-01,K200,2022,-0.9212077176181891,-0.19784056310251502,0.19437942627707952,BOTTOM2,-0.0304055650133353,-0.007335016119923501,-0.0377405811332588,-0.007335016119923501,0.014646853989867075,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
2022-12-29,K200,2022,-0.6173023348857652,-0.19784056310251502,0.19437942627707952,BOTTOM2,-0.077378404863713,0.003016153869470701,-0.07436225099424225,0.003016153869470701,-0.03004363787804919,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0
2023-01-31,K200,2023,-0.4157681423107857,-0.20485019668613888,0.22636932608472962,BOTTOM2,0.0071965400123573,-0.00458094372433475,0.0026155962880225,-0.00458094372433475,0.004473762122622663,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2023-02-28,K200,2023,0.9677993489043709,-0.20485019668613888,0.22636932608472962,TOP2,0.0025892567017788,-0.007911904281600799,-0.007911904281600799,-0.010501160983379752,-0.016650589698421772,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29,K200,2023,0.1337881966445992,-0.20485019668613888,0.22636932608472962,EW8,0.0411409227064902,0.010122942374722162,0.031148807662888148,-0.009992115043602,0.010122942374722162,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5
2023-04-26,K200,2023,-0.07380115650654735,-0.20485019668613888,0.22636932608472962,EW8,0.0154159132035199,-0.0010105929211394501,0.0037033780653843496,-0.0117125351381356,-0.0010105929211394501,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5
