date,universe,eval_year,score,train_q33,train_q67,action,target_factor_mom_20,policy_gross,top2_gross,bottom2_gross,ew8_gross,w_MOM1M,top_w_MOM1M,w_MOM12_1,top_w_MOM12_1,w_OP12_REV,top_w_OP12_REV,w_OPFY1_REV,top_w_OPFY1_REV,w_PBR12MF,top_w_PBR12MF,w_PER12MF,top_w_PER12MF,w_PRIVATE_FLOW,top_w_PRIVATE_FLOW,w_FOREIGN_FLOW,top_w_FOREIGN_FLOW
2023-05-26,K200,2023,0.11904021344531664,-0.20485019668613888,0.22636932608472962,EW8,0.0305661113885831,0.015248425949343364,0.03342986087902905,0.00286374949044595,0.015248425949343364,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0
2023-06-27,K200,2023,-0.35309274872680335,-0.20485019668613888,0.22636932608472962,BOTTOM2,0.1539836584652242,-0.0390489380283673,0.1149347204368569,-0.0390489380283673,0.0273267182311044,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2023-07-25,K200,2023,-1.862990173845027,-0.20485019668613888,0.22636932608472962,BOTTOM2,-0.1057133658499098,0.05518083125190805,-0.05053253459800171,0.05518083125190805,0.0035014746971707734,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2023-08-23,K200,2023,0.5527718332952186,-0.20485019668613888,0.22636932608472962,TOP2,0.0482394484641399,0.03866986954786035,0.03866986954786035,-0.0095695789162796,0.006209359596463087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
2023-09-20,K200,2023,-0.8304859901178315,-0.20485019668613888,0.22636932608472962,BOTTOM2,0.0656850379278868,0.0008840849856549503,0.0665691229135417,0.0008840849856549503,0.015991903033899312,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2023-10-25,K200,2023,-0.4882517953307862,-0.20485019668613888,0.22636932608472962,BOTTOM2,0.0123197007727239,-0.0446755069515123,-0.032355806178788395,-0.0446755069515123,-0.030751509814040498,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0
2023-11-22,K200,2023,-0.24152120441473166,-0.20485019668613888,0.22636932608472962,BOTTOM2,-0.0151330879668674,0.013321300363528901,-0.0018117876033384994,0.013321300363528901,0.004015842890001751,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
2023-12-20,K200,2023,0.9931135809112497,-0.20485019668613888,0.22636932608472962,TOP2,0.0117186560180813,0.0011823517129572994,0.0011823517129572994,-0.010536304305124049,-0.005076440829999613,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2024-01-22,K200,2024,-0.35185257484446153,-0.20663822107441282,0.23344076561062116,BOTTOM2,-0.2471484795503305,0.17737706848870188,-0.06977141106162855,0.17737706848870188,0.0035395915564075146,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2024-02-21,K200,2024,-1.6160518994282744,-0.20663822107441282,0.23344076561062116,BOTTOM2,-0.0339685746724272,0.0265472761241596,-0.00742129854826765,0.0265472761241596,0.015343524188879637,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2024-03-21,K200,2024,1.408370929407997,-0.20663822107441282,0.23344076561062116,TOP2,0.0596405096363004,0.0406798524787748,0.0406798524787748,-0.018960657157525655,0.025220977043567114,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,K200,2024,0.2956702054924574,-0.20663822107441282,0.23344076561062116,TOP2,-0.0099385155642782,0.018474419571132147,0.018474419571132147,0.02841293513541035,0.020362520738396075,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-22,K200,2024,0.9448922789048483,-0.20663822107441282,0.23344076561062116,TOP2,0.0114367146314313,0.0037336349482936003,0.0037336349482936003,-0.007703079683137749,0.012598888803127763,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-20,K200,2024,-0.19008260753752812,-0.20663822107441282,0.23344076561062116,EW8,0.018733009952099,0.015661962151988576,0.0131719470384339,-0.005561062913665149,0.015661962151988576,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5
2024-07-18,K200,2024,0.04580429019462926,-0.20663822107441282,0.23344076561062116,EW8,-0.0212506637456224,0.027421165312645858,0.020260513011406953,0.0415111767570294,0.027421165312645858,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0
2024-08-16,K200,2024,0.30449214516756273,-0.20663822107441282,0.23344076561062116,TOP2,0.0034863538619263,-0.00040378567263129987,-0.00040378567263129987,-0.0038901395345576004,-0.013624393631094264,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2024-09-13,K200,2024,0.18171225701976018,-0.20663822107441282,0.23344076561062116,EW8,-0.0915212580973717,-0.005829688897688861,-0.0458818353832147,0.045639422714156955,-0.005829688897688861,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0
2024-10-21,K200,2024,-0.36980198479153287,-0.20663822107441282,0.23344076561062116,BOTTOM2,0.0085402059314632,0.0720940006417041,0.0806342065731673,0.0720940006417041,0.06963617076151278,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2024-11-18,K200,2024,-0.017636738286653963,-0.20663822107441282,0.23344076561062116,EW8,-0.0026681164941421,-0.020039260431278495,-0.027906708771285402,-0.02523859227714325,-0.020039260431278495,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0
2024-12-16,K200,2024,-0.07222674479162135,-0.20663822107441282,0.23344076561062116,EW8,-0.0323206407735578,0.017195263052890087,-0.028303930045762253,0.004016710727795549,0.017195263052890087,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.5,0.125,0.0
2025-01-16,K200,2025,-0.16073582616192048,-0.16998253038435873,0.2364919520665055,EW8,-0.0094754000449892,0.008893588533689063,-0.010507783956373199,-0.001032383911384,0.008893588533689063,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0
2025-02-19,K200,2025,0.7065148080311606,-0.16998253038435873,0.2364919520665055,TOP2,-0.0526365258628386,-0.0033686789928229497,-0.0033686789928229497,0.0492678468700157,0.015019740673470963,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-03-20,K200,2025,0.35037709585561316,-0.16998253038435873,0.2364919520665055,TOP2,-0.0540600468334511,-0.00021521451213789983,-0.00021521451213789983,0.053844832321313194,0.026843653501976983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
2025-04-17,K200,2025,-0.20192422823271147,-0.16998253038435873,0.2364919520665055,BOTTOM2,0.0293574865238128,0.0502275267181292,0.0795850132419421,0.0502275267181292,0.06253961456963157,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2025-05-20,K200,2025,0.2051550440957653,-0.16998253038435873,0.2364919520665055,EW8,0.1164149687931722,0.05597795461015641,0.13202983197120477,0.015614863178032548,0.05597795461015641,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0
2025-06-19,K200,2025,-0.8847021041338012,-0.16998253038435873,0.2364919520665055,BOTTOM2,-0.1588574531699348,0.12173890526023029,-0.037118547909704445,0.12173890526023029,0.02864202036710195,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2025-07-17,K200,2025,-0.14521544692225152,-0.16998253038435873,0.2364919520665055,EW8,-0.037336079615043,-0.06198041966511107,-0.10749687787020999,-0.07016079825516694,-0.06198041966511107,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0
2025-08-14,K200,2025,0.025598603789184205,-0.16998253038435873,0.2364919520665055,EW8,0.0013000555750841,0.026204211976795948,0.0421543320351668,0.040854276460082606,0.026204211976795948,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5
2025-09-12,K200,2025,0.20143894691829584,-0.16998253038435873,0.2364919520665055,EW8,-0.0917081520029528,-0.00798319498411645,-0.09348325756900916,-0.0017751055660562998,-0.00798319498411645,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0
2025-10-17,K200,2025,-0.8440943754862753,-0.16998253038435873,0.2364919520665055,BOTTOM2,0.0615791528216159,-0.0043917466161795,0.057187406205436345,-0.0043917466161795,0.02226970331477341,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2025-11-14,K200,2025,0.6106274934541275,-0.16998253038435873,0.2364919520665055,TOP2,-0.0264044955048755,0.01872845281354715,0.01872845281354715,0.0451329483184227,0.0052590590447348,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,K200,2025,-0.1624177509589595,-0.16998253038435873,0.2364919520665055,EW8,-0.121846113994419,0.03396168368699835,-0.054262032421652846,0.06758408157276614,0.03396168368699835,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0
2026-01-14,K200,2026,-0.957097019402329,-0.19819303208130187,0.21471740266625328,BOTTOM2,-0.1661207636600447,0.1109350376780209,-0.05518572598202375,0.1109350376780209,0.004887915012882086,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2026-02-11,K200,2026,-0.748182489778873,-0.19819303208130187,0.21471740266625328,BOTTOM2,-0.0188706892931753,-0.02624806496030695,-0.04511875425348235,-0.02624806496030695,0.01314204685400244,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0
2026-03-17,K200,2026,-1.3855502905482324,-0.19819303208130187,0.21471740266625328,BOTTOM2,0.0463496386003307,-0.005469085991158449,0.0408805526091722,-0.005469085991158449,0.023993850868697188,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2026-04-14,K200,2026,0.37406990510235666,-0.19819303208130187,0.21471740266625328,TOP2,-0.0267528299671798,0.08331150634458145,0.08331150634458145,0.11006433631176135,0.07873083710443375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2020-01-03,KOSDAQ,2020,-0.2601617286553277,-0.19219821815604016,0.16736954594683803,BOTTOM2,0.0474502602829807,-0.0288017359584509,0.0186485243245297,-0.0288017359584509,0.003627536632959226,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2020-02-04,KOSDAQ,2020,-0.0963179420561345,-0.19219821815604016,0.16736954594683803,EW8,-0.0135831692632161,-0.02945905089803824,-0.034917091818463405,-0.02133392255524725,-0.02945905089803824,0.125,0.5,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0
2020-03-03,KOSDAQ,2020,0.984920921846791,-0.19219821815604016,0.16736954594683803,TOP2,0.1238597249710271,0.0286011982282171,0.0286011982282171,-0.09525852674280995,-0.01881312181862967,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2020-03-31,KOSDAQ,2020,-0.5886485812721534,-0.19219821815604016,0.16736954594683803,BOTTOM2,-0.1599399684574554,0.027729778537427897,-0.13221018992002745,0.027729778537427897,-0.03333915131489743,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-29,KOSDAQ,2020,0.1413860871517501,-0.19219821815604016,0.16736954594683803,EW8,0.0039734476359689,-0.018290626162699553,0.008632291294957298,0.0046588436589884005,-0.018290626162699553,0.125,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.125,0.0
2020-06-01,KOSDAQ,2020,-0.2430444992481078,-0.19219821815604016,0.16736954594683803,BOTTOM2,0.0526679125747477,-0.0462486798633959,0.0064192327113519,-0.0462486798633959,-0.0042673091507569256,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
