universe,strategy,phase,period,cost_bp,n_days,cagr,mdd,sharpe,calmar,benchmark_cagr,benchmark_mdd,benchmark_sharpe,geometric_excess_cagr,tracking_error,information_ratio,relative_mdd,beta,jensen_alpha_annual,corr,annual_turnover,avg_missing_weight
K200,WEIGHTED_MOM,0,LATE_2020_2022,30,742,-0.12710419542386697,-0.5368480844508143,-0.3638565461808559,-0.2367600800026924,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,-0.12981230316628356,0.19479696772294405,-0.6495936464978083,-0.46007683378609354,0.8668962328997796,-0.12286640735032275,0.7061471740380012,11.623204493762518,0.0
K200,WEIGHTED_MOM,0,LATE_2020_2022,60,742,-0.15708237708548323,-0.5572449803951699,-0.49228608393747336,-0.28189105799407715,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,-0.15969747928767875,0.19498779841081237,-0.8280657277374689,-0.5009305865606006,0.8661208967784579,-0.15776885565716398,0.7055237531045525,11.623204493762518,0.0
K200,WEIGHTED_MOM,0,NORMAL_2023_2024,0,489,0.01491838406126389,-0.21922273780560986,0.18342507311644693,0.06805126243105487,0.03542592171588388,-0.1847336482419324,0.28266719166488496,-0.019805895549374508,0.20047801075785032,-0.03156474024714613,-0.16383194440418214,0.8057654490856909,0.003658870697128079,0.5962504615931679,11.304260644103735,0.0
K200,WEIGHTED_MOM,0,NORMAL_2023_2024,30,489,-0.018946822046500666,-0.22487332229524448,0.0455600806122942,-0.08425553486342273,0.03542592171588388,-0.1847336482419324,0.28266719166488496,-0.05251244209945827,0.20081821712111234,-0.20021590520855878,-0.1833223412041235,0.8053939802435354,-0.030200994375143283,0.5954243046119573,11.304260644103735,0.0
K200,WEIGHTED_MOM,0,NORMAL_2023_2024,60,489,-0.051727699542896466,-0.2367345945538658,-0.09198432473731002,-0.2185050293996069,0.03542592171588388,-0.1847336482419324,0.28266719166488496,-0.08417175910986552,0.20137365232233329,-0.3679029756739038,-0.2023855107623278,0.8050225114013795,-0.06406085944741453,0.5941748148405647,11.304260644103735,0.0
K200,WEIGHTED_MOM,0,BULL_2025,0,242,0.5301137325244758,-0.21630338679448324,1.5119634016575965,2.450787943640262,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.17177164940933598,0.2165129466794628,-0.7598783941723184,-0.33506072832371214,1.0198960880648384,-0.17724437957907568,0.7245113521141516,10.585629301263356,0.0
K200,WEIGHTED_MOM,0,BULL_2025,30,242,0.4822540723329092,-0.2194103807190303,1.4110437248118515,2.197954676312548,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.1976773886872193,0.21652636239148357,-0.9069909345162085,-0.3457981832460567,1.019080082860827,-0.20858659165753868,0.7242086236784667,10.585629301263356,0.0
K200,WEIGHTED_MOM,0,BULL_2025,60,242,0.4358303129317942,-0.22250916212613048,1.3095321764479873,1.958707267455088,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.2228058957123591,0.21671853210006203,-1.0532158145109558,-0.3563759530548185,1.018264077656815,-0.23992880373599992,0.7236212907280192,10.585629301263356,0.0
K200,WEIGHTED_MOM,0,YTD_2026,0,147,0.9217574685969914,-0.3877776849553053,1.383707190165538,2.377025559640524,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.06153968776079277,0.3091085015635627,-0.34305016745090594,-0.24519627799156685,0.7986151440032613,0.08361814772430513,0.8878025150557524,10.486463776329206,0.0
K200,WEIGHTED_MOM,0,YTD_2026,30,147,0.862202039025153,-0.3904137858583655,1.331769482844186,2.208431336843067,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.09062265371504341,0.3092181567691509,-0.44536131997369727,-0.24912271847471523,0.798233321317463,0.052303652984547,0.8877144991231721,10.486463776329206,0.0
K200,WEIGHTED_MOM,0,YTD_2026,60,147,0.8044161406340411,-0.3930414634986362,1.2796556475793939,2.0466444773372676,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.11884149669252331,0.30945373831361517,-0.5473770994601502,-0.2530329511475897,0.7978514986316637,0.02098915824478932,0.8875315853201885,10.486463776329206,0.0
K200,WEIGHTED_MOM,1,FULL_2017_2026,0,2342,0.02820018254693335,-0.5250127977068817,0.23993978853506584,0.053713324075345126,0.13197682643458042,-0.4311120013167101,0.6257061469811932,-0.09167735722516146,0.19651850876819202,-0.4397832445712425,-0.6381348706684002,0.842451166554575,-0.062094278999063224,0.7335811754107048,11.57729212402794,0.0
K200,WEIGHTED_MOM,1,FULL_2017_2026,30,2342,-0.0069233728587241306,-0.6283294785660067,0.11748050242721646,-0.01101869814309026,0.13197682643458042,-0.4311120013167101,0.6257061469811932,-0.12270586822064455,0.19656398968119748,-0.6161140752160881,-0.7368669155117558,0.8435220621422433,-0.0969399575347118,0.7338364739226808,11.57729212402794,0.0
K200,WEIGHTED_MOM,1,FULL_2017_2026,60,2342,-0.0408960252608489,-0.7092789126503285,-0.004750481041977168,-0.05765859456900345,0.13197682643458042,-0.4311120013167101,0.6257061469811932,-0.15271765963613582,0.1968429555481324,-0.7914234655146721,-0.808749278353856,0.8445929577299117,-0.13178563607036023,0.7336741254259979,11.57729212402794,0.0
K200,WEIGHTED_MOM,1,PRE_STRESS_2017_2024,0,1953,-0.07730890775666233,-0.5237105664890473,-0.22985783979493582,-0.14761762069255316,0.018824562896068375,-0.4311120013167101,0.1936180756828519,-0.09435723691178577,0.18336029122239197,-0.4826906637005286,-0.5549889318582815,0.8104704360993236,-0.0818564038428244,0.6319531711169765,11.873319127690685,0.0
