universe,period,phase,n_dates,mean_ic,mean_top20_10d,mean_bottom20_10d,mean_top_minus_bottom_10d,top_minus_bottom_positive_rate
KOSDAQ,YTD_2026,8,14,-0.031147527117189218,-0.012342747283414326,-0.021149183004953078,0.008806435721538757,0.6428571428571429
KOSDAQ,YTD_2026,9,14,-0.03745339369469552,-0.0011158115872525593,-0.02056787820885667,0.01945206662160411,0.5
KOSPI_KOSDAQ_ALL,EARLY_2017_2019,0,73,-0.04765217726463169,0.0001247118663593391,0.0075986390782298305,-0.007473927211870492,0.4657534246575342
KOSPI_KOSDAQ_ALL,EARLY_2017_2019,1,73,-0.04348944339172077,-0.00026826158021174085,0.007973010296766572,-0.008241271876978313,0.410958904109589
KOSPI_KOSDAQ_ALL,EARLY_2017_2019,2,74,-0.048116001638854725,-0.00012384467436470626,0.008462015386320654,-0.00858586006068536,0.3783783783783784
KOSPI_KOSDAQ_ALL,EARLY_2017_2019,3,73,-0.05780354533342606,0.0013801812334902365,0.006865553788452627,-0.005485372554962392,0.4520547945205479
KOSPI_KOSDAQ_ALL,EARLY_2017_2019,4,73,-0.052134406113799873,0.0016930746491807583,0.005450795580504073,-0.0037577209313233153,0.5342465753424658
KOSPI_KOSDAQ_ALL,EARLY_2017_2019,5,73,-0.05153832760155772,0.0009892935323611166,0.007067190883045498,-0.006077897350684379,0.4931506849315068
KOSPI_KOSDAQ_ALL,EARLY_2017_2019,6,73,-0.046954556962481936,-0.001070562804131163,0.0068459021795378525,-0.007916464983669016,0.410958904109589
KOSPI_KOSDAQ_ALL,EARLY_2017_2019,7,73,-0.04979374919710924,-0.0024107970395980125,0.008545319466459917,-0.01095611650605793,0.410958904109589
KOSPI_KOSDAQ_ALL,EARLY_2017_2019,8,73,-0.05236103478123918,-0.0019730250266090594,0.006488523915436179,-0.00846154894204524,0.3972602739726027
KOSPI_KOSDAQ_ALL,EARLY_2017_2019,9,73,-0.04586595055671624,-0.0030684521448054694,0.005554067989781981,-0.008622520134587449,0.410958904109589
KOSPI_KOSDAQ_ALL,LATE_2020_2022,0,74,-0.06662468529548235,-0.004528009985753299,0.006193756032900277,-0.010721766018653576,0.40540540540540543
KOSPI_KOSDAQ_ALL,LATE_2020_2022,1,74,-0.06361089814388407,-0.00029304848090230763,0.006434099401881576,-0.006727147882783887,0.4594594594594595
KOSPI_KOSDAQ_ALL,LATE_2020_2022,2,74,-0.06315335589098012,-0.00190812700473987,0.006027693860087345,-0.00793582086482721,0.44594594594594594
KOSPI_KOSDAQ_ALL,LATE_2020_2022,3,75,-0.06499942775748098,-5.187379119895221e-05,0.005428114154778465,-0.005479987945977417,0.4533333333333333
KOSPI_KOSDAQ_ALL,LATE_2020_2022,4,75,-0.06212639173555674,0.001303046649583683,0.005898478429344651,-0.00459543177976097,0.4533333333333333
KOSPI_KOSDAQ_ALL,LATE_2020_2022,5,74,-0.054133766082621125,0.0023424106871819898,0.0009663213343613943,0.0013760893528205937,0.527027027027027
KOSPI_KOSDAQ_ALL,LATE_2020_2022,6,74,-0.05706776023577683,0.001226485474751734,0.004439741162212044,-0.003213255687460313,0.527027027027027
KOSPI_KOSDAQ_ALL,LATE_2020_2022,7,74,-0.0660125218328778,0.0037069131457894903,0.006197011866571653,-0.0024900987207821593,0.5135135135135135
KOSPI_KOSDAQ_ALL,LATE_2020_2022,8,74,-0.07200041903552197,0.003702265411167947,0.00926446161465718,-0.005562196203489232,0.43243243243243246
KOSPI_KOSDAQ_ALL,LATE_2020_2022,9,74,-0.07144728689787354,0.0003315778012967074,0.007528408307752586,-0.0071968305064558785,0.40540540540540543
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,0,49,-0.02524453262019216,-0.0027810307809102747,-0.007056875567822086,0.004275844786911809,0.5510204081632653
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,1,49,-0.03210965468818252,0.0005979567395814958,-0.00668903789218424,0.007286994631765733,0.5306122448979592
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,2,49,-0.029237677941568133,0.0005039791655019882,-0.006122060371755367,0.006626039537257354,0.4897959183673469
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,3,49,-0.02830330667607692,-0.00031823749785000484,-0.0068718827037431325,0.006553645205893127,0.42857142857142855
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,4,48,-0.027936706541936945,0.0016212866581069574,-0.011730899019395396,0.013352185677502357,0.4791666666666667
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,5,49,-0.048776008960040244,0.0027132834869061247,-0.004224066952809915,0.006937350439716038,0.5306122448979592
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,6,49,-0.04217823223129288,0.007267368919409555,-0.005088323816572397,0.012355692735981952,0.6122448979591837
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,7,49,-0.03677269678522305,0.0039338133205957275,-0.008228417921162511,0.01216223124175824,0.5918367346938775
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,8,49,-0.03559734964990443,-0.005167522043405378,-0.00847325895548711,0.0033057369120817336,0.42857142857142855
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,9,49,-0.034745697226268364,0.0020662389305529257,-0.004082223182933979,0.006148462113486909,0.4489795918367347
KOSPI_KOSDAQ_ALL,BULL_2025,0,24,-0.02014369344095378,0.025950822908955302,0.00703426345125644,0.018916559457698868,0.625
KOSPI_KOSDAQ_ALL,BULL_2025,1,24,-0.021242781418955813,0.020902433037585547,0.0020482946161597,0.01885413842142585,0.7083333333333334
KOSPI_KOSDAQ_ALL,BULL_2025,2,24,-0.01251925068783325,0.028830424218090765,-0.0006004897631055455,0.029430913981196304,0.6666666666666666
KOSPI_KOSDAQ_ALL,BULL_2025,3,24,-0.00821978257388005,0.02260461845224627,0.00038727495550502553,0.022217343496741246,0.625
KOSPI_KOSDAQ_ALL,BULL_2025,4,25,-0.02374542512518471,0.02147501205071294,0.00957018467160591,0.011904827379107022,0.52
KOSPI_KOSDAQ_ALL,BULL_2025,5,25,-0.021329391361908402,0.019231624177765142,0.004445056070114406,0.014786568107650735,0.44
KOSPI_KOSDAQ_ALL,BULL_2025,6,24,-0.040733515036215535,0.0155972749576457,0.0030927717573902094,0.012504503200255486,0.4583333333333333
KOSPI_KOSDAQ_ALL,BULL_2025,7,24,-0.035853300379164905,0.008741937318506173,0.007467120733774958,0.0012748165847312146,0.4583333333333333
KOSPI_KOSDAQ_ALL,BULL_2025,8,24,-0.03170399724138238,0.020378132666644892,0.006823928471313494,0.013554204195331397,0.5833333333333334
KOSPI_KOSDAQ_ALL,BULL_2025,9,24,-0.029172962506709577,0.022643467014925974,0.010566499423661427,0.012076967591264543,0.5833333333333334
KOSPI_KOSDAQ_ALL,YTD_2026,0,14,-0.024758519088289944,-0.0029045489427638417,-0.010315157142473367,0.007410608199709518,0.5
KOSPI_KOSDAQ_ALL,YTD_2026,1,14,-0.030613040224139274,-0.008951680021698955,-0.007010099707617276,-0.0019415803140816717,0.5
KOSPI_KOSDAQ_ALL,YTD_2026,2,14,-0.04620063659244143,-0.022827186924513153,-0.00457312264384573,-0.01825406428066743,0.35714285714285715
KOSPI_KOSDAQ_ALL,YTD_2026,3,13,-0.02941801236430875,-0.01265334143835742,-0.01592127647800928,0.0032679350396518625,0.5384615384615384
KOSPI_KOSDAQ_ALL,YTD_2026,4,13,-0.021783738816910078,-0.021002490878751646,-0.013032922601259454,-0.007969568277492185,0.38461538461538464
KOSPI_KOSDAQ_ALL,YTD_2026,5,13,-0.022628527973936705,-0.020342642831747398,-0.02189716049321327,0.0015545176614658745,0.46153846153846156
KOSPI_KOSDAQ_ALL,YTD_2026,6,14,-0.02462658576142324,-0.014442632057002561,-0.01880346237702237,0.004360830320019798,0.5
KOSPI_KOSDAQ_ALL,YTD_2026,7,14,-0.012048316472644694,-0.0032499780071976103,-0.028281421149541307,0.025031443142343703,0.5714285714285714
KOSPI_KOSDAQ_ALL,YTD_2026,8,14,-0.033871094631118516,-0.004994970587376952,-0.02197347867182197,0.016978508084445027,0.7142857142857143
KOSPI_KOSDAQ_ALL,YTD_2026,9,14,-0.042109540135622535,0.005358554956392514,-0.016869230934793637,0.022227785891186153,0.5714285714285714
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,0,73,-0.04716168127232442,0.0010431953768914783,0.005460238575964273,-0.004417043199072792,0.5068493150684932
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,1,73,-0.044190003887421635,0.0008292995516980993,0.005002098000942157,-0.004172798449244059,0.4657534246575342
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,2,74,-0.049583696146643305,0.0005065332282436178,0.005022048165043506,-0.0045155149367998885,0.47297297297297297
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,3,73,-0.057634808751422316,0.0015671854100056373,0.002872774463072003,-0.0013055890530663627,0.5068493150684932
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,4,73,-0.05256656841968847,0.002228137930732283,0.003402004228256683,-0.0011738662975243998,0.547945205479452
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,5,73,-0.05384080640458678,0.0006358242798040034,0.004615548917664399,-0.003979724637860398,0.4794520547945205
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,6,73,-0.047622682090712194,-0.0005008647128785278,0.004283282368757274,-0.004784147081635801,0.4657534246575342
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,7,73,-0.05290450353598029,-0.0025239373745683086,0.0068351642638254115,-0.009359101638393718,0.410958904109589
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,8,73,-0.05430002681163984,-0.0015587070445112737,0.005440491886004372,-0.006999198930515645,0.3698630136986301
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,9,73,-0.04731674116256255,-0.0004173568820708784,0.0021065669448272185,-0.0025239238268980964,0.4794520547945205
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,0,74,-0.0685184693744386,-0.004743550923423306,0.0008110414258344564,-0.005554592349257759,0.40540540540540543
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,1,74,-0.06775360157524729,0.0010021196150170409,0.0037223152324473894,-0.002720195617430352,0.47297297297297297
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,2,74,-0.06924101934193223,0.0008488446572994868,0.0043666516641193516,-0.0035178070068198693,0.4864864864864865
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,3,75,-0.06683586021371732,0.001410307699843315,0.0030047704881201085,-0.0015944627882767928,0.4666666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,4,75,-0.06447778551622893,0.0018941162089587352,0.0038148092937892795,-0.0019206930848305404,0.49333333333333335
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,5,74,-0.057458689876015365,0.000973733785758217,0.0006212461842086919,0.0003524876015495242,0.5135135135135135
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,6,74,-0.059209404609453974,0.001514625154589705,0.004975905089297522,-0.0034612799347078184,0.4864864864864865
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,7,74,-0.0676455212828389,0.001016887057273729,0.006344965554280433,-0.005328078497006706,0.47297297297297297
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,8,74,-0.07301127458547982,0.0024199713067647394,0.0068997106256061935,-0.004479739318841451,0.4594594594594595
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,9,74,-0.07501490615289105,0.0013316305169974753,0.006423477802675243,-0.005091847285677771,0.47297297297297297
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,0,49,-0.032128672336821484,-0.0013279861449459393,-0.008116942431567199,0.006788956286621258,0.5306122448979592
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,1,49,-0.03708193718159826,-0.00015444869269639868,-0.005259395464227073,0.005104946771530673,0.4897959183673469
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,2,49,-0.031735788391445134,-0.0020890589579305773,-0.006326671447811586,0.004237612489881012,0.5102040816326531
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,3,49,-0.030020707688563422,2.886196931707572e-06,-0.007610939876624874,0.007613826073556582,0.4489795918367347
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,4,48,-0.030322326343180838,-0.00013353342929422522,-0.011709871505837896,0.011576338076543671,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,5,49,-0.049254203508997285,0.002012461937683932,-0.003171004270279658,0.005183466207963587,0.46938775510204084
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,6,49,-0.044873909523478084,0.006481491194129848,-0.007935492785861049,0.0144169839799909,0.5918367346938775
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,7,49,-0.04061107735365349,0.0017548517477621193,-0.010520646040346205,0.012275497788108318,0.6122448979591837
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,8,49,-0.04027862013739407,-0.007679833363295315,-0.006423239549136754,-0.0012565938141585588,0.3673469387755102
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,9,49,-0.041880230759691835,-0.0012606526004335379,-0.004337652155513249,0.00307699955507971,0.4489795918367347
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,0,24,-0.030507048190751108,0.02423707760343367,0.01007301369464996,0.014164063908783706,0.625
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,1,24,-0.02928680359923136,0.01596321905800786,0.011363444117887382,0.0045997749401204754,0.625
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,2,24,-0.016687457120748653,0.025952488760311948,0.002616019412103749,0.0233364693482082,0.6666666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,3,24,-0.013061758344536533,0.02170745638573461,0.0027790143734062658,0.018928442012328343,0.6666666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,4,25,-0.03055068399618093,0.019707712046388628,0.011978667613132168,0.007729044433256458,0.52
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,5,25,-0.03073322294424094,0.01709439667439277,0.008148558106065757,0.008945838568327012,0.44
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,6,24,-0.04945011621274251,0.014373172014557371,0.005991695995482373,0.008381476019074999,0.4166666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,7,24,-0.04749295201312756,0.005266088703640068,0.00485257517533855,0.00041351352830152076,0.4166666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,8,24,-0.040338023960244024,0.013008052485005597,0.008833719926328105,0.00417433255867749,0.5416666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,BULL_2025,9,24,-0.04061751909654807,0.017057428181515854,0.009124033514637581,0.007933394666878268,0.5416666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,0,14,-0.03773919712784984,-0.006335240453677187,-0.012654247886884473,0.006319007433207289,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,1,14,-0.03963737808733002,-0.008045014074735563,-0.01128762283421404,0.003242608759478482,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,2,14,-0.053869262816923516,-0.021077130433696568,-0.008383852853394675,-0.012693277580301896,0.2857142857142857
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,3,13,-0.035437081572298884,-0.0147679047743262,-0.020223096739286437,0.005455191964960243,0.46153846153846156
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,4,13,-0.022180317323674297,-0.022793057140950253,-0.01958181710876978,-0.0032112400321804677,0.38461538461538464
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,5,13,-0.025719662577164737,-0.02537795636267413,-0.02744800179670032,0.0020700454340261943,0.5384615384615384
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,6,14,-0.029742618626828494,-0.017568772326216446,-0.021086521983922572,0.00351774965770613,0.42857142857142855
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,7,14,-0.01785675182281986,-0.00380044449267997,-0.03125795167741859,0.027457507184738616,0.6428571428571429
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,8,14,-0.042869940574082346,-0.014980106099003233,-0.025188140959703696,0.01020803486070046,0.6428571428571429
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,9,14,-0.051284374435826896,-0.006510393777446637,-0.018240425879035436,0.0117300321015888,0.5714285714285714
