universe,strategy,period,cost_bp,n_phases,median_cagr,worst_phase_cagr,positive_cagr_phases,median_mdd,median_sharpe,worst_phase_sharpe,median_calmar,median_benchmark_cagr,median_excess_cagr,positive_excess_phases,median_information_ratio,median_relative_mdd,median_turnover
KOSPI_EX_K200,WEIGHTED_MOM,FULL_2017_2026,60,10,-0.14078738219724274,-0.15998239187487018,0,-0.814354500546084,-0.32084398937016856,-0.37916950756617807,-0.17387266605756602,0.05380458727614634,-0.18409338416006682,0,-0.8390071995267989,-0.8546403602891929,11.18957985444913
KOSPI_EX_K200,WEIGHTED_MOM,LATE_2020_2022,0,10,-0.0027996567269603645,-0.07050950118181698,5,-0.4710489437774926,0.14971011877234508,-0.06698330450314507,-0.006643738730055818,0.03489518942373171,-0.03642382971330771,1,-0.07268166442321158,-0.39467028988952774,11.067430614377741
KOSPI_EX_K200,WEIGHTED_MOM,LATE_2020_2022,30,10,-0.03520065890240698,-0.10094652489402556,1,-0.49431368802339964,0.0455778285417599,-0.1709596952847677,-0.07636281471030246,0.03489518942373171,-0.067732316318109,0,-0.2248848847477336,-0.4247391334666456,11.067430614377741
KOSPI_EX_K200,WEIGHTED_MOM,LATE_2020_2022,60,10,-0.06659117492858335,-0.13042723550115543,0,-0.5148752078363057,-0.058355074842296864,-0.27494917282127385,-0.1381162918652993,0.03489518942373171,-0.09806438892505248,0,-0.37660431134686645,-0.46223985889632757,11.067430614377741
KOSPI_EX_K200,WEIGHTED_MOM,NORMAL_2023_2024,0,10,-0.057458211191353026,-0.10765972490116571,0,-0.5877415393579735,-0.03994465249422638,-0.2054652723263277,-0.09979724203209903,0.06769360867610397,-0.11721697952527721,0,-0.42046905381370514,-0.5447972622682316,10.893364368570868
KOSPI_EX_K200,WEIGHTED_MOM,NORMAL_2023_2024,30,10,-0.08792555117439876,-0.13739593134284156,0,-0.6057214528073032,-0.14717225941104087,-0.31434739293180447,-0.1481786712498753,0.06769360867610397,-0.145752637822252,0,-0.5691856519623991,-0.5649474525072138,10.893364368570868
KOSPI_EX_K200,WEIGHTED_MOM,NORMAL_2023_2024,60,10,-0.11744755958522085,-0.16618109256625013,0,-0.6229407703981474,-0.2542023795210515,-0.4233561813109076,-0.19220069870904513,0.06769360867610397,-0.1734029001923969,0,-0.7171622933694717,-0.584231993259279,10.893364368570868
KOSPI_EX_K200,WEIGHTED_MOM,PRE_STRESS_2017_2024,0,10,-0.09685586807115243,-0.11423491468260183,0,-0.7053845124800125,-0.20559973934278375,-0.2779810792282004,-0.1319491136845057,0.023915403337425367,-0.1179291500154146,0,-0.5031169549766061,-0.6675358456262503,11.250448739934406
KOSPI_EX_K200,WEIGHTED_MOM,PRE_STRESS_2017_2024,30,10,-0.12675378042243435,-0.14359310000026249,0,-0.7439742352619958,-0.3215261945527447,-0.39486009219596413,-0.16756053460500925,0.023915403337425367,-0.14732653490937098,0,-0.6696909933757533,-0.7319071483631858,11.250448739934406
KOSPI_EX_K200,WEIGHTED_MOM,PRE_STRESS_2017_2024,60,10,-0.15549819151677235,-0.17201755738578406,0,-0.7908860310705335,-0.4367699594212672,-0.5113499199425865,-0.19455660184231638,0.023915403337425367,-0.17549075837337935,0,-0.8351250715213816,-0.792289245618452,11.250448739934406
KOSPI_EX_K200,WEIGHTED_MOM,YTD_2026,0,10,-0.31254091041156756,-0.4451566403265421,0,-0.47127443997303015,-0.3196712516543294,-0.6282246610448705,-0.6524895907875334,0.034705136222763944,-0.33559903636118826,0,-1.0374194584733436,-0.2764697535024739,11.171324444846853
KOSPI_EX_K200,WEIGHTED_MOM,YTD_2026,30,10,-0.33496451382383224,-0.4628406211624553,0,-0.4745735528963949,-0.3758238507293267,-0.6800962035058999,-0.6923439228697792,0.034705136222763944,-0.3572705277139058,0,-1.150920520464887,-0.2877781918083292,11.171324444846853
KOSPI_EX_K200,WEIGHTED_MOM,YTD_2026,60,10,-0.35668553304494083,-0.4799845642926438,0,-0.47785574624508,-0.4320664143248919,-0.7319012210340865,-0.7299680297242743,0.034705136222763944,-0.37826300031378385,0,-1.2642578440719168,-0.29612121053126694,11.171324444846853
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,BULL_2025,0,10,0.6077384416142785,0.21434663616648097,10,-0.2030275843225975,1.5683714777737388,0.7541166444312525,3.1636846932605778,0.7398124568564335,-0.0759127886006708,2,-0.1462519448435617,-0.2563829371773754,13.207692409585917
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,BULL_2025,30,10,0.5454694899076539,0.16533787061198257,10,-0.2073530389786825,1.4516678485223662,0.628595824852254,2.773782814423741,0.7398124568564335,-0.11170340008941454,2,-0.2791259886547668,-0.2729898557752323,13.207692409585917
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,BULL_2025,60,10,0.4855168965549582,0.11822903083069747,10,-0.21166198944063142,1.3343571314182192,0.5031614948592847,2.4149311648403966,0.7398124568564335,-0.14616262764375731,0,-0.41145009373911434,-0.2917356641507733,13.207692409585917
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,EARLY_2017_2019,0,10,-0.048729910061414694,-0.11817894351899694,0,-0.5600463141391262,0.019865702570555067,-0.22765147664019839,-0.09144666035097568,0.023521520341274416,-0.07065138675289628,0,-0.0791160361790756,-0.495375368726896,12.36193546885818
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,EARLY_2017_2019,30,10,-0.08438622452285738,-0.15066418424138606,0,-0.5793396815755555,-0.09480723074664965,-0.3436642040279061,-0.15381407046480167,0.023521520341274416,-0.10548613088662218,0,-0.20931890764287664,-0.5131312255980349,12.36193546885818
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,EARLY_2017_2019,60,10,-0.11876006928456179,-0.1820009560131135,0,-0.5975855150591589,-0.20931424569317147,-0.459373469470547,-0.2054194070535092,0.023521520341274416,-0.139067950703336,0,-0.33933827568873487,-0.5344528337917773,12.36193546885818
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,FULL_2017_2026,0,10,-0.02724548188650311,-0.04957993910022929,0,-0.675283761442384,0.14568670798240765,0.08814674193304758,-0.039887729081311815,0.11529560787916182,-0.12786844075419518,0,-0.22156202055463858,-0.8117458137541003,12.517925605757874
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,FULL_2017_2026,30,10,-0.06308519604935048,-0.08453823800596405,0,-0.7260457329392509,0.05667609934797442,-0.0013123557826207276,-0.08496544119391444,0.11529560787916182,-0.16000085182144025,0,-0.33050491199902265,-0.8612583269496921,12.517925605757874
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,FULL_2017_2026,60,10,-0.09765742985337467,-0.11826207759406482,0,-0.7928641190731678,-0.032308127949810084,-0.09073095479098961,-0.12173145949143399,0.11529560787916182,-0.19099689213735327,0,-0.4392592692988151,-0.8977971200255943,12.517925605757874
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,LATE_2020_2022,0,10,-0.0717301783949521,-0.17709746689493422,0,-0.572870271723924,0.013093283121026278,-0.2718455478919889,-0.12139651750197977,0.005505505777788411,-0.07681279090858506,0,-0.07010751261034004,-0.5068044194478819,12.61553628988691
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,LATE_2020_2022,30,10,-0.10646734703395877,-0.20801238465579275,0,-0.5921184892147344,-0.08214298135481635,-0.365049736654469,-0.1720483727262506,0.005505505777788411,-0.11135976100412504,0,-0.17714497426543008,-0.5448304702763423,12.61553628988691
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,LATE_2020_2022,60,10,-0.13995621043786854,-0.23781223469799684,0,-0.6188707101842019,-0.17723015701720976,-0.4580458118040935,-0.21830966334514224,0.005505505777788411,-0.14466526078655012,0,-0.28395936932661625,-0.5811791455082281,12.61553628988691
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,NORMAL_2023_2024,0,10,-0.055223111403534864,-0.2034989467502062,1,-0.5705748565466763,0.07245644319788304,-0.33604425329795695,-0.09583453745341083,0.03252733069331981,-0.08498607202768255,1,-0.05224274173057873,-0.5230643343917365,12.31591206944007
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,NORMAL_2023_2024,30,10,-0.08917221102214723,-0.2336489543374235,1,-0.5912477212555938,-0.014954316821052749,-0.4286034581959679,-0.14965832346355795,0.03252733069331981,-0.117865685583109,1,-0.15623114880353525,-0.5478548426339634,12.31591206944007
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,NORMAL_2023_2024,60,10,-0.12195004658648406,-0.2627026205930201,1,-0.6124744910671476,-0.10306593311220245,-0.5210336725851533,-0.19888232336769313,0.03252733069331981,-0.14961093298719153,0,-0.26181036737030816,-0.5715789858545127,12.31591206944007
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,PRE_STRESS_2017_2024,0,10,-0.06540137625225673,-0.11317880317471074,0,-0.6645258371212399,0.016486292788084174,-0.12648630822351462,-0.09608772000197341,0.018884426786173414,-0.08267068751136042,0,-0.08573258103406015,-0.6106767961531351,12.493279205334673
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,PRE_STRESS_2017_2024,30,10,-0.09995098687728565,-0.1458495749518527,0,-0.7097090125073895,-0.08133201254486222,-0.2251695319716522,-0.1362577392031853,0.018884426786173414,-0.11658191816642144,0,-0.19773251674829384,-0.6880888020488052,12.493279205334673
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,PRE_STRESS_2017_2024,60,10,-0.13327445097541885,-0.1773648589826844,0,-0.7725026287473008,-0.17908757694930516,-0.3236813717162729,-0.168361388846961,0.018884426786173414,-0.1492896572978028,0,-0.3096839694812218,-0.7555558888505605,12.493279205334673
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,YTD_2026,0,10,-0.25913068052023,-0.45707238363783476,0,-0.615089518204452,0.0408799460192545,-0.3365579576121421,-0.42158059297018646,0.7890007995196175,-0.5858753558529933,0,-1.4349850964979447,-0.5394253211512425,11.930718993509547
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,YTD_2026,30,10,-0.28285766357719977,-0.4769526434239234,0,-0.6177668222459118,0.0011071259218445179,-0.38202635949063324,-0.45788902106465035,0.7890007995196175,-0.5991380570565603,0,-1.4962668341096836,-0.5456173528591921,11.930718993509547
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,YTD_2026,60,10,-0.3058561914322063,-0.49613286925961264,0,-0.6204287897905811,-0.038660756446963006,-0.42746495607274176,-0.4926941335208895,0.7890007995196175,-0.6119935727506736,0,-1.5572837265700252,-0.5498509142456457,11.930718993509547
