universe,strategy,period,cost_bp,n_phases,median_cagr,worst_phase_cagr,positive_cagr_phases,median_mdd,median_sharpe,worst_phase_sharpe,median_calmar,median_benchmark_cagr,median_excess_cagr,positive_excess_phases,median_information_ratio,median_relative_mdd,median_turnover
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,YTD_2026,0,10,-0.32688011088261293,-0.44690989670617376,0,-0.6369427490481361,-0.070875033469928,-0.2930975126116269,-0.5124560354685509,-0.16386812075282986,-0.1949596638709138,1,-0.03560291183945267,-0.37233200762813207,11.540503979290213
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,YTD_2026,30,10,-0.3492944669865232,-0.465915894970797,0,-0.6396520595864965,-0.11169556270315947,-0.3351934817795916,-0.5454261513147816,-0.16386812075282986,-0.22176686577319127,1,-0.10338106431849911,-0.37640208403300246,11.540503979290213
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,YTD_2026,60,10,-0.37099245178883,-0.4842943649308773,0,-0.6421157779886575,-0.1524775775108196,-0.37728614240186215,-0.5770330831984132,-0.16386812075282986,-0.24771729936010667,0,-0.17107033200639915,-0.3804496521640508,11.540503979290213
KOSPI_ALL,WEIGHTED_MOM,BULL_2025,0,10,0.3308155813334256,0.1371377382883061,10,-0.219990559891802,1.0166733627463822,0.5459695046232459,1.6547435258534628,0.8028068899266356,-0.26180913287524527,0,-1.0189207101547013,-0.32427961415753603,11.296922028985644
KOSPI_ALL,WEIGHTED_MOM,BULL_2025,30,10,0.28491577137566904,0.09627174175096442,10,-0.2221121807903706,0.9125183910766492,0.43950694185628747,1.4074517859772824,0.8028068899266356,-0.28726932509784187,0,-1.1477874213378154,-0.3360553471232296,11.296922028985644
KOSPI_ALL,WEIGHTED_MOM,BULL_2025,60,10,0.2418483060535953,0.05681563873242701,10,-0.224229514782867,0.8080143433522533,0.33339824061533474,1.1735380430039553,0.8028068899266356,-0.31115844243077334,0,-1.276099998430275,-0.3476419225046477,11.296922028985644
KOSPI_ALL,WEIGHTED_MOM,EARLY_2017_2019,0,10,-0.22576744233724277,-0.28496762607445436,0,-0.5807671792742393,-0.908615468251292,-1.2645176607917277,-0.3880073664338596,0.022717562966047877,-0.24039047659335633,0,-1.140707154969276,-0.5582508873912657,13.24862370061186
KOSPI_ALL,WEIGHTED_MOM,EARLY_2017_2019,30,10,-0.25602321026377345,-0.31301289966836654,0,-0.6049701586985111,-1.065149493788232,-1.4278811687627615,-0.42137648175918824,0.022717562966047877,-0.2700745551581868,0,-1.3121020219169304,-0.6043941743135438,13.24862370061186
KOSPI_ALL,WEIGHTED_MOM,EARLY_2017_2019,60,10,-0.2851439590238714,-0.34000180902917376,0,-0.6353395140314284,-1.220336784315696,-1.5892954980797347,-0.4445238202080482,0.022717562966047877,-0.2986450702650871,0,-1.4821104079183436,-0.6458811314498363,13.24862370061186
KOSPI_ALL,WEIGHTED_MOM,FULL_2017_2026,0,10,-0.07273321878727779,-0.11280555620516197,1,-0.7146006882881646,-0.054187071128556016,-0.17808731085480545,-0.10123329922793671,0.1273338096253782,-0.17695150946650268,0,-0.6240992586481595,-0.8573542700409302,12.194032574788263
KOSPI_ALL,WEIGHTED_MOM,FULL_2017_2026,30,10,-0.1062770290646794,-0.14459691889600224,0,-0.7616117943665641,-0.1630433783910925,-0.2849139723877931,-0.1403103496216906,0.1273338096253782,-0.20672515401471597,0,-0.7613589247946037,-0.8983683356409281,12.194032574788263
KOSPI_ALL,WEIGHTED_MOM,FULL_2017_2026,60,10,-0.1386564029345872,-0.17529502699963428,0,-0.8163161882154563,-0.2716976206807039,-0.39165808972733634,-0.1716208494532971,0.1273338096253782,-0.2354652420245555,0,-0.8977900336919353,-0.9276269621181323,12.194032574788263
KOSPI_ALL,WEIGHTED_MOM,LATE_2020_2022,0,10,-0.04671036985583393,-0.08509084631989583,1,-0.5121516006854727,0.024083153337832487,-0.12735158473016642,-0.08806476610954883,0.0050443777288440295,-0.05149498741700298,1,-0.07662490813874938,-0.457792336132359,11.895946746721513
KOSPI_ALL,WEIGHTED_MOM,LATE_2020_2022,30,10,-0.08020904170151066,-0.11738614064615027,0,-0.531948761152236,-0.08521269116561893,-0.24126933896754438,-0.14827597388176206,0.0050443777288440295,-0.0848255274289535,0,-0.206352066289104,-0.4926916617584536,11.895946746721513
KOSPI_ALL,WEIGHTED_MOM,LATE_2020_2022,60,10,-0.11257826137438187,-0.1485872102650737,0,-0.5573400889464483,-0.1942878961376307,-0.3547093591765393,-0.2015225325723408,0.0050443777288440295,-0.11703228405597738,0,-0.3365921184377747,-0.5253922927188425,11.895946746721513
KOSPI_ALL,WEIGHTED_MOM,NORMAL_2023_2024,0,10,-0.02919344686187525,-0.09790749539489763,3,-0.560874301862992,0.07280485822377757,-0.1379686218911661,-0.049615063045497225,0.03856315699640511,-0.06524071588889951,0,-0.1047937394397782,-0.5108096589675569,11.540012571563977
KOSPI_ALL,WEIGHTED_MOM,NORMAL_2023_2024,30,10,-0.06224955946415561,-0.12848086879752674,0,-0.5819508349572302,-0.03335182000877747,-0.24026288744519952,-0.10236798160083098,0.03856315699640511,-0.09706941343087744,0,-0.22654503177384272,-0.5337481608260828,11.540012571563977
KOSPI_ALL,WEIGHTED_MOM,NORMAL_2023_2024,60,10,-0.09422613106369537,-0.15806021455963692,0,-0.6020456835300259,-0.1395474526782365,-0.3423861876186547,-0.1503035387296257,0.03856315699640511,-0.12785865468609142,0,-0.348199489106848,-0.5558448253247557,11.540012571563977
KOSPI_ALL,WEIGHTED_MOM,PRE_STRESS_2017_2024,0,10,-0.11574645171198028,-0.15311992765427918,0,-0.7146006882881646,-0.25943609856892696,-0.39149640203352093,-0.16405770776733747,0.019893255442991364,-0.13260182667829584,0,-0.43365413684529464,-0.700586089139785,12.306287642130634
KOSPI_ALL,WEIGHTED_MOM,PRE_STRESS_2017_2024,30,10,-0.14802775773614707,-0.1838131720819014,0,-0.7553202599435591,-0.38242318584590806,-0.5124181601812084,-0.19653538929008363,0.019893255442991364,-0.16423025335863872,0,-0.5755632918901539,-0.7712054012581734,12.306287642130634
KOSPI_ALL,WEIGHTED_MOM,PRE_STRESS_2017_2024,60,10,-0.17917812475001682,-0.21343899644285846,0,-0.808875905710017,-0.5043806134712321,-0.6330190980793466,-0.22162447853385858,0.019893255442991364,-0.19462836690556312,0,-0.7167405719800739,-0.827441542009673,12.306287642130634
KOSPI_ALL,WEIGHTED_MOM,YTD_2026,0,10,-0.07989953115835968,-0.20803370775963903,4,-0.4798306952294892,0.2133784780689639,-0.028950921038355823,-0.16734630595905864,0.9765728974141739,-0.5344970731687397,0,-2.031635455293368,-0.4212650865196834,11.841182171287883
KOSPI_ALL,WEIGHTED_MOM,YTD_2026,30,10,-0.11305506184737452,-0.2361259515425903,3,-0.4823938921987121,0.15846663024883417,-0.08508231704384811,-0.23567573399948388,0.9765728974141739,-0.5512713245674044,0,-2.123631662058563,-0.4331042069252318,11.841182171287883
KOSPI_ALL,WEIGHTED_MOM,YTD_2026,60,10,-0.1450623984971245,-0.26326158132749555,3,-0.48494808500042236,0.10346875263647572,-0.14131093207255682,-0.3009637939665961,0.9765728974141739,-0.5674646745276436,0,-2.214576356294896,-0.4447174553238518,11.841182171287883
KOSPI_EX_K200,WEIGHTED_MOM,BULL_2025,0,10,0.2427848478103678,0.05447551045393184,10,-0.20502350601764013,0.8587358985941352,0.32648265781081587,1.1519079278629158,0.344418180582978,-0.07559651769104925,1,-0.2259244769799819,-0.21692481398478314,10.759479982645185
KOSPI_EX_K200,WEIGHTED_MOM,BULL_2025,30,10,0.2030806622263559,0.02031431622230251,10,-0.212223278578054,0.7547771208627352,0.21918879330239188,0.9461798949037816,0.344418180582978,-0.10512913347789865,1,-0.3821909991275203,-0.23111326406049665,10.759479982645185
KOSPI_EX_K200,WEIGHTED_MOM,BULL_2025,60,10,0.16459656742554518,-0.012784919758088487,9,-0.2195080020332475,0.6485991092494772,0.11190093924057502,0.7540395128979351,0.344418180582978,-0.13375422599496423,0,-0.53787964390636,-0.245064880414682,10.759479982645185
KOSPI_EX_K200,WEIGHTED_MOM,EARLY_2017_2019,0,10,-0.19120398632269692,-0.21502738378159125,0,-0.5671671027579677,-0.7605650879218124,-0.8583743624084794,-0.33361839266043836,-0.015395459382803345,-0.17853791357227572,0,-1.0885247884114673,-0.45588547364863763,11.56697167061796
KOSPI_EX_K200,WEIGHTED_MOM,EARLY_2017_2019,30,10,-0.21892163803951398,-0.24140385713070334,0,-0.5888120564956003,-0.9030557268503747,-0.995977901699901,-0.3670898510369973,-0.015395459382803345,-0.20668966879593625,0,-1.290975844992051,-0.4998577263180071,11.56697167061796
KOSPI_EX_K200,WEIGHTED_MOM,EARLY_2017_2019,60,10,-0.24572805712675488,-0.266930197773388,0,-0.6099109177545288,-1.0410224850712748,-1.132547734712723,-0.3974477782273538,-0.015395459382803345,-0.23391591890047375,0,-1.4906196234590858,-0.5467952040430095,11.56697167061796
KOSPI_EX_K200,WEIGHTED_MOM,FULL_2017_2026,0,10,-0.08084261643817231,-0.10106171260916941,0,-0.7165320394873256,-0.10851312081592267,-0.16933914010129797,-0.11370686161699858,0.05380458727614634,-0.12716981176685377,0,-0.5196850867966976,-0.7354913244213463,11.18957985444913
KOSPI_EX_K200,WEIGHTED_MOM,FULL_2017_2026,30,10,-0.11129910979899049,-0.13100050850110523,0,-0.7575805495188843,-0.21483022562151155,-0.27436537196490174,-0.148035890577094,0.05380458727614634,-0.1560913105506187,0,-0.6799235753093518,-0.802095504576841,11.18957985444913
