"Code","Name","ALL","KOSPI","KOSPI200","KOSPI-삼닉"
"A094840","슈프리마에이치큐","1","0","0","0"
"A094850","참좋은여행","1","0","0","0"
"A094860","네오리진","1","0","0","0"
"A094940","푸른로보틱스","1","0","0","0"
"A094970","제이엠티","1","0","0","0"
"A095190","신화프리텍","1","0","0","0"
"A095270","웨이브일렉트로","1","0","0","0"
"A095340","ISC","1","0","0","0"
"A095500","미래나노텍","1","0","0","0"
"A095570","AJ네트웍스","1","1","0","1"
"A095610","테스","1","0","0","0"
"A095660","네오위즈","1","0","0","0"
"A095700","제넥신","1","0","0","0"
"A095720","웅진씽크빅","1","1","0","1"
"A095910","에스에너지","1","0","0","0"
"A096240","크레버스","1","0","0","0"
"A096250","와이즈넛","1","0","0","0"
"A096350","대창솔루션","1","0","0","0"
"A096530","씨젠","1","0","0","0"
"A096610","알에프세미","1","0","0","0"
"A096630","에스코넥","1","0","0","0"
"A096690","에이루트","1","0","0","0"
"A096760","JW홀딩스","1","1","0","1"
"A096770","SK이노베이션","1","1","1","1"
"A096870","엘디티","1","0","0","0"
"A097230","HJ중공업","1","1","0","1"
"A097520","엠씨넥스","1","1","0","1"
"A097780","에코볼트","1","0","0","0"
"A097800","윈팩","1","0","0","0"
"A097870","효성오앤비","1","0","0","0"
"A097950","CJ제일제당","1","1","1","1"
"A098070","한텍","1","0","0","0"
"A098120","마이크로컨텍솔","1","0","0","0"
"A098460","고영","1","0","0","0"
"A098660","에스티오","1","0","0","0"
"A099190","아이센스","1","0","0","0"
"A099220","SDN","1","0","0","0"
"A099320","쎄트렉아이","1","0","0","0"
"A099390","브레인즈컴퍼니","1","0","0","0"
"A099410","동방선기","1","0","0","0"
"A099430","바이오플러스","1","0","0","0"
"A099440","스맥","1","0","0","0"
"A099520","DGI","1","0","0","0"
"A099750","이지케어텍","1","0","0","0"
"A100030","인지소프트","1","0","0","0"
"A100090","SK오션플랜트","1","0","0","0"
"A100120","뷰웍스","1","0","0","0"
"A100130","동국S&C","1","0","0","0"
"A100220","비상교육","1","1","0","1"
"A100250","진양홀딩스","1","1","0","1"
"A100590","머큐리","1","0","0","0"
"A100660","서암기계공업","1","0","0","0"
"A100700","세운메디칼","1","0","0","0"
"A100790","미래에셋벤처투자","1","0","0","0"
"A100840","SNT에너지","1","1","0","1"
"A101000","KS인더스트리","1","0","0","0"
"A101140","인바이오젠","1","1","0","1"
"A101160","월덱스","1","0","0","0"
"A101170","우림피티에스","1","0","0","0"
"A101240","씨큐브","1","0","0","0"
"A101330","모베이스","1","0","0","0"
"A101360","에코앤드림","1","0","0","0"
"A101390","아이엠","1","0","0","0"
"A101400","엔시트론","1","0","0","0"
"A101490","에스앤에스텍","1","0","0","0"
"A101530","해태제과식품","1","1","0","1"
"A101670","하이드로리튬","1","0","0","0"
"A101680","한국정밀기계","1","0","0","0"
"A101730","위메이드맥스","1","0","0","0"
"A101930","인화정공","1","0","0","0"
"A101970","우양에이치씨","1","0","0","0"
"A102120","어보브반도체","1","0","0","0"
"A102260","동성케미컬","1","1","0","1"
"A102370","케이옥션","1","0","0","0"
"A102460","이연제약","1","1","0","1"
"A102710","이엔에프테크놀로지","1","0","0","0"
"A102940","코오롱생명과학","1","0","0","0"
"A103140","풍산","1","1","1","1"
"A103230","에스앤더블류","1","0","0","0"
"A103590","일진전기","1","1","0","1"
"A103840","우양","1","0","0","0"
"A104040","디에스엠","1","0","0","0"
"A104200","NHN벅스","1","0","0","0"
"A104460","디와이피엔에프","1","0","0","0"
"A104480","티케이케미칼","1","0","0","0"
"A104540","코렌텍","1","0","0","0"
"A104620","노랑풍선","1","0","0","0"
"A104700","한국철강","1","1","0","1"
"A104830","원익머트리얼즈","1","0","0","0"
"A105330","케이엔더블유","1","0","0","0"
"A105550","엣지파운드리","1","0","0","0"
"A105560","KB금융","1","1","1","1"
"A105630","한세실업","1","1","1","1"
"A105740","디케이락","1","0","0","0"
"A105760","포스뱅크","1","0","0","0"
"A105840","우진","1","1","0","1"
"A106080","케이이엠텍","1","0","0","0"
"A106190","하이텍팜","1","0","0","0"
"A106240","파인테크닉스","1","0","0","0"
"A106520","노블엠앤비","1","0","0","0"
"A107590","미원홀딩스","1","1","0","1"
"A107600","새빗켐","1","0","0","0"
"A107640","한중엔시에스","1","0","0","0"
"A108230","톱텍","1","0","0","0"
"A108320","LX세미콘","1","0","0","0"
"A108380","대양전기공업","1","0","0","0"
"A108490","로보티즈","1","0","0","0"
"A108670","LX하우시스","1","1","0","1"
"A108860","셀바스AI","1","0","0","0"
"A109070","주성코퍼레이션","1","1","0","1"
"A109080","옵티시스","1","0","0","0"
"A109610","에스와이","1","0","0","0"
"A109670","씨싸이트","1","0","0","0"
"A109740","디에스케이","1","0","0","0"
"A109820","진매트릭스","1","0","0","0"
"A109860","동일금속","1","0","0","0"
"A109960","앱토크롬","1","0","0","0"
"A110020","전진바이오팜","1","0","0","0"
"A110790","크리스에프앤씨","1","0","0","0"
"A110990","디아이티","1","0","0","0"
"A111110","호전실업","1","1","0","1"
"A111380","동인기연","1","0","0","0"
"A111710","남화산업","1","0","0","0"
"A111770","영원무역","1","1","1","1"
"A112040","위메이드","1","0","0","0"
"A112290","와이씨켐","1","0","0","0"
"A112610","씨에스윈드","1","1","1","1"
"A113810","디젠스","1","0","0","0"
"A114090","GKL","1","1","1","1"
"A114190","강원에너지","1","0","0","0"
"A114450","그린생명과학","1","0","0","0"
"A114630","폴라리스우노","1","0","0","0"
"A114810","한솔아이원스","1","0","0","0"
"A114840","아이패밀리에스씨","1","0","0","0"
"A115160","휴맥스","1","0","0","0"
"A115180","큐리언트","1","0","0","0"
"A115310","인포바인","1","0","0","0"
"A115440","우리넷","1","0","0","0"
"A115450","HLB테라퓨틱스","1","0","0","0"
"A115480","씨유메디칼","1","0","0","0"
"A115500","케이씨에스","1","0","0","0"
"A115530","씨엔플러스","1","0","0","0"
"A115570","스타플렉스","1","0","0","0"
"A115610","이미지스","1","0","0","0"
"A117580","대성에너지","1","1","0","1"
"A117670","알파칩스","1","0","0","0"
"A117730","티로보틱스","1","0","0","0"
"A118000","메타케어","1","1","0","1"
"A118990","모트렉스","1","0","0","0"
"A119500","포메탈","1","0","0","0"
"A119610","인터로조","1","0","0","0"
"A119650","KC코트렐","1","1","0","1"
"A119830","아이텍","1","0","0","0"
"A119850","지엔씨에너지","1","0","0","0"
"A120030","조선선재","1","1","0","1"
"A120110","코오롱인더","1","1","1","1"
"A120240","대정화금","1","0","0","0"
"A121440","골프존홀딩스","1","0","0","0"
"A121600","나노신소재","1","0","0","0"
"A121800","비덴트","1","0","0","0"
"A121850","코이즈","1","0","0","0"
"A121890","에스디시스템","1","0","0","0"
"A122310","제노레이","1","0","0","0"
"A122350","삼기","1","0","0","0"
"A122450","KX","1","0","0","0"
"A122640","예스티","1","0","0","0"
"A122690","서진오토모티브","1","0","0","0"
"A122870","와이지엔터테인먼트","1","0","0","0"
"A122900","아이마켓코리아","1","1","0","1"
"A122990","와이솔","1","0","0","0"
"A123010","알엔티엑스","1","0","0","0"
"A123040","엠에스오토텍","1","0","0","0"
"A123330","제닉","1","0","0","0"
"A123410","코리아에프티","1","0","0","0"
"A123420","위메이드플레이","1","0","0","0"
"A123570","이엠넷","1","0","0","0"
"A123690","한국화장품","1","1","0","1"
"A123700","SJM","1","1","0","1"
"A123750","알톤","1","0","0","0"
"A123840","뉴온","1","0","0","0"
"A123860","아나패스","1","0","0","0"
"A123890","한국자산신탁","1","1","0","1"
"A124500","아이티센글로벌","1","0","0","0"
"A124560","태웅로직스","1","0","0","0"
"A125020","티씨머티리얼즈","1","0","0","0"
"A125210","아모그린텍","1","0","0","0"
"A125490","한라캐스트","1","0","0","0"
"A126340","비나텍","1","0","0","0"
"A126560","현대퓨처넷","1","1","0","1"
"A126600","BGF에코머티리얼즈","1","0","0","0"
"A126640","화신정공","1","0","0","0"
"A126700","하이비젼시스템","1","0","0","0"
"A126720","수산인더스트리","1","0","0","0"
"A126730","코칩","1","0","0","0"
"A126880","제이엔케이글로벌","1","0","0","0"
"A127120","제이에스링크","1","0","0","0"
"A127710","아시아경제","1","0","0","0"
"A127980","화인써키트","1","0","0","0"
"A128540","에코캡","1","0","0","0"
"A128660","피제이메탈","1","0","0","0"
"A128820","대성산업","1","1","0","1"
"A128940","한미약품","1","1","1","1"
"A129260","인터지스","1","1","0","1"
"A129890","앱코","1","0","0","0"
"A129920","대성하이텍","1","0","0","0"
"A130500","GH신소재","1","0","0","0"
"A130580","나이스디앤비","1","0","0","0"
"A130660","한전산업","1","1","0","1"
"A130740","티피씨글로벌","1","0","0","0"
"A131030","옵투스제약","1","0","0","0"
"A131090","시큐브","1","0","0","0"
"A131100","티엔엔터테인먼트","1","0","0","0"
"A131180","딜리","1","0","0","0"
"A131220","대한과학","1","0","0","0"
"A131290","티에스이","1","0","0","0"
"A131370","알서포트","1","0","0","0"
"A131400","이브이첨단소재","1","0","0","0"
"A131760","파인텍","1","0","0","0"
"A131970","두산테스나","1","0","0","0"
"A133750","메가엠디","1","0","0","0"
"A133820","화인베스틸","1","1","0","1"
"A134060","이퓨쳐","1","0","0","0"
"A134380","미원화학","1","1","0","1"
"A134580","탑코미디어","1","0","0","0"
"A134790","시디즈","1","1","0","1"
"A136150","원일티엔아이","1","0","0","0"
"A136410","아셈스","1","0","0","0"
"A136480","하림","1","0","0","0"
"A136490","선진","1","1","0","1"
"A136540","윈스테크넷","1","0","0","0"
"A137080","나래나노텍","1","0","0","0"
"A137310","에스디바이오센서","1","1","0","1"
"A137400","피엔티","1","0","0","0"
"A137940","넥스트아이","1","0","0","0"
"A137950","제이씨케미칼","1","0","0","0"
"A138040","메리츠금융지주","1","1","1","1"
"A138070","신진에스엠","1","0","0","0"
"A138080","오이솔루션","1","0","0","0"
"A138360","앤로보틱스","1","0","0","0"
"A138610","나이벡","1","0","0","0"
"A138930","BNK금융지주","1","1","1","1"
"A139130","iM금융지주","1","1","0","1"
"A139480","이마트","1","1","1","1"
"A139670","키네마스터","1","0","0","0"
"A139990","아주스틸","1","1","0","1"
"A140070","서플러스글로벌","1","0","0","0"
"A140410","메지온","1","0","0","0"
"A140430","카티스","1","0","0","0"
"A140520","대창스틸","1","0","0","0"
"A140670","알에스오토메이션","1","0","0","0"
"A140860","파크시스템스","1","0","0","0"
"A141000","비아트론","1","0","0","0"
"A141080","리가켐바이오","1","0","0","0"
"A142210","유니트론텍","1","0","0","0"
"A142280","녹십자엠에스","1","0","0","0"
"A142760","모아라이프플러스","1","0","0","0"
"A143160","아이디스","1","0","0","0"
"A143210","핸즈코퍼레이션","1","1","0","1"
"A143240","사람인","1","0","0","0"
"A143540","영우디에스피","1","0","0","0"
"A144510","지씨셀","1","0","0","0"
"A144960","뉴파워프라즈마","1","0","0","0"
"A145020","휴젤","1","0","0","0"
"A145170","노브랜드","1","0","0","0"
"A145210","다이나믹디자인","1","1","0","1"
"A145720","덴티움","1","1","0","1"
"A145990","삼양사","1","1","0","1"
"A146060","율촌","1","0","0","0"
"A146320","비씨엔씨","1","0","0","0"
"A147760","피엠티","1","0","0","0"
"A147830","제룡산업","1","0","0","0"
"A148150","세경하이테크","1","0","0","0"
"A148250","알엔투테크놀로지","1","0","0","0"
"A148780","비큐AI","1","0","0","0"
"A148930","에이치와이티씨","1","0","0","0"
"A149950","아바텍","1","0","0","0"
"A149980","하이로닉","1","0","0","0"
"A150900","파수AI","1","0","0","0"
"A151860","KG에코솔루션","1","0","0","0"
"A153460","네이블","1","0","0","0"
"A153490","우리이앤엘하루틴","1","0","0","0"
"A153710","옵티팜","1","0","0","0"
"A154030","아시아종묘","1","0","0","0"
"A154040","다산솔루에타","1","0","0","0"
"A155650","와이엠씨","1","0","0","0"
"A155660","DSR","1","1","0","1"
"A156100","엘앤케이바이오","1","0","0","0"
"A158430","아톤","1","0","0","0"
"A159010","아스플로","1","0","0","0"
"A159580","제로투세븐","1","0","0","0"
"A159910","에코글로우","1","0","0","0"
"A160190","하이젠알앤엠","1","0","0","0"
"A160550","NEW","1","0","0","0"
"A160980","싸이맥스","1","0","0","0"
"A161000","애경케미칼","1","1","0","1"
"A161390","한국타이어앤테크놀로지","1","1","1","1"
"A161580","필옵틱스","1","0","0","0"
"A161890","한국콜마","1","1","1","1"
"A162300","신스틸","1","0","0","0"
"A163280","에어레인","1","0","0","0"
"A163560","동일고무벨트","1","1","0","1"
"A163730","핑거","1","0","0","0"
"A166090","하나머티리얼즈","1","0","0","0"
"A166480","코아스템켐온","1","0","0","0"
"A168330","내츄럴엔도텍","1","0","0","0"
"A168360","펨트론","1","0","0","0"
"A169330","엠브레인","1","0","0","0"
"A170030","현대공업","1","0","0","0"
"A170790","파이오링크","1","0","0","0"
"A170900","동아에스티","1","1","0","1"
"A170920","엘티씨","1","0","0","0"
"A171010","램테크놀러지","1","0","0","0"
"A171090","선익시스템","1","0","0","0"
"A171120","라이온켐텍","1","0","0","0"
"A172670","에이엘티","1","0","0","0"
"A173130","오파스넷","1","0","0","0"
"A173940","에프엔씨엔터","1","0","0","0"
"A174900","앱클론","1","0","0","0"
"A175140","휴먼테크놀로지","1","0","0","0"
"A175250","아이큐어","1","0","0","0"
"A175330","JB금융지주","1","1","0","1"
"A176750","듀켐바이오","1","0","0","0"
"A177350","베셀","1","0","0","0"
"A177830","파버나인","1","0","0","0"
"A177900","쓰리에이로직스","1","0","0","0"
"A178320","서진시스템","1","0","0","0"
"A178780","일월지엠엘","1","0","0","0"
"A178920","PI첨단소재","1","1","1","1"
"A179290","엠아이텍","1","0","0","0"
"A179530","애드바이오텍","1","0","0","0"
"A179900","유티아이","1","0","0","0"
"A180400","DXVX","1","0","0","0"
"A180640","한진칼","1","1","1","1"
"A181710","NHN","1","1","0","1"
"A182360","큐브엔터","1","0","0","0"
"A182400","엔케이젠바이오텍코리아","1","0","0","0"
"A183190","아세아시멘트","1","1","0","1"
"A183300","코미코","1","0","0","0"
"A183490","엔지켐생명과학","1","0","0","0"
"A184230","SGA솔루션즈","1","0","0","0"
"A185490","아이진","1","0","0","0"
"A185750","종근당","1","1","1","1"
"A186230","그린플러스","1","0","0","0"
"A187220","디티앤씨","1","0","0","0"
"A187270","신화콘텍","1","0","0","0"
"A187420","HLB제넥스","1","0","0","0"
"A187660","페니트리움바이오","1","0","0","0"
"A187790","나노","1","0","0","0"
"A187870","디바이스","1","0","0","0"
"A188040","바이오포트","1","0","0","0"
"A188260","세니젠","1","0","0","0"
"A189300","인텔리안테크","1","0","0","0"
"A189330","씨이랩","1","0","0","0"
"A189690","포시에스","1","0","0","0"
"A189860","서전기전","1","0","0","0"
"A189980","흥국에프엔비","1","0","0","0"
"A190510","나무가","1","0","0","0"
"A190650","코리아에셋투자증권","1","0","0","0"
"A191410","육일씨엔에쓰","1","0","0","0"
"A191420","테고사이언스","1","0","0","0"
"A192080","더블유게임즈","1","1","1","1"
"A192250","케이사인","1","0","0","0"
"A192390","윈하이텍","1","0","0","0"
"A192400","쿠쿠홀딩스","1","1","1","1"
"A192410","오늘이엔엠","1","0","0","0"
"A192440","슈피겐코리아","1","0","0","0"
"A192650","드림텍","1","1","0","1"
"A192820","코스맥스","1","1","1","1"
"A193250","링크드","1","0","0","0"
"A194370","제이에스코퍼레이션","1","1","0","1"
"A194480","데브시스터즈","1","0","0","0"
"A194700","노바렉스","1","0","0","0"
"A195500","마니커에프앤지","1","0","0","0"
"A195870","해성디에스","1","1","0","1"
"A195940","HK이노엔","1","0","0","0"
"A195990","에이비프로바이오","1","0","0","0"
"A196170","알테오젠","1","0","0","0"
"A196300","HLB펩","1","0","0","0"
"A196450","코아시아씨엠","1","0","0","0"
"A196490","디에이테크놀로지","1","0","0","0"
"A196700","웹스","1","0","0","0"
"A197140","디지캡","1","0","0","0"
"A198080","캐프","1","0","0","0"
"A198440","강동씨앤엘","1","0","0","0"
"A198940","한주라이트메탈","1","0","0","0"
"A199430","케이엔알시스템","1","0","0","0"
"A199480","뱅크웨어글로벌","1","0","0","0"
"A199550","레이저옵텍","1","0","0","0"
"A199730","바이오인프라","1","0","0","0"
"A199800","툴젠","1","0","0","0"
"A199820","제일일렉트릭","1","0","0","0"
"A200130","콜마비앤에이치","1","0","0","0"
"A200230","텔콘RF제약","1","0","0","0"
"A200350","아티스트스튜디오","1","0","0","0"
"A200470","에이팩트","1","0","0","0"
"A200670","휴메딕스","1","0","0","0"
"A200710","에이디테크놀로지","1","0","0","0"
"A200780","비씨월드제약","1","0","0","0"
"A200880","서연이화","1","1","0","1"
"A201490","미투온","1","0","0","0"
"A203400","에이비온","1","0","0","0"
"A203450","유니온바이오메트릭스","1","0","0","0"
"A203650","드림시큐리티","1","0","0","0"
"A203690","아크솔루션스","1","0","0","0"
"A204020","그리티","1","0","0","0"
"A204270","제이앤티씨","1","0","0","0"
"A204320","HL만도","1","1","1","1"
"A204610","티쓰리","1","0","0","0"
"A204620","글로벌텍스프리","1","0","0","0"
"A204840","지엘팜텍","1","0","0","0"
"A205100","엑셈","1","0","0","0"
"A205470","휴마시스","1","0","0","0"
"A205500","넥써쓰","1","0","0","0"
"A206400","베노티앤알","1","0","0","0"
"A206560","덱스터","1","0","0","0"
"A206640","바디텍메드","1","0","0","0"
"A206650","유바이오로직스","1","0","0","0"
"A207760","미스터블루","1","0","0","0"
"A207940","삼성바이오로직스","1","1","1","1"
"A208140","정다운","1","0","0","0"
"A208350","지란지교시큐리티","1","0","0","0"
"A208370","셀바스헬스케어","1","0","0","0"
"A208640","썸에이지","1","0","0","0"
"A208710","포톤","1","0","0","0"
"A208860","다산디엠씨","1","0","0","0"
"A209640","와이제이링크","1","0","0","0"
"A210120","캔버스엔","1","0","0","0"
"A210540","디와이파워","1","1","0","1"
"A210980","SK디앤디","1","1","0","1"
"A211050","인카금융서비스","1","0","0","0"
"A211270","AP위성","1","0","0","0"
"A212560","네오오토","1","0","0","0"
"A212710","아이에스티이","1","0","0","0"
"A213420","덕산네오룩스","1","0","0","0"
"A213500","한솔제지","1","1","0","1"
"A214150","클래시스","1","0","0","0"
"A214180","헥토이노베이션","1","0","0","0"
"A214260","라파스","1","0","0","0"
"A214270","FSN","1","0","0","0"
"A214320","이노션","1","1","0","1"
"A214330","금호에이치티","1","1","0","1"
"A214370","케어젠","1","0","0","0"
"A214390","경보제약","1","1","0","1"
"A214420","토니모리","1","1","0","1"
"A214430","아이쓰리시스템","1","0","0","0"
"A214450","파마리서치","1","0","0","0"
"A214610","롤링스톤","1","0","0","0"
"A214680","디알텍","1","0","0","0"
"A215000","골프존","1","0","0","0"
"A215090","솔디펜스","1","0","0","0"
"A215100","로보로보","1","0","0","0"
"A215200","메가스터디교육","1","0","0","0"
"A215360","우리산업","1","0","0","0"
"A215380","우정바이오","1","0","0","0"
"A215480","토박스코리아","1","0","0","0"
"A215600","신라젠","1","0","0","0"
"A215790","이노인스트루먼트","1","0","0","0"
"A216050","인크로스","1","0","0","0"
"A216080","제테마","1","0","0","0"
"A217190","제너셈","1","0","0","0"
"A217270","넵튠","1","0","0","0"
"A217330","싸이토젠","1","0","0","0"
"A217480","에스디생명공학","1","0","0","0"
"A217500","러셀","1","0","0","0"
"A217590","티엠씨","1","0","0","0"
"A217730","강스템바이오텍","1","0","0","0"
"A217820","원익피앤이","1","0","0","0"
"A218150","미래생명자원","1","0","0","0"
"A218410","RFHIC","1","0","0","0"
"A219130","타이거일렉","1","0","0","0"
"A219420","링크제니시스","1","0","0","0"
"A219550","디와이디","1","0","0","0"
"A219750","한국비티비","1","0","0","0"
"A220100","퓨쳐켐","1","0","0","0"
"A220180","핸디소프트","1","0","0","0"
"A220260","켐트로스","1","0","0","0"
"A221800","지구홀딩스","1","0","0","0"
"A221840","하이즈항공","1","0","0","0"
"A221980","케이디켐","1","0","0","0"
"A222040","코스맥스엔비티","1","0","0","0"
"A222080","씨아이에스","1","0","0","0"
"A222110","팬젠","1","0","0","0"
"A222160","NPX","1","0","0","0"
"A222420","쎄노텍","1","0","0","0"
"A222800","심텍","1","0","0","0"
"A222980","한국맥널티","1","0","0","0"
"A223250","드림씨아이에스","1","0","0","0"
"A223310","사토시홀딩스","1","0","0","0"
"A224060","더코디","1","0","0","0"
"A224110","에이텍모빌리티","1","0","0","0"
"A225190","LK삼양","1","0","0","0"
"A225220","제놀루션","1","0","0","0"
"A225430","케이엠제약","1","0","0","0"
"A225530","HC보광산업","1","0","0","0"
"A225570","넥슨게임즈","1","0","0","0"
"A225590","패션플랫폼","1","0","0","0"
"A226320","잇츠한불","1","1","0","1"
"A226330","신테카바이오","1","0","0","0"
"A226340","본느","1","0","0","0"
"A226400","오스테오닉","1","0","0","0"
"A226590","엠디바이스","1","0","0","0"
"A226950","올릭스","1","0","0","0"
"A227100","프로브잇","1","0","0","0"
"A227610","아우딘퓨쳐스","1","0","0","0"
"A227840","현대코퍼레이션홀딩스","1","1","0","1"
"A227950","엔투텍","1","0","0","0"
"A228340","동양파일","1","0","0","0"
"A228670","레이","1","0","0","0"
"A228760","지노믹트리","1","0","0","0"
"A228850","레이언스","1","0","0","0"
"A229000","젠큐릭스","1","0","0","0"
"A229640","LS에코에너지","1","1","0","1"
"A230240","에치에프알","1","0","0","0"
"A230360","에코마케팅","1","0","0","0"
"A232140","와이씨","1","0","0","0"
"A232680","라온로보틱스","1","0","0","0"
"A232830","아이티센피엔에스","1","0","0","0"
"A234030","싸이닉솔루션","1","0","0","0"
"A234080","JW생명과학","1","1","0","1"
"A234100","폴라리스세원","1","0","0","0"
"A234300","에스트래픽","1","0","0","0"
"A234340","헥토파이낸셜","1","0","0","0"
"A234690","녹십자웰빙","1","0","0","0"
"A234920","자이글","1","0","0","0"
"A235980","메드팩토","1","0","0","0"
"A236200","슈프리마","1","0","0","0"
"A236810","엔비티","1","0","0","0"
"A237690","에스티팜","1","0","0","0"
"A237750","피앤씨테크","1","0","0","0"
"A237820","플레이디","1","0","0","0"
"A237880","클리오","1","0","0","0"
"A238090","앤디포스","1","0","0","0"
"A238120","얼라인드","1","0","0","0"
"A238200","비피도","1","0","0","0"
"A238490","힘스","1","0","0","0"
"A239340","이스트에이드","1","0","0","0"
"A239610","에이치엘사이언스","1","0","0","0"
"A239890","피엔에이치테크","1","0","0","0"
"A240550","동방메디컬","1","0","0","0"
"A240600","유진테크놀로지","1","0","0","0"
"A240810","원익IPS","1","0","0","0"
"A241520","DSC인베스트먼트","1","0","0","0"
"A241560","두산밥캣","1","1","1","1"
"A241590","화승엔터프라이즈","1","1","1","1"
"A241690","유니테크노","1","0","0","0"
"A241710","코스메카코리아","1","0","0","0"
"A241770","메카로","1","0","0","0"
"A241790","티이엠씨씨엔에스","1","0","0","0"
"A241820","피씨엘","1","0","0","0"
"A241840","에이스토리","1","0","0","0"
"A242040","나무기술","1","0","0","0"
"A243070","휴온스","1","0","0","0"
"A243840","신흥에스이씨","1","0","0","0"
"A244460","올리패스","1","0","0","0"
"A244920","에이플러스에셋","1","1","0","1"
"A245620","EDGC","1","0","0","0"
"A246250","에스엘에스바이오","1","0","0","0"
"A246690","TS인베스트먼트","1","0","0","0"
"A246710","티앤알바이오팹","1","0","0","0"
"A246720","아스타","1","0","0","0"
"A246960","SCL사이언스","1","0","0","0"
"A247540","에코프로비엠","1","0","0","0"
"A247660","나노씨엠에스","1","0","0","0"
"A248070","솔루엠","1","1","0","1"
"A248170","샘표식품","1","1","0","1"
"A249420","일동제약","1","1","0","1"
"A250000","보라티알","1","0","0","0"
"A250060","모비스","1","0","0","0"
"A250930","예선테크","1","0","0","0"
"A251120","바이오에프디엔씨","1","0","0","0"
"A251270","넷마블","1","1","1","1"
"A251370","와이엠티","1","0","0","0"
"A251630","브이원텍","1","0","0","0"
"A251970","펌텍코리아","1","0","0","0"
"A252500","세화피앤씨","1","0","0","0"
"A252990","샘씨엔에스","1","0","0","0"
"A253450","스튜디오드래곤","1","0","0","0"
"A253590","네오셈","1","0","0","0"
"A253840","수젠텍","1","0","0","0"
"A254120","자비스","1","0","0","0"
"A254490","미래반도체","1","0","0","0"
"A255220","SG","1","0","0","0"
"A255440","야스","1","0","0","0"
"A256150","한독크린텍","1","0","0","0"
"A256630","포인트엔지니어링","1","0","0","0"
"A256840","한국비엔씨","1","0","0","0"
"A256940","킵스파마","1","0","0","0"
"A257370","피엔티엠에스","1","0","0","0"
"A257720","실리콘투","1","0","0","0"
"A258610","케일럼","1","0","0","0"
"A258790","소프트캠프","1","0","0","0"
"A258830","세종메디칼","1","0","0","0"
"A259630","엠플러스","1","0","0","0"
"A259960","크래프톤","1","1","1","1"
"A260660","알리코제약","1","0","0","0"
"A260930","씨티케이","1","0","0","0"
"A260970","에스앤디","1","0","0","0"
"A261200","덴티스","1","0","0","0"
"A261520","이지스","1","0","0","0"
"A261780","아리바이오랩","1","0","0","0"
"A262260","에이프로","1","0","0","0"
"A262840","아이퀘스트","1","0","0","0"
"A263020","디케이앤디","1","0","0","0"
"A263050","유틸렉스","1","0","0","0"
"A263600","덕우전자","1","0","0","0"
"A263690","디알젬","1","0","0","0"
"A263700","케어랩스","1","0","0","0"
"A263720","디앤씨미디어","1","0","0","0"
"A263750","펄어비스","1","0","0","0"
"A263770","유에스티","1","0","0","0"
"A263800","데이타솔루션","1","0","0","0"
"A263810","상신전자","1","0","0","0"
"A263860","지니언스","1","0","0","0"
"A263920","휴엠앤씨","1","0","0","0"
"A264450","유비쿼스","1","0","0","0"
"A264660","씨앤지하이테크","1","0","0","0"
"A264850","이랜시스","1","0","0","0"
"A264900","크라운제과","1","1","0","1"
"A265520","AP시스템","1","0","0","0"
"A265560","영화테크","1","0","0","0"
"A265740","엔에프씨","1","0","0","0"
"A267250","HD현대","1","1","1","1"
"A267260","HD현대일렉트릭","1","1","0","1"
"A267270","HD건설기계","1","1","0","1"
"A267290","경동도시가스","1","1","0","1"
"A267320","나인테크","1","0","0","0"
"A267790","배럴","1","0","0","0"
"A267850","아시아나IDT","1","1","0","1"
"A267980","매일유업","1","0","0","0"
"A268280","미원에스씨","1","1","0","1"
"A269620","시스웍","1","0","0","0"
"A270520","앱튼","1","0","0","0"
"A270660","에브리봇","1","0","0","0"
"A270870","뉴트리","1","0","0","0"
"A271560","오리온","1","1","1","1"
"A271830","팸텍","1","0","0","0"
"A271940","일진하이솔루스","1","1","0","1"
"A271980","제일약품","1","1","0","1"
"A272110","케이엔제이","1","0","0","0"
"A272210","한화시스템","1","1","1","1"
"A272290","이녹스첨단소재","1","0","0","0"
"A272450","진에어","1","1","0","1"
"A272550","삼양패키징","1","1","0","1"
"A273060","와이즈버즈","1","0","0","0"
"A273640","와이엠텍","1","0","0","0"
"A274090","켄코아에어로스페이스","1","0","0","0"
"A274400","이노시뮬레이션","1","0","0","0"
"A275630","에스에스알","1","0","0","0"
"A276040","스코넥","1","0","0","0"
"A276730","한울앤제주","1","0","0","0"
"A277070","린드먼아시아","1","0","0","0"
"A277410","인산가","1","0","0","0"
"A277810","레인보우로보틱스","1","0","0","0"
"A277880","티에스아이","1","0","0","0"
"A278280","천보","1","0","0","0"
"A278470","에이피알","1","0","0","0"
"A278650","HLB바이오스텝","1","0","0","0"
"A279570","케이뱅크","1","0","0","0"
"A279600","미디어젠","1","0","0","0"
"A280360","롯데웰푸드","1","1","0","1"
"A281740","레이크머티리얼즈","1","0","0","0"
"A281820","케이씨텍","1","1","0","1"
"A282330","BGF리테일","1","1","1","1"
"A282720","금양그린파워","1","0","0","0"
"A282880","코윈테크","1","0","0","0"
"A284620","카이노스메드","1","0","0","0"
"A284740","쿠쿠홈시스","1","1","1","1"
"A285130","SK케미칼","1","1","1","1"
"A285490","노바텍","1","0","0","0"
"A285800","진영","1","0","0","0"
"A286750","나노실리칸첨단소재","1","0","0","0"
