"Code","Name","ALL","KOSPI","KOSPI200","KOSPI-삼닉"
"A032680","소프트센","1","0","0","0"
"A032750","삼진","1","0","0","0"
"A032790","엠젠솔루션","1","0","0","0"
"A032800","판타지오","1","0","0","0"
"A032820","우리기술","1","0","0","0"
"A032830","삼성생명","1","1","1","1"
"A032850","비트컴퓨터","1","0","0","0"
"A032860","더라미","1","0","0","0"
"A032940","원익","1","0","0","0"
"A032960","동일기연","1","0","0","0"
"A032980","바이온","1","0","0","0"
"A033050","제이엠아이","1","0","0","0"
"A033100","제룡전기","1","0","0","0"
"A033130","디지틀조선","1","0","0","0"
"A033160","엠케이전자","1","0","0","0"
"A033170","시그네틱스","1","0","0","0"
"A033200","모아텍","1","0","0","0"
"A033230","인성정보","1","0","0","0"
"A033240","자화전자","1","1","0","1"
"A033250","체시스","1","1","0","1"
"A033270","유나이티드제약","1","1","0","1"
"A033290","로젠","1","0","0","0"
"A033310","엠투엔","1","0","0","0"
"A033320","제이씨현시스템","1","0","0","0"
"A033340","좋은사람들","1","0","0","0"
"A033500","동성화인텍","1","0","0","0"
"A033530","SJG세종","1","1","0","1"
"A033540","파라텍","1","0","0","0"
"A033560","블루콤","1","0","0","0"
"A033640","네패스","1","0","0","0"
"A033780","KT&G","1","1","1","1"
"A033790","피노","1","0","0","0"
"A033830","티비씨","1","0","0","0"
"A033920","무학","1","1","0","1"
"A034020","두산에너빌리티","1","1","1","1"
"A034120","SBS","1","1","0","1"
"A034220","LG디스플레이","1","1","1","1"
"A034230","파라다이스","1","0","0","0"
"A034310","NICE","1","1","0","1"
"A034590","인천도시가스","1","1","0","1"
"A034730","SK","1","1","1","1"
"A034810","해성산업","1","0","0","0"
"A034830","한국토지신탁","1","1","0","1"
"A034940","조아제약","1","0","0","0"
"A034950","한국기업평가","1","0","0","0"
"A035000","HS애드","1","1","0","1"
"A035080","그래디언트","1","0","0","0"
"A035150","백산","1","1","0","1"
"A035200","프럼파스트","1","0","0","0"
"A035250","강원랜드","1","1","1","1"
"A035290","골드앤에스","1","0","0","0"
"A035420","NAVER","1","1","1","1"
"A035460","기산텔레콤","1","0","0","0"
"A035510","신세계 I&C","1","1","0","1"
"A035600","KG이니시스","1","0","0","0"
"A035610","솔본","1","0","0","0"
"A035620","바른손이앤에이","1","0","0","0"
"A035720","카카오","1","1","1","1"
"A035760","CJ ENM","1","0","0","0"
"A035810","이지홀딩스","1","0","0","0"
"A035890","서희건설","1","0","0","0"
"A035900","JYP Ent.","1","0","0","0"
"A036000","예림당","1","0","0","0"
"A036010","아비코전자","1","0","0","0"
"A036030","케이티알파","1","0","0","0"
"A036090","위지트","1","0","0","0"
"A036120","서울평가정보","1","0","0","0"
"A036170","에이치엠넥스","1","0","0","0"
"A036190","금화피에스시","1","0","0","0"
"A036200","유니셈","1","0","0","0"
"A036220","오상헬스케어","1","0","0","0"
"A036420","콘텐트리중앙","1","1","0","1"
"A036460","한국가스공사","1","1","1","1"
"A036480","대성미생물","1","0","0","0"
"A036530","SNT홀딩스","1","1","0","1"
"A036540","SFA반도체","1","0","0","0"
"A036560","KZ정밀","1","0","0","0"
"A036570","NC","1","1","1","1"
"A036580","팜스코","1","1","0","1"
"A036620","감성코퍼레이션","1","0","0","0"
"A036630","세종텔레콤","1","0","0","0"
"A036640","HRS","1","0","0","0"
"A036670","삼양케이씨아이","1","0","0","0"
"A036690","코맥스","1","0","0","0"
"A036710","심텍홀딩스","1","0","0","0"
"A036800","나이스정보통신","1","0","0","0"
"A036810","에프에스티","1","0","0","0"
"A036830","솔브레인홀딩스","1","0","0","0"
"A036890","진성티이씨","1","0","0","0"
"A036930","주성엔지니어링","1","0","0","0"
"A037030","파워넷","1","0","0","0"
"A037070","파세코","1","0","0","0"
"A037230","한국팩키지","1","0","0","0"
"A037270","YG PLUS","1","1","0","1"
"A037330","인지디스플레","1","0","0","0"
"A037350","성도이엔지","1","0","0","0"
"A037370","EG","1","0","0","0"
"A037400","우리엔터프라이즈","1","0","0","0"
"A037440","희림","1","0","0","0"
"A037460","삼지전자","1","0","0","0"
"A037560","LG헬로비전","1","1","0","1"
"A037710","광주신세계","1","1","0","1"
"A037760","쎄니트","1","0","0","0"
"A037950","엘컴텍","1","0","0","0"
"A038010","제일테크노스","1","0","0","0"
"A038060","루멘스","1","0","0","0"
"A038070","서린바이오","1","0","0","0"
"A038110","에코플라스틱","1","0","0","0"
"A038290","마크로젠","1","0","0","0"
"A038390","레드캡투어","1","0","0","0"
"A038460","바이오스마트","1","0","0","0"
"A038500","삼표시멘트","1","0","0","0"
"A038530","케이바이오랩스","1","0","0","0"
"A038540","상상인","1","0","0","0"
"A038620","위즈코프","1","0","0","0"
"A038680","에스넷","1","0","0","0"
"A038870","에코심플렉스","1","0","0","0"
"A038880","아이에이","1","0","0","0"
"A038950","파인디지털","1","0","0","0"
"A039010","현대에이치티","1","0","0","0"
"A039020","이건홀딩스","1","0","0","0"
"A039030","이오테크닉스","1","0","0","0"
"A039130","하나투어","1","1","0","1"
"A039200","오스코텍","1","0","0","0"
"A039240","경남스틸","1","0","0","0"
"A039290","인포뱅크","1","0","0","0"
"A039310","세중","1","0","0","0"
"A039340","한국경제TV","1","0","0","0"
"A039420","케이엘넷","1","0","0","0"
"A039440","에스티아이","1","0","0","0"
"A039490","키움증권","1","1","1","1"
"A039560","다산네트웍스","1","0","0","0"
"A039570","HDC랩스","1","1","0","1"
"A039610","화성밸브","1","0","0","0"
"A039740","한국정보공학","1","0","0","0"
"A039830","오로라","1","0","0","0"
"A039840","디오","1","0","0","0"
"A039860","나노엔텍","1","0","0","0"
"A039980","폴라리스AI","1","0","0","0"
"A040160","누리플렉스","1","0","0","0"
"A040300","YTN","1","0","0","0"
"A040350","크레오에스지","1","0","0","0"
"A040420","정상제이엘에스","1","0","0","0"
"A040610","SG&G","1","0","0","0"
"A040910","아이씨디","1","0","0","0"
"A041020","폴라리스오피스","1","0","0","0"
"A041190","우리기술투자","1","0","0","0"
"A041440","현대에버다임","1","0","0","0"
"A041460","한국전자인증","1","0","0","0"
"A041510","에스엠","1","0","0","0"
"A041520","이엘씨","1","0","0","0"
"A041590","플래스크","1","0","0","0"
"A041650","상신브레이크","1","1","0","1"
"A041830","인바디","1","0","0","0"
"A041910","폴라리스AI파마","1","0","0","0"
"A041920","메디아나","1","0","0","0"
"A041930","SY동아","1","0","0","0"
"A041960","코미팜","1","0","0","0"
"A042000","카페24","1","0","0","0"
"A042040","케이피엠테크","1","0","0","0"
"A042110","에스씨디","1","0","0","0"
"A042370","비츠로테크","1","0","0","0"
"A042420","네오위즈홀딩스","1","0","0","0"
"A042500","링네트","1","0","0","0"
"A042510","라온시큐어","1","0","0","0"
"A042520","한스바이오메드","1","0","0","0"
"A042600","새로닉스","1","0","0","0"
"A042660","한화오션","1","1","1","1"
"A042700","한미반도체","1","1","0","1"
"A042940","상지건설","1","0","0","0"
"A043090","더테크놀로지","1","0","0","0"
"A043100","알파AI","1","0","0","0"
"A043150","바텍","1","0","0","0"
"A043200","파루","1","0","0","0"
"A043220","티에스넥스젠","1","0","0","0"
"A043260","성호전자","1","0","0","0"
"A043340","에쎈테크","1","0","0","0"
"A043360","디지아이","1","0","0","0"
"A043370","피에이치에이","1","0","0","0"
"A043590","웰킵스하이텍","1","0","0","0"
"A043610","KT지니뮤직","1","0","0","0"
"A043650","국순당","1","0","0","0"
"A043710","코스리거글로벌","1","0","0","0"
"A043910","자연과환경","1","0","0","0"
"A044180","KD","1","0","0","0"
"A044340","위닉스","1","0","0","0"
"A044380","주연테크","1","1","0","1"
"A044450","KSS해운","1","1","0","1"
"A044480","빌리언스","1","0","0","0"
"A044490","태웅","1","0","0","0"
"A044780","에이치케이","1","0","0","0"
"A044820","코스맥스비티아이","1","1","0","1"
"A044960","이글벳","1","0","0","0"
"A044990","에이치엔에스하이텍","1","0","0","0"
"A045060","오공","1","0","0","0"
"A045100","한양이엔지","1","0","0","0"
"A045300","성우테크론","1","0","0","0"
"A045340","토탈소프트","1","0","0","0"
"A045390","대아티아이","1","0","0","0"
"A045510","정원엔시스","1","0","0","0"
"A045520","크린앤사이언스","1","0","0","0"
"A045660","에이텍","1","0","0","0"
"A045970","코아시아","1","0","0","0"
"A046070","코다코","1","0","0","0"
"A046120","오르비텍","1","0","0","0"
"A046210","HLB파나진","1","0","0","0"
"A046310","백금T&A","1","0","0","0"
"A046390","삼화네트웍스","1","0","0","0"
"A046440","KG파이낸셜","1","0","0","0"
"A046890","서울반도체","1","0","0","0"
"A046940","우원개발","1","0","0","0"
"A046970","우리로","1","0","0","0"
"A047040","대우건설","1","1","1","1"
"A047050","포스코인터내셔널","1","1","1","1"
"A047080","한빛소프트","1","0","0","0"
"A047310","파워로직스","1","0","0","0"
"A047400","유니온머티리얼","1","1","0","1"
"A047560","이스트소프트","1","0","0","0"
"A047770","코데즈컴바인","1","0","0","0"
"A047810","한국항공우주","1","1","1","1"
"A047820","초록뱀미디어","1","0","0","0"
"A047920","HLB제약","1","0","0","0"
"A048410","현대바이오","1","0","0","0"
"A048430","유라테크","1","0","0","0"
"A048470","대동스틸","1","0","0","0"
"A048530","인트론바이오","1","0","0","0"
"A048550","SM C&C","1","0","0","0"
"A048770","TPC로보틱스","1","0","0","0"
"A048830","엔피케이","1","0","0","0"
"A048870","시너지이노베이션","1","0","0","0"
"A048910","대원미디어","1","0","0","0"
"A049070","인탑스","1","0","0","0"
"A049080","기가레인","1","0","0","0"
"A049120","파인디앤씨","1","0","0","0"
"A049180","셀루메드","1","0","0","0"
"A049430","코메론","1","0","0","0"
"A049470","비트플래닛","1","0","0","0"
"A049480","오픈베이스","1","0","0","0"
"A049520","유아이엘","1","0","0","0"
"A049550","잉크테크","1","0","0","0"
"A049630","재영솔루텍","1","0","0","0"
"A049720","고려신용정보","1","0","0","0"
"A049800","우진플라임","1","1","0","1"
"A049830","승일","1","0","0","0"
"A049950","미래컴퍼니","1","0","0","0"
"A049960","쎌바이오텍","1","0","0","0"
"A050090","비케이홀딩스","1","0","0","0"
"A050110","캠시스","1","0","0","0"
"A050120","ES큐브","1","0","0","0"
"A050760","에스폴리텍","1","0","0","0"
"A050860","아세아텍","1","0","0","0"
"A050890","쏠리드","1","0","0","0"
"A050960","수산아이앤티","1","0","0","0"
"A051160","지어소프트","1","0","0","0"
"A051360","토비스","1","0","0","0"
"A051370","인터플렉스","1","0","0","0"
"A051380","피씨디렉트","1","0","0","0"
"A051390","YW","1","0","0","0"
"A051490","나라엠앤디","1","0","0","0"
"A051500","CJ프레시웨이","1","0","0","0"
"A051600","한전KPS","1","1","1","1"
"A051630","진양화학","1","1","0","1"
"A051780","큐로홀딩스","1","0","0","0"
"A051900","LG생활건강","1","1","1","1"
"A051910","LG화학","1","1","1","1"
"A051980","중앙첨단소재","1","0","0","0"
"A052020","에스티큐브","1","0","0","0"
"A052220","iMBC","1","0","0","0"
"A052260","현대바이오랜드","1","0","0","0"
"A052300","오션인더블유","1","0","0","0"
"A052330","코텍","1","0","0","0"
"A052400","코나아이","1","0","0","0"
"A052420","오성첨단소재","1","0","0","0"
"A052460","아이크래프트","1","0","0","0"
"A052600","한네트","1","0","0","0"
"A052690","한전기술","1","1","1","1"
"A052710","아모텍","1","0","0","0"
"A052770","아이톡시","1","0","0","0"
"A052790","액토즈소프트","1","0","0","0"
"A052860","아이앤씨","1","0","0","0"
"A052900","KX하이텍","1","0","0","0"
"A053030","바이넥스","1","0","0","0"
"A053050","지에스이","1","0","0","0"
"A053060","세동","1","0","0","0"
"A053080","케이엔솔","1","0","0","0"
"A053160","프리엠스","1","0","0","0"
"A053210","스카이라이프","1","1","0","1"
"A053260","금강철강","1","0","0","0"
"A053270","구영테크","1","0","0","0"
"A053280","예스24","1","0","0","0"
"A053290","NE능률","1","0","0","0"
"A053300","한국정보인증","1","0","0","0"
"A053350","이니텍","1","0","0","0"
"A053450","세코닉스","1","0","0","0"
"A053580","웹케시","1","0","0","0"
"A053610","프로텍","1","0","0","0"
"A053620","태양","1","0","0","0"
"A053690","한미글로벌","1","1","0","1"
"A053700","삼보모터스","1","0","0","0"
"A053800","안랩","1","0","0","0"
"A053950","경남제약","1","0","0","0"
"A053980","오상자이엘","1","0","0","0"
"A054040","한국컴퓨터","1","0","0","0"
"A054050","NH농우바이오","1","0","0","0"
"A054090","삼진엘앤디","1","0","0","0"
"A054180","메디콕스","1","0","0","0"
"A054210","이랜텍","1","0","0","0"
"A054220","비츠로시스","1","0","0","0"
"A054300","팬스타엔터프라이즈","1","0","0","0"
"A054410","케이피티유","1","0","0","0"
"A054450","텔레칩스","1","0","0","0"
"A054540","삼영엠텍","1","0","0","0"
"A054620","APS","1","0","0","0"
"A054670","대한뉴팜","1","0","0","0"
"A054780","키이스트","1","0","0","0"
"A054800","아이디스홀딩스","1","0","0","0"
"A054920","한컴위드","1","0","0","0"
"A054930","유신","1","0","0","0"
"A054940","엑사이엔씨","1","0","0","0"
"A054950","제이브이엠","1","0","0","0"
"A055490","테이팩스","1","1","0","1"
"A055550","신한지주","1","1","1","1"
"A056080","유진로봇","1","0","0","0"
"A056090","시지메드텍","1","0","0","0"
"A056190","에스에프에이","1","0","0","0"
"A056360","코위버","1","0","0","0"
"A056700","신화인터텍","1","0","0","0"
"A056730","CNT85","1","0","0","0"
"A057030","YBM넷","1","0","0","0"
"A057050","현대홈쇼핑","1","1","1","1"
"A057540","옴니시스템","1","0","0","0"
"A057680","티사이언티픽","1","0","0","0"
"A058110","멕아이씨에스","1","0","0","0"
"A058400","KNN","1","0","0","0"
"A058430","포스코스틸리온","1","1","0","1"
"A058450","한주에이알티","1","0","0","0"
"A058470","리노공업","1","0","0","0"
"A058610","에스피지","1","0","0","0"
"A058630","엠게임","1","0","0","0"
"A058650","세아홀딩스","1","1","0","1"
"A058730","다스코","1","1","0","1"
"A058820","CMG제약","1","0","0","0"
"A058850","KTcs","1","1","0","1"
"A058860","KTis","1","1","0","1"
"A058970","엠로","1","0","0","0"
"A059090","미코","1","0","0","0"
"A059100","아이컴포넌트","1","0","0","0"
"A059120","아진엑스텍","1","0","0","0"
"A059210","메타바이오메드","1","0","0","0"
"A059270","해성에어로보틱스","1","0","0","0"
"A060150","인선이엔티","1","0","0","0"
"A060230","제이케이시냅스","1","0","0","0"
"A060240","스타코링크","1","0","0","0"
"A060250","NHN KCP","1","0","0","0"
"A060260","뉴보텍","1","0","0","0"
"A060280","큐렉소","1","0","0","0"
"A060310","3S","1","0","0","0"
"A060370","LS마린솔루션","1","0","0","0"
"A060380","동양에스텍","1","0","0","0"
"A060480","국일신동","1","0","0","0"
"A060540","에스에이티","1","0","0","0"
"A060560","HC홈센타","1","0","0","0"
"A060570","드림어스컴퍼니","1","0","0","0"
"A060590","씨티씨바이오","1","0","0","0"
"A060720","KH바텍","1","0","0","0"
"A060850","영림원소프트랩","1","0","0","0"
"A060900","에이전트AI","1","0","0","0"
"A060980","HL홀딩스","1","1","0","1"
"A061040","알에프텍","1","0","0","0"
"A061090","세나테크놀로지","1","0","0","0"
"A061250","화일약품","1","0","0","0"
"A061970","LB세미콘","1","0","0","0"
"A062040","산일전기","1","0","0","0"
"A062970","한국첨단소재","1","0","0","0"
"A063080","컴투스홀딩스","1","0","0","0"
"A063160","종근당바이오","1","1","0","1"
"A063170","서울옥션","1","0","0","0"
"A063440","SM Life Design","1","0","0","0"
"A063570","NICE인프라","1","0","0","0"
"A063760","이엘피","1","0","0","0"
"A064090","인크레더블버즈","1","0","0","0"
"A064240","홈캐스트","1","0","0","0"
"A064260","다날","1","0","0","0"
"A064290","인텍플러스","1","0","0","0"
"A064350","현대로템","1","1","1","1"
"A064400","LG씨엔에스","1","0","0","0"
"A064480","브리지텍","1","0","0","0"
"A064520","테크엘","1","0","0","0"
"A064550","바이오니아","1","0","0","0"
"A064760","티씨케이","1","0","0","0"
"A064800","포니링크","1","0","0","0"
"A064820","케이프","1","0","0","0"
"A064850","에프앤가이드","1","0","0","0"
"A064960","SNT모티브","1","1","1","1"
"A065060","지엔코","1","0","0","0"
"A065130","탑엔지니어링","1","0","0","0"
"A065150","대산F&B","1","0","0","0"
"A065170","비엘팜텍","1","0","0","0"
"A065350","신성델타테크","1","0","0","0"
"A065370","위세아이텍","1","0","0","0"
"A065420","에스아이리소스","1","0","0","0"
"A065440","이루온","1","0","0","0"
"A065450","빅텍","1","0","0","0"
"A065500","오리엔트정공","1","0","0","0"
"A065510","휴비츠","1","0","0","0"
"A065530","와이어블","1","0","0","0"
"A065570","삼영이엔씨","1","0","0","0"
"A065650","하이퍼코퍼레이션","1","0","0","0"
"A065660","안트로젠","1","0","0","0"
"A065680","우주일렉트로","1","0","0","0"
"A065690","파커스","1","0","0","0"
"A065710","서호전기","1","0","0","0"
"A065770","CS","1","0","0","0"
"A065950","웰크론","1","0","0","0"
"A066130","하츠","1","0","0","0"
"A066310","큐에스아이","1","0","0","0"
"A066360","체리부로","1","0","0","0"
"A066410","버킷스튜디오","1","0","0","0"
"A066430","아이로보틱스","1","0","0","0"
"A066570","LG전자","1","1","1","1"
"A066590","스모트로닉","1","0","0","0"
"A066620","국보디자인","1","0","0","0"
"A066670","디티씨","1","0","0","0"
"A066700","테라젠이텍스","1","0","0","0"
"A066790","씨씨에스","1","0","0","0"
"A066900","디에이피","1","0","0","0"
"A066910","손오공","1","0","0","0"
"A066970","엘앤에프","1","0","0","0"
"A066980","한성크린텍","1","0","0","0"
"A067000","조이시티","1","0","0","0"
"A067010","이씨에스","1","0","0","0"
"A067080","대화제약","1","0","0","0"
"A067160","SOOP","1","0","0","0"
"A067170","오텍","1","0","0","0"
"A067280","멀티캠퍼스","1","0","0","0"
"A067290","JW신약","1","0","0","0"
"A067310","하나마이크론","1","0","0","0"
"A067370","선바이오","1","0","0","0"
"A067390","아스트","1","0","0","0"
"A067570","엔브이에이치코리아","1","0","0","0"
"A067630","HLB생명과학","1","0","0","0"
"A067730","로지시스","1","0","0","0"
"A067770","세진티에스","1","0","0","0"
"A067830","세이브존I&C","1","1","0","1"
"A067900","와이엔텍","1","0","0","0"
"A067920","이글루","1","0","0","0"
"A067990","도이치모터스","1","0","0","0"
"A068050","팬엔터테인먼트","1","0","0","0"
"A068100","케이웨더","1","0","0","0"
"A068240","다원시스","1","0","0","0"
"A068270","셀트리온","1","1","1","1"
"A068290","삼성출판사","1","1","0","1"
"A068330","일신바이오","1","0","0","0"
"A068760","셀트리온제약","1","0","0","0"
"A068790","DMS","1","0","0","0"
"A068930","디지털대성","1","0","0","0"
"A068940","셀피글로벌","1","0","0","0"
"A069080","웹젠","1","0","0","0"
"A069140","누리플랜","1","0","0","0"
"A069260","TKG휴켐스","1","1","1","1"
"A069330","유아이디","1","0","0","0"
"A069410","엔텔스","1","0","0","0"
"A069460","대호에이엘","1","1","0","1"
"A069510","에스텍","1","0","0","0"
"A069540","빛과전자","1","0","0","0"
"A069620","대웅제약","1","1","1","1"
"A069640","한세엠케이","1","1","0","1"
"A069730","DSR제강","1","1","0","1"
"A069920","엑시온그룹","1","0","0","0"
"A069960","현대백화점","1","1","1","1"
"A070300","엑스큐어","1","0","0","0"
"A070590","인티큐브","1","0","0","0"
"A070960","모나용평","1","1","0","1"
"A071050","한국금융지주","1","1","1","1"
"A071090","하이스틸","1","1","0","1"
"A071200","인피니트헬스케어","1","0","0","0"
"A071280","로체시스템즈","1","0","0","0"
"A071320","지역난방공사","1","1","0","1"
"A071670","에이테크솔루션","1","0","0","0"
"A071840","롯데하이마트","1","1","0","1"
"A071850","캐스텍코리아","1","0","0","0"
"A071950","코아스","1","1","0","1"
"A071970","HD현대마린엔진","1","1","0","1"
"A072020","중앙백신","1","0","0","0"
"A072130","유엔젤","1","1","0","1"
"A072470","우리산업홀딩스","1","0","0","0"
"A072710","농심홀딩스","1","1","0","1"
"A072770","멤레이비티","1","0","0","0"
"A072870","메가스터디","1","0","0","0"
"A072950","빛샘전자","1","0","0","0"
"A072990","에이치시티","1","0","0","0"
"A073010","케이에스피","1","0","0","0"
"A073110","엘엠에스","1","0","0","0"
"A073190","듀오백","1","0","0","0"
"A073240","금호타이어","1","1","1","1"
"A073490","LIG아큐버","1","0","0","0"
"A073540","에프알텍","1","0","0","0"
"A073560","우리손에프앤지","1","0","0","0"
"A073570","리튬포어스","1","0","0","0"
"A073640","테라사이언스","1","0","0","0"
"A074430","아미노로직스","1","0","0","0"
"A074600","원익QnC","1","0","0","0"
"A074610","이엔플러스","1","1","0","1"
"A075130","플랜티넷","1","0","0","0"
"A075180","새론오토모티브","1","1","0","1"
"A075580","세진중공업","1","1","0","1"
"A075970","동국알앤에스","1","0","0","0"
"A076080","웰크론한텍","1","0","0","0"
"A076610","해성옵틱스","1","0","0","0"
"A077360","덕산하이메탈","1","0","0","0"
"A077500","유니퀘스트","1","1","0","1"
"A077970","STX엔진","1","1","0","1"
"A078000","텔코웨어","1","1","0","1"
"A078020","LS증권","1","0","0","0"
"A078070","유비쿼스홀딩스","1","0","0","0"
"A078130","국일제지","1","0","0","0"
"A078140","대봉엘에스","1","0","0","0"
"A078150","HB테크놀러지","1","0","0","0"
"A078160","메디포스트","1","0","0","0"
"A078340","컴투스","1","0","0","0"
"A078350","한양디지텍","1","0","0","0"
"A078520","에이블씨엔씨","1","1","0","1"
"A078590","휴림에이텍","1","0","0","0"
"A078600","대주전자재료","1","0","0","0"
"A078860","아이오케이이엔엠","1","0","0","0"
"A078890","가온그룹","1","0","0","0"
"A078930","GS","1","1","1","1"
"A079000","와토스코리아","1","0","0","0"
"A079160","CJ CGV","1","1","1","1"
"A079170","한창산업","1","0","0","0"
"A079190","케스피온","1","0","0","0"
"A079370","제우스","1","0","0","0"
"A079430","현대리바트","1","1","0","1"
"A079550","LIG디펜스앤에어로스페이스","1","1","1","1"
"A079650","서산","1","0","0","0"
"A079810","APS이노베이션","1","0","0","0"
"A079900","전진건설로봇","1","0","0","0"
"A079940","가비아","1","0","0","0"
"A079950","인베니아","1","0","0","0"
"A079960","동양이엔피","1","0","0","0"
"A079970","투비소프트","1","0","0","0"
"A079980","휴비스","1","1","0","1"
"A080010","이상네트웍스","1","0","0","0"
"A080160","모두투어","1","0","0","0"
"A080220","제주반도체","1","0","0","0"
"A080420","모다이노칩","1","0","0","0"
"A080470","성창오토텍","1","0","0","0"
"A080520","오디텍","1","0","0","0"
"A080530","코디","1","0","0","0"
"A080580","오킨스전자","1","0","0","0"
"A080720","한국유니온제약","1","0","0","0"
"A081000","일진다이아","1","1","0","1"
"A081150","티플랙스","1","0","0","0"
"A081180","쎄크","1","0","0","0"
"A081580","성우전자","1","0","0","0"
"A081660","미스토홀딩스","1","1","1","1"
"A082210","옵트론텍","1","0","0","0"
"A082270","젬백스","1","0","0","0"
"A082640","동양생명","1","1","0","1"
"A082660","코스나인","1","0","0","0"
"A082740","한화엔진","1","1","0","1"
"A082800","비보존 제약","1","0","0","0"
"A082850","우리바이오","1","0","0","0"
"A082920","비츠로셀","1","0","0","0"
"A083310","엘오티베큠","1","0","0","0"
"A083420","그린케미칼","1","1","0","1"
"A083450","GST","1","0","0","0"
"A083470","이엠앤아이","1","0","0","0"
"A083500","에프엔에스테크","1","0","0","0"
"A083550","케이엠","1","0","0","0"
"A083640","인콘","1","0","0","0"
"A083650","비에이치아이","1","0","0","0"
"A083660","CSA 코스믹","1","0","0","0"
"A083790","CG인바이츠","1","0","0","0"
"A083930","아바코","1","0","0","0"
"A084010","대한제강","1","1","0","1"
"A084110","휴온스글로벌","1","0","0","0"
"A084180","수성웹툰","1","0","0","0"
"A084370","유진테크","1","0","0","0"
"A084440","유비온","1","0","0","0"
"A084650","랩지노믹스","1","0","0","0"
"A084670","동양고속","1","1","0","1"
"A084680","이월드","1","1","0","1"
"A084690","대상홀딩스","1","1","0","1"
"A084730","팅크웨어","1","0","0","0"
"A084850","아이티엠반도체","1","0","0","0"
"A084870","TBH글로벌","1","1","0","1"
"A084990","헬릭스미스","1","0","0","0"
"A085310","엔케이","1","1","0","1"
"A085620","미래에셋생명","1","1","0","1"
"A085660","차바이오텍","1","0","0","0"
"A085670","뉴프렉스","1","0","0","0"
"A085810","알티캐스트","1","0","0","0"
"A085910","네오티스","1","0","0","0"
"A086040","바이오톡스텍","1","0","0","0"
"A086060","진바이오텍","1","0","0","0"
"A086280","현대글로비스","1","1","1","1"
"A086390","유니테스트","1","0","0","0"
"A086450","동국제약","1","0","0","0"
"A086520","에코프로","1","0","0","0"
"A086670","비엠티","1","0","0","0"
"A086710","선진뷰티사이언스","1","0","0","0"
"A086790","하나금융지주","1","1","1","1"
"A086820","바이오솔루션","1","0","0","0"
"A086890","이수앱지스","1","0","0","0"
"A086900","메디톡스","1","0","0","0"
"A086960","MDS테크","1","0","0","0"
"A086980","쇼박스","1","0","0","0"
"A087010","펩트론","1","0","0","0"
"A087260","모바일어플라이언스","1","0","0","0"
"A087600","픽셀플러스","1","0","0","0"
"A088130","동아엘텍","1","0","0","0"
"A088280","쏘닉스","1","0","0","0"
"A088290","이원컴포텍","1","0","0","0"
"A088340","유라클","1","0","0","0"
"A088350","한화생명","1","1","1","1"
"A088390","이녹스","1","0","0","0"
"A088790","진도","1","1","0","1"
"A088800","에이스테크","1","0","0","0"
"A088910","동우팜투테이블","1","0","0","0"
"A089010","켐트로닉스","1","0","0","0"
"A089030","테크윙","1","0","0","0"
"A089140","넥스턴앤롤코리아","1","0","0","0"
"A089150","케이씨티","1","0","0","0"
"A089230","THE E&M","1","0","0","0"
"A089470","HDC현대EP","1","1","0","1"
"A089590","제주항공","1","1","0","1"
"A089600","KT나스미디어","1","0","0","0"
"A089790","제이티","1","0","0","0"
"A089850","유비벨록스","1","0","0","0"
"A089860","롯데렌탈","1","1","0","1"
"A089890","코세스","1","0","0","0"
"A089970","브이엠","1","0","0","0"
"A089980","상아프론테크","1","0","0","0"
"A090080","평화산업","1","1","0","1"
"A090150","아이윈","1","0","0","0"
"A090350","노루페인트","1","1","0","1"
"A090360","로보스타","1","0","0","0"
"A090370","메타랩스","1","1","0","1"
"A090410","덕신이피씨","1","0","0","0"
"A090430","아모레퍼시픽","1","1","1","1"
"A090460","비에이치","1","0","0","0"
"A090470","제이스로보틱스","1","0","0","0"
"A090710","휴림로봇","1","0","0","0"
"A090850","현대이지웰","1","0","0","0"
"A091120","이엠텍","1","0","0","0"
"A091340","S&K폴리텍","1","0","0","0"
"A091440","한울소재과학","1","0","0","0"
"A091580","상신이디피","1","0","0","0"
"A091590","남화토건","1","0","0","0"
"A091700","파트론","1","0","0","0"
"A091810","트리니티항공","1","1","0","1"
"A091970","나노캠텍","1","0","0","0"
"A092040","아미코젠","1","0","0","0"
"A092070","디엔에프","1","0","0","0"
"A092130","이크레더블","1","0","0","0"
"A092190","서울바이오시스","1","0","0","0"
"A092200","디아이씨","1","1","0","1"
"A092220","KEC","1","1","0","1"
"A092230","KPX홀딩스","1","1","0","1"
"A092300","현우산업","1","0","0","0"
"A092440","기신정기","1","1","0","1"
"A092460","한라IMS","1","0","0","0"
"A092600","앤씨앤","1","0","0","0"
"A092730","네오팜","1","0","0","0"
"A092780","DYP","1","1","0","1"
"A092790","넥스틸","1","0","0","0"
"A092870","엑시콘","1","0","0","0"
"A093050","LF","1","1","0","1"
"A093190","빅솔론","1","0","0","0"
"A093240","형지엘리트","1","1","0","1"
"A093320","케이아이엔엑스","1","0","0","0"
"A093370","후성","1","1","1","1"
"A093380","풍강","1","0","0","0"
"A093520","매커스","1","0","0","0"
"A093640","케이알엠","1","0","0","0"
"A093920","서원인텍","1","0","0","0"
"A094170","동운아나텍","1","0","0","0"
"A094280","효성ITX","1","1","0","1"
"A094360","칩스앤미디어","1","0","0","0"
"A094480","갤럭시아머니트리","1","0","0","0"
"A094820","일진파워","1","0","0","0"
