"Code","Name","거래대금(십억원)"
"A000020","동화약품","0.314020725"
"A000040","KR모터스","0.033747009"
"A000050","경방","3.10270745"
"A000070","삼양홀딩스","1.08507275"
"A000080","하이트진로","2.42700515"
"A000100","유한양행","17.99551085"
"A000120","CJ대한통운","4.1185351"
"A000140","하이트진로홀딩스","0.16284749"
"A000150","두산","150.3464065"
"A000180","성창기업지주","0.087981089"
"A0001A0","덕양에너젠",""
"A000210","DL","1.406133525"
"A000220","유유제약","1.496622114"
"A000230","일동홀딩스","3.231825555"
"A000240","한국앤컴퍼니","1.1986799"
"A000250","삼천당제약","47.87549075"
"A000270","기아","51.38036085"
"A000300","DH오토넥스","0"
"A000320","노루홀딩스","0.2521424"
"A000370","한화손해보험","1.1243599"
"A000390","SP삼화","19.19511169"
"A000400","롯데손해보험","0.418677047"
"A000430","대원강업","0.330527708"
"A000440","중앙에너비스","0.533447645"
"A000480","CR홀딩스","0.05545725"
"A000490","대동","0.693878075"
"A0004V0","엔비알모션",""
"A000500","가온전선","2.0459077"
"A000520","삼일제약","2.35253014"
"A000540","흥국화재","0.222066325"
"A000590","CS홀딩스","0.0806307"
"A000640","동아쏘시오홀딩스","0.4833779"
"A000650","천일고속","262.464904"
"A000660","SK하이닉스","1272.669995"
"A000670","영풍","12.38889855"
"A000680","LS네트웍스","0.668099365"
"A000700","유수홀딩스","0.10232725"
"A000720","현대건설","46.73784125"
"A000760","이화산업","0.13115926"
"A0007C0","아크릴","119.4134013"
"A0007J0","인벤테라",""
"A000810","삼성화재","14.5900505"
"A000850","화천기공","0.99482595"
"A000860","강남제비스코","0.1629404"
"A000880","한화","13.68529775"
"A000890","보해양조","0.264164017"
"A0008Z0","에스엔시스","1.387182375"
"A000910","유니온","0.12522952"
"A000950","전방","0.13037505"
"A000970","한국주철관","0.10582362"
"A000990","DB하이텍","12.9282547"
"A0009K0","에임드바이오","94.4821507"
"A001000","신라섬유","0.095127408"
"A001020","페이퍼코리아","0.019162006"
"A001040","CJ","10.2636824"
"A001060","JW중외제약","2.500418225"
"A001070","대한방직","0.180424625"
"A001080","만호제강","0.05841355"
"A0010F0","보원케미칼",""
"A0010V0","제이피아이헬스케어","0.860096935"
"A001120","LX인터내셔널","4.9200318"
"A001130","대한제분","0.2503129"
"A0011A0","액스비스",""
"A0011T0","채비",""
"A001200","유진투자증권","1.864337617"
"A001210","금호전기","0.483685667"
"A001230","동국홀딩스","0.36172592"
"A001250","GS글로벌","0.415488761"
"A001260","남광토건","0.156784155"
"A001270","부국증권","3.96487245"
"A001290","상상인증권","0.059104006"
"A001340","PKC","0.51140452"
"A001360","삼성제약","2.65802455"
"A001380","SG글로벌","0.358542456"
"A001390","KG케미칼","1.813400895"
"A0013V0","삼진식품","52.93926332"
"A001420","태원물산","0.01826435"
"A001430","세아베스틸지주","18.04755855"
"A001440","대한전선","25.78584505"
"A001450","현대해상","12.44916785"
"A001460","BYC","0.1189772"
"A001470","삼부토건","0"
"A001500","현대차증권","0.66824004"
"A001510","SK증권","0.780367344"
"A001520","동양","4.85851171"
"A001530","DI동일","0.640124875"
"A001540","안국약품","0.302276115"
"A001550","조비","0.05049566"
"A001560","제일연마","0.04822316"
"A001570","금양","0"
"A0015G0","그린광학","8.29400339"
"A0015N0","아로마티카","2.942838175"
"A0015S0","페스카로","10.01806905"
"A001620","케이비아이동국실업","0.068706538"
"A001630","종근당홀딩스","0.14274935"
"A001680","대상","0.8768644"
"A001720","신영증권","1.70529395"
"A001740","SK네트웍스","0.830326902"
"A001750","한양증권","0.65273935"
"A001770","SHD","0.027013695"
"A001780","알루코","1.917598317"
"A001790","대한제당","1.007463018"
"A0017J0","세미티에스",""
"A001800","오리온홀딩스","1.8361345"
"A001810","무림SP","0.017002626"
