"Code","Name","거래대금(십억원)"
"A000020","동화약품","1.32003874"
"A000040","KR모터스","0.195364385"
"A000050","경방","0.09513675"
"A000070","삼양홀딩스","0.9421999"
"A000080","하이트진로","4.96922035"
"A000100","유한양행","13.0314095"
"A000120","CJ대한통운","8.521558"
"A000140","하이트진로홀딩스","0.01469649"
"A000150","두산","14.178515"
"A000180","성창기업지주","0.34962759"
"A0001A0","덕양에너젠",""
"A000210","DL","28.212675"
"A000220","유유제약","0.6689365"
"A000230","일동홀딩스","0.06211415"
"A000240","한국앤컴퍼니","0.6922932"
"A000250","삼천당제약","11.25485585"
"A000270","기아","31.1384222"
"A000300","DH오토넥스","0.264828581"
"A000320","노루홀딩스","0.0187651"
"A000370","한화손해보험","1.04144455"
"A000390","SP삼화","0.28384252"
"A000400","롯데손해보험","0.56826197"
"A000430","대원강업","0.48406389"
"A000440","중앙에너비스","0.09999209"
"A000480","CR홀딩스","0.0309962"
"A000490","대동","0.22751288"
"A0004V0","엔비알모션",""
"A000500","가온전선","0.00491545"
"A000520","삼일제약","1.37492775"
"A000540","흥국화재","0.08381468"
"A000590","CS홀딩스","0.0270368"
"A000640","동아쏘시오홀딩스","1.472637"
"A000650","천일고속","0.206818"
"A000660","SK하이닉스","189.5381521"
"A000670","영풍","2.29"
"A000680","LS네트웍스","0.0226723"
"A000700","유수홀딩스","0.10280654"
"A000720","현대건설","89.8723334"
"A000760","이화산업","0.1755704"
"A0007C0","아크릴",""
"A0007J0","인벤테라",""
"A000810","삼성화재","21.980683"
"A000850","화천기공","0.0219797"
"A000860","강남제비스코","0.10205255"
"A000880","한화","8.3337353"
"A000890","보해양조","59.518612495"
"A0008Z0","에스엔시스",""
"A000910","유니온","0.185034475"
"A000950","전방","0.0156069"
"A000970","한국주철관","1.2456236"
"A000990","DB하이텍","2.27300275"
"A0009K0","에임드바이오",""
"A001000","신라섬유","0.129555895"
"A001020","페이퍼코리아","0.161472855"
"A001040","CJ","5.740563"
"A001060","JW중외제약","9.0986157"
"A001070","대한방직","0.093624"
"A001080","만호제강","0.0494392"
"A0010F0","보원케미칼",""
"A0010V0","제이피아이헬스케어",""
"A001120","LX인터내셔널","1.7745449"
"A001130","대한제분","0.158987"
"A0011A0","액스비스",""
"A0011T0","채비",""
"A001200","유진투자증권","0.583153955"
"A001210","금호전기","0.0763354"
"A001230","동국홀딩스","2.5704694"
"A001250","GS글로벌","0.301747065"
"A001260","남광토건","1.2428919"
"A001270","부국증권","0.0506769"
"A001290","상상인증권","0.386670895"
"A001340","PKC","0.566333425"
"A001360","삼성제약","0.486515935"
"A001380","SG글로벌","13.586720985"
"A001390","KG케미칼","1.18749125"
"A0013V0","삼진식품",""
"A001420","태원물산","0.834064395"
"A001430","세아베스틸지주","7.60775505"
"A001440","대한전선","0.314871902"
"A001450","현대해상","15.0701976"
"A001460","BYC","0.014523"
"A001470","삼부토건","0.14145446"
"A001500","현대차증권","0.28950132"
"A001510","SK증권","0.634619126"
"A001520","동양","0.983335605"
"A001530","DI동일","0.2228205"
"A001540","안국약품","0.07785425"
"A001550","조비","0.9143784"
"A001560","제일연마","0.02053616"
"A001570","금양","0.45064245"
"A0015G0","그린광학",""
"A0015N0","아로마티카",""
"A0015S0","페스카로",""
"A001620","케이비아이동국실업","0.138594299"
"A001630","종근당홀딩스","0.5550298"
"A001680","대상","3.1158697"
"A001720","신영증권","0.1229661"
"A001740","SK네트웍스","3.665479365"
"A001750","한양증권","0.06882556"
"A001770","SHD","0.0778314"
"A001780","알루코","0.42619482"
"A001790","대한제당","0.0283213"
"A0017J0","세미티에스",""
"A001800","오리온홀딩스","1.2515908"
"A001810","무림SP","0.02956773"
"A001820","삼화콘덴서","15.0423686"
"A001840","이화공영","0.87704061"
"A001940","KISCO홀딩스","0.1692136"
"A002020","코오롱","0.54021615"
"A002030","아세아","0.23413"
"A002070","비비안","0.00626719"
"A002100","경농","1.86425829"
"A002140","고려산업","0.164119355"
"A002150","도화엔지니어링","7.45062212"
"A002170","SYTS","0.0554987"
"A002200","한국수출포장","0.07322735"
"A002210","동성제약","118.5878123"
"A002220","한일철강","0.0135519"
"A002230","피에스텍","0.07441886"
"A002240","고려제강","0.41086015"
"A002290","삼일기업공사","0.411032215"
"A002310","아세아제지","1.4805813"
"A002320","한진","5.3017852"
"A002350","넥센타이어","0.96925088"
"A002360","SH에너지화학","1.375587935"
"A002380","KCC","6.3125285"
"A002390","한독","3.21812485"
"A002410","범양건영","0.07825091"
"A002420","세기상사","0.0677317"
"A002450","삼익악기","0.421633785"
"A002460","HS화성","0.9879968"
"A002600","조흥","0.000549"
"A002620","제일파마홀딩스","0.152284"
"A002630","오리엔트바이오","0.462150819"
"A002680","한탑","0.586406245"
"A002690","동일제강","0.348015925"
"A002700","신일전자","0.687608195"
"A002710","TCC스틸","0.013982375"
"A002720","국제약품","0.188958135"
"A002760","보락","0.40737666"
"A002780","진흥기업","0.798227885"
"A002790","아모레퍼시픽홀딩스","20.5432843"
"A002800","신신제약","0.6211819"
"A002810","삼영무역","1.1918646"
"A002820","SUN&L","0.01923593"
"A002840","미원상사","0.020309"
"A002870","신풍","0.29171712"
"A002880","디와이에이","23.13179207"
"A002900","TYM","0.554939225"
"A002920","유성기업","0.020224265"
"A002960","한국쉘석유","1.082404"
"A002990","금호건설","1.22294925"
"A003000","부광약품","4.7276028"
"A003010","혜인","0.85890602"
"A003030","세아제강지주","0.9331153"
"A003060","에이프로젠바이오로직스","0.98139858"
"A003070","코오롱글로벌","0.17273824"
"A003080","SB성보","0.07691738"
"A003090","대웅","1.2596041"
"A003100","선광","0.0335453"
"A003120","일성아이에스","0.0288082"
"A003160","디아이","0.192931325"
"A003200","일신방직","0.0442493"
"A003220","대원제약","0.36006025"
"A003230","삼양식품","1.5959572"
"A003240","태광산업","1.564616"
"A003280","흥아해운","0.24910854"
"A003300","한일홀딩스","1.3779241"
"A003310","대주산업","8.76040012"
"A003350","한국화장품제조","1.06055945"
"A003380","하림지주","1.52569185"
"A003460","유화증권","0.00306265"
"A003470","유안타증권","0.75103085"
"A003480","한진중공업홀딩스","0.128326685"
"A003490","대한항공","13.95469305"
"A003520","영진약품","1.98706184"
"A003530","한화투자증권","0.41158027"
"A003540","대신증권","1.69096585"
"A003550","LG","24.104180726"
"A003570","SNT다이내믹스","0.26729092"
"A003580","HLB글로벌","2.2300844"
"A003610","방림","0.1419524"
"A003620","KG모빌리티","0.43089064"
"A003650","미창석유","0.0036286"
"A003670","포스코퓨처엠","41.5823664"
"A003680","한성기업","0.06108565"
"A003690","코리안리","2.88290939"
"A003720","삼영","0.077300348"
"A003780","진양산업","5.218858895"
"A003800","에이스침대","0.08204225"
"A003830","대한화섬","0.119367"
"A003850","보령","4.98464652"
"A003920","남양유업","0.518519"
"A003960","사조대림","0.05825555"
"A004000","롯데정밀화학","10.5069639"
"A004020","현대제철","20.53225715"
"A004060","SG세계물산","1.186994887"
"A004080","신흥","0.0255319"
"A004090","한국석유","1.3899925"
"A004100","태양금속","22.31728791"
"A004140","동방","0.431407725"
"A004150","한솔홀딩스","0.232967285"
"A004170","신세계","15.4640525"
"A004250","NPC","0.02301973"
"A004270","남성","3.889976635"
"A004310","현대약품","1.616219535"
"A004360","세방","0.046985"
"A004370","농심","5.895637"
"A004380","삼익THK","0.20379905"
"A004410","서울식품","0.184167068"
"A004430","송원산업","1.4482529"
"A004440","삼일씨엔에스","0.10836345"
"A004450","삼화왕관","0.0216163"
"A004490","세방전지","0.6695912"
"A004540","깨끗한나라","0.129198065"
"A004560","현대비앤지스틸","0.14608415"
"A004590","한국가구","0.0084868"
"A004650","창해에탄올","4.50339475"
"A004690","삼천리","0.9680597"
"A004700","조광피혁","0.01044905"
"A004710","한솔테크닉스","0.43151965"
"A004720","팜젠사이언스","16.37621442"
"A004770","써니전자","8.56809993"
"A004780","대륙제관","1.047927175"
"A004800","효성","16.0809724"
"A004830","덕성","0.293768505"
"A004840","DRB동일","0.05641772"
"A004870","티웨이홀딩스","1.65804134"
"A004890","동일산업","0.0859913"
"A004910","조광페인트","0.03634037"
"A004920","씨아이테크","0.133498574"
"A004960","한신공영","0.983142"
"A004970","신라교역","0.044153"
"A004980","성신양회","4.41354385"
"A004990","롯데지주","4.0614157"
"A005010","휴스틸","0.1861965"
"A005030","부산주공","0.099021847"
"A005070","코스모신소재","5.48436515"
"A005090","SGC에너지","0.1092827"
"A005110","한창","4.371066725"
"A005160","동국산업","0.21636272"
"A005180","빙그레","1.7923161"
"A005250","녹십자홀딩스","0.99298675"
"A005290","동진쎄미켐","2.90320076"
"A005300","롯데칠성","1.657434"
"A005320","온타이드","0.115324965"
"A005360","모나미","0.101005835"
"A005380","현대차","105.259141"
"A005420","코스모화학","2.3658293"
"A005430","한국공항","0.02590435"
"A005440","현대지에프홀딩스","3.6310158"
"A005490","POSCO홀딩스","48.1957355"
"A005500","삼진제약","1.7948944"
"A005610","삼립","0.7414355"
"A005670","푸드웰","0.06607623"
