"Code","Name","거래대금(십억원)"
"A000020","동화약품","0.31215928"
"A000040","KR모터스","1.072537605"
"A000050","경방","0.01174825"
"A000070","삼양홀딩스","0.6151636"
"A000080","하이트진로","2.0391431"
"A000100","유한양행","30.0080482"
"A000120","CJ대한통운","5.5505013"
"A000140","하이트진로홀딩스","0.04794669"
"A000150","두산","80.9479017"
"A000180","성창기업지주","0.04269603"
"A0001A0","덕양에너젠",""
"A000210","DL","11.3571859"
"A000220","유유제약","0.3026387"
"A000230","일동홀딩스","0.19553994"
"A000240","한국앤컴퍼니","0.56000435"
"A000250","삼천당제약","52.6292611"
"A000270","기아","209.4334625"
"A000300","DH오토넥스","0"
"A000320","노루홀딩스","0.26312211"
"A000370","한화손해보험","2.61031504"
"A000390","SP삼화","20.40436472"
"A000400","롯데손해보험","1.10893387"
"A000430","대원강업","0.90398793"
"A000440","중앙에너비스","0.48914947"
"A000480","CR홀딩스","0.09386673"
"A000490","대동","3.20930327"
"A0004V0","엔비알모션",""
"A000500","가온전선","31.1716209"
"A000520","삼일제약","3.06510051"
"A000540","흥국화재","0.39124291"
"A000590","CS홀딩스","0.1380731"
"A000640","동아쏘시오홀딩스","0.2954861"
"A000650","천일고속","0.00973625"
"A000660","SK하이닉스","942.514526"
"A000670","영풍","1.0297125"
"A000680","LS네트웍스","21.21452643"
"A000700","유수홀딩스","0.12436185"
"A000720","현대건설","7.72935105"
"A000760","이화산업","0.00886032"
"A0007C0","아크릴",""
"A0007J0","인벤테라",""
"A000810","삼성화재","34.0117085"
"A000850","화천기공","0.0641698"
"A000860","강남제비스코","0.38918255"
"A000880","한화","4.65758515"
"A000890","보해양조","0.099962583"
"A0008Z0","에스엔시스",""
"A000910","유니온","1.20215021"
"A000950","전방","0.03305565"
"A000970","한국주철관","0.07930888"
"A000990","DB하이텍","29.31324605"
"A0009K0","에임드바이오",""
"A001000","신라섬유","0.038292505"
"A001020","페이퍼코리아","0.028355193"
"A001040","CJ","16.2150707"
"A001060","JW중외제약","2.4855902"
"A001070","대한방직","0.03316811"
"A001080","만호제강","0"
"A0010F0","보원케미칼",""
"A0010V0","제이피아이헬스케어",""
"A001120","LX인터내셔널","49.52549145"
"A001130","대한제분","0.0912401"
"A0011A0","액스비스",""
"A0011T0","채비",""
"A001200","유진투자증권","1.741640645"
"A001210","금호전기","0.044303443"
"A001230","동국홀딩스","0.47721682"
"A001250","GS글로벌","0.51210173"
"A001260","남광토건","0.03591306"
"A001270","부국증권","0.03995105"
"A001290","상상인증권","0.059754326"
"A001340","PKC","9.7975287"
"A001360","삼성제약","0.279713545"
"A001380","SG글로벌","0.082261967"
"A001390","KG케미칼","1.53493484"
"A0013V0","삼진식품",""
"A001420","태원물산","0.01231225"
"A001430","세아베스틸지주","2.02867715"
"A001440","대한전선","241.47103945"
"A001450","현대해상","14.92042195"
"A001460","BYC","0.8016671"
"A001470","삼부토건","2.792320183"
"A001500","현대차증권","0.16092612"
"A001510","SK증권","0.566435302"
"A001520","동양","0.174560154"
"A001530","DI동일","1.16805435"
"A001540","안국약품","0.06181979"
"A001550","조비","0.14918802"
"A001560","제일연마","0.01325636"
"A001570","금양","38.9755178"
"A0015G0","그린광학",""
"A0015N0","아로마티카",""
"A0015S0","페스카로",""
"A001620","케이비아이동국실업","0.108767074"
"A001630","종근당홀딩스","0.0907131"
"A001680","대상","10.16397075"
"A001720","신영증권","0.1577237"
"A001740","SK네트웍스","3.51648719"
"A001750","한양증권","0.22230654"
"A001770","SHD","0.02233848"
"A001780","알루코","3.141384935"
"A001790","대한제당","0.79098256"
"A0017J0","세미티에스",""
"A001800","오리온홀딩스","0.80669608"
"A001810","무림SP","0.012935142"
"A001820","삼화콘덴서","5.41171725"
"A001840","이화공영","0.079168945"
"A001940","KISCO홀딩스","0.0984696"
"A002020","코오롱","0.48370488"
"A002030","아세아","0.284138"
"A002070","비비안","0.090540784"
"A002100","경농","0.23868502"
"A002140","고려산업","0.993791185"
"A002150","도화엔지니어링","0.25310704"
"A002170","SYTS","0.1900454"
"A002200","한국수출포장","0.15553003"
"A002210","동성제약","0.19627088"
"A002220","한일철강","0.02862482"
"A002230","피에스텍","0.03436803"
"A002240","고려제강","0.99948155"
"A002290","삼일기업공사","0.175139445"
"A002310","아세아제지","0.92142517"
"A002320","한진","0.69986552"
"A002350","넥센타이어","0.46646654"
"A002360","SH에너지화학","0.371142428"
"A002380","KCC","12.01837"
"A002390","한독","0.94462971"
"A002410","범양건영","0.057803622"
"A002420","세기상사","0.07365262"
"A002450","삼익악기","0.200287338"
"A002460","HS화성","0.04858455"
"A002600","조흥","0.0026046"
"A002620","제일파마홀딩스","0.06943278"
"A002630","오리엔트바이오","0.113695954"
"A002680","한탑","0.034309695"
"A002690","동일제강","0.017488659"
"A002700","신일전자","1.286344191"
"A002710","TCC스틸","7.3311655"
"A002720","국제약품","0.419700625"
"A002760","보락","0.032965508"
"A002780","진흥기업","0.202110197"
"A002790","아모레퍼시픽홀딩스","6.92927765"
"A002800","신신제약","0.31725473"
"A002810","삼영무역","0.11395526"
"A002820","SUN&L","0.10426992"
"A002840","미원상사","0.3616506"
"A002870","신풍","0.189302206"
"A002880","디와이에이","1.107515162"
"A002900","TYM","0.46880979"
"A002920","유성기업","0.10892372"
"A002960","한국쉘석유","1.1248455"
"A002990","금호건설","0.06774559"
"A003000","부광약품","1.3861724"
"A003010","혜인","0.23462722"
"A003030","세아제강지주","1.050566"
"A003060","에이프로젠바이오로직스","0.108698688"
"A003070","코오롱글로벌","0.05678325"
"A003080","SB성보","0.056760295"
"A003090","대웅","0.41930384"
"A003100","선광","0.19983522"
"A003120","일성아이에스","0.03388759"
"A003160","디아이","49.08565006"
"A003200","일신방직","0.334341"
"A003220","대원제약","0.60333486"
"A003230","삼양식품","68.0604075"
"A003240","태광산업","0.185998"
"A003280","흥아해운","5.886780995"
"A003300","한일홀딩스","0.11722071"
"A003310","대주산업","0.394432618"
"A003350","한국화장품제조","7.39561525"
"A003380","하림지주","0.54978622"
"A003460","유화증권","0.00776142"
"A003470","유안타증권","0.37669786"
"A003480","한진중공업홀딩스","0.03264095"
"A003490","대한항공","7.9051407"
"A003520","영진약품","0.230132165"
"A003530","한화투자증권","4.199298675"
"A003540","대신증권","0.54776961"
"A003550","LG","10.7581906"
"A003570","SNT다이내믹스","0.63440474"
"A003580","HLB글로벌","5.30601825"
"A003610","방림","1.13679599"
"A003620","KG모빌리티","1.20383146"
"A003650","미창석유","0.0445525"
"A003670","포스코퓨처엠","53.464745"
"A003680","한성기업","0.98653752"
"A003690","코리안리","0.82588766"
"A003720","삼영","1.141890365"
"A003780","진양산업","0.36538347"
"A003800","에이스침대","0.0817225"
"A003830","대한화섬","0.0216083"
"A003850","보령","2.26931146"
"A003920","남양유업","0.281909"
"A003960","사조대림","1.57408465"
"A004000","롯데정밀화학","4.95086805"
"A004020","현대제철","10.3516017"
"A004060","SG세계물산","0.150778225"
"A004080","신흥","0.00625641"
"A004090","한국석유","5.23902422"
"A004100","태양금속","0.98736186"
"A004140","동방","0.71245383"
"A004150","한솔홀딩스","0.073011375"
"A004170","신세계","6.378561"
"A004250","NPC","0.52858312"
"A004270","남성","10.542166201"
"A004310","현대약품","0.07810664"
"A004360","세방","0.53976908"
"A004370","농심","10.9223955"
"A004380","삼익THK","1.50543161"
"A004410","서울식품","0.623354285"
"A004430","송원산업","0.7254343"
"A004440","삼일씨엔에스","0.32966787"
"A004450","삼화왕관","0.03184835"
"A004490","세방전지","10.2159022"
"A004540","깨끗한나라","0.24521377"
"A004560","현대비앤지스틸","12.53246845"
"A004590","한국가구","0.06982184"
"A004650","창해에탄올","0.03431451"
"A004690","삼천리","0.6431696"
"A004700","조광피혁","0.0417427"
"A004710","한솔테크닉스","0.53958329"
"A004720","팜젠사이언스","0.14411056"
"A004770","써니전자","0.446268714"
