"Code","Name","거래대금(십억원)"
"A000020","동화약품","0.80870619"
"A000040","KR모터스","0.25630023"
"A000050","경방","0.71846205"
"A000070","삼양홀딩스","1.0034"
"A000080","하이트진로","4.6576436"
"A000100","유한양행","11.4892215"
"A000120","CJ대한통운","5.8322195"
"A000140","하이트진로홀딩스","0.3959363"
"A000150","두산","8.1689225"
"A000180","성창기업지주","0.46987075"
"A0001A0","덕양에너젠",""
"A000210","DL","14.5752864"
"A000220","유유제약","2.2360228"
"A000230","일동홀딩스","0.65674955"
"A000240","한국앤컴퍼니","2.3810447"
"A000250","삼천당제약","3.82165115"
"A000270","기아","62.527168002"
"A000300","DH오토넥스","0.194209815"
"A000320","노루홀딩스","0.10067015"
"A000370","한화손해보험","1.35583429"
"A000390","SP삼화","0.35568109"
"A000400","롯데손해보험","1.038955475"
"A000430","대원강업","0.100828185"
"A000440","중앙에너비스","0.0443232"
"A000480","CR홀딩스","0.0449855"
"A000490","대동","0.17728834"
"A0004V0","엔비알모션",""
"A000500","가온전선","0.24320095"
"A000520","삼일제약","0.06976737"
"A000540","흥국화재","0.488645345"
"A000590","CS홀딩스","0.019463"
"A000640","동아쏘시오홀딩스","3.1949175"
"A000650","천일고속","0.1437152"
"A000660","SK하이닉스","364.462864342"
"A000670","영풍","1.546553"
"A000680","LS네트웍스","0.081323485"
"A000700","유수홀딩스","0.19647173"
"A000720","현대건설","20.20137415"
"A000760","이화산업","0.0044315"
"A0007C0","아크릴",""
"A0007J0","인벤테라",""
"A000810","삼성화재","32.72247161"
"A000850","화천기공","0.490356"
"A000860","강남제비스코","0.38899315"
"A000880","한화","8.98253935"
"A000890","보해양조","0.733780335"
"A0008Z0","에스엔시스",""
"A000910","유니온","0.09771682"
"A000950","전방","0.0126168"
"A000970","한국주철관","0.39046205"
"A000990","DB하이텍","14.4607769"
"A0009K0","에임드바이오",""
"A001000","신라섬유","0.06540808"
"A001020","페이퍼코리아","0.513743623"
"A001040","CJ","16.6138825"
"A001060","JW중외제약","4.59251095"
"A001070","대한방직","0.1077221"
"A001080","만호제강","0.0904468"
"A0010F0","보원케미칼",""
"A0010V0","제이피아이헬스케어",""
"A001120","LX인터내셔널","2.8119643"
"A001130","대한제분","0.5103015"
"A0011A0","액스비스",""
"A0011T0","채비",""
"A001200","유진투자증권","3.16219541"
"A001210","금호전기","0.11761965"
"A001230","동국홀딩스","3.7112085"
"A001250","GS글로벌","1.274920865"
"A001260","남광토건","0.15512598"
"A001270","부국증권","0.3714028"
"A001290","상상인증권","0.844699975"
"A001340","PKC","0.56013496"
"A001360","삼성제약","0.673121265"
"A001380","SG글로벌","0.80199644"
"A001390","KG케미칼","0.68304595"
