"Code","Name","거래대금(십억원)"
"A000020","동화약품","3.46182695"
"A000040","KR모터스","6.093946915"
"A000050","경방","0.29416665"
"A000070","삼양홀딩스","2.1392224"
"A000080","하이트진로","14.5661011"
"A000100","유한양행","20.9701335"
"A000120","CJ대한통운","15.335649"
"A000140","하이트진로홀딩스","0.4960328"
"A000150","두산","2.29185855"
"A000180","성창기업지주","0.90467051"
"A0001A0","덕양에너젠",""
"A000210","DL","29.614109"
"A000220","유유제약","0.512242"
"A000230","일동홀딩스","0.51407735"
"A000240","한국앤컴퍼니","26.23101515"
"A000250","삼천당제약","38.687855"
"A000270","기아","249.6495803"
"A000300","DH오토넥스","0.651861891"
"A000320","노루홀딩스","0.5560209"
"A000370","한화손해보험","3.6871393"
"A000390","SP삼화","2.32941"
"A000400","롯데손해보험","0.78359118"
"A000430","대원강업","26.40585886"
"A000440","중앙에너비스","0.14899621"
"A000480","CR홀딩스","0.0929714"
"A000490","대동","2.37832037"
"A0004V0","엔비알모션",""
"A000500","가온전선","0.30743075"
"A000520","삼일제약","0.65258155"
"A000540","흥국화재","7.145889375"
"A000590","CS홀딩스","0.2398024"
"A000640","동아쏘시오홀딩스","3.830199"
"A000650","천일고속","0.0331706"
"A000660","SK하이닉스","1438.1877875"
"A000670","영풍","2.513314"
"A000680","LS네트웍스","0.384419355"
"A000700","유수홀딩스","0.09725024"
"A000720","현대건설","18.5178963"
"A000760","이화산업","0.00811665"
"A0007C0","아크릴",""
"A0007J0","인벤테라",""
"A000810","삼성화재","28.883998"
"A000850","화천기공","0.16101875"
"A000860","강남제비스코","0.4674327"
"A000880","한화","8.99986745"
"A000890","보해양조","1.034619413"
"A0008Z0","에스엔시스",""
"A000910","유니온","261.46975088"
"A000950","전방","0.7127304"
"A000970","한국주철관","0.76913573"
"A000990","DB하이텍","47.5050151"
"A0009K0","에임드바이오",""
"A001000","신라섬유","5.812758855"
"A001020","페이퍼코리아","0.22237446"
"A001040","CJ","9.9868329"
"A001060","JW중외제약","1.7681396"
"A001070","대한방직","0.1410119"
"A001080","만호제강","0.39859355"
"A0010F0","보원케미칼",""
"A0010V0","제이피아이헬스케어",""
"A001120","LX인터내셔널","8.11125845"
"A001130","대한제분","0.8563505"
"A0011A0","액스비스",""
"A0011T0","채비",""
"A001200","유진투자증권","1.06434355"
"A001210","금호전기","0.252450085"
"A001230","동국홀딩스","42.21552326"
"A001250","GS글로벌","1.037376655"
"A001260","남광토건","1.0208656"
"A001270","부국증권","0.0997358"
"A001290","상상인증권","0.193572145"
"A001340","PKC","3.27956911"
"A001360","삼성제약","118.81317939"
"A001380","SG글로벌","0.471414145"
"A001390","KG케미칼","22.2529653"
"A0013V0","삼진식품",""
"A001420","태원물산","0.111110525"
"A001430","세아베스틸지주","4.7267219"
"A001440","대한전선","15.733897368"
"A001450","현대해상","18.5575214"
"A001460","BYC","0.6601355"
"A001470","삼부토건","6.50556902"
"A001500","현대차증권","1.69798335"
"A001510","SK증권","3.026486437"
"A001520","동양","1.341313045"
"A001530","DI동일","6.3216965"
"A001540","안국약품","0.5551293"
"A001550","조비","1.30797315"
"A001560","제일연마","0.05366539"
"A001570","금양","1.086688465"
"A0015G0","그린광학",""
"A0015N0","아로마티카",""
"A0015S0","페스카로",""
"A001620","케이비아이동국실업","0.159655136"
"A001630","종근당홀딩스","2.5918995"
"A001680","대상","4.33666305"
"A001720","신영증권","0.4155688"
"A001740","SK네트웍스","16.05588512"
