"Code","Name","거래대금(십억원)"
"A000020","동화약품","1.08996975"
"A000040","KR모터스","0.152051456"
"A000050","경방","0.07260645"
"A000070","삼양홀딩스","1.4278342"
"A000080","하이트진로","4.33460485"
"A000100","유한양행","8.3228229"
"A000120","CJ대한통운","4.0854035"
"A000140","하이트진로홀딩스","0.10835785"
"A000150","두산","4.304449"
"A000180","성창기업지주","0.69455412"
"A0001A0","덕양에너젠",""
"A000210","DL","6.6894669"
"A000220","유유제약","0.68409606"
"A000230","일동홀딩스","30.5008608"
"A000240","한국앤컴퍼니","0.72625455"
"A000250","삼천당제약","3.5523567"
"A000270","기아","87.457167"
"A000300","DH오토넥스","0.314175552"
"A000320","노루홀딩스","0.24047855"
"A000370","한화손해보험","3.06595356"
"A000390","SP삼화","1.3553401"
"A000400","롯데손해보험","0.475881005"
"A000430","대원강업","0.129617995"
"A000440","중앙에너비스","0.3970412"
"A000480","CR홀딩스","0.0847733"
"A000490","대동","1.7987719"
"A0004V0","엔비알모션",""
"A000500","가온전선","0.154882"
"A000520","삼일제약","0.44580943"
"A000540","흥국화재","0.08027314"
"A000590","CS홀딩스","0.131908"
"A000640","동아쏘시오홀딩스","1.056339"
"A000650","천일고속","0.014783"
"A000660","SK하이닉스","201.4872215"
"A000670","영풍","0.505777"
"A000680","LS네트웍스","0.183962205"
"A000700","유수홀딩스","0.0516475"
"A000720","현대건설","11.5220875"
"A000760","이화산업","0.0126261"
"A0007C0","아크릴",""
"A0007J0","인벤테라",""
"A000810","삼성화재","13.9135245"
"A000850","화천기공","0.17329575"
"A000860","강남제비스코","0.1087021"
"A000880","한화","5.78444245"
"A000890","보해양조","0.179404294"
"A0008Z0","에스엔시스",""
"A000910","유니온","9.26040859"
"A000950","전방","0.0878397"
"A000970","한국주철관","0.4186378"
"A000990","DB하이텍","27.10555475"
"A0009K0","에임드바이오",""
"A001000","신라섬유","0.20138315"
"A001020","페이퍼코리아","1.73737948"
"A001040","CJ","1.9013834"
"A001060","JW중외제약","1.36673075"
"A001070","대한방직","0.7794278"
"A001080","만호제강","0.07606255"
"A0010F0","보원케미칼",""
"A0010V0","제이피아이헬스케어",""
"A001120","LX인터내셔널","5.77213085"
"A001130","대한제분","0.364614"
"A0011A0","액스비스",""
"A0011T0","채비",""
"A001200","유진투자증권","0.218880615"
"A001210","금호전기","0.273121335"
"A001230","동국홀딩스","4.5311286"
"A001250","GS글로벌","8.315966485"
"A001260","남광토건","0.6909033"
"A001270","부국증권","0.00354545"
"A001290","상상인증권","0.109603905"
"A001340","PKC","1.92550656"
"A001360","삼성제약","43.1350959"
"A001380","SG글로벌","0.08315721"
"A001390","KG케미칼","2.9757208"
"A0013V0","삼진식품",""
"A001420","태원물산","0.05819943"
"A001430","세아베스틸지주","0.51385955"
"A001440","대한전선","14.677120185"
"A001450","현대해상","10.9368803"
"A001460","BYC","0.047329"
"A001470","삼부토건","6.845977065"
"A001500","현대차증권","0.2480524"
"A001510","SK증권","0.883359944"
"A001520","동양","0.353201"
"A001530","DI동일","2.2076305"
"A001540","안국약품","4.7647006"
"A001550","조비","0.35747395"
"A001560","제일연마","0.04246816"
"A001570","금양","143.9418658"
"A0015G0","그린광학",""
"A0015N0","아로마티카",""
"A0015S0","페스카로",""
"A001620","케이비아이동국실업","0.022042596"
"A001630","종근당홀딩스","0.1975642"
"A001680","대상","2.6915037"
"A001720","신영증권","0.0576286"
"A001740","SK네트웍스","1.32117918"
"A001750","한양증권","0.0825123"
"A001770","SHD","0.23811275"
"A001780","알루코","1.609743325"
"A001790","대한제당","1.261345145"
"A0017J0","세미티에스",""
"A001800","오리온홀딩스","0.87199665"
"A001810","무림SP","0.787839245"
"A001820","삼화콘덴서","0.4864504"
"A001840","이화공영","4.69949323"
"A001940","KISCO홀딩스","0.2490424"
"A002020","코오롱","0.561192"
"A002030","아세아","0.222269"
"A002070","비비안","0.127521235"
"A002100","경농","0.2382822"
"A002140","고려산업","1.88393009"
"A002150","도화엔지니어링","3.4878516"
"A002170","SYTS","0.0216367"
"A002200","한국수출포장","0.0720665"
"A002210","동성제약","0.19478765"
"A002220","한일철강","0.15853564"
"A002230","피에스텍","0.045110255"
"A002240","고려제강","0.63781905"
"A002290","삼일기업공사","0.244322855"
"A002310","아세아제지","0.3793938"
"A002320","한진","1.93564265"
"A002350","넥센타이어","1.2615345"
"A002360","SH에너지화학","2.87113788"
"A002380","KCC","9.946972"
"A002390","한독","0.3520427"
"A002410","범양건영","69.95773477"
"A002420","세기상사","0.13642325"
"A002450","삼익악기","0.198809425"
"A002460","HS화성","0.44226785"
"A002600","조흥","0.0122685"
"A002620","제일파마홀딩스","0.1362163"
"A002630","오리엔트바이오","0.284083912"
"A002680","한탑","0.8271009"
"A002690","동일제강","0.38925492"
"A002700","신일전자","2.57833639"
"A002710","TCC스틸","6.4323076"
"A002720","국제약품","0.83326994"
"A002760","보락","0.30655184"
"A002780","진흥기업","1.98987849"
"A002790","아모레퍼시픽홀딩스","4.62374985"
"A002800","신신제약","0.1395265"
"A002810","삼영무역","0.0722963"
"A002820","SUN&L","0.021277215"
"A002840","미원상사","0.3492145"
"A002870","신풍","0.40297105"
"A002880","디와이에이","0.211260314"
"A002900","TYM","11.31414913"
"A002920","유성기업","0.037701685"
"A002960","한국쉘석유","0.2351265"
"A002990","금호건설","0.51375257"
"A003000","부광약품","52.43023129"
"A003010","혜인","3.14159938"
"A003030","세아제강지주","7.1394295"
"A003060","에이프로젠바이오로직스","0.701031471"
"A003070","코오롱글로벌","1.12380985"
"A003080","SB성보","0.142751525"
"A003090","대웅","1.04241995"
"A003100","선광","7.7031175"
"A003120","일성아이에스","0.0489901"
"A003160","디아이","0.19686354"
"A003200","일신방직","0.7889735"
"A003220","대원제약","3.1507483"
"A003230","삼양식품","4.2597755"
"A003240","태광산업","0.258934"
"A003280","흥아해운","0.971530675"
"A003300","한일홀딩스","0.02810635"
"A003310","대주산업","2.19520847"
"A003350","한국화장품제조","0.2113521"
"A003380","하림지주","1.46655873"
"A003460","유화증권","0.01496833"
"A003470","유안타증권","0.274031455"
"A003480","한진중공업홀딩스","0.224339965"
"A003490","대한항공","83.82241415"
"A003520","영진약품","2.666522235"
"A003530","한화투자증권","3.489142955"
"A003540","대신증권","0.66692565"
"A003550","LG","7.2917351"
"A003570","SNT다이내믹스","2.48227849"
"A003580","HLB글로벌","3.75198978"
"A003610","방림","0.20053291"
"A003620","KG모빌리티","0"
"A003650","미창석유","0.0327583"
"A003670","포스코퓨처엠","46.011852"
"A003680","한성기업","0.7197834"
"A003690","코리안리","0.91272187"
"A003720","삼영","3.61151963"
"A003780","진양산업","0.34747428"
"A003800","에이스침대","0.0364154"
"A003830","대한화섬","0.088374"
"A003850","보령","1.3440561"
"A003920","남양유업","0.1174355"
"A003960","사조대림","0.28939015"
"A004000","롯데정밀화학","7.1656963"
"A004020","현대제철","12.3587681"
"A004060","SG세계물산","0.550390315"
"A004080","신흥","0.021775"
"A004090","한국석유","1.1859654"
"A004100","태양금속","0.16230081"
"A004140","동방","0.3617794"
"A004150","한솔홀딩스","0.11066126"
"A004170","신세계","7.7365145"
"A004250","NPC","6.26632939"
"A004270","남성","0.108066865"
"A004310","현대약품","2.46081891"
"A004360","세방","0.39435655"
"A004370","농심","1.9566175"
"A004380","삼익THK","1.1496147"
"A004410","서울식품","1.478091178"
"A004430","송원산업","7.3950953"
"A004440","삼일씨엔에스","0.19987726"
"A004450","삼화왕관","1.44409055"
"A004490","세방전지","2.5715456"
"A004540","깨끗한나라","0.24535581"
"A004560","현대비앤지스틸","0.70499145"
"A004590","한국가구","6.90199843"
"A004650","창해에탄올","0.4391646"
"A004690","삼천리","6.618236"
"A004700","조광피혁","0.05306585"
