"Code","Name","거래대금(십억원)"
"A000020","동화약품","1.06465157"
"A000040","KR모터스","0.702540785"
"A000050","경방","0"
"A000070","삼양홀딩스","1.9190965"
"A000080","하이트진로","3.60261995"
"A000100","유한양행","9.7175955"
"A000120","CJ대한통운","6.0751645"
"A000140","하이트진로홀딩스","0.31061425"
"A000150","두산","8.3814425"
"A000180","성창기업지주","3.276125565"
"A0001A0","덕양에너젠",""
"A000210","DL","23.7114302"
"A000220","유유제약","0.4306462"
"A000230","일동홀딩스","1.88653145"
"A000240","한국앤컴퍼니","3.03750145"
"A000250","삼천당제약","0.85126876"
"A000270","기아","25.38334015"
"A000300","DH오토넥스","0.31489513"
"A000320","노루홀딩스","0.1262266"
"A000370","한화손해보험","1.11044187"
"A000390","SP삼화","0.28381865"
"A000400","롯데손해보험","0.4580376"
"A000430","대원강업","0.08929386"
"A000440","중앙에너비스","0.02492235"
"A000480","CR홀딩스","0.0518752"
"A000490","대동","0.13066673"
"A0004V0","엔비알모션",""
"A000500","가온전선","0.18177695"
"A000520","삼일제약","0.14614913"
"A000540","흥국화재","0.034659795"
"A000590","CS홀딩스","0.012881"
"A000640","동아쏘시오홀딩스","3.687681"
"A000650","천일고속","0.091116"
"A000660","SK하이닉스","116.6920789"
"A000670","영풍","1.342063"
"A000680","LS네트웍스","0.06871928"
"A000700","유수홀딩스","0.19514625"
"A000720","현대건설","45.74831835"
"A000760","이화산업","0.07932355"
"A0007C0","아크릴",""
"A0007J0","인벤테라",""
"A000810","삼성화재","21.8357755"
"A000850","화천기공","0.1348178"
"A000860","강남제비스코","0.33833455"
"A000880","한화","7.08748675"
"A000890","보해양조","1.105145215"
"A0008Z0","에스엔시스",""
"A000910","유니온","0.09850752"
"A000950","전방","0.0628904"
"A000970","한국주철관","0.28258205"
"A000990","DB하이텍","7.74407665"
"A0009K0","에임드바이오",""
"A001000","신라섬유","0.104163315"
"A001020","페이퍼코리아","1.242711465"
"A001040","CJ","15.3135025"
"A001060","JW중외제약","29.9128931"
"A001070","대한방직","0.1211817"
"A001080","만호제강","0.0248823"
"A0010F0","보원케미칼",""
"A0010V0","제이피아이헬스케어",""
"A001120","LX인터내셔널","5.48697505"
"A001130","대한제분","0.073062"
"A0011A0","액스비스",""
"A0011T0","채비",""
"A001200","유진투자증권","0.38014568"
"A001210","금호전기","0.03682265"
"A001230","동국홀딩스","1.90189376"
"A001250","GS글로벌","17.09720373"
"A001260","남광토건","0.1473577"
"A001270","부국증권","0.0849006"
"A001290","상상인증권","0.07190196"
"A001340","PKC","0.951758075"
"A001360","삼성제약","1.133597"
"A001380","SG글로벌","5.6691536"
"A001390","KG케미칼","0.42876545"
"A0013V0","삼진식품",""
"A001420","태원물산","0.65732155"
"A001430","세아베스틸지주","1.2556393"
"A001440","대한전선","1.98976881"
"A001450","현대해상","7.07122875"
"A001460","BYC","0.027507"
"A001470","삼부토건","1.35213655"
"A001500","현대차증권","0.1487907"
"A001510","SK증권","2.12553247"
"A001520","동양","1.324535495"
"A001530","DI동일","0.0996922"
"A001540","안국약품","0.5018822"
"A001550","조비","0.412672"
"A001560","제일연마","0.03146652"
"A001570","금양","1.180742285"
"A0015G0","그린광학",""
"A0015N0","아로마티카",""
"A0015S0","페스카로",""
"A001620","케이비아이동국실업","0.2431106"
"A001630","종근당홀딩스","2.2354864"
"A001680","대상","3.57149525"
"A001720","신영증권","0.129555"
"A001740","SK네트웍스","8.27793575"
"A001750","한양증권","0.09915641"
"A001770","SHD","2.16738915"
"A001780","알루코","2.48070108"
"A001790","대한제당","0.07074445"
"A0017J0","세미티에스",""
"A001800","오리온홀딩스","12.834806"
"A001810","무림SP","0.12144999"
"A001820","삼화콘덴서","5.2238805"
"A001840","이화공영","0.539463315"
"A001940","KISCO홀딩스","0.0851349"
"A002020","코오롱","2.0319796"
"A002030","아세아","0.1079152"
"A002070","비비안","0.02751891"
"A002100","경농","1.68378026"
"A002140","고려산업","30.48123938"
"A002150","도화엔지니어링","0.38109441"
"A002170","SYTS","0.2995331"
"A002200","한국수출포장","0.0426443"
"A002210","동성제약","0.13333784"
"A002220","한일철강","0.10695915"
"A002230","피에스텍","0.9833066"
"A002240","고려제강","0.6024255"
"A002290","삼일기업공사","0.31373452"
"A002310","아세아제지","0.24781215"
"A002320","한진","2.74617995"
"A002350","넥센타이어","2.0236707"
"A002360","SH에너지화학","2.28415491"
"A002380","KCC","12.7432685"
"A002390","한독","0.49895565"
"A002410","범양건영","0.34426535"
"A002420","세기상사","0.2640363"
"A002450","삼익악기","0.942609355"
"A002460","HS화성","0.7300817"
"A002600","조흥","0.042863"
"A002620","제일파마홀딩스","3.8577925"
"A002630","오리엔트바이오","1.72734129"
"A002680","한탑","0.184879435"
"A002690","동일제강","0.405371125"
"A002700","신일전자","1.032500945"
"A002710","TCC스틸","0.182752375"
"A002720","국제약품","0.605584855"
"A002760","보락","13.71913162"
"A002780","진흥기업","0.04705554"
"A002790","아모레퍼시픽홀딩스","20.8683705"
"A002800","신신제약",""
"A002810","삼영무역","0.96684095"
"A002820","SUN&L","0.19180085"
"A002840","미원상사","0.017557"
"A002870","신풍","0.02479575"
"A002880","디와이에이","0.637566515"
"A002900","TYM","9.353914085"
"A002920","유성기업","0.155796315"
