"Code","Name","거래대금(십억원)"
"A000020","동화약품","6.18960623"
"A000040","KR모터스","0.455752912"
"A000050","경방","0.01460102"
"A000070","삼양홀딩스","0.1750665"
"A000080","하이트진로","7.92784895"
"A000100","유한양행","22.5348934"
"A000120","CJ대한통운","3.8191065"
"A000140","하이트진로홀딩스","0.17404872"
"A000150","두산","4.05297"
"A000180","성창기업지주","0.13288932"
"A0001A0","덕양에너젠",""
"A000210","DL","1.8087119"
"A000220","유유제약","0.30088904"
"A000230","일동홀딩스","0.53432943"
"A000240","한국앤컴퍼니","0.95396573"
"A000250","삼천당제약","16.7148178"
"A000270","기아","69.8401666"
"A000300","DH오토넥스","1.219380081"
"A000320","노루홀딩스","0.1444393"
"A000370","한화손해보험","1.230251515"
"A000390","SP삼화","0.40845337"
"A000400","롯데손해보험","0.225446596"
"A000430","대원강업","2.122313275"
"A000440","중앙에너비스","0.44385251"
"A000480","CR홀딩스","0.63963123"
"A000490","대동","2.47836708"
"A0004V0","엔비알모션",""
"A000500","가온전선","1.26743817"
"A000520","삼일제약","0.32055082"
"A000540","흥국화재","0.049648765"
"A000590","CS홀딩스","0.0636604"
"A000640","동아쏘시오홀딩스","0.8248924"
"A000650","천일고속","0.0043"
"A000660","SK하이닉스","241.6436434"
"A000670","영풍","0.826207"
"A000680","LS네트웍스","0.16051095"
"A000700","유수홀딩스","0.1193023"
"A000720","현대건설","16.2281906"
"A000760","이화산업","0.6440197"
"A0007C0","아크릴",""
"A0007J0","인벤테라",""
"A000810","삼성화재","11.08305625"
"A000850","화천기공","1.2773728"
"A000860","강남제비스코","0.44658935"
"A000880","한화","10.35338815"
"A000890","보해양조","0.366939515"
"A0008Z0","에스엔시스",""
"A000910","유니온","34.37996406"
"A000950","전방","0.0867376"
"A000970","한국주철관","0.14560384"
"A000990","DB하이텍","35.3670431"
"A0009K0","에임드바이오",""
"A001000","신라섬유","0.4427488"
"A001020","페이퍼코리아","0.059370927"
"A001040","CJ","5.388996"
"A001060","JW중외제약","3.1245408"
"A001070","대한방직","0.1231144"
"A001080","만호제강","1.3736574"
"A0010F0","보원케미칼",""
"A0010V0","제이피아이헬스케어",""
"A001120","LX인터내셔널","14.33291025"
"A001130","대한제분","0.1541795"
"A0011A0","액스비스",""
"A0011T0","채비",""
"A001200","유진투자증권","0.649410875"
"A001210","금호전기","0.057907912"
"A001230","동국홀딩스","2.53609289"
"A001250","GS글로벌","9.445770455"
"A001260","남광토건","8.01961092"
"A001270","부국증권","0.0121779"
"A001290","상상인증권","0.039095975"
"A001340","PKC","14.69255109"
"A001360","삼성제약","0.33685948"
"A001380","SG글로벌","0.179474553"
"A001390","KG케미칼","8.79428955"
"A0013V0","삼진식품",""
"A001420","태원물산","0.01503524"
"A001430","세아베스틸지주","5.29289885"
"A001440","대한전선","13.9382498"
"A001450","현대해상","17.8651067"
"A001460","BYC","0.033378"
"A001470","삼부토건","261.121008847"
"A001500","현대차증권","0.1553491"
"A001510","SK증권","0.646069265"
"A001520","동양","0.10351246"
"A001530","DI동일","3.06046575"
"A001540","안국약품","0.11317478"
"A001550","조비","0.27335262"
