"Code","Name","거래대금(십억원)"
"A000020","동화약품","0.71245552"
"A000040","KR모터스","0.206447265"
"A000050","경방","0.6808773"
"A000070","삼양홀딩스","1.061092"
"A000080","하이트진로","3.54689215"
"A000100","유한양행","7.126161"
"A000120","CJ대한통운","8.569403"
"A000140","하이트진로홀딩스","0.3057238"
"A000150","두산","4.1731482"
"A000180","성창기업지주","0.581835625"
"A0001A0","덕양에너젠",""
"A000210","DL","9.6125773"
"A000220","유유제약","0.06505158"
"A000230","일동홀딩스","0.90874135"
"A000240","한국앤컴퍼니","2.65380005"
"A000250","삼천당제약","1.86579595"
"A000270","기아","38.5399577"
"A000300","DH오토넥스","0.213838395"
"A000320","노루홀딩스","0.05655955"
"A000370","한화손해보험","0.51856308"
"A000390","SP삼화","0.13736104"
"A000400","롯데손해보험","0.864729115"
"A000430","대원강업","0.09809315"
"A000440","중앙에너비스","0.09642445"
"A000480","CR홀딩스","0.0417555"
"A000490","대동","0.15289317"
"A0004V0","엔비알모션",""
"A000500","가온전선","0.22646095"
"A000520","삼일제약","0.08693127"
"A000540","흥국화재","0.065168405"
"A000590","CS홀딩스","0.0318727"
"A000640","동아쏘시오홀딩스","2.478089"
"A000650","천일고속","0.0654673"
"A000660","SK하이닉스","147.9417425"
"A000670","영풍","1.330516"
"A000680","LS네트웍스","0.02394016"
"A000700","유수홀딩스","0.41642568"
"A000720","현대건설","17.9280365"
"A000760","이화산업","0.01971425"
"A0007C0","아크릴",""
"A0007J0","인벤테라",""
"A000810","삼성화재","14.1492545"
"A000850","화천기공","0.0981272"
"A000860","강남제비스코","0.2935941"
"A000880","한화","4.43375625"
"A000890","보해양조","2.278471395"
"A0008Z0","에스엔시스",""
"A000910","유니온","0.083626935"
"A000950","전방","0.07660395"
"A000970","한국주철관","0.19560676"
"A000990","DB하이텍","5.88790655"
"A0009K0","에임드바이오",""
"A001000","신라섬유","0.032780585"
"A001020","페이퍼코리아","1.107943816"
"A001040","CJ","11.667335"
"A001060","JW중외제약","4.19282465"
"A001070","대한방직","0.0524505"
"A001080","만호제강","0.02370795"
"A0010F0","보원케미칼",""
"A0010V0","제이피아이헬스케어",""
"A001120","LX인터내셔널","4.9343629"
"A001130","대한제분","0.3454765"
