sample,universe,family,horizon,metric,pos_n,neg_n,pos_mean,neg_mean,pos_minus_neg,pos_positive_share,neg_positive_share
TRAIN_2016_2022,K200,MOMENTUM,5,top,145,146,0.000711579441749503,-0.0015811736381036378,0.002292753079853141,0.4827586206896552,0.5342465753424658
TRAIN_2016_2022,K200,MOMENTUM,5,spread,145,146,-0.000706858120204091,-0.003153616528542398,0.002446758408338307,0.4896551724137931,0.5
TRAIN_2016_2022,K200,MOMENTUM,20,top,145,146,-0.0015414532953733468,-0.001894792084248522,0.00035333878887517517,0.4413793103448276,0.541095890410959
TRAIN_2016_2022,K200,MOMENTUM,20,spread,145,146,-0.0005634787583581954,-0.01576308398979488,0.015199605231436684,0.4896551724137931,0.3904109589041096
TRAIN_2016_2022,K200,REVISION,5,top,171,120,0.002817984798761937,8.791817813822514e-05,0.002730066620623712,0.5964912280701754,0.5416666666666666
TRAIN_2016_2022,K200,REVISION,5,spread,171,120,0.002805332211555573,0.0018743408672428695,0.0009309913443127037,0.6198830409356725,0.5666666666666667
TRAIN_2016_2022,K200,REVISION,20,top,171,120,0.007190354105444184,0.007834570732819296,-0.0006442166273751115,0.5497076023391813,0.6333333333333333
TRAIN_2016_2022,K200,REVISION,20,spread,171,120,0.014446525839175994,0.003942542509675145,0.010503983329500848,0.6374269005847953,0.55
TRAIN_2016_2022,K200,VALUE,5,top,168,123,0.004010413858627688,-0.002229114911352427,0.0062395287699801155,0.5595238095238095,0.4634146341463415
TRAIN_2016_2022,K200,VALUE,5,spread,168,123,0.0014833405870468578,-0.0003505675423855317,0.0018339081294323895,0.5297619047619048,0.44715447154471544
TRAIN_2016_2022,K200,VALUE,20,top,168,123,0.010003671729475378,0.0001705336312009707,0.009833138098274408,0.5773809523809523,0.5691056910569106
TRAIN_2016_2022,K200,VALUE,20,spread,168,123,0.0028291545875334906,0.0024329974180773185,0.00039615716945617203,0.5059523809523809,0.4878048780487805
TRAIN_2016_2022,K200,FLOW,5,top,166,125,0.0026475450050491593,-0.0002450910152045739,0.0028926360202537332,0.5662650602409639,0.536
TRAIN_2016_2022,K200,FLOW,5,spread,166,125,0.0009954524644016749,0.001534882434355025,-0.0005394299699533502,0.5180722891566265,0.608
TRAIN_2016_2022,K200,FLOW,20,top,166,125,0.0074975076957715225,0.004055181575458633,0.0034423261203128898,0.5421686746987951,0.584
TRAIN_2016_2022,K200,FLOW,20,spread,166,125,0.004946396490319372,0.005226942621268716,-0.0002805461309493438,0.5662650602409639,0.552
TRAIN_2016_2022,KOSDAQ,MOMENTUM,5,top,144,147,0.00276817236028599,-0.0009864442344082564,0.0037546165946942467,0.5347222222222222,0.5374149659863946
TRAIN_2016_2022,KOSDAQ,MOMENTUM,5,spread,144,147,0.0034138285566513915,-0.005063860108804354,0.008477688665455747,0.5138888888888888,0.47619047619047616
TRAIN_2016_2022,KOSDAQ,MOMENTUM,20,top,144,147,0.006655397513515573,0.0014123404154764226,0.00524305709803915,0.4791666666666667,0.5170068027210885
TRAIN_2016_2022,KOSDAQ,MOMENTUM,20,spread,144,147,0.010925100959241985,-0.017520545466115985,0.02844564642535797,0.5694444444444444,0.3877551020408163
TRAIN_2016_2022,KOSDAQ,REVISION,5,top,182,109,0.003506630031869522,0.0030119826467084705,0.0004946473851610515,0.5604395604395604,0.5504587155963303
TRAIN_2016_2022,KOSDAQ,REVISION,5,spread,182,109,0.0026707110987249797,0.0031883261217137524,-0.0005176150229887727,0.5384615384615384,0.5504587155963303
TRAIN_2016_2022,KOSDAQ,REVISION,20,top,182,109,0.012235192326578591,0.01610818741418761,-0.0038729950876090196,0.6153846153846154,0.6422018348623854
TRAIN_2016_2022,KOSDAQ,REVISION,20,spread,182,109,0.016648125784226683,0.0038037509660899032,0.01284437481813678,0.6923076923076923,0.5596330275229358
TRAIN_2016_2022,KOSDAQ,VALUE,5,top,177,114,0.0049651792263737836,0.00021983496218049112,0.0047453442641932925,0.6440677966101694,0.5263157894736842
TRAIN_2016_2022,KOSDAQ,VALUE,5,spread,177,114,0.0024769188105243853,0.00036527486710538187,0.0021116439434190034,0.5310734463276836,0.4473684210526316
TRAIN_2016_2022,KOSDAQ,VALUE,20,top,177,114,0.015215268837803015,0.00893532806669369,0.006279940771109325,0.5988700564971752,0.6140350877192983
TRAIN_2016_2022,KOSDAQ,VALUE,20,spread,177,114,0.008568084932178376,0.0032495264646709766,0.0053185584675074,0.5480225988700564,0.4649122807017544
