sample,universe,family,current_positive,horizon,metric,series,n,mean,median,positive_share,nw_tstat
TRAIN_2016_2022,K200,REVISION,0,5,top,ALT_MINUS_MOM,39,0.0042264780041792295,0.004074335458642499,0.6666666666666666,2.191545548500896
TRAIN_2016_2022,K200,REVISION,0,5,top,ALT,39,0.008919412115725731,0.0071191166271621,0.6666666666666666,2.288536461880429
TRAIN_2016_2022,K200,REVISION,0,5,spread,ALT_MINUS_MOM,39,0.00768366591939717,0.0093283592873769,0.6666666666666666,2.959297666203415
TRAIN_2016_2022,K200,REVISION,0,5,spread,ALT,39,0.005170966451786471,0.0049404380304032,0.6410256410256411,2.235236869947138
TRAIN_2016_2022,K200,REVISION,0,20,top,ALT_MINUS_MOM,39,0.010228702918819743,0.00984177186186419,0.717948717948718,2.945123484694352
TRAIN_2016_2022,K200,REVISION,0,20,top,ALT,39,0.021257779638259682,0.02084520386596056,0.7435897435897436,3.2218370937429532
TRAIN_2016_2022,K200,REVISION,0,20,spread,ALT_MINUS_MOM,39,0.017458201417719713,0.020809004705016787,0.6923076923076923,3.9194253781843065
TRAIN_2016_2022,K200,REVISION,0,20,spread,ALT,39,0.010137769079677169,0.007156354098029949,0.5641025641025641,1.660230543751832
TRAIN_2016_2022,K200,REVISION,1,5,top,ALT_MINUS_MOM,29,0.001696153726931139,0.00015602514269469998,0.5172413793103449,0.9111759818682963
TRAIN_2016_2022,K200,REVISION,1,5,top,ALT,29,0.002444981813320748,0.0059540344616018,0.6206896551724138,0.7580587923248782
TRAIN_2016_2022,K200,REVISION,1,5,spread,ALT_MINUS_MOM,29,0.0034802228023295373,0.005463469027171899,0.5862068965517241,1.193049933759912
TRAIN_2016_2022,K200,REVISION,1,5,spread,ALT,29,-0.0007477684897592687,0.0017271784692885,0.5517241379310345,-0.2744434694437884
TRAIN_2016_2022,K200,REVISION,1,20,top,ALT_MINUS_MOM,29,0.006338294857898156,0.004916110994246492,0.6551724137931034,1.8625298105785992
TRAIN_2016_2022,K200,REVISION,1,20,top,ALT,29,0.010307058601377369,0.018079353334457426,0.6206896551724138,0.7901452559157511
TRAIN_2016_2022,K200,REVISION,1,20,spread,ALT_MINUS_MOM,29,0.01675336720441068,0.014459814726740405,0.6896551724137931,2.1248388488267205
TRAIN_2016_2022,K200,REVISION,1,20,spread,ALT,29,0.002041036256505734,0.00391105973246475,0.5862068965517241,0.4546748057425949
TRAIN_2016_2022,K200,VALUE,0,5,top,ALT_MINUS_MOM,26,-0.0028873775188401683,-0.002502512183551649,0.4230769230769231,-0.8108385256996637
TRAIN_2016_2022,K200,VALUE,0,5,top,ALT,26,0.005281363463941951,0.0067369361141089,0.6153846153846154,0.9809700140332551
TRAIN_2016_2022,K200,VALUE,0,5,spread,ALT_MINUS_MOM,26,-0.0011434952553452196,-0.0056303895892347005,0.4230769230769231,-0.19189022290791677
TRAIN_2016_2022,K200,VALUE,0,5,spread,ALT,26,-0.0016973173802232967,-0.00151564901964065,0.5,-0.47445037292162384
TRAIN_2016_2022,K200,VALUE,0,20,top,ALT_MINUS_MOM,26,0.0057225423293272674,0.008932854777032762,0.5769230769230769,0.6259967971491067
TRAIN_2016_2022,K200,VALUE,0,20,top,ALT,26,0.009533791753605268,0.013017694874786545,0.6538461538461539,0.9353783515548717
TRAIN_2016_2022,K200,VALUE,0,20,spread,ALT_MINUS_MOM,26,0.010082167375523608,0.013226060698498632,0.6153846153846154,0.6473938583413503
TRAIN_2016_2022,K200,VALUE,0,20,spread,ALT,26,0.005242679433981285,0.0030072561478023396,0.5,0.5600626753763912
TRAIN_2016_2022,K200,VALUE,1,5,top,ALT_MINUS_MOM,42,0.0074045264810960005,0.007088240725188549,0.6666666666666666,2.497037430450935
TRAIN_2016_2022,K200,VALUE,1,5,top,ALT,42,0.007222459321650218,0.00871314377477535,0.6190476190476191,2.597344432430831
TRAIN_2016_2022,K200,VALUE,1,5,spread,ALT_MINUS_MOM,42,0.010283798751102483,0.00580585955134545,0.6428571428571429,2.0254779792562765
TRAIN_2016_2022,K200,VALUE,1,5,spread,ALT,42,0.005374092763946229,0.00142541771852335,0.5952380952380952,1.3818352124657143
TRAIN_2016_2022,K200,VALUE,1,20,top,ALT_MINUS_MOM,42,0.012230282133556139,0.013621601524348659,0.6904761904761905,1.7368726828135694
TRAIN_2016_2022,K200,VALUE,1,20,top,ALT,42,0.022852559647552013,0.026370887823407907,0.6428571428571429,2.4824833333047667
TRAIN_2016_2022,K200,VALUE,1,20,spread,ALT_MINUS_MOM,42,0.01852173288158207,0.024583809470070217,0.6190476190476191,1.3283800585606653
TRAIN_2016_2022,K200,VALUE,1,20,spread,ALT,42,0.004561547829372491,0.0073520931466874995,0.5476190476190477,0.5520694104462727
TRAIN_2016_2022,KOSDAQ,FLOW,0,5,top,ALT_MINUS_MOM,46,0.004418411893604667,0.004068120644387548,0.5652173913043478,1.48730898431024
TRAIN_2016_2022,KOSDAQ,FLOW,0,5,top,ALT,46,0.006495409759303633,0.012678315156303601,0.5869565217391305,1.3401235231788835
TRAIN_2016_2022,KOSDAQ,FLOW,0,5,spread,ALT_MINUS_MOM,46,0.00644269447724103,0.0053795941448132,0.5434782608695652,1.3124263705637789
TRAIN_2016_2022,KOSDAQ,FLOW,0,5,spread,ALT,46,-0.0022100780560024604,-0.00110235668039115,0.4782608695652174,-0.8409040300211762
TRAIN_2016_2022,KOSDAQ,FLOW,0,20,top,ALT_MINUS_MOM,46,0.010255961449567592,0.017132051931505354,0.6739130434782609,1.4150075872494376
TRAIN_2016_2022,KOSDAQ,FLOW,0,20,top,ALT,46,0.02364043814147538,0.018467288349176325,0.6304347826086957,2.0762739737513596
TRAIN_2016_2022,KOSDAQ,FLOW,0,20,spread,ALT_MINUS_MOM,46,0.022803567542230577,0.039344683764679034,0.6956521739130435,1.8283777919148114
TRAIN_2016_2022,KOSDAQ,FLOW,0,20,spread,ALT,46,-0.003260740849360549,-0.0028329244399092346,0.4782608695652174,-0.7538547071817872
TRAIN_2016_2022,KOSDAQ,FLOW,1,5,top,ALT_MINUS_MOM,22,-0.0042644714000993405,-0.0025432145558857006,0.4090909090909091,-0.8311221727458666
TRAIN_2016_2022,KOSDAQ,FLOW,1,5,top,ALT,22,0.005290324033787504,0.01250790723815405,0.6818181818181818,0.7279927553974066
TRAIN_2016_2022,KOSDAQ,FLOW,1,5,spread,ALT_MINUS_MOM,22,-0.0017525074952916824,-0.008243739380342952,0.45454545454545453,-0.2466783228063886
TRAIN_2016_2022,KOSDAQ,FLOW,1,5,spread,ALT,22,-0.0006333913177997592,0.0005888821832291986,0.5,-0.18204757971199395
TRAIN_2016_2022,KOSDAQ,FLOW,1,20,top,ALT_MINUS_MOM,22,-0.01675895274331712,-0.01989635288774294,0.36363636363636365,-1.0890540181184665
TRAIN_2016_2022,KOSDAQ,FLOW,1,20,top,ALT,22,-0.0057643392178282574,0.0061035993035670755,0.5454545454545454,-0.4682959730326717
TRAIN_2016_2022,KOSDAQ,FLOW,1,20,spread,ALT_MINUS_MOM,22,-0.015249889801807541,-0.015620099614013505,0.4090909090909091,-0.64185436755858
TRAIN_2016_2022,KOSDAQ,FLOW,1,20,spread,ALT,22,-0.008269572316602379,-0.006168440246727969,0.4090909090909091,-0.9756917152701933
TRAIN_2016_2022,KOSDAQ,REVISION,0,5,top,ALT_MINUS_MOM,37,0.006874129025226449,0.005258474118068901,0.7027027027027027,1.9974875358262243
TRAIN_2016_2022,KOSDAQ,REVISION,0,5,top,ALT,37,0.006877951674662037,0.0151803142186159,0.5675675675675675,1.0764030472370332
TRAIN_2016_2022,KOSDAQ,REVISION,0,5,spread,ALT_MINUS_MOM,37,0.010075926553112515,0.0087462227536477,0.7297297297297297,2.6317773988073343
TRAIN_2016_2022,KOSDAQ,REVISION,0,5,spread,ALT,37,3.005551554957204e-05,-0.0030808253863513,0.43243243243243246,0.007739289951765049
TRAIN_2016_2022,KOSDAQ,REVISION,0,20,top,ALT_MINUS_MOM,37,0.011426069617695319,0.01598210179158044,0.5675675675675675,1.315357450173775
TRAIN_2016_2022,KOSDAQ,REVISION,0,20,top,ALT,37,0.016391015637602764,0.02987916128985013,0.6486486486486487,1.1202963817694553
TRAIN_2016_2022,KOSDAQ,REVISION,0,20,spread,ALT_MINUS_MOM,37,0.026198463608921075,0.029827635542617026,0.7027027027027027,2.252059494597771
TRAIN_2016_2022,KOSDAQ,REVISION,0,20,spread,ALT,37,-0.004597416452675121,-0.003456933582046351,0.4594594594594595,-0.423418387799259
TRAIN_2016_2022,KOSDAQ,REVISION,1,5,top,ALT_MINUS_MOM,31,-0.0006331651436356636,-0.0015225175618123,0.45161290322580644,-0.15336350536604773
TRAIN_2016_2022,KOSDAQ,REVISION,1,5,top,ALT,31,0.009225091738252924,0.008562138947297,0.6129032258064516,1.4511863303529806
TRAIN_2016_2022,KOSDAQ,REVISION,1,5,spread,ALT_MINUS_MOM,31,0.0020189011514388073,0.0021378348108960984,0.5161290322580645,0.3870981648102642
TRAIN_2016_2022,KOSDAQ,REVISION,1,5,spread,ALT,31,0.001963747853550116,0.0012287199804296,0.5483870967741935,0.5119546668109474
TRAIN_2016_2022,KOSDAQ,REVISION,1,20,top,ALT_MINUS_MOM,31,-0.001517445767454069,0.011104320539393031,0.6129032258064516,-0.1618818627824545
TRAIN_2016_2022,KOSDAQ,REVISION,1,20,top,ALT,31,0.020220116253576184,0.03380378190663902,0.6451612903225806,1.382256401303559
TRAIN_2016_2022,KOSDAQ,REVISION,1,20,spread,ALT_MINUS_MOM,31,0.00672822767742637,0.0002919796946940778,0.5161290322580645,0.5091589416250452
TRAIN_2016_2022,KOSDAQ,REVISION,1,20,spread,ALT,31,0.009762303836793497,0.016991506988295324,0.6774193548387096,1.2833321387939562
TRAIN_2016_2022,KOSDAQ,VALUE,0,5,top,ALT_MINUS_MOM,27,0.004465921283580811,0.005313668121358301,0.5555555555555556,0.9208466293067467
TRAIN_2016_2022,KOSDAQ,VALUE,0,5,top,ALT,27,0.0077355516524757265,0.0118546816267243,0.5925925925925926,1.3355906984649957
TRAIN_2016_2022,KOSDAQ,VALUE,0,5,spread,ALT_MINUS_MOM,27,0.011202288697873826,0.006566202488781701,0.5555555555555556,1.6857947043136308
TRAIN_2016_2022,KOSDAQ,VALUE,0,5,spread,ALT,27,0.0006940470448013483,0.0035126985523256,0.5185185185185185,0.14589046740110215
TRAIN_2016_2022,KOSDAQ,VALUE,0,20,top,ALT_MINUS_MOM,27,0.01759782067463602,0.027434103541502886,0.8148148148148148,1.1962230070325544
TRAIN_2016_2022,KOSDAQ,VALUE,0,20,top,ALT,27,0.02469494713242714,0.019856116487668496,0.7037037037037037,2.119288922763551
TRAIN_2016_2022,KOSDAQ,VALUE,0,20,spread,ALT_MINUS_MOM,27,0.0459996566638775,0.07317584233980656,0.8148148148148148,2.478776473413044
TRAIN_2016_2022,KOSDAQ,VALUE,0,20,spread,ALT,27,0.00561586396869797,0.0046805303781878305,0.5555555555555556,0.7466048705091961
TRAIN_2016_2022,KOSDAQ,VALUE,1,5,top,ALT_MINUS_MOM,41,0.0078066165986902915,0.0072190625083584994,0.5365853658536586,1.6705429189736103
TRAIN_2016_2022,KOSDAQ,VALUE,1,5,top,ALT,41,0.013110699072043952,0.0157022810690549,0.8048780487804879,2.4178633817047444
TRAIN_2016_2022,KOSDAQ,VALUE,1,5,spread,ALT_MINUS_MOM,41,0.013282790683056017,0.008575267961574502,0.6097560975609756,1.7999251408663564
TRAIN_2016_2022,KOSDAQ,VALUE,1,5,spread,ALT,41,0.01109536492716769,0.0147475151372153,0.5853658536585366,2.6275181045827405
TRAIN_2016_2022,KOSDAQ,VALUE,1,20,top,ALT_MINUS_MOM,41,0.0065152951471055525,0.012405301739810803,0.5365853658536586,0.4437770721356341
TRAIN_2016_2022,KOSDAQ,VALUE,1,20,top,ALT,41,0.022757856391694652,0.023380860978450713,0.6341463414634146,2.123281798422608
TRAIN_2016_2022,KOSDAQ,VALUE,1,20,spread,ALT_MINUS_MOM,41,0.014826079779041195,0.011602494625135629,0.5853658536585366,0.6410347681465648
TRAIN_2016_2022,KOSDAQ,VALUE,1,20,spread,ALT,41,0.015922938350533124,0.02000359315851119,0.5609756097560976,1.0787535656896288
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,0,5,top,ALT_MINUS_MOM,50,0.0035601127303865544,0.0032308214709953,0.58,1.4686260612786903
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,0,5,top,ALT,50,0.002101023213213167,0.00666729687688265,0.54,0.4523782194154808
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,0,5,spread,ALT_MINUS_MOM,50,0.007473542955833627,0.00306951355540215,0.56,1.8517953453234155
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,0,5,spread,ALT,50,0.0009007504160454508,0.0012597098485621501,0.52,0.5557315427134827
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,0,20,top,ALT_MINUS_MOM,50,0.008242551971193557,0.015183060537017123,0.76,1.6265889583337743
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,0,20,top,ALT,50,0.019523460988821215,0.024281138356417764,0.62,2.3676515693232063
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,0,20,spread,ALT_MINUS_MOM,50,0.023426130598660874,0.03846725716681321,0.76,2.397169116670282
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,0,20,spread,ALT,50,0.004173371371100461,0.001963774009846486,0.6,0.9314030875896627
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,1,5,top,ALT_MINUS_MOM,21,-0.005064431843340929,-0.004991384262937902,0.3333333333333333,-1.3340306701821238
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,1,5,top,ALT,21,0.005005727321989133,0.0093882795694324,0.6190476190476191,0.8004612861048122
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,1,5,spread,ALT_MINUS_MOM,21,-0.008984495031937156,-0.009649015928339201,0.42857142857142855,-1.2448624623225912
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,1,5,spread,ALT,21,-0.004928446150343595,-0.0019604951332933,0.42857142857142855,-1.4374010131167112
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,1,20,top,ALT_MINUS_MOM,21,-0.006148645429262137,-0.004889849784579403,0.47619047619047616,-0.7759278724258613
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,1,20,top,ALT,21,0.01660412703920135,0.02183112182956104,0.6666666666666666,1.0381699047781479
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,1,20,spread,ALT_MINUS_MOM,21,-0.0076028866666554284,0.007918198081190764,0.5714285714285714,-0.4637771325032145
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,1,20,spread,ALT,21,-0.008859827382533932,-0.010991507883352458,0.3333333333333333,-1.539036919544195
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,0,5,top,ALT_MINUS_MOM,42,0.00655549898087414,0.006212245427710952,0.6190476190476191,2.347077100210368
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,0,5,top,ALT,42,0.007803670616466053,0.0174664446433185,0.6190476190476191,1.3957669996401554
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,0,5,spread,ALT_MINUS_MOM,42,0.008459061381544094,0.0098546945665066,0.6428571428571429,2.2746239911975823
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,0,5,spread,ALT,42,0.0017352745830028216,0.00396360233304465,0.5238095238095238,0.5764255137556568
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,0,20,top,ALT_MINUS_MOM,42,0.012326262855287831,0.015863850254423217,0.6190476190476191,2.08640606480115
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,0,20,top,ALT,42,0.029275396096782112,0.04343147131967795,0.6904761904761905,2.1687438625281246
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,0,20,spread,ALT_MINUS_MOM,42,0.020529241125772018,0.01313897715404555,0.6904761904761905,2.136162749595178
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,0,20,spread,ALT,42,0.0023441745325820953,0.006323603686460677,0.5476190476190477,0.2158364028042641
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,1,5,top,ALT_MINUS_MOM,29,0.0021085168811689372,0.006075340474454899,0.6896551724137931,0.5996890729473565
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,1,5,top,ALT,29,0.005077332671458649,0.0057036728846316,0.6206896551724138,1.1341237665562678
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,1,5,spread,ALT_MINUS_MOM,29,0.0035732503297554096,0.0066013386493893,0.6551724137931034,0.8670524904577855
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,1,5,spread,ALT,29,0.004915886366403316,0.0035533245108997,0.5862068965517241,1.886041143398739
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,1,20,top,ALT_MINUS_MOM,29,0.014228911805108359,0.015984491407562862,0.7931034482758621,2.8568389439975808
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,1,20,top,ALT,29,0.025607879962913752,0.028637985261497967,0.7586206896551724,2.159067493923404
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,1,20,spread,ALT_MINUS_MOM,29,0.023954180024632264,0.020796901755366415,0.7931034482758621,3.05226609687331
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,1,20,spread,ALT,29,0.016186562110925628,0.012484840340970749,0.5862068965517241,1.8922391465268118
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,0,5,top,ALT_MINUS_MOM,30,0.007182793881981569,0.0038199430270028957,0.6,1.739330343438442
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,0,5,top,ALT,30,0.006941107811054926,0.015124478379789901,0.7333333333333333,1.2447387778239296
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,0,5,spread,ALT_MINUS_MOM,30,0.014695543621164327,0.007862154316076151,0.6666666666666666,2.112175688674018
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,0,5,spread,ALT,30,0.0078321223642984,0.00040259681316035,0.5,1.5090349631259266
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,0,20,top,ALT_MINUS_MOM,30,0.018604441412006772,0.03131753041588303,0.7,1.4395442168154535
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,0,20,top,ALT,30,0.02120061594187033,0.024656630408640634,0.7333333333333333,2.669043460579788
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,0,20,spread,ALT_MINUS_MOM,30,0.046063035865915,0.07765464960399454,0.7,2.0847542113781388
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,0,20,spread,ALT,30,0.01710683551438335,0.015718239797036793,0.6333333333333333,1.2798288483767624
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,1,5,top,ALT_MINUS_MOM,41,-0.0009459273451328832,-0.001740503091020201,0.43902439024390244,-0.19999981726173005
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,1,5,top,ALT,41,0.0026094250631856853,0.0035333990314922,0.5365853658536586,0.7170132625066264
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,1,5,spread,ALT_MINUS_MOM,41,0.0015847668211669509,0.0007300796479399012,0.5121951219512195,0.24689604390762954
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,1,5,spread,ALT,41,0.0006686701682409443,0.0033412794638115,0.5365853658536586,0.14885670535671647
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,1,20,top,ALT_MINUS_MOM,41,-0.003582777395249124,0.007096491832411234,0.5609756097560976,-0.3204867230037503
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,1,20,top,ALT,41,0.019928647893121834,0.021026520211445465,0.7073170731707317,2.648338576195551
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,1,20,spread,ALT_MINUS_MOM,41,0.0032578872140595423,0.01869049190410399,0.5365853658536586,0.18188610192469878
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,1,20,spread,ALT,41,0.00032257731490053116,0.0018323157861022121,0.5609756097560976,0.034333494446123825
TRAIN_2016_2022,KOSPI_ALL,FLOW,0,5,top,ALT_MINUS_MOM,39,0.0005610306524550423,-0.003003360526710099,0.46153846153846156,0.24434910899639928
TRAIN_2016_2022,KOSPI_ALL,FLOW,0,5,top,ALT,39,-0.0025392113497538066,-0.0005671246651218,0.46153846153846156,-0.6280654537760637
TRAIN_2016_2022,KOSPI_ALL,FLOW,0,5,spread,ALT_MINUS_MOM,39,0.0018500431157287916,-0.0044753814858301,0.41025641025641024,0.5042603798039075
TRAIN_2016_2022,KOSPI_ALL,FLOW,0,5,spread,ALT,39,-0.0016471288926129745,-0.0025134732837067,0.48717948717948717,-0.8775937028644698
TRAIN_2016_2022,KOSPI_ALL,FLOW,0,20,top,ALT_MINUS_MOM,39,0.005878285276065529,0.0012989267647236513,0.5641025641025641,1.2025416583917614
TRAIN_2016_2022,KOSPI_ALL,FLOW,0,20,top,ALT,39,0.010274457548039639,0.018387071578644054,0.6410256410256411,1.2074152921949919
TRAIN_2016_2022,KOSPI_ALL,FLOW,0,20,spread,ALT_MINUS_MOM,39,0.011963568962341494,0.008889999959925898,0.6153846153846154,1.3543195383362492
TRAIN_2016_2022,KOSPI_ALL,FLOW,0,20,spread,ALT,39,0.0005509517974704931,2.550616270102779e-05,0.5128205128205128,0.12911438955480253
TRAIN_2016_2022,KOSPI_ALL,FLOW,1,5,top,ALT_MINUS_MOM,36,-0.0012505507913012598,-0.0018765367340402503,0.3888888888888889,-0.5787641166045415
TRAIN_2016_2022,KOSPI_ALL,FLOW,1,5,top,ALT,36,0.005166052765539275,0.00703415516046745,0.6666666666666666,1.4909834392012886
TRAIN_2016_2022,KOSPI_ALL,FLOW,1,5,spread,ALT_MINUS_MOM,36,-0.003408928328683792,-0.0011324143570030998,0.4444444444444444,-0.9658191819573034
TRAIN_2016_2022,KOSPI_ALL,FLOW,1,5,spread,ALT,36,-0.001895644913517364,-0.0005369197976158501,0.4722222222222222,-1.0037448991285216
TRAIN_2016_2022,KOSPI_ALL,FLOW,1,20,top,ALT_MINUS_MOM,36,-0.0027365213067031794,-0.0061539631262598204,0.4166666666666667,-0.7626110780163065
TRAIN_2016_2022,KOSPI_ALL,FLOW,1,20,top,ALT,36,0.006466614676544435,0.014366555190415187,0.5833333333333334,0.6180125961617976
TRAIN_2016_2022,KOSPI_ALL,FLOW,1,20,spread,ALT_MINUS_MOM,36,-0.002800357702983616,0.0035845246079558857,0.5277777777777778,-0.45157615187601063
TRAIN_2016_2022,KOSPI_ALL,FLOW,1,20,spread,ALT,36,-0.004379810323517388,-0.007588243172888476,0.3888888888888889,-1.2043864376704074
TRAIN_2016_2022,KOSPI_ALL,REVISION,0,5,top,ALT_MINUS_MOM,40,0.003454269360365992,0.0011214728086474,0.575,1.7127785599700251
TRAIN_2016_2022,KOSPI_ALL,REVISION,0,5,top,ALT,40,0.006924759034451475,0.00373432556961115,0.575,1.8282148600961592
TRAIN_2016_2022,KOSPI_ALL,REVISION,0,5,spread,ALT_MINUS_MOM,40,0.0046813901868937744,0.0011631351077969,0.575,1.8230014214762371
TRAIN_2016_2022,KOSPI_ALL,REVISION,0,5,spread,ALT,40,0.002420902191472005,0.00134856083912025,0.525,1.1851496124807497
TRAIN_2016_2022,KOSPI_ALL,REVISION,0,20,top,ALT_MINUS_MOM,40,0.0074494803306606235,0.003690873408393136,0.575,1.7009208364256576
TRAIN_2016_2022,KOSPI_ALL,REVISION,0,20,top,ALT,40,0.012978666139293604,0.023023981480780775,0.625,1.3213123810635545
TRAIN_2016_2022,KOSPI_ALL,REVISION,0,20,spread,ALT_MINUS_MOM,40,0.01334518102119005,0.014750594823940422,0.675,2.1333643831946936
TRAIN_2016_2022,KOSPI_ALL,REVISION,0,20,spread,ALT,40,0.008951433437640818,0.009178644296191862,0.55,1.5447783392205579
TRAIN_2016_2022,KOSPI_ALL,REVISION,1,5,top,ALT_MINUS_MOM,35,0.0009461999229258363,-9.240958263789963e-05,0.4857142857142857,0.46954111945547694
TRAIN_2016_2022,KOSPI_ALL,REVISION,1,5,top,ALT,35,0.0001253057228314028,0.0040415858650883,0.5714285714285714,0.029132655048156177
