date,universe,n_pos_alt,meta_state,pos_alt_top_5,mom_top_5,pos_minus_mom_top_5,pos_alt_spread_5,mom_spread_5,pos_minus_mom_spread_5,pos_alt_top_20,mom_top_20,pos_minus_mom_top_20,pos_alt_spread_20,mom_spread_20,pos_minus_mom_spread_20
2017-02-07,K200,3,MOM_RISK_ROTATION_SUPPORT,0.021669437712629067,0.0135727344844294,0.008096703228199666,0.004678562059096167,0.0004612807419395,0.004217281317156667,0.01868587740470547,0.00242496025634531,0.01626091714836016,0.006485785303841807,-0.023098342329099242,0.02958412763294105
2017-02-14,K200,3,MOM_RISK_ROTATION_SUPPORT,0.007102389613900368,-0.0002318333012078,0.007334222915108168,-0.006215695580718533,-0.0248388200553679,0.018623124474649366,-0.0066472028333972215,-0.018591122727994902,0.011943919894597681,-0.0024058954894589832,-0.03270270837822542,0.03029681288876644
2017-03-15,K200,1,MOM_BROAD_RISK_OFF,0.0142368252519015,0.0071835568611491,0.0070532683907524,0.0011291655243552,0.0045060893877943,-0.0033769238634390997,0.019113536245066287,-0.008936411473008055,0.02804994771807434,-0.004946412013882018,-0.04134381756273586,0.036397405548853845
2017-04-05,K200,3,MOM_RISK_ROTATION_SUPPORT,-0.007580727711305866,-0.0030157502089822,-0.004564977502323667,0.007913697478640966,0.0067805618350303,0.001133135643610666,0.045501289913673824,0.04687417028500418,-0.0013728803713303553,-0.007913918611967405,0.0036692916128624464,-0.011583210224829851
2017-04-12,K200,3,MOM_RISK_ROTATION_SUPPORT,0.006395901112530334,0.0148064082075802,-0.008410507095049865,-0.010695033251577701,0.0044211713955733,-0.015116204647151,0.06350681847075797,0.05565862513114017,0.007848193339617796,-0.018348218556759905,-0.00889463977477023,-0.009453578781989675
2017-04-19,K200,3,MOM_RISK_ROTATION_SUPPORT,0.026052613242125197,0.0015043695667693,0.024548243675355897,0.002853978726869466,-0.0301467837149674,0.03300076244183687,0.07956581684409063,0.054396477136906984,0.025169339707183644,0.00435925732036202,0.0007602227380549831,0.003599034582307037
2017-04-26,K200,3,MOM_RISK_ROTATION_SUPPORT,0.02030247438644533,0.0331660758130227,-0.01286360142657737,-0.0074624446659633656,0.023372979736723,-0.030835424402686367,0.08006174315148007,0.0666604570949978,0.013401286056482276,0.00823998375496308,0.01656153515304082,-0.008321551398077739
2017-10-20,K200,3,MOM_RISK_ROTATION_SUPPORT,0.012272396028759102,0.0021697628313511,0.010102633197408003,-0.0026163337895353674,-0.007964753779239,0.005348419989703632,0.016418660768238946,0.03488836602439638,-0.01846970525615743,-0.013502906060381218,0.016705305603184728,-0.030208211663565944
2017-12-22,K200,1,MOM_BROAD_RISK_OFF,0.0203054389421296,0.0233316682420663,-0.0030262292999367023,-0.00496150299041,-0.0133962074466048,0.0084347044561948,0.07979176939570043,0.06843388256226235,0.01135788683343808,0.0070057828238867526,-0.026072531554972023,0.033078314378858775
2018-01-03,K200,2,MOM_RISK_ROTATION_SUPPORT,0.03413783476441975,0.0381243806484715,-0.0039865458840517495,0.0148771272978663,0.0228024162673769,-0.007925288969510601,0.06388365139062513,0.06875617788818644,-0.004872526497561314,0.01435634679601161,-0.004547553672225035,0.018903900468236645
