sample,universe,horizon,metric,series,n_pos_rule,n,mean,median,positive_share,nw_tstat
POST_2023_PLUS,KOSPI_ALL,20,spread,POS_ALT_MINUS_MOM,>=1,28,0.006848760690701843,0.0062148014855167855,0.5714285714285714,0.6489506736305439
POST_2023_PLUS,KOSPI_ALL,5,top,POS_ALT_MINUS_MOM_BY_N,1,11,0.008427244659515247,0.0029682517697185995,0.5454545454545454,0.9827250003968209
POST_2023_PLUS,KOSPI_ALL,20,top,POS_ALT_MINUS_MOM_BY_N,1,11,0.014871261532542418,0.006760097925703312,0.6363636363636364,1.983781445981133
POST_2023_PLUS,KOSPI_ALL,5,top,POS_ALT_MINUS_MOM_BY_N,2,13,0.010784514452087609,0.01160041317539855,0.6923076923076923,2.428112622537564
POST_2023_PLUS,KOSPI_ALL,20,top,POS_ALT_MINUS_MOM_BY_N,2,13,0.018820898350160414,0.017034620312457616,0.7692307692307693,2.154483663663101
POST_2023_PLUS,KOSPI_EX_K200,5,top,POS_ALT,>=1,30,-0.0017584205973972286,-0.0028614484284472668,0.4666666666666667,-0.3729750960431605
POST_2023_PLUS,KOSPI_EX_K200,5,top,MOM,>=1,30,-0.005102163870473797,-0.004496528647814951,0.43333333333333335,-0.9095855797777544
POST_2023_PLUS,KOSPI_EX_K200,5,top,POS_ALT_MINUS_MOM,>=1,30,0.0033437432730765676,0.004511933019964717,0.5666666666666667,1.0055043258826428
POST_2023_PLUS,KOSPI_EX_K200,5,spread,POS_ALT,>=1,30,0.0013588450336616993,0.004001777581864967,0.6333333333333333,0.3479095456701073
POST_2023_PLUS,KOSPI_EX_K200,5,spread,MOM,>=1,30,0.0012627379798956396,-0.00420666217942945,0.43333333333333335,0.3724150750844287
POST_2023_PLUS,KOSPI_EX_K200,5,spread,POS_ALT_MINUS_MOM,>=1,30,9.610705376605956e-05,-0.002968719238200851,0.4666666666666667,0.019821493772638633
POST_2023_PLUS,KOSPI_EX_K200,20,top,POS_ALT,>=1,30,0.0037275711987293366,-0.0003166504397352776,0.4666666666666667,0.5699257699604814
POST_2023_PLUS,KOSPI_EX_K200,20,top,MOM,>=1,30,-0.009461417043607501,-0.016764452814099662,0.3333333333333333,-0.6755683251348558
POST_2023_PLUS,KOSPI_EX_K200,20,top,POS_ALT_MINUS_MOM,>=1,30,0.013188988242336837,0.02351041320491689,0.7333333333333333,1.5065352855228675
POST_2023_PLUS,KOSPI_EX_K200,20,spread,POS_ALT,>=1,30,0.002933168362087816,-0.0030661801009590484,0.5,0.27373305511266927
POST_2023_PLUS,KOSPI_EX_K200,20,spread,MOM,>=1,30,0.00971308533458195,-0.004668685764950609,0.5,0.8424747307724455
POST_2023_PLUS,KOSPI_EX_K200,20,spread,POS_ALT_MINUS_MOM,>=1,30,-0.006779916972494134,0.003757208552645922,0.5333333333333333,-0.47998948102619154
POST_2023_PLUS,KOSPI_EX_K200,5,top,POS_ALT_MINUS_MOM_BY_N,1,14,-0.0010616218331877644,-0.0016997221096878997,0.42857142857142855,-0.2037483423599261
POST_2023_PLUS,KOSPI_EX_K200,20,top,POS_ALT_MINUS_MOM_BY_N,1,14,0.010858813643206202,0.021646888279367005,0.7142857142857143,0.5305509174893115
POST_2023_PLUS,KOSPI_EX_K200,5,top,POS_ALT_MINUS_MOM_BY_N,3,9,0.0035897973384013274,0.005672146061846734,0.6666666666666666,0.8823180350749374
POST_2023_PLUS,KOSPI_EX_K200,20,top,POS_ALT_MINUS_MOM_BY_N,3,9,0.020068591788610955,0.02551859317844511,0.7777777777777778,3.994757833064487
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,5,top,POS_ALT,>=1,31,0.003707833550004796,-0.0009378606762268002,0.4838709677419355,0.8906790690338101
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,5,top,MOM,>=1,31,9.798725984446997e-05,-0.0087153794717907,0.45161290322580644,0.015496416431641956
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,5,top,POS_ALT_MINUS_MOM,>=1,31,0.003609846290160324,0.00825085179777345,0.6774193548387096,0.8887781760233675
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,5,spread,POS_ALT,>=1,31,4.151593994315448e-05,0.0019666168583957,0.5483870967741935,0.008866399665199127
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,5,spread,MOM,>=1,31,-0.0028823690465228486,-0.0047870697145206,0.3870967741935484,-0.7585779397095508
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,5,spread,POS_ALT_MINUS_MOM,>=1,31,0.002923884986466003,0.0073283832586442665,0.6129032258064516,0.45713908587339736
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,20,top,POS_ALT,>=1,31,0.01042244377978132,0.011747645373435756,0.5806451612903226,0.9397258209072287
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,20,top,MOM,>=1,31,0.0019490533128616486,0.0029381727566486493,0.5161290322580645,0.1016213353685067
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,20,top,POS_ALT_MINUS_MOM,>=1,31,0.008473390466919672,0.014794682012607807,0.6774193548387096,0.8404941104930878
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,20,spread,POS_ALT,>=1,31,0.0011222153760037943,-9.520268631924012e-05,0.4838709677419355,0.12360728913531886
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,20,spread,MOM,>=1,31,0.0010038931417486355,-0.005882625489726845,0.3548387096774194,0.09314837510315152
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,20,spread,POS_ALT_MINUS_MOM,>=1,31,0.00011832223425515874,0.00384803358964092,0.5161290322580645,0.007813043869559487
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,5,top,POS_ALT_MINUS_MOM_BY_N,1,16,-0.002728572988678051,0.0017695861761656013,0.5,-0.40147361266566844
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,20,top,POS_ALT_MINUS_MOM_BY_N,1,16,-0.000844257500385831,0.002528481074278721,0.5625,-0.05122638246904944
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,5,top,POS_ALT_MINUS_MOM_BY_N,2,9,0.012106827883396353,0.015003100971527551,0.7777777777777778,2.158620453888926
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,20,top,POS_ALT_MINUS_MOM_BY_N,2,9,0.017513904443539008,0.018513281287416916,0.8888888888888888,3.040654458966528
POST_2023_2024,K200,5,top,POS_ALT,>=1,17,0.00801320612311959,0.0050057853951317,0.5882352941176471,1.7022724148118327
POST_2023_2024,K200,5,top,MOM,>=1,17,-0.0005314054855126521,0.003914201643449,0.5294117647058824,-0.0980436461526792
POST_2023_2024,K200,5,top,POS_ALT_MINUS_MOM,>=1,17,0.008544611608632244,0.010910859720087202,0.8235294117647058,2.7531117522760202
POST_2023_2024,K200,5,spread,POS_ALT,>=1,17,0.002641521830553869,0.0059187272429239,0.7058823529411765,0.7020048358422193
POST_2023_2024,K200,5,spread,MOM,>=1,17,-0.006710728397614003,-0.0029463683913528,0.4117647058823529,-1.8194515630252146
POST_2023_2024,K200,5,spread,POS_ALT_MINUS_MOM,>=1,17,0.009352250228167873,0.0092185628956011,0.8235294117647058,3.003862400049688
POST_2023_2024,K200,20,top,POS_ALT,>=1,17,0.002441444114425249,0.0033212582397339485,0.5294117647058824,0.7327883283558256
POST_2023_2024,K200,20,top,MOM,>=1,17,-0.009189317727247652,-0.00026455972118999416,0.47058823529411764,-1.0621489622157523
POST_2023_2024,K200,20,top,POS_ALT_MINUS_MOM,>=1,17,0.011630761841672901,0.015951320336992612,0.7058823529411765,1.9495663715414666
POST_2023_2024,K200,20,spread,POS_ALT,>=1,17,0.006967491033786897,0.013553971019177657,0.6470588235294118,0.7952377781279076
POST_2023_2024,K200,20,spread,MOM,>=1,17,0.0031377747757885496,-0.009531847958690887,0.4117647058823529,0.33493502205065323
POST_2023_2024,K200,20,spread,POS_ALT_MINUS_MOM,>=1,17,0.0038297162579983474,0.004517715310848251,0.5882352941176471,0.4693442342563215
POST_2023_2024,KOSDAQ,5,top,POS_ALT,>=1,11,0.0032569384860528174,-0.005032966002200034,0.45454545454545453,0.4516098269643579
POST_2023_2024,KOSDAQ,5,top,MOM,>=1,11,0.0005501242430810281,0.0057502614501834,0.6363636363636364,0.05489523282972068
POST_2023_2024,KOSDAQ,5,top,POS_ALT_MINUS_MOM,>=1,11,0.0027068142429717886,-0.0084152480332432,0.45454545454545453,0.3708090501128792
POST_2023_2024,KOSDAQ,5,spread,POS_ALT,>=1,11,-0.003984702315350386,0.0039708693535827995,0.5454545454545454,-0.5688799645352853
POST_2023_2024,KOSDAQ,5,spread,MOM,>=1,11,-0.002258149983956627,-0.0009293790289261,0.45454545454545453,-0.2696856625668843
POST_2023_2024,KOSDAQ,5,spread,POS_ALT_MINUS_MOM,>=1,11,-0.001726552331393759,0.016975753736125067,0.5454545454545454,-0.1253173118230779
POST_2023_2024,KOSDAQ,20,top,POS_ALT,>=1,11,0.007744327185653821,0.020539076894957375,0.6363636363636364,0.42513941495517316
POST_2023_2024,KOSDAQ,20,top,MOM,>=1,11,-0.0037396394384032142,-0.005335729568732628,0.45454545454545453,-0.13195486886965163
POST_2023_2024,KOSDAQ,20,top,POS_ALT_MINUS_MOM,>=1,11,0.011483966624057039,0.01958895866822874,0.5454545454545454,0.7426083373439518
POST_2023_2024,KOSDAQ,20,spread,POS_ALT,>=1,11,-0.004231269603270541,-0.003802557437553866,0.45454545454545453,-0.3962905093626585
POST_2023_2024,KOSDAQ,20,spread,MOM,>=1,11,-0.012856321393849008,-0.029052391498602392,0.2727272727272727,-0.6321719599255368
POST_2023_2024,KOSDAQ,20,spread,POS_ALT_MINUS_MOM,>=1,11,0.008625051790578464,0.0028609538149197977,0.6363636363636364,0.3183562159160591
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,5,top,POS_ALT,>=1,13,-0.003408312791527005,-0.0077240597806064,0.46153846153846156,-0.6281157144045981
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,5,top,MOM,>=1,13,-0.009634425053112268,-0.0085932299972084,0.38461538461538464,-1.8009759264212915
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,5,top,POS_ALT_MINUS_MOM,>=1,13,0.006226112261585264,0.009645501567647194,0.6923076923076923,1.1595453067981734
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,5,spread,POS_ALT,>=1,13,-0.0004439820625899923,0.004170966931106867,0.5384615384615384,-0.07387771881305259
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,5,spread,MOM,>=1,13,-0.0025705518006137766,-0.0041630566959854,0.38461538461538464,-0.6079140462696964
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,5,spread,POS_ALT_MINUS_MOM,>=1,13,0.0021265697380237875,0.010999268824309901,0.6923076923076923,0.24038660328541553
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,20,top,POS_ALT,>=1,13,-0.006434593026878843,-0.004350458748956121,0.46153846153846156,-0.7682306178363707
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,20,top,MOM,>=1,13,-0.02629816072215305,-0.009777449877720668,0.46153846153846156,-1.3774436973335236
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,20,top,POS_ALT_MINUS_MOM,>=1,13,0.019863567695274205,0.02419579850489839,0.7692307692307693,1.4218273442725449
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,20,spread,POS_ALT,>=1,13,0.0010611851994392096,0.006896716359195532,0.5384615384615384,0.054196893464667134
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,20,spread,MOM,>=1,13,-0.0218022708971197,-0.029098608764027922,0.07692307692307693,-4.180225746026848
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,20,spread,POS_ALT_MINUS_MOM,>=1,13,0.02286345609655891,0.024343869830153908,0.6153846153846154,1.1404913412398483
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,5,top,POS_ALT_MINUS_MOM_BY_N,1,8,-0.003086500125926737,0.0011461646266962998,0.5,-0.49752751270242346
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,20,top,POS_ALT_MINUS_MOM_BY_N,1,8,0.011664513313894967,0.015082943749998912,0.75,0.8571414188012566
POST_2023_2024,KOSPI_ALL,5,top,POS_ALT,>=1,20,0.0058076393793816935,0.0060259775687145495,0.6,0.9109773720741204
POST_2023_2024,KOSPI_ALL,5,top,MOM,>=1,20,-0.003485687008281926,-0.00034058150627600003,0.5,-0.7737236213938123
POST_2023_2024,KOSPI_ALL,5,top,POS_ALT_MINUS_MOM,>=1,20,0.009293326387663618,0.00675419555958055,0.75,1.8941765870234775
POST_2023_2024,KOSPI_ALL,5,spread,POS_ALT,>=1,20,0.004234734500772776,-6.989112797595833e-05,0.45,0.6537434917740675
POST_2023_2024,KOSPI_ALL,5,spread,MOM,>=1,20,-0.00393892178707467,-0.0028361473034203,0.3,-1.4094036980275135
POST_2023_2024,KOSPI_ALL,5,spread,POS_ALT_MINUS_MOM,>=1,20,0.008173656287847445,0.005547069621477266,0.65,1.2374560237821677
POST_2023_2024,KOSPI_ALL,20,top,POS_ALT,>=1,20,0.00421956148619704,0.005887690326047218,0.55,0.7957730523568023
POST_2023_2024,KOSPI_ALL,20,top,MOM,>=1,20,-0.012853339465527141,0.0015858628934687369,0.5,-1.3371435089397332
POST_2023_2024,KOSPI_ALL,20,top,POS_ALT_MINUS_MOM,>=1,20,0.01707290095172418,0.01551897657564777,0.7,2.12605221642178
POST_2023_2024,KOSPI_ALL,20,spread,POS_ALT,>=1,20,0.00032147448399257316,-0.0017917918490173435,0.45,0.028708378038787497
POST_2023_2024,KOSPI_ALL,20,spread,MOM,>=1,20,-0.0013801211717076045,0.0006673841268840519,0.5,-0.294984865723657
POST_2023_2024,KOSPI_ALL,20,spread,POS_ALT_MINUS_MOM,>=1,20,0.001701595655700175,0.008722020749063253,0.6,0.14473091905624896
POST_2023_2024,KOSPI_ALL,5,top,POS_ALT_MINUS_MOM_BY_N,2,10,0.011201494364793856,0.011765799674693852,0.8,2.2688796095569392
POST_2023_2024,KOSPI_ALL,20,top,POS_ALT_MINUS_MOM_BY_N,2,10,0.016574062430595914,0.024433477780053586,0.8,1.8005246657707454
POST_2023_2024,KOSPI_EX_K200,5,top,POS_ALT,>=1,24,-0.003923065635374719,-0.0028614484284472668,0.4583333333333333,-0.8909684060215476
POST_2023_2024,KOSPI_EX_K200,5,top,MOM,>=1,24,-0.01042709362651933,-0.004496528647814951,0.4166666666666667,-2.245683313414379
POST_2023_2024,KOSPI_EX_K200,5,top,POS_ALT_MINUS_MOM,>=1,24,0.006504027991144611,0.005913943471086318,0.625,1.8007843471694256
POST_2023_2024,KOSPI_EX_K200,5,spread,POS_ALT,>=1,24,0.0004431054256919061,0.004001777581864967,0.625,0.1056927713577736
POST_2023_2024,KOSPI_EX_K200,5,spread,MOM,>=1,24,-0.0011599879120093755,-0.0049266516539598,0.4166666666666667,-0.30708002455956857
POST_2023_2024,KOSPI_EX_K200,5,spread,POS_ALT_MINUS_MOM,>=1,24,0.0016030933377012815,-0.0002670411252948513,0.5,0.30591998728858144
POST_2023_2024,KOSPI_EX_K200,20,top,POS_ALT,>=1,24,-0.0034687048863094156,-0.0018199639678657953,0.4583333333333333,-0.6381787750180098
POST_2023_2024,KOSPI_EX_K200,20,top,MOM,>=1,24,-0.027375650512481736,-0.029735040415492353,0.25,-3.612929551764872
POST_2023_2024,KOSPI_EX_K200,20,top,POS_ALT_MINUS_MOM,>=1,24,0.02390694562617232,0.02626813711309728,0.8333333333333334,4.943749265077618
POST_2023_2024,KOSPI_EX_K200,20,spread,POS_ALT,>=1,24,0.004822430924143579,-0.010451617632387777,0.4583333333333333,0.3976271832367721
POST_2023_2024,KOSPI_EX_K200,20,spread,MOM,>=1,24,-0.0011906171422368568,-0.011163640432765354,0.4583333333333333,-0.11446900400538523
POST_2023_2024,KOSPI_EX_K200,20,spread,POS_ALT_MINUS_MOM,>=1,24,0.006013048066380437,0.008708629340335117,0.5833333333333334,0.5274834394039688
POST_2023_2024,KOSPI_EX_K200,5,top,POS_ALT_MINUS_MOM_BY_N,1,10,0.00323700032679562,0.0016138364431495002,0.5,0.5275567774903823
POST_2023_2024,KOSPI_EX_K200,20,top,POS_ALT_MINUS_MOM_BY_N,1,10,0.03391567192948719,0.029391347354577935,0.9,2.898538504871562
POST_2023_2024,KOSPI_EX_K200,5,top,POS_ALT_MINUS_MOM_BY_N,3,8,0.005984684608048602,0.005913943471086318,0.75,1.571758747690066
POST_2023_2024,KOSPI_EX_K200,20,top,POS_ALT_MINUS_MOM_BY_N,3,8,0.023084050373238074,0.025675570638873567,0.875,7.449780551580411
POST_2023_2024,KOSPI_KOSDAQ_ALL,5,top,POS_ALT,>=1,18,-0.0018746437513569025,-0.0040604549130952745,0.4444444444444444,-0.41677264500586786
POST_2023_2024,KOSPI_KOSDAQ_ALL,5,top,MOM,>=1,18,-0.006850158132087455,-0.00890261679098275,0.4444444444444444,-1.2734427869530658
POST_2023_2024,KOSPI_KOSDAQ_ALL,5,top,POS_ALT_MINUS_MOM,>=1,18,0.0049755143807305524,0.007342451919220775,0.7222222222222222,1.016979437769454
POST_2023_2024,KOSPI_KOSDAQ_ALL,5,spread,POS_ALT,>=1,18,-0.004054268820510231,0.0007142232431073833,0.5,-0.6117917214186431
POST_2023_2024,KOSPI_KOSDAQ_ALL,5,spread,MOM,>=1,18,-0.004454998723178306,-0.0047309703848748,0.3333333333333333,-1.5833259288046033
POST_2023_2024,KOSPI_KOSDAQ_ALL,5,spread,POS_ALT_MINUS_MOM,>=1,18,0.0004007299026680747,0.006287416720351267,0.6111111111111112,0.05119601542100057
POST_2023_2024,KOSPI_KOSDAQ_ALL,20,top,POS_ALT,>=1,18,-0.003048558053264776,0.00863453386128249,0.5555555555555556,-0.3500520062019502
POST_2023_2024,KOSPI_KOSDAQ_ALL,20,top,MOM,>=1,18,-0.019725094187647,0.00021581527263320188,0.5,-1.0801960631503316
POST_2023_2024,KOSPI_KOSDAQ_ALL,20,top,POS_ALT_MINUS_MOM,>=1,18,0.016676536134382226,0.019958115089178923,0.7222222222222222,1.2897261827473787
POST_2023_2024,KOSPI_KOSDAQ_ALL,20,spread,POS_ALT,>=1,18,-0.0036228179761784596,-0.004266367025593215,0.4444444444444444,-0.23984597224579704
POST_2023_2024,KOSPI_KOSDAQ_ALL,20,spread,MOM,>=1,18,-0.012032742811375964,-0.01468033865290247,0.2222222222222222,-1.2611893289286404
POST_2023_2024,KOSPI_KOSDAQ_ALL,20,spread,POS_ALT_MINUS_MOM,>=1,18,0.008409924835197504,0.0037146749162792203,0.5,0.4189029723576869
POST_2023_2024,KOSPI_KOSDAQ_ALL,5,top,POS_ALT_MINUS_MOM_BY_N,1,9,-0.0029771028703724995,-0.0007331828358529968,0.4444444444444444,-0.3534379347145804
POST_2023_2024,KOSPI_KOSDAQ_ALL,20,top,POS_ALT_MINUS_MOM_BY_N,1,9,0.013297127695398937,0.005345230712601179,0.6666666666666666,0.5977525957140125
BULL_2025,KOSDAQ,5,top,POS_ALT,>=1,10,0.005615531480484531,0.009373151505630568,0.6,0.8622840853374591
BULL_2025,KOSDAQ,5,top,MOM,>=1,10,-0.0036567978065771022,-0.00652545672490095,0.4,-0.48704171924527856
BULL_2025,KOSDAQ,5,top,POS_ALT_MINUS_MOM,>=1,10,0.00927232928706163,0.017021019562533525,0.6,1.5325750030321579
BULL_2025,KOSDAQ,5,spread,POS_ALT,>=1,10,-0.0044933959470152916,-0.0033283874358278837,0.3,-0.6792383445236251
BULL_2025,KOSDAQ,5,spread,MOM,>=1,10,-0.01471435975120403,-0.010176781847669,0.2,-1.5096669916688732
BULL_2025,KOSDAQ,5,spread,POS_ALT_MINUS_MOM,>=1,10,0.010220963804188738,0.008613684310688225,0.7,0.909190155411631
BULL_2025,KOSDAQ,20,top,POS_ALT,>=1,10,0.048582498481420995,0.04557624097482488,0.9,2.8861311090211883
BULL_2025,KOSDAQ,20,top,MOM,>=1,10,0.022785780949382863,0.025968596867592175,0.5,0.6411251976126076
BULL_2025,KOSDAQ,20,top,POS_ALT_MINUS_MOM,>=1,10,0.025796717532038133,0.021943896952138775,0.7,1.3347415370526847
BULL_2025,KOSDAQ,20,spread,POS_ALT,>=1,10,0.00011720597647836492,0.0034573629339386125,0.6,0.03012030523097474
BULL_2025,KOSDAQ,20,spread,MOM,>=1,10,0.0027320661083076623,0.003054922795430126,0.5,0.12003356929252648
BULL_2025,KOSDAQ,20,spread,POS_ALT_MINUS_MOM,>=1,10,-0.0026148601318292984,-0.009946729120225022,0.4,-0.10825112282249692
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,5,top,POS_ALT,>=1,9,0.0070589977587526866,0.00288336287827715,0.5555555555555556,1.110479385877428
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,5,top,MOM,>=1,9,0.0019817054514627654,-0.0017874716305232,0.3333333333333333,0.20861747169874806
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,5,top,POS_ALT_MINUS_MOM,>=1,9,0.005077292307289921,0.006833045471463001,0.6666666666666666,1.0762990405366577
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,5,spread,POS_ALT,>=1,9,0.004619615894527391,-0.0022712100421354332,0.4444444444444444,0.8315014859171151
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,5,spread,MOM,>=1,9,-0.005023405283715079,0.0005933934735143,0.5555555555555556,-0.5782859607690078
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,5,spread,POS_ALT_MINUS_MOM,>=1,9,0.00964302117824247,0.004638278759686903,0.5555555555555556,0.9561232226197849
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,20,top,POS_ALT,>=1,9,0.023414851440169332,0.019903743651935812,0.6666666666666666,0.9700251146638916
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,20,top,MOM,>=1,9,0.02424577917483126,0.012616829213062397,0.5555555555555556,0.7376348450652721
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,20,top,POS_ALT_MINUS_MOM,>=1,9,-0.0008309277346619276,-0.000648663983413858,0.4444444444444444,-0.08215517826926767
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,20,spread,POS_ALT,>=1,9,0.0084100018098401,-0.0007319009334886273,0.4444444444444444,1.0117826811854882
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,20,spread,MOM,>=1,9,0.025810341004422144,0.028718445619194455,0.7777777777777778,1.2059756772918173
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,20,spread,POS_ALT_MINUS_MOM,>=1,9,-0.017400339194582046,-0.021586529970136104,0.2222222222222222,-1.1642302399031148
BULL_2025,KOSPI_KOSDAQ_ALL,5,top,POS_ALT,>=1,11,0.009839832339616729,0.0016379424405294002,0.5454545454545454,1.7284610230136377
BULL_2025,KOSPI_KOSDAQ_ALL,5,top,MOM,>=1,11,0.005014998967019572,-0.0044437678880506,0.45454545454545453,0.5349062342543733
BULL_2025,KOSPI_KOSDAQ_ALL,5,top,POS_ALT_MINUS_MOM,>=1,11,0.004824833372597154,0.008625746713968901,0.6363636363636364,0.7917367256167819
BULL_2025,KOSPI_KOSDAQ_ALL,5,spread,POS_ALT,>=1,11,0.003413432563155848,0.00358402473697805,0.6363636363636364,0.6088424146701683
BULL_2025,KOSPI_KOSDAQ_ALL,5,spread,MOM,>=1,11,-0.0067195059391329,-0.005701628874927,0.36363636363636365,-0.8224688287740338
BULL_2025,KOSPI_KOSDAQ_ALL,5,spread,POS_ALT_MINUS_MOM,>=1,11,0.010132938502288748,0.0089591329112507,0.6363636363636364,0.953153159592561
BULL_2025,KOSPI_KOSDAQ_ALL,20,top,POS_ALT,>=1,11,0.025361958233582692,0.01986461473085388,0.6363636363636364,1.1928600198099257
BULL_2025,KOSPI_KOSDAQ_ALL,20,top,MOM,>=1,11,0.021091917680041372,0.030724997484636196,0.5454545454545454,0.7787430238782362
BULL_2025,KOSPI_KOSDAQ_ALL,20,top,POS_ALT_MINUS_MOM,>=1,11,0.004270040553541316,0.01387069879785452,0.6363636363636364,0.5135382051383919
BULL_2025,KOSPI_KOSDAQ_ALL,20,spread,POS_ALT,>=1,11,0.00893281281099028,0.0030561205846483253,0.5454545454545454,1.9964366029790896
BULL_2025,KOSPI_KOSDAQ_ALL,20,spread,MOM,>=1,11,0.011906488716415975,0.0029548802181997846,0.5454545454545454,0.8982118886182622
BULL_2025,KOSPI_KOSDAQ_ALL,20,spread,POS_ALT_MINUS_MOM,>=1,11,-0.0029736759054256943,0.00384803358964092,0.5454545454545454,-0.23460410923605415
