date,phase,universe,factor,strategy,codes
2016-07-19,3,KOSPI_ALL,PRIVATE_FLOW,CF20,A006650|A005950|A103140|A006060|A181710|A161890|A034220|A028050|A002020|A011170|A093370|A036580|A185750|A001680|A034020|A012610|A053210|A010140|A006800|A004800
2016-07-20,4,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A181710|A141080|A054950|A005250|A214420|A010690|A013120|A039840|A035760|A161000|A018670|A192080|A100130|A011760|A084370|A005290|A087010|A237690|A038500|A082640
2016-07-20,4,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A141080|A181710|A161000|A084370|A214420|A018670|A011760|A013120|A100130|A039840|A005290|A192080|A005250|A082640|A122990|A054950|A035760|A237690|A056190
2016-07-20,4,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A082740|A013120|A016250|A036830|A183190|A139130|A015750|A900140|A010690|A000370|A213500|A175330|A161000|A085620|A082640|A089470|A004980|A122990
2016-07-20,4,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A036830|A016250|A082740|A161000|A013120|A015750|A009410|A213500|A122990|A082640|A183190|A175330|A029460|A139130|A011760|A000370|A005990|A900140
2016-07-20,4,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A082740|A015760|A005850|A183190|A139130|A138930|A003300|A097230|A900140|A010690|A000370|A000270|A213500|A005380|A000990|A005740|A086790
2016-07-20,4,KOSPI_ALL,PER12MF,CF20,A005950|A010690|A015760|A004800|A082740|A213500|A161000|A097230|A009410|A003300|A005850|A183190|A138930|A139130|A082640|A086790|A175330|A003030|A006650|A000370
2016-07-20,4,KOSPI_ALL,PRIVATE_FLOW,BASE,A161890|A006650|A006060|A010140|A001680|A105630|A093370|A053210|A006800|A036580|A103140|A002020|A005880|A011780|A047810|A031440|A005950|A003090|A185750|A000670
2016-07-20,4,KOSPI_ALL,PRIVATE_FLOW,CF20,A006650|A005950|A103140|A006060|A093370|A001680|A161890|A002020|A181710|A034220|A036580|A011170|A034020|A047810|A004800|A053210|A005880|A028050|A010140|A009830
2016-07-21,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A181710|A141080|A054950|A005250|A214420|A010690|A013120|A039840|A035760|A161000|A018670|A192080|A100130|A011760|A084370|A087010|A237690|A038500|A122990|A009450
2016-07-21,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A141080|A181710|A161000|A084370|A018670|A013120|A011760|A100130|A214420|A039840|A192080|A005250|A122990|A035760|A237690|A054950|A082640|A009450|A056190
2016-07-21,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A082740|A013120|A016250|A183190|A139130|A036830|A015750|A010690|A900140|A000370|A213500|A175330|A161000|A085620|A082640|A004980|A122990|A089470
2016-07-21,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A036830|A082740|A016250|A013120|A161000|A009410|A015750|A213500|A122990|A183190|A082640|A175330|A139130|A000370|A029460|A011760|A900140|A005990
2016-07-21,5,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A082740|A005850|A015760|A183190|A139130|A138930|A097230|A003300|A010690|A900140|A000370|A000270|A213500|A005380|A000990|A005740|A003030
2016-07-21,5,KOSPI_ALL,PER12MF,CF20,A005950|A010690|A015760|A004800|A082740|A097230|A161000|A213500|A009410|A003300|A005850|A183190|A138930|A139130|A086790|A003030|A082640|A006650|A175330|A000370
2016-07-21,5,KOSPI_ALL,PRIVATE_FLOW,BASE,A006650|A006060|A010140|A001680|A161890|A093370|A105630|A053210|A000670|A036580|A006800|A103140|A011780|A002020|A005950|A047810|A005880|A003090|A031440|A028050
2016-07-21,5,KOSPI_ALL,PRIVATE_FLOW,CF20,A006650|A005950|A006060|A103140|A093370|A001680|A002020|A036580|A034220|A181710|A161890|A034020|A028050|A004800|A012630|A047810|A011170|A029460|A053210|A010140
2016-07-22,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A051370|A181710|A141080|A054950|A005250|A214420|A010690|A013120|A035760|A161000|A039840|A018670|A192080|A100130|A011760|A087010|A237690|A038500|A084370|A122990
2016-07-22,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A051370|A141080|A010690|A181710|A161000|A013120|A100130|A084370|A018670|A011760|A214420|A039840|A192080|A122990|A005250|A035760|A082640|A237690|A054950|A087010
2016-07-22,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A082740|A013120|A016250|A183190|A139130|A036830|A010690|A015750|A900140|A000370|A213500|A175330|A161000|A085620|A004980|A082640|A122990|A089470
2016-07-22,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A036830|A016250|A082740|A013120|A161000|A009410|A015750|A213500|A122990|A175330|A082640|A183190|A139130|A900140|A000370|A018670|A011760|A089470
2016-07-22,6,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A082740|A183190|A015760|A005850|A139130|A138930|A003300|A097230|A010690|A900140|A000370|A000270|A213500|A000990|A005380|A005740|A003030
2016-07-22,6,KOSPI_ALL,PER12MF,CF20,A005950|A010690|A015760|A004800|A082740|A009410|A161000|A097230|A213500|A003300|A005850|A183190|A175330|A138930|A006650|A086790|A139130|A082640|A003030|A900140
2016-07-22,6,KOSPI_ALL,PRIVATE_FLOW,BASE,A006650|A006060|A010140|A001680|A053210|A031440|A105630|A028050|A000210|A161890|A000670|A093370|A006800|A103140|A036580|A005950|A011780|A002020|A005880|A226320
2016-07-22,6,KOSPI_ALL,PRIVATE_FLOW,CF20,A006650|A005950|A000210|A006060|A103140|A001680|A028050|A093370|A002020|A181710|A180640|A034220|A036580|A053210|A161890|A012630|A004800|A031440|A001230|A010140
2016-07-25,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A054950|A141080|A181710|A005250|A007160|A214420|A010690|A013120|A240810|A035760|A161000|A018670|A192080|A100130|A011760|A039840|A087010|A038500|A084370|A016100
2016-07-25,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A141080|A161000|A181710|A007160|A013120|A018670|A084370|A100130|A011760|A214420|A054950|A240810|A005250|A192080|A035760|A039840|A122990|A082640|A056190
2016-07-25,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A082740|A013120|A016250|A183190|A036830|A139130|A010690|A015750|A900140|A000370|A213500|A175330|A161000|A004980|A085620|A004430|A082640|A122990
2016-07-25,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A036830|A016250|A013120|A082740|A161000|A009410|A213500|A015750|A122990|A175330|A183190|A139130|A082640|A000370|A900140|A005990|A029460|A011760
2016-07-25,7,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A082740|A183190|A005850|A015760|A003300|A139130|A010690|A138930|A097230|A900140|A000370|A213500|A000990|A000270|A005740|A003030|A005380
2016-07-25,7,KOSPI_ALL,PER12MF,CF20,A005950|A010690|A097230|A015760|A004800|A082740|A161000|A213500|A009410|A003300|A005850|A086790|A138930|A183190|A175330|A006650|A139130|A000370|A900140|A003030
2016-07-25,7,KOSPI_ALL,PRIVATE_FLOW,BASE,A180640|A010140|A006060|A028050|A006650|A000210|A053210|A006800|A001680|A000670|A011780|A031440|A005880|A103140|A036580|A093370|A005950|A002020|A012630|A226320
2016-07-25,7,KOSPI_ALL,PRIVATE_FLOW,CF20,A000210|A006650|A180640|A005950|A103140|A006060|A028050|A001680|A213500|A093370|A012630|A002020|A034020|A034220|A036580|A010140|A181710|A011780|A004800|A053210
2016-07-26,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A051370|A054950|A141080|A181710|A005250|A007160|A214420|A010690|A240810|A035760|A161000|A018670|A013120|A192080|A100130|A011760|A039840|A046890|A087010|A038500
2016-07-26,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A051370|A010690|A141080|A161000|A007160|A018670|A100130|A046890|A084370|A181710|A013120|A011760|A214420|A054950|A240810|A005250|A192080|A035760|A039840|A089030
2016-07-26,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A082740|A016250|A183190|A013120|A036830|A139130|A900140|A015750|A010690|A213500|A000370|A175330|A161000|A004430|A085620|A082640|A004980|A122990
2016-07-26,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A036830|A016250|A082740|A161000|A013120|A009410|A015750|A213500|A122990|A175330|A183190|A139130|A082640|A900140|A000370|A005990|A018670|A004430
2016-07-26,8,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A082740|A183190|A005850|A015760|A003300|A139130|A138930|A900140|A010690|A213500|A000370|A000270|A097230|A000990|A005380|A003030|A005740
2016-07-26,8,KOSPI_ALL,PER12MF,CF20,A005950|A010690|A004800|A015760|A082740|A161000|A213500|A009410|A003300|A097230|A138930|A005850|A086790|A183190|A175330|A139130|A900140|A003030|A006650|A082640
2016-07-26,8,KOSPI_ALL,PRIVATE_FLOW,BASE,A180640|A010140|A053210|A006650|A007160|A036580|A000210|A012610|A006800|A001680|A011780|A005880|A000670|A213500|A031440|A028050|A005950|A006060|A103140|A002020
2016-07-26,8,KOSPI_ALL,PRIVATE_FLOW,CF20,A012610|A000210|A006650|A180640|A007160|A005950|A213500|A053210|A103140|A036580|A001680|A006060|A034020|A028050|A002020|A012630|A034220|A010140|A003850|A011780
2016-07-27,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A054950|A141080|A181710|A005250|A100130|A007160|A214420|A010690|A240810|A035760|A161000|A013120|A011760|A039840|A046890|A192080|A213500|A087010|A038500|A084370
2016-07-27,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A141080|A010690|A100130|A007160|A161000|A046890|A181710|A011760|A084370|A013120|A213500|A054950|A214420|A005250|A039840|A240810|A035760|A192080|A180640|A038500
2016-07-27,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A082740|A016250|A183190|A013120|A036830|A139130|A900140|A213500|A015750|A010690|A000370|A175330|A161000|A004430|A082640|A085620|A004980|A005990
2016-07-27,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A036830|A016250|A082740|A009410|A013120|A213500|A161000|A015750|A175330|A183190|A122990|A139130|A082640|A000370|A900140|A005990|A004430|A011760
2016-07-27,9,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A082740|A183190|A015760|A005850|A003300|A139130|A900140|A213500|A138930|A010690|A000370|A000270|A000990|A005740|A003030|A005380|A175330
2016-07-27,9,KOSPI_ALL,PER12MF,CF20,A005950|A010690|A004800|A015760|A213500|A082740|A009410|A161000|A003300|A005850|A097230|A138930|A086790|A183190|A006650|A175330|A139130|A012630|A003030|A000370
2016-07-27,9,KOSPI_ALL,PRIVATE_FLOW,BASE,A180640|A001680|A010140|A007160|A053210|A006800|A000210|A036580|A031440|A011780|A005950|A000670|A011070|A005880|A064960|A028050|A031430|A213500|A103140|A002020
2016-07-27,9,KOSPI_ALL,PRIVATE_FLOW,CF20,A000210|A005950|A180640|A007160|A213500|A103140|A001680|A053210|A034020|A036580|A028050|A011780|A011070|A002020|A006060|A010690|A034220|A006800|A009540|A006650
2016-07-28,0,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A054950|A141080|A181710|A005250|A100130|A007160|A214420|A010690|A240810|A035760|A161000|A013120|A011760|A039840|A046890|A192080|A213500|A038500|A084370|A016100
2016-07-28,0,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A141080|A100130|A161000|A007160|A046890|A214420|A011760|A181710|A013120|A039840|A213500|A054950|A005250|A084370|A240810|A035760|A192080|A180640|A038500
2016-07-28,0,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A082740|A016250|A183190|A013120|A139130|A036830|A213500|A900140|A015750|A010690|A000370|A175330|A161000|A004430|A085620|A082640|A122990|A005990
2016-07-28,0,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A082740|A016250|A036830|A213500|A013120|A161000|A009410|A015750|A139130|A183190|A175330|A082640|A122990|A000370|A900140|A005990|A004430|A029460
2016-07-28,0,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A082740|A183190|A015760|A005850|A139130|A003300|A213500|A138930|A900140|A010690|A000370|A000270|A000990|A005740|A005380|A006650|A003030
2016-07-28,0,KOSPI_ALL,PER12MF,CF20,A005950|A010690|A004800|A213500|A082740|A015760|A009410|A003300|A161000|A138930|A005850|A097230|A086790|A183190|A139130|A006650|A012630|A103140|A000270|A175330
2016-07-28,0,KOSPI_ALL,PRIVATE_FLOW,BASE,A180640|A028050|A031430|A006800|A001680|A010140|A053210|A007160|A036580|A000210|A011780|A031440|A000670|A005950|A002320|A012610|A064960|A005880|A011070|A002020
2016-07-28,0,KOSPI_ALL,PRIVATE_FLOW,CF20,A000210|A180640|A005950|A012610|A007160|A103140|A009540|A001680|A053210|A213500|A034020|A036580|A028050|A002020|A011780|A006800|A006060|A003490|A010690|A052690
2016-07-29,1,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A054950|A181710|A100130|A007160|A214420|A010690|A240810|A213500|A035760|A161000|A013120|A011760|A039840|A046890|A192080|A084370|A038500|A016100|A067160|A180640
2016-07-29,1,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A100130|A161000|A007160|A213500|A084370|A214420|A013120|A046890|A011760|A039840|A181710|A054950|A240810|A035760|A192080|A180640|A038500|A067160|A082640
2016-07-29,1,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A082740|A016250|A183190|A213500|A013120|A139130|A036830|A010690|A015750|A900140|A000370|A175330|A005990|A161000|A035810|A085620|A082640|A004440
2016-07-29,1,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A213500|A082740|A016250|A036830|A013120|A161000|A009410|A015750|A183190|A139130|A175330|A082640|A000370|A122990|A005990|A900140|A029460|A035810
2016-07-29,1,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A082740|A183190|A213500|A015760|A005850|A139130|A003300|A138930|A010690|A900140|A000270|A000370|A000990|A005380|A005740|A003030|A097230
2016-07-29,1,KOSPI_ALL,PER12MF,CF20,A005950|A004800|A010690|A213500|A082740|A015760|A003300|A009410|A161000|A086790|A097230|A005850|A183190|A138930|A139130|A103140|A000270|A175330|A011170|A012630
2016-07-29,1,KOSPI_ALL,PRIVATE_FLOW,BASE,A180640|A028050|A006800|A007160|A053210|A036580|A031430|A001680|A010140|A011780|A000670|A000210|A031440|A005880|A005950|A103140|A009540|A064960|A002320|A011070
2016-07-29,1,KOSPI_ALL,PRIVATE_FLOW,CF20,A000210|A180640|A007160|A103140|A009540|A005950|A213500|A053210|A001680|A036580|A034020|A052690|A006800|A011780|A003490|A006060|A005880|A000670|A034220|A028050
2016-08-01,2,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A054950|A100130|A181710|A007160|A010690|A009450|A240810|A213500|A035760|A031440|A161000|A013120|A011760|A095610|A067160|A084370|A039840|A006040|A038500|A192080
2016-08-01,2,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A100130|A213500|A161000|A007160|A084370|A013120|A011760|A181710|A009450|A031440|A039840|A240810|A054950|A067160|A035760|A180640|A001450|A006040|A095610
2016-08-01,2,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A016250|A213500|A183190|A013120|A082740|A139130|A900140|A010690|A015750|A036830|A000370|A175330|A005990|A085620|A161000|A004440|A035810|A082640
2016-08-01,2,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A213500|A016250|A013120|A009410|A082740|A161000|A036830|A175330|A015750|A183190|A139130|A122990|A082640|A005990|A900140|A000370|A011760|A089470
2016-08-01,2,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A213500|A183190|A015760|A005850|A082740|A139130|A003300|A900140|A010690|A138930|A000370|A000990|A000270|A005740|A003030|A175330|A097230
2016-08-01,2,KOSPI_ALL,PER12MF,CF20,A005950|A213500|A010690|A004800|A015760|A009410|A082740|A003300|A161000|A086790|A005850|A097230|A175330|A183190|A138930|A139130|A003030|A042660|A012630|A103140
2016-08-01,2,KOSPI_ALL,PRIVATE_FLOW,BASE,A180640|A007160|A028050|A006800|A001680|A031430|A011070|A012610|A010140|A000670|A000210|A036580|A031440|A005880|A053210|A005950|A103140|A009540|A002020|A003490
2016-08-01,2,KOSPI_ALL,PRIVATE_FLOW,CF20,A012610|A000210|A180640|A007160|A103140|A009540|A005950|A000670|A001680|A213500|A053210|A002020|A003490|A034020|A006800|A036580|A031440|A052690|A011070|A005880
2016-08-02,3,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A054950|A100130|A181710|A084370|A007160|A010690|A240810|A095610|A009450|A213500|A035760|A031440|A161000|A013120|A011760|A067160|A039840|A006040|A038500|A192080
2016-08-02,3,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A084370|A100130|A007160|A161000|A213500|A013120|A181710|A011760|A009450|A039840|A054950|A240810|A031440|A095610|A035760|A067160|A001450|A180640|A006040
2016-08-02,3,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A016250|A213500|A013120|A183190|A082740|A139130|A900140|A036830|A010690|A015750|A000370|A175330|A005990|A085620|A035810|A004440|A004980|A161000
2016-08-02,3,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A213500|A082740|A013120|A016250|A009410|A036830|A161000|A175330|A015750|A183190|A139130|A900140|A011760|A082640|A005990|A000370|A089470|A035810
2016-08-02,3,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A213500|A005850|A183190|A015760|A082740|A139130|A003300|A900140|A138930|A010690|A000270|A000370|A000990|A005740|A097230|A003030|A005380
2016-08-02,3,KOSPI_ALL,PER12MF,CF20,A005950|A010690|A213500|A004800|A082740|A015760|A009410|A003300|A097230|A005850|A086790|A175330|A183190|A012630|A161000|A138930|A139130|A042660|A000270|A003030
2016-08-02,3,KOSPI_ALL,PRIVATE_FLOW,BASE,A180640|A001680|A028050|A007160|A006800|A031430|A002020|A012610|A010140|A103140|A020560|A036580|A000210|A000670|A005950|A031440|A003490|A002320|A009540|A009150
2016-08-02,3,KOSPI_ALL,PRIVATE_FLOW,CF20,A012610|A103140|A180640|A000210|A007160|A005950|A009540|A001680|A002020|A000670|A213500|A003490|A034020|A052690|A060980|A036580|A006800|A031440|A053210|A031430
2016-08-03,4,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A054950|A100130|A181710|A084370|A007160|A010690|A240810|A095610|A009450|A213500|A035760|A031440|A161000|A013120|A011760|A222040|A037560|A067160|A039840|A006040
2016-08-03,4,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A100130|A084370|A007160|A213500|A161000|A013120|A009450|A181710|A054950|A011760|A240810|A035760|A039840|A095610|A031440|A067160|A001450|A006040|A192080
2016-08-03,4,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A016250|A213500|A013120|A082740|A183190|A139130|A900140|A010690|A015750|A036830|A000370|A175330|A005990|A161000|A085620|A082640|A004980|A004440
2016-08-03,4,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A213500|A082740|A013120|A009410|A016250|A161000|A036830|A175330|A015750|A183190|A139130|A082640|A900140|A011760|A005990|A000370|A122990|A035760
2016-08-03,4,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A213500|A005850|A082740|A183190|A015760|A139130|A003300|A138930|A900140|A010690|A000270|A000370|A000990|A097230|A005740|A005380|A003030
2016-08-03,4,KOSPI_ALL,PER12MF,CF20,A005950|A004800|A213500|A010690|A082740|A015760|A009410|A003300|A097230|A086790|A005850|A161000|A175330|A183190|A138930|A042660|A139130|A000270|A012630|A003030
2016-08-03,4,KOSPI_ALL,PRIVATE_FLOW,BASE,A180640|A001680|A028050|A002020|A006800|A007160|A010140|A031430|A012610|A000670|A036580|A103140|A053210|A031440|A020560|A009540|A003490|A009150|A005950|A002320
2016-08-03,4,KOSPI_ALL,PRIVATE_FLOW,CF20,A012610|A103140|A180640|A009540|A007160|A005950|A002020|A001680|A000670|A053210|A060980|A003490|A213500|A034020|A036580|A006800|A031440|A006360|A006060|A052690
2016-08-04,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A054950|A100130|A084370|A181710|A010690|A095610|A240810|A009450|A213500|A035760|A031440|A161000|A013120|A011760|A222040|A067160|A034230|A039840|A006040|A038500
2016-08-04,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A100130|A084370|A161000|A013120|A213500|A009450|A011760|A054950|A095610|A181710|A031440|A240810|A039840|A035760|A067160|A001450|A006040|A175330|A192080
2016-08-04,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A016250|A213500|A013120|A082740|A183190|A139130|A900140|A036830|A015750|A010690|A000370|A175330|A005990|A161000|A004440|A082640|A035810|A085620
2016-08-04,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A013120|A016250|A213500|A036830|A009410|A082740|A161000|A175330|A015750|A183190|A139130|A082640|A900140|A011760|A005990|A000370|A122990|A003690
2016-08-04,5,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A213500|A015760|A005850|A082740|A183190|A139130|A138930|A003300|A900140|A010690|A000270|A000370|A097230|A005740|A005380|A003030|A000990
2016-08-04,5,KOSPI_ALL,PER12MF,CF20,A005950|A004800|A010690|A015760|A213500|A082740|A009410|A003300|A005850|A097230|A086790|A161000|A175330|A183190|A138930|A042660|A139130|A000270|A012630|A003030
2016-08-04,5,KOSPI_ALL,PRIVATE_FLOW,BASE,A180640|A001680|A028050|A007160|A006800|A009150|A002020|A010140|A020560|A053210|A000670|A103140|A031430|A012610|A009540|A005950|A006360|A004430|A064960|A003490
2016-08-04,5,KOSPI_ALL,PRIVATE_FLOW,CF20,A012610|A103140|A009540|A180640|A005950|A004380|A002020|A001680|A000210|A007160|A000670|A053210|A006360|A003490|A034020|A060980|A006800|A009150|A020560|A006060
2016-08-05,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A054950|A100130|A084370|A181710|A010690|A095610|A240810|A009450|A213500|A035760|A031440|A161000|A013120|A034230|A011760|A222040|A192080|A067160|A039840|A006040
2016-08-05,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A100130|A084370|A161000|A035760|A095610|A013120|A009450|A213500|A054950|A181710|A031440|A240810|A192080|A011760|A039840|A001450|A006040|A067160|A175330
2016-08-05,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A016250|A213500|A013120|A183190|A139130|A900140|A036830|A082740|A015750|A010690|A000370|A175330|A005990|A161000|A004980|A082640|A004440|A122990
2016-08-05,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A013120|A036830|A016250|A009410|A213500|A082740|A161000|A175330|A015750|A183190|A139130|A082640|A900140|A000370|A035760|A011760|A122990|A005990
2016-08-05,6,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A213500|A015760|A005850|A183190|A139130|A003300|A900140|A138930|A082740|A000270|A010690|A005740|A000370|A003030|A005380|A097230|A175330
2016-08-05,6,KOSPI_ALL,PER12MF,CF20,A005950|A004800|A010690|A015760|A009410|A213500|A082740|A003300|A005850|A161000|A086790|A097230|A175330|A183190|A003030|A000270|A139130|A042660|A138930|A900140
2016-08-05,6,KOSPI_ALL,PRIVATE_FLOW,BASE,A180640|A001680|A028050|A009150|A007160|A002020|A006800|A053210|A012610|A020560|A009540|A000670|A010140|A031430|A064960|A103140|A005950|A006360|A004430|A002320
2016-08-05,6,KOSPI_ALL,PRIVATE_FLOW,CF20,A012610|A009540|A103140|A005950|A004380|A180640|A002020|A001680|A053210|A007160|A000670|A020560|A006360|A000210|A003490|A005940|A009150|A006800|A006060|A028050
2016-08-08,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A054950|A100130|A084370|A095610|A010690|A240810|A009450|A020560|A213500|A031440|A161000|A013120|A011760|A034230|A222040|A006040|A192080|A096530|A038500|A016100
2016-08-08,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A100130|A084370|A095610|A020560|A161000|A013120|A009450|A054950|A192080|A213500|A240810|A031440|A011760|A001450|A006040|A039840|A034230|A056190|A038500
2016-08-08,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A016250|A213500|A013120|A183190|A036830|A900140|A139130|A082740|A015750|A000370|A010690|A175330|A005990|A161000|A004440|A011760|A082640|A085620
2016-08-08,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A010690|A036830|A013120|A016250|A009410|A213500|A161000|A082740|A175330|A183190|A015750|A139130|A900140|A011760|A082640|A000370|A003690|A035760|A122990
2016-08-08,7,KOSPI_ALL,PER12MF,BASE,A009410|A005950|A004800|A213500|A015760|A183190|A005850|A003300|A900140|A139130|A082740|A138930|A000270|A000370|A010690|A005740|A005380|A003030|A175330|A097230
2016-08-08,7,KOSPI_ALL,PER12MF,CF20,A005950|A004800|A010690|A015760|A009410|A213500|A005850|A082740|A097230|A175330|A161000|A086790|A183190|A003300|A000270|A003030|A042660|A139130|A138930|A103140
2016-08-08,7,KOSPI_ALL,PRIVATE_FLOW,BASE,A180640|A001680|A033240|A009150|A028050|A006800|A002020|A007160|A004380|A002320|A192820|A020560|A006360|A064960|A053210|A000670|A031430|A009540|A103140|A097230
2016-08-08,7,KOSPI_ALL,PRIVATE_FLOW,CF20,A004380|A009540|A103140|A033240|A180640|A005950|A006360|A097230|A020560|A002020|A007160|A000670|A001680|A053210|A006800|A000210|A009150|A003490|A005940|A002320
2016-08-09,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A054950|A095610|A100130|A084370|A010690|A240810|A009450|A020560|A213500|A031440|A161000|A013120|A035760|A011760|A034230|A222040|A006040|A192080|A005950|A096530
2016-08-09,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A010690|A100130|A084370|A095610|A020560|A161000|A005950|A013120|A035760|A009450|A054950|A213500|A031440|A240810|A011760|A192080|A001450|A006040|A039840|A034230
2016-08-09,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A009410|A005950|A016250|A213500|A013120|A183190|A036830|A139130|A900140|A082740|A015750|A000370|A010690|A005990|A175330|A161000|A004430|A085620|A004440|A122990
2016-08-09,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005950|A036830|A010690|A013120|A009410|A016250|A213500|A161000|A082740|A175330|A183190|A015750|A139130|A900140|A082640|A000370|A011760|A003690|A122990|A004430
