date,phase,universe,factor,strategy,codes
2025-04-01,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A306200|A071320|A011760|A000370|A016380|A010690|A082640|A051360|A006040|A002350|A005440|A036530|A017940|A383800|A294870|A215000|A051500|A265520|A183190|A950170
2025-04-01,8,KOSPI_ALL,PER12MF,BASE,A000370|A015760|A001450|A071320|A011760|A000240|A383800|A402340|A082640|A005440|A088350|A016380|A036460|A017940|A073240|A139130|A306200|A000270|A005830|A006040
2025-04-01,8,KOSPI_ALL,PER12MF,CF20,A015760|A071320|A402340|A011760|A306200|A000370|A016380|A000240|A001450|A139130|A010690|A082640|A088350|A005440|A017940|A006040|A383800|A039490|A073240|A036460
2025-04-01,8,KOSPI_ALL,PRIVATE_FLOW,BASE,A489790|A035150|A100840|A103140|A000670|A001040|A007660|A064350|A145720|A001680|A462870|A004370|A000640|A298040|A009900|A139480|A003160|A026890|A383220|A012630
2025-04-01,8,KOSPI_ALL,PRIVATE_FLOW,CF20,A012630|A100840|A001680|A103140|A139480|A026890|A064350|A001040|A035150|A000640|A294870|A071970|A000670|A145720|A011780|A013890|A007660|A489790|A192080|A002350
2025-04-02,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A397030|A298380|A389650|A196170|A013890|A950170|A218410|A042000|A084850|A215000|A099430|A095610|A204620|A097520|A336570|A100840|A034120|A082920|A014830|A032350
2025-04-02,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A013890|A950170|A215000|A100840|A097520|A099430|A095610|A192400|A306200|A397030|A196170|A218410|A389650|A014830|A204620|A298380|A042000|A041510|A005180|A084850
2025-04-02,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A071320|A011760|A383800|A082640|A005440|A051360|A016380|A017940|A306200|A006040|A010690|A009900|A002350|A036530|A005880|A265520|A272450|A051500|A057050
2025-04-02,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A306200|A071320|A000370|A011760|A010690|A006040|A016380|A051360|A005440|A082640|A002350|A383800|A017940|A036530|A215000|A051500|A294870|A265520|A183190|A035150
2025-04-02,9,KOSPI_ALL,PER12MF,BASE,A000370|A015760|A001450|A071320|A011760|A000240|A383800|A402340|A082640|A005440|A088350|A016380|A036460|A017940|A306200|A073240|A139130|A000270|A005830|A006040
2025-04-02,9,KOSPI_ALL,PER12MF,CF20,A015760|A402340|A071320|A306200|A000370|A011760|A001450|A000240|A016380|A005440|A088350|A010690|A082640|A006040|A383800|A039490|A017940|A139130|A073240|A002350
2025-04-02,9,KOSPI_ALL,PRIVATE_FLOW,BASE,A489790|A035150|A100840|A103140|A001040|A000670|A145720|A003160|A007660|A004370|A000640|A071970|A026890|A009900|A462870|A298040|A001680|A139480|A383220|A011780
2025-04-02,9,KOSPI_ALL,PRIVATE_FLOW,CF20,A100840|A026890|A103140|A012630|A139480|A001040|A001680|A013890|A071970|A000640|A035150|A294870|A145720|A192080|A011780|A064350|A000670|A489790|A002350|A005180
2025-04-03,0,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A397030|A298380|A389650|A196170|A013890|A950170|A218410|A042000|A215000|A099430|A095610|A204620|A097520|A336570|A100840|A034120|A082920|A014830|A032350|A192400
2025-04-03,0,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A950170|A215000|A013890|A100840|A097520|A099430|A095610|A192400|A306200|A196170|A397030|A298380|A389650|A041510|A014830|A218410|A204620|A042000|A034120|A005180
2025-04-03,0,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A071320|A011760|A383800|A082640|A005440|A051360|A016380|A017940|A306200|A010690|A006040|A009900|A002350|A005880|A036530|A265520|A272450|A051500|A057050
2025-04-03,0,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A306200|A071320|A000370|A011760|A010690|A006040|A051360|A005440|A082640|A016380|A002350|A017940|A383800|A215000|A036530|A294870|A051500|A265520|A183190|A035150
2025-04-03,0,KOSPI_ALL,PER12MF,BASE,A000370|A015760|A001450|A071320|A011760|A000240|A383800|A402340|A082640|A005440|A088350|A016380|A073240|A017940|A036460|A139130|A306200|A000270|A005830|A010690
2025-04-03,0,KOSPI_ALL,PER12MF,CF20,A015760|A071320|A402340|A306200|A000370|A011760|A001450|A000240|A088350|A016380|A005440|A010690|A082640|A006040|A383800|A017940|A039490|A139130|A073240|A005830
2025-04-03,0,KOSPI_ALL,PRIVATE_FLOW,BASE,A489790|A035150|A103140|A100840|A001040|A000670|A145720|A007660|A003160|A026890|A462870|A000640|A009900|A298040|A071970|A004370|A383220|A139480|A013890|A032350
2025-04-03,0,KOSPI_ALL,PRIVATE_FLOW,CF20,A026890|A100840|A103140|A017960|A139480|A001040|A013890|A035150|A000640|A071970|A012630|A145720|A001680|A192080|A294870|A007660|A489790|A005810|A011780|A002350
2025-04-04,1,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A222800|A397030|A389650|A196170|A013890|A218410|A042000|A215000|A099430|A095610|A097520|A336570|A100840|A034120|A082920|A032350|A192400|A306200|A041510|A058470
2025-04-04,1,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A215000|A013890|A097520|A306200|A100840|A222800|A192400|A397030|A099430|A095610|A041510|A196170|A218410|A389650|A032350|A122870|A034120|A005180|A336570|A014830
2025-04-04,1,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A383800|A082640|A051360|A005440|A016380|A017940|A306200|A010690|A036530|A006040|A002350|A009900|A265520|A005880|A272450|A057050|A035150
2025-04-04,1,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A306200|A071320|A000370|A011760|A051360|A082640|A010690|A006040|A005440|A016380|A036530|A017940|A383800|A215000|A002350|A051500|A265520|A294870|A035150|A183190
2025-04-04,1,KOSPI_ALL,PER12MF,BASE,A000370|A015760|A001450|A011760|A071320|A402340|A000240|A383800|A082640|A005440|A088350|A016380|A036460|A073240|A017940|A306200|A139130|A000270|A005830|A039490
2025-04-04,1,KOSPI_ALL,PER12MF,CF20,A015760|A071320|A402340|A306200|A000370|A011760|A082640|A001450|A000240|A139130|A005440|A016380|A088350|A010690|A039490|A017940|A383800|A006040|A036530|A316140
2025-04-04,1,KOSPI_ALL,PRIVATE_FLOW,BASE,A035150|A489790|A001040|A103140|A000670|A100840|A145720|A003160|A026890|A071970|A032350|A009900|A298040|A017960|A000640|A066970|A462870|A383220|A139480|A192080
2025-04-04,1,KOSPI_ALL,PRIVATE_FLOW,CF20,A017960|A026890|A001040|A139480|A103140|A100840|A071970|A035150|A000640|A192080|A032350|A001680|A489790|A145720|A011780|A298040|A005180|A002350|A025540|A005810
2025-04-07,2,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A222800|A196170|A389650|A013890|A218410|A336570|A099430|A097520|A095610|A100840|A034120|A032350|A082920|A192400|A041510|A058470|A306200|A014830|A122870|A339770
2025-04-07,2,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A013890|A097520|A192400|A100840|A095610|A222800|A196170|A306200|A336570|A041510|A099430|A034120|A032350|A122870|A389650|A218410|A339770|A014830|A005180|A044490
2025-04-07,2,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A383800|A082640|A051360|A005440|A016380|A017940|A306200|A036530|A005880|A006040|A002350|A009900|A057050|A090460|A051500|A272450|A183190
2025-04-07,2,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A071320|A000370|A306200|A383800|A051360|A011760|A082640|A036530|A006040|A016380|A005440|A017940|A051500|A002350|A215000|A294870|A183190|A035150|A025540|A267980
2025-04-07,2,KOSPI_ALL,PER12MF,BASE,A000370|A001450|A015760|A402340|A011760|A071320|A000240|A383800|A082640|A005440|A088350|A016380|A036460|A073240|A017940|A306200|A000270|A139130|A005830|A039490
2025-04-07,2,KOSPI_ALL,PER12MF,CF20,A015760|A000370|A071320|A402340|A306200|A383800|A082640|A011760|A000240|A139130|A088350|A016380|A005440|A001450|A036530|A017940|A006040|A039490|A316140|A073240
2025-04-07,2,KOSPI_ALL,PRIVATE_FLOW,BASE,A035150|A489790|A001040|A000670|A103140|A032350|A017960|A145720|A139480|A100840|A009900|A298040|A026890|A003160|A071970|A462870|A000640|A383220|A005810|A002350
2025-04-07,2,KOSPI_ALL,PRIVATE_FLOW,CF20,A139480|A001040|A026890|A103140|A035150|A017960|A032350|A100840|A071970|A000640|A192080|A001680|A489790|A005180|A298040|A029530|A145720|A001530|A014830|A002350
2025-04-08,3,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A222800|A389650|A196170|A013890|A419530|A218410|A336570|A099430|A097520|A095610|A100840|A034120|A032350|A082920|A192400|A041510|A058470|A122870|A306200|A014830
2025-04-08,3,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A419530|A013890|A192400|A097520|A095610|A196170|A100840|A222800|A336570|A099430|A041510|A306200|A389650|A122870|A032350|A034120|A218410|A339770|A014830|A082920
2025-04-08,3,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A383800|A082640|A005440|A016380|A017940|A306200|A036530|A005880|A002350|A009900|A057050|A090460|A272450|A025540|A035150|A005090|A051500
2025-04-08,3,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A071320|A000370|A306200|A011760|A082640|A383800|A036530|A016380|A005440|A017940|A002350|A051500|A215000|A035150|A025540|A294870|A183190|A005090|A006040|A267980
2025-04-08,3,KOSPI_ALL,PER12MF,BASE,A000370|A001450|A015760|A402340|A011760|A071320|A000240|A383800|A082640|A005440|A088350|A016380|A036460|A073240|A017940|A306200|A139130|A005830|A000270|A039490
2025-04-08,3,KOSPI_ALL,PER12MF,CF20,A015760|A071320|A000370|A402340|A306200|A082640|A011760|A383800|A000240|A139130|A016380|A088350|A005440|A036530|A001450|A017940|A039490|A316140|A073240|A036460
2025-04-08,3,KOSPI_ALL,PRIVATE_FLOW,BASE,A035150|A017960|A001040|A000670|A032350|A139480|A103140|A489790|A145720|A009900|A100840|A026890|A003160|A298040|A462870|A000640|A383220|A005810|A066970|A002350
2025-04-08,3,KOSPI_ALL,PRIVATE_FLOW,CF20,A139480|A001040|A026890|A017960|A035150|A103140|A032350|A100840|A000640|A014830|A071970|A192080|A001680|A298040|A005180|A029530|A145720|A383220|A002350|A489790
2025-04-09,4,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A222800|A389650|A196170|A060280|A013890|A218410|A336570|A099430|A097520|A095610|A100840|A034120|A032350|A082920|A192400|A041510|A014830|A031980|A058470|A122870
2025-04-09,4,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A192400|A095610|A013890|A097520|A100840|A196170|A099430|A041510|A306200|A336570|A389650|A032350|A222800|A122870|A014830|A034120|A218410|A082920|A339770|A060280
2025-04-09,4,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A383800|A082640|A005440|A016380|A017940|A306200|A005880|A036530|A009900|A002350|A090460|A272450|A051500|A057050|A005090|A035150|A025540
2025-04-09,4,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A071320|A306200|A000370|A036530|A082640|A011760|A383800|A005440|A016380|A017940|A051500|A002350|A215000|A035150|A294870|A025540|A183190|A006040|A005090|A005880
2025-04-09,4,KOSPI_ALL,PER12MF,BASE,A000370|A001450|A015760|A402340|A011760|A071320|A000240|A082640|A383800|A005440|A088350|A016380|A073240|A017940|A036460|A005830|A139130|A000270|A306200|A039490
2025-04-09,4,KOSPI_ALL,PER12MF,CF20,A015760|A071320|A000370|A402340|A306200|A082640|A383800|A011760|A000240|A036530|A139130|A088350|A016380|A005440|A017940|A071050|A073240|A036460|A138930|A001450
2025-04-09,4,KOSPI_ALL,PRIVATE_FLOW,BASE,A035150|A017960|A001040|A000670|A032350|A139480|A103140|A145720|A009900|A026890|A100840|A000640|A489790|A298040|A383220|A462870|A003160|A005810|A071970|A002350
2025-04-09,4,KOSPI_ALL,PRIVATE_FLOW,CF20,A139480|A001040|A026890|A017960|A035150|A103140|A032350|A000640|A100840|A014830|A071970|A192080|A000720|A383220|A145720|A001530|A029530|A298040|A139130|A000670
2025-04-10,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A222800|A298380|A389650|A196170|A060280|A013890|A218410|A336570|A095610|A100840|A097520|A032350|A082920|A192400|A041510|A014830|A031980|A058470|A122870|A306200
2025-04-10,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A298380|A013890|A192400|A100840|A095610|A097520|A041510|A336570|A196170|A032350|A306200|A014830|A389650|A122870|A082920|A222800|A339770|A060280|A218410|A005610
2025-04-10,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A383800|A082640|A005440|A016380|A017940|A306200|A009900|A012630|A036530|A005880|A002350|A272450|A090460|A051500|A057050|A183190|A005090
2025-04-10,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A306200|A071320|A012630|A000370|A036530|A011760|A082640|A383800|A005440|A016380|A051500|A017940|A002350|A183190|A215000|A035150|A025540|A005090|A006040|A267980
2025-04-10,5,KOSPI_ALL,PER12MF,BASE,A000370|A001450|A015760|A011760|A402340|A071320|A000240|A383800|A082640|A088350|A005440|A016380|A073240|A017940|A036460|A139130|A005830|A000270|A306200|A039490
2025-04-10,5,KOSPI_ALL,PER12MF,CF20,A015760|A402340|A071320|A000370|A306200|A011760|A082640|A383800|A012630|A000240|A036530|A139130|A005440|A016380|A088350|A017940|A073240|A036460|A138930|A005830
2025-04-10,5,KOSPI_ALL,PRIVATE_FLOW,BASE,A035150|A017960|A032350|A001040|A000670|A145720|A139480|A103140|A000640|A009900|A026890|A489790|A383220|A003160|A462870|A100840|A000720|A298040|A005810|A014830
2025-04-10,5,KOSPI_ALL,PRIVATE_FLOW,CF20,A139480|A001040|A017960|A026890|A000720|A035150|A032350|A103140|A000640|A014830|A100840|A192080|A383220|A145720|A005610|A298040|A029530|A139130|A489790|A025540
2025-04-11,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A222800|A298380|A196170|A060280|A013890|A218410|A095610|A336570|A100840|A078340|A097520|A195940|A032350|A082920|A192400|A041510|A014830|A031980|A058470|A306200
2025-04-11,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A298380|A100840|A013890|A192400|A196170|A097520|A336570|A095610|A078340|A041510|A032350|A005440|A306200|A014830|A222800|A218410|A122870|A195940|A060280|A082920
2025-04-11,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A383800|A082640|A005440|A016380|A017940|A306200|A009900|A036530|A005880|A012630|A002350|A272450|A051500|A090460|A025540|A183190|A057050
2025-04-11,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A071320|A005440|A306200|A000370|A012630|A082640|A036530|A011760|A383800|A016380|A051500|A017940|A002350|A183190|A025540|A215000|A035150|A006040|A453340|A267980
2025-04-11,6,KOSPI_ALL,PER12MF,BASE,A000370|A001450|A015760|A402340|A011760|A000240|A071320|A383800|A082640|A088350|A005440|A073240|A016380|A036460|A017940|A000270|A139130|A005830|A306200|A039490
2025-04-11,6,KOSPI_ALL,PER12MF,CF20,A015760|A402340|A071320|A005440|A000370|A306200|A082640|A011760|A383800|A000240|A036530|A036460|A139130|A088350|A016380|A012630|A138930|A073240|A017940|A001450
2025-04-11,6,KOSPI_ALL,PRIVATE_FLOW,BASE,A035150|A017960|A489790|A032350|A001040|A145720|A139480|A103140|A000670|A009900|A026890|A000640|A000720|A383220|A100840|A298040|A014830|A005810|A006650|A248070
2025-04-11,6,KOSPI_ALL,PRIVATE_FLOW,CF20,A139480|A001040|A000720|A026890|A017960|A035150|A032350|A014830|A100840|A103140|A000640|A192080|A489790|A145720|A383220|A005610|A298040|A017800|A001530|A272210
2025-04-14,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A222800|A298380|A196170|A060280|A013890|A003570|A218410|A095610|A100840|A336570|A032350|A252990|A195940|A014830|A131290|A192400|A053030|A041510|A031980|A017810
2025-04-14,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A298380|A100840|A013890|A192400|A003570|A032350|A014830|A196170|A005440|A041510|A095610|A336570|A195940|A218410|A122870|A097520|A222800|A060280|A017810|A053030
2025-04-14,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A383800|A051360|A082640|A005440|A016380|A017940|A306200|A010690|A002350|A009900|A036530|A005880|A272450|A051500|A012630|A025540|A057050
2025-04-14,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A071320|A005440|A051360|A000370|A011760|A012630|A383800|A306200|A036530|A010690|A082640|A016380|A051500|A017940|A002350|A183190|A025540|A215000|A453340|A035150
2025-04-14,7,KOSPI_ALL,PER12MF,BASE,A000370|A001450|A015760|A402340|A011760|A071320|A000240|A383800|A082640|A088350|A005440|A016380|A073240|A017940|A036460|A000270|A139130|A005830|A306200|A010690
2025-04-14,7,KOSPI_ALL,PER12MF,CF20,A015760|A071320|A005440|A402340|A000370|A011760|A139130|A383800|A036460|A000240|A082640|A016380|A306200|A010690|A036530|A088350|A073240|A012630|A017940|A005830
2025-04-14,7,KOSPI_ALL,PRIVATE_FLOW,BASE,A008060|A035150|A017960|A489790|A032350|A145720|A139480|A103140|A071970|A100840|A026890|A000720|A009900|A000670|A383220|A001040|A000640|A014830|A005810|A298040
2025-04-14,7,KOSPI_ALL,PRIVATE_FLOW,CF20,A008060|A139480|A000720|A100840|A017960|A071970|A014830|A026890|A035150|A097230|A032350|A001040|A103140|A000640|A383220|A145720|A192080|A005610|A001530|A272210
2025-04-15,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A222800|A298380|A196170|A013890|A003570|A095610|A100840|A336570|A032350|A195940|A252990|A041510|A014830|A131290|A192400|A053030|A031980|A263750|A017810|A097520
2025-04-15,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A298380|A003570|A100840|A192400|A013890|A032350|A041510|A014830|A005440|A336570|A195940|A196170|A095610|A222800|A122870|A017810|A097520|A263750|A053030|A252990
2025-04-15,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A383800|A051360|A082640|A005440|A016380|A017940|A306200|A010690|A002350|A036530|A009900|A272450|A012630|A005880|A051500|A057050|A025540
2025-04-15,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A071320|A005440|A051360|A000370|A011760|A012630|A036530|A383800|A306200|A010690|A082640|A051500|A002350|A017940|A016380|A183190|A215000|A025540|A035150|A453340
2025-04-15,8,KOSPI_ALL,PER12MF,BASE,A000370|A001450|A015760|A402340|A011760|A000240|A071320|A383800|A082640|A005440|A016380|A088350|A073240|A017940|A036460|A000270|A139130|A005830|A306200|A039490
2025-04-15,8,KOSPI_ALL,PER12MF,CF20,A015760|A071320|A005440|A402340|A000370|A011760|A139130|A000240|A383800|A036460|A036530|A306200|A073240|A082640|A010690|A088350|A012630|A017940|A005830|A001450
2025-04-15,8,KOSPI_ALL,PRIVATE_FLOW,BASE,A008060|A035150|A017960|A032350|A489790|A071970|A145720|A100840|A139480|A103140|A026890|A000640|A000720|A000670|A383220|A009900|A034230|A298040|A014830|A005810
2025-04-15,8,KOSPI_ALL,PRIVATE_FLOW,CF20,A008060|A139480|A100840|A000720|A071970|A035150|A017960|A026890|A032350|A014830|A015760|A000640|A103140|A001040|A005610|A383220|A145720|A298040|A192080|A005810
2025-04-16,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A222800|A298380|A196170|A013890|A003570|A218410|A095610|A100840|A336570|A032350|A195940|A252990|A041510|A131290|A263750|A014830|A192400|A053030|A031980|A017810
2025-04-16,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A298380|A003570|A100840|A013890|A192400|A032350|A041510|A005440|A014830|A196170|A336570|A218410|A195940|A097520|A095610|A263750|A017810|A122870|A131290|A053030
2025-04-16,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A051360|A082640|A016380|A005440|A383800|A017940|A306200|A010690|A002350|A036530|A009900|A265520|A005880|A025540|A051500|A090460|A012630
2025-04-16,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A071320|A005440|A051360|A000370|A011760|A036530|A012630|A082640|A010690|A306200|A383800|A051500|A002350|A017940|A016380|A025540|A183190|A215000|A035150|A265520
2025-04-16,9,KOSPI_ALL,PER12MF,BASE,A000370|A001450|A015760|A402340|A011760|A000240|A071320|A082640|A016380|A088350|A005440|A383800|A073240|A036460|A017940|A000270|A306200|A139130|A005830|A010690
2025-04-16,9,KOSPI_ALL,PER12MF,CF20,A015760|A071320|A005440|A402340|A000370|A011760|A139130|A000240|A036460|A036530|A082640|A073240|A088350|A383800|A010690|A306200|A012630|A016380|A001450|A017940
2025-04-16,9,KOSPI_ALL,PRIVATE_FLOW,BASE,A008060|A035150|A017960|A032350|A489790|A071970|A145720|A139480|A100840|A026890|A383220|A000640|A009900|A000720|A034230|A000670|A298040|A005810|A014830|A103140
2025-04-16,9,KOSPI_ALL,PRIVATE_FLOW,CF20,A008060|A139480|A100840|A000720|A071970|A017960|A035150|A032350|A014830|A026890|A000640|A015760|A001040|A383220|A145720|A298040|A005610|A103140|A016590|A003570
2025-04-17,0,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A298380|A222800|A196170|A013890|A003570|A218410|A095610|A100840|A336570|A075580|A032350|A195940|A017960|A252990|A041510|A131290|A014830|A192400|A095660|A053030
2025-04-17,0,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A298380|A100840|A003570|A017960|A013890|A192400|A032350|A218410|A075580|A041510|A336570|A095660|A005440|A014830|A196170|A195940|A095610|A017810|A097520|A005610
2025-04-17,0,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A051360|A082640|A016380|A005440|A383800|A017940|A306200|A010690|A002350|A036530|A005880|A009900|A265520|A025540|A012630|A057050|A090460
2025-04-17,0,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A071320|A005440|A051360|A000370|A012630|A011760|A036530|A082640|A010690|A383800|A306200|A002350|A016380|A017940|A051500|A183190|A025540|A215000|A035150|A005090
2025-04-17,0,KOSPI_ALL,PER12MF,BASE,A000370|A001450|A015760|A402340|A011760|A000240|A071320|A082640|A016380|A088350|A005440|A383800|A073240|A017940|A036460|A000270|A005830|A139130|A306200|A010690
2025-04-17,0,KOSPI_ALL,PER12MF,CF20,A015760|A071320|A005440|A000370|A402340|A011760|A139130|A000240|A036460|A036530|A082640|A073240|A088350|A383800|A010690|A012630|A071050|A016380|A306200|A002350
2025-04-17,0,KOSPI_ALL,PRIVATE_FLOW,BASE,A008060|A489790|A035150|A017960|A032350|A071970|A100840|A139480|A145720|A026890|A000640|A383220|A000670|A034230|A009900|A000720|A005810|A014830|A322000|A298040
2025-04-17,0,KOSPI_ALL,PRIVATE_FLOW,CF20,A008060|A139480|A017960|A100840|A071970|A014830|A035150|A026890|A032350|A000720|A003570|A000640|A383220|A322000|A001040|A015760|A192080|A005610|A016590|A145720
2025-04-18,1,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A298380|A222800|A196170|A013890|A003570|A218410|A032350|A095610|A100840|A336570|A075580|A195940|A017960|A252990|A131290|A041510|A014830|A192400|A095660|A053030
2025-04-18,1,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A298380|A100840|A003570|A017960|A032350|A013890|A192400|A218410|A195940|A014830|A075580|A095660|A196170|A041510|A336570|A005440|A095610|A097520|A017810|A005610
2025-04-18,1,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A016380|A005440|A383800|A082640|A017940|A306200|A010690|A002350|A036530|A005880|A009900|A265520|A051500|A090460|A025540|A057050|A012630
2025-04-18,1,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A071320|A005440|A000370|A011760|A012630|A036530|A010690|A383800|A082640|A051500|A306200|A017940|A016380|A002350|A183190|A215000|A035150|A025540|A005090|A267980
2025-04-18,1,KOSPI_ALL,PER12MF,BASE,A000370|A001450|A015760|A402340|A011760|A000240|A071320|A016380|A005440|A383800|A088350|A082640|A073240|A036460|A017940|A000270|A005830|A139130|A306200|A010690
2025-04-18,1,KOSPI_ALL,PER12MF,CF20,A015760|A071320|A005440|A000370|A402340|A139130|A011760|A000240|A036460|A036530|A383800|A073240|A088350|A082640|A010690|A071050|A012630|A016380|A017940|A306200
2025-04-18,1,KOSPI_ALL,PRIVATE_FLOW,BASE,A008060|A006220|A489790|A017960|A035150|A032350|A071970|A001530|A100840|A145720|A139480|A383220|A034230|A026890|A000640|A000720|A012510|A000670|A009900|A005810
2025-04-18,1,KOSPI_ALL,PRIVATE_FLOW,CF20,A008060|A139480|A017960|A001530|A100840|A071970|A014830|A000720|A035150|A032350|A026890|A006220|A383220|A001040|A000640|A278470|A016590|A015760|A005610|A145720
2025-04-21,2,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A298380|A222800|A196170|A013890|A003570|A218410|A098460|A032350|A075580|A336570|A095660|A195940|A017960|A252990|A131290|A041510|A053030|A014830|A031980|A166090
2025-04-21,2,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A298380|A003570|A017960|A095660|A032350|A196170|A013890|A218410|A195940|A014830|A336570|A005440|A083650|A075580|A017810|A041510|A222800|A097520|A098460|A005610
2025-04-21,2,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A000370|A011760|A071320|A016380|A005440|A383800|A082640|A017940|A306200|A010690|A036530|A005880|A009900|A265520|A002350|A025540|A051500|A012630|A090460|A057050
2025-04-21,2,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A005440|A071320|A012630|A000370|A011760|A036530|A383800|A082640|A017940|A051500|A306200|A010690|A016380|A025540|A183190|A035150|A215000|A002350|A005090|A950170
2025-04-21,2,KOSPI_ALL,PER12MF,BASE,A000370|A001450|A015760|A402340|A011760|A071320|A016380|A383800|A005440|A088350|A082640|A073240|A017940|A036460|A306200|A000270|A005830|A139130|A010690|A036530
2025-04-21,2,KOSPI_ALL,PER12MF,CF20,A015760|A005440|A071320|A000370|A402340|A139130|A011760|A036460|A036530|A012630|A088350|A383800|A073240|A082640|A017940|A071050|A306200|A016380|A010690|A001450
2025-04-21,2,KOSPI_ALL,PRIVATE_FLOW,BASE,A008060|A489790|A017960|A032350|A035150|A006220|A100840|A071970|A001530|A145720|A034230|A383220|A139480|A000640|A026890|A000670|A000720|A001040|A014830|A298040
2025-04-21,2,KOSPI_ALL,PRIVATE_FLOW,CF20,A008060|A139480|A017960|A001530|A100840|A071970|A026890|A032350|A014830|A000720|A035150|A383220|A006220|A000640|A034230|A489790|A001040|A005610|A015760|A145720
