universe,factor,strategy,phase,period,return_type,n_days,cagr,sharpe,mdd,calmar,annual_turnover,avg_missing_weight
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,6,BULL_2025,GROSS,242,0.930506339007221,2.9971153248895135,-0.15468516951688016,6.015485142586204,14.97404099426788,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,6,BULL_2025,NET30,242,0.8456237241701141,2.805335984796659,-0.15898123779076445,5.319015853197981,14.97404099426788,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,6,BULL_2025,NET60,242,0.7643214760406549,2.608752060721675,-0.1632632035348437,4.681529331117977,14.97404099426788,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,6,YTD_2026,GROSS,147,0.07021171475892851,0.4053639504589165,-0.4039019809529655,0.17383354890528424,16.202987632821486,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,6,YTD_2026,NET30,147,0.019383299584590175,0.32108585606651774,-0.4089591529216675,0.047396664058287685,16.202987632821486,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,6,YTD_2026,NET60,147,-0.029127860771229197,0.23658495050599354,-0.4139821146277287,-0.07036019127884854,16.202987632821486,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,FULL_2016_2026,GROSS,2592,0.19548540985667717,0.8077480723437424,-0.45899825993677734,0.4258957536867426,14.178364280110866,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,FULL_2016_2026,NET30,2592,0.14565719683442024,0.6462379440802485,-0.4752872775089828,0.3064613839398791,14.178364280110866,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,FULL_2016_2026,NET60,2592,0.09782049589793496,0.4847866655446158,-0.5011539436788135,0.19519051407610497,14.178364280110866,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,PRE_STRESS_2016_2024,GROSS,2203,0.14787079390506097,0.7018009909267559,-0.45899825993677734,0.3221598136895525,13.99450152877557,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,PRE_STRESS_2016_2024,NET30,2203,0.10063521704814082,0.523752065245402,-0.4752872775089828,0.2117355582829352,13.99450152877557,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,PRE_STRESS_2016_2024,NET60,2203,0.05526352279314972,0.3459843622105575,-0.5011539436788135,0.11027254896465062,13.99450152877557,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,EARLY_2016_2019,GROSS,972,0.11624575636661416,0.6591826107833969,-0.24204198033393554,0.4802710513533007,13.738496621574209,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,EARLY_2016_2019,NET30,972,0.07113532679072043,0.44778327821732583,-0.2589467185698837,0.27471028473961007,13.738496621574209,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,EARLY_2016_2019,NET60,972,0.027772867067937357,0.23764810308486595,-0.27550401457789286,0.10080748591082753,13.738496621574209,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,LATE_2020_2022,GROSS,742,0.21769720946714588,0.830284968038437,-0.4456971906307853,0.4884419602444518,14.154952166185293,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,LATE_2020_2022,NET30,742,0.16702530103107138,0.6824600191414698,-0.44748419843314424,0.37325407604538147,14.154952166185293,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,LATE_2020_2022,NET60,742,0.11837531665393985,0.5341419487484662,-0.44926836233120415,0.2634846487736269,14.154952166185293,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,NORMAL_2023_2024,GROSS,489,0.10941810971389776,0.5738805422913349,-0.23544235487369114,0.4647341799337583,14.259905203298494,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,NORMAL_2023_2024,NET30,489,0.06291687159911619,0.3834913581870716,-0.24924615084350565,0.2524286589228808,14.259905203298494,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,NORMAL_2023_2024,NET60,489,0.01828501199235877,0.19440567825482488,-0.26282386036797545,0.06957135462038423,14.259905203298494,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,BULL_2025,GROSS,242,0.8744299978611922,2.7930706105698255,-0.13923028103565938,6.2804584703613076,14.760521446786333,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,BULL_2025,NET30,242,0.793162976722648,2.6002422128137885,-0.14361274025650606,5.522929061209912,14.760521446786333,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,BULL_2025,NET60,242,0.71527499286918,2.4047331781434154,-0.14798041841106635,4.833578662294753,14.760521446786333,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,YTD_2026,GROSS,147,0.04837797249760256,0.3609307619313117,-0.40207004007179903,0.1203222515384721,15.975422830153024,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,YTD_2026,NET30,147,-0.0007305027686951293,0.27436488873975345,-0.4079874786032984,-0.0017905029124813524,15.975422830153024,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,7,YTD_2026,NET60,147,-0.04763162323011494,0.18790213301502848,-0.41409982305276605,-0.11502449549234788,15.975422830153024,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,FULL_2016_2026,GROSS,2591,0.1959887488086809,0.8110532370721906,-0.4410700419415321,0.4443483577936155,14.173626021173474,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,FULL_2016_2026,NET30,2591,0.1461557946752805,0.6499430622660678,-0.44699932844294143,0.32697094911617297,14.173626021173474,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,FULL_2016_2026,NET60,2591,0.09831373121091191,0.4881017263461954,-0.4528765323574441,0.21708727254896784,14.173626021173474,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,PRE_STRESS_2016_2024,GROSS,2202,0.15674845463332776,0.7406115006839911,-0.4350572174441705,0.36029388399571327,13.954419829346708,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,PRE_STRESS_2016_2024,NET30,2202,0.10928098616716997,0.5614559432430086,-0.43694086775104535,0.2501047492527861,13.954419829346708,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,PRE_STRESS_2016_2024,NET60,2202,0.06368092926778446,0.38168288350294144,-0.4388214634992549,0.14511808232892554,13.954419829346708,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,EARLY_2016_2019,GROSS,971,0.14276507647494463,0.7838124537129169,-0.2522154443014545,0.5660441487647683,13.519123093629554,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,EARLY_2016_2019,NET30,971,0.09730577892343795,0.5757885679128574,-0.2689214197563866,0.36183722000124174,13.519123093629554,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,EARLY_2016_2019,NET60,971,0.05357969383360128,0.3662969953086852,-0.28528205688365105,0.1878130521733203,13.519123093629554,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,LATE_2020_2022,GROSS,742,0.22266844976862576,0.8520618882233959,-0.43505721744417036,0.5118141725742089,14.12775117531502,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,LATE_2020_2022,NET30,742,0.17188555983709541,0.7023400581814302,-0.43694086775104546,0.3933840309371797,14.12775117531502,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,LATE_2020_2022,NET60,742,0.12312536453384304,0.552125964573331,-0.43882146349925455,0.28058191035601476,14.12775117531502,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,NORMAL_2023_2024,GROSS,489,0.08944220623913646,0.4978475247752117,-0.24009422585812346,0.37252960132406376,14.555772123156252,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,NORMAL_2023_2024,NET30,489,0.04285033293617935,0.3008819065737335,-0.25384405568560386,0.16880573713040267,14.555772123156252,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,NORMAL_2023_2024,NET60,489,-0.0018307136219967157,0.10423944522833717,-0.26736899145931414,-0.0068471426398573135,14.555772123156252,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,BULL_2025,GROSS,242,0.7236105309222405,2.393808313618824,-0.17364996856589376,4.167063990268774,15.136010235853977,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,BULL_2025,NET30,242,0.6470233832892982,2.209541806281517,-0.18167636092842399,3.5614065582489816,15.136010235853977,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,BULL_2025,NET60,242,0.5737018524120459,2.0213526527041803,-0.18964150651518463,3.0251913885007524,15.136010235853977,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,YTD_2026,GROSS,147,0.08012210804344955,0.41636431675519286,-0.4410700419415321,0.18165393344504335,15.872912105866382,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,YTD_2026,NET30,147,0.02984446020071352,0.3312520133585746,-0.4469993284429413,0.06676623051017204,15.872912105866382,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,8,YTD_2026,NET60,147,-0.01818655567152838,0.24591325346860382,-0.45287653235744396,-0.0401578672598875,15.872912105866382,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,FULL_2016_2026,GROSS,2590,0.1837736598759676,0.7767849198992567,-0.47349235590882943,0.38812381569123594,14.059668209659884,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,FULL_2016_2026,NET30,2590,0.13483821872298019,0.6149190765872015,-0.4896586281589218,0.27537188353028996,14.059668209659884,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,FULL_2016_2026,NET60,2590,0.08784226710228493,0.45287482286512115,-0.5236386360351786,0.16775360154361033,14.059668209659884,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,PRE_STRESS_2016_2024,GROSS,2201,0.15736696407621342,0.7483190426466345,-0.47349235590882943,0.33235375843430576,13.892137365749427,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,PRE_STRESS_2016_2024,NET30,2201,0.11008208388548124,0.5676112755919561,-0.4896586281589218,0.22481393680201506,13.892137365749427,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,PRE_STRESS_2016_2024,NET60,2201,0.06464965608414741,0.3867590124682076,-0.5236386360351786,0.1234623490994736,13.892137365749427,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,EARLY_2016_2019,GROSS,970,0.10289704710150938,0.6090691690557042,-0.2513514571189124,0.40937517642012156,13.27419718225724,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,EARLY_2016_2019,NET30,970,0.05980340034939724,0.3998103435161399,-0.26823985241522397,0.22294748454015736,13.27419718225724,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,EARLY_2016_2019,NET60,970,0.01832334875291397,0.1909237532008434,-0.28477530217848046,0.06434318079111359,13.27419718225724,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,LATE_2020_2022,GROSS,742,0.24452512532138404,0.9183834138348106,-0.44449114851244276,0.5501237226876723,14.161440398272143,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,LATE_2020_2022,NET30,742,0.19271405428918476,0.7670065629420263,-0.4487654478587729,0.42943157769542034,14.161440398272143,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,LATE_2020_2022,NET60,742,0.1429722023355231,0.6152990488069037,-0.4530151865967963,0.3156013453093676,14.161440398272143,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,NORMAL_2023_2024,GROSS,489,0.14065364058859453,0.7095153367712566,-0.24011336455689525,0.5857801411768833,14.709272596537907,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,NORMAL_2023_2024,NET30,489,0.09136864213073759,0.5084680554172554,-0.25333499020433325,0.3606633337820491,14.709272596537907,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,NORMAL_2023_2024,NET60,489,0.04412706691879831,0.30716448935664403,-0.2663479422450119,0.16567451787634266,14.709272596537907,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,BULL_2025,GROSS,242,0.6569788834478285,2.284474900508963,-0.17240728963155327,3.810621261153397,15.147489005128609,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,BULL_2025,NET30,242,0.58329709722781,2.082017485851579,-0.18024453661873308,3.236143009769246,15.147489005128609,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,BULL_2025,NET60,242,0.512758009970046,1.8783714523792583,-0.1880236723523867,2.7270928365288745,15.147489005128609,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,YTD_2026,GROSS,147,-0.04603449402493154,0.1950762741559343,-0.43401634356581675,-0.1060662684882294,14.777237971180172,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,YTD_2026,NET30,147,-0.0874422284170624,0.11600515351218897,-0.4400903300419795,-0.19869154682112972,14.777237971180172,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,9,YTD_2026,NET60,147,-0.12713036550976875,0.03690198858324076,-0.44611036193486686,-0.28497514596697504,14.777237971180172,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,FULL_2016_2026,GROSS,2599,0.09346856902872402,0.5246920679396652,-0.5439140374412751,0.1718443772262737,4.396920467428369,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,FULL_2016_2026,NET30,2599,0.07913497299371097,0.46315050565953336,-0.5548940870386149,0.1426127523110622,4.396920467428369,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,FULL_2016_2026,NET60,2599,0.06498012560161825,0.4015271338789025,-0.5670449030242287,0.11459432093483041,4.396920467428369,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,PRE_STRESS_2016_2024,GROSS,2210,0.06276931140686837,0.4024787063863397,-0.5439140374412751,0.11540299952939788,4.442329738129892,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,PRE_STRESS_2016_2024,NET30,2210,0.048695152199024205,0.33667870289648183,-0.5548940870386149,0.08775575976832409,4.442329738129892,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,PRE_STRESS_2016_2024,NET60,2210,0.03479827690612236,0.2708285905213312,-0.5670449030242287,0.06136776244796878,4.442329738129892,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,EARLY_2016_2019,GROSS,979,0.008681012860945359,0.13447327880004212,-0.33500286432548454,0.025913249662578994,4.778240495252692,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,EARLY_2016_2019,NET30,979,-0.005680417356598522,0.045520136690305864,-0.34498895185429357,-0.016465505130140085,4.778240495252692,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,EARLY_2016_2019,NET60,979,-0.01984805402893619,-0.04332626714199027,-0.356952444080059,-0.05560419702430886,4.778240495252692,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,LATE_2020_2022,GROSS,742,0.13083019250833772,0.606723770025045,-0.4266805061633625,0.306623317959239,4.235927518441571,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,LATE_2020_2022,NET30,742,0.11654662107102087,0.5573974067711751,-0.42869317905505633,0.27186488324334407,4.235927518441571,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,LATE_2020_2022,NET60,742,0.10243526518818968,0.5080300149917821,-0.43070059317029297,0.2378340471606646,4.235927518441571,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,NORMAL_2023_2024,GROSS,489,0.07386460393379868,0.4847253185452227,-0.19730139438689032,0.37437446482996883,4.083012387998022,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,NORMAL_2023_2024,NET30,489,0.06078751429479179,0.4172641520730836,-0.20136375522320948,0.30187912530440003,4.083012387998022,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,NORMAL_2023_2024,NET60,489,0.04786272242802814,0.34959858023970913,-0.20540752122930317,0.23301348529783097,4.083012387998022,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,BULL_2025,GROSS,242,0.37668418127930514,1.670715974625281,-0.1396595587876297,2.6971600408111116,3.9419390586134697,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,BULL_2025,NET30,242,0.3604954245627239,1.6134370712075734,-0.1421146008782358,2.5366529711580967,3.9419390586134697,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,BULL_2025,NET60,242,0.3444886732925938,1.5558764485277188,-0.1445636936192447,2.3829542858798023,3.9419390586134697,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,YTD_2026,GROSS,147,0.14832406964840028,0.5654297198395332,-0.25928642927850776,0.5720471760173792,4.463253887039504,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,YTD_2026,NET30,147,0.13304548503180613,0.5279846907263994,-0.26166582173106956,0.5084557247547039,4.463253887039504,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,0,YTD_2026,NET60,147,0.11795975232932299,0.49046929041879916,-0.2643986167984741,0.4461436060357021,4.463253887039504,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,FULL_2016_2026,GROSS,2598,0.09521856201034096,0.5313317828009695,-0.551222558382689,0.17274068443373647,4.58695026041305,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,FULL_2016_2026,NET30,2598,0.08024570850861568,0.46707871413104346,-0.5614216178170662,0.1429330577269701,4.58695026041305,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,FULL_2016_2026,NET60,2598,0.06546780148022346,0.4028468269937944,-0.571397917081579,0.1145747989677683,4.58695026041305,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,PRE_STRESS_2016_2024,GROSS,2209,0.05722329527633674,0.37684389815317043,-0.551222558382689,0.10381159915557953,4.560919089743188,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,PRE_STRESS_2016_2024,NET30,2209,0.04285131588152957,0.30914590497065236,-0.5614216178170662,0.07632644437195907,4.560919089743188,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,PRE_STRESS_2016_2024,NET60,2209,0.02866529742090118,0.2414576324578175,-0.571397917081579,0.050166961698617125,4.560919089743188,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,EARLY_2016_2019,GROSS,978,0.0036108329313966347,0.10262290848271362,-0.32959143260132917,0.010955481769953243,4.811937065168586,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,EARLY_2016_2019,NET30,978,-0.010778396680398483,0.012166498161304799,-0.33871848533274496,-0.031821105570338654,4.811937065168586,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,EARLY_2016_2019,NET60,978,-0.024971912903020477,-0.07822317638573306,-0.34773119276064735,-0.07181384190692755,4.811937065168586,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,LATE_2020_2022,GROSS,742,0.11573680494989214,0.5536489268263607,-0.4255513874125466,0.27196904621460494,4.444287577382576,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,LATE_2020_2022,NET30,742,0.10095512168702303,0.5020091836005603,-0.427544128149296,0.23612795742050297,4.444287577382576,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,LATE_2020_2022,NET60,742,0.08636048578452948,0.4503494879333202,-0.4295314466246817,0.2010574230668378,4.444287577382576,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,NORMAL_2023_2024,GROSS,489,0.08111097396804978,0.5228007225081427,-0.17378405569611832,0.46673426766999715,4.2358577445602315,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,NORMAL_2023_2024,NET30,489,0.0674556847473855,0.45203304442025,-0.17809340522613426,0.378765764300669,4.2358577445602315,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,NORMAL_2023_2024,NET60,489,0.053965136990521856,0.3813660711465864,-0.18238250300834014,0.29588988033602154,4.2358577445602315,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,BULL_2025,GROSS,242,0.3793027167951635,1.6759777947497152,-0.14054193469831033,2.698857943071447,4.417789547878229,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,BULL_2025,NET30,242,0.36113792955155355,1.6095299049648628,-0.1438697262978509,2.5101731882348637,4.417789547878229,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,BULL_2025,NET60,242,0.3432025180223124,1.542983154664294,-0.1471863888255981,2.3317544561065007,4.417789547878229,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,YTD_2026,GROSS,147,0.27362582272098157,0.8459435558804991,-0.2522934299969406,1.0845538971201099,5.25660841308755,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,YTD_2026,NET30,147,0.2536909053159826,0.8018068200522052,-0.25549136441969145,0.9929529551505653,5.25660841308755,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,1,YTD_2026,NET60,147,0.2340530339521525,0.757781548311082,-0.25867806932534043,0.904804317438225,5.25660841308755,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,FULL_2016_2026,GROSS,2597,0.10307673228770953,0.5643187731493717,-0.5563693935513048,0.18526671934588448,4.541502979638721,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,FULL_2016_2026,NET30,2597,0.08814486522094689,0.5008382573713831,-0.5667287827771653,0.15553271317720416,4.541502979638721,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,FULL_2016_2026,NET60,2597,0.07340543455414394,0.4373182765384785,-0.5793555876737053,0.1267018668947163,4.541502979638721,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,PRE_STRESS_2016_2024,GROSS,2208,0.06465192950061693,0.41096787342329255,-0.5563693935513048,0.11620324599084035,4.519944560885665,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,PRE_STRESS_2016_2024,NET30,2208,0.05030806528303944,0.34399060558680655,-0.5667287827771653,0.08876920815017136,4.519944560885665,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,PRE_STRESS_2016_2024,NET60,2208,0.03614797367616629,0.2770169139484781,-0.5793555876737053,0.06239341510679436,4.519944560885665,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,EARLY_2016_2019,GROSS,977,0.006675464091234096,0.12244478065557897,-0.31935674223886246,0.020902843774130157,4.648822626521609,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,EARLY_2016_2019,NET30,977,-0.007271730752707817,0.03655961113988894,-0.3291835742972006,-0.022090199270218134,4.648822626521609,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,EARLY_2016_2019,NET60,977,-0.02103571746837951,-0.04932342339948812,-0.3432525089162193,-0.06128350681193094,4.648822626521609,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,LATE_2020_2022,GROSS,742,0.14349851573940242,0.6513583520995058,-0.4286936078406155,0.33473444230303034,4.627916513589044,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,LATE_2020_2022,NET30,742,0.12772709951261652,0.5970743379593552,-0.4310859473718579,0.2962914942862616,4.627916513589044,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,LATE_2020_2022,NET60,742,0.1121631957843856,0.5427869687320602,-0.4334704425229686,0.2587562721267721,4.627916513589044,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,NORMAL_2023_2024,GROSS,489,0.06834853446451428,0.45581376731578743,-0.1855621532722621,0.36833229868933104,4.098617241801359,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,NORMAL_2023_2024,NET30,489,0.055288919656222735,0.38776863557783514,-0.18972734261358037,0.2914125022497693,4.098617241801359,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,NORMAL_2023_2024,NET60,489,0.04238145218606659,0.3197807868902426,-0.19387341438865502,0.2186037333675114,4.098617241801359,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,BULL_2025,GROSS,242,0.39498031129618205,1.7299340669457204,-0.13110912138120612,3.0126074153739286,4.471727540802656,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,BULL_2025,NET30,242,0.376386090761073,1.6631789761474902,-0.13435551700015036,2.801418945532782,4.471727540802656,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,BULL_2025,NET60,242,0.3580293103876644,1.5962598672852018,-0.1375914328753437,2.6021192083378835,4.471727540802656,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,YTD_2026,GROSS,147,0.2765409580596736,0.8549122122306244,-0.24375245097605813,1.134515599545032,4.980187638176658,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,YTD_2026,NET30,147,0.25760455589748243,0.8139030165891515,-0.24610837086534243,1.04671188140297,4.980187638176658,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,2,YTD_2026,NET60,147,0.238937364766296,0.772792638118815,-0.24845817227863431,0.961680441319269,4.980187638176658,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,3,FULL_2016_2026,GROSS,2596,0.11567184356866966,0.6194667390333197,-0.5552616465857965,0.2083195269832068,4.566526527385334,0.0
