universe,factor,strategy,phase,period,return_type,n_days,cagr,sharpe,mdd,calmar,annual_turnover,avg_missing_weight
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,PRE_STRESS_2016_2024,NET30,2201,0.08126213291481532,0.4875474688876578,-0.5332455820462751,0.15239157275899076,5.88265677625462,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,PRE_STRESS_2016_2024,NET60,2201,0.062325117871822044,0.4001588976462923,-0.5474108663791046,0.113854367349477,5.88265677625462,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,EARLY_2016_2019,GROSS,970,0.047541607900723815,0.3701792779760279,-0.28173933924442485,0.16874323631276347,5.887858050302113,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,EARLY_2016_2019,NET30,970,0.029193103306889512,0.25992797305245624,-0.29601603789964925,0.09862000557140793,5.887858050302113,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,EARLY_2016_2019,NET60,970,0.01115096117842529,0.14959123333351626,-0.3100196763251666,0.03596855951404038,5.887858050302113,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,LATE_2020_2022,GROSS,742,0.16858502194099678,0.7286819535995528,-0.4354300976505233,0.3871689689129007,6.082864333530828,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,LATE_2020_2022,NET30,742,0.14744520096145264,0.6584646055233314,-0.43730724961391276,0.33716614826675795,6.082864333530828,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,LATE_2020_2022,NET60,742,0.12667170732728605,0.5881959644496485,-0.43917983181036035,0.28842787886030113,6.082864333530828,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,NORMAL_2023_2024,GROSS,489,0.10804250834394957,0.6751005377793564,-0.15276637949191219,0.707240092376933,5.568547894199374,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,NORMAL_2023_2024,NET30,489,0.08967920448034294,0.5789560362834155,-0.15914637114345975,0.5635014096520189,5.568547894199374,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,NORMAL_2023_2024,NET60,489,0.07160743629114585,0.482844014042266,-0.1654828401843602,0.4327181973150197,5.568547894199374,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,BULL_2025,GROSS,242,0.4557164949151682,1.9770720475665935,-0.13249912845758105,3.4393923961625426,5.462882490245901,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,BULL_2025,NET30,242,0.4320455121788511,1.8938460780300683,-0.13401103643470658,3.223954710546203,5.462882490245901,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,BULL_2025,NET60,242,0.40874331001518005,1.8102693467043138,-0.13578622735437773,3.0101971162983507,5.462882490245901,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,YTD_2026,GROSS,147,0.0745204675569513,0.37920063247348523,-0.3146099612978044,0.2368662049019214,5.919091038509288,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,YTD_2026,NET30,147,0.05560052178060859,0.33021776171610423,-0.320245131477886,0.17361863246451253,5.919091038509288,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,9,YTD_2026,NET60,147,0.03699836420042191,0.28125780870755895,-0.32583878328134697,0.11354806762973793,5.919091038509288,0.0
KOSPI_ALL,PER12MF,BASE,0,FULL_2016_2026,GROSS,2599,0.14474726493368628,0.7192784169005212,-0.6134095769431491,0.235971641745498,4.094905694808999,0.0
KOSPI_ALL,PER12MF,BASE,0,FULL_2016_2026,NET30,2599,0.13076614771805928,0.6639999700548488,-0.6210928875642602,0.2105420144656379,4.094905694808999,0.0
KOSPI_ALL,PER12MF,BASE,0,FULL_2016_2026,NET60,2599,0.11694738420608819,0.6086388464543061,-0.6286274698595804,0.18603607034896408,4.094905694808999,0.0
KOSPI_ALL,PER12MF,BASE,0,PRE_STRESS_2016_2024,GROSS,2210,0.0806987160917525,0.4784027947143451,-0.6134095769431491,0.1315576396669654,4.122475758520771,0.0
KOSPI_ALL,PER12MF,BASE,0,PRE_STRESS_2016_2024,NET30,2210,0.06741148509668937,0.4186945783832089,-0.6210928875642602,0.10853688143339876,4.122475758520771,0.0
KOSPI_ALL,PER12MF,BASE,0,PRE_STRESS_2016_2024,NET60,2210,0.054279557838950554,0.3589189243485801,-0.6286274698595804,0.086346143688368,4.122475758520771,0.0
KOSPI_ALL,PER12MF,BASE,0,EARLY_2016_2019,GROSS,979,0.005001569840036968,0.11005608150154056,-0.33233689335842087,0.015049697881850397,4.43912765196778,0.0
KOSPI_ALL,PER12MF,BASE,0,EARLY_2016_2019,NET30,979,-0.008298422288078533,0.024593724436322975,-0.3433116174302523,-0.02417169086847011,4.43912765196778,0.0
KOSPI_ALL,PER12MF,BASE,0,EARLY_2016_2019,NET60,979,-0.02143174880450638,-0.060808991997162,-0.35411155609529277,-0.06052259079265691,4.43912765196778,0.0
KOSPI_ALL,PER12MF,BASE,0,LATE_2020_2022,GROSS,742,0.13341642520267327,0.6003901551061441,-0.4318505532984718,0.3089411931596231,4.15668474329763,0.0
KOSPI_ALL,PER12MF,BASE,0,LATE_2020_2022,NET30,742,0.11936653879076387,0.5539841717170578,-0.4335780868302761,0.2753057463383518,4.15668474329763,0.0
KOSPI_ALL,PER12MF,BASE,0,LATE_2020_2022,NET60,742,0.1054831427693741,0.5075367695881602,-0.435361820673432,0.24228845470695914,4.15668474329763,0.0
KOSPI_ALL,PER12MF,BASE,0,NORMAL_2023_2024,GROSS,489,0.16267428769640646,0.8920692316813894,-0.14179726714503993,1.147231473297804,3.4366163098724045,0.0
KOSPI_ALL,PER12MF,BASE,0,NORMAL_2023_2024,NET30,489,0.15074604450838813,0.8380141934562431,-0.1452382694535328,1.0379223401351356,3.4366163098724045,0.0
KOSPI_ALL,PER12MF,BASE,0,NORMAL_2023_2024,NET60,489,0.13893457666530673,0.7837710729252495,-0.1486669555005664,0.9345356955586368,3.4366163098724045,0.0
KOSPI_ALL,PER12MF,BASE,0,BULL_2025,GROSS,242,0.760230644235278,2.6713968413620495,-0.12800836320167586,5.938913874225096,3.9000882438431335,0.0
KOSPI_ALL,PER12MF,BASE,0,BULL_2025,NET30,242,0.7397498406339789,2.6170500011690425,-0.129394105679576,5.717028892072196,3.9000882438431335,0.0
KOSPI_ALL,PER12MF,BASE,0,BULL_2025,NET60,242,0.7194961496307197,2.562448472910923,-0.13077841940732637,5.501642800787763,3.9000882438431335,0.0
KOSPI_ALL,PER12MF,BASE,0,YTD_2026,GROSS,147,0.3397229810114857,0.9509821424730679,-0.17291930641309305,1.964633030622442,4.001136867126832,0.0
KOSPI_ALL,PER12MF,BASE,0,YTD_2026,NET30,147,0.32373304140899206,0.9197500822555885,-0.1745983100619991,1.8541590768778682,4.001136867126832,0.0
KOSPI_ALL,PER12MF,BASE,0,YTD_2026,NET60,147,0.3079244029167012,0.8884868251180033,-0.1764391778060983,1.7452155850278415,4.001136867126832,0.0
KOSPI_ALL,PER12MF,BASE,1,FULL_2016_2026,GROSS,2598,0.14305483756177484,0.7112895868498993,-0.6025315709015255,0.2374229741152517,4.117600020000597,0.0
KOSPI_ALL,PER12MF,BASE,1,FULL_2016_2026,NET30,2598,0.1290174597728364,0.6556117535996285,-0.6108173072120501,0.21122102836560094,4.117600020000597,0.0
KOSPI_ALL,PER12MF,BASE,1,FULL_2016_2026,NET60,2598,0.11514396009997152,0.5999180643418202,-0.6189347538949567,0.18603569984618012,4.117600020000597,0.0
KOSPI_ALL,PER12MF,BASE,1,PRE_STRESS_2016_2024,GROSS,2209,0.0871997301487415,0.5076264502645021,-0.6025315709015255,0.14472225914779982,4.131048197411522,0.0
KOSPI_ALL,PER12MF,BASE,1,PRE_STRESS_2016_2024,NET30,2209,0.0738049222598367,0.4476512258431533,-0.6108173072120501,0.1208297823070929,4.131048197411522,0.0
KOSPI_ALL,PER12MF,BASE,1,PRE_STRESS_2016_2024,NET60,2209,0.060566972065758895,0.3876526672178455,-0.6189347538949567,0.09785679618830727,4.131048197411522,0.0
KOSPI_ALL,PER12MF,BASE,1,EARLY_2016_2019,GROSS,978,0.021744406718282816,0.21587276961689095,-0.32800702421831573,0.06629250324776619,4.454766142958385,0.0
KOSPI_ALL,PER12MF,BASE,1,EARLY_2016_2019,NET30,978,0.00817546757377885,0.13038828065444857,-0.3394874426441361,0.024081796693578125,4.454766142958385,0.0
KOSPI_ALL,PER12MF,BASE,1,EARLY_2016_2019,NET60,978,-0.005222921644068124,0.04489782862466471,-0.35077774474652534,-0.014889546792206691,4.454766142958385,0.0
KOSPI_ALL,PER12MF,BASE,1,LATE_2020_2022,GROSS,742,0.11522094818667417,0.5410098983086554,-0.423027877377126,0.27237199803727263,4.044604116621864,0.0
KOSPI_ALL,PER12MF,BASE,1,LATE_2020_2022,NET30,742,0.10176722920664383,0.4956557961005646,-0.4246255788866813,0.2396634453192048,4.044604116621864,0.0
KOSPI_ALL,PER12MF,BASE,1,LATE_2020_2022,NET60,742,0.0884686878593075,0.45029989573764984,-0.4262200038677284,0.20756578071535695,4.044604116621864,0.0
KOSPI_ALL,PER12MF,BASE,1,NORMAL_2023_2024,GROSS,489,0.18433344234065707,0.9905610782732066,-0.12393483512085068,1.4873416514486086,3.614781034223572,0.0
KOSPI_ALL,PER12MF,BASE,1,NORMAL_2023_2024,NET30,489,0.17155630323031223,0.9326920718020102,-0.12814149862161606,1.3388036278309343,3.614781034223572,0.0
KOSPI_ALL,PER12MF,BASE,1,NORMAL_2023_2024,NET60,489,0.15891065717910413,0.8747621234980385,-0.13233009175583033,1.2008656162070763,3.614781034223572,0.0
KOSPI_ALL,PER12MF,BASE,1,BULL_2025,GROSS,242,0.7344619586185381,2.6056548195969604,-0.13523914332050435,5.4308385914419075,3.97950986736743,0.0
KOSPI_ALL,PER12MF,BASE,1,BULL_2025,NET30,242,0.7138723458323737,2.548896868497892,-0.1366005120568624,5.2259858699154185,3.97950986736743,0.0
KOSPI_ALL,PER12MF,BASE,1,BULL_2025,NET60,242,0.693515673938035,2.4919523912964063,-0.1379604949657034,5.026914944821278,3.97950986736743,0.0
KOSPI_ALL,PER12MF,BASE,1,YTD_2026,GROSS,147,0.22149421312622897,0.7046418507997153,-0.1885807034910426,1.1745327545495645,4.142843510044788,0.0
KOSPI_ALL,PER12MF,BASE,1,YTD_2026,NET30,147,0.20640202428825605,0.6726780739254954,-0.19131043011053417,1.078885370593764,4.142843510044788,0.0
KOSPI_ALL,PER12MF,BASE,1,YTD_2026,NET60,147,0.19148689117260598,0.6407821053508035,-0.19403264497952344,0.9868797654787105,4.142843510044788,0.0
KOSPI_ALL,PER12MF,BASE,2,FULL_2016_2026,GROSS,2597,0.14518656164234667,0.722326713816443,-0.5937642114946395,0.24451888280177594,4.144643748484655,0.0
KOSPI_ALL,PER12MF,BASE,2,FULL_2016_2026,NET30,2597,0.1310312325709666,0.6662211724296074,-0.6021631752903553,0.21760087289925198,4.144643748484655,0.0
KOSPI_ALL,PER12MF,BASE,2,FULL_2016_2026,NET60,2597,0.11704233654509899,0.6100354127437908,-0.6103930973482042,0.1917491155348553,4.144643748484655,0.0
KOSPI_ALL,PER12MF,BASE,2,PRE_STRESS_2016_2024,GROSS,2208,0.08412749392845265,0.4955120738455856,-0.5937642114946395,0.14168501957483193,4.157955577262786,0.0
KOSPI_ALL,PER12MF,BASE,2,PRE_STRESS_2016_2024,NET30,2208,0.07068407379267416,0.4348901981817196,-0.6021631752903553,0.11738358752773484,4.157955577262786,0.0
KOSPI_ALL,PER12MF,BASE,2,PRE_STRESS_2016_2024,NET60,2208,0.057399143126933394,0.3742147063084104,-0.6103930973482042,0.09403635685970009,4.157955577262786,0.0
KOSPI_ALL,PER12MF,BASE,2,EARLY_2016_2019,GROSS,977,0.029027013636327315,0.2611186577752983,-0.31713695482822,0.09152832299865542,4.571882623138161,0.0
KOSPI_ALL,PER12MF,BASE,2,EARLY_2016_2019,NET30,977,0.015004524470161096,0.1735322831233373,-0.3288833839073396,0.04562262858006991,4.571882623138161,0.0
KOSPI_ALL,PER12MF,BASE,2,EARLY_2016_2019,NET60,977,0.0011631094187181112,0.08581025555354266,-0.34043419907989036,0.0034165469328924915,4.571882623138161,0.0
KOSPI_ALL,PER12MF,BASE,2,LATE_2020_2022,GROSS,742,0.12428569416687929,0.5745477871679902,-0.4190198944585285,0.29661048511189525,3.962679763947879,0.0
KOSPI_ALL,PER12MF,BASE,2,LATE_2020_2022,NET30,742,0.11099570943582449,0.5296718840716285,-0.420460843234153,0.2639858413022575,3.962679763947879,0.0
KOSPI_ALL,PER12MF,BASE,2,LATE_2020_2022,NET60,742,0.09785577503715537,0.48477228690910795,-0.42189919028543377,0.23194113022817497,3.962679763947879,0.0
KOSPI_ALL,PER12MF,BASE,2,NORMAL_2023_2024,GROSS,489,0.13860249164686844,0.7810490832918312,-0.14611235659385524,0.9486021229001064,3.6272560469139523,0.0
KOSPI_ALL,PER12MF,BASE,2,NORMAL_2023_2024,NET30,489,0.12627664158783403,0.723135460766741,-0.15072874285838378,0.8377741311521216,3.6272560469139523,0.0
KOSPI_ALL,PER12MF,BASE,2,NORMAL_2023_2024,NET60,489,0.11407826392143039,0.6652061111784757,-0.15532256538399014,0.7344603383249875,3.6272560469139523,0.0
KOSPI_ALL,PER12MF,BASE,2,BULL_2025,GROSS,242,0.7292055658300827,2.6438433855920156,-0.12635402501705417,5.771130486200664,3.8395958424565113,0.0
KOSPI_ALL,PER12MF,BASE,2,BULL_2025,NET30,242,0.7093962496435273,2.588712569176276,-0.12786335477775146,5.548081003166077,3.8395958424565113,0.0
KOSPI_ALL,PER12MF,BASE,2,BULL_2025,NET60,242,0.6898034894889828,2.533358224268667,-0.1293710001646181,5.331979258189567,3.8395958424565113,0.0
KOSPI_ALL,PER12MF,BASE,2,YTD_2026,GROSS,147,0.3233314388030937,0.9070396305293911,-0.1903811181256635,1.6983377447635044,4.446882356081223,0.0
KOSPI_ALL,PER12MF,BASE,2,YTD_2026,NET30,147,0.3057891898718905,0.8733659318221388,-0.192346800573855,1.5897804848304575,4.446882356081223,0.0
KOSPI_ALL,PER12MF,BASE,2,YTD_2026,NET60,147,0.28846884030628384,0.8396272931304677,-0.19430889723845068,1.484588942688932,4.446882356081223,0.0
KOSPI_ALL,PER12MF,BASE,3,FULL_2016_2026,GROSS,2596,0.15942366810286157,0.77752426567812,-0.5769518726260732,0.27632056618037054,4.083949090913047,0.0
KOSPI_ALL,PER12MF,BASE,3,FULL_2016_2026,NET30,2596,0.14530090612926005,0.722475092102537,-0.585419628381119,0.24819958041220044,4.083949090913047,0.0
KOSPI_ALL,PER12MF,BASE,3,FULL_2016_2026,NET60,2596,0.13134157632741839,0.6672969286437122,-0.5937226012864313,0.22121707350004502,4.083949090913047,0.0
KOSPI_ALL,PER12MF,BASE,3,PRE_STRESS_2016_2024,GROSS,2207,0.10031281790879265,0.5657520608251745,-0.5769518726260732,0.17386687290259675,4.110740721536207,0.0
KOSPI_ALL,PER12MF,BASE,3,PRE_STRESS_2016_2024,NET30,2207,0.08682262888820369,0.5062337683122811,-0.585419628381119,0.14830836664683977,4.110740721536207,0.0
KOSPI_ALL,PER12MF,BASE,3,PRE_STRESS_2016_2024,NET60,2207,0.07348949902737267,0.4465988331884983,-0.5937226012864313,0.12377749957327112,4.110740721536207,0.0
KOSPI_ALL,PER12MF,BASE,3,EARLY_2016_2019,GROSS,976,0.06524579197834335,0.48483543290196734,-0.29053087687152224,0.22457438149404052,4.500131492908781,0.0
KOSPI_ALL,PER12MF,BASE,3,EARLY_2016_2019,NET30,976,0.050955945929481716,0.39785594131706953,-0.3017080883234965,0.16889154749754634,4.500131492908781,0.0
KOSPI_ALL,PER12MF,BASE,3,EARLY_2016_2019,NET60,976,0.03684741947453141,0.3107471623032907,-0.3127153077380205,0.11783055885898812,4.500131492908781,0.0
KOSPI_ALL,PER12MF,BASE,3,LATE_2020_2022,GROSS,742,0.13520184037527394,0.6061179455628923,-0.4244159524352812,0.3185597515821245,4.150403756866935,0.0
KOSPI_ALL,PER12MF,BASE,3,LATE_2020_2022,NET30,742,0.12115086799589858,0.5600112282949076,-0.4260942780774616,0.2843287840956973,4.150403756866935,0.0
KOSPI_ALL,PER12MF,BASE,3,LATE_2020_2022,NET60,742,0.10726596920034837,0.5138044226206484,-0.4277689470313444,0.2507567927610429,4.150403756866935,0.0
KOSPI_ALL,PER12MF,BASE,3,NORMAL_2023_2024,GROSS,489,0.11949022988838731,0.6943058996166775,-0.15044404781340903,0.7942502985334936,3.273367786822438,0.0
KOSPI_ALL,PER12MF,BASE,3,NORMAL_2023_2024,NET30,489,0.1085481254237104,0.6420858063320809,-0.15455613987973316,0.7023216645302891,3.273367786822438,0.0
KOSPI_ALL,PER12MF,BASE,3,NORMAL_2023_2024,NET60,489,0.09770822067014007,0.5897951278137654,-0.16060904703251,0.6083606277195721,3.273367786822438,0.0
KOSPI_ALL,PER12MF,BASE,3,BULL_2025,GROSS,242,0.7153234800153099,2.6090248020865303,-0.13138161935261605,5.444623711749572,3.6591386138604234,0.0
KOSPI_ALL,PER12MF,BASE,3,BULL_2025,NET30,242,0.6965919446953657,2.559563630452628,-0.13274926956115785,5.247425820105507,3.6591386138604234,0.0
KOSPI_ALL,PER12MF,BASE,3,BULL_2025,NET60,242,0.6780556748069151,2.5097631985486926,-0.13411548350499514,5.055759835378447,3.6591386138604234,0.0
KOSPI_ALL,PER12MF,BASE,3,YTD_2026,GROSS,147,0.3347694460635948,0.9368565467683895,-0.19091431702991923,1.753506239194891,4.381057979766264,0.0
KOSPI_ALL,PER12MF,BASE,3,YTD_2026,NET30,147,0.31733553808964254,0.9030207132515639,-0.19452156962504252,1.6313642682471396,4.381057979766264,0.0
KOSPI_ALL,PER12MF,BASE,3,YTD_2026,NET60,147,0.3001183077334699,0.8691409044554294,-0.1981146554475589,1.5148718152903708,4.381057979766264,0.0
KOSPI_ALL,PER12MF,BASE,4,FULL_2016_2026,GROSS,2595,0.151970608713085,0.7537628160361015,-0.5711249379684995,0.2660899544216137,4.168435891075476,0.0
KOSPI_ALL,PER12MF,BASE,4,FULL_2016_2026,NET30,2595,0.13765015741405384,0.6967307692211716,-0.5800430038220905,0.2373102623547436,4.168435891075476,0.0
KOSPI_ALL,PER12MF,BASE,4,FULL_2016_2026,NET60,2595,0.12349901798208274,0.6396328722931073,-0.5887806895924979,0.20975385260606608,4.168435891075476,0.0
KOSPI_ALL,PER12MF,BASE,4,PRE_STRESS_2016_2024,GROSS,2206,0.0853925025915081,0.5028868943384122,-0.5711249379684995,0.14951632631425724,4.157324943028018,0.0
KOSPI_ALL,PER12MF,BASE,4,PRE_STRESS_2016_2024,NET30,2206,0.07193538868163318,0.4418063417182965,-0.5800430038220905,0.12401733700368368,4.157324943028018,0.0
KOSPI_ALL,PER12MF,BASE,4,PRE_STRESS_2016_2024,NET60,2206,0.058636829667022106,0.38072665502758674,-0.5887806895924979,0.09959027309065682,4.157324943028018,0.0
KOSPI_ALL,PER12MF,BASE,4,EARLY_2016_2019,GROSS,975,0.040420680612511806,0.33275479745161224,-0.2774034751968334,0.14571079393951736,4.555172082560151,0.0
KOSPI_ALL,PER12MF,BASE,4,EARLY_2016_2019,NET30,975,0.026294345306415723,0.24473853449435848,-0.29005509110692707,0.09065293495132092,4.555172082560151,0.0
KOSPI_ALL,PER12MF,BASE,4,EARLY_2016_2019,NET60,975,0.012349622282160633,0.15679614763328906,-0.3024925231094443,0.04082620672806659,4.555172082560151,0.0
KOSPI_ALL,PER12MF,BASE,4,LATE_2020_2022,GROSS,742,0.12428534927892709,0.5753666661161585,-0.424762731427483,0.2925994680871514,4.080862723179006,0.0
KOSPI_ALL,PER12MF,BASE,4,LATE_2020_2022,NET30,742,0.11060136034531531,0.5289102787490508,-0.4260908877055498,0.25957222634093596,4.080862723179006,0.0
KOSPI_ALL,PER12MF,BASE,4,LATE_2020_2022,NET60,742,0.09707653183969,0.4824677887559664,-0.4274167775795521,0.22712382136572032,4.080862723179006,0.0
KOSPI_ALL,PER12MF,BASE,4,NORMAL_2023_2024,GROSS,489,0.11951361270304783,0.698350477413997,-0.14340496370708167,0.8333994138945274,3.480093871625437,0.0
KOSPI_ALL,PER12MF,BASE,4,NORMAL_2023_2024,NET30,489,0.10788358454904201,0.6423634610870138,-0.15057903599001643,0.716458196453023,3.480093871625437,0.0
KOSPI_ALL,PER12MF,BASE,4,NORMAL_2023_2024,NET60,489,0.09636884415320335,0.5863016261434969,-0.15769658648279206,0.6111029179678482,3.480093871625437,0.0
KOSPI_ALL,PER12MF,BASE,4,BULL_2025,GROSS,242,0.7645951640128337,2.759776869691771,-0.12648383356614157,6.045003084232166,3.994530548063504,0.0
KOSPI_ALL,PER12MF,BASE,4,BULL_2025,NET30,242,0.7435695669187865,2.7077228119586856,-0.12738194505202416,5.837323072866447,3.994530548063504,0.0
KOSPI_ALL,PER12MF,BASE,4,BULL_2025,NET60,242,0.7227834036678589,2.655159288952621,-0.12827959464754757,5.634437851582944,3.994530548063504,0.0
KOSPI_ALL,PER12MF,BASE,4,YTD_2026,GROSS,147,0.39489930285545594,1.0565694956650578,-0.17165640304238106,2.3005218323138075,4.621468846188323,0.0
KOSPI_ALL,PER12MF,BASE,4,YTD_2026,NET30,147,0.37568731332429506,1.0205862476485408,-0.17378019165174574,2.1618534871751653,4.621468846188323,0.0
KOSPI_ALL,PER12MF,BASE,4,YTD_2026,NET60,147,0.3567281125882382,0.984545654032449,-0.17589968621535668,2.028020175951255,4.621468846188323,0.0
KOSPI_ALL,PER12MF,BASE,5,FULL_2016_2026,GROSS,2594,0.14228808902937495,0.7164730277654058,-0.5920967694113354,0.24031221986034185,4.107831460500956,0.0
KOSPI_ALL,PER12MF,BASE,5,FULL_2016_2026,NET30,2594,0.1282932343619696,0.6604148112546533,-0.6004826406164734,0.21365019683210149,4.107831460500956,0.0
KOSPI_ALL,PER12MF,BASE,5,FULL_2016_2026,NET60,2594,0.11446141847004743,0.6042306992459922,-0.6087006288107686,0.18804222150003877,4.107831460500956,0.0
KOSPI_ALL,PER12MF,BASE,5,PRE_STRESS_2016_2024,GROSS,2205,0.08177150808942524,0.4864686064821276,-0.5920967694113354,0.13810497255494697,4.0880392575507845,0.0
KOSPI_ALL,PER12MF,BASE,5,PRE_STRESS_2016_2024,NET30,2205,0.0685814982776094,0.4266425079418197,-0.6004826406164734,0.11421062598446075,4.0880392575507845,0.0
KOSPI_ALL,PER12MF,BASE,5,PRE_STRESS_2016_2024,NET60,2205,0.05554428494126218,0.3667078391078641,-0.6087006288107686,0.09125057920472374,4.0880392575507845,0.0
KOSPI_ALL,PER12MF,BASE,5,EARLY_2016_2019,GROSS,974,0.02689042068332892,0.24862861723993512,-0.30490536004061386,0.08819267945879034,4.52647227805573,0.0
KOSPI_ALL,PER12MF,BASE,5,EARLY_2016_2019,NET30,974,0.013035086921096006,0.16116770180085663,-0.3171117304802177,0.0411056598296012,4.52647227805573,0.0
KOSPI_ALL,PER12MF,BASE,5,EARLY_2016_2019,NET60,974,-0.0006432105782047115,0.07374551276003893,-0.32911054647500304,-0.0019543906602019676,4.52647227805573,0.0
KOSPI_ALL,PER12MF,BASE,5,LATE_2020_2022,GROSS,742,0.11324799854622536,0.5386681925157006,-0.43062029626566156,0.2629880651894762,3.8997800803968983,0.0
KOSPI_ALL,PER12MF,BASE,5,LATE_2020_2022,NET30,742,0.10029623764399953,0.49451864936820084,-0.4315902717412169,0.23238762365834215,3.8997800803968983,0.0
KOSPI_ALL,PER12MF,BASE,5,LATE_2020_2022,NET60,742,0.08748846345255967,0.45026096816769695,-0.4325590427238353,0.20225785340572838,3.8997800803968983,0.0
KOSPI_ALL,PER12MF,BASE,5,NORMAL_2023_2024,GROSS,489,0.1488738700128145,0.831519988320139,-0.14438320856824038,1.0311023801805295,3.500420745232518,0.0
KOSPI_ALL,PER12MF,BASE,5,NORMAL_2023_2024,NET30,489,0.13686941112890327,0.7758411955963885,-0.14823353163827335,0.9233363707673015,3.500420745232518,0.0
KOSPI_ALL,PER12MF,BASE,5,NORMAL_2023_2024,NET60,489,0.12498452524031567,0.7200383336008103,-0.15206839916692494,0.8218967643837731,3.500420745232518,0.0
KOSPI_ALL,PER12MF,BASE,5,BULL_2025,GROSS,242,0.7120952553672228,2.633465279325953,-0.13375491566171482,5.323881009115305,4.234391420714041,0.0
KOSPI_ALL,PER12MF,BASE,5,BULL_2025,NET30,242,0.6904775439178281,2.5720804557957697,-0.1345192624409225,5.13292692354055,4.234391420714041,0.0
KOSPI_ALL,PER12MF,BASE,5,BULL_2025,NET60,242,0.6691204847377699,2.510407554763642,-0.13528327832352016,4.946069411014839,4.234391420714041,0.0
KOSPI_ALL,PER12MF,BASE,5,YTD_2026,GROSS,147,0.32752776818506346,0.9340462331085444,-0.18449691469434792,1.7752479423716743,4.196364094062588,0.0
KOSPI_ALL,PER12MF,BASE,5,YTD_2026,NET30,147,0.3109155064360225,0.9013302169296372,-0.1862230305202459,1.6695867614624615,4.196364094062588,0.0
KOSPI_ALL,PER12MF,BASE,5,YTD_2026,NET60,147,0.29450193565972715,0.8685334446862846,-0.1881347237540728,1.5653778833762562,4.196364094062588,0.0
KOSPI_ALL,PER12MF,BASE,6,FULL_2016_2026,GROSS,2593,0.13654123183792088,0.6988204986565457,-0.5993334618256932,0.22782180628124477,4.048903180632295,0.0
KOSPI_ALL,PER12MF,BASE,6,FULL_2016_2026,NET30,2593,0.12281534559770768,0.64289437828849,-0.6074037017071745,0.20219722937565532,4.048903180632295,0.0
KOSPI_ALL,PER12MF,BASE,6,FULL_2016_2026,NET60,2593,0.10924700459342107,0.5868604205940595,-0.6153155579269924,0.1775463064211734,4.048903180632295,0.0
KOSPI_ALL,PER12MF,BASE,6,PRE_STRESS_2016_2024,GROSS,2204,0.07932566084305348,0.47843725028029604,-0.5993334618256932,0.13235646913724985,4.087805879086583,0.0
KOSPI_ALL,PER12MF,BASE,6,PRE_STRESS_2016_2024,NET30,2204,0.06616622584866438,0.41791110393661307,-0.6074037017071745,0.10893286567516294,4.087805879086583,0.0
KOSPI_ALL,PER12MF,BASE,6,PRE_STRESS_2016_2024,NET60,2204,0.053159235810691374,0.35731142677036576,-0.6153155579269924,0.08639345312474409,4.087805879086583,0.0
KOSPI_ALL,PER12MF,BASE,6,EARLY_2016_2019,GROSS,973,0.016950172904512284,0.18583058583042047,-0.317088768661413,0.05345560795504447,4.508746648703173,0.0
KOSPI_ALL,PER12MF,BASE,6,EARLY_2016_2019,NET30,973,0.003282337453050843,0.099180445355007,-0.32878779375058287,0.0099831487525988,4.508746648703173,0.0
KOSPI_ALL,PER12MF,BASE,6,EARLY_2016_2019,NET60,973,-0.010211556185228399,0.012578805381796595,-0.3402925776253878,-0.03000816608016007,4.508746648703173,0.0
KOSPI_ALL,PER12MF,BASE,6,LATE_2020_2022,GROSS,742,0.11829340779828978,0.562072161529293,-0.4283795757647144,0.2761415681107587,3.935346549913481,0.0
KOSPI_ALL,PER12MF,BASE,6,LATE_2020_2022,NET30,742,0.10516494811638077,0.5164810571123825,-0.4295252925707316,0.24483994292155184,3.935346549913481,0.0
KOSPI_ALL,PER12MF,BASE,6,LATE_2020_2022,NET60,742,0.09218374348039693,0.4708283859458941,-0.4306693102949304,0.2140476260480873,3.935346549913481,0.0
