universe,factor,strategy,period,return_type,median_cagr,median_sharpe,median_mdd,worst_phase_mdd,median_calmar,median_annual_turnover,min_cagr,max_cagr,positive_phases,n_phases
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,LATE_2020_2022,NET60,0.06982120474301301,0.37694449330431556,-0.45796348871079984,-0.4943598327773945,0.14978495512387643,14.112286880314848,0.014832484758363407,0.11242202589919037,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,NORMAL_2023_2024,GROSS,0.07235997219697998,0.41895344496679143,-0.27713226148128794,-0.3277781992294436,0.2606526747905602,14.15514421497408,0.013881252454929216,0.17068023857484782,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,NORMAL_2023_2024,NET30,0.028001058357939423,0.23602366706564284,-0.29037507068483615,-0.3401244085053796,0.09591989715852356,14.15514421497408,-0.028881337750381375,0.1231537294501055,7,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,NORMAL_2023_2024,NET60,-0.0145995435876915,0.054114548579148644,-0.3033977102016159,-0.3522636008194361,-0.048633251200518895,14.15514421497408,-0.06991418453601761,0.07747555980595289,3,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,PRE_STRESS_2016_2024,GROSS,0.1291773625500584,0.6280869056925242,-0.46795333341696616,-0.49080259954185423,0.27406636860930156,13.764491089121034,0.08950743440278797,0.147455630195078,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,PRE_STRESS_2016_2024,NET30,0.08339718333451351,0.45505995312448905,-0.4707116447800711,-0.5011281841542915,0.17220193385065022,13.764491089121034,0.045300158713750704,0.10099692900101354,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,PRE_STRESS_2016_2024,NET60,0.0393961047160295,0.2819793442426874,-0.4891865881126117,-0.54329037461579,0.07716213696989024,13.764491089121034,0.0028120885819358232,0.056340723174391316,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,YTD_2026,GROSS,-0.16490766896502373,-0.020469245680481907,-0.4860531257849204,-0.5406518196447918,-0.3501324373137129,15.338706865100562,-0.36994124253723226,-0.023950264164174895,0,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,YTD_2026,NET30,-0.2017158371211053,-0.09827497657303794,-0.49100232261370813,-0.54565568720163,-0.4232976441956392,15.338706865100562,-0.39716300776398705,-0.06732082771854819,0,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,YTD_2026,NET60,-0.23696622035248388,-0.1761029591843124,-0.4959120786744474,-0.5506141797591828,-0.4913980336879815,15.338706865100562,-0.42325950010818447,-0.10884296486385536,0,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,BULL_2025,GROSS,0.8342467049175875,2.7430441525037192,-0.17302862909872352,-0.1920654767085085,4.660297305872236,15.141749620491293,0.6569788834478285,0.9442413139571788,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,BULL_2025,NET30,0.7534163070135379,2.5472650940770807,-0.17954579564171663,-0.20039336489729376,4.103612373971773,15.141749620491293,0.58329709722781,0.8571990002778902,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,BULL_2025,NET60,0.676002479622665,2.3480832319097473,-0.184277533835971,-0.20865312888974008,3.5925124869070246,15.141749620491293,0.512758009970046,0.7738958912189247,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,EARLY_2016_2019,GROSS,0.1301063645887538,0.7244072843684316,-0.22963427334825398,-0.25435786546279815,0.5577951124445563,13.515997540696493,0.10048074101058235,0.15728456534336432,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,EARLY_2016_2019,NET30,0.08555440965770711,0.5173850550836357,-0.24397689514891163,-0.27116279415527234,0.34676458562558965,13.515997540696493,0.05733125160013408,0.11102743922043223,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,EARLY_2016_2019,NET60,0.0426855971504404,0.3114364527487724,-0.25806744402750126,-0.2876165144778584,0.16631076104075532,13.515997540696493,0.015802671813839764,0.06654333345788221,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,FULL_2016_2026,GROSS,0.19302983569179288,0.7957607896476228,-0.46473124085881273,-0.4748117387545383,0.40762558927852693,14.17969627854898,0.15557643363861806,0.19820143290215841,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,FULL_2016_2026,NET30,0.14328752690827173,0.6360741457694152,-0.4753214909848119,-0.4898424622920404,0.29879163744602066,14.17969627854898,0.10734850909506988,0.1480534418173034,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,FULL_2016_2026,NET60,0.09553361019403961,0.47593969035195793,-0.49116620921237064,-0.5236386360351786,0.1936499862614544,14.17969627854898,0.061050234919071356,0.0999184214933364,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,LATE_2020_2022,GROSS,0.22018282961788582,0.8341198744709893,-0.45153618513258537,-0.4748117387545384,0.47941475146632795,14.158196282228719,0.12236899640171672,0.24452512532138404,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,LATE_2020_2022,NET30,0.1694554304340834,0.6872000450102549,-0.45405757912570754,-0.4766506324412094,0.3672555775607562,14.158196282228719,0.07587845122303238,0.19271405428918476,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,LATE_2020_2022,NET60,0.12073374423241534,0.5397461510462682,-0.4571679586710281,-0.47848635198812417,0.26036895218867173,14.158196282228719,0.03123513817395862,0.1429722023355231,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,NORMAL_2023_2024,GROSS,0.11710499932128238,0.602388666485344,-0.2579522938633905,-0.3331965256708218,0.4389766820050051,14.558481803249489,0.03640879214248138,0.1660637334639592,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,NORMAL_2023_2024,NET30,0.06972176638981276,0.41091304383594857,-0.27127497292818775,-0.3460990287980359,0.24749225171788605,14.558481803249489,-0.008610166589751778,0.11713638901385415,9,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,NORMAL_2023_2024,NET60,0.024266836868636732,0.21997578498072334,-0.2843906248975125,-0.35877349034082084,0.08076779380565602,14.558481803249489,-0.051754045114581815,0.07017824274181939,7,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,PRE_STRESS_2016_2024,GROSS,0.15073870379792076,0.711863387862868,-0.46473124085881273,-0.4748117387545383,0.32283518915277115,13.94975116999418,0.1178708451200483,0.16669621436003235,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,PRE_STRESS_2016_2024,NET30,0.10340181521984759,0.5343817581796257,-0.4753214909848119,-0.4898424622920404,0.21723699399785334,13.94975116999418,0.0720288950714798,0.11866248108906507,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,PRE_STRESS_2016_2024,NET60,0.05793199779822156,0.3568094994934754,-0.49116620921237064,-0.5236386360351786,0.11682601155147161,13.94975116999418,0.02798937791115863,0.07252530639144084,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,YTD_2026,GROSS,0.05158899586839227,0.3678489639350204,-0.42853884577297263,-0.4701129815519344,0.1253265495729637,15.924167468009703,-0.20851836653205746,0.09074737743054784,6,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,YTD_2026,NET30,0.004330663129402057,0.2851564397012231,-0.4341374210918189,-0.4758713645933472,0.010145863301824067,15.924167468009703,-0.2431671928289495,0.03808742040590074,5,10
KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,YTD_2026,NET60,-0.04088725026019063,0.2023573537441742,-0.4396908385223998,-0.48157761430824664,-0.09720196950031772,15.924167468009703,-0.27636405310110856,-0.012128879623706346,0,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,BULL_2025,GROSS,0.38714151404567276,1.7029559308477178,-0.13700201359634068,-0.14998486586024173,2.698008991941279,4.444758544340443,0.30120310821209806,0.4632520980978394,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,BULL_2025,NET30,0.36876201015631327,1.6383080236775318,-0.13945030812647669,-0.15294081663875203,2.52341307969648,4.444758544340443,0.28502160637104224,0.44317144749342696,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,BULL_2025,NET60,0.3512589918401291,1.5760681579064602,-0.14219933116354838,-0.15588799728419822,2.3573543709931517,4.444758544340443,0.2690321092414891,0.4233548409772674,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,EARLY_2016_2019,GROSS,0.022643657640471382,0.2197034953952834,-0.31888289605710984,-0.33500286432548454,0.07022435932272439,4.724243127160918,0.0036108329313966347,0.049922189197325606,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,EARLY_2016_2019,NET30,0.008294703895231903,0.13205612072038708,-0.3302184943222478,-0.34498895185429357,0.02483824608013556,4.724243127160918,-0.010778396680398483,0.03430044815993605,7,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,EARLY_2016_2019,NET60,-0.005863217602409321,0.04439604034741354,-0.34243568729225016,-0.356952444080059,-0.017460130680116138,4.724243127160918,-0.024971912903020477,0.018899726002827855,4,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,FULL_2016_2026,GROSS,0.1006209857349204,0.5560733078184685,-0.5402000372541811,-0.5563693935513048,0.18533274342728256,4.529684388103391,0.0918095848960343,0.11567184356866966,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,FULL_2016_2026,NET30,0.0856650765901622,0.4922743365900261,-0.5506569690164613,-0.5674934905790003,0.1554447531398981,4.529684388103391,0.07748489423942329,0.10048686539163842,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,FULL_2016_2026,NET60,0.0709028066299312,0.42802297699564384,-0.562456459193376,-0.5796134722089804,0.12665350937523803,4.529684388103391,0.06333922995590457,0.0854987667315863,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,LATE_2020_2022,GROSS,0.12826629704102632,0.6047585085477761,-0.427456375811845,-0.43531969240507395,0.2984281954080794,4.401122124470389,0.11124722775121687,0.1555749905692605,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,LATE_2020_2022,NET30,0.1136118495554066,0.5529695383653145,-0.4291666275246615,-0.4368644276873117,0.26339398867275055,4.401122124470389,0.09645117750287535,0.14041157252772907,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,LATE_2020_2022,NET60,0.09905214535759255,0.5011449577458422,-0.4308729788595492,-0.439067009359456,0.22885938367734632,4.401122124470389,0.08184334504563595,0.12543819360599207,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,NORMAL_2023_2024,GROSS,0.07147313633853802,0.47349790015302895,-0.17048908505223698,-0.19730139438689032,0.3984003768956911,4.090814814899691,0.042448037037591924,0.09093664477310948,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,NORMAL_2023_2024,NET30,0.05806435602042326,0.40372701405450295,-0.17509516591645413,-0.20136375522320948,0.31028955138706127,4.090814814899691,0.029841218639026,0.07778085952464564,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,NORMAL_2023_2024,NET60,0.045122087307047365,0.33468968356497586,-0.17983331058311075,-0.20540752122930317,0.23216673519249853,4.090814814899691,0.017380361062671268,0.0647767393405505,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,PRE_STRESS_2016_2024,GROSS,0.06648293173216313,0.4209878527127964,-0.5402000372541811,-0.5563693935513048,0.12357777489790199,4.476711537469596,0.05722329527633674,0.08279536379292574,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,PRE_STRESS_2016_2024,NET30,0.05227582522881358,0.3542932780307914,-0.5506569690164613,-0.5674934905790003,0.09508509159670872,4.476711537469596,0.04285131588152957,0.06837722541282831,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,PRE_STRESS_2016_2024,NET60,0.038248888936236125,0.2875981265318208,-0.562456459193376,-0.5796134722089804,0.06799797276600195,4.476711537469596,0.02866529742090118,0.05414187917980451,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,YTD_2026,GROSS,0.15892680140247106,0.590341942615279,-0.263892102650633,-0.2899928386716025,0.6063815964805912,4.9281785880041475,0.04592487555337699,0.2765409580596736,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,YTD_2026,NET30,0.14254671938046337,0.5505537509094498,-0.26615986586237755,-0.2935421841345911,0.5390019378861837,4.9281785880041475,0.030691751413252755,0.25760455589748243,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,YTD_2026,NET60,0.12638784722014995,0.5107422273624084,-0.2686252943020514,-0.2970758904334796,0.47335694023604913,4.9281785880041475,0.01567040113179008,0.238937364766296,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,BULL_2025,GROSS,0.4094154836304653,1.8024685719239497,-0.12871649395246854,-0.15052932994732982,3.092481313460839,5.593747280314561,0.3325106214079272,0.47530174322201657,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,BULL_2025,NET30,0.3855665169084864,1.717700208814394,-0.13063654350787696,-0.15446953949080622,2.831001659215063,5.593747280314561,0.3103242437385825,0.4524569871741173,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,BULL_2025,NET60,0.3621051626804811,1.632525050989855,-0.13462877036659815,-0.15839389427448447,2.5660034601312285,5.593747280314561,0.28849153135247274,0.429951035681448,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,EARLY_2016_2019,GROSS,0.0469938696292026,0.3620718363884308,-0.2889957533969409,-0.33009980272954476,0.15014076909105029,5.971334726113484,0.023153653182122813,0.07947822733020904,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,EARLY_2016_2019,NET30,0.02810725454930163,0.2510737647306417,-0.30117521002525477,-0.3435218373392427,0.08586403255503046,5.971334726113484,0.0047800963110844474,0.06052553718414133,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,EARLY_2016_2019,NET60,0.009532275588591488,0.14017714328836642,-0.3146819972661196,-0.3566848647198837,0.027927079763255265,5.971334726113484,-0.013278603631385,0.041889874467750055,8,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,FULL_2016_2026,GROSS,0.1288867361454209,0.6697415216462796,-0.5161534247215603,-0.5451754905497557,0.2478738815176324,5.849343951218949,0.11418051420571906,0.1350037780660287,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,FULL_2016_2026,NET30,0.10945766543767033,0.5889238892062496,-0.5313443647643558,-0.5590846297540613,0.20449764522795827,5.849343951218949,0.09447925078047503,0.11470447136351392,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,FULL_2016_2026,NET60,0.09034829996177551,0.5083435711088473,-0.545999432229742,-0.5725786557272565,0.16406467576285488,5.849343951218949,0.07511117129055522,0.09475245263981424,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,LATE_2020_2022,GROSS,0.1597791775334505,0.7048594513162728,-0.43266523582083605,-0.43930564670973105,0.37615525132426786,5.922813550854546,0.13751186826605566,0.1800595170921513,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,LATE_2020_2022,NET30,0.1391147880060991,0.6347478063812281,-0.43452641429233557,-0.44107743043832004,0.32585287315662287,5.922813550854546,0.11713222612043728,0.1596131000563028,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,LATE_2020_2022,NET60,0.11880284762458904,0.5646332157240468,-0.43654014396914403,-0.4428450343440059,0.2768679993749663,5.922813550854546,0.09710203439185161,0.1395057075992563,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,NORMAL_2023_2024,GROSS,0.12771821992949983,0.7686931976977038,-0.14850858719678517,-0.16866965837610626,0.8322151677718994,5.564508513524517,0.0645077250663566,0.16915507068615843,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,NORMAL_2023_2024,NET30,0.10845997568207966,0.6708447657659415,-0.154225213513353,-0.17504400151517163,0.6835269891715159,5.564508513524517,0.04617813252137348,0.14944181923258104,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,NORMAL_2023_2024,NET60,0.08951681755448593,0.5729308970471824,-0.15990709700551564,-0.18137422889923915,0.547023973882274,5.564508513524517,0.028151056954963227,0.13004699391800445,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,PRE_STRESS_2016_2024,GROSS,0.10273460849531235,0.5839436947756436,-0.5161534247215603,-0.5451754905497557,0.19466744891581134,5.858156538241719,0.07847675679343236,0.11332040872327198,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,PRE_STRESS_2016_2024,NET30,0.0836857252118971,0.49798386487424684,-0.5313443647643558,-0.5590846297540613,0.15446582265264291,5.858156538241719,0.059345505948213306,0.09424455377231156,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,PRE_STRESS_2016_2024,NET60,0.0649513840952628,0.4119320017709366,-0.545999432229742,-0.5725786557272565,0.11694046737116008,5.858156538241719,0.040538729990565514,0.07548102219396036,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,YTD_2026,GROSS,0.12099224926882834,0.4949220900153882,-0.29229863206450785,-0.3149788831003141,0.41568124114462,6.36377796821346,0.06790174349865175,0.18780482347847327,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,YTD_2026,NET30,0.10065432059685386,0.44664974302985627,-0.29580320531350063,-0.32036588470734606,0.3439166043595403,6.36377796821346,0.04685780452120314,0.16578762566085903,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,YTD_2026,NET60,0.08067818398303384,0.3955893533326201,-0.29997293645968115,-0.32583878328134697,0.2717123294907363,6.36377796821346,0.026211652480082837,0.14416149533618272,10,10
KOSPI_ALL,PER12MF,BASE,BULL_2025,GROSS,0.7222645229226963,2.621245040706242,-0.13136199563729023,-0.13724562102860627,5.43773115159574,3.8604779966226643,0.6175128014080717,0.7645951640128337,10,10
KOSPI_ALL,PER12MF,BASE,BULL_2025,NET30,0.7029940971694465,2.565822043124199,-0.1327490880764703,-0.13800016683380745,5.236705845010462,3.8604779966226643,0.6008855041665788,0.7435695669187865,10,10
KOSPI_ALL,PER12MF,BASE,BULL_2025,NET60,0.683929582147949,2.5100853766561673,-0.13413472591299264,-0.13875438958635966,5.041337390099862,3.8604779966226643,0.5844206863675778,0.7227834036678589,10,10
KOSPI_ALL,PER12MF,BASE,EARLY_2016_2019,GROSS,0.024317413700805868,0.23225069342841304,-0.3216445074798009,-0.3379954680389965,0.07724259135327827,4.504439070805978,0.005001569840036968,0.06524579197834335,10,10
KOSPI_ALL,PER12MF,BASE,EARLY_2016_2019,NET30,0.010605277247437428,0.14577799122765261,-0.33322393637412384,-0.3490472190153435,0.03259372826158966,4.504439070805978,-0.008298422288078533,0.050955945929481716,8,10
KOSPI_ALL,PER12MF,BASE,EARLY_2016_2019,NET60,-0.0029330661111364176,0.05932167069235182,-0.34554954452297637,-0.3604063469002783,-0.00842196872620433,4.504439070805978,-0.02143174880450638,0.03684741947453141,4,10
KOSPI_ALL,PER12MF,BASE,FULL_2016_2026,GROSS,0.14496691328801647,0.7208025653584821,-0.6009325163636094,-0.6134095769431491,0.2424155513310589,4.101368577654977,0.13654123183792088,0.15942366810286157,10,10
KOSPI_ALL,PER12MF,BASE,FULL_2016_2026,NET30,0.13089869014451294,0.665110571242228,-0.6091105044596123,-0.6210928875642602,0.21562553486567673,4.101368577654977,0.12281534559770768,0.14530090612926005,10,10
KOSPI_ALL,PER12MF,BASE,FULL_2016_2026,NET60,0.11699486037559359,0.6093371295990484,-0.6171251559109745,-0.6286274698595804,0.18989566851744705,4.101368577654977,0.10924700459342107,0.13134157632741839,10,10
KOSPI_ALL,PER12MF,BASE,LATE_2020_2022,GROSS,0.1268289936663275,0.5868588607165968,-0.4249359514349129,-0.4318505532984718,0.300468853525374,4.0599045315302185,0.11324799854622536,0.1489149627403119,10,10
KOSPI_ALL,PER12MF,BASE,LATE_2020_2022,NET30,0.1133245270265002,0.5404927112053682,-0.42620837946958645,-0.4335780868302761,0.26763360324357577,4.0599045315302185,0.10029623764399953,0.13504668835902534,10,10
KOSPI_ALL,PER12MF,BASE,LATE_2020_2022,NET60,0.09997473344720287,0.4945053230911006,-0.42766894669514943,-0.435361820673432,0.23535913709370482,4.0599045315302185,0.08748846345255967,0.12133855778320224,10,10
KOSPI_ALL,PER12MF,BASE,NORMAL_2023_2024,GROSS,0.14806726888737998,0.8277027067735334,-0.13611829169286238,-0.15044404781340903,1.1514277205376908,3.4808307070630637,0.11949022988838731,0.18433344234065707,10,10
KOSPI_ALL,PER12MF,BASE,NORMAL_2023_2024,NET30,0.13614929648326857,0.7715558712727147,-0.13950204217247958,-0.15455613987973316,1.0275506939137795,3.4808307070630637,0.10788358454904201,0.17155630323031223,10,10
KOSPI_ALL,PER12MF,BASE,NORMAL_2023_2024,NET60,0.12434926657454126,0.7160018177451475,-0.14287402048864806,-0.16060904703251,0.9049226323442082,3.4808307070630637,0.09636884415320335,0.15891065717910413,10,10
KOSPI_ALL,PER12MF,BASE,PRE_STRESS_2016_2024,GROSS,0.08475999825998037,0.4991994840919989,-0.6009325163636094,-0.6134095769431491,0.14320363936131586,4.116608240028489,0.07932566084305348,0.10031281790879265,10,10
KOSPI_ALL,PER12MF,BASE,PRE_STRESS_2016_2024,NET30,0.07130973123715367,0.4383482699500081,-0.6091105044596123,-0.6210928875642602,0.11910668491741387,4.116608240028489,0.06616622584866438,0.08682262888820369,10,10
KOSPI_ALL,PER12MF,BASE,PRE_STRESS_2016_2024,NET60,0.05801798639697775,0.3774706806679986,-0.6171251559109745,-0.6286274698595804,0.09594657652400368,4.116608240028489,0.053159235810691374,0.07348949902737267,10,10
KOSPI_ALL,PER12MF,BASE,YTD_2026,GROSS,0.3511855725828861,0.9835391462527558,-0.17691170353792102,-0.19091431702991923,2.0302420201646356,4.413970167923743,0.22149421312622897,0.4131423363493625,10,10
KOSPI_ALL,PER12MF,BASE,YTD_2026,NET30,0.3341278871065002,0.9502177890031528,-0.17800782354536315,-0.19452156962504252,1.9180703627700564,4.413970167923743,0.20640202428825605,0.3940569635045903,10,10
KOSPI_ALL,PER12MF,BASE,YTD_2026,NET60,0.3172760759119616,0.9168272369741148,-0.18054753982266292,-0.1981146554475589,1.8078447939052258,4.413970167923743,0.19148689117260598,0.37521780890364176,10,10
KOSPI_ALL,PER12MF,CF20,BULL_2025,GROSS,0.7809159745482525,2.7372634080976828,-0.13722868095437257,-0.1432828592909413,5.592492156044681,5.344780626510929,0.6844347785003972,0.8700777455254076,10,10
KOSPI_ALL,PER12MF,CF20,BULL_2025,NET30,0.7538203910453823,2.6689930065470566,-0.1384317431245946,-0.1450007586381692,5.328838471198509,5.344780626510929,0.6579430051030055,0.8378211954702528,10,10
KOSPI_ALL,PER12MF,CF20,BULL_2025,NET60,0.7271195366053089,2.600122212462905,-0.13983062578332645,-0.14671646725954313,5.071577205766477,5.344780626510929,0.6318500090149684,0.8060983059444364,10,10
KOSPI_ALL,PER12MF,CF20,EARLY_2016_2019,GROSS,0.010278273178426778,0.14366269527031228,-0.2830596972926849,-0.31952202391172113,0.035810575530438565,6.172376263139069,-0.012283137857940662,0.03504913001589749,8,10
KOSPI_ALL,PER12MF,CF20,EARLY_2016_2019,NET30,-0.00846823792404472,0.024099909428276355,-0.3021810323117007,-0.3414268331384033,-0.026530501817967858,6.172376263139069,-0.03028053272433706,0.016169258541219644,4,10
KOSPI_ALL,PER12MF,CF20,EARLY_2016_2019,NET60,-0.0268825854281462,-0.09520332462774155,-0.3219864300737605,-0.36723166823112885,-0.07955776974624973,6.172376263139069,-0.047964985140484306,-0.002381995744625609,0,10
