sample,return_type,horizon,high_base_cell,n_dates,mean_fwd,median_fwd,positive_share,mean_abs_fwd
TRAIN_2016_2022,NET60,5,HIGH|B4,50,0.004744769876519209,0.004600356393128191,0.58,0.020710863582625402
TRAIN_2016_2022,NET60,5,NON_HIGH,174,0.0022251050945729343,0.005561802608725764,0.5804597701149425,0.023927709357496753
TRAIN_2016_2022,NET60,5,,2,-0.033890839457631085,-0.033890839457631085,0.0,0.033890839457631085
TRAIN_2016_2022,NET60,10,HIGH|B1_B2,32,0.0013501768714333146,0.016296171709709605,0.65625,0.042994936835257916
TRAIN_2016_2022,NET60,10,HIGH|B3,83,-0.00013184952750764164,0.0044329609803330896,0.5542168674698795,0.030322835820777556
TRAIN_2016_2022,NET60,10,HIGH|B4,50,0.009041929915213149,0.006778012104265697,0.58,0.028952653903967375
TRAIN_2016_2022,NET60,10,NON_HIGH,174,0.0052022753616416915,0.010389649016886354,0.5977011494252874,0.03692202137619462
TRAIN_2016_2022,NET60,10,,2,-0.028769313290664865,-0.028769313290664865,0.5,0.038766533530556486
TRAIN_2016_2022,NET60,20,HIGH|B1_B2,32,0.009207962338402879,0.0304675639925487,0.6875,0.054134979567909386
TRAIN_2016_2022,NET60,20,HIGH|B3,83,-0.008637130891007913,-0.01208807379278709,0.46987951807228917,0.05120578164467197
TRAIN_2016_2022,NET60,20,HIGH|B4,50,0.011150813948952652,0.007466465327199933,0.6,0.04095113954177591
TRAIN_2016_2022,NET60,20,NON_HIGH,174,0.01588641373781131,0.01979864324936561,0.6149425287356322,0.05517206148310419
TRAIN_2016_2022,NET60,20,,2,-0.017479492568165736,-0.017479492568165736,0.5,0.02489452264458286
YTD_2026,GROSS,5,HIGH|B1_B2,9,-0.030011835527973287,-0.05859500342939193,0.2222222222222222,0.0800382723613642
YTD_2026,GROSS,5,HIGH|B3,1,0.0646068337533607,0.0646068337533607,1.0,0.0646068337533607
YTD_2026,GROSS,5,HIGH|B4,9,-0.011166573170686162,-0.0031468663654352414,0.4444444444444444,0.025366150775921616
YTD_2026,GROSS,5,NON_HIGH,9,0.036436810420732976,0.022158091190007667,0.6666666666666666,0.04455341430981934
YTD_2026,GROSS,10,HIGH|B1_B2,8,-0.06691499979268749,-0.08079644570285602,0.125,0.08552104938997654
YTD_2026,GROSS,10,HIGH|B3,1,0.15635820792467023,0.15635820792467023,1.0,0.15635820792467023
YTD_2026,GROSS,10,HIGH|B4,9,-0.031082489700791652,-0.019818390774179472,0.2222222222222222,0.037826585556848924
YTD_2026,GROSS,10,NON_HIGH,9,0.06900342390524589,0.08951922290048989,0.7777777777777778,0.09149068637207919
YTD_2026,GROSS,20,HIGH|B1_B2,6,-0.12222712858048268,-0.11099844686479843,0.0,0.12222712858048268
YTD_2026,GROSS,20,HIGH|B3,1,0.17454734109017386,0.17454734109017386,1.0,0.17454734109017386
YTD_2026,GROSS,20,HIGH|B4,9,-0.054443788038380486,-0.06055777101267827,0.3333333333333333,0.07971201138574519
YTD_2026,GROSS,20,NON_HIGH,9,0.11536883582582164,0.15972090428125682,0.8888888888888888,0.15155808646188587
YTD_2026,NET30,5,HIGH|B1_B2,9,-0.030847492312815646,-0.05945888165030537,0.2222222222222222,0.08047295759487386
YTD_2026,NET30,5,HIGH|B3,1,0.0634728761279226,0.0634728761279226,1.0,0.0634728761279226
YTD_2026,NET30,5,HIGH|B4,9,-0.01210733313839904,-0.004079414862991726,0.4444444444444444,0.025387745885154498
YTD_2026,NET30,5,NON_HIGH,9,0.035469865463302386,0.020619349494951145,0.6666666666666666,0.044199562859602165
YTD_2026,NET30,10,HIGH|B1_B2,8,-0.06852407450876762,-0.0825316935015163,0.125,0.08670413168555124
YTD_2026,NET30,10,HIGH|B3,1,0.1539596074834948,0.1539596074834948,1.0,0.1539596074834948
YTD_2026,NET30,10,HIGH|B4,9,-0.032887966703790864,-0.021638441419570033,0.2222222222222222,0.0387365127262878
YTD_2026,NET30,10,NON_HIGH,9,0.06702120677585668,0.08740741545460615,0.7777777777777778,0.09029510079190863
YTD_2026,NET30,20,HIGH|B1_B2,6,-0.12534015625172715,-0.11402494558849548,0.0,0.12534015625172715
YTD_2026,NET30,20,HIGH|B3,1,0.16983435055938717,0.16983435055938717,1.0,0.16983435055938717
YTD_2026,NET30,20,HIGH|B4,9,-0.057851291022530234,-0.0637109086398386,0.3333333333333333,0.08060718727436607
YTD_2026,NET30,20,NON_HIGH,9,0.11103649569756456,0.15609083035409357,0.8888888888888888,0.14792998886038083
YTD_2026,NET60,5,HIGH|B1_B2,9,-0.03168314909765805,-0.06032275987121889,0.2222222222222222,0.08090764282838352
YTD_2026,NET60,5,HIGH|B3,1,0.06233891850248443,0.06233891850248443,1.0,0.06233891850248443
YTD_2026,NET60,5,HIGH|B4,9,-0.013048093106112003,-0.005011963360548122,0.4444444444444444,0.02540934099438733
YTD_2026,NET60,5,NON_HIGH,9,0.03450292050587159,0.019080607799894532,0.6666666666666666,0.04384571140938488
YTD_2026,NET60,10,HIGH|B1_B2,8,-0.07013314922484788,-0.0842669413001767,0.125,0.08788721398112599
YTD_2026,NET60,10,HIGH|B3,1,0.151561007042319,0.151561007042319,1.0,0.151561007042319
YTD_2026,NET60,10,HIGH|B4,9,-0.034693443706790256,-0.023458492064960444,0.2222222222222222,0.03964643989572671
YTD_2026,NET60,10,NON_HIGH,9,0.06503898964646707,0.08529560800872205,0.7777777777777778,0.0890995152117378
YTD_2026,NET60,20,HIGH|B1_B2,6,-0.1284477307162991,-0.11704632136001762,0.0,0.1284477307162991
YTD_2026,NET60,20,HIGH|B3,1,0.16513085856458715,0.16513085856458715,1.0,0.16513085856458715
YTD_2026,NET60,20,HIGH|B4,9,-0.06125266978942837,-0.06685878275683584,0.3333333333333333,0.08150078789845784
YTD_2026,NET60,20,NON_HIGH,9,0.10671194343441326,0.15246515946928776,0.8888888888888888,0.1443083458871074
