universe,overlay,sample,family,n_dates,net_delta,gross_delta,positive_date_rate
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,BULL_2025,VALUE,25,0.017883223290382003,0.01940122329038199,0.56
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,EARLY_2016_2019,FLOW,98,0.0033921356611786597,0.003533717293831721,0.5510204081632653
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,EARLY_2016_2019,MOMENTUM,98,0.0014230630282308367,0.0018960222119043081,0.5816326530612245
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,EARLY_2016_2019,REVISION,98,-0.004655060864666554,-0.004355060864666555,0.40816326530612246
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,EARLY_2016_2019,VALUE,98,-0.00039322301115600684,0.0009338178051705208,0.42857142857142855
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,LATE_2020_2022,FLOW,75,0.003964818795648225,0.004048818795648227,0.56
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,LATE_2020_2022,MOMENTUM,75,0.007326974193299625,0.00791897419329963,0.56
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,LATE_2020_2022,REVISION,75,-0.0019786711387667706,-0.0016036711387667686,0.49333333333333335
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,LATE_2020_2022,VALUE,75,-0.0024115934804712466,-0.0008575934804712475,0.4533333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,NORMAL_2023_2024,FLOW,48,-0.006977294819524049,-0.006878857319524049,0.3541666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,NORMAL_2023_2024,MOMENTUM,48,0.002107761935166142,0.0027843244351661404,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,NORMAL_2023_2024,REVISION,48,-0.005906146243714383,-0.005485833743714383,0.375
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,NORMAL_2023_2024,VALUE,48,-0.007057036292904052,-0.005450786292904054,0.4166666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,YTD_2026,FLOW,13,0.006484454992067388,0.006807531915144314,0.6153846153846154
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,YTD_2026,MOMENTUM,13,0.010671010732450846,0.01145562611706623,0.6153846153846154
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,YTD_2026,REVISION,13,0.017282220226721226,0.017899527919028914,0.6153846153846154
KOSDAQ_PLUS_KOSPI_EX_K200,FOUR_FAMILY_EW,YTD_2026,VALUE,13,-0.007690836582527902,-0.005971605813297134,0.46153846153846156
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,BULL_2025,FLOW,25,0.003165011871848432,0.003330011871848428,0.52
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,BULL_2025,MOMENTUM,25,0.006504625615044045,0.006618625615044041,0.6
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,BULL_2025,REVISION,25,0.0009299212636490642,0.0010439212636490637,0.6
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,BULL_2025,VALUE,25,0.0009381981608064241,0.0009141981608064241,0.68
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,EARLY_2016_2019,FLOW,98,0.0010449917002451552,0.0013090223124900525,0.5510204081632653
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,EARLY_2016_2019,MOMENTUM,98,0.001831924196595294,0.0020462099108810067,0.5918367346938775
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,EARLY_2016_2019,REVISION,98,-0.0007749674176474628,-0.0007229266013209317,0.40816326530612246
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,EARLY_2016_2019,VALUE,98,-0.00033538846328076395,-0.0003078374428726011,0.4897959183673469
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,LATE_2020_2022,FLOW,75,0.0016769621298759279,0.0018969621298759276,0.56
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,LATE_2020_2022,MOMENTUM,75,0.004346295814538815,0.004550295814538816,0.5333333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,LATE_2020_2022,REVISION,75,0.0007924432544775005,0.0008514432544775022,0.5466666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,LATE_2020_2022,VALUE,75,-0.0014761850060335112,-0.0014801850060335107,0.4266666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,NORMAL_2023_2024,FLOW,48,-0.001756167673631576,-0.001523355173631576,0.4166666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,NORMAL_2023_2024,MOMENTUM,48,0.015145984459800145,0.015394421959800146,0.6458333333333334
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,NORMAL_2023_2024,REVISION,48,-0.0002621688743270207,-0.000148106374327023,0.4791666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,NORMAL_2023_2024,VALUE,48,0.0004736549290464802,0.0004955299290464838,0.5625
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,YTD_2026,FLOW,13,0.021145095895242414,0.021427788202934724,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,YTD_2026,MOMENTUM,13,0.03058592613805361,0.030695541522669005,0.7692307692307693
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,YTD_2026,REVISION,13,0.003646245380352415,0.0038020146111216488,0.46153846153846156
KOSDAQ_PLUS_KOSPI_EX_K200,SIBLING_W20,YTD_2026,VALUE,13,0.0004820776924958307,0.0005166930771112153,0.6923076923076923
KOSPI_ALL,CROSS_FAMILY_W10,BULL_2025,FLOW,25,0.0024504944735471977,0.0024564944735471963,0.52
KOSPI_ALL,CROSS_FAMILY_W10,BULL_2025,MOMENTUM,25,0.004256302451967294,0.004274302451967288,0.6
KOSPI_ALL,CROSS_FAMILY_W10,BULL_2025,REVISION,25,0.0030072713405121876,0.003022271340512187,0.56
KOSPI_ALL,CROSS_FAMILY_W10,BULL_2025,VALUE,25,0.0012769023969021298,0.0013549023969021273,0.6
KOSPI_ALL,CROSS_FAMILY_W10,EARLY_2016_2019,FLOW,98,0.00024076034720633713,0.00026295422475735767,0.5102040816326531
KOSPI_ALL,CROSS_FAMILY_W10,EARLY_2016_2019,MOMENTUM,98,0.0007842015870219311,0.0008132832196749919,0.47959183673469385
KOSPI_ALL,CROSS_FAMILY_W10,EARLY_2016_2019,REVISION,98,9.8542739427135e-05,0.00010083865779448155,0.5408163265306123
KOSPI_ALL,CROSS_FAMILY_W10,EARLY_2016_2019,VALUE,98,4.477132353469975e-05,7.997540516735215e-05,0.4897959183673469
KOSPI_ALL,CROSS_FAMILY_W10,LATE_2020_2022,FLOW,75,0.0006412562540192509,0.0006502562540192497,0.5466666666666666
KOSPI_ALL,CROSS_FAMILY_W10,LATE_2020_2022,MOMENTUM,75,0.0005616382708118893,0.0006566382708118882,0.5333333333333333
KOSPI_ALL,CROSS_FAMILY_W10,LATE_2020_2022,REVISION,75,0.0009165590623966198,0.0009245590623966186,0.52
KOSPI_ALL,CROSS_FAMILY_W10,LATE_2020_2022,VALUE,75,9.173454401723882e-05,0.0001557345440172381,0.5066666666666667
KOSPI_ALL,CROSS_FAMILY_W10,NORMAL_2023_2024,FLOW,48,-0.0004862342475578747,-0.0004659217475578745,0.5
KOSPI_ALL,CROSS_FAMILY_W10,NORMAL_2023_2024,MOMENTUM,48,0.0006685535968008542,0.0007779285968008563,0.5
KOSPI_ALL,CROSS_FAMILY_W10,NORMAL_2023_2024,REVISION,48,0.0003536616779803066,0.0003661616779803048,0.5208333333333334
KOSPI_ALL,CROSS_FAMILY_W10,NORMAL_2023_2024,VALUE,48,5.840363402374085e-05,0.00011621613402374056,0.4583333333333333
KOSPI_ALL,CROSS_FAMILY_W10,YTD_2026,FLOW,13,-0.0009654850329648108,-0.0009366388791186576,0.5384615384615384
KOSPI_ALL,CROSS_FAMILY_W10,YTD_2026,MOMENTUM,13,0.0008579825237471041,0.0008925979083624884,0.46153846153846156
KOSPI_ALL,CROSS_FAMILY_W10,YTD_2026,REVISION,13,0.0013931714703369897,0.0014047099318754584,0.3076923076923077
KOSPI_ALL,CROSS_FAMILY_W10,YTD_2026,VALUE,13,0.003027818511551066,0.0030970492807818307,0.46153846153846156
KOSPI_ALL,CROSS_FAMILY_W20,BULL_2025,FLOW,25,0.0011058457450708343,0.0011268457450708301,0.4
KOSPI_ALL,CROSS_FAMILY_W20,BULL_2025,MOMENTUM,25,0.0027353909018641466,0.0028703909018641476,0.44
KOSPI_ALL,CROSS_FAMILY_W20,BULL_2025,REVISION,25,0.0034604896226297483,0.003556489622629746,0.44
KOSPI_ALL,CROSS_FAMILY_W20,BULL_2025,VALUE,25,0.0031021560851652343,0.0033901560851652313,0.68
KOSPI_ALL,CROSS_FAMILY_W20,EARLY_2016_2019,FLOW,98,0.00019475622775334928,0.00021465418693702326,0.4897959183673469
KOSPI_ALL,CROSS_FAMILY_W20,EARLY_2016_2019,MOMENTUM,98,0.0019131363876272096,0.00204783026517823,0.5714285714285714
KOSPI_ALL,CROSS_FAMILY_W20,EARLY_2016_2019,REVISION,98,-0.00038650744721243984,-0.00037655846762060265,0.4489795918367347
KOSPI_ALL,CROSS_FAMILY_W20,EARLY_2016_2019,VALUE,98,-0.0006813950387287964,-0.0004908338142390023,0.4897959183673469
KOSPI_ALL,CROSS_FAMILY_W20,LATE_2020_2022,FLOW,75,0.0007062953645158428,0.0007202953645158413,0.4266666666666667
KOSPI_ALL,CROSS_FAMILY_W20,LATE_2020_2022,MOMENTUM,75,0.0006084609320206953,0.0008864609320206944,0.5333333333333333
KOSPI_ALL,CROSS_FAMILY_W20,LATE_2020_2022,REVISION,75,0.0007082532842285912,0.0007732532842285912,0.56
KOSPI_ALL,CROSS_FAMILY_W20,LATE_2020_2022,VALUE,75,0.00026202470760655253,0.0004900247076065503,0.5466666666666666
KOSPI_ALL,CROSS_FAMILY_W20,NORMAL_2023_2024,FLOW,48,-0.0013859970886307832,-0.001320372088630781,0.4583333333333333
KOSPI_ALL,CROSS_FAMILY_W20,NORMAL_2023_2024,MOMENTUM,48,0.0006594358277959649,0.0009625608277959653,0.4791666666666667
KOSPI_ALL,CROSS_FAMILY_W20,NORMAL_2023_2024,REVISION,48,0.0004664755165863118,0.0005274130165863128,0.5
KOSPI_ALL,CROSS_FAMILY_W20,NORMAL_2023_2024,VALUE,48,0.001880410829638375,0.0021304108296383707,0.5416666666666666
KOSPI_ALL,CROSS_FAMILY_W20,YTD_2026,FLOW,13,-0.0007729792528618765,-0.0007152869451695614,0.6153846153846154
KOSPI_ALL,CROSS_FAMILY_W20,YTD_2026,MOMENTUM,13,-0.0010054776784726269,-0.00083816998616493,0.38461538461538464
KOSPI_ALL,CROSS_FAMILY_W20,YTD_2026,REVISION,13,0.0058459811616514545,0.005903673469343762,0.5384615384615384
KOSPI_ALL,CROSS_FAMILY_W20,YTD_2026,VALUE,13,0.0029786295384915235,0.0033074756923376805,0.6153846153846154
KOSPI_ALL,FOUR_FAMILY_EW,BULL_2025,FLOW,25,0.009924245091513547,0.009954245091513552,0.6
KOSPI_ALL,FOUR_FAMILY_EW,BULL_2025,MOMENTUM,25,0.009359330940303463,0.009740330940303464,0.6
KOSPI_ALL,FOUR_FAMILY_EW,BULL_2025,REVISION,25,0.009233679957533731,0.009350679957533727,0.64
KOSPI_ALL,FOUR_FAMILY_EW,BULL_2025,VALUE,25,0.00896226525349753,0.010288265253497528,0.64
KOSPI_ALL,FOUR_FAMILY_EW,EARLY_2016_2019,FLOW,98,-0.0002516945212978874,-0.00012312309272645785,0.5204081632653061
KOSPI_ALL,FOUR_FAMILY_EW,EARLY_2016_2019,MOMENTUM,98,0.00250103965403601,0.002848488633627846,0.6020408163265306
KOSPI_ALL,FOUR_FAMILY_EW,EARLY_2016_2019,REVISION,98,-0.0030585496533007757,-0.002801406796157918,0.46938775510204084
KOSPI_ALL,FOUR_FAMILY_EW,EARLY_2016_2019,VALUE,98,-0.0025752383690249864,-0.001277279185351519,0.4897959183673469
KOSPI_ALL,FOUR_FAMILY_EW,LATE_2020_2022,FLOW,75,-0.004694174360002893,-0.004528174360002893,0.4666666666666667
KOSPI_ALL,FOUR_FAMILY_EW,LATE_2020_2022,MOMENTUM,75,0.001544684361106086,0.0021176843611060868,0.52
KOSPI_ALL,FOUR_FAMILY_EW,LATE_2020_2022,REVISION,75,-0.008823269454035203,-0.008445269454035205,0.41333333333333333
KOSPI_ALL,FOUR_FAMILY_EW,LATE_2020_2022,VALUE,75,-0.006002078997020369,-0.0044680789970203754,0.4
KOSPI_ALL,FOUR_FAMILY_EW,NORMAL_2023_2024,FLOW,48,-0.0034316691903185366,-0.0033082316903185367,0.5208333333333334
KOSPI_ALL,FOUR_FAMILY_EW,NORMAL_2023_2024,MOMENTUM,48,-0.001357999461420075,-0.000804874461420074,0.4791666666666667
KOSPI_ALL,FOUR_FAMILY_EW,NORMAL_2023_2024,REVISION,48,0.0017695600584501838,0.0020289350584501826,0.5208333333333334
KOSPI_ALL,FOUR_FAMILY_EW,NORMAL_2023_2024,VALUE,48,-0.0014668094939980115,1.9128006001990626e-05,0.5416666666666666
KOSPI_ALL,FOUR_FAMILY_EW,YTD_2026,FLOW,13,0.006355964306676296,0.006459810460522458,0.46153846153846156
KOSPI_ALL,FOUR_FAMILY_EW,YTD_2026,MOMENTUM,13,-0.007281718901245387,-0.006670180439706925,0.38461538461538464
KOSPI_ALL,FOUR_FAMILY_EW,YTD_2026,REVISION,13,-0.003623806929401251,-0.0031738069294012508,0.38461538461538464
KOSPI_ALL,FOUR_FAMILY_EW,YTD_2026,VALUE,13,-0.008910131279071089,-0.007433208202148016,0.46153846153846156
KOSPI_ALL,SIBLING_W20,BULL_2025,FLOW,25,0.0001790381820942523,0.0004460381820942537,0.56
KOSPI_ALL,SIBLING_W20,BULL_2025,MOMENTUM,25,0.006910525808767263,0.007057525808767262,0.64
KOSPI_ALL,SIBLING_W20,BULL_2025,REVISION,25,0.00035785063832245,0.0004268506383224501,0.56
KOSPI_ALL,SIBLING_W20,BULL_2025,VALUE,25,0.0012320154678280499,0.0013190154678280502,0.48
KOSPI_ALL,SIBLING_W20,EARLY_2016_2019,FLOW,98,-0.0002586692795425646,2.2963373518661944e-05,0.46938775510204084
KOSPI_ALL,SIBLING_W20,EARLY_2016_2019,MOMENTUM,98,-0.0006920524522940419,-0.0005129708196409791,0.5204081632653061
KOSPI_ALL,SIBLING_W20,EARLY_2016_2019,REVISION,98,-0.0002711621325175314,-0.00022677437741549142,0.4387755102040816
KOSPI_ALL,SIBLING_W20,EARLY_2016_2019,VALUE,98,-0.0007760281433702226,-0.000744650592349814,0.5
KOSPI_ALL,SIBLING_W20,LATE_2020_2022,FLOW,75,0.0008969642356044098,0.00116996423560441,0.5066666666666667
KOSPI_ALL,SIBLING_W20,LATE_2020_2022,MOMENTUM,75,0.002801696745648487,0.002990696745648486,0.5066666666666667
KOSPI_ALL,SIBLING_W20,LATE_2020_2022,REVISION,75,0.0010675728093720832,0.0011665728093720818,0.56
KOSPI_ALL,SIBLING_W20,LATE_2020_2022,VALUE,75,0.0013726799040426584,0.0014326799040426587,0.6133333333333333
KOSPI_ALL,SIBLING_W20,NORMAL_2023_2024,FLOW,48,-0.001472049328417737,-0.0012017368284177375,0.4583333333333333
KOSPI_ALL,SIBLING_W20,NORMAL_2023_2024,MOMENTUM,48,0.0047948045930407395,0.00496824209304074,0.5833333333333334
KOSPI_ALL,SIBLING_W20,NORMAL_2023_2024,REVISION,48,-0.0010605939358658582,-0.0009668439358658602,0.4583333333333333
KOSPI_ALL,SIBLING_W20,NORMAL_2023_2024,VALUE,48,0.0024091351516803603,0.0024466351516803614,0.5833333333333334
KOSPI_ALL,SIBLING_W20,YTD_2026,FLOW,13,0.0003298674917540848,0.0005721751840617686,0.46153846153846156
KOSPI_ALL,SIBLING_W20,YTD_2026,MOMENTUM,13,0.005607805346170573,0.005763574576939803,0.5384615384615384
KOSPI_ALL,SIBLING_W20,YTD_2026,REVISION,13,-0.004504590326160454,-0.004423821095391223,0.5384615384615384
KOSPI_ALL,SIBLING_W20,YTD_2026,VALUE,13,0.001317017823558061,0.0014266332081734458,0.6923076923076923
KOSPI_EX_K200,CROSS_FAMILY_W10,BULL_2025,FLOW,25,0.00011394730146979379,8.994730146979582e-05,0.44
KOSPI_EX_K200,CROSS_FAMILY_W10,BULL_2025,MOMENTUM,25,0.0015860193917556417,0.0016190193917556411,0.52
KOSPI_EX_K200,CROSS_FAMILY_W10,BULL_2025,REVISION,25,-0.000275845745456498,-0.0002878457454564982,0.44
KOSPI_EX_K200,CROSS_FAMILY_W10,BULL_2025,VALUE,25,0.0002025556405329783,0.0002415556405329757,0.56
KOSPI_EX_K200,CROSS_FAMILY_W10,EARLY_2016_2019,FLOW,98,0.0001960652200603266,0.00019376930169298068,0.5408163265306123
KOSPI_EX_K200,CROSS_FAMILY_W10,EARLY_2016_2019,MOMENTUM,98,-4.684067220038831e-05,-4.454475383303961e-05,0.5306122448979592
KOSPI_EX_K200,CROSS_FAMILY_W10,EARLY_2016_2019,REVISION,98,-2.3412866995910437e-05,-2.570878536325568e-05,0.4897959183673469
KOSPI_EX_K200,CROSS_FAMILY_W10,EARLY_2016_2019,VALUE,98,-0.0001703513695755584,-0.00016422892059596652,0.47959183673469385
KOSPI_EX_K200,CROSS_FAMILY_W10,LATE_2020_2022,FLOW,75,-0.0004440437641970092,-0.0004300437641970097,0.4
KOSPI_EX_K200,CROSS_FAMILY_W10,LATE_2020_2022,MOMENTUM,75,0.0008026648362959622,0.0008306648362959607,0.5466666666666666
KOSPI_EX_K200,CROSS_FAMILY_W10,LATE_2020_2022,REVISION,75,-0.0003193142757470814,-0.0003263142757470817,0.44
KOSPI_EX_K200,CROSS_FAMILY_W10,LATE_2020_2022,VALUE,75,0.00036945923819278417,0.0003764592381927807,0.4533333333333333
KOSPI_EX_K200,CROSS_FAMILY_W10,NORMAL_2023_2024,FLOW,48,0.0003007962916549817,0.0003054837916549817,0.5
KOSPI_EX_K200,CROSS_FAMILY_W10,NORMAL_2023_2024,MOMENTUM,48,-0.0002919811820062981,-0.00021541868200629716,0.3958333333333333
KOSPI_EX_K200,CROSS_FAMILY_W10,NORMAL_2023_2024,REVISION,48,0.00035672934087731446,0.0003504793408773176,0.4791666666666667
KOSPI_EX_K200,CROSS_FAMILY_W10,NORMAL_2023_2024,VALUE,48,-3.0491427907969586e-05,-1.4866427907966754e-05,0.625
KOSPI_EX_K200,CROSS_FAMILY_W10,YTD_2026,FLOW,13,-0.0002618112425694492,-0.00022719585795406423,0.5384615384615384
KOSPI_EX_K200,CROSS_FAMILY_W10,YTD_2026,MOMENTUM,13,0.007999330193501158,0.008028176347347309,0.5384615384615384
KOSPI_EX_K200,CROSS_FAMILY_W10,YTD_2026,REVISION,13,-0.0005406200919738848,-0.0005233123996662,0.5384615384615384
KOSPI_EX_K200,CROSS_FAMILY_W10,YTD_2026,VALUE,13,0.0003269986248651322,0.00033853708640359037,0.38461538461538464
KOSPI_EX_K200,CROSS_FAMILY_W20,BULL_2025,FLOW,25,-0.00024162716894368018,-0.0002746271689436795,0.44
KOSPI_EX_K200,CROSS_FAMILY_W20,BULL_2025,MOMENTUM,25,0.004061209670860533,0.004187209670860532,0.64
KOSPI_EX_K200,CROSS_FAMILY_W20,BULL_2025,REVISION,25,0.00021115461881646,0.00018715461881646013,0.48
KOSPI_EX_K200,CROSS_FAMILY_W20,BULL_2025,VALUE,25,0.00024100365189855158,0.0003160036518985497,0.56
KOSPI_EX_K200,CROSS_FAMILY_W20,EARLY_2016_2019,FLOW,98,0.0009100540796508978,0.0009085234674060001,0.5408163265306123
KOSPI_EX_K200,CROSS_FAMILY_W20,EARLY_2016_2019,MOMENTUM,98,0.0001174479950732306,0.00016336636242017045,0.4897959183673469
KOSPI_EX_K200,CROSS_FAMILY_W20,EARLY_2016_2019,REVISION,98,0.00028983497535199214,0.00029748803657648207,0.45918367346938777
KOSPI_EX_K200,CROSS_FAMILY_W20,EARLY_2016_2019,VALUE,98,0.00011107547678793436,0.00014015710944099389,0.5102040816326531
KOSPI_EX_K200,CROSS_FAMILY_W20,LATE_2020_2022,FLOW,75,-0.0006681824519321945,-0.0006421824519321958,0.37333333333333335
KOSPI_EX_K200,CROSS_FAMILY_W20,LATE_2020_2022,MOMENTUM,75,0.0005775651954421431,0.0007265651954421414,0.5066666666666667
KOSPI_EX_K200,CROSS_FAMILY_W20,LATE_2020_2022,REVISION,75,-0.0002703533159817202,-0.0002623533159817207,0.5066666666666667
KOSPI_EX_K200,CROSS_FAMILY_W20,LATE_2020_2022,VALUE,75,0.00023409832871045195,0.0002910983287104483,0.4666666666666667
KOSPI_EX_K200,CROSS_FAMILY_W20,NORMAL_2023_2024,FLOW,48,0.00045244839952440747,0.00046338589952440724,0.5625
KOSPI_EX_K200,CROSS_FAMILY_W20,NORMAL_2023_2024,MOMENTUM,48,0.002657501016079599,0.002865313516079601,0.5416666666666666
KOSPI_EX_K200,CROSS_FAMILY_W20,NORMAL_2023_2024,REVISION,48,0.0002144791046730397,0.00022072910467304578,0.5416666666666666
KOSPI_EX_K200,CROSS_FAMILY_W20,NORMAL_2023_2024,VALUE,48,0.00025857988598091807,0.0003038923859809187,0.5416666666666666
KOSPI_EX_K200,CROSS_FAMILY_W20,YTD_2026,FLOW,13,0.0014434303388516923,0.0015011226465440038,0.6153846153846154
KOSPI_EX_K200,CROSS_FAMILY_W20,YTD_2026,MOMENTUM,13,0.004681370427984388,0.004871755043369007,0.6153846153846154
KOSPI_EX_K200,CROSS_FAMILY_W20,YTD_2026,REVISION,13,-0.0005762263723735374,-0.0004954571416043077,0.5384615384615384
KOSPI_EX_K200,CROSS_FAMILY_W20,YTD_2026,VALUE,13,0.0019911910799418034,0.002060421849172575,0.46153846153846156
KOSPI_EX_K200,FOUR_FAMILY_EW,BULL_2025,FLOW,25,0.0013447285936937497,0.001461728593693748,0.44
KOSPI_EX_K200,FOUR_FAMILY_EW,BULL_2025,MOMENTUM,25,0.0015558121267510495,0.0019698121267510502,0.4
KOSPI_EX_K200,FOUR_FAMILY_EW,BULL_2025,REVISION,25,-0.001838796487949404,-0.0016467964879494058,0.44
KOSPI_EX_K200,FOUR_FAMILY_EW,BULL_2025,VALUE,25,0.004187272987267592,0.005492272987267593,0.48
KOSPI_EX_K200,FOUR_FAMILY_EW,EARLY_2016_2019,FLOW,98,-0.001506150040184016,-0.0013936500401840169,0.5102040816326531
KOSPI_EX_K200,FOUR_FAMILY_EW,EARLY_2016_2019,MOMENTUM,98,0.0009870037103055758,0.0012502690164280259,0.5612244897959183
KOSPI_EX_K200,FOUR_FAMILY_EW,EARLY_2016_2019,REVISION,98,-0.004233995085282559,-0.004002107330180517,0.4489795918367347
KOSPI_EX_K200,FOUR_FAMILY_EW,EARLY_2016_2019,VALUE,98,-0.0040959945180483225,-0.0029977802323340403,0.41836734693877553
KOSPI_EX_K200,FOUR_FAMILY_EW,LATE_2020_2022,FLOW,75,-0.004741093756790714,-0.004551093756790713,0.4266666666666667
KOSPI_EX_K200,FOUR_FAMILY_EW,LATE_2020_2022,MOMENTUM,75,0.0011329799038162138,0.0016589799038162136,0.52
KOSPI_EX_K200,FOUR_FAMILY_EW,LATE_2020_2022,REVISION,75,-0.009574062102171472,-0.009127062102171473,0.37333333333333335
KOSPI_EX_K200,FOUR_FAMILY_EW,LATE_2020_2022,VALUE,75,-0.004089451060485791,-0.0027074510604857926,0.4266666666666667
KOSPI_EX_K200,FOUR_FAMILY_EW,NORMAL_2023_2024,FLOW,48,-0.001641488568486578,-0.001572738568486575,0.5208333333333334
KOSPI_EX_K200,FOUR_FAMILY_EW,NORMAL_2023_2024,MOMENTUM,48,0.0035198566289906586,0.0040089191289906555,0.5833333333333334
KOSPI_EX_K200,FOUR_FAMILY_EW,NORMAL_2023_2024,REVISION,48,0.0008480757940771442,0.0011402632940771438,0.4791666666666667
KOSPI_EX_K200,FOUR_FAMILY_EW,NORMAL_2023_2024,VALUE,48,-0.0005832051918436744,0.0006621073081563234,0.4791666666666667
KOSPI_EX_K200,FOUR_FAMILY_EW,YTD_2026,FLOW,13,0.013149070168699931,0.0134433009379307,0.7692307692307693
KOSPI_EX_K200,FOUR_FAMILY_EW,YTD_2026,MOMENTUM,13,0.014391506003636626,0.015014582926713546,0.6153846153846154
KOSPI_EX_K200,FOUR_FAMILY_EW,YTD_2026,REVISION,13,0.003026776516531618,0.0035806226703777697,0.46153846153846156
KOSPI_EX_K200,FOUR_FAMILY_EW,YTD_2026,VALUE,13,-0.005347231892064161,-0.003922231892064166,0.38461538461538464
KOSPI_EX_K200,SIBLING_W20,BULL_2025,FLOW,25,0.0048681230207183335,0.005033123020718336,0.6
KOSPI_EX_K200,SIBLING_W20,BULL_2025,MOMENTUM,25,0.005281998178630443,0.0053359981786304375,0.64
KOSPI_EX_K200,SIBLING_W20,BULL_2025,REVISION,25,0.003262055174246406,0.003262055174246406,0.72
KOSPI_EX_K200,SIBLING_W20,BULL_2025,VALUE,25,0.00138889070865825,0.0014098907086582497,0.72
KOSPI_EX_K200,SIBLING_W20,EARLY_2016_2019,FLOW,98,-0.0009730077444470268,-0.0008582118260796807,0.47959183673469385
KOSPI_EX_K200,SIBLING_W20,EARLY_2016_2019,MOMENTUM,98,-9.721271501319995e-05,-9.874332725809843e-05,0.47959183673469385
KOSPI_EX_K200,SIBLING_W20,EARLY_2016_2019,REVISION,98,-4.948898978285241e-06,-1.1223683660409507e-06,0.6020408163265306
KOSPI_EX_K200,SIBLING_W20,EARLY_2016_2019,VALUE,98,-0.0005865563106309934,-0.0005283930453248704,0.47959183673469385
KOSPI_EX_K200,SIBLING_W20,LATE_2020_2022,FLOW,75,-0.001478183378800236,-0.001286183378800238,0.4
KOSPI_EX_K200,SIBLING_W20,LATE_2020_2022,MOMENTUM,75,0.0027640644307128006,0.002879064430712802,0.6133333333333333
KOSPI_EX_K200,SIBLING_W20,LATE_2020_2022,REVISION,75,0.00040839772114950357,0.00045639772114949953,0.5466666666666666
KOSPI_EX_K200,SIBLING_W20,LATE_2020_2022,VALUE,75,-0.00011192884553643015,-0.000108928845536431,0.52
KOSPI_EX_K200,SIBLING_W20,NORMAL_2023_2024,FLOW,48,-0.0007457569064841053,-0.0005863819064841068,0.5208333333333334
KOSPI_EX_K200,SIBLING_W20,NORMAL_2023_2024,MOMENTUM,48,0.003714107374839654,0.0038797323748396497,0.5416666666666666
KOSPI_EX_K200,SIBLING_W20,NORMAL_2023_2024,REVISION,48,0.0004463659941135964,0.00044792849411359655,0.4791666666666667
KOSPI_EX_K200,SIBLING_W20,NORMAL_2023_2024,VALUE,48,-0.0002777400150303744,-0.00025586501503037606,0.5416666666666666
KOSPI_EX_K200,SIBLING_W20,YTD_2026,FLOW,13,0.0042012477270607996,0.004478170803983869,0.46153846153846156
KOSPI_EX_K200,SIBLING_W20,YTD_2026,MOMENTUM,13,0.014409878983608869,0.014663725137455019,0.6923076923076923
KOSPI_EX_K200,SIBLING_W20,YTD_2026,REVISION,13,-0.0026948257516006854,-0.0026659795977545305,0.3076923076923077
KOSPI_EX_K200,SIBLING_W20,YTD_2026,VALUE,13,0.0020196517509024994,0.0020600363662871147,0.8461538461538461
