date,universe,factor,family,base_ic
2018-01-31,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,0.08084901083327681
2018-01-31,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,-0.049489237784623705
2018-01-31,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,0.12427940256954657
2018-01-31,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,-0.1006451514196962
2018-01-31,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,-0.027085279993860293
2018-01-31,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,-0.01730067960918487
2018-01-31,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,0.0997856322326716
2018-01-31,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,0.1421170007453993
2018-01-31,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,0.06982178670473731
2018-01-31,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,-0.018022213846970978
2018-01-31,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,0.13384108690058646
2018-01-31,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,-0.16882901954171428
2018-01-31,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,-0.04109390859111433
2018-01-31,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,-0.039896590577753833
2018-01-31,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,0.12485042673419551
2018-02-14,K200,OP12_REV,REVISION,-0.08549479848160456
2018-02-14,K200,OPFY1_REV,REVISION,-0.06880778694855312
2018-02-14,K200,PBR12MF,VALUE,-0.04380877700096014
2018-02-14,K200,PER12MF,VALUE,-0.009535942249617882
2018-02-14,K200,MOM1M,MOMENTUM,-0.18712165056296098
2018-02-14,K200,MOM12_1,MOMENTUM,0.06689504001991305
2018-02-14,K200,PRIVATE_FLOW,FLOW,-0.0971574430833003
2018-02-14,K200,FOREIGN_FLOW,FLOW,-0.10061812177046593
2018-02-14,KOSPI_EX_K200,OP12_REV,REVISION,0.20519011696710485
2018-02-14,KOSPI_EX_K200,OPFY1_REV,REVISION,0.21597471605907814
2018-02-14,KOSPI_EX_K200,PBR12MF,VALUE,-0.03477959053364536
2018-02-14,KOSPI_EX_K200,PER12MF,VALUE,0.050521884794178566
2018-02-14,KOSPI_EX_K200,MOM1M,MOMENTUM,0.021171897104323805
2018-02-14,KOSPI_EX_K200,MOM12_1,MOMENTUM,-0.06760711186376969
2018-02-14,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,0.016074271311108158
2018-02-14,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,0.09112136114814218
2018-02-14,KOSPI_ALL,OP12_REV,REVISION,0.06678715157582925
2018-02-14,KOSPI_ALL,OPFY1_REV,REVISION,0.07185147426239161
2018-02-14,KOSPI_ALL,PBR12MF,VALUE,-0.03757954518819281
2018-02-14,KOSPI_ALL,PER12MF,VALUE,0.03361622148668393
2018-02-14,KOSPI_ALL,MOM1M,MOMENTUM,-0.015015516871203196
2018-02-14,KOSPI_ALL,MOM12_1,MOMENTUM,0.009692815252717136
2018-02-14,KOSPI_ALL,PRIVATE_FLOW,FLOW,-0.019938366172644256
2018-02-14,KOSPI_ALL,FOREIGN_FLOW,FLOW,0.013137682721115032
2018-02-14,KOSDAQ,OP12_REV,REVISION,0.11690170923276758
2018-02-14,KOSDAQ,OPFY1_REV,REVISION,0.12338878634918676
2018-02-14,KOSDAQ,PBR12MF,VALUE,-0.18113517789140313
2018-02-14,KOSDAQ,PER12MF,VALUE,-0.2415695576201171
2018-02-14,KOSDAQ,MOM1M,MOMENTUM,-0.1126212850619231
2018-02-14,KOSDAQ,MOM12_1,MOMENTUM,0.07597674672250802
2018-02-14,KOSDAQ,PRIVATE_FLOW,FLOW,-0.038848261671032995
2018-02-14,KOSDAQ,FOREIGN_FLOW,FLOW,0.01871918111170613
2018-02-14,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,0.07947301090754536
2018-02-14,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,0.0836323390857227
2018-02-14,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,-0.06636978864764703
2018-02-14,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,-0.0455158986634054
2018-02-14,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,-0.05327139831175585
2018-02-14,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,0.031876220321358076
2018-02-14,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,-0.027461541106820853
2018-02-14,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,0.016612234720752635
2018-02-14,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,0.14966995540961972
2018-02-14,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,0.165320959933091
2018-02-14,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,-0.06051275920713444
2018-02-14,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,-0.06697113542157
2018-02-14,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,-0.059278877493424635
2018-02-14,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,0.00014929626911449988
2018-02-14,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,-0.006577837888883175
2018-02-14,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,0.04972437760277024
2018-03-05,K200,OP12_REV,REVISION,-0.04557800568641285
2018-03-05,K200,OPFY1_REV,REVISION,-0.09902056797139212
2018-03-05,K200,PBR12MF,VALUE,-0.2026308662447541
2018-03-05,K200,PER12MF,VALUE,-0.1466777478491721
2018-03-05,K200,MOM1M,MOMENTUM,-0.047919840097915424
2018-03-05,K200,MOM12_1,MOMENTUM,0.06886443437631187
2018-03-05,K200,PRIVATE_FLOW,FLOW,-0.0485358569065605
2018-03-05,K200,FOREIGN_FLOW,FLOW,-0.1404369994406706
2018-03-05,KOSPI_EX_K200,OP12_REV,REVISION,0.001017309644568246
2018-03-05,KOSPI_EX_K200,OPFY1_REV,REVISION,0.014982193922683315
2018-03-05,KOSPI_EX_K200,PBR12MF,VALUE,-0.15812433191203384
2018-03-05,KOSPI_EX_K200,PER12MF,VALUE,-0.14689921267785652
2018-03-05,KOSPI_EX_K200,MOM1M,MOMENTUM,0.020102602775622917
2018-03-05,KOSPI_EX_K200,MOM12_1,MOMENTUM,0.23186969707022637
2018-03-05,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,-0.06353696805384974
2018-03-05,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,0.12241576135141706
2018-03-05,KOSPI_ALL,OP12_REV,REVISION,-0.0300339848816885
2018-03-05,KOSPI_ALL,OPFY1_REV,REVISION,-0.057711837109357185
2018-03-05,KOSPI_ALL,PBR12MF,VALUE,-0.1846564696469588
2018-03-05,KOSPI_ALL,PER12MF,VALUE,-0.1485905646162626
2018-03-05,KOSPI_ALL,MOM1M,MOMENTUM,-0.02251781385126621
2018-03-05,KOSPI_ALL,MOM12_1,MOMENTUM,0.1539220824473131
2018-03-05,KOSPI_ALL,PRIVATE_FLOW,FLOW,-0.059144388428168035
2018-03-05,KOSPI_ALL,FOREIGN_FLOW,FLOW,-0.0047014590955638804
2018-03-05,KOSDAQ,OP12_REV,REVISION,-0.030951751823822714
2018-03-05,KOSDAQ,OPFY1_REV,REVISION,-0.0665089946982503
2018-03-05,KOSDAQ,PBR12MF,VALUE,-0.2960846779910973
2018-03-05,KOSDAQ,PER12MF,VALUE,-0.041937537890264706
2018-03-05,KOSDAQ,MOM1M,MOMENTUM,0.09432810747379756
2018-03-05,KOSDAQ,MOM12_1,MOMENTUM,0.2423483870150772
2018-03-05,KOSDAQ,PRIVATE_FLOW,FLOW,-0.007214795065695582
2018-03-05,KOSDAQ,FOREIGN_FLOW,FLOW,-0.12724050056331762
2018-03-05,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,-0.031392847604122726
2018-03-05,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,-0.05966022416797139
2018-03-05,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,-0.2157252054452188
2018-03-05,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,-0.1253951817632582
2018-03-05,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,0.07017656614408904
2018-03-05,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,0.22193205188403625
2018-03-05,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,-0.03632561467250193
2018-03-05,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,-0.055294236640513694
2018-03-05,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,-0.0239367752993489
2018-03-05,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,-0.03881009453336975
2018-03-05,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,-0.2336395681211627
2018-03-05,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,-0.10704987620514313
2018-03-05,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,0.09174005876678248
2018-03-05,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,0.26084085101627846
2018-03-05,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,-0.03773299627748825
2018-03-05,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,-0.03340395429953338
2018-03-19,K200,OP12_REV,REVISION,0.016272880474327487
2018-03-19,K200,OPFY1_REV,REVISION,-0.04617028260657732
2018-03-19,K200,PBR12MF,VALUE,-0.24948406614486732
2018-03-19,K200,PER12MF,VALUE,-0.37887071862135013
2018-03-19,K200,MOM1M,MOMENTUM,-0.01419225094534803
2018-03-19,K200,MOM12_1,MOMENTUM,-0.012175939848317458
2018-03-19,K200,PRIVATE_FLOW,FLOW,-0.07734952239525038
2018-03-19,K200,FOREIGN_FLOW,FLOW,0.007080371415785371
2018-03-19,KOSPI_EX_K200,OP12_REV,REVISION,0.15142130774213847
2018-03-19,KOSPI_EX_K200,OPFY1_REV,REVISION,0.03865024716040579
2018-03-19,KOSPI_EX_K200,PBR12MF,VALUE,-0.29668136059668443
2018-03-19,KOSPI_EX_K200,PER12MF,VALUE,-0.2672558137775873
2018-03-19,KOSPI_EX_K200,MOM1M,MOMENTUM,0.16226747866326344
2018-03-19,KOSPI_EX_K200,MOM12_1,MOMENTUM,0.09532606182504068
2018-03-19,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,-0.03456780536957195
2018-03-19,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,-0.12819969158376243
2018-03-19,KOSPI_ALL,OP12_REV,REVISION,0.06950867803682317
2018-03-19,KOSPI_ALL,OPFY1_REV,REVISION,-0.017708874153885428
2018-03-19,KOSPI_ALL,PBR12MF,VALUE,-0.26186992015081556
2018-03-19,KOSPI_ALL,PER12MF,VALUE,-0.33415555511105527
2018-03-19,KOSPI_ALL,MOM1M,MOMENTUM,0.0977147235794936
2018-03-19,KOSPI_ALL,MOM12_1,MOMENTUM,0.06636132221841114
2018-03-19,KOSPI_ALL,PRIVATE_FLOW,FLOW,-0.030927135066042884
2018-03-19,KOSPI_ALL,FOREIGN_FLOW,FLOW,-0.07789627695800315
2018-03-19,KOSDAQ,OP12_REV,REVISION,0.2368238122081109
2018-03-19,KOSDAQ,OPFY1_REV,REVISION,0.1966425812145466
2018-03-19,KOSDAQ,PBR12MF,VALUE,-0.013759746862317748
2018-03-19,KOSDAQ,PER12MF,VALUE,-0.25301704413541604
2018-03-19,KOSDAQ,MOM1M,MOMENTUM,0.17860675757981329
2018-03-19,KOSDAQ,MOM12_1,MOMENTUM,-0.007269990869187681
2018-03-19,KOSDAQ,PRIVATE_FLOW,FLOW,0.08820340975631029
2018-03-19,KOSDAQ,FOREIGN_FLOW,FLOW,0.08389328656527548
2018-03-19,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,0.137050214163926
2018-03-19,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,0.08738156161164806
2018-03-19,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,-0.0640279861111324
2018-03-19,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,-0.24444678469228878
2018-03-19,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,0.12116431737802635
2018-03-19,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,0.01653235537066793
2018-03-19,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,-0.0011016227872337125
2018-03-19,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,-0.01295488500564284
2018-03-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,0.21052391292254047
2018-03-19,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,0.15455071538039297
2018-03-19,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,-0.035783499409250345
2018-03-19,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,-0.20368913701423624
2018-03-19,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,0.16329292100144352
2018-03-19,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,0.024806364730179498
2018-03-19,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,0.012315196462624236
2018-03-19,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,-0.014650314117907647
2018-04-02,K200,OP12_REV,REVISION,0.14067682397681602
2018-04-02,K200,OPFY1_REV,REVISION,0.1056681356165769
2018-04-02,K200,PBR12MF,VALUE,-0.12036038380417875
2018-04-02,K200,PER12MF,VALUE,-0.15040390477203044
2018-04-02,K200,MOM1M,MOMENTUM,0.10584370335880941
2018-04-02,K200,MOM12_1,MOMENTUM,0.08853497071801855
2018-04-02,K200,PRIVATE_FLOW,FLOW,0.08936538901981134
2018-04-02,K200,FOREIGN_FLOW,FLOW,0.11634868666886279
2018-04-02,KOSPI_EX_K200,OP12_REV,REVISION,0.1799268819958389
2018-04-02,KOSPI_EX_K200,OPFY1_REV,REVISION,0.10327320917563923
2018-04-02,KOSPI_EX_K200,PBR12MF,VALUE,-0.16714060786553991
2018-04-02,KOSPI_EX_K200,PER12MF,VALUE,-0.17613007853026816
2018-04-02,KOSPI_EX_K200,MOM1M,MOMENTUM,0.2011255587706823
2018-04-02,KOSPI_EX_K200,MOM12_1,MOMENTUM,0.08702467192925882
2018-04-02,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,-0.0639909793808352
2018-04-02,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,0.12140894088930244
2018-04-02,KOSPI_ALL,OP12_REV,REVISION,0.1892672758183228
2018-04-02,KOSPI_ALL,OPFY1_REV,REVISION,0.1476870510329437
2018-04-02,KOSPI_ALL,PBR12MF,VALUE,-0.13886273945267805
2018-04-02,KOSPI_ALL,PER12MF,VALUE,-0.12118688006174703
2018-04-02,KOSPI_ALL,MOM1M,MOMENTUM,0.15338381471714363
2018-04-02,KOSPI_ALL,MOM12_1,MOMENTUM,0.11316709767205095
2018-04-02,KOSPI_ALL,PRIVATE_FLOW,FLOW,0.01650199953846004
2018-04-02,KOSPI_ALL,FOREIGN_FLOW,FLOW,0.11741480926268005
2018-04-02,KOSDAQ,OP12_REV,REVISION,-0.0257626875447845
2018-04-02,KOSDAQ,OPFY1_REV,REVISION,0.02173583180233105
2018-04-02,KOSDAQ,PBR12MF,VALUE,-0.034909181245615574
2018-04-02,KOSDAQ,PER12MF,VALUE,0.10347735592441862
2018-04-02,KOSDAQ,MOM1M,MOMENTUM,0.01768824625230931
2018-04-02,KOSDAQ,MOM12_1,MOMENTUM,0.17087678609548188
2018-04-02,KOSDAQ,PRIVATE_FLOW,FLOW,-0.0841290608563047
2018-04-02,KOSDAQ,FOREIGN_FLOW,FLOW,-0.14717861824897996
2018-04-02,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,0.13096837466791889
2018-04-02,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,0.11427782425943145
2018-04-02,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,-0.17374074284333943
2018-04-02,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,-0.059598531594645295
2018-04-02,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,0.07237105384120275
2018-04-02,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,0.19873591481175418
2018-04-02,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,-0.011323391258873742
2018-04-02,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,-0.01424742051684536
2018-04-02,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,0.06353110140062519
2018-04-02,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,0.059151110909050605
2018-04-02,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,-0.1147520430575009
2018-04-02,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,0.0027080321807161386
2018-04-02,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,0.06905053972376214
2018-04-02,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,0.17313479086458056
2018-04-02,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,-0.06013392446095136
2018-04-02,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,-0.06631269318249013
2018-04-16,K200,OP12_REV,REVISION,0.011692311813829742
2018-04-16,K200,OPFY1_REV,REVISION,0.14062138783131123
2018-04-16,K200,PBR12MF,VALUE,0.41012411648371966
2018-04-16,K200,PER12MF,VALUE,0.31821944105776273
2018-04-16,K200,MOM1M,MOMENTUM,-0.0026179716288912266
2018-04-16,K200,MOM12_1,MOMENTUM,-0.17903156255354796
2018-04-16,K200,PRIVATE_FLOW,FLOW,0.1271626334681225
2018-04-16,K200,FOREIGN_FLOW,FLOW,-0.12396504514612014
2018-04-16,KOSPI_EX_K200,OP12_REV,REVISION,0.05917906296385457
2018-04-16,KOSPI_EX_K200,OPFY1_REV,REVISION,0.02736267594408625
2018-04-16,KOSPI_EX_K200,PBR12MF,VALUE,0.375749322576136
2018-04-16,KOSPI_EX_K200,PER12MF,VALUE,0.4405494928110169
2018-04-16,KOSPI_EX_K200,MOM1M,MOMENTUM,-0.16131816357637282
2018-04-16,KOSPI_EX_K200,MOM12_1,MOMENTUM,-0.18637586135313658
2018-04-16,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,0.08977083473375044
2018-04-16,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,-0.09141712904739334
2018-04-16,KOSPI_ALL,OP12_REV,REVISION,0.0033340565228121267
2018-04-16,KOSPI_ALL,OPFY1_REV,REVISION,0.08546172631198953
2018-04-16,KOSPI_ALL,PBR12MF,VALUE,0.39831578924638095
2018-04-16,KOSPI_ALL,PER12MF,VALUE,0.3499480512282734
2018-04-16,KOSPI_ALL,MOM1M,MOMENTUM,-0.08340555046998122
2018-04-16,KOSPI_ALL,MOM12_1,MOMENTUM,-0.18739234225871082
2018-04-16,KOSPI_ALL,PRIVATE_FLOW,FLOW,0.10634376763830491
2018-04-16,KOSPI_ALL,FOREIGN_FLOW,FLOW,-0.11066642752512247
2018-04-16,KOSDAQ,OP12_REV,REVISION,0.058995034136489925
2018-04-16,KOSDAQ,OPFY1_REV,REVISION,0.1320974328971845
2018-04-16,KOSDAQ,PBR12MF,VALUE,0.24589195054478838
2018-04-16,KOSDAQ,PER12MF,VALUE,0.13788663334408538
2018-04-16,KOSDAQ,MOM1M,MOMENTUM,-0.07450364296445493
2018-04-16,KOSDAQ,MOM12_1,MOMENTUM,-0.2088366440275419
2018-04-16,KOSDAQ,PRIVATE_FLOW,FLOW,-0.1120225358410586
2018-04-16,KOSDAQ,FOREIGN_FLOW,FLOW,0.07234203377993939
2018-04-16,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,-0.0161418817617412
2018-04-16,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,0.08076417915003305
2018-04-16,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,0.4220866412274254
2018-04-16,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,0.31040579509678307
2018-04-16,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,-0.09781226032785606
2018-04-16,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,-0.27637649518327795
2018-04-16,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,0.026403030603981536
2018-04-16,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,-0.05300543482269402
2018-04-16,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,0.06476711126997874
2018-04-16,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,0.10128117794398712
2018-04-16,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,0.36184588379537613
2018-04-16,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,0.3024260282619197
2018-04-16,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,-0.11808612510727656
2018-04-16,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,-0.2559882607449619
2018-04-16,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,-0.020061733137408833
2018-04-16,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,-0.005543987393631757
2018-04-30,K200,OP12_REV,REVISION,0.17184932747375395
2018-04-30,K200,OPFY1_REV,REVISION,0.15742651075709804
2018-04-30,K200,PBR12MF,VALUE,0.09062079741767985
2018-04-30,K200,PER12MF,VALUE,0.020180973076157016
2018-04-30,K200,MOM1M,MOMENTUM,0.08757558963353906
2018-04-30,K200,MOM12_1,MOMENTUM,-0.068416225506906
2018-04-30,K200,PRIVATE_FLOW,FLOW,0.028159923587571273
2018-04-30,K200,FOREIGN_FLOW,FLOW,-0.0892146964461054
2018-04-30,KOSPI_EX_K200,OP12_REV,REVISION,-0.029499811001986245
2018-04-30,KOSPI_EX_K200,OPFY1_REV,REVISION,0.008593756662936797
2018-04-30,KOSPI_EX_K200,PBR12MF,VALUE,0.17704530276598368
2018-04-30,KOSPI_EX_K200,PER12MF,VALUE,0.023993340138791543
2018-04-30,KOSPI_EX_K200,MOM1M,MOMENTUM,-0.020100117224630662
2018-04-30,KOSPI_EX_K200,MOM12_1,MOMENTUM,-0.09799161576359357
2018-04-30,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,0.006904295886498187
2018-04-30,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,-0.050186029956413594
2018-04-30,KOSPI_ALL,OP12_REV,REVISION,0.09043468471570676
2018-04-30,KOSPI_ALL,OPFY1_REV,REVISION,0.09960194083564186
2018-04-30,KOSPI_ALL,PBR12MF,VALUE,0.1340069732910057
2018-04-30,KOSPI_ALL,PER12MF,VALUE,0.015173627317971613
2018-04-30,KOSPI_ALL,MOM1M,MOMENTUM,0.03324448156893463
2018-04-30,KOSPI_ALL,MOM12_1,MOMENTUM,-0.08472581135881922
2018-04-30,KOSPI_ALL,PRIVATE_FLOW,FLOW,0.011483955888462157
2018-04-30,KOSPI_ALL,FOREIGN_FLOW,FLOW,-0.06675800602336578
2018-04-30,KOSDAQ,OP12_REV,REVISION,0.13800248489420833
2018-04-30,KOSDAQ,OPFY1_REV,REVISION,0.06222852006278367
2018-04-30,KOSDAQ,PBR12MF,VALUE,0.36296414148386846
2018-04-30,KOSDAQ,PER12MF,VALUE,0.2893869929159131
2018-04-30,KOSDAQ,MOM1M,MOMENTUM,-0.05131364932657371
2018-04-30,KOSDAQ,MOM12_1,MOMENTUM,-0.13521160623169443
2018-04-30,KOSDAQ,PRIVATE_FLOW,FLOW,-0.029602161120368696
2018-04-30,KOSDAQ,FOREIGN_FLOW,FLOW,0.13017652362935309
2018-04-30,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,0.07058062389792412
2018-04-30,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,0.06420233989338671
2018-04-30,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,0.2598783595035067
2018-04-30,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,0.12827464604271505
2018-04-30,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,0.025516957375332983
2018-04-30,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,-0.19236345213063322
2018-04-30,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,-0.000232901364450289
2018-04-30,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,0.028724402233989334
2018-04-30,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,0.06429948875035549
2018-04-30,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,0.0552280390887608
2018-04-30,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,0.30858376022418055
2018-04-30,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,0.19914340140133568
2018-04-30,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,0.007434218022886791
2018-04-30,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,-0.18043982379655285
2018-04-30,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,-0.0027425536223557286
2018-04-30,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,0.07786832503817433
2018-05-16,K200,OP12_REV,REVISION,0.10673652681724563
2018-05-16,K200,OPFY1_REV,REVISION,0.0750068629944618
2018-05-16,K200,PBR12MF,VALUE,-0.30861754687795523
2018-05-16,K200,PER12MF,VALUE,-0.20462082672449963
2018-05-16,K200,MOM1M,MOMENTUM,0.12772232546939247
2018-05-16,K200,MOM12_1,MOMENTUM,0.05230759605433541
2018-05-16,K200,PRIVATE_FLOW,FLOW,-0.16002471651092806
2018-05-16,K200,FOREIGN_FLOW,FLOW,-0.04994174176480719
2018-05-16,KOSPI_EX_K200,OP12_REV,REVISION,0.27261340453745214
2018-05-16,KOSPI_EX_K200,OPFY1_REV,REVISION,0.22749011221663362
2018-05-16,KOSPI_EX_K200,PBR12MF,VALUE,0.022900597637061607
2018-05-16,KOSPI_EX_K200,PER12MF,VALUE,0.07275791088552795
2018-05-16,KOSPI_EX_K200,MOM1M,MOMENTUM,0.08784967724035798
2018-05-16,KOSPI_EX_K200,MOM12_1,MOMENTUM,0.12352432993416726
2018-05-16,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,0.10619989278761437
2018-05-16,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,-0.20561347007076464
2018-05-16,KOSPI_ALL,OP12_REV,REVISION,0.21288066179780651
2018-05-16,KOSPI_ALL,OPFY1_REV,REVISION,0.18449870804371143
2018-05-16,KOSPI_ALL,PBR12MF,VALUE,-0.1257934669105148
2018-05-16,KOSPI_ALL,PER12MF,VALUE,-0.019073550467213693
