universe,factor,family,overlay,sample,n,ann_return,sharpe,mdd,hit_rate,avg_turnover,mean_delta_vs_base,beat_base_rate,median_delta_vs_base
KOSPI_ALL,MOM12_1,MOMENTUM,CROSS_FAMILY_W20,YTD_2026,13,-0.2583824390519166,-0.2460257126603014,-0.42311658890223147,0.46153846153846156,0.28461538461538455,-0.010128937586694352,0.3076923076923077,-0.006197920596612033
KOSPI_ALL,MOM12_1,MOMENTUM,FOUR_FAMILY_EW,BULL_2025,25,1.024621602586746,2.4334824329258393,-0.07609823894195933,0.72,0.54,0.004017414179486121,0.52,0.0009086891302381318
KOSPI_ALL,MOM12_1,MOMENTUM,FOUR_FAMILY_EW,EARLY_2016_2019,98,-0.05111494843362008,-0.19996289814356785,-0.35430167295307324,0.5306122448979592,0.5683673469387756,0.0013644734308462315,0.5612244897959183,0.0015646724949272784
KOSPI_ALL,MOM12_1,MOMENTUM,FOUR_FAMILY_EW,LATE_2020_2022,75,-0.02390519891261289,0.029765832344482324,-0.33672793120266853,0.56,0.6193333333333333,-0.001775907438994188,0.49333333333333335,-0.00012820474938612936
KOSPI_ALL,MOM12_1,MOMENTUM,FOUR_FAMILY_EW,NORMAL_2023_2024,48,0.031774633735332625,0.25410902458271556,-0.194530154203031,0.5208333333333334,0.5947916666666667,-0.005861224224965184,0.5,-0.0006827731425689404
KOSPI_ALL,MOM12_1,MOMENTUM,FOUR_FAMILY_EW,YTD_2026,13,-0.11090522743255615,-0.13375832061569926,-0.2551328056400264,0.5384615384615384,0.6153846153846153,-0.006503216972506336,0.38461538461538464,-0.028052174866831273
KOSPI_ALL,MOM12_1,MOMENTUM,SIBLING_W20,BULL_2025,25,0.929666535206013,1.9257728286702662,-0.11406359765732244,0.56,0.38400000000000006,0.0029815433877866016,0.64,0.01447276458394766
KOSPI_ALL,MOM12_1,MOMENTUM,SIBLING_W20,EARLY_2016_2019,98,-0.13389029352578274,-0.5447822691102134,-0.5493924934591554,0.5408163265306123,0.41938775510204074,-0.001929363197263865,0.4897959183673469,-0.0009556025392704086
KOSPI_ALL,MOM12_1,MOMENTUM,SIBLING_W20,LATE_2020_2022,75,-0.019894843814926677,0.08828451447453621,-0.4422008384005861,0.49333333333333335,0.424,-0.0009995676632555722,0.4666666666666667,-0.0029225470699721055
KOSPI_ALL,MOM12_1,MOMENTUM,SIBLING_W20,NORMAL_2023_2024,48,0.25939140090338486,0.8986783597882276,-0.3204641622005243,0.4583333333333333,0.390625,0.00311486471658272,0.3958333333333333,-0.006442277792867835
KOSPI_ALL,MOM12_1,MOMENTUM,SIBLING_W20,YTD_2026,13,-0.14208068381074823,-0.012597488332153003,-0.39972936528826986,0.46153846153846156,0.4000000000000001,-0.004786698981802799,0.46153846153846156,-0.01215489710856607
KOSPI_ALL,MOM1M,MOMENTUM,BASE,BULL_2025,25,0.4081077149452772,1.2777533400660104,-0.1382017717314391,0.6,0.624,0.0,0.0,0.0
KOSPI_ALL,MOM1M,MOMENTUM,BASE,EARLY_2016_2019,98,-0.1389887555687268,-0.6169849041552108,-0.4975480677186018,0.5204081632653061,0.6790816326530613,0.0,0.0,0.0
KOSPI_ALL,MOM1M,MOMENTUM,BASE,LATE_2020_2022,75,-0.142936096699103,-0.4165664511284765,-0.5285440690336651,0.4666666666666667,0.6513333333333334,0.0,0.0,0.0
KOSPI_ALL,MOM1M,MOMENTUM,BASE,NORMAL_2023_2024,48,-0.06799574325538238,-0.09870184437968543,-0.4874122903984244,0.4583333333333333,0.6239583333333334,0.0,0.0,0.0
KOSPI_ALL,MOM1M,MOMENTUM,BASE,YTD_2026,13,0.09666417000447014,0.4232303165920531,-0.2961309347160882,0.6153846153846154,0.5961538461538463,0.0,0.0,0.0
KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W10,BULL_2025,25,0.4945459635112994,1.4751455386162478,-0.1270283393189222,0.6,0.624,0.0023936683629798045,0.64,0.0034722636913464937
KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W10,EARLY_2016_2019,98,-0.11663329741645534,-0.5578292972904817,-0.48269672727243595,0.5408163265306123,0.6852040816326531,0.0008767800107838686,0.5102040816326531,0.0002727337738651623
KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W10,LATE_2020_2022,75,-0.11813295388689415,-0.30947294069687964,-0.4795520632085958,0.41333333333333333,0.6773333333333332,0.001155079773788399,0.5733333333333334,0.0015236565067730228
KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W10,NORMAL_2023_2024,48,-0.04074058128041835,-0.02661474072296283,-0.44798514694787284,0.4375,0.646875,0.0008679541015582234,0.4791666666666667,-0.0017864377293889573
KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W10,YTD_2026,13,0.24639019645630755,0.7778536203969704,-0.2284108382303942,0.6153846153846154,0.6076923076923078,0.004976859933451204,0.6153846153846154,0.009879420800853522
KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W20,BULL_2025,25,0.43982780402110233,1.3955390629353,-0.14284603223372105,0.6,0.63,0.0007495062451888776,0.48,-0.002595671286871791
KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W20,EARLY_2016_2019,98,-0.09289549559754406,-0.4457700828006926,-0.3914279441143752,0.5714285714285714,0.6882653061224488,0.0018651263123427313,0.5816326530612245,0.003570848085408718
KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W20,LATE_2020_2022,75,-0.08036002107693907,-0.1766271855575266,-0.45062380114242206,0.4,0.704,0.0026896073128219603,0.56,0.002769229250028548
KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W20,NORMAL_2023_2024,48,-0.02948311779043067,-0.014035690821356315,-0.4228259290858005,0.4166666666666667,0.6812499999999999,0.0010216519916479993,0.4583333333333333,-0.001474169616746292
KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W20,YTD_2026,13,0.37225855584581513,1.218754088829422,-0.18166119327845365,0.6923076923076923,0.6499999999999999,0.008117982229749094,0.5384615384615384,0.008043733252013574
KOSPI_ALL,MOM1M,MOMENTUM,FOUR_FAMILY_EW,BULL_2025,25,1.024621602586746,2.4334824329258393,-0.07609823894195933,0.72,0.54,0.014701247701120822,0.6,0.01917034001298075
KOSPI_ALL,MOM1M,MOMENTUM,FOUR_FAMILY_EW,EARLY_2016_2019,98,-0.05111494843362008,-0.19996289814356785,-0.35430167295307324,0.5306122448979592,0.5683673469387756,0.003637605877225806,0.5612244897959183,0.0038188041372924
KOSPI_ALL,MOM1M,MOMENTUM,FOUR_FAMILY_EW,LATE_2020_2022,75,-0.02390519891261289,0.029765832344482324,-0.33672793120266853,0.56,0.6193333333333333,0.0048652761612063685,0.6,0.007138268111503916
KOSPI_ALL,MOM1M,MOMENTUM,FOUR_FAMILY_EW,NORMAL_2023_2024,48,0.031774633735332625,0.25410902458271556,-0.194530154203031,0.5208333333333334,0.5947916666666667,0.0031452253021250326,0.5416666666666666,0.01001782206536465
KOSPI_ALL,MOM1M,MOMENTUM,FOUR_FAMILY_EW,YTD_2026,13,-0.11090522743255615,-0.13375832061569926,-0.2551328056400264,0.5384615384615384,0.6153846153846153,-0.008060220829984425,0.6153846153846154,0.012967760570231579
KOSPI_ALL,MOM1M,MOMENTUM,SIBLING_W20,BULL_2025,25,0.8160487440195456,1.8711005045510078,-0.11263424876996542,0.52,0.54,0.010839508229747954,0.64,0.009360012760857461
KOSPI_ALL,MOM1M,MOMENTUM,SIBLING_W20,EARLY_2016_2019,98,-0.12962280332722764,-0.5168161449081767,-0.5554640795508539,0.4897959183673469,0.6051020408163265,0.0005452582926757751,0.5204081632653061,0.0007988589180368474
KOSPI_ALL,MOM1M,MOMENTUM,SIBLING_W20,LATE_2020_2022,75,0.008773415352551828,0.17561917352764306,-0.4061779922519405,0.49333333333333335,0.5586666666666666,0.006602961154552546,0.5733333333333334,0.0035004425123205986
KOSPI_ALL,MOM1M,MOMENTUM,SIBLING_W20,NORMAL_2023_2024,48,0.10030429070681124,0.4717736459886894,-0.35464677922710364,0.4166666666666667,0.5458333333333333,0.00647474446949875,0.6041666666666666,0.008911851592154707
KOSPI_ALL,MOM1M,MOMENTUM,SIBLING_W20,YTD_2026,13,0.5169621290648441,1.0088182971226962,-0.3316369767710955,0.6153846153846154,0.5269230769230768,0.01600230967414393,0.6153846153846154,0.015063525757814819
KOSPI_ALL,OP12_REV,REVISION,BASE,BULL_2025,25,0.6233714938839474,2.4720952792086766,-0.0954637462004363,0.72,0.45799999999999996,0.0,0.0,0.0
KOSPI_ALL,OP12_REV,REVISION,BASE,EARLY_2016_2019,98,0.0559815007047193,0.4034220822413559,-0.3051700434627246,0.5918367346938775,0.46326530612244887,0.0,0.0,0.0
KOSPI_ALL,OP12_REV,REVISION,BASE,LATE_2020_2022,75,0.18959755313521298,0.7577394472300366,-0.3266411764395504,0.6266666666666667,0.4553333333333333,0.0,0.0,0.0
KOSPI_ALL,OP12_REV,REVISION,BASE,NORMAL_2023_2024,48,-0.050641129281866815,-0.2293847611783723,-0.16845245524160324,0.4791666666666667,0.465625,0.0,0.0,0.0
KOSPI_ALL,OP12_REV,REVISION,BASE,YTD_2026,13,-0.0706582612170139,0.08497990144247444,-0.38172168321627176,0.46153846153846156,0.4192307692307692,0.0,0.0,0.0
KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W10,BULL_2025,25,0.7681628007987089,2.5318106512737817,-0.08859677983836123,0.64,0.46399999999999997,0.003713442799238492,0.52,0.00031426403038041506
KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W10,EARLY_2016_2019,98,0.043499212125555076,0.33497544265915036,-0.29009869444873926,0.5918367346938775,0.47142857142857136,-0.00047514854532536874,0.47959183673469385,0.0
KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W10,LATE_2020_2022,75,0.24537522344572515,0.9235504377822824,-0.31207779561675564,0.64,0.46133333333333326,0.001791385865581891,0.5066666666666667,3.469446951953614e-18
KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W10,NORMAL_2023_2024,48,-0.013917634513681776,-0.009388374181735024,-0.16145768779603287,0.4791666666666667,0.4739583333333333,0.0014594037420537752,0.5625,0.0005236279693888318
KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W10,YTD_2026,13,-0.030781806141399137,0.18047489712279008,-0.3776559054415699,0.38461538461538464,0.42307692307692313,0.0021976386110181038,0.38461538461538464,-0.002172228150526659
KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W20,BULL_2025,25,0.8149299504665293,2.6575705715048485,-0.06495269417973804,0.68,0.51,0.004760936018242793,0.6,0.0024503691376842884
KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W20,EARLY_2016_2019,98,0.037845549939942824,0.3000234831611191,-0.31017239519519213,0.5816326530612245,0.47857142857142854,-0.0006573132486030429,0.45918367346938777,-0.0009744272550343876
KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W20,LATE_2020_2022,75,0.24557742611016908,0.9387038293875849,-0.2992418952787086,0.6533333333333333,0.49,0.001716330963452417,0.5333333333333333,0.00034566203189343586
KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W20,NORMAL_2023_2024,48,-0.007203019119472409,0.0338371583919925,-0.18180009761704252,0.5,0.49583333333333335,0.0017356556633289489,0.5416666666666666,0.001404807617948969
KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W20,YTD_2026,13,-0.07385215546694457,0.10791223074878968,-0.37512890008720146,0.38461538461538464,0.44999999999999996,0.0006762155166602149,0.3076923076923077,-0.0043183708825766725
KOSPI_ALL,OP12_REV,REVISION,FOUR_FAMILY_EW,BULL_2025,25,1.024621602586746,2.4334824329258393,-0.07609823894195933,0.72,0.54,0.009924008970336724,0.68,0.012956393393567266
KOSPI_ALL,OP12_REV,REVISION,FOUR_FAMILY_EW,EARLY_2016_2019,98,-0.05111494843362008,-0.19996289814356785,-0.35430167295307324,0.5306122448979592,0.5683673469387756,-0.004188446074364644,0.4489795918367347,-0.0032259724839542366
KOSPI_ALL,OP12_REV,REVISION,FOUR_FAMILY_EW,LATE_2020_2022,75,-0.02390519891261289,0.029765832344482324,-0.33672793120266853,0.56,0.6193333333333333,-0.00829911420157874,0.41333333333333333,-0.010754779403571797
KOSPI_ALL,OP12_REV,REVISION,FOUR_FAMILY_EW,NORMAL_2023_2024,48,0.031774633735332625,0.25410902458271556,-0.194530154203031,0.5208333333333334,0.5947916666666667,0.003512334175241431,0.5208333333333334,0.007522907233660692
KOSPI_ALL,OP12_REV,REVISION,FOUR_FAMILY_EW,YTD_2026,13,-0.11090522743255615,-0.13375832061569926,-0.2551328056400264,0.5384615384615384,0.6153846153846153,-0.0037313015064902493,0.38461538461538464,-0.014619247513837058
KOSPI_ALL,OP12_REV,REVISION,SIBLING_W20,BULL_2025,25,0.6671277710674304,2.425033926033717,-0.08881649366794664,0.68,0.504,0.0012036032068053792,0.6,0.0027144624314258004
KOSPI_ALL,OP12_REV,REVISION,SIBLING_W20,EARLY_2016_2019,98,0.028642830750201576,0.2550563256175299,-0.3131128900077089,0.5816326530612245,0.4913265306122448,-0.0010968146160963662,0.4489795918367347,-0.0002999999999999999
KOSPI_ALL,OP12_REV,REVISION,SIBLING_W20,LATE_2020_2022,75,0.20022247811564897,0.7851163532559203,-0.310277214808823,0.6133333333333333,0.5173333333333334,0.00036054864790733117,0.48,-0.0006269560463992296
KOSPI_ALL,OP12_REV,REVISION,SIBLING_W20,NORMAL_2023_2024,48,-0.04906336658488497,-0.25287675171535556,-0.1851542362058125,0.3958333333333333,0.521875,-2.2995986115919616e-05,0.4583333333333333,-0.0011035417959665093
KOSPI_ALL,OP12_REV,REVISION,SIBLING_W20,YTD_2026,13,-0.17351352038556844,-0.10677496329097141,-0.4141932229907218,0.46153846153846156,0.4846153846153846,-0.004035918715509879,0.3076923076923077,-0.0020596268535459927
KOSPI_ALL,OPFY1_REV,REVISION,BASE,BULL_2025,25,0.6768000706679029,2.5274651307504956,-0.0913890279828784,0.68,0.544,0.0,0.0,0.0
KOSPI_ALL,OPFY1_REV,REVISION,BASE,EARLY_2016_2019,98,-0.00019176902071482704,0.07911887314501498,-0.30448075959633725,0.5816326530612245,0.5020408163265305,0.0,0.0,0.0
KOSPI_ALL,OPFY1_REV,REVISION,BASE,LATE_2020_2022,75,0.22277415028789216,0.8611549691603175,-0.3290881711492416,0.64,0.5313333333333333,0.0,0.0,0.0
KOSPI_ALL,OPFY1_REV,REVISION,BASE,NORMAL_2023_2024,48,0.035549640643889546,0.2843160046701366,-0.17037346449870872,0.4375,0.5510416666666667,0.0,0.0,0.0
KOSPI_ALL,OPFY1_REV,REVISION,BASE,YTD_2026,13,-0.06941072832048978,0.07692717697990958,-0.3695267359903086,0.38461538461538464,0.5115384615384616,0.0,0.0,0.0
KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W10,BULL_2025,25,0.7730071719632925,2.7165232584435004,-0.062314715503512974,0.64,0.5479999999999999,0.0023010998817859004,0.6,0.001271619242645891
KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W10,EARLY_2016_2019,98,0.01731140254373975,0.18874259401816573,-0.25665507765558215,0.5612244897959183,0.4954081632653062,0.000672234024179635,0.46938775510204084,-3.469446951953614e-18
KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W10,LATE_2020_2022,75,0.22458813134739852,0.8677092876451631,-0.317047543338954,0.6266666666666667,0.5306666666666666,4.173225921135897e-05,0.5333333333333333,0.00015000000000001124
KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W10,NORMAL_2023_2024,48,0.017265224003433444,0.18286464437756628,-0.16334092901503783,0.4583333333333333,0.5510416666666668,-0.000752080386093166,0.3958333333333333,-0.0007772164706701876
KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W10,YTD_2026,13,-0.047927093464433024,0.11096625627777337,-0.3558927662448599,0.38461538461538464,0.5153846153846154,0.000588704329655876,0.5384615384615384,2.7755575615628914e-17
KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W20,BULL_2025,25,0.7614581901210606,2.5256748967557283,-0.0753306005603156,0.68,0.556,0.00216004322701671,0.6,0.00165461983379293
KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W20,EARLY_2016_2019,98,-0.0020228681311199592,0.0633456297408719,-0.26030302882271183,0.5510204081632653,0.49336734693877554,-0.00011570164582183933,0.4897959183673469,-0.00011901521761967129
KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W20,LATE_2020_2022,75,0.2176813644891311,0.8702965652596473,-0.31644709303188456,0.6266666666666667,0.54,-0.0002998243949952297,0.52,0.0006851291526871299
KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W20,NORMAL_2023_2024,48,0.015831397379403755,0.1745366672455865,-0.16679359684849282,0.5208333333333334,0.5614583333333334,-0.000802704630156313,0.5,0.0001520349021299545
KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W20,YTD_2026,13,0.23719638789717523,0.6544430232038438,-0.30479312289442195,0.46153846153846156,0.5192307692307694,0.011015746806642673,0.6923076923076923,0.01167962148286078
KOSPI_ALL,OPFY1_REV,REVISION,FOUR_FAMILY_EW,BULL_2025,25,1.024621602586746,2.4334824329258393,-0.07609823894195933,0.72,0.54,0.008543350944730757,0.56,0.012865640745527734
KOSPI_ALL,OPFY1_REV,REVISION,FOUR_FAMILY_EW,EARLY_2016_2019,98,-0.05111494843362008,-0.19996289814356785,-0.35430167295307324,0.5306122448979592,0.5683673469387756,-0.001928653232236905,0.5,-0.00010886219345096655
KOSPI_ALL,OPFY1_REV,REVISION,FOUR_FAMILY_EW,LATE_2020_2022,75,-0.02390519891261289,0.029765832344482324,-0.33672793120266853,0.56,0.6193333333333333,-0.009347424706491688,0.36,-0.007230690618222728
KOSPI_ALL,OPFY1_REV,REVISION,FOUR_FAMILY_EW,NORMAL_2023_2024,48,0.031774633735332625,0.25410902458271556,-0.194530154203031,0.5208333333333334,0.5947916666666667,2.6785941658928152e-05,0.4583333333333333,-0.0020644249975910866
KOSPI_ALL,OPFY1_REV,REVISION,FOUR_FAMILY_EW,YTD_2026,13,-0.11090522743255615,-0.13375832061569926,-0.2551328056400264,0.5384615384615384,0.6153846153846153,-0.003516312352312268,0.38461538461538464,-0.018795651558175044
KOSPI_ALL,OPFY1_REV,REVISION,SIBLING_W20,BULL_2025,25,0.6585416180334636,2.5404051225399535,-0.08128704927572872,0.68,0.544,-0.0004879019301604828,0.44,-0.0007176892458908846
KOSPI_ALL,OPFY1_REV,REVISION,SIBLING_W20,EARLY_2016_2019,98,0.01373662156388411,0.16608634825567561,-0.3182745629087116,0.5510204081632653,0.5035714285714286,0.0005544903510613051,0.5102040816326531,7.37257477290143e-18
KOSPI_ALL,OPFY1_REV,REVISION,SIBLING_W20,LATE_2020_2022,75,0.27664346887377445,1.0039802791102024,-0.3127769925336268,0.6666666666666666,0.5353333333333334,0.0017745969708368322,0.5466666666666666,2.7755575615628914e-17
KOSPI_ALL,OPFY1_REV,REVISION,SIBLING_W20,NORMAL_2023_2024,48,-0.016393767479718213,-0.020065238637588193,-0.20235955586484666,0.4583333333333333,0.5572916666666666,-0.002098191885615813,0.3333333333333333,-0.0013641764410038107
KOSPI_ALL,OPFY1_REV,REVISION,SIBLING_W20,YTD_2026,13,-0.17640221982097082,-0.17817802717543943,-0.37923528419176067,0.38461538461538464,0.5,-0.004973261936811065,0.5384615384615384,0.00014999999999999866
KOSPI_ALL,PBR12MF,VALUE,BASE,BULL_2025,25,0.6063162631628838,1.9250366173174525,-0.12254319030796224,0.68,0.07200000000000002,0.0,0.0,0.0
KOSPI_ALL,PBR12MF,VALUE,BASE,EARLY_2016_2019,98,0.03783932787913358,0.30251511026612127,-0.3038747374202403,0.5714285714285714,0.11275510204081633,0.0,0.0,0.0
KOSPI_ALL,PBR12MF,VALUE,BASE,LATE_2020_2022,75,0.10664562088105756,0.5108285867986401,-0.3671848585966755,0.6133333333333333,0.07266666666666667,0.0,0.0,0.0
KOSPI_ALL,PBR12MF,VALUE,BASE,NORMAL_2023_2024,48,0.009054536634337085,0.14475469582359707,-0.14121492943023073,0.4583333333333333,0.07916666666666668,0.0,0.0,0.0
KOSPI_ALL,PBR12MF,VALUE,BASE,YTD_2026,13,0.058972001945748254,0.3256953687532175,-0.2658278005909187,0.46153846153846156,0.10769230769230768,0.0,0.0,0.0
KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W10,BULL_2025,25,0.6401524563229251,1.9249890276234323,-0.12283152939845399,0.68,0.09400000000000003,0.0009584788049390794,0.4,-0.0002042999583512584
KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W10,EARLY_2016_2019,98,0.03573610167998309,0.2912558142508458,-0.2878115286709978,0.5714285714285714,0.12142857142857143,-8.807717654722401e-05,0.40816326530612246,-0.00015000000000000083
KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W10,LATE_2020_2022,75,0.08718651143362677,0.44902382945024194,-0.3605447211193109,0.6133333333333333,0.10133333333333332,-0.0007651163699786711,0.4266666666666667,-0.00029764169711732347
KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W10,NORMAL_2023_2024,48,0.01597819388005095,0.17392818740620783,-0.1315027004296726,0.4583333333333333,0.10104166666666668,0.00025364287937446864,0.5625,0.0005752599819157968
KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W10,YTD_2026,13,0.08316264336987977,0.38174792331972685,-0.2708498987754222,0.5384615384615384,0.11153846153846156,0.0008368695662024815,0.38461538461538464,-0.0014520213397923865
KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W20,BULL_2025,25,0.748172258250299,2.108261819759189,-0.11175341499109692,0.68,0.18599999999999997,0.0036032731636204984,0.6,0.0018453411676404088
KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W20,EARLY_2016_2019,98,0.010708753727241449,0.14798683479231292,-0.2879216662865286,0.5612244897959183,0.17448979591836736,-0.0010708991188032814,0.4387755102040816,-0.0008543480206821387
KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W20,LATE_2020_2022,75,0.09071914090309074,0.4584538716645524,-0.37103462761415773,0.6133333333333333,0.16666666666666666,-0.000597037358560087,0.4266666666666667,-0.001382973764215551
KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W20,NORMAL_2023_2024,48,0.11244214483968906,0.5943341569629066,-0.10542360907625392,0.5208333333333334,0.16874999999999998,0.0037728719491699155,0.6041666666666666,0.0021397245406932644
KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W20,YTD_2026,13,0.089968064740787,0.40038165649834456,-0.2906163601542524,0.6153846153846154,0.22692307692307695,0.0012697519878761565,0.5384615384615384,0.0007324471855495521
KOSPI_ALL,PBR12MF,VALUE,FOUR_FAMILY_EW,BULL_2025,25,1.024621602586746,2.4334824329258393,-0.07609823894195933,0.72,0.54,0.009857981425203716,0.6,0.006616720297162877
KOSPI_ALL,PBR12MF,VALUE,FOUR_FAMILY_EW,EARLY_2016_2019,98,-0.05111494843362008,-0.19996289814356785,-0.35430167295307324,0.5306122448979592,0.5683673469387756,-0.0034894849777712383,0.4489795918367347,-0.004472993578210122
KOSPI_ALL,PBR12MF,VALUE,FOUR_FAMILY_EW,LATE_2020_2022,75,-0.02390519891261289,0.029765832344482324,-0.33672793120266853,0.56,0.6193333333333333,-0.005362433097228527,0.36,-0.008787551339392071
KOSPI_ALL,PBR12MF,VALUE,FOUR_FAMILY_EW,NORMAL_2023_2024,48,0.031774633735332625,0.25410902458271556,-0.194530154203031,0.5208333333333334,0.5947916666666667,0.0006716963282346992,0.5,-0.0003134025396916776
KOSPI_ALL,PBR12MF,VALUE,FOUR_FAMILY_EW,YTD_2026,13,-0.11090522743255615,-0.13375832061569926,-0.2551328056400264,0.5384615384615384,0.6153846153846153,-0.0071738252818164434,0.6153846153846154,0.004625993875084493
KOSPI_ALL,PBR12MF,VALUE,SIBLING_W20,BULL_2025,25,0.7499670064906323,2.1773561252941156,-0.14744264222674142,0.68,0.13799999999999998,0.0035696181274681516,0.6,0.0032747260700613373
KOSPI_ALL,PBR12MF,VALUE,SIBLING_W20,EARLY_2016_2019,98,0.026700239777332158,0.2407644340333421,-0.2608821544571518,0.6020408163265306,0.1326530612244898,-0.00045196828844866607,0.5,-3.569729841808745e-05
KOSPI_ALL,PBR12MF,VALUE,SIBLING_W20,LATE_2020_2022,75,0.15866942357374825,0.6832772186376265,-0.3549364969480715,0.64,0.10800000000000001,0.001751612942702693,0.64,0.002006374772944002
KOSPI_ALL,PBR12MF,VALUE,SIBLING_W20,NORMAL_2023_2024,48,0.13287654659753967,0.6940665049814705,-0.09727803634647314,0.5208333333333334,0.10833333333333334,0.0044344605587810755,0.6666666666666666,0.005063731913150068
KOSPI_ALL,PBR12MF,VALUE,SIBLING_W20,YTD_2026,13,0.23299107341108605,0.719450954277718,-0.24690266841285435,0.5384615384615384,0.16153846153846155,0.0058291532835865936,0.7692307692307693,0.0077687486349513335
KOSPI_ALL,PER12MF,VALUE,BASE,BULL_2025,25,0.7029666288022585,2.8359093281412235,-0.07930956288338553,0.68,0.124,0.0,0.0,0.0
KOSPI_ALL,PER12MF,VALUE,BASE,EARLY_2016_2019,98,-0.010189112157865665,0.032587642120576764,-0.33205453280145636,0.5816326530612245,0.1586734693877551,0.0,0.0,0.0
KOSPI_ALL,PER12MF,VALUE,BASE,LATE_2020_2022,75,0.14346322744000806,0.6273785539524144,-0.3272151165552831,0.5866666666666667,0.14333333333333334,0.0,0.0,0.0
KOSPI_ALL,PER12MF,VALUE,BASE,NORMAL_2023_2024,48,0.1262420525278134,0.6419171991723934,-0.1307921444734329,0.5416666666666666,0.11979166666666667,0.0,0.0,0.0
KOSPI_ALL,PER12MF,VALUE,BASE,YTD_2026,13,0.1922731683988601,0.7222855828207441,-0.1419311348009913,0.5384615384615384,0.13846153846153847,0.0,0.0,0.0
KOSPI_ALL,PER12MF,VALUE,CROSS_FAMILY_W10,BULL_2025,25,0.7688000329329843,2.9305786743547544,-0.09201824916115897,0.76,0.154,0.0015953259888651775,0.48,-1.2374092522929314e-05
KOSPI_ALL,PER12MF,VALUE,CROSS_FAMILY_W10,EARLY_2016_2019,98,-0.0045326163504693096,0.05995531067692087,-0.33027910678708305,0.6122448979591837,0.17346938775510204,0.0001776198236166231,0.5510204081632653,0.000273128129746697
KOSPI_ALL,PER12MF,VALUE,CROSS_FAMILY_W10,LATE_2020_2022,75,0.17280468053303832,0.7257415413700535,-0.3227943329978893,0.6133333333333333,0.15733333333333333,0.0009485854580131548,0.5466666666666666,0.0005534981261832786
KOSPI_ALL,PER12MF,VALUE,CROSS_FAMILY_W10,NORMAL_2023_2024,48,0.1216460613169259,0.6161517618032377,-0.14230473298415602,0.5,0.13645833333333332,-0.00013683561132699077,0.4375,-0.0004781582770677249
KOSPI_ALL,PER12MF,VALUE,CROSS_FAMILY_W10,YTD_2026,13,0.3507144214788134,1.0892513986977377,-0.11555616044058037,0.6153846153846154,0.18076923076923077,0.005218767456899634,0.6153846153846154,0.0016006502606148512
KOSPI_ALL,PER12MF,VALUE,CROSS_FAMILY_W20,BULL_2025,25,0.8078915977678103,2.8282802508420777,-0.08898489381896635,0.76,0.20200000000000004,0.0026010390067099866,0.6,0.0007503009696774796
