date,universe,factor,family,overlay,gross,net,turnover,n_universe,eligible,sample
2016-01-04,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,SIBLING_W20,2.4918168268069086e-05,-0.002975081831731931,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CROSS_FAMILY_W10,-0.0015809226731616902,-0.004580922673161691,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CROSS_FAMILY_W20,-0.0015809226731616929,-0.0045809226731616925,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,FOUR_FAMILY_EW,-0.013433909475865358,-0.016433909475865358,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,BASE,-0.03590229385991232,-0.03890229385991232,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,SIBLING_W20,-0.03620816384641229,-0.03920816384641229,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CROSS_FAMILY_W10,-0.03590229385991232,-0.03890229385991232,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CROSS_FAMILY_W20,-0.026990870736067124,-0.029990870736067123,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,FOUR_FAMILY_EW,-0.013433909475865358,-0.016433909475865358,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_ALL,OP12_REV,REVISION,BASE,0.02777050649455299,0.02477050649455299,1.0,669,206,EARLY_2016_2019
2016-01-04,KOSPI_ALL,OP12_REV,REVISION,SIBLING_W20,-0.004290386225748605,-0.007290386225748605,1.0,669,206,EARLY_2016_2019
2016-01-04,KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W10,0.003607004088913595,0.0006070040889135948,1.0,669,206,EARLY_2016_2019
2016-01-04,KOSPI_ALL,OP12_REV,REVISION,CROSS_FAMILY_W20,0.0015223120248955453,-0.0014776879751044547,1.0,669,206,EARLY_2016_2019
2016-01-04,KOSPI_ALL,OP12_REV,REVISION,FOUR_FAMILY_EW,-0.018991048616868435,-0.021991048616868434,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,OPFY1_REV,REVISION,BASE,-0.03836486411752824,-0.041364864117528245,1.0,669,208,EARLY_2016_2019
2016-01-04,KOSPI_ALL,OPFY1_REV,REVISION,SIBLING_W20,-0.04062907802192554,-0.04362907802192554,1.0,669,206,EARLY_2016_2019
2016-01-04,KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W10,-0.014378182422730087,-0.017378182422730086,1.0,669,208,EARLY_2016_2019
2016-01-04,KOSPI_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W20,-0.01904911428818929,-0.02204911428818929,1.0,669,208,EARLY_2016_2019
2016-01-04,KOSPI_ALL,OPFY1_REV,REVISION,FOUR_FAMILY_EW,-0.018991048616868435,-0.021991048616868434,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PBR12MF,VALUE,BASE,-0.039305932410355626,-0.04230593241035563,1.0,669,209,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PBR12MF,VALUE,SIBLING_W20,-0.037816646831615584,-0.04081664683161559,1.0,669,204,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W10,-0.0491295443589234,-0.052129544358923405,1.0,669,209,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PBR12MF,VALUE,CROSS_FAMILY_W20,-0.05348401015966077,-0.05648401015966077,1.0,669,209,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PBR12MF,VALUE,FOUR_FAMILY_EW,-0.018991048616868435,-0.021991048616868434,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PER12MF,VALUE,BASE,-0.030151023235202405,-0.03315102323520241,1.0,669,204,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PER12MF,VALUE,SIBLING_W20,-0.03076637156564227,-0.03376637156564227,1.0,669,204,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PER12MF,VALUE,CROSS_FAMILY_W10,-0.023734558882327155,-0.026734558882327154,1.0,669,204,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PER12MF,VALUE,CROSS_FAMILY_W20,-0.016961084172870067,-0.019961084172870066,1.0,669,204,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PER12MF,VALUE,FOUR_FAMILY_EW,-0.018991048616868435,-0.021991048616868434,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,MOM1M,MOMENTUM,BASE,0.025559989404411475,0.022559989404411476,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,MOM1M,MOMENTUM,SIBLING_W20,0.038870006763035495,0.03587000676303549,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W10,0.02508663147190186,0.02208663147190186,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,MOM1M,MOMENTUM,CROSS_FAMILY_W20,0.019036354634490858,0.01603635463449086,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,MOM1M,MOMENTUM,FOUR_FAMILY_EW,-0.018991048616868435,-0.021991048616868434,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,MOM12_1,MOMENTUM,BASE,0.03561632544421074,0.03261632544421074,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,MOM12_1,MOMENTUM,SIBLING_W20,0.02534038410072801,0.02234038410072801,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,MOM12_1,MOMENTUM,CROSS_FAMILY_W10,0.03177210863520642,0.028772108635206423,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,MOM12_1,MOMENTUM,CROSS_FAMILY_W20,0.031206555794008894,0.028206555794008895,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,MOM12_1,MOMENTUM,FOUR_FAMILY_EW,-0.018991048616868435,-0.021991048616868434,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PRIVATE_FLOW,FLOW,BASE,-0.008281483438291664,-0.011281483438291665,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PRIVATE_FLOW,FLOW,SIBLING_W20,-0.026387658220910555,-0.029387658220910554,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PRIVATE_FLOW,FLOW,CROSS_FAMILY_W10,-0.011016028719788596,-0.014016028719788597,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PRIVATE_FLOW,FLOW,CROSS_FAMILY_W20,-0.005665025987850595,-0.008665025987850596,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,PRIVATE_FLOW,FLOW,FOUR_FAMILY_EW,-0.018991048616868435,-0.021991048616868434,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,FOREIGN_FLOW,FLOW,BASE,0.0160720559628817,0.0130720559628817,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,FOREIGN_FLOW,FLOW,SIBLING_W20,-0.010431943650799904,-0.013431943650799905,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,FOREIGN_FLOW,FLOW,CROSS_FAMILY_W10,0.006206520069183496,0.0032065200691834958,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,FOREIGN_FLOW,FLOW,CROSS_FAMILY_W20,-0.012825892385812448,-0.01582589238581245,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSPI_ALL,FOREIGN_FLOW,FLOW,FOUR_FAMILY_EW,-0.018991048616868435,-0.021991048616868434,1.0,669,247,EARLY_2016_2019
2016-01-04,KOSDAQ,OP12_REV,REVISION,BASE,-0.008327605096507379,-0.01132760509650738,1.0,978,52,EARLY_2016_2019
2016-01-04,KOSDAQ,OP12_REV,REVISION,SIBLING_W20,-0.016284802715136163,-0.019284802715136162,1.0,978,52,EARLY_2016_2019
2016-01-04,KOSDAQ,OP12_REV,REVISION,CROSS_FAMILY_W10,-0.008327605096507379,-0.01132760509650738,1.0,978,52,EARLY_2016_2019
2016-01-04,KOSDAQ,OP12_REV,REVISION,CROSS_FAMILY_W20,-0.005561736415920706,-0.008561736415920706,1.0,978,52,EARLY_2016_2019
2016-01-04,KOSDAQ,OP12_REV,REVISION,FOUR_FAMILY_EW,-0.027963753170239837,-0.030963753170239836,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSDAQ,OPFY1_REV,REVISION,BASE,-0.0044257947723300075,-0.0074257947723300076,1.0,978,55,EARLY_2016_2019
2016-01-04,KOSDAQ,OPFY1_REV,REVISION,SIBLING_W20,0.0008586881322260074,-0.0021413118677739928,1.0,978,52,EARLY_2016_2019
2016-01-04,KOSDAQ,OPFY1_REV,REVISION,CROSS_FAMILY_W10,-0.0044257947723300075,-0.0074257947723300076,1.0,978,55,EARLY_2016_2019
2016-01-04,KOSDAQ,OPFY1_REV,REVISION,CROSS_FAMILY_W20,-0.0014379981276892856,-0.004437998127689286,1.0,978,55,EARLY_2016_2019
2016-01-04,KOSDAQ,OPFY1_REV,REVISION,FOUR_FAMILY_EW,-0.027963753170239837,-0.030963753170239836,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSDAQ,PBR12MF,VALUE,BASE,-0.02025621673644124,-0.023256216736441238,1.0,978,55,EARLY_2016_2019
2016-01-04,KOSDAQ,PBR12MF,VALUE,SIBLING_W20,-0.010561693338485821,-0.013561693338485822,1.0,978,52,EARLY_2016_2019
2016-01-04,KOSDAQ,PBR12MF,VALUE,CROSS_FAMILY_W10,-0.0329413556495673,-0.035941355649567304,1.0,978,55,EARLY_2016_2019
2016-01-04,KOSDAQ,PBR12MF,VALUE,CROSS_FAMILY_W20,-0.0329413556495673,-0.035941355649567304,1.0,978,55,EARLY_2016_2019
2016-01-04,KOSDAQ,PBR12MF,VALUE,FOUR_FAMILY_EW,-0.027963753170239837,-0.030963753170239836,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSDAQ,PER12MF,VALUE,BASE,0.011099726309944036,0.008099726309944037,1.0,978,52,EARLY_2016_2019
2016-01-04,KOSDAQ,PER12MF,VALUE,SIBLING_W20,0.009143795684797439,0.006143795684797439,1.0,978,52,EARLY_2016_2019
2016-01-04,KOSDAQ,PER12MF,VALUE,CROSS_FAMILY_W10,0.011099726309944033,0.008099726309944034,1.0,978,52,EARLY_2016_2019
2016-01-04,KOSDAQ,PER12MF,VALUE,CROSS_FAMILY_W20,0.008012010655384354,0.005012010655384354,1.0,978,52,EARLY_2016_2019
2016-01-04,KOSDAQ,PER12MF,VALUE,FOUR_FAMILY_EW,-0.027963753170239837,-0.030963753170239836,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSDAQ,MOM1M,MOMENTUM,BASE,-0.01925345658243154,-0.02225345658243154,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSDAQ,MOM1M,MOMENTUM,SIBLING_W20,-0.016819762356004044,-0.019819762356004043,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSDAQ,MOM1M,MOMENTUM,CROSS_FAMILY_W10,-0.019253456582431536,-0.022253456582431535,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,MOM1M,MOMENTUM,CROSS_FAMILY_W20,-0.019253456582431543,-0.022253456582431542,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,MOM1M,MOMENTUM,FOUR_FAMILY_EW,-0.027963753170239837,-0.030963753170239836,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSDAQ,MOM12_1,MOMENTUM,BASE,-0.01598103527361728,-0.01898103527361728,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSDAQ,MOM12_1,MOMENTUM,SIBLING_W20,-0.011707477405606305,-0.014707477405606306,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSDAQ,MOM12_1,MOMENTUM,CROSS_FAMILY_W10,-0.011808367011630228,-0.014808367011630227,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,MOM12_1,MOMENTUM,CROSS_FAMILY_W20,-0.011808367011630228,-0.014808367011630227,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,MOM12_1,MOMENTUM,FOUR_FAMILY_EW,-0.027963753170239837,-0.030963753170239836,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSDAQ,PRIVATE_FLOW,FLOW,BASE,-0.006339269971299516,-0.009339269971299517,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,PRIVATE_FLOW,FLOW,SIBLING_W20,-0.008780915004378862,-0.011780915004378861,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,PRIVATE_FLOW,FLOW,CROSS_FAMILY_W10,-0.006339269971299516,-0.009339269971299517,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,PRIVATE_FLOW,FLOW,CROSS_FAMILY_W20,-0.013132317136301844,-0.016132317136301845,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,PRIVATE_FLOW,FLOW,FOUR_FAMILY_EW,-0.027963753170239837,-0.030963753170239836,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSDAQ,FOREIGN_FLOW,FLOW,BASE,-0.019870408990812678,-0.022870408990812677,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,FOREIGN_FLOW,FLOW,SIBLING_W20,-0.01921857084808197,-0.02221857084808197,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,FOREIGN_FLOW,FLOW,CROSS_FAMILY_W10,-0.01987040899081267,-0.02287040899081267,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,FOREIGN_FLOW,FLOW,CROSS_FAMILY_W20,-0.014236916375753233,-0.017236916375753232,1.0,978,77,EARLY_2016_2019
2016-01-04,KOSDAQ,FOREIGN_FLOW,FLOW,FOUR_FAMILY_EW,-0.027963753170239837,-0.030963753170239836,1.0,978,78,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,BASE,-0.00798641644854284,-0.01098641644854284,1.0,1647,258,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,SIBLING_W20,-0.02272922254600924,-0.02572922254600924,1.0,1647,258,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,CROSS_FAMILY_W10,-0.012913423975442423,-0.015913423975442424,1.0,1647,258,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,CROSS_FAMILY_W20,-0.007700958150516679,-0.010700958150516679,1.0,1647,258,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,FOUR_FAMILY_EW,-0.039740115792987224,-0.04274011579298723,1.0,1647,325,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,BASE,-0.034859343360271015,-0.03785934336027102,1.0,1647,263,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,SIBLING_W20,-0.04293512825329575,-0.04593512825329575,1.0,1647,258,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W10,-0.022278271640180005,-0.025278271640180004,1.0,1647,263,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,CROSS_FAMILY_W20,-0.01199779487516034,-0.014997794875160338,1.0,1647,263,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,FOUR_FAMILY_EW,-0.039740115792987224,-0.04274011579298723,1.0,1647,325,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,BASE,-0.039305932410355626,-0.04230593241035563,1.0,1647,264,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,SIBLING_W20,-0.04136162282869694,-0.04436162282869694,1.0,1647,256,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,CROSS_FAMILY_W10,-0.04862874273863723,-0.05162874273863723,1.0,1647,264,EARLY_2016_2019
2016-01-04,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,CROSS_FAMILY_W20,-0.0547654555222304,-0.057765455522230405,1.0,1647,264,EARLY_2016_2019
