date,universe,factor,family,overlay,gross,net,turnover,n_universe,eligible,sample
2016-01-04,K200,OP12_REV,REVISION,BASE,0.01775300238065726,0.01475300238065726,1.0,190,158,EARLY_2016_2019
2016-01-04,K200,OP12_REV,REVISION,SIBLING_W20,0.03436155598013716,0.03136155598013716,1.0,190,158,EARLY_2016_2019
2016-01-04,K200,OP12_REV,REVISION,CROSS_FAMILY_W10,0.027165727082911418,0.02416572708291142,1.0,190,158,EARLY_2016_2019
2016-01-04,K200,OP12_REV,REVISION,CROSS_FAMILY_W20,0.02716572708291142,0.024165727082911422,1.0,190,158,EARLY_2016_2019
2016-01-04,K200,OP12_REV,REVISION,FOUR_FAMILY_EW,-0.014737691933790093,-0.017737691933790094,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,OPFY1_REV,REVISION,BASE,-0.04963953637874304,-0.052639536378743045,1.0,190,158,EARLY_2016_2019
2016-01-04,K200,OPFY1_REV,REVISION,SIBLING_W20,-0.03278919639917456,-0.035789196399174564,1.0,190,158,EARLY_2016_2019
2016-01-04,K200,OPFY1_REV,REVISION,CROSS_FAMILY_W10,-0.04963953637874304,-0.052639536378743045,1.0,190,158,EARLY_2016_2019
2016-01-04,K200,OPFY1_REV,REVISION,CROSS_FAMILY_W20,-0.03164563120426565,-0.034645631204265656,1.0,190,158,EARLY_2016_2019
2016-01-04,K200,OPFY1_REV,REVISION,FOUR_FAMILY_EW,-0.014737691933790093,-0.017737691933790094,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,PBR12MF,VALUE,BASE,-0.04806922049004022,-0.05106922049004022,1.0,190,158,EARLY_2016_2019
2016-01-04,K200,PBR12MF,VALUE,SIBLING_W20,-0.04939488148024038,-0.05239488148024038,1.0,190,154,EARLY_2016_2019
2016-01-04,K200,PBR12MF,VALUE,CROSS_FAMILY_W10,-0.046917905744865984,-0.04991790574486599,1.0,190,158,EARLY_2016_2019
2016-01-04,K200,PBR12MF,VALUE,CROSS_FAMILY_W20,-0.056033211335544106,-0.05903321133554411,1.0,190,158,EARLY_2016_2019
2016-01-04,K200,PBR12MF,VALUE,FOUR_FAMILY_EW,-0.014737691933790093,-0.017737691933790094,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,PER12MF,VALUE,BASE,-0.03481149630686957,-0.03781149630686957,1.0,190,154,EARLY_2016_2019
2016-01-04,K200,PER12MF,VALUE,SIBLING_W20,-0.03710956573540294,-0.04010956573540294,1.0,190,154,EARLY_2016_2019
2016-01-04,K200,PER12MF,VALUE,CROSS_FAMILY_W10,-0.027666893640865643,-0.030666893640865642,1.0,190,154,EARLY_2016_2019
2016-01-04,K200,PER12MF,VALUE,CROSS_FAMILY_W20,-0.016871225948327722,-0.01987122594832772,1.0,190,154,EARLY_2016_2019
2016-01-04,K200,PER12MF,VALUE,FOUR_FAMILY_EW,-0.014737691933790093,-0.017737691933790094,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,MOM1M,MOMENTUM,BASE,0.02742453900840073,0.02442453900840073,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,MOM1M,MOMENTUM,SIBLING_W20,0.03440237371126858,0.031402373711268576,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,MOM1M,MOMENTUM,CROSS_FAMILY_W10,0.028973574352351022,0.025973574352351023,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,MOM1M,MOMENTUM,CROSS_FAMILY_W20,0.014755659210455543,0.011755659210455544,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,MOM1M,MOMENTUM,FOUR_FAMILY_EW,-0.014737691933790093,-0.017737691933790094,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,MOM12_1,MOMENTUM,BASE,0.0067807038897661365,0.0037807038897661365,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,MOM12_1,MOMENTUM,SIBLING_W20,0.036010320431865805,0.0330103204318658,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,MOM12_1,MOMENTUM,CROSS_FAMILY_W10,0.006780703889766137,0.0037807038897661373,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,MOM12_1,MOMENTUM,CROSS_FAMILY_W20,0.016608988196832555,0.013608988196832556,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,MOM12_1,MOMENTUM,FOUR_FAMILY_EW,-0.014737691933790093,-0.017737691933790094,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,PRIVATE_FLOW,FLOW,BASE,-0.0008239769484453069,-0.003823976948445307,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,PRIVATE_FLOW,FLOW,SIBLING_W20,-0.004284207523391834,-0.007284207523391834,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,PRIVATE_FLOW,FLOW,CROSS_FAMILY_W10,0.00041189304022941646,-0.0025881069597705835,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,PRIVATE_FLOW,FLOW,CROSS_FAMILY_W20,0.0004118930402294163,-0.002588106959770584,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,PRIVATE_FLOW,FLOW,FOUR_FAMILY_EW,-0.014737691933790093,-0.017737691933790094,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,FOREIGN_FLOW,FLOW,BASE,0.01760357178726437,0.014603571787264371,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,FOREIGN_FLOW,FLOW,SIBLING_W20,-0.0035516310760585245,-0.0065516310760585245,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,FOREIGN_FLOW,FLOW,CROSS_FAMILY_W10,0.018811800519249404,0.015811800519249405,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,FOREIGN_FLOW,FLOW,CROSS_FAMILY_W20,0.018811800519249397,0.015811800519249398,1.0,190,166,EARLY_2016_2019
2016-01-04,K200,FOREIGN_FLOW,FLOW,FOUR_FAMILY_EW,-0.014737691933790093,-0.017737691933790094,1.0,190,166,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,OP12_REV,REVISION,BASE,-0.03465268058914513,-0.03765268058914513,1.0,479,48,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,OP12_REV,REVISION,SIBLING_W20,-0.03608231708455596,-0.039082317084555965,1.0,479,48,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,OP12_REV,REVISION,CROSS_FAMILY_W10,-0.03465268058914513,-0.03765268058914513,1.0,479,48,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,OP12_REV,REVISION,CROSS_FAMILY_W20,-0.03465268058914513,-0.03765268058914513,1.0,479,48,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,OP12_REV,REVISION,FOUR_FAMILY_EW,-0.013433909475865358,-0.016433909475865358,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,OPFY1_REV,REVISION,BASE,-0.0177454909011912,-0.0207454909011912,1.0,479,50,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,OPFY1_REV,REVISION,SIBLING_W20,-0.02631111732524854,-0.029311117325248538,1.0,479,48,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,OPFY1_REV,REVISION,CROSS_FAMILY_W10,-0.024986057630752546,-0.027986057630752546,1.0,479,50,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,OPFY1_REV,REVISION,CROSS_FAMILY_W20,-0.02498605763075254,-0.02798605763075254,1.0,479,50,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,OPFY1_REV,REVISION,FOUR_FAMILY_EW,-0.013433909475865358,-0.016433909475865358,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PBR12MF,VALUE,BASE,-0.03205183582577646,-0.035051835825776465,1.0,479,51,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PBR12MF,VALUE,SIBLING_W20,-0.03765050540171841,-0.04065050540171841,1.0,479,50,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PBR12MF,VALUE,CROSS_FAMILY_W10,-0.03811588084469712,-0.041115880844697125,1.0,479,51,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PBR12MF,VALUE,CROSS_FAMILY_W20,-0.034674348405842007,-0.03767434840584201,1.0,479,51,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PBR12MF,VALUE,FOUR_FAMILY_EW,-0.013433909475865358,-0.016433909475865358,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PER12MF,VALUE,BASE,-0.023458309919379045,-0.026458309919379044,1.0,479,50,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PER12MF,VALUE,SIBLING_W20,-0.01996573670940188,-0.022965736709401878,1.0,479,50,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PER12MF,VALUE,CROSS_FAMILY_W10,-0.023458309919379042,-0.02645830991937904,1.0,479,50,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PER12MF,VALUE,CROSS_FAMILY_W20,-0.022800437036078973,-0.025800437036078972,1.0,479,50,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PER12MF,VALUE,FOUR_FAMILY_EW,-0.013433909475865358,-0.016433909475865358,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,MOM1M,MOMENTUM,BASE,-0.028180495468498434,-0.031180495468498434,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,MOM1M,MOMENTUM,SIBLING_W20,-0.012646926022350433,-0.015646926022350433,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,MOM1M,MOMENTUM,CROSS_FAMILY_W10,-0.026886953850837902,-0.0298869538508379,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,MOM1M,MOMENTUM,CROSS_FAMILY_W20,-0.0268869538508379,-0.029886953850837897,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,MOM1M,MOMENTUM,FOUR_FAMILY_EW,-0.013433909475865358,-0.016433909475865358,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,MOM12_1,MOMENTUM,BASE,0.00965978289354031,0.00665978289354031,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,MOM12_1,MOMENTUM,SIBLING_W20,0.031377551385450106,0.028377551385450107,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,MOM12_1,MOMENTUM,CROSS_FAMILY_W10,0.009659782893540306,0.006659782893540306,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,MOM12_1,MOMENTUM,CROSS_FAMILY_W20,0.006422708636862723,0.003422708636862723,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,MOM12_1,MOMENTUM,FOUR_FAMILY_EW,-0.013433909475865358,-0.016433909475865358,1.0,479,81,EARLY_2016_2019
2016-01-04,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,BASE,-0.0015809226731616929,-0.0045809226731616925,1.0,479,81,EARLY_2016_2019
