universe,overlay,sample,date,net_delta,gross_delta,turnover_delta
K200,CROSS_FAMILY_W10,EARLY_2016_2019,2019-11-05,-0.00027474442253946235,-0.00025599442253946625,0.0062499999999999995
K200,CROSS_FAMILY_W10,EARLY_2016_2019,2019-11-19,-0.0005210534365168501,-0.0005398034365168261,-0.006249999999999987
K200,CROSS_FAMILY_W10,EARLY_2016_2019,2019-12-03,2.267719646975499e-06,2.1017719646975385e-05,0.00625
K200,CROSS_FAMILY_W10,EARLY_2016_2019,2019-12-17,-0.0015568550006426877,-0.00157560500064269,-0.006249999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-01-03,0.0006562389537755875,0.0006749889537755874,0.006249999999999974
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-01-17,0.0010607751263240126,0.001098275126324,0.012499999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-02-04,0.00033945026646785,0.00032070026646785,-0.006249999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-02-18,-0.0021467844785520874,-0.0020717844785520874,0.024999999999999988
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-03-03,9.990133673166252e-05,0.00015615133673167509,0.01874999999999999
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-03-17,-0.00023234436797129948,-0.0002323443679712999,8.673617379884035e-19
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-03-31,0.0009987271153692016,0.0010174771153692017,0.006249999999999974
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-04-14,0.0012405489136605393,0.0012030489136605508,-0.012499999999999975
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-04-29,-0.002038630248145187,-0.0019448802481452105,0.031249999999999962
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-05-18,-0.0012034444733326575,-0.0012971944733326502,-0.031249999999999986
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-06-01,0.00021416897271307473,0.0001766689727130756,-0.012499999999999975
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-06-15,0.00376074892183615,0.00377949892183615,0.006249999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-06-29,0.0007469219407371249,0.0007469219407371248,0.0
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-07-13,0.006822087423501887,0.0068033374235018755,-0.006249999999999961
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-07-27,0.0017372819339843623,0.0016622819339843623,-0.025
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-08-10,-0.002254723539645725,-0.0022359735396457253,0.00625
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-08-25,-0.0007284694370950126,-0.0006909694370950009,0.012499999999999975
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-09-08,-0.003386181735034,-0.0034049317350340123,-0.006249999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-09-22,-0.0009214701228437374,-0.0008277201228437376,0.03124999999999996
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-10-12,0.000336899153331225,0.00046814915333122495,0.04374999999999999
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-10-26,-0.001443698938065925,-0.001312448938065936,0.043749999999999935
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-11-09,0.002060654737350488,0.002079404737350486,0.006250000000000013
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-11-23,-0.003067952224195713,-0.003067952224195713,0.0
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-12-07,-0.0051333737981665625,-0.0050396237981665745,0.03124999999999995
K200,CROSS_FAMILY_W10,LATE_2020_2022,2020-12-21,0.010396480920342564,0.010377730920342564,-0.006250000000000013
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-01-07,-0.0020205290504443484,-0.0019642790504443485,0.018749999999999975
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-01-21,-0.0011325809893455634,-0.0011513309893455635,-0.006249999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-02-04,0.0014297431505791993,0.0014109931505791994,-0.00625
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-02-22,0.002674004596146088,0.002617754596146088,-0.018749999999999975
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-03-09,-0.0005496045305926232,-0.0005871045305926234,-0.012499999999999975
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-03-23,0.002847353829548276,0.002847353829548276,-1.3010426069826053e-17
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-04-06,0.0025138415851027377,0.002457591585102738,-0.01874999999999996
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-04-20,0.003802793387006389,0.0038027933870063884,-1.214306433183765e-17
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-05-04,-0.0006579273861804749,-0.000620427386180475,0.012499999999999975
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-05-20,-0.00154534578078725,-0.001657845780787261,-0.03749999999999995
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-06-03,0.0004270987673510873,0.00038959876735107527,-0.012499999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-06-17,-0.0007376592809896249,-0.0007939092809896249,-0.018749999999999975
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-07-01,0.00010857382075724997,8.982382075724995e-05,-0.006249999999999999
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-07-15,-0.0008027198988670125,-0.0008214698988670127,-0.006249999999999974
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-07-29,-0.005402391503773788,-0.005402391503773788,0.0
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-08-12,0.0025803058439770625,0.0025990558439770626,0.006249999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-08-27,-0.002244579905630575,-0.002207079905630575,0.012499999999999963
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-09-10,0.0021410434965546377,0.0021035434965546375,-0.012500000000000013
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-09-29,0.00015014832077516244,0.00018764832077516248,0.0125
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-10-15,-0.0003928807994305376,-0.0004678807994305366,-0.024999999999999974
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-10-29,0.0029263766535857876,0.002926376653585782,-1.3010426069826053e-17
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-11-12,-0.0012776423436357,-0.0012401423436356998,0.012499999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-11-26,0.0010687203327957,0.0011437203327956877,0.024999999999999974
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-12-10,-0.00084264488888705,-0.000861394888887038,-0.00625
K200,CROSS_FAMILY_W10,LATE_2020_2022,2021-12-24,-0.0006053252358538374,-0.0005490752358538252,0.018749999999999975
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-01-10,-0.0021244064322621,-0.002030656432262075,0.031249999999999986
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-01-24,0.0019301848569401,0.0019114348569401116,-0.006250000000000027
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-02-10,-0.0011935317601475606,-0.0012497817601475499,-0.018750000000000003
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-02-24,0.0006034817712448632,0.0005659817712448635,-0.012499999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-03-14,0.0022734704196370123,0.0022734704196370136,1.3010426069826053e-17
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-03-28,0.000357852476594325,0.000339102476594325,-0.00625
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-04-11,0.0011217035752636249,0.001140453575263625,0.00625
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-04-25,0.001209535939385625,0.001209535939385625,-1.3877787807814457e-17
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-05-10,-0.0010166481973795875,-0.0009416481973795875,0.024999999999999988
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-05-24,0.0011358449054664874,0.0011733449054664874,0.012499999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-06-09,0.0031781038946693445,0.003159353894669357,-0.00625
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-06-23,-0.0061360557572318125,-0.006192305757231812,-0.018749999999999975
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-07-07,0.00048623257762398745,0.0005049825776239874,0.00625
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-07-21,-0.0019912451722753,-0.0018599951722752996,0.04374999999999996
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-08-04,0.0025620955274795257,0.0025620955274795257,0.0
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-08-19,0.0013510238191039128,0.0013697738191039129,0.006249999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-09-02,-0.0024236057651166503,-0.00240485576511665,0.0062499999999999995
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-09-20,0.004444469657411813,0.004350719657411813,-0.031249999999999976
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-10-05,0.0007356909211929129,0.000773190921192914,0.0125
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-10-20,-0.0021981774928320503,-0.00217942749283205,0.006249999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-11-03,-0.0021397025502833144,-0.002008452550283314,0.04374999999999995
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-11-17,-0.0016658381684019124,-0.0016283381684019133,0.012499999999999987
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-12-01,0.002694742452960513,0.0026947424529605124,0.0
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-12-15,0.0021093240916312747,0.0020905740916312625,-0.006250000000000001
K200,CROSS_FAMILY_W10,LATE_2020_2022,2022-12-29,-0.004747022046502535,-0.004709522046502535,0.0125
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-01-13,-0.00019900800899554962,-0.00014275800899554952,0.01874999999999999
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-01-31,0.0022166489174023376,0.0021228989174023375,-0.03124999999999995
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-02-14,0.0036426359383812117,0.0036801359383812245,0.0125
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-02-28,0.0015766955660271374,0.0016329455660271375,0.01874999999999998
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-03-15,-0.0005364068391983881,-0.0005926568391983985,-0.01874999999999999
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-03-29,0.0013496637674659756,0.0014059137674659761,0.018750000000000003
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-04-12,0.0012067963821450626,0.0011505463821450627,-0.01875
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-04-26,0.00012314870825776256,0.00012314870825776256,-1.214306433183765e-17
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-05-12,0.0003117543686215249,0.0003867543686215249,0.024999999999999974
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-05-26,-0.0005361453546574278,-0.0005361453546574277,0.0
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-06-13,0.0009823558041573749,0.0009073558041573632,-0.024999999999999974
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-06-27,-0.00053243170515165,-0.00047618170515166243,0.01874999999999996
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-07-11,0.0012208667743598622,0.0011833667743598622,-0.012499999999999987
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-07-25,-0.00341729617381065,-0.00337979617381065,0.0125
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-08-08,0.0040145064108530505,0.00405200641085306,0.012499999999999976
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-08-23,-0.0007761040573289365,-0.0007573540573289364,0.006250000000000013
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-09-06,0.0030897421368159092,0.0030709921368159126,-0.006249999999999987
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-09-20,-0.0023545503151005,-0.0022795503151004878,0.024999999999999988
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-10-11,-0.001647537224473151,-0.001647537224473151,-2.6020852139652106e-17
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-10-25,-0.003435958646726099,-0.003435958646726099,-2.6020852139652106e-17
K200,CROSS_FAMILY_W10,NORMAL_2023_2024,2023-11-08,-0.00041695753140622504,-0.00045445753140622503,-0.0125
