universe,overlay,sample,date,net_delta,gross_delta,turnover_delta
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-02-10,-0.0009320754399998001,-0.0008383254399998001,0.03124999999999998
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-02-24,-0.0113671912186125,-0.0114421912186125,-0.024999999999999988
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-03-14,0.0036099517236305623,0.0037412017236305626,0.04374999999999998
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-03-28,0.0005171102055210252,0.0006483602055210251,0.04374999999999995
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-04-11,-0.001103795670744413,-0.0009725456707444125,0.04374999999999999
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-04-25,0.0038985344988068374,0.003954784498806837,0.01874999999999999
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-05-10,-0.0017026464970723,-0.0014963964970723,0.06875
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-05-24,0.0039598933249873295,0.0042036433249873426,0.08124999999999998
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-06-09,0.004961958388838312,0.004905708388838324,-0.018749999999999975
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-06-23,-0.00916282372044755,-0.00921907372044755,-0.01875
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-07-07,-0.0012851703090900751,-0.0013039203090900748,-0.006249999999999988
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-07-21,-0.004415972219713413,-0.004284722219713412,0.04374999999999998
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-08-04,0.0027588276625466123,0.0027775776625466124,0.006249999999999973
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-08-19,0.0020114337502558626,0.0021614337502558626,0.049999999999999975
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-09-02,-0.0016145625094126498,-0.0015770625094126503,0.012500000000000025
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-09-20,0.005524381780699087,0.005486881780699088,-0.012500000000000002
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-10-05,0.0031926886653991125,0.0032864386653991126,0.03125
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-10-20,-0.0017964949131652626,-0.0017964949131652626,-1.3010426069826053e-17
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-11-03,-0.010627828771847337,-0.010477828771847338,0.04999999999999996
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-11-17,-0.0012841954635306125,-0.0012279454635306126,0.018749999999999975
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-12-01,0.0019847432236022623,0.002040993223602262,0.01875
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-12-15,-0.0014959161522787629,-0.0014584161522787627,0.012499999999999989
K200,CROSS_FAMILY_W20,LATE_2020_2022,2022-12-29,-0.00810919335140945,-0.008109193351409463,-8.673617379884035e-19
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-01-13,-0.000978270013365725,-0.0009407700133657238,0.012500000000000025
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-01-31,0.001093104846191425,0.0009993548461914251,-0.031249999999999986
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-02-14,0.0052247727258427756,0.005299772725842775,0.024999999999999977
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-02-28,-0.0020553240590899377,-0.0019240740590899376,0.04374999999999996
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-03-15,-0.0006193127027454501,-0.00060056270274545,0.006250000000000002
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-03-29,0.0038008201787026624,0.003875820178702663,0.024999999999999988
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-04-12,0.0010865226584222001,0.0011240226584222,0.012499999999999987
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-04-26,0.0019105429341858115,0.0019667929341858,0.01874999999999996
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-05-12,-0.000254014618415725,-0.000179014618415725,0.025
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-05-26,-0.0034583993438544,-0.0034583993438544,1.3877787807814457e-17
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-06-13,-4.470015876173743e-05,-0.00013845015876173762,-0.031249999999999962
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-06-27,-0.005838202551075562,-0.005706952551075562,0.04374999999999996
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-07-11,-0.0007592156670620749,-0.000684215667062075,0.024999999999999974
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-07-25,-0.004567104745534662,-0.004435854745534663,0.04374999999999998
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-08-08,0.008052254157989438,0.008183504157989437,0.04374999999999998
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-08-23,-0.0014086684815211874,-0.0012774184815211873,0.04374999999999996
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-09-06,0.007568042021975012,0.007549292021975013,-0.0062499999999999865
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-09-20,-0.0020875437048962623,-0.0020312937048962624,0.018749999999999985
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-10-11,-0.001740332510819174,-0.0017965825108191753,-0.018750000000000013
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-10-25,-0.0038604746239364373,-0.003916724623936437,-0.018750000000000003
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-11-08,-0.0014533117377777377,-0.001565811737777726,-0.037499999999999964
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-11-22,0.004020651607303863,0.004058151607303863,0.0125
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-12-06,-0.00034097521399077506,-0.00020972521399076263,0.04374999999999996
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2023-12-20,-0.005674288523940725,-0.0055805385239407375,0.031249999999999976
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-01-08,0.00245734325530295,0.0025885932553029504,0.043749999999999976
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-01-22,0.00433347429708315,0.004295974297083163,-0.0125
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-02-05,-0.0012172147073051124,-0.0011422147073051124,0.025000000000000015
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-02-21,0.00806416550445715,0.008195415504457149,0.04374999999999998
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-03-07,0.0035645023122348376,0.0035832523122348373,0.0062500000000000125
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-03-21,-0.001140533755588923,-0.0010467837555889225,0.031249999999999972
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-04-04,0.0013302835088784123,0.0014427835088784125,0.03749999999999997
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-04-19,-0.0012360090588895375,-0.0012547590588895376,-0.0062500000000000125
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-05-07,0.01345912257373255,0.013515372573732563,0.01874999999999999
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-05-22,-0.0036744990844956,-0.0036369990844956,0.012499999999999987
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-06-05,0.006595520795691013,0.006595520795691013,1.3010426069826053e-17
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-06-20,-0.0009337445127123878,-0.0008774945127123875,0.018749999999999985
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-07-04,-0.0002372963968474623,-0.0002372963968474622,-2.42861286636753e-17
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-07-18,0.007899920894357825,0.007843670894357824,-0.01874999999999999
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-08-01,-0.00033201841874865696,-0.0002570184187486625,0.024999999999999988
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-08-16,0.001542008689118525,0.001392008689118525,-0.04999999999999999
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-08-30,0.007721879358964024,0.007815629358964024,0.031249999999999972
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-09-13,-0.0053981461711456995,-0.0053418961711457005,0.018750000000000013
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-10-04,0.00010141595147605039,0.00012016595147605006,0.006249999999999988
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-10-21,-0.00043769052694735003,-0.00030644052694735007,0.043749999999999956
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-11-04,0.00022606751052006247,0.00028231751052004955,0.018749999999999985
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-11-18,-0.0008499831699882,-0.0008124831699881999,0.012499999999999987
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-12-02,-0.004912412378055388,-0.004912412378055387,-2.5153490401663703e-17
K200,CROSS_FAMILY_W20,NORMAL_2023_2024,2024-12-16,-0.0007989139848392,-0.0008739139848392062,-0.02500000000000001
K200,CROSS_FAMILY_W20,YTD_2026,2026-01-14,0.0010334008700544877,0.0010896508700544874,0.01875
K200,CROSS_FAMILY_W20,YTD_2026,2026-01-28,0.003844233955648363,0.003994233955648365,0.04999999999999996
K200,CROSS_FAMILY_W20,YTD_2026,2026-02-11,-0.0007148675640333249,-0.0007523675640333251,-0.012499999999999973
K200,CROSS_FAMILY_W20,YTD_2026,2026-03-03,0.0090553229899755,0.0091490729899755,0.031249999999999986
K200,CROSS_FAMILY_W20,YTD_2026,2026-03-17,-0.0065182640281873,-0.0064995140281873,0.0062499999999999865
K200,CROSS_FAMILY_W20,YTD_2026,2026-03-31,-0.0011286709392289251,-0.0009786709392289375,0.04999999999999995
K200,CROSS_FAMILY_W20,YTD_2026,2026-04-14,0.004946543133724237,0.005021543133724249,0.024999999999999977
K200,CROSS_FAMILY_W20,YTD_2026,2026-04-28,0.0073005042917179755,0.0073567542917179745,0.018749999999999947
K200,CROSS_FAMILY_W20,YTD_2026,2026-05-14,0.00020815764843612483,0.0003019076484361249,0.031250000000000014
K200,CROSS_FAMILY_W20,YTD_2026,2026-05-29,0.009260285164627199,0.0092977851646272,0.012499999999999987
K200,CROSS_FAMILY_W20,YTD_2026,2026-06-15,0.006576556095628437,0.006689056095628426,0.037500000000000026
K200,CROSS_FAMILY_W20,YTD_2026,2026-06-29,0.003268737079739125,0.003362487079739125,0.031249999999999962
K200,CROSS_FAMILY_W20,YTD_2026,2026-07-13,-0.0017509549386702124,-0.0016197049386702125,0.04374999999999995
K200,FOUR_FAMILY_EW,BULL_2025,2025-01-02,-0.02968866049927785,-0.02921991049927785,0.15624999999999994
K200,FOUR_FAMILY_EW,BULL_2025,2025-01-16,0.018900646252756337,0.01995064625275634,0.35000000000000003
K200,FOUR_FAMILY_EW,BULL_2025,2025-02-05,-0.0016868504579902518,-0.0019118504579902496,-0.07499999999999994
K200,FOUR_FAMILY_EW,BULL_2025,2025-02-19,0.03767278353761176,0.03836653353761176,0.23124999999999998
K200,FOUR_FAMILY_EW,BULL_2025,2025-03-06,0.019277759181211974,0.019521509181211975,0.08125000000000004
K200,FOUR_FAMILY_EW,BULL_2025,2025-03-20,-0.00626364416802155,-0.00513864416802155,0.37499999999999994
K200,FOUR_FAMILY_EW,BULL_2025,2025-04-03,-0.017712931507139214,-0.017094181507139213,0.20624999999999996
K200,FOUR_FAMILY_EW,BULL_2025,2025-04-17,0.03193718820067036,0.032199688200670366,0.08750000000000005
K200,FOUR_FAMILY_EW,BULL_2025,2025-05-02,0.014869202218497125,0.014925452218497125,0.018750000000000027
K200,FOUR_FAMILY_EW,BULL_2025,2025-05-20,0.08707200482990449,0.08720325482990449,0.043750000000000046
K200,FOUR_FAMILY_EW,BULL_2025,2025-06-04,-0.0531107825101923,-0.05318578251019231,-0.024999999999999946
K200,FOUR_FAMILY_EW,BULL_2025,2025-06-19,-0.028592382980036513,-0.028179882980036514,0.13749999999999996
K200,FOUR_FAMILY_EW,BULL_2025,2025-07-03,0.02909066682039621,0.029990666820396205,0.3
K200,FOUR_FAMILY_EW,BULL_2025,2025-07-17,-0.024153027381146386,-0.024078027381146387,0.024999999999999977
K200,FOUR_FAMILY_EW,BULL_2025,2025-07-31,-0.018142663218147587,-0.017786413218147584,0.11874999999999995
K200,FOUR_FAMILY_EW,BULL_2025,2025-08-14,0.005610972618307862,0.005835972618307863,0.07499999999999993
K200,FOUR_FAMILY_EW,BULL_2025,2025-08-29,-0.0023208792333033,-0.0014771292333032996,0.28124999999999994
K200,FOUR_FAMILY_EW,BULL_2025,2025-09-12,0.019611153639069175,0.020361153639069176,0.25
K200,FOUR_FAMILY_EW,BULL_2025,2025-09-26,0.02418654118338655,0.02452404118338655,0.11249999999999998
K200,FOUR_FAMILY_EW,BULL_2025,2025-10-17,-0.015466133387112824,-0.015034883387112825,0.14374999999999996
K200,FOUR_FAMILY_EW,BULL_2025,2025-10-31,0.011959801951161675,0.011978551951161676,0.0062500000000000125
K200,FOUR_FAMILY_EW,BULL_2025,2025-11-14,0.0156926007539761,0.016348850753976102,0.21875
K200,FOUR_FAMILY_EW,BULL_2025,2025-11-28,-0.009045711588242689,-0.008764461588242688,0.09375000000000003
K200,FOUR_FAMILY_EW,BULL_2025,2025-12-12,-0.006723561204735275,-0.006367311204735275,0.11875000000000001
K200,FOUR_FAMILY_EW,BULL_2025,2025-12-29,0.021520493931108102,0.0221767439311081,0.21875000000000003
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-01-04,-0.0067648903015388746,-0.0067648903015388746,0.0
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-01-18,0.008342994271929851,0.009149244271929851,0.26874999999999993
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-02-01,0.015837569680364122,0.015893819680364123,0.018750000000000027
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-02-18,-0.006904664772660288,-0.0065109147726603,0.13125000000000003
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-03-04,-0.008823012794537925,-0.008804262794537925,0.006250000000000023
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-03-18,0.006414917158153825,0.006771167158153813,0.11874999999999994
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-04-01,0.014075269597444826,0.013756519597444826,-0.10625000000000004
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-04-18,-0.018002460373281827,-0.017664960373281836,0.11249999999999996
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-05-02,0.007743205131493002,0.008080705131492998,0.11249999999999996
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-05-18,-0.008759052733477737,-0.008046552733477725,0.23749999999999996
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-06-01,0.011833365790383236,0.012414615790383237,0.19374999999999995
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-06-16,0.0024335875703803875,0.0028085875703803874,0.12499999999999997
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-06-30,0.025405985429904188,0.025349735429904187,-0.01875000000000001
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-07-14,-0.0011353395315177124,-0.0007228395315177124,0.13749999999999996
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-07-28,0.005320341014328975,0.005489091014328975,0.05625000000000003
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-08-11,-0.005291989482417838,-0.005198239482417838,0.031249999999999955
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-08-26,0.003986281329363275,0.004811281329363275,0.275
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-09-09,-0.00789348321596139,-0.008174733215961376,-0.09375000000000003
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-09-28,-0.007435271692930725,-0.006947771692930727,0.16250000000000003
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-10-13,0.002709452249921737,0.0031594522499217375,0.15000000000000005
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-10-27,0.004984987045199188,0.005809987045199175,0.275
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-11-10,0.012064007433773062,0.01273900743377305,0.22499999999999995
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-11-24,0.033058321272222774,0.033433321272222774,0.12499999999999993
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-12-08,-0.011127829644689087,-0.011165329644689088,-0.012499999999999949
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2016-12-22,-0.005633872349592312,-0.005896372349592313,-0.0875
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-01-06,0.009121953016856438,0.009553203016856438,0.14375000000000004
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-01-20,0.0003260538089781376,0.001188553808978137,0.2875
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-02-07,0.0018078025026927501,0.00195780250269275,0.049999999999999954
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-02-21,0.0077150223682897,0.0076775223682897,-0.012499999999999994
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-03-08,0.0022088098083293873,0.0029213098083293873,0.2375
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-03-22,-0.008509788881989137,-0.008153538881989138,0.11875000000000005
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-04-05,-0.0013916336975616748,-0.0012978836975616748,0.03124999999999995
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-04-19,-0.0009963918693052121,-0.0007151418693052132,0.09374999999999999
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-05-08,0.003752909901341075,0.003734159901341075,-0.006250000000000016
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-05-23,-0.007003045700140175,-0.007171795700140175,-0.05625000000000001
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-06-07,-0.016620430846799525,-0.016489180846799525,0.04375000000000004
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-06-21,0.0028809652979578876,0.0027684652979578874,-0.037499999999999985
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-07-05,0.004167404327127063,0.004448654327127062,0.09374999999999994
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-07-19,0.020820338499624825,0.021026588499624826,0.06874999999999991
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-08-02,-0.002562547978063,-0.002900047978063,-0.11250000000000002
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-08-17,0.008714939761449813,0.008733689761449812,0.006249999999999959
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-08-31,0.019506157835518036,0.019749907835518037,0.08124999999999999
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-09-14,-0.011326976386179011,-0.010745726386179013,0.19374999999999998
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-09-28,-0.02023277260000595,-0.02055152260000595,-0.10624999999999998
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-10-20,-0.023997128130952988,-0.023340878130952987,0.21875
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-11-03,-0.010111107089855687,-0.0095673570898557,0.18125000000000002
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-11-17,0.01362481124872005,0.013868561248720048,0.08124999999999999
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-12-01,-0.011286533802933062,-0.010836533802933063,0.1499999999999999
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2017-12-15,-0.004537015033635612,-0.0039557650336356125,0.19375
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-01-03,0.0002879014100134375,0.0009254014100134374,0.21250000000000002
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-01-17,7.995332601781267e-05,0.0006612033260178122,0.19374999999999998
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-01-31,0.009396604602992837,0.009771604602992876,0.125
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-02-14,0.0019431413882941874,0.0020368913882941875,0.03124999999999994
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-03-05,-0.011712387272819976,-0.011318637272819964,0.13124999999999998
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-03-19,-0.00580255836442865,-0.0055213083644286495,0.09374999999999996
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-04-02,-0.008947577428996387,-0.008403827428996388,0.18124999999999997
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-04-16,0.03079906991800315,0.03143656991800315,0.2125
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-04-30,0.0011843862370112877,0.001221886237011287,0.01249999999999997
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-05-16,-0.006956488409284338,-0.0066752384092843365,0.09375
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-05-31,0.0027624985550923375,0.0028749985550923377,0.03749999999999999
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-06-18,0.009015697804050012,0.009446947804050001,0.14375000000000007
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-07-02,-0.0005606229894421877,0.0003206270105578124,0.29374999999999996
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-07-16,-0.011290372825364424,-0.011009122825364438,0.09375000000000003
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-07-30,-0.0033612421720072942,-0.0031549921720073,0.06875000000000005
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-08-13,6.280943198222491e-05,0.0008878094319822226,0.27499999999999997
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-08-28,0.014028097629569112,0.014346847629569113,0.10625
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-09-11,-0.02812862443219515,-0.027753624432195152,0.12500000000000003
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-09-28,0.009502131627180463,0.010270881627180463,0.25625
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-10-16,0.006962869059354088,0.007637869059354087,0.22500000000000006
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-10-30,-1.0564080629887115e-05,2.6935919370125235e-05,0.012500000000000008
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-11-13,-0.007296324076507925,-0.007202574076507925,0.03125
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-11-27,-0.0050827495053346996,-0.0050827495053347,6.938893903907228e-18
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-12-11,-0.014162053234105375,-0.013843303234105373,0.10625
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2018-12-26,-0.016514691160515023,-0.015877191160515024,0.21249999999999994
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-01-11,0.002392771991691387,0.0029740219916913873,0.19374999999999995
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-01-25,0.0044967197726316745,0.0045904697726316755,0.03125000000000003
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-02-13,-0.0027762700989221877,-0.0018575200989221872,0.3062499999999999
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-02-27,0.025434673757218338,0.02582842375721834,0.13125
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-03-14,-0.004733580002176662,-0.0036085800021766748,0.375
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-03-28,-0.015114776270464913,-0.014796026270464911,0.10625
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-04-11,-0.00879429151601065,-0.00793179151601065,0.2874999999999999
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-04-25,0.007798341788618338,0.008379591788618338,0.19375
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-05-13,0.009458270305199936,0.009664520305199938,0.06874999999999999
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-05-27,0.006739926985620337,0.0073586769856203126,0.20625000000000002
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-06-11,0.01161020837804595,0.01159145837804595,-0.00624999999999995
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-06-25,0.0016295460375672377,0.001967046037567237,0.1125
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-07-09,-0.0142775632528536,-0.014183813252853601,0.031249999999999948
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-07-23,0.0017149391277836634,0.0019024391277836618,0.06249999999999996
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-08-06,-0.023148889855083,-0.022717639855083,0.14375000000000002
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-08-21,-0.011908836122627713,-0.011721336122627712,0.06250000000000003
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-09-04,-0.0010409966692234126,-0.0006284966692234125,0.13749999999999993
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-09-20,-0.010997307575914725,-0.010847307575914726,0.05000000000000005
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-10-07,-0.00824094990222285,-0.00773469990222285,0.16874999999999996
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-10-22,-0.013385628500211175,-0.012973128500211175,0.13749999999999993
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-11-05,0.006539446472922125,0.007270696472922125,0.24374999999999994
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-11-19,-0.009323070293232375,-0.008798070293232374,0.175
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-12-03,0.016882410346611126,0.017069910346611136,0.0625
K200,FOUR_FAMILY_EW,EARLY_2016_2019,2019-12-17,-0.01238380062024495,-0.01187755062024495,0.16875
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-01-03,0.010424989526962674,0.011268739526962663,0.28125
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-01-17,0.010406300234190063,0.010893800234190062,0.16249999999999995
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-02-04,-0.011573415055997512,-0.011517165055997513,0.018749999999999996
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-02-18,-0.0078042993567041495,-0.007373049356704137,0.14375
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-03-03,0.02628730825553774,0.027093558255537713,0.26874999999999993
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-03-17,-0.008809284217168587,-0.008546784217168575,0.08749999999999995
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-03-31,-0.044535174105636566,-0.04382267410563656,0.23750000000000002
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-04-14,-0.01238844481846915,-0.01180719481846915,0.19374999999999995
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-04-29,0.021984177529747587,0.02159042752974759,-0.13125000000000003
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-05-18,-0.03144196115602189,-0.030973211156021887,0.15625000000000006
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-06-01,0.017825433520753324,0.018106683520753324,0.09374999999999997
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-06-15,0.014161352050940138,0.014573852050940138,0.13750000000000004
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-06-29,0.008825955702511197,0.009257205702511187,0.14374999999999996
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-07-13,0.015522753275152488,0.015410253275152488,-0.03749999999999999
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-07-27,0.02607395209229981,0.026973952092299802,0.3
K200,FOUR_FAMILY_EW,LATE_2020_2022,2020-08-10,-0.001718486530402153,-0.0017372365304021498,-0.00624999999999994
