universe,overlay,sample,metric,n_dates,mean,ci025,ci975,p_gt0
KOSPI_EX_K200,FOUR_FAMILY_EW,BULL_2025,gross_delta,25,0.0018192543049407462,-0.00932147849814329,0.012815820956803121,0.613
KOSPI_EX_K200,FOUR_FAMILY_EW,EARLY_2016_2019,net_delta,98,-0.00221228398330233,-0.005175819081222537,0.0006153595506670392,0.0658
KOSPI_EX_K200,FOUR_FAMILY_EW,EARLY_2016_2019,gross_delta,98,-0.0017858171465676368,-0.004567635659342048,0.0012553548210105226,0.1162
KOSPI_EX_K200,FOUR_FAMILY_EW,LATE_2020_2022,net_delta,75,-0.004317906753907941,-0.01005712824374928,0.0010392194723178277,0.0582
KOSPI_EX_K200,FOUR_FAMILY_EW,LATE_2020_2022,gross_delta,75,-0.00368165675390794,-0.009456363067563289,0.001705439386315498,0.0954
KOSPI_EX_K200,FOUR_FAMILY_EW,NORMAL_2023_2024,net_delta,48,0.000535809665684389,-0.006184261600362575,0.006633093283215783,0.5924
KOSPI_EX_K200,FOUR_FAMILY_EW,NORMAL_2023_2024,gross_delta,48,0.001059637790684387,-0.005550661096789393,0.007325702532669005,0.657
KOSPI_EX_K200,FOUR_FAMILY_EW,YTD_2026,net_delta,13,0.006305030199201003,-0.010363626514623917,0.024103111004204435,0.7556
KOSPI_EX_K200,FOUR_FAMILY_EW,YTD_2026,gross_delta,13,0.007029068660739463,-0.009031354612105235,0.024751665635841223,0.7728
KOSPI_EX_K200,SIBLING_W20,BULL_2025,net_delta,25,0.0037002667705633586,0.0017793234275211632,0.005750705899423728,1.0
KOSPI_EX_K200,SIBLING_W20,BULL_2025,gross_delta,25,0.0037602667705633574,0.0018319029572351167,0.005762348435506126,1.0
KOSPI_EX_K200,SIBLING_W20,EARLY_2016_2019,net_delta,98,-0.0004154314172673763,-0.0010404033225823223,0.00023498770221650338,0.102
KOSPI_EX_K200,SIBLING_W20,EARLY_2016_2019,gross_delta,98,-0.0003716176417571725,-0.0009893209793369242,0.00025285889828734095,0.1244
KOSPI_EX_K200,SIBLING_W20,LATE_2020_2022,net_delta,75,0.0003955874818814093,-0.0006578462050920831,0.0014911784959721556,0.7682
KOSPI_EX_K200,SIBLING_W20,LATE_2020_2022,gross_delta,75,0.00048508748188140824,-0.000626444949291222,0.0015509433174977333,0.8022
KOSPI_EX_K200,SIBLING_W20,NORMAL_2023_2024,net_delta,48,0.000784244111859693,-0.0008240156467873425,0.002333815214395737,0.8264
KOSPI_EX_K200,SIBLING_W20,NORMAL_2023_2024,gross_delta,48,0.000871353486859691,-0.0007198615199190555,0.00244383210143036,0.8578
KOSPI_EX_K200,SIBLING_W20,YTD_2026,net_delta,13,0.0044839881774928715,-0.0005418076026836796,0.00972482788018006,0.9588
KOSPI_EX_K200,SIBLING_W20,YTD_2026,gross_delta,13,0.004633988177492868,-0.00020669496305567898,0.0098926039367257,0.9668
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,BULL_2025,net_delta,25,0.003169662335178427,-0.0004334648811433456,0.007043614008578058,0.9584
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,BULL_2025,gross_delta,25,0.003244662335178426,-0.00024265203457756303,0.007081977299652983,0.9646
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,EARLY_2016_2019,net_delta,98,0.0006885342492281826,-7.738203740069903e-05,0.0014618398439319243,0.9604
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,EARLY_2016_2019,gross_delta,98,0.0007472714941261408,-4.5672740071289407e-05,0.0015357658048408094,0.9674
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,LATE_2020_2022,net_delta,75,0.0011850065016975136,-0.000805885057121699,0.003200312619951765,0.8784
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,LATE_2020_2022,gross_delta,75,0.001301506501697514,-0.0006636415635701278,0.003257717710825473,0.9094
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,NORMAL_2023_2024,net_delta,48,-0.0007826546073557571,-0.0027600384336748584,0.0010862647208175489,0.2276
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,NORMAL_2023_2024,gross_delta,48,-0.0006517952323557584,-0.002691528097979399,0.0011947940345049444,0.2674
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,YTD_2026,net_delta,13,0.007607722997610733,-9.355685982209834e-05,0.014287653272907859,0.9722
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,YTD_2026,gross_delta,13,0.007743299920687657,-7.908678922728033e-05,0.014503447519869933,0.9744
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,BULL_2025,net_delta,25,0.00441395774048362,-0.0012151971054307998,0.011146254245876763,0.9304
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,BULL_2025,gross_delta,25,0.00462095774048362,-0.0010712218139429092,0.011277765144325515,0.9432
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,EARLY_2016_2019,net_delta,98,0.0012947449748300247,-2.279280022227475e-05,0.002578707946355914,0.9724
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,EARLY_2016_2019,gross_delta,98,0.0014663648727892072,0.00012209663665176083,0.00276506947343867,0.9832
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,LATE_2020_2022,net_delta,75,0.001691873645394788,-0.0015232504418576515,0.005045284265737018,0.8502
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,LATE_2020_2022,gross_delta,75,0.0019391236453947876,-0.0012447059250472957,0.005171234388515215,0.8832
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,NORMAL_2023_2024,net_delta,48,0.00058114666602922,-0.0027651388287451262,0.0038574418544844754,0.6464
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,NORMAL_2023_2024,gross_delta,48,0.0008432560410292195,-0.0026231922994832666,0.0039970968170606365,0.694
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,YTD_2026,net_delta,13,0.011044417068078016,-0.00023959352693816906,0.022115422067381096,0.9718
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,YTD_2026,gross_delta,13,0.011318455529616477,-0.00016137412303564766,0.022389460528919554,0.9736
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,BULL_2025,net_delta,25,0.004695646609672452,-0.006322085753509251,0.016537511588148916,0.7838
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,BULL_2025,gross_delta,25,0.005327146609672448,-0.006046286399372705,0.017594458885045936,0.8198
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,EARLY_2016_2019,net_delta,98,-0.00013730279192891202,-0.0038783925115322354,0.0037760576668398,0.4676
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,EARLY_2016_2019,gross_delta,98,0.00048336047337720967,-0.003261609004704421,0.004383139006700907,0.5994
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,LATE_2020_2022,net_delta,75,0.0022497446628774796,-0.0036590885112612113,0.0080661437222739,0.7752
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,LATE_2020_2022,gross_delta,75,0.0029647446628774787,-0.0029935620846812416,0.009126946092279655,0.838
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,NORMAL_2023_2024,net_delta,48,-0.0033706336872887585,-0.011983267881242531,0.00634369233920673,0.2368
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,NORMAL_2023_2024,gross_delta,48,-0.00260774306228876,-0.011317949002102862,0.007651243008157805,0.2818
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,YTD_2026,net_delta,13,-0.0014126718067060994,-0.018623642430947485,0.018435432194791827,0.4278
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,YTD_2026,gross_delta,13,-0.000581902575936872,-0.017373694032465595,0.019208768277178618,0.4552
KOSPI_KOSDAQ_ALL,SIBLING_W20,BULL_2025,net_delta,25,0.0037894434344945055,-0.0016978102902604846,0.009126866653002667,0.9076
KOSPI_KOSDAQ_ALL,SIBLING_W20,BULL_2025,gross_delta,25,0.0039041934344945066,-0.001609065199885148,0.009322929465942723,0.9148
KOSPI_KOSDAQ_ALL,SIBLING_W20,EARLY_2016_2019,net_delta,98,0.0006395524826672634,-0.0005848187963327506,0.0018700041765002068,0.8492
KOSPI_KOSDAQ_ALL,SIBLING_W20,EARLY_2016_2019,gross_delta,98,0.0008019887071570592,-0.00040073441217059564,0.0020085512756672945,0.9026
KOSPI_KOSDAQ_ALL,SIBLING_W20,LATE_2020_2022,net_delta,75,0.002781341479251447,0.0006819995534413843,0.0049016966143569304,0.9946
KOSPI_KOSDAQ_ALL,SIBLING_W20,LATE_2020_2022,gross_delta,75,0.0029448414792514464,0.0008669316089237783,0.005120039561093463,0.998
KOSPI_KOSDAQ_ALL,SIBLING_W20,NORMAL_2023_2024,net_delta,48,0.0031438640460992443,-0.0004915983976755363,0.006815752959171544,0.9542
KOSPI_KOSDAQ_ALL,SIBLING_W20,NORMAL_2023_2024,gross_delta,48,0.003335660921099244,-0.0005128900777953193,0.006869448244077675,0.9558
KOSPI_KOSDAQ_ALL,SIBLING_W20,YTD_2026,net_delta,13,0.016012830193984157,0.006287257234778259,0.027940474644806892,1.0
KOSPI_KOSDAQ_ALL,SIBLING_W20,YTD_2026,gross_delta,13,0.016174368655522617,0.00655066317137328,0.028059432818910133,1.0
