signal_date,universe,factor,raw_ls,allocation,within_selection,n_valid,n_side,raw_ls_rebuilt,pairwise_breadth,top5_abs_contrib_share,liquidity_support,activity_coverage
2017-05-30,K200,FOREIGN_FLOW,0.0059623634887179,0.0024042291961311,0.0035581342925868,190,38,0.005962363488717967,0.5533240997229917,0.20643701438184245,-0.06104570637119122,1.0
2017-06-07,K200,FOREIGN_FLOW,-0.0127470738529345,0.0017973732502868,-0.0145444471032214,190,38,-0.012747073852934557,0.4515235457063712,0.20772603626231326,-0.051142659279778346,1.0
2017-06-14,K200,FOREIGN_FLOW,0.0145499393901147,0.0096126292733388,0.0049373101167758,192,38,0.014549939390114766,0.6052631578947368,0.1790185952071725,0.05379660087719318,1.0
2017-06-21,K200,FOREIGN_FLOW,0.0008152777570262,0.0041149926441025,-0.0032997148870763,192,38,0.0008152777570262315,0.5443213296398892,0.28611682301912283,-0.021758497807017607,1.0
2017-06-28,K200,FOREIGN_FLOW,-0.0064827012172997,-0.0006914200462947,-0.0057912811710049,192,38,-0.00648270121729971,0.43005540166204986,0.19435083501844114,0.026038781163434943,1.0
2017-07-05,K200,FOREIGN_FLOW,0.0039615776573769,0.0020430832765345,0.0019184943808424,192,38,0.0039615776573769575,0.5914127423822715,0.21212190707454906,-0.0432132963988921,1.0
2017-07-12,K200,FOREIGN_FLOW,0.0204756345675968,-0.0040388902193372,0.0245145247869341,192,38,0.020475634567596886,0.6627423822714681,0.20438322715744633,-1.1102230246251565e-16,1.0
2017-07-19,K200,FOREIGN_FLOW,-0.0066135211638735,0.0005713823447218,-0.0071849035085953,192,38,-0.006613521163873558,0.42174515235457066,0.20995645863247384,-0.0415981359649123,1.0
2017-07-26,K200,FOREIGN_FLOW,0.0169535380920827,0.0060348289584125,0.0109187091336701,192,38,0.016953538092082714,0.6295013850415513,0.23296425026289422,-0.03412828947368418,1.0
2017-08-02,K200,FOREIGN_FLOW,0.0039723659892461,0.004312889590652,-0.0003405236014058,191,38,0.003972365989246197,0.5429362880886427,0.24172487479250102,0.0033755855607605634,1.0
2017-08-09,K200,FOREIGN_FLOW,-0.004930954339211,-0.0045007711281174,-0.0004301832110935,192,38,-0.004930954339211,0.44182825484764543,0.22604312395078455,-0.0847724780701754,1.0
2017-08-17,K200,FOREIGN_FLOW,-0.0038402651327307,-0.0006488894546285,-0.0031913756781022,192,38,-0.0038402651327307247,0.5090027700831025,0.23302826454821987,-0.04934210526315791,1.0
2017-08-24,K200,FOREIGN_FLOW,-0.0006010553639573,0.0025826186235758,-0.0031836739875331,192,38,-0.000601055363957355,0.5145429362880887,0.21477718128827708,-0.061677631578947345,1.0
2017-08-31,K200,FOREIGN_FLOW,0.0114110424008268,0.0074138723998569,0.0039971700009698,192,38,0.011411042400826812,0.5789473684210527,0.25347712207950024,0.005756578947368474,1.0
2017-09-07,K200,FOREIGN_FLOW,-0.0127652674558578,0.0005736516485903,-0.0133389191044482,192,38,-0.012765267455857853,0.44113573407202217,0.23643022321632745,-0.07524671052631571,1.0
2017-09-14,K200,FOREIGN_FLOW,0.0005951121425607,-0.0037090249956046,0.0043041371381653,192,38,0.000595112142560738,0.4909972299168975,0.21458500813854461,-0.0875822368421052,1.0
2017-09-21,K200,FOREIGN_FLOW,-0.0136486324092833,-0.0145100370517358,0.0008614046424524,192,38,-0.013648632409283335,0.3898891966759003,0.17809829020742082,-0.02878289473684209,1.0
2017-09-28,K200,FOREIGN_FLOW,-0.0039877155116178,0.0007334041683463,-0.0047211196799642,192,38,-0.003987715511617845,0.4452908587257618,0.22267472041785788,-0.021175986842105254,1.0
2017-10-13,K200,FOREIGN_FLOW,-0.0021325498894602,0.0006522949174554,-0.0027848448069157,192,38,-0.0021325498894602946,0.49445983379501385,0.20064304300259872,0.0006853070175438791,1.0
2017-10-20,K200,FOREIGN_FLOW,0.0050551098098804,0.004902008367849,0.0001531014420313,192,38,0.0050551098098804625,0.5699445983379502,0.21597320933009126,0.0013706140350877583,1.0
2017-10-27,K200,FOREIGN_FLOW,0.0175901192244685,-0.000324842647107,0.0179149618715756,192,38,0.01759011922446859,0.5948753462603878,0.23290003058527836,-0.016961348684210453,1.0
2017-11-03,K200,FOREIGN_FLOW,0.017779995948091,0.0035236958572135,0.0142563000908774,192,38,0.017779995948091015,0.6544321329639889,0.19600275511412424,-0.008977521929824539,1.0
2017-11-10,K200,FOREIGN_FLOW,-0.0030237266483444,-0.003712710125161,0.0006889834768166,192,38,-0.003023726648344403,0.49238227146814406,0.18428405377575546,-0.02240953947368418,1.0
2017-11-17,K200,FOREIGN_FLOW,-0.0028746315840334,-0.0022010943125682,-0.0006735372714652,192,38,-0.002874631584033425,0.4979224376731302,0.20357146165711903,0.005962171052631637,1.0
2017-11-24,K200,FOREIGN_FLOW,0.0086724656220182,-0.0035276399040822,0.0122001055261005,192,38,0.008672465622018274,0.5969529085872576,0.2103361800721189,-0.005609418282548517,1.0
2017-12-01,K200,FOREIGN_FLOW,-0.0411199807056057,-0.0092504141657422,-0.0318695665398635,192,38,-0.04111998070560579,0.34556786703601106,0.39122436681845146,-0.0017911270322403805,1.0
2017-12-08,K200,FOREIGN_FLOW,0.0149084576721174,0.0069362973396248,0.0079721603324925,192,38,0.01490845767211748,0.5547091412742382,0.21022561661278608,-0.0794956140350877,1.0
2017-12-15,K200,FOREIGN_FLOW,0.0052892036425528,0.0065165498396338,-0.001227346197081,191,38,0.005289203642552819,0.5574792243767313,0.2215054860032815,-0.017497933314962688,1.0
2017-12-22,K200,FOREIGN_FLOW,-0.0085181565011235,-0.000935977062965,-0.0075821794381585,191,38,-0.008518156501123562,0.4362880886426593,0.2154917572899432,-0.036166988151005774,1.0
2018-01-03,K200,FOREIGN_FLOW,-0.0022386965595359,0.0027698824854444,-0.0050085790449804,191,38,-0.0022386965595359853,0.5013850415512465,0.2837272762946266,0.02457532720690625,1.0
2018-01-10,K200,FOREIGN_FLOW,0.0075513629840622,0.0085119559343524,-0.0009605929502901,192,38,0.007551362984062237,0.5734072022160664,0.20365928709380263,0.020322402865803224,1.0
2018-01-17,K200,FOREIGN_FLOW,0.002980457099208,-0.0046496305767562,0.0076300876759642,192,38,0.0029804570992080087,0.554016620498615,0.24289240660876799,-0.0085663377192981,1.0
2018-01-24,K200,FOREIGN_FLOW,-0.0180705489404064,-0.0027729385542919,-0.0152976103861144,192,38,-0.018070548940406425,0.3808864265927978,0.22122672051624118,-0.03262061403508759,1.0
2018-01-31,K200,FOREIGN_FLOW,0.0123768734039445,-0.0055330167789666,0.0179098901829111,192,38,0.012376873403944513,0.5554016620498615,0.15292786595636287,-0.02097039473684198,1.0
2018-02-07,K200,FOREIGN_FLOW,-0.0144080161449422,-0.0058941923088447,-0.0085138238360974,193,38,-0.014408016144942228,0.4598337950138504,0.212192437014618,-0.07458412871557141,1.0
2018-02-14,K200,FOREIGN_FLOW,-0.0111290303861762,0.0024737368483922,-0.0136027672345685,193,38,-0.01112903038617626,0.37257617728531855,0.22990196856173467,-0.08317425688573765,1.0
2018-02-23,K200,FOREIGN_FLOW,-0.0106340038194399,0.0026590185448339,-0.0132930223642738,193,38,-0.01063400381943997,0.4162049861495845,0.16343162328132851,-0.07990182710662669,1.0
2018-03-05,K200,FOREIGN_FLOW,-0.0352168152575541,-0.0119505710716953,-0.0232662441858587,193,38,-0.0352168152575541,0.3206371191135734,0.21452087100090883,-0.021338969184619583,1.0
2018-03-12,K200,FOREIGN_FLOW,0.0091189201814422,0.0037994349346597,0.0053194852467824,193,38,0.009118920181442204,0.5872576177285319,0.23385077738315568,0.029929097354785994,1.0
2018-03-19,K200,FOREIGN_FLOW,0.0174232812674024,0.003625148751623,0.0137981325157794,193,38,0.01742328126740247,0.6689750692520776,0.17664502276204505,0.021679847286610432,1.0
2018-03-26,K200,FOREIGN_FLOW,-0.0105968999192791,0.0038091356068558,-0.014406035526135,193,38,-0.010596899919279194,0.4695290858725762,0.2599787301034339,-0.0014316880283609112,1.0
2018-04-02,K200,FOREIGN_FLOW,0.0099101631504636,-0.0003700573341019,0.0102802204845656,193,38,0.009910163150463695,0.5443213296398892,0.20304967477780506,-0.046700299972729675,1.0
2018-04-09,K200,FOREIGN_FLOW,0.0088848013388009,-0.0009279685782642,0.0098127699170651,193,38,0.008884801338800905,0.5484764542936288,0.2074915767487643,-0.015680392691573564,1.0
2018-04-16,K200,FOREIGN_FLOW,-0.0265935270418162,-0.0116396708558136,-0.0149538561860026,193,38,-0.026593527041816282,0.45083102493074795,0.24194825859967267,-0.01233978729206453,1.0
2018-04-23,K200,FOREIGN_FLOW,-0.0123479552160152,-0.0021668778497585,-0.0101810773662566,193,38,-0.012347955216015232,0.4362880886426593,0.3450387360431878,-0.00913553313335147,1.0
2018-04-30,K200,FOREIGN_FLOW,-0.0236973764589091,-0.0019842276521859,-0.0217131488067231,193,38,-0.023697376458909125,0.40650969529085873,0.26874581283346105,-0.000818107444777727,1.0
2018-05-09,K200,FOREIGN_FLOW,0.0064300036693725,-0.0051145913253173,0.0115445949946898,193,38,0.0064300036693725506,0.5429362880886427,0.19921003636813842,-0.015066812107990268,1.0
2018-05-16,K200,FOREIGN_FLOW,0.0085303616912687,0.0023352348196775,0.0061951268715911,193,38,0.00853036169126877,0.5346260387811634,0.19866820945600894,-0.05549495500409063,1.0
2018-05-24,K200,FOREIGN_FLOW,-0.0057694977143796,-0.0057227905282555,-4.670718612411628e-05,193,38,-0.005769497714379637,0.45429362880886426,0.24522793708075097,-0.006953913280610902,1.0
2018-05-31,K200,FOREIGN_FLOW,0.0076302629467707,0.0130840482296719,-0.0054537852829011,193,38,0.007630262946770777,0.5297783933518005,0.18800286195228602,-0.03385416666666652,1.0
2018-06-08,K200,FOREIGN_FLOW,0.0282367476081892,0.0044694688658458,0.0237672787423433,193,38,0.028236747608189207,0.6793628808864266,0.17980183470641908,-0.04502467105263158,1.0
2018-06-18,K200,FOREIGN_FLOW,0.0298736218289617,0.0129616412460041,0.0169119805829575,192,38,0.0298736218289617,0.6793628808864266,0.16198526764574211,-0.028851425438596312,1.0
2018-06-25,K200,FOREIGN_FLOW,0.0246799626272068,0.0117915706068406,0.0128883920203662,192,38,0.024679962627206863,0.649584487534626,0.19045732421711992,0.0026726973684210176,1.0
2018-07-02,K200,FOREIGN_FLOW,-0.000200922527758,-0.0016637217466456,0.0014627992188875,192,38,-0.00020092252775805175,0.5131578947368421,0.2095366940818192,-0.015017911270322482,1.0
2018-07-09,K200,FOREIGN_FLOW,0.000551897468608,-0.0027630157246371,0.0033149131932451,192,38,0.0005518974686080034,0.4709141274238227,0.2555892557900472,-0.035133645632405563,1.0
2018-07-16,K200,FOREIGN_FLOW,-0.0223835316418954,-0.0121689722574199,-0.0102145593844754,193,38,-0.02238353164189543,0.3254847645429363,0.21413756651278862,-0.00565857649304613,1.0
2018-07-23,K200,FOREIGN_FLOW,-0.0020911420210385,0.0017402852269988,-0.0038314272480374,193,38,-0.0020911420210385882,0.49238227146814406,0.28757226488566534,0.05808562857922006,1.0
2018-07-30,K200,FOREIGN_FLOW,-0.0202505903159938,-0.0080246596912068,-0.012225930624787,193,38,-0.02025059031599385,0.3760387811634349,0.19790117521561526,-0.0233689692982455,1.0
2018-08-06,K200,FOREIGN_FLOW,-0.0015254981920646,-0.0041067007131479,0.0025812025210832,193,38,-0.0015254981920646976,0.5096952908587258,0.20319346851619213,-0.035246795745841386,1.0
2018-08-13,K200,FOREIGN_FLOW,1.5677838853301457e-05,0.0049545041934402,-0.0049388263545869,194,38,1.5677838853301457e-05,0.49584487534626037,0.22348640985866844,-0.015396093326098703,1.0
2018-08-21,K200,FOREIGN_FLOW,0.0078707206467003,0.0039524510539529,0.0039182695927473,194,38,0.007870720646700314,0.5277008310249307,0.25698970122622,0.010037981551817454,1.0
2018-08-28,K200,FOREIGN_FLOW,-0.0121960045915345,0.0034718512645367,-0.0156678558560713,194,38,-0.012196004591534573,0.4245152354570637,0.20548698145786454,-0.052495930548019654,1.0
2018-09-04,K200,FOREIGN_FLOW,0.0208367974439388,0.0018552338971157,0.018981563546823,194,38,0.020836797443938813,0.6461218836565097,0.1659623769394312,-0.02061855670103091,1.0
2018-09-11,K200,FOREIGN_FLOW,-0.0098185765683488,0.0030425943255259,-0.0128611708938748,194,38,-0.009818576568348863,0.45706371191135736,0.24335315646969516,-0.09278350515463923,1.0
2018-09-18,K200,FOREIGN_FLOW,9.71843180448788e-05,-0.0024240623221957,0.0025212466402406,194,38,9.718431804487879e-05,0.5096952908587258,0.2672102249800377,-0.05459848073792728,1.0
2018-09-28,K200,FOREIGN_FLOW,0.0176279103075517,-0.0109846792651285,0.0286125895726803,193,38,0.017627910307551745,0.6052631578947368,0.1693011804903024,-0.011317152986092094,1.0
2018-10-08,K200,FOREIGN_FLOW,0.0034459401819154,-0.0109042271495747,0.0143501673314901,191,38,0.0034459401819154356,0.5373961218836565,0.21499498737163028,-0.06468724166437023,1.0
2018-10-16,K200,FOREIGN_FLOW,-0.0126425235795195,-0.006154912688492,-0.0064876108910274,191,38,-0.012642523579519543,0.3878116343490305,0.17039060535123857,-0.03609809864976571,1.0
2018-10-23,K200,FOREIGN_FLOW,-0.0163735810639713,-0.0108796564208337,-0.0054939246431375,191,38,-0.01637358106397134,0.42174515235457066,0.1530335252135822,-0.013226784238082101,1.0
2018-10-30,K200,FOREIGN_FLOW,0.0089967007534888,0.010248550372727,-0.0012518496192382,191,38,0.00899670075348883,0.5519390581717452,0.170208451850008,-0.03644254615596576,1.0
2018-11-06,K200,FOREIGN_FLOW,0.0303157203852739,0.001631221932686,0.0286844984525879,191,38,0.03031572038527398,0.6613573407202216,0.2337858557006783,-0.05070267291264818,1.0
2018-11-13,K200,FOREIGN_FLOW,-0.0024421137320072,0.0052178808716681,-0.0076599946036753,191,38,-0.0024421137320072214,0.4695290858725762,0.1884560116391643,-0.01660236979884272,1.0
2018-11-20,K200,FOREIGN_FLOW,-0.0018418013447695,0.0019916068656214,-0.003833408210391,192,38,-0.0018418013447695607,0.4868421052631579,0.1872579684248402,0.031181469298245612,1.0
2018-11-27,K200,FOREIGN_FLOW,-0.0198899547688604,0.000628858067715,-0.0205188128365754,192,38,-0.0198899547688604,0.38365650969529086,0.2654626509282972,0.004248903508772051,1.0
2018-12-04,K200,FOREIGN_FLOW,-0.0122031478177254,-0.0105713676719162,-0.0016317801458091,192,38,-0.01220314781772543,0.4162049861495845,0.18441641473330375,-0.04413377192982443,1.0
