signal_date,universe,factor,raw_ls,allocation,within_selection,n_valid,n_side,raw_ls_rebuilt,pairwise_breadth,top5_abs_contrib_share,liquidity_support,activity_coverage
2016-01-04,K200,FOREIGN_FLOW,0.0580854145585713,0.0243377551203871,0.0337476594381841,166,33,0.058085414558571344,0.6951331496786042,0.3238145428231798,,
2016-01-11,K200,FOREIGN_FLOW,-0.000116880336218,0.0046502943261292,-0.0047671746623472,185,37,-0.00011688033621801847,0.49306062819576335,0.21592158788427718,,
2016-01-18,K200,FOREIGN_FLOW,0.0104382623769782,0.0068136275672772,0.0036246348097009,185,37,0.010438262376978202,0.5785244704163623,0.28444410315511176,,
2016-01-25,K200,FOREIGN_FLOW,-0.0064804180223742,-0.0023539470450781,-0.0041264709772961,185,37,-0.006480418022374222,0.47406866325785246,0.18106888098093668,,
2016-02-01,K200,FOREIGN_FLOW,-0.0164976081880792,-0.0098876272186368,-0.0066099809694424,184,36,-0.016497608188079296,0.39351851851851855,0.1981870055117024,-0.032608695652173836,1.0
2016-02-11,K200,FOREIGN_FLOW,-0.0139769521346087,-0.0170271528826492,0.0030502007480405,185,37,-0.013976952134608724,0.4317019722425128,0.25192655294059846,-0.0089116143170197,1.0
2016-02-18,K200,FOREIGN_FLOW,0.0031380783046525,-0.0043908612230513,0.0075289395277039,185,37,0.003138078304652589,0.4974433893352812,0.256163037827038,-0.050474799123447656,1.0
2016-02-25,K200,FOREIGN_FLOW,0.0187870428649536,0.0009755485636092,0.0178114943013443,185,37,0.018787042864953682,0.5931336742147553,0.22512665311872604,-0.05303140978816656,1.0
2016-03-04,K200,FOREIGN_FLOW,-0.0025799585598201,0.0035209557926321,-0.0061009143524522,185,37,-0.0025799585598201263,0.4565376186997809,0.24708091119489342,-0.05566106647187735,1.0
2016-03-11,K200,FOREIGN_FLOW,-0.0099775110632374,-0.0039424587276927,-0.0060350523355447,185,37,-0.009977511063237476,0.44923301680058436,0.22062682350846657,-0.02848794740686622,1.0
2016-03-18,K200,FOREIGN_FLOW,-0.0154873257698731,0.0013006083307181,-0.0167879341005913,186,37,-0.015487325769873161,0.393718042366691,0.23503033138919305,-0.05943039814007561,1.0
2016-03-25,K200,FOREIGN_FLOW,0.0128480519116503,-0.0040950287865135,0.0169430806981638,186,37,0.01284805191165033,0.6303871439006574,0.24482651185799176,-0.06596919500145304,1.0
2016-04-01,K200,FOREIGN_FLOW,-0.0103410093315906,-0.0017567085731242,-0.0085843007584664,186,37,-0.010341009331590698,0.45215485756026297,0.252825438348942,-0.014675966288869247,1.0
2016-04-08,K200,FOREIGN_FLOW,0.0073336307389888,0.0080168793680056,-0.0006832486290168,185,37,0.007333630738988859,0.5697589481373265,0.22394236523330616,-0.0016800584368151794,1.0
2016-04-18,K200,FOREIGN_FLOW,-0.0245386161408016,-0.0015172047075865,-0.023021411433215,186,37,-0.024538616140801647,0.422936449963477,0.3270170472340465,-0.013368206916594072,1.0
2016-04-25,K200,FOREIGN_FLOW,-0.0047673389414644,0.00482053492333,-0.0095878738647944,187,37,-0.0047673389414644406,0.4799123447772096,0.17136064262929093,-0.05058534470299181,1.0
2016-05-02,K200,FOREIGN_FLOW,-0.0152947442248785,-0.0209452393068817,0.0056504950820032,186,37,-0.015294744224878561,0.38860482103725347,0.18652578240667328,-0.046825050857308814,1.0
2016-05-11,K200,FOREIGN_FLOW,-0.0224412726960251,-0.0138589728768522,-0.0085822998191729,186,37,-0.02244127269602515,0.3418553688823959,0.25492274581262486,-0.05768671897704136,1.0
2016-05-18,K200,FOREIGN_FLOW,-0.0061785139556242,-0.0082071878470434,0.0020286738914192,186,37,-0.006178513955624239,0.4828341855368882,0.2593740633931632,-0.02012496367335065,1.0
2016-05-25,K200,FOREIGN_FLOW,-0.0018445209499329,-0.0020931266905931,0.0002486057406602,186,37,-0.0018445209499329228,0.4674945215485756,0.23439497981222157,-0.03886951467596633,1.0
2016-06-01,K200,FOREIGN_FLOW,0.0046457060489304,-0.0058568067049741,0.0105025127539046,184,36,0.004645706048930491,0.5432098765432098,0.2091099715481697,-0.07110507246376807,1.0
2016-06-09,K200,FOREIGN_FLOW,-0.00187798532964,0.0015876495548386,-0.0034656348844787,187,37,-0.0018779853296400431,0.48867786705624544,0.14874436862236431,-0.05289781760369999,1.0
2016-06-16,K200,FOREIGN_FLOW,0.0064195120309109,-0.0022561391658143,0.0086756511967252,190,38,0.006419512030910912,0.502770083102493,0.21461490104584974,-0.022368421052631704,1.0
2016-06-23,K200,FOREIGN_FLOW,0.0150068853761447,0.0019236819062945,0.0130832034698502,190,38,0.015006885376144792,0.6620498614958449,0.16478557009654757,-0.013988919667590083,1.0
2016-06-30,K200,FOREIGN_FLOW,0.0004366172918089,-0.0028741105536452,0.0033107278454542,190,38,0.0004366172918089358,0.5076177285318559,0.20931605337085915,0.03601108033241007,1.0
2016-07-07,K200,FOREIGN_FLOW,-0.0199874074652149,0.0032634702237157,-0.0232508776889307,190,38,-0.01998740746521499,0.3954293628808864,0.2111908073205315,0.0053324099722993346,1.0
2016-07-14,K200,FOREIGN_FLOW,-0.0109603476883836,0.0045956090812882,-0.0155559567696719,190,38,-0.010960347688383694,0.41759002770083103,0.17922967387025146,-0.03060941828254854,1.0
2016-07-21,K200,FOREIGN_FLOW,0.0066193938596076,0.0139411402885816,-0.0073217464289739,190,38,0.006619393859607631,0.48961218836565096,0.24222043122044967,-0.03912742382271467,1.0
2016-07-28,K200,FOREIGN_FLOW,0.0025770331275647,0.0030815208083013,-0.0005044876807366,190,38,0.002577033127564769,0.4979224376731302,0.1997752793274109,-0.048995844875346306,1.0
2016-08-04,K200,FOREIGN_FLOW,-0.0058888750110645,-0.0033458553879145,-0.00254301962315,190,38,-0.005888875011064568,0.4439058171745152,0.16084256053427085,-0.054674515235456966,1.0
2016-08-11,K200,FOREIGN_FLOW,0.0181908082269785,0.0059677659138334,0.0122230423131451,190,38,0.01819080822697856,0.5831024930747922,0.22973087280468882,-0.02158173210804787,1.0
2016-08-19,K200,FOREIGN_FLOW,-0.0161800901024428,-0.0097346083265197,-0.006445481775923,190,38,-0.016180090102442805,0.3912742382271468,0.20510490245692553,-0.02944862155388478,1.0
2016-08-26,K200,FOREIGN_FLOW,0.012775220979333,-0.0024011750992237,0.0151763960785567,190,38,0.012775220979333049,0.5886426592797784,0.19101204277216738,-0.007278835386338278,1.0
2016-09-02,K200,FOREIGN_FLOW,-0.0192233724874647,6.392351388606133e-05,-0.0192872960013508,189,37,-0.019223372487464786,0.36742147552958365,0.1963674814912087,-0.0329930994824611,1.0
2016-09-09,K200,FOREIGN_FLOW,-0.0177925631511938,-0.0101456063546037,-0.0076469567965901,189,37,-0.017792563151193895,0.4214755295836377,0.24593420500814714,-0.03248993674525574,1.0
2016-09-21,K200,FOREIGN_FLOW,0.0071030726739419,0.0044704172865037,0.0026326553874381,189,37,0.007103072673941918,0.5485756026296567,0.21152205319516684,-0.0037377803335248982,1.0
2016-09-28,K200,FOREIGN_FLOW,-0.026179192108805,-0.0172261011557297,-0.0089530909530753,189,37,-0.026179192108805045,0.3557341124908692,0.21396203174820216,-0.08755031627372045,1.0
2016-10-06,K200,FOREIGN_FLOW,-0.0093716980433179,-0.0042172682903415,-0.0051544297529763,189,37,-0.009371698043317948,0.4441197954711468,0.2257121758709674,-0.07439620471535358,1.0
2016-10-13,K200,FOREIGN_FLOW,-0.0234728901772339,-0.0154803467136002,-0.0079925434636337,189,37,-0.023472890177233974,0.32067202337472606,0.20822887983198063,-0.013729154686601519,1.0
2016-10-20,K200,FOREIGN_FLOW,0.0002096036143608,0.0023934626252253,-0.0021838590108644,190,38,0.00020960361436087906,0.5242382271468145,0.2350448467353716,0.008423837371205778,1.0
2016-10-27,K200,FOREIGN_FLOW,0.004834241147598,-0.0048845610254833,0.0097188021730813,190,38,0.004834241147598062,0.538781163434903,0.21798626286436856,-0.006544138123085519,1.0
2016-11-03,K200,FOREIGN_FLOW,0.00085703041163,0.0071223447825956,-0.0062653143709655,189,37,0.0008570304116300824,0.49159970781592405,0.2175997078738629,-0.024008050603795295,1.0
2016-11-10,K200,FOREIGN_FLOW,-0.0107579393383359,0.0002099774642684,-0.0109679168026043,190,38,-0.01075793933833597,0.43490304709141275,0.18298370171313527,-0.07825118351434146,1.0
2016-11-17,K200,FOREIGN_FLOW,-0.0098248400951478,0.0020913820548076,-0.0119162221499555,190,38,-0.009824840095147898,0.42590027700831024,0.16482333969420693,-0.06474519632414366,1.0
2016-11-24,K200,FOREIGN_FLOW,0.0011640432547896,-0.0024101806766456,0.0035742239314353,190,38,0.0011640432547896373,0.49584487534626037,0.17834403707454183,0.002993595098858326,1.0
2016-12-01,K200,FOREIGN_FLOW,0.0141233716176615,0.0157745307853573,-0.0016511591676958,190,38,0.014123371617661511,0.5512465373961218,0.2394976174853295,0.0030632135895294343,1.0
2016-12-08,K200,FOREIGN_FLOW,-0.036342638939665,-0.031794133179349,-0.0045485057603159,190,38,-0.03634263893966504,0.30678670360110805,0.24951389620914127,0.020050125313283207,1.0
2016-12-15,K200,FOREIGN_FLOW,0.0015245466950432,0.0059809783292105,-0.0044564316341672,190,38,0.0015245466950432936,0.481994459833795,0.20428881957521314,0.007240323029796603,1.0
2016-12-22,K200,FOREIGN_FLOW,-0.0264101004454129,-0.0139331405641184,-0.0124769598812945,190,38,-0.026410100445412987,0.32132963988919666,0.23862056725493438,-0.041423001949317806,1.0
2016-12-29,K200,FOREIGN_FLOW,0.0086655462618128,0.0028830334415521,0.0057825128202606,191,38,0.00866554626181281,0.5692520775623269,0.1881347020049365,-0.015650969529085845,1.0
2017-01-06,K200,FOREIGN_FLOW,0.0224604947671938,0.007304249210185,0.0151562455570088,191,38,0.022460494767193893,0.6551246537396122,0.2200185220538232,-0.02174515235457064,1.0
2017-01-13,K200,FOREIGN_FLOW,0.0050259665174692,0.0010850741718253,0.0039408923456438,191,38,0.005025966517469217,0.5394736842105263,0.1604582361471468,-0.04099722991689758,1.0
2017-01-20,K200,FOREIGN_FLOW,0.0129896375905821,0.0041093371054089,0.0088803004851732,191,38,0.012989637590582163,0.5914127423822715,0.20970127962416885,0.023407202216066514,1.0
2017-01-31,K200,FOREIGN_FLOW,-0.0064593073376296,-0.0011860015434136,-0.0052733057942159,191,38,-0.00645930733762964,0.47368421052631576,0.22581495011043548,-0.0442520775623268,1.0
2017-02-07,K200,FOREIGN_FLOW,-0.0043790327801458,-0.0035866644503425,-0.0007923683298033,191,38,-0.004379032780145838,0.45637119113573404,0.24112617525062738,-0.036218836565097,1.0
2017-02-14,K200,FOREIGN_FLOW,-0.0123814700171525,-0.0036558598565518,-0.0087256101606007,191,38,-0.012381470017152571,0.4037396121883656,0.2250699988282111,-0.03192520775623264,1.0
2017-02-21,K200,FOREIGN_FLOW,-0.0048614712893231,-0.003366014844494,-0.0014954564448291,191,38,-0.004861471289323177,0.4515235457063712,0.2128189454156841,-0.0020775623268698418,1.0
2017-02-28,K200,FOREIGN_FLOW,-0.0007158944029614,0.0050510906549575,-0.0057669850579189,191,38,-0.0007158944029614436,0.502770083102493,0.21306528849178702,-0.09245152354570635,1.0
2017-03-08,K200,FOREIGN_FLOW,0.003218223873652,0.0012327843960658,0.0019854394775862,191,38,0.003218223873652089,0.5346260387811634,0.16673401447286101,-0.04916897506925222,1.0
2017-03-15,K200,FOREIGN_FLOW,-0.0029460686947967,0.0021160126769571,-0.0050620813717539,191,38,-0.0029460686947967675,0.4619113573407202,0.22911404583169406,-0.022645429362880887,1.0
2017-03-22,K200,FOREIGN_FLOW,-0.0154505681611079,-0.0062125082888912,-0.0092380598722167,191,38,-0.015450568161107953,0.4009695290858726,0.18150525512905874,-0.008310249307479145,1.0
2017-03-29,K200,FOREIGN_FLOW,-0.0223467984843074,-0.0035733772565814,-0.018773421227726,191,38,-0.02234679848430747,0.27285318559556787,0.19431297396811545,0.00605680868838776,1.0
2017-04-05,K200,FOREIGN_FLOW,0.0050021411423531,-0.0031054551756294,0.0081075963179826,191,38,0.005002141142353168,0.5353185595567868,0.1885596571408087,-0.03759398496240607,1.0
2017-04-12,K200,FOREIGN_FLOW,0.0022328269293473,-0.003282752645113,0.0055155795744604,191,38,0.0022328269293473476,0.5193905817174516,0.20146454506461023,0.009279778393351812,1.0
2017-04-19,K200,FOREIGN_FLOW,-0.004523566277491,-0.0034711039952492,-0.0010524622822418,191,38,-0.00452356627749104,0.44182825484764543,0.22421016498159005,-0.04875346260387803,1.0
2017-04-26,K200,FOREIGN_FLOW,-0.0021886678965895,0.0014637143279859,-0.0036523822245755,191,38,-0.002188667896589544,0.538781163434903,0.22314834541697662,-0.007240323029796714,1.0
2017-05-08,K200,FOREIGN_FLOW,-0.0010950914249339,-0.003437372016725,0.002342280591791,191,38,-0.0010950914249339518,0.525623268698061,0.21427996831137014,-0.04330270119743812,1.0
2017-05-16,K200,FOREIGN_FLOW,-0.0075393457312363,-0.0018824886293631,-0.0056568571018732,190,38,-0.007539345731236373,0.4224376731301939,0.22265069546967342,-0.021675900277008275,1.0
2017-05-23,K200,FOREIGN_FLOW,-0.0104177479339782,-0.000276392446081,-0.0101413554878972,189,37,-0.010417747933978237,0.47260774287801316,0.22101255585737278,-0.04239954239954247,1.0
