date,threshold_bn,factor_rows,eligible,jaccard,precision,recall,factor_only,eligible_only
2018-03-26,175,593,730,0.8049113233287858,0.9949409780775716,0.8082191780821918,3,140
2018-03-26,200,593,668,0.879284649776453,0.9949409780775716,0.8832335329341318,3,78
2018-03-26,225,593,617,0.9516129032258065,0.9949409780775716,0.9562398703403565,3,27
2018-03-26,250,593,575,0.9630252100840336,0.9662731871838112,0.9965217391304347,20,2
2018-03-26,275,593,535,0.9021922428330523,0.9021922428330523,1.0,58,0
2018-03-26,300,593,511,0.8617200674536256,0.8617200674536256,1.0,82,0
2018-03-26,325,593,482,0.8128161888701517,0.8128161888701517,1.0,111,0
2018-03-26,350,593,459,0.7740303541315345,0.7740303541315345,1.0,134,0
2018-04-02,150,587,856,0.6798603026775321,0.9948892674616695,0.6822429906542056,3,272
2018-04-02,175,587,745,0.7807486631016043,0.9948892674616695,0.7838926174496644,3,161
2018-04-02,200,587,674,0.859882005899705,0.9931856899488927,0.8649851632047477,4,91
2018-04-02,225,587,622,0.9313099041533547,0.9931856899488927,0.9372990353697749,4,39
2018-04-02,250,587,584,0.9747048903878583,0.9846678023850085,0.9897260273972602,9,6
2018-04-02,275,587,547,0.9252971137521222,0.9284497444633731,0.9963436928702011,42,2
2018-04-02,300,587,510,0.868824531516184,0.868824531516184,1.0,77,0
2018-04-02,325,587,485,0.8262350936967632,0.8262350936967632,1.0,102,0
2018-04-02,350,587,457,0.778534923339012,0.778534923339012,1.0,130,0
2018-04-09,150,582,851,0.6779859484777517,0.9948453608247423,0.6803760282021152,3,272
2018-04-09,175,582,735,0.7845528455284553,0.9948453608247423,0.7877551020408163,3,156
2018-04-09,200,582,676,0.8527245949926362,0.9948453608247423,0.856508875739645,3,97
2018-04-09,225,582,625,0.9219745222929936,0.9948453608247423,0.9264,3,46
2018-04-09,250,582,581,0.9745331069609507,0.9862542955326461,0.9879518072289156,8,7
2018-04-09,275,582,546,0.9282051282051282,0.9329896907216495,0.9945054945054945,39,3
2018-04-09,300,582,514,0.8767123287671232,0.8797250859106529,0.9961089494163424,70,2
2018-04-09,325,582,485,0.8301886792452831,0.8316151202749141,0.9979381443298969,98,1
2018-04-09,350,582,461,0.7890222984562607,0.7903780068728522,0.9978308026030369,122,1
2018-04-16,150,592,881,0.666289592760181,0.9949324324324325,0.6685584562996595,3,292
2018-04-16,175,592,763,0.7689295039164491,0.9949324324324325,0.7719528178243774,3,174
2018-04-16,200,592,687,0.8536231884057971,0.9949324324324325,0.8573508005822417,3,98
2018-04-16,225,592,643,0.9117647058823529,0.9949324324324325,0.9160186625194401,3,54
2018-04-16,250,592,600,0.9735099337748344,0.9932432432432432,0.98,4,12
2018-04-16,275,592,562,0.9394957983193277,0.9442567567567568,0.994661921708185,33,3
2018-04-16,300,592,525,0.8868243243243243,0.8868243243243243,1.0,67,0
2018-04-16,325,592,499,0.8429054054054054,0.8429054054054054,1.0,93,0
2018-04-16,350,592,473,0.7989864864864865,0.7989864864864865,1.0,119,0
