date,universe,eligible,valid_all8,coverage
2021-09-10,KOSDAQ_PLUS_KOSPI_EX_K200,1938,256,0.13209494324045407
2021-09-17,K200,195,162,0.8307692307692308
2021-09-17,KOSPI_EX_K200,566,94,0.16607773851590105
2021-09-17,KOSDAQ,1373,159,0.11580480699198835
2021-09-17,KOSPI_ALL,761,256,0.3363994743758213
2021-09-17,KOSPI_KOSDAQ_ALL,2134,415,0.1944704779756326
2021-09-17,KOSDAQ_PLUS_KOSPI_EX_K200,1939,253,0.13047962867457452
2021-09-29,K200,195,162,0.8307692307692308
2021-09-29,KOSPI_EX_K200,566,95,0.16784452296819788
2021-09-29,KOSDAQ,1377,149,0.10820624546114742
2021-09-29,KOSPI_ALL,761,257,0.33771353482260186
2021-09-29,KOSPI_KOSDAQ_ALL,2138,406,0.18989710009354538
2021-09-29,KOSDAQ_PLUS_KOSPI_EX_K200,1943,244,0.12557900154400412
2021-10-07,K200,195,163,0.8358974358974359
2021-10-07,KOSPI_EX_K200,566,98,0.17314487632508835
2021-10-07,KOSDAQ,1379,146,0.10587382160986222
2021-10-07,KOSPI_ALL,761,261,0.34296977660972405
2021-10-07,KOSPI_KOSDAQ_ALL,2140,407,0.19018691588785047
2021-10-07,KOSDAQ_PLUS_KOSPI_EX_K200,1945,244,0.12544987146529563
2021-10-15,K200,195,163,0.8358974358974359
2021-10-15,KOSPI_EX_K200,567,96,0.1693121693121693
2021-10-15,KOSDAQ,1381,152,0.11006517016654598
2021-10-15,KOSPI_ALL,762,259,0.33989501312335957
2021-10-15,KOSPI_KOSDAQ_ALL,2143,411,0.19178721418572095
2021-10-15,KOSDAQ_PLUS_KOSPI_EX_K200,1948,248,0.1273100616016427
2021-10-22,K200,195,163,0.8358974358974359
2021-10-22,KOSPI_EX_K200,567,96,0.1693121693121693
2021-10-22,KOSDAQ,1383,157,0.11352133044107014
2021-10-22,KOSPI_ALL,762,259,0.33989501312335957
2021-10-22,KOSPI_KOSDAQ_ALL,2145,416,0.19393939393939394
2021-10-22,KOSDAQ_PLUS_KOSPI_EX_K200,1950,253,0.12974358974358974
2021-10-29,K200,195,162,0.8307692307692308
2021-10-29,KOSPI_EX_K200,567,97,0.1710758377425044
2021-10-29,KOSDAQ,1386,155,0.11183261183261184
2021-10-29,KOSPI_ALL,762,259,0.33989501312335957
2021-10-29,KOSPI_KOSDAQ_ALL,2148,414,0.19273743016759776
2021-10-29,KOSDAQ_PLUS_KOSPI_EX_K200,1953,252,0.12903225806451613
2021-11-05,K200,195,166,0.8512820512820513
2021-11-05,KOSPI_EX_K200,568,100,0.176056338028169
2021-11-05,KOSDAQ,1388,153,0.11023054755043228
2021-11-05,KOSPI_ALL,763,266,0.3486238532110092
2021-11-05,KOSPI_KOSDAQ_ALL,2151,419,0.19479311947931194
2021-11-05,KOSDAQ_PLUS_KOSPI_EX_K200,1956,253,0.12934560327198363
2021-11-12,K200,195,166,0.8512820512820513
2021-11-12,KOSPI_EX_K200,568,96,0.16901408450704225
2021-11-12,KOSDAQ,1393,148,0.10624551328068917
2021-11-12,KOSPI_ALL,763,262,0.34338138925294887
2021-11-12,KOSPI_KOSDAQ_ALL,2156,410,0.1901669758812616
2021-11-12,KOSDAQ_PLUS_KOSPI_EX_K200,1961,244,0.12442631310555839
2021-11-19,K200,195,165,0.8461538461538461
2021-11-19,KOSPI_EX_K200,568,95,0.16725352112676056
2021-11-19,KOSDAQ,1395,152,0.10896057347670252
2021-11-19,KOSPI_ALL,763,260,0.34076015727391873
2021-11-19,KOSPI_KOSDAQ_ALL,2158,412,0.19091751621872105
2021-11-19,KOSDAQ_PLUS_KOSPI_EX_K200,1963,247,0.12582781456953643
2021-11-26,K200,195,164,0.841025641025641
2021-11-26,KOSPI_EX_K200,568,95,0.16725352112676056
2021-11-26,KOSDAQ,1397,149,0.1066571224051539
2021-11-26,KOSPI_ALL,763,259,0.3394495412844037
2021-11-26,KOSPI_KOSDAQ_ALL,2160,408,0.18888888888888888
2021-11-26,KOSDAQ_PLUS_KOSPI_EX_K200,1965,244,0.12417302798982188
2021-12-03,K200,196,162,0.826530612244898
2021-12-03,KOSPI_EX_K200,568,93,0.1637323943661972
2021-12-03,KOSDAQ,1397,153,0.10952040085898354
2021-12-03,KOSPI_ALL,764,255,0.3337696335078534
2021-12-03,KOSPI_KOSDAQ_ALL,2161,408,0.18880148079592782
2021-12-03,KOSDAQ_PLUS_KOSPI_EX_K200,1965,246,0.1251908396946565
2021-12-10,K200,195,162,0.8307692307692308
2021-12-10,KOSPI_EX_K200,569,93,0.1634446397188049
2021-12-10,KOSDAQ,1398,155,0.11087267525035766
2021-12-10,KOSPI_ALL,764,255,0.3337696335078534
2021-12-10,KOSPI_KOSDAQ_ALL,2162,410,0.18963922294172064
2021-12-10,KOSDAQ_PLUS_KOSPI_EX_K200,1967,248,0.1260803253685816
2021-12-17,K200,195,163,0.8358974358974359
2021-12-17,KOSPI_EX_K200,569,96,0.1687170474516696
2021-12-17,KOSDAQ,1398,152,0.10872675250357654
2021-12-17,KOSPI_ALL,764,259,0.3390052356020942
2021-12-17,KOSPI_KOSDAQ_ALL,2162,411,0.19010175763182238
2021-12-17,KOSDAQ_PLUS_KOSPI_EX_K200,1967,248,0.1260803253685816
2021-12-24,K200,195,165,0.8461538461538461
2021-12-24,KOSPI_EX_K200,569,98,0.17223198594024605
2021-12-24,KOSDAQ,1398,154,0.11015736766809728
2021-12-24,KOSPI_ALL,764,263,0.34424083769633507
2021-12-24,KOSPI_KOSDAQ_ALL,2162,417,0.19287696577243293
2021-12-24,KOSDAQ_PLUS_KOSPI_EX_K200,1967,252,0.12811387900355872
2022-01-03,K200,195,165,0.8461538461538461
2022-01-03,KOSPI_EX_K200,569,95,0.16695957820738136
2022-01-03,KOSDAQ,1399,156,0.11150822015725519
2022-01-03,KOSPI_ALL,764,260,0.3403141361256545
2022-01-03,KOSPI_KOSDAQ_ALL,2163,416,0.19232547387887194
2022-01-03,KOSDAQ_PLUS_KOSPI_EX_K200,1968,251,0.12754065040650406
2022-01-10,K200,195,163,0.8358974358974359
2022-01-10,KOSPI_EX_K200,569,96,0.1687170474516696
2022-01-10,KOSDAQ,1399,158,0.11293781272337383
2022-01-10,KOSPI_ALL,764,259,0.3390052356020942
2022-01-10,KOSPI_KOSDAQ_ALL,2163,417,0.1927877947295423
2022-01-10,KOSDAQ_PLUS_KOSPI_EX_K200,1968,254,0.1290650406504065
2022-01-17,K200,195,163,0.8358974358974359
2022-01-17,KOSPI_EX_K200,569,96,0.1687170474516696
2022-01-17,KOSDAQ,1399,158,0.11293781272337383
2022-01-17,KOSPI_ALL,764,259,0.3390052356020942
2022-01-17,KOSPI_KOSDAQ_ALL,2163,417,0.1927877947295423
2022-01-17,KOSDAQ_PLUS_KOSPI_EX_K200,1968,254,0.1290650406504065
2022-01-24,K200,195,163,0.8358974358974359
2022-01-24,KOSPI_EX_K200,569,97,0.1704745166959578
2022-01-24,KOSDAQ,1402,157,0.11198288159771755
2022-01-24,KOSPI_ALL,764,260,0.3403141361256545
2022-01-24,KOSPI_KOSDAQ_ALL,2166,417,0.1925207756232687
2022-01-24,KOSDAQ_PLUS_KOSPI_EX_K200,1971,254,0.12886859462201927
2022-02-03,K200,195,165,0.8461538461538461
2022-02-03,KOSPI_EX_K200,570,92,0.16140350877192983
2022-02-03,KOSDAQ,1402,148,0.10556348074179743
2022-02-03,KOSPI_ALL,765,257,0.3359477124183007
2022-02-03,KOSPI_KOSDAQ_ALL,2167,405,0.1868943239501615
2022-02-03,KOSDAQ_PLUS_KOSPI_EX_K200,1972,240,0.12170385395537525
2022-02-10,K200,195,166,0.8512820512820513
2022-02-10,KOSPI_EX_K200,570,94,0.1649122807017544
2022-02-10,KOSDAQ,1406,153,0.10881934566145092
2022-02-10,KOSPI_ALL,765,260,0.33986928104575165
2022-02-10,KOSPI_KOSDAQ_ALL,2171,413,0.190234914785813
2022-02-10,KOSDAQ_PLUS_KOSPI_EX_K200,1976,247,0.125
2022-02-17,K200,195,166,0.8512820512820513
2022-02-17,KOSPI_EX_K200,570,90,0.15789473684210525
2022-02-17,KOSDAQ,1407,134,0.09523809523809523
2022-02-17,KOSPI_ALL,765,256,0.33464052287581697
2022-02-17,KOSPI_KOSDAQ_ALL,2172,390,0.17955801104972377
2022-02-17,KOSDAQ_PLUS_KOSPI_EX_K200,1977,224,0.11330298431967628
2022-02-24,K200,195,165,0.8461538461538461
2022-02-24,KOSPI_EX_K200,570,89,0.156140350877193
2022-02-24,KOSDAQ,1410,137,0.09716312056737589
2022-02-24,KOSPI_ALL,765,254,0.33202614379084966
2022-02-24,KOSPI_KOSDAQ_ALL,2175,391,0.17977011494252873
2022-02-24,KOSDAQ_PLUS_KOSPI_EX_K200,1980,226,0.11414141414141414
2022-03-04,K200,195,163,0.8358974358974359
2022-03-04,KOSPI_EX_K200,570,87,0.15263157894736842
2022-03-04,KOSDAQ,1414,135,0.09547383309759547
2022-03-04,KOSPI_ALL,765,250,0.32679738562091504
2022-03-04,KOSPI_KOSDAQ_ALL,2179,385,0.17668655346489215
2022-03-04,KOSDAQ_PLUS_KOSPI_EX_K200,1984,222,0.11189516129032258
2022-03-14,K200,196,164,0.8367346938775511
2022-03-14,KOSPI_EX_K200,569,87,0.15289982425307558
2022-03-14,KOSDAQ,1416,138,0.09745762711864407
2022-03-14,KOSPI_ALL,765,251,0.3281045751633987
2022-03-14,KOSPI_KOSDAQ_ALL,2181,389,0.17835855112333793
2022-03-14,KOSDAQ_PLUS_KOSPI_EX_K200,1985,225,0.11335012594458438
2022-03-21,K200,196,162,0.826530612244898
2022-03-21,KOSPI_EX_K200,569,89,0.15641476274165203
2022-03-21,KOSDAQ,1417,135,0.09527170077628794
2022-03-21,KOSPI_ALL,765,251,0.3281045751633987
2022-03-21,KOSPI_KOSDAQ_ALL,2182,386,0.1769019248395967
2022-03-21,KOSDAQ_PLUS_KOSPI_EX_K200,1986,224,0.11278952668680765
2022-03-28,K200,196,163,0.8316326530612245
2022-03-28,KOSPI_EX_K200,569,86,0.15114235500878734
2022-03-28,KOSDAQ,1419,144,0.1014799154334038
2022-03-28,KOSPI_ALL,765,249,0.3254901960784314
2022-03-28,KOSPI_KOSDAQ_ALL,2184,393,0.17994505494505494
2022-03-28,KOSDAQ_PLUS_KOSPI_EX_K200,1988,230,0.11569416498993963
2022-04-04,K200,196,165,0.8418367346938775
2022-04-04,KOSPI_EX_K200,569,89,0.15641476274165203
2022-04-04,KOSDAQ,1421,146,0.10274454609429978
2022-04-04,KOSPI_ALL,765,254,0.33202614379084966
2022-04-04,KOSPI_KOSDAQ_ALL,2186,400,0.18298261665141813
2022-04-04,KOSDAQ_PLUS_KOSPI_EX_K200,1990,235,0.11809045226130653
2022-04-11,K200,196,165,0.8418367346938775
2022-04-11,KOSPI_EX_K200,569,88,0.1546572934973638
2022-04-11,KOSDAQ,1421,149,0.10485573539760731
2022-04-11,KOSPI_ALL,765,253,0.330718954248366
2022-04-11,KOSPI_KOSDAQ_ALL,2186,402,0.1838975297346752
2022-04-11,KOSDAQ_PLUS_KOSPI_EX_K200,1990,237,0.11909547738693467
2022-04-18,K200,196,160,0.8163265306122449
2022-04-18,KOSPI_EX_K200,569,91,0.15992970123022848
2022-04-18,KOSDAQ,1421,152,0.10696692470091484
2022-04-18,KOSPI_ALL,765,251,0.3281045751633987
2022-04-18,KOSPI_KOSDAQ_ALL,2186,403,0.18435498627630376
2022-04-18,KOSDAQ_PLUS_KOSPI_EX_K200,1990,243,0.1221105527638191
2022-04-25,K200,196,161,0.8214285714285714
2022-04-25,KOSPI_EX_K200,569,93,0.1634446397188049
2022-04-25,KOSDAQ,1421,146,0.10274454609429978
2022-04-25,KOSPI_ALL,765,254,0.33202614379084966
2022-04-25,KOSPI_KOSDAQ_ALL,2186,400,0.18298261665141813
2022-04-25,KOSDAQ_PLUS_KOSPI_EX_K200,1990,239,0.12010050251256281
2022-05-02,K200,196,165,0.8418367346938775
2022-05-02,KOSPI_EX_K200,569,97,0.1704745166959578
2022-05-02,KOSDAQ,1422,153,0.10759493670886076
2022-05-02,KOSPI_ALL,765,262,0.34248366013071896
2022-05-02,KOSPI_KOSDAQ_ALL,2187,415,0.18975765889346136
2022-05-02,KOSDAQ_PLUS_KOSPI_EX_K200,1991,250,0.12556504269211452
2022-05-10,K200,196,166,0.8469387755102041
2022-05-10,KOSPI_EX_K200,569,97,0.1704745166959578
2022-05-10,KOSDAQ,1422,144,0.10126582278481013
2022-05-10,KOSPI_ALL,765,263,0.3437908496732026
2022-05-10,KOSPI_KOSDAQ_ALL,2187,407,0.18609967992684043
2022-05-10,KOSDAQ_PLUS_KOSPI_EX_K200,1991,241,0.12104470115519839
2022-05-17,K200,196,165,0.8418367346938775
2022-05-17,KOSPI_EX_K200,569,95,0.16695957820738136
2022-05-17,KOSDAQ,1423,153,0.10751932536893886
2022-05-17,KOSPI_ALL,765,260,0.33986928104575165
2022-05-17,KOSPI_KOSDAQ_ALL,2188,413,0.18875685557586838
2022-05-17,KOSDAQ_PLUS_KOSPI_EX_K200,1992,248,0.12449799196787148
2022-05-24,K200,196,166,0.8469387755102041
2022-05-24,KOSPI_EX_K200,569,96,0.1687170474516696
2022-05-24,KOSDAQ,1424,146,0.10252808988764045
2022-05-24,KOSPI_ALL,765,262,0.34248366013071896
2022-05-24,KOSPI_KOSDAQ_ALL,2189,408,0.18638647784376428
2022-05-24,KOSDAQ_PLUS_KOSPI_EX_K200,1993,242,0.12142498745609634
2022-05-31,K200,196,166,0.8469387755102041
2022-05-31,KOSPI_EX_K200,569,99,0.17398945518453426
2022-05-31,KOSDAQ,1424,143,0.10042134831460674
2022-05-31,KOSPI_ALL,765,265,0.3464052287581699
2022-05-31,KOSPI_KOSDAQ_ALL,2189,408,0.18638647784376428
2022-05-31,KOSDAQ_PLUS_KOSPI_EX_K200,1993,242,0.12142498745609634
2022-06-09,K200,196,166,0.8469387755102041
2022-06-09,KOSPI_EX_K200,569,95,0.16695957820738136
2022-06-09,KOSDAQ,1425,143,0.10035087719298245
2022-06-09,KOSPI_ALL,765,261,0.3411764705882353
2022-06-09,KOSPI_KOSDAQ_ALL,2190,404,0.18447488584474886
2022-06-09,KOSDAQ_PLUS_KOSPI_EX_K200,1994,238,0.119358074222668
2022-06-16,K200,195,169,0.8666666666666667
2022-06-16,KOSPI_EX_K200,570,88,0.1543859649122807
2022-06-16,KOSDAQ,1425,136,0.09543859649122807
2022-06-16,KOSPI_ALL,765,257,0.3359477124183007
2022-06-16,KOSPI_KOSDAQ_ALL,2190,393,0.17945205479452056
2022-06-16,KOSDAQ_PLUS_KOSPI_EX_K200,1995,224,0.11228070175438597
2022-06-23,K200,195,171,0.8769230769230769
2022-06-23,KOSPI_EX_K200,570,86,0.15087719298245614
2022-06-23,KOSDAQ,1428,125,0.08753501400560224
2022-06-23,KOSPI_ALL,765,257,0.3359477124183007
2022-06-23,KOSPI_KOSDAQ_ALL,2193,382,0.1741906064751482
2022-06-23,KOSDAQ_PLUS_KOSPI_EX_K200,1998,211,0.10560560560560561
2022-06-30,K200,195,171,0.8769230769230769
2022-06-30,KOSPI_EX_K200,570,93,0.1631578947368421
2022-06-30,KOSDAQ,1430,130,0.09090909090909091
2022-06-30,KOSPI_ALL,765,264,0.34509803921568627
2022-06-30,KOSPI_KOSDAQ_ALL,2195,394,0.179498861047836
2022-06-30,KOSDAQ_PLUS_KOSPI_EX_K200,2000,223,0.1115
2022-07-07,K200,195,171,0.8769230769230769
2022-07-07,KOSPI_EX_K200,570,91,0.15964912280701754
2022-07-07,KOSDAQ,1432,131,0.0914804469273743
2022-07-07,KOSPI_ALL,765,262,0.34248366013071896
2022-07-07,KOSPI_KOSDAQ_ALL,2197,393,0.17888029130632682
2022-07-07,KOSDAQ_PLUS_KOSPI_EX_K200,2002,222,0.1108891108891109
2022-07-14,K200,195,171,0.8769230769230769
2022-07-14,KOSPI_EX_K200,570,89,0.156140350877193
2022-07-14,KOSDAQ,1433,133,0.0928122819260293
2022-07-14,KOSPI_ALL,765,260,0.33986928104575165
2022-07-14,KOSPI_KOSDAQ_ALL,2198,393,0.17879890809827115
2022-07-14,KOSDAQ_PLUS_KOSPI_EX_K200,2003,222,0.1108337493759361
2022-07-21,K200,195,171,0.8769230769230769
2022-07-21,KOSPI_EX_K200,570,88,0.1543859649122807
2022-07-21,KOSDAQ,1435,134,0.09337979094076655
2022-07-21,KOSPI_ALL,765,259,0.338562091503268
2022-07-21,KOSPI_KOSDAQ_ALL,2200,393,0.17863636363636365
2022-07-21,KOSDAQ_PLUS_KOSPI_EX_K200,2005,222,0.11072319201995012
2022-07-28,K200,195,170,0.8717948717948718
2022-07-28,KOSPI_EX_K200,570,87,0.15263157894736842
2022-07-28,KOSDAQ,1438,133,0.09248956884561892
2022-07-28,KOSPI_ALL,765,257,0.3359477124183007
2022-07-28,KOSPI_KOSDAQ_ALL,2203,390,0.17703132092600998
2022-07-28,KOSDAQ_PLUS_KOSPI_EX_K200,2008,220,0.10956175298804781
2022-08-04,K200,195,172,0.882051282051282
2022-08-04,KOSPI_EX_K200,571,88,0.15411558669001751
2022-08-04,KOSDAQ,1440,141,0.09791666666666667
2022-08-04,KOSPI_ALL,766,260,0.3394255874673629
2022-08-04,KOSPI_KOSDAQ_ALL,2206,401,0.18177697189483227
2022-08-04,KOSDAQ_PLUS_KOSPI_EX_K200,2011,229,0.11387369467926405
2022-08-11,K200,195,172,0.882051282051282
2022-08-11,KOSPI_EX_K200,571,91,0.159369527145359
2022-08-11,KOSDAQ,1441,147,0.10201249132546843
2022-08-11,KOSPI_ALL,766,263,0.3433420365535248
2022-08-11,KOSPI_KOSDAQ_ALL,2207,410,0.18577254191209788
2022-08-11,KOSDAQ_PLUS_KOSPI_EX_K200,2012,238,0.11829025844930417
2022-08-19,K200,195,172,0.882051282051282
2022-08-19,KOSPI_EX_K200,571,89,0.15586690017513136
2022-08-19,KOSDAQ,1441,145,0.10062456627342123
2022-08-19,KOSPI_ALL,766,261,0.34073107049608353
2022-08-19,KOSPI_KOSDAQ_ALL,2207,406,0.18396012686905303
2022-08-19,KOSDAQ_PLUS_KOSPI_EX_K200,2012,234,0.11630218687872763
2022-08-26,K200,195,170,0.8717948717948718
2022-08-26,KOSPI_EX_K200,572,88,0.15384615384615385
2022-08-26,KOSDAQ,1442,141,0.09778085991678225
2022-08-26,KOSPI_ALL,767,258,0.3363754889178618
2022-08-26,KOSPI_KOSDAQ_ALL,2209,399,0.18062471706654595
2022-08-26,KOSDAQ_PLUS_KOSPI_EX_K200,2014,229,0.11370407149950347
2022-09-02,K200,195,170,0.8717948717948718
2022-09-02,KOSPI_EX_K200,572,86,0.15034965034965034
2022-09-02,KOSDAQ,1442,140,0.0970873786407767
2022-09-02,KOSPI_ALL,767,256,0.33376792698826596
2022-09-02,KOSPI_KOSDAQ_ALL,2209,396,0.17926663648709823
2022-09-02,KOSDAQ_PLUS_KOSPI_EX_K200,2014,226,0.11221449851042702
2022-09-13,K200,195,169,0.8666666666666667
2022-09-13,KOSPI_EX_K200,572,88,0.15384615384615385
2022-09-13,KOSDAQ,1442,140,0.0970873786407767
2022-09-13,KOSPI_ALL,767,257,0.3350717079530639
2022-09-13,KOSPI_KOSDAQ_ALL,2209,397,0.1797193300135808
2022-09-13,KOSDAQ_PLUS_KOSPI_EX_K200,2014,228,0.11320754716981132
2022-09-20,K200,195,169,0.8666666666666667
2022-09-20,KOSPI_EX_K200,572,86,0.15034965034965034
2022-09-20,KOSDAQ,1442,138,0.0957004160887656
2022-09-20,KOSPI_ALL,767,255,0.3324641460234681
2022-09-20,KOSPI_KOSDAQ_ALL,2209,393,0.17790855590765053
2022-09-20,KOSDAQ_PLUS_KOSPI_EX_K200,2014,224,0.1112214498510427
2022-09-27,K200,195,168,0.8615384615384616
2022-09-27,KOSPI_EX_K200,572,82,0.14335664335664336
2022-09-27,KOSDAQ,1443,130,0.09009009009009009
2022-09-27,KOSPI_ALL,767,250,0.3259452411994785
2022-09-27,KOSPI_KOSDAQ_ALL,2210,380,0.17194570135746606
2022-09-27,KOSDAQ_PLUS_KOSPI_EX_K200,2015,212,0.10521091811414392
2022-10-05,K200,195,170,0.8717948717948718
2022-10-05,KOSPI_EX_K200,572,85,0.1486013986013986
2022-10-05,KOSDAQ,1446,124,0.08575380359612725
2022-10-05,KOSPI_ALL,767,255,0.3324641460234681
2022-10-05,KOSPI_KOSDAQ_ALL,2213,379,0.17126073203795752
2022-10-05,KOSDAQ_PLUS_KOSPI_EX_K200,2018,209,0.10356788899900891
2022-10-13,K200,195,169,0.8666666666666667
2022-10-13,KOSPI_EX_K200,572,82,0.14335664335664336
2022-10-13,KOSDAQ,1449,121,0.08350586611456176
2022-10-13,KOSPI_ALL,767,251,0.3272490221642764
2022-10-13,KOSPI_KOSDAQ_ALL,2216,372,0.16787003610108303
2022-10-13,KOSDAQ_PLUS_KOSPI_EX_K200,2021,203,0.10044532409698169
2022-10-20,K200,195,171,0.8769230769230769
2022-10-20,KOSPI_EX_K200,572,85,0.1486013986013986
2022-10-20,KOSDAQ,1455,128,0.0879725085910653
2022-10-20,KOSPI_ALL,767,256,0.33376792698826596
2022-10-20,KOSPI_KOSDAQ_ALL,2222,384,0.17281728172817282
2022-10-20,KOSDAQ_PLUS_KOSPI_EX_K200,2027,213,0.1050814010853478
2022-10-27,K200,195,170,0.8717948717948718
2022-10-27,KOSPI_EX_K200,572,84,0.14685314685314685
2022-10-27,KOSDAQ,1457,129,0.08853809196980096
2022-10-27,KOSPI_ALL,767,254,0.33116036505867014
2022-10-27,KOSPI_KOSDAQ_ALL,2224,383,0.17221223021582735
2022-10-27,KOSDAQ_PLUS_KOSPI_EX_K200,2029,213,0.10497782158698866
2022-11-03,K200,195,169,0.8666666666666667
2022-11-03,KOSPI_EX_K200,573,86,0.15008726003490402
2022-11-03,KOSDAQ,1458,129,0.08847736625514403
2022-11-03,KOSPI_ALL,768,255,0.33203125
2022-11-03,KOSPI_KOSDAQ_ALL,2226,384,0.1725067385444744
2022-11-03,KOSDAQ_PLUS_KOSPI_EX_K200,2031,215,0.10585918266863614
2022-11-10,K200,195,170,0.8717948717948718
2022-11-10,KOSPI_EX_K200,573,89,0.15532286212914484
2022-11-10,KOSDAQ,1460,130,0.08904109589041095
2022-11-10,KOSPI_ALL,768,259,0.3372395833333333
2022-11-10,KOSPI_KOSDAQ_ALL,2228,389,0.1745960502692998
2022-11-10,KOSDAQ_PLUS_KOSPI_EX_K200,2033,219,0.10772257747171668
2022-11-17,K200,195,166,0.8512820512820513
2022-11-17,KOSPI_EX_K200,573,86,0.15008726003490402
2022-11-17,KOSDAQ,1464,135,0.09221311475409837
2022-11-17,KOSPI_ALL,768,252,0.328125
2022-11-17,KOSPI_KOSDAQ_ALL,2232,387,0.17338709677419356
2022-11-17,KOSDAQ_PLUS_KOSPI_EX_K200,2037,221,0.10849288168875798
2022-11-24,K200,195,169,0.8666666666666667
2022-11-24,KOSPI_EX_K200,573,82,0.1431064572425829
2022-11-24,KOSDAQ,1468,125,0.08514986376021798
2022-11-24,KOSPI_ALL,768,251,0.3268229166666667
2022-11-24,KOSPI_KOSDAQ_ALL,2236,376,0.16815742397137745
2022-11-24,KOSDAQ_PLUS_KOSPI_EX_K200,2041,207,0.10142087212150906
2022-12-01,K200,195,169,0.8666666666666667
2022-12-01,KOSPI_EX_K200,574,83,0.1445993031358885
2022-12-01,KOSDAQ,1468,130,0.0885558583106267
2022-12-01,KOSPI_ALL,769,252,0.32769830949284784
2022-12-01,KOSPI_KOSDAQ_ALL,2237,382,0.17076441662941438
2022-12-01,KOSDAQ_PLUS_KOSPI_EX_K200,2042,213,0.10430950048971596
2022-12-08,K200,195,168,0.8615384615384616
2022-12-08,KOSPI_EX_K200,574,82,0.14285714285714285
2022-12-08,KOSDAQ,1470,131,0.0891156462585034
2022-12-08,KOSPI_ALL,769,250,0.3250975292587776
2022-12-08,KOSPI_KOSDAQ_ALL,2239,381,0.1701652523447968
2022-12-08,KOSDAQ_PLUS_KOSPI_EX_K200,2044,213,0.10420743639921722
2022-12-15,K200,195,169,0.8666666666666667
2022-12-15,KOSPI_EX_K200,574,81,0.14111498257839722
2022-12-15,KOSDAQ,1470,137,0.09319727891156462
2022-12-15,KOSPI_ALL,769,250,0.3250975292587776
2022-12-15,KOSPI_KOSDAQ_ALL,2239,387,0.17284502009825814
2022-12-15,KOSDAQ_PLUS_KOSPI_EX_K200,2044,218,0.10665362035225048
2022-12-22,K200,195,169,0.8666666666666667
2022-12-22,KOSPI_EX_K200,575,82,0.1426086956521739
2022-12-22,KOSDAQ,1470,136,0.09251700680272108
2022-12-22,KOSPI_ALL,770,251,0.32597402597402597
2022-12-22,KOSPI_KOSDAQ_ALL,2240,387,0.17276785714285714
2022-12-22,KOSDAQ_PLUS_KOSPI_EX_K200,2045,218,0.10660146699266504
2022-12-29,K200,195,172,0.882051282051282
2022-12-29,KOSPI_EX_K200,575,88,0.15304347826086956
2022-12-29,KOSDAQ,1472,136,0.09239130434782608
2022-12-29,KOSPI_ALL,770,260,0.33766233766233766
2022-12-29,KOSPI_KOSDAQ_ALL,2242,396,0.17662801070472792
2022-12-29,KOSDAQ_PLUS_KOSPI_EX_K200,2047,224,0.10942843185148998
2023-01-06,K200,195,170,0.8717948717948718
2023-01-06,KOSPI_EX_K200,575,88,0.15304347826086956
2023-01-06,KOSDAQ,1472,134,0.09103260869565218
2023-01-06,KOSPI_ALL,770,258,0.33506493506493507
2023-01-06,KOSPI_KOSDAQ_ALL,2242,392,0.17484388938447815
2023-01-06,KOSDAQ_PLUS_KOSPI_EX_K200,2047,222,0.1084513922813874
2023-01-13,K200,195,172,0.882051282051282
2023-01-13,KOSPI_EX_K200,575,90,0.1565217391304348
2023-01-13,KOSDAQ,1472,134,0.09103260869565218
2023-01-13,KOSPI_ALL,770,262,0.34025974025974026
2023-01-13,KOSPI_KOSDAQ_ALL,2242,396,0.17662801070472792
2023-01-13,KOSDAQ_PLUS_KOSPI_EX_K200,2047,224,0.10942843185148998
2023-01-20,K200,195,170,0.8717948717948718
2023-01-20,KOSPI_EX_K200,575,90,0.1565217391304348
2023-01-20,KOSDAQ,1474,134,0.09090909090909091
2023-01-20,KOSPI_ALL,770,260,0.33766233766233766
2023-01-20,KOSPI_KOSDAQ_ALL,2244,394,0.17557932263814616
2023-01-20,KOSDAQ_PLUS_KOSPI_EX_K200,2049,224,0.10932162030258663
2023-01-31,K200,196,172,0.8775510204081632
2023-01-31,KOSPI_EX_K200,574,87,0.15156794425087108
2023-01-31,KOSDAQ,1476,138,0.09349593495934959
2023-01-31,KOSPI_ALL,770,259,0.33636363636363636
2023-01-31,KOSPI_KOSDAQ_ALL,2246,397,0.1767586821015138
2023-01-31,KOSDAQ_PLUS_KOSPI_EX_K200,2050,225,0.10975609756097561
2023-02-07,K200,196,172,0.8775510204081632
2023-02-07,KOSPI_EX_K200,574,85,0.1480836236933798
2023-02-07,KOSDAQ,1478,142,0.09607577807848444
2023-02-07,KOSPI_ALL,770,257,0.33376623376623377
2023-02-07,KOSPI_KOSDAQ_ALL,2248,399,0.17749110320284697
2023-02-07,KOSDAQ_PLUS_KOSPI_EX_K200,2052,227,0.11062378167641325
2023-02-14,K200,196,173,0.8826530612244898
2023-02-14,KOSPI_EX_K200,574,85,0.1480836236933798
2023-02-14,KOSDAQ,1479,130,0.0878972278566599
2023-02-14,KOSPI_ALL,770,258,0.33506493506493507
2023-02-14,KOSPI_KOSDAQ_ALL,2249,388,0.17252112049799911
2023-02-14,KOSDAQ_PLUS_KOSPI_EX_K200,2053,215,0.10472479298587432
2023-02-21,K200,196,172,0.8775510204081632
