date,universe,eligible,valid_all8,coverage
2020-04-14,KOSDAQ,1258,86,0.06836248012718601
2020-04-14,KOSPI_ALL,736,215,0.2921195652173913
2020-04-14,KOSPI_KOSDAQ_ALL,1994,301,0.15095285857572718
2020-04-14,KOSDAQ_PLUS_KOSPI_EX_K200,1802,148,0.08213096559378469
2020-04-22,K200,192,153,0.796875
2020-04-22,KOSPI_EX_K200,544,60,0.11029411764705882
2020-04-22,KOSDAQ,1258,86,0.06836248012718601
2020-04-22,KOSPI_ALL,736,213,0.28940217391304346
2020-04-22,KOSPI_KOSDAQ_ALL,1994,299,0.14994984954864593
2020-04-22,KOSDAQ_PLUS_KOSPI_EX_K200,1802,146,0.08102108768035517
2020-04-29,K200,192,153,0.796875
2020-04-29,KOSPI_EX_K200,544,62,0.11397058823529412
2020-04-29,KOSDAQ,1258,92,0.07313195548489666
2020-04-29,KOSPI_ALL,736,215,0.2921195652173913
2020-04-29,KOSPI_KOSDAQ_ALL,1994,307,0.15396188565697091
2020-04-29,KOSDAQ_PLUS_KOSPI_EX_K200,1802,154,0.08546059933407325
2020-05-11,K200,192,156,0.8125
2020-05-11,KOSPI_EX_K200,544,69,0.12683823529411764
2020-05-11,KOSDAQ,1258,108,0.08585055643879173
2020-05-11,KOSPI_ALL,736,225,0.30570652173913043
2020-05-11,KOSPI_KOSDAQ_ALL,1994,333,0.1670010030090271
2020-05-11,KOSDAQ_PLUS_KOSPI_EX_K200,1802,177,0.09822419533851276
2020-05-18,K200,192,157,0.8177083333333334
2020-05-18,KOSPI_EX_K200,544,70,0.12867647058823528
2020-05-18,KOSDAQ,1258,106,0.08426073131955485
2020-05-18,KOSPI_ALL,736,227,0.30842391304347827
2020-05-18,KOSPI_KOSDAQ_ALL,1994,333,0.1670010030090271
2020-05-18,KOSDAQ_PLUS_KOSPI_EX_K200,1802,176,0.097669256381798
2020-05-25,K200,192,157,0.8177083333333334
2020-05-25,KOSPI_EX_K200,545,69,0.12660550458715597
2020-05-25,KOSDAQ,1259,113,0.08975377283558379
2020-05-25,KOSPI_ALL,737,226,0.3066485753052917
2020-05-25,KOSPI_KOSDAQ_ALL,1996,339,0.16983967935871744
2020-05-25,KOSDAQ_PLUS_KOSPI_EX_K200,1804,182,0.1008869179600887
2020-06-01,K200,192,157,0.8177083333333334
2020-06-01,KOSPI_EX_K200,545,66,0.12110091743119267
2020-06-01,KOSDAQ,1259,116,0.09213661636219221
2020-06-01,KOSPI_ALL,737,223,0.30257801899592945
2020-06-01,KOSPI_KOSDAQ_ALL,1996,339,0.16983967935871744
2020-06-01,KOSDAQ_PLUS_KOSPI_EX_K200,1804,182,0.1008869179600887
2020-06-08,K200,192,157,0.8177083333333334
2020-06-08,KOSPI_EX_K200,545,71,0.13027522935779817
2020-06-08,KOSDAQ,1260,120,0.09523809523809523
2020-06-08,KOSPI_ALL,737,228,0.3093622795115332
2020-06-08,KOSPI_KOSDAQ_ALL,1997,348,0.1742613920881322
2020-06-08,KOSDAQ_PLUS_KOSPI_EX_K200,1805,191,0.10581717451523545
2020-06-15,K200,192,162,0.84375
2020-06-15,KOSPI_EX_K200,545,63,0.11559633027522936
2020-06-15,KOSDAQ,1260,113,0.08968253968253968
2020-06-15,KOSPI_ALL,737,225,0.30529172320217096
2020-06-15,KOSPI_KOSDAQ_ALL,1997,338,0.16925388082123186
2020-06-15,KOSDAQ_PLUS_KOSPI_EX_K200,1805,176,0.09750692520775624
2020-06-22,K200,192,162,0.84375
2020-06-22,KOSPI_EX_K200,545,67,0.12293577981651377
2020-06-22,KOSDAQ,1264,125,0.09889240506329114
2020-06-22,KOSPI_ALL,737,229,0.310719131614654
2020-06-22,KOSPI_KOSDAQ_ALL,2001,354,0.17691154422788605
2020-06-22,KOSDAQ_PLUS_KOSPI_EX_K200,1809,192,0.10613598673300166
2020-06-29,K200,192,161,0.8385416666666666
2020-06-29,KOSPI_EX_K200,545,67,0.12293577981651377
2020-06-29,KOSDAQ,1265,126,0.09960474308300395
2020-06-29,KOSPI_ALL,737,228,0.3093622795115332
2020-06-29,KOSPI_KOSDAQ_ALL,2002,354,0.17682317682317683
2020-06-29,KOSDAQ_PLUS_KOSPI_EX_K200,1810,193,0.10662983425414364
2020-07-06,K200,192,159,0.828125
2020-07-06,KOSPI_EX_K200,546,67,0.1227106227106227
2020-07-06,KOSDAQ,1268,127,0.10015772870662461
2020-07-06,KOSPI_ALL,738,226,0.3062330623306233
2020-07-06,KOSPI_KOSDAQ_ALL,2006,353,0.17597208374875373
2020-07-06,KOSDAQ_PLUS_KOSPI_EX_K200,1814,194,0.10694597574421169
2020-07-13,K200,192,159,0.828125
2020-07-13,KOSPI_EX_K200,546,68,0.12454212454212454
2020-07-13,KOSDAQ,1269,135,0.10638297872340426
2020-07-13,KOSPI_ALL,738,227,0.3075880758807588
2020-07-13,KOSPI_KOSDAQ_ALL,2007,362,0.18036870951669157
2020-07-13,KOSDAQ_PLUS_KOSPI_EX_K200,1815,203,0.1118457300275482
2020-07-20,K200,192,160,0.8333333333333334
2020-07-20,KOSPI_EX_K200,546,68,0.12454212454212454
2020-07-20,KOSDAQ,1270,133,0.1047244094488189
2020-07-20,KOSPI_ALL,738,228,0.3089430894308943
2020-07-20,KOSPI_KOSDAQ_ALL,2008,361,0.1797808764940239
2020-07-20,KOSDAQ_PLUS_KOSPI_EX_K200,1816,201,0.11068281938325991
2020-07-27,K200,192,162,0.84375
2020-07-27,KOSPI_EX_K200,546,71,0.13003663003663005
2020-07-27,KOSDAQ,1274,137,0.1075353218210361
2020-07-27,KOSPI_ALL,738,233,0.3157181571815718
2020-07-27,KOSPI_KOSDAQ_ALL,2012,370,0.18389662027833
2020-07-27,KOSDAQ_PLUS_KOSPI_EX_K200,1820,208,0.11428571428571428
2020-08-03,K200,192,161,0.8385416666666666
2020-08-03,KOSPI_EX_K200,546,74,0.13553113553113552
2020-08-03,KOSDAQ,1277,138,0.10806577916992952
2020-08-03,KOSPI_ALL,738,235,0.31842818428184283
2020-08-03,KOSPI_KOSDAQ_ALL,2015,373,0.18511166253101738
2020-08-03,KOSDAQ_PLUS_KOSPI_EX_K200,1823,212,0.11629182665935271
2020-08-10,K200,192,160,0.8333333333333334
2020-08-10,KOSPI_EX_K200,546,75,0.13736263736263737
2020-08-10,KOSDAQ,1279,139,0.10867865519937452
2020-08-10,KOSPI_ALL,738,235,0.31842818428184283
2020-08-10,KOSPI_KOSDAQ_ALL,2017,374,0.18542389687654934
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,1825,214,0.11726027397260275
2020-08-18,K200,192,157,0.8177083333333334
2020-08-18,KOSPI_EX_K200,546,71,0.13003663003663005
2020-08-18,KOSDAQ,1282,125,0.09750390015600624
2020-08-18,KOSPI_ALL,738,228,0.3089430894308943
2020-08-18,KOSPI_KOSDAQ_ALL,2020,353,0.17475247524752474
2020-08-18,KOSDAQ_PLUS_KOSPI_EX_K200,1828,196,0.10722100656455143
2020-08-25,K200,192,157,0.8177083333333334
2020-08-25,KOSPI_EX_K200,546,71,0.13003663003663005
2020-08-25,KOSDAQ,1284,123,0.09579439252336448
2020-08-25,KOSPI_ALL,738,228,0.3089430894308943
2020-08-25,KOSPI_KOSDAQ_ALL,2022,351,0.17359050445103857
2020-08-25,KOSDAQ_PLUS_KOSPI_EX_K200,1830,194,0.10601092896174863
2020-09-01,K200,192,157,0.8177083333333334
2020-09-01,KOSPI_EX_K200,546,72,0.13186813186813187
2020-09-01,KOSDAQ,1284,123,0.09579439252336448
2020-09-01,KOSPI_ALL,738,229,0.31029810298102983
2020-09-01,KOSPI_KOSDAQ_ALL,2022,352,0.17408506429277942
2020-09-01,KOSDAQ_PLUS_KOSPI_EX_K200,1830,195,0.10655737704918032
2020-09-08,K200,192,158,0.8229166666666666
2020-09-08,KOSPI_EX_K200,546,72,0.13186813186813187
2020-09-08,KOSDAQ,1284,129,0.10046728971962617
2020-09-08,KOSPI_ALL,738,230,0.3116531165311653
2020-09-08,KOSPI_KOSDAQ_ALL,2022,359,0.17754698318496537
2020-09-08,KOSDAQ_PLUS_KOSPI_EX_K200,1830,201,0.10983606557377049
2020-09-15,K200,192,158,0.8229166666666666
2020-09-15,KOSPI_EX_K200,546,75,0.13736263736263737
2020-09-15,KOSDAQ,1287,133,0.10334110334110334
2020-09-15,KOSPI_ALL,738,233,0.3157181571815718
2020-09-15,KOSPI_KOSDAQ_ALL,2025,366,0.18074074074074073
2020-09-15,KOSDAQ_PLUS_KOSPI_EX_K200,1833,208,0.11347517730496454
2020-09-22,K200,192,159,0.828125
2020-09-22,KOSPI_EX_K200,547,74,0.13528336380255943
2020-09-22,KOSDAQ,1292,131,0.10139318885448917
2020-09-22,KOSPI_ALL,739,233,0.3152909336941813
2020-09-22,KOSPI_KOSDAQ_ALL,2031,364,0.1792220580994584
2020-09-22,KOSDAQ_PLUS_KOSPI_EX_K200,1839,205,0.11147362697117999
2020-09-29,K200,192,158,0.8229166666666666
2020-09-29,KOSPI_EX_K200,547,73,0.13345521023765997
2020-09-29,KOSDAQ,1295,133,0.10270270270270271
2020-09-29,KOSPI_ALL,739,231,0.3125845737483085
2020-09-29,KOSPI_KOSDAQ_ALL,2034,364,0.17895771878072764
2020-09-29,KOSDAQ_PLUS_KOSPI_EX_K200,1842,206,0.11183496199782844
2020-10-12,K200,192,159,0.828125
2020-10-12,KOSPI_EX_K200,547,71,0.12979890310786105
2020-10-12,KOSDAQ,1296,135,0.10416666666666667
2020-10-12,KOSPI_ALL,739,230,0.3112313937753721
2020-10-12,KOSPI_KOSDAQ_ALL,2035,365,0.17936117936117937
2020-10-12,KOSDAQ_PLUS_KOSPI_EX_K200,1843,206,0.11177428106348346
2020-10-19,K200,192,161,0.8385416666666666
2020-10-19,KOSPI_EX_K200,548,74,0.13503649635036497
2020-10-19,KOSDAQ,1297,132,0.1017733230531997
2020-10-19,KOSPI_ALL,740,235,0.31756756756756754
2020-10-19,KOSPI_KOSDAQ_ALL,2037,367,0.180166912125675
2020-10-19,KOSDAQ_PLUS_KOSPI_EX_K200,1845,206,0.11165311653116532
2020-10-26,K200,192,162,0.84375
2020-10-26,KOSPI_EX_K200,548,72,0.13138686131386862
2020-10-26,KOSDAQ,1298,130,0.10015408320493066
2020-10-26,KOSPI_ALL,740,234,0.3162162162162162
2020-10-26,KOSPI_KOSDAQ_ALL,2038,364,0.1786064769381747
2020-10-26,KOSDAQ_PLUS_KOSPI_EX_K200,1846,202,0.1094257854821235
2020-11-02,K200,192,163,0.8489583333333334
2020-11-02,KOSPI_EX_K200,548,72,0.13138686131386862
2020-11-02,KOSDAQ,1301,129,0.09915449654112221
2020-11-02,KOSPI_ALL,740,235,0.31756756756756754
2020-11-02,KOSPI_KOSDAQ_ALL,2041,364,0.17834394904458598
2020-11-02,KOSDAQ_PLUS_KOSPI_EX_K200,1849,201,0.10870740941049216
2020-11-09,K200,192,162,0.84375
2020-11-09,KOSPI_EX_K200,548,74,0.13503649635036497
2020-11-09,KOSDAQ,1302,133,0.10215053763440861
2020-11-09,KOSPI_ALL,740,236,0.31891891891891894
2020-11-09,KOSPI_KOSDAQ_ALL,2042,369,0.18070519098922624
2020-11-09,KOSDAQ_PLUS_KOSPI_EX_K200,1850,207,0.11189189189189189
2020-11-16,K200,192,163,0.8489583333333334
2020-11-16,KOSPI_EX_K200,549,80,0.14571948998178508
2020-11-16,KOSDAQ,1302,129,0.09907834101382489
2020-11-16,KOSPI_ALL,741,243,0.32793522267206476
2020-11-16,KOSPI_KOSDAQ_ALL,2043,372,0.18208516886930984
2020-11-16,KOSDAQ_PLUS_KOSPI_EX_K200,1851,209,0.1129119394921664
2020-11-23,K200,192,163,0.8489583333333334
2020-11-23,KOSPI_EX_K200,550,76,0.13818181818181818
2020-11-23,KOSDAQ,1305,135,0.10344827586206896
2020-11-23,KOSPI_ALL,742,239,0.3221024258760108
2020-11-23,KOSPI_KOSDAQ_ALL,2047,374,0.18270639960918417
2020-11-23,KOSDAQ_PLUS_KOSPI_EX_K200,1855,211,0.11374663072776281
2020-11-30,K200,192,163,0.8489583333333334
2020-11-30,KOSPI_EX_K200,550,77,0.14
2020-11-30,KOSDAQ,1307,135,0.10328997704667177
2020-11-30,KOSPI_ALL,742,240,0.32345013477088946
2020-11-30,KOSPI_KOSDAQ_ALL,2049,375,0.18301610541727673
2020-11-30,KOSDAQ_PLUS_KOSPI_EX_K200,1857,212,0.11416262789445342
2020-12-07,K200,192,165,0.859375
2020-12-07,KOSPI_EX_K200,551,78,0.14156079854809436
2020-12-07,KOSDAQ,1311,137,0.10450038138825324
2020-12-07,KOSPI_ALL,743,243,0.32705248990578734
2020-12-07,KOSPI_KOSDAQ_ALL,2054,380,0.18500486854917234
2020-12-07,KOSDAQ_PLUS_KOSPI_EX_K200,1862,215,0.11546723952738991
2020-12-14,K200,193,165,0.8549222797927462
2020-12-14,KOSPI_EX_K200,550,76,0.13818181818181818
2020-12-14,KOSDAQ,1315,137,0.10418250950570342
2020-12-14,KOSPI_ALL,743,241,0.3243606998654105
2020-12-14,KOSPI_KOSDAQ_ALL,2058,378,0.1836734693877551
2020-12-14,KOSDAQ_PLUS_KOSPI_EX_K200,1865,213,0.11420911528150134
2020-12-21,K200,193,164,0.8497409326424871
2020-12-21,KOSPI_EX_K200,550,85,0.15454545454545454
2020-12-21,KOSDAQ,1318,142,0.10773899848254932
2020-12-21,KOSPI_ALL,743,249,0.3351278600269179
2020-12-21,KOSPI_KOSDAQ_ALL,2061,391,0.18971373119844737
2020-12-21,KOSDAQ_PLUS_KOSPI_EX_K200,1868,227,0.1215203426124197
2020-12-29,K200,193,164,0.8497409326424871
2020-12-29,KOSPI_EX_K200,550,86,0.15636363636363637
2020-12-29,KOSDAQ,1322,142,0.10741301059001512
2020-12-29,KOSPI_ALL,743,250,0.3364737550471063
2020-12-29,KOSPI_KOSDAQ_ALL,2065,392,0.18983050847457628
2020-12-29,KOSDAQ_PLUS_KOSPI_EX_K200,1872,228,0.12179487179487179
2021-01-07,K200,193,164,0.8497409326424871
2021-01-07,KOSPI_EX_K200,550,86,0.15636363636363637
2021-01-07,KOSDAQ,1322,137,0.10363086232980333
2021-01-07,KOSPI_ALL,743,250,0.3364737550471063
2021-01-07,KOSPI_KOSDAQ_ALL,2065,387,0.187409200968523
2021-01-07,KOSDAQ_PLUS_KOSPI_EX_K200,1872,223,0.11912393162393162
2021-01-14,K200,193,164,0.8497409326424871
2021-01-14,KOSPI_EX_K200,550,86,0.15636363636363637
2021-01-14,KOSDAQ,1322,139,0.10514372163388805
2021-01-14,KOSPI_ALL,743,250,0.3364737550471063
2021-01-14,KOSPI_KOSDAQ_ALL,2065,389,0.18837772397094432
2021-01-14,KOSDAQ_PLUS_KOSPI_EX_K200,1872,225,0.1201923076923077
2021-01-21,K200,193,163,0.844559585492228
2021-01-21,KOSPI_EX_K200,550,88,0.16
2021-01-21,KOSDAQ,1324,144,0.10876132930513595
2021-01-21,KOSPI_ALL,743,251,0.33781965006729475
2021-01-21,KOSPI_KOSDAQ_ALL,2067,395,0.1910982099661345
2021-01-21,KOSDAQ_PLUS_KOSPI_EX_K200,1874,232,0.12379935965848453
2021-01-28,K200,194,161,0.8298969072164949
2021-01-28,KOSPI_EX_K200,550,84,0.15272727272727274
2021-01-28,KOSDAQ,1327,147,0.11077618688771665
2021-01-28,KOSPI_ALL,744,245,0.3293010752688172
2021-01-28,KOSPI_KOSDAQ_ALL,2071,392,0.18928054080154516
2021-01-28,KOSDAQ_PLUS_KOSPI_EX_K200,1877,231,0.12306872669152903
2021-02-04,K200,194,162,0.8350515463917526
2021-02-04,KOSPI_EX_K200,551,84,0.15245009074410162
2021-02-04,KOSDAQ,1330,143,0.10751879699248121
2021-02-04,KOSPI_ALL,745,246,0.3302013422818792
2021-02-04,KOSPI_KOSDAQ_ALL,2075,389,0.18746987951807229
2021-02-04,KOSDAQ_PLUS_KOSPI_EX_K200,1881,227,0.12068048910154174
2021-02-15,K200,194,162,0.8350515463917526
2021-02-15,KOSPI_EX_K200,552,89,0.161231884057971
2021-02-15,KOSDAQ,1332,147,0.11036036036036036
2021-02-15,KOSPI_ALL,746,251,0.33646112600536193
2021-02-15,KOSPI_KOSDAQ_ALL,2078,398,0.1915303176130895
2021-02-15,KOSDAQ_PLUS_KOSPI_EX_K200,1884,236,0.12526539278131635
2021-02-22,K200,194,160,0.8247422680412371
2021-02-22,KOSPI_EX_K200,552,74,0.13405797101449277
2021-02-22,KOSDAQ,1333,144,0.10802700675168792
2021-02-22,KOSPI_ALL,746,234,0.3136729222520107
2021-02-22,KOSPI_KOSDAQ_ALL,2079,378,0.18181818181818182
2021-02-22,KOSDAQ_PLUS_KOSPI_EX_K200,1885,218,0.1156498673740053
2021-03-02,K200,194,161,0.8298969072164949
2021-03-02,KOSPI_EX_K200,552,71,0.1286231884057971
2021-03-02,KOSDAQ,1338,140,0.10463378176382661
2021-03-02,KOSPI_ALL,746,232,0.3109919571045576
2021-03-02,KOSPI_KOSDAQ_ALL,2084,372,0.1785028790786948
2021-03-02,KOSDAQ_PLUS_KOSPI_EX_K200,1890,211,0.11164021164021164
2021-03-09,K200,194,161,0.8298969072164949
2021-03-09,KOSPI_EX_K200,552,71,0.1286231884057971
2021-03-09,KOSDAQ,1339,139,0.10380881254667662
2021-03-09,KOSPI_ALL,746,232,0.3109919571045576
2021-03-09,KOSPI_KOSDAQ_ALL,2085,371,0.17793764988009592
2021-03-09,KOSDAQ_PLUS_KOSPI_EX_K200,1891,210,0.1110523532522475
2021-03-16,K200,194,162,0.8350515463917526
2021-03-16,KOSPI_EX_K200,553,73,0.13200723327305605
2021-03-16,KOSDAQ,1342,140,0.10432190760059612
2021-03-16,KOSPI_ALL,747,235,0.31459170013386883
2021-03-16,KOSPI_KOSDAQ_ALL,2089,375,0.17951172809956917
2021-03-16,KOSDAQ_PLUS_KOSPI_EX_K200,1895,213,0.11240105540897098
2021-03-23,K200,194,160,0.8247422680412371
2021-03-23,KOSPI_EX_K200,554,74,0.13357400722021662
2021-03-23,KOSDAQ,1344,146,0.10863095238095238
2021-03-23,KOSPI_ALL,748,234,0.31283422459893045
2021-03-23,KOSPI_KOSDAQ_ALL,2092,380,0.18164435946462715
2021-03-23,KOSDAQ_PLUS_KOSPI_EX_K200,1898,220,0.11591148577449947
2021-03-30,K200,194,160,0.8247422680412371
2021-03-30,KOSPI_EX_K200,554,73,0.13176895306859207
2021-03-30,KOSDAQ,1346,146,0.10846953937592868
2021-03-30,KOSPI_ALL,748,233,0.3114973262032086
2021-03-30,KOSPI_KOSDAQ_ALL,2094,379,0.18099331423113657
2021-03-30,KOSDAQ_PLUS_KOSPI_EX_K200,1900,219,0.11526315789473685
2021-04-06,K200,194,160,0.8247422680412371
2021-04-06,KOSPI_EX_K200,554,73,0.13176895306859207
2021-04-06,KOSDAQ,1347,148,0.10987379361544172
2021-04-06,KOSPI_ALL,748,233,0.3114973262032086
2021-04-06,KOSPI_KOSDAQ_ALL,2095,381,0.18186157517899762
2021-04-06,KOSDAQ_PLUS_KOSPI_EX_K200,1901,221,0.1162546028406102
2021-04-13,K200,194,160,0.8247422680412371
2021-04-13,KOSPI_EX_K200,554,75,0.13537906137184116
2021-04-13,KOSDAQ,1347,148,0.10987379361544172
2021-04-13,KOSPI_ALL,748,235,0.3141711229946524
2021-04-13,KOSPI_KOSDAQ_ALL,2095,383,0.18281622911694512
2021-04-13,KOSDAQ_PLUS_KOSPI_EX_K200,1901,223,0.11730668069437139
2021-04-20,K200,194,161,0.8298969072164949
2021-04-20,KOSPI_EX_K200,554,73,0.13176895306859207
2021-04-20,KOSDAQ,1347,155,0.11507052709725316
2021-04-20,KOSPI_ALL,748,234,0.31283422459893045
2021-04-20,KOSPI_KOSDAQ_ALL,2095,389,0.18568019093078758
2021-04-20,KOSDAQ_PLUS_KOSPI_EX_K200,1901,228,0.11993687532877433
2021-04-27,K200,194,160,0.8247422680412371
2021-04-27,KOSPI_EX_K200,554,77,0.13898916967509026
2021-04-27,KOSDAQ,1349,157,0.11638250555967383
2021-04-27,KOSPI_ALL,748,237,0.31684491978609625
2021-04-27,KOSPI_KOSDAQ_ALL,2097,394,0.18788745827372436
2021-04-27,KOSDAQ_PLUS_KOSPI_EX_K200,1903,234,0.12296374146085129
2021-05-04,K200,194,164,0.845360824742268
2021-05-04,KOSPI_EX_K200,554,80,0.1444043321299639
2021-05-04,KOSDAQ,1350,154,0.11407407407407408
2021-05-04,KOSPI_ALL,748,244,0.32620320855614976
2021-05-04,KOSPI_KOSDAQ_ALL,2098,398,0.18970448045757865
2021-05-04,KOSDAQ_PLUS_KOSPI_EX_K200,1904,234,0.12289915966386554
2021-05-12,K200,194,162,0.8350515463917526
2021-05-12,KOSPI_EX_K200,555,77,0.13873873873873874
2021-05-12,KOSDAQ,1350,152,0.11259259259259259
2021-05-12,KOSPI_ALL,749,239,0.3190921228304406
2021-05-12,KOSPI_KOSDAQ_ALL,2099,391,0.18627918056217246
2021-05-12,KOSDAQ_PLUS_KOSPI_EX_K200,1905,229,0.12020997375328084
2021-05-20,K200,194,158,0.8144329896907216
2021-05-20,KOSPI_EX_K200,555,78,0.14054054054054055
2021-05-20,KOSDAQ,1353,156,0.11529933481152993
2021-05-20,KOSPI_ALL,749,236,0.315086782376502
2021-05-20,KOSPI_KOSDAQ_ALL,2102,392,0.18648905803996194
2021-05-20,KOSDAQ_PLUS_KOSPI_EX_K200,1908,234,0.12264150943396226
2021-05-27,K200,194,158,0.8144329896907216
2021-05-27,KOSPI_EX_K200,557,81,0.14542190305206462
2021-05-27,KOSDAQ,1356,155,0.11430678466076696
2021-05-27,KOSPI_ALL,751,239,0.3182423435419441
2021-05-27,KOSPI_KOSDAQ_ALL,2107,394,0.18699572852396773
2021-05-27,KOSDAQ_PLUS_KOSPI_EX_K200,1913,236,0.12336644014636697
2021-06-03,K200,195,160,0.8205128205128205
2021-06-03,KOSPI_EX_K200,556,85,0.1528776978417266
2021-06-03,KOSDAQ,1358,156,0.11487481590574374
2021-06-03,KOSPI_ALL,751,245,0.3262316910785619
2021-06-03,KOSPI_KOSDAQ_ALL,2109,401,0.19013750592697962
2021-06-03,KOSDAQ_PLUS_KOSPI_EX_K200,1914,241,0.12591431556948798
2021-06-10,K200,195,162,0.8307692307692308
2021-06-10,KOSPI_EX_K200,556,83,0.14928057553956833
2021-06-10,KOSDAQ,1358,156,0.11487481590574374
2021-06-10,KOSPI_ALL,751,245,0.3262316910785619
2021-06-10,KOSPI_KOSDAQ_ALL,2109,401,0.19013750592697962
2021-06-10,KOSDAQ_PLUS_KOSPI_EX_K200,1914,239,0.12486938349007315
2021-06-17,K200,194,164,0.845360824742268
2021-06-17,KOSPI_EX_K200,557,83,0.1490125673249551
2021-06-17,KOSDAQ,1359,153,0.11258278145695365
2021-06-17,KOSPI_ALL,751,247,0.3288948069241012
2021-06-17,KOSPI_KOSDAQ_ALL,2110,400,0.1895734597156398
2021-06-17,KOSDAQ_PLUS_KOSPI_EX_K200,1916,236,0.12317327766179541
2021-06-24,K200,194,162,0.8350515463917526
2021-06-24,KOSPI_EX_K200,557,91,0.16337522441651706
2021-06-24,KOSDAQ,1360,160,0.11764705882352941
2021-06-24,KOSPI_ALL,751,253,0.33688415446071907
2021-06-24,KOSPI_KOSDAQ_ALL,2111,413,0.19564187588820464
2021-06-24,KOSDAQ_PLUS_KOSPI_EX_K200,1917,251,0.1309337506520605
2021-07-01,K200,194,164,0.845360824742268
2021-07-01,KOSPI_EX_K200,557,100,0.17953321364452424
2021-07-01,KOSDAQ,1361,172,0.12637766348273327
2021-07-01,KOSPI_ALL,751,264,0.35153129161118507
2021-07-01,KOSPI_KOSDAQ_ALL,2112,436,0.20643939393939395
2021-07-01,KOSDAQ_PLUS_KOSPI_EX_K200,1918,272,0.14181438998957246
2021-07-08,K200,194,164,0.845360824742268
2021-07-08,KOSPI_EX_K200,558,103,0.18458781362007168
2021-07-08,KOSDAQ,1360,167,0.12279411764705882
2021-07-08,KOSPI_ALL,752,267,0.3550531914893617
2021-07-08,KOSPI_KOSDAQ_ALL,2112,434,0.20549242424242425
2021-07-08,KOSDAQ_PLUS_KOSPI_EX_K200,1918,270,0.14077163712200208
2021-07-15,K200,194,161,0.8298969072164949
2021-07-15,KOSPI_EX_K200,558,103,0.18458781362007168
2021-07-15,KOSDAQ,1361,166,0.12196914033798678
2021-07-15,KOSPI_ALL,752,264,0.35106382978723405
2021-07-15,KOSPI_KOSDAQ_ALL,2113,430,0.20350212967345008
2021-07-15,KOSDAQ_PLUS_KOSPI_EX_K200,1919,269,0.14017717561229806
2021-07-22,K200,194,159,0.8195876288659794
2021-07-22,KOSPI_EX_K200,559,96,0.17173524150268335
2021-07-22,KOSDAQ,1362,161,0.11820851688693099
2021-07-22,KOSPI_ALL,753,255,0.3386454183266932
2021-07-22,KOSPI_KOSDAQ_ALL,2115,416,0.1966903073286052
2021-07-22,KOSDAQ_PLUS_KOSPI_EX_K200,1921,257,0.13378448724622594
2021-07-29,K200,194,160,0.8247422680412371
2021-07-29,KOSPI_EX_K200,559,97,0.1735241502683363
2021-07-29,KOSDAQ,1364,170,0.12463343108504399
2021-07-29,KOSPI_ALL,753,257,0.34130146082337315
2021-07-29,KOSPI_KOSDAQ_ALL,2117,427,0.2017005196032121
2021-07-29,KOSDAQ_PLUS_KOSPI_EX_K200,1923,267,0.13884555382215288
2021-08-05,K200,194,162,0.8350515463917526
2021-08-05,KOSPI_EX_K200,559,100,0.17889087656529518
2021-08-05,KOSDAQ,1364,171,0.125366568914956
2021-08-05,KOSPI_ALL,753,262,0.34794156706507307
2021-08-05,KOSPI_KOSDAQ_ALL,2117,433,0.20453471894189892
2021-08-05,KOSDAQ_PLUS_KOSPI_EX_K200,1923,271,0.14092563702548103
2021-08-12,K200,194,160,0.8247422680412371
2021-08-12,KOSPI_EX_K200,562,100,0.17793594306049823
2021-08-12,KOSDAQ,1366,166,0.12152269399707175
2021-08-12,KOSPI_ALL,756,260,0.3439153439153439
2021-08-12,KOSPI_KOSDAQ_ALL,2122,426,0.20075400565504242
2021-08-12,KOSDAQ_PLUS_KOSPI_EX_K200,1928,266,0.13796680497925312
2021-08-20,K200,194,158,0.8144329896907216
2021-08-20,KOSPI_EX_K200,565,93,0.16460176991150444
2021-08-20,KOSDAQ,1369,150,0.1095690284879474
2021-08-20,KOSPI_ALL,759,251,0.33069828722002637
2021-08-20,KOSPI_KOSDAQ_ALL,2128,401,0.18843984962406016
2021-08-20,KOSDAQ_PLUS_KOSPI_EX_K200,1934,243,0.12564632885211996
2021-08-27,K200,194,159,0.8195876288659794
2021-08-27,KOSPI_EX_K200,565,95,0.168141592920354
2021-08-27,KOSDAQ,1370,158,0.11532846715328467
2021-08-27,KOSPI_ALL,759,254,0.3346508563899868
2021-08-27,KOSPI_KOSDAQ_ALL,2129,412,0.1935180836073274
2021-08-27,KOSDAQ_PLUS_KOSPI_EX_K200,1935,253,0.13074935400516796
2021-09-03,K200,194,157,0.8092783505154639
2021-09-03,KOSPI_EX_K200,566,94,0.16607773851590105
2021-09-03,KOSDAQ,1371,159,0.11597374179431072
2021-09-03,KOSPI_ALL,760,251,0.33026315789473687
2021-09-03,KOSPI_KOSDAQ_ALL,2131,410,0.19239793524167056
2021-09-03,KOSDAQ_PLUS_KOSPI_EX_K200,1937,253,0.13061435209086217
2021-09-10,K200,195,161,0.8256410256410256
2021-09-10,KOSPI_EX_K200,565,96,0.16991150442477876
2021-09-10,KOSDAQ,1373,160,0.11653313911143481
2021-09-10,KOSPI_ALL,760,257,0.3381578947368421
2021-09-10,KOSPI_KOSDAQ_ALL,2133,417,0.19549929676511954
