sample,universe,factor,direction,overlay,top_n,cost_bps,state,high_minus_low,low_uplift,high_uplift
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,MKT_ACT1,0.029563993057682036,0.275658092697836,0.305222085755518
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,MKT_ACT5,-0.1860318007359386,0.10276076550049788,-0.08327103523544072
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,MKT_ACT5,0.15326306372827375,0.10141071446593238,0.2546737781942061
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,MKT_ACT1_BREADTH,-0.2442338908848108,0.12087904135292962,-0.12335484953188117
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,MKT_ACT1_BREADTH,-0.05203126394261379,0.13104300721905074,0.07901174327643695
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,MKT_ACT5_BREADTH,-0.2575380214877263,0.17731556217603403,-0.08022245931169227
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,MKT_ACT5_BREADTH,0.17503674029196264,0.0499184345037262,0.22495517479568883
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,KOSDAQ_TA_SHARE,0.23730068955579237,-0.06182484731259785,0.1754758422431945
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,KOSDAQ_TA_SHARE,0.6058351747404785,0.06670176144407113,0.6725369361845497
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,FACTOR_TOP_ACT5_BREADTH,-0.14585376780295986,0.20292016655187858,0.05706639874891872
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,FACTOR_TOP_ACT5_BREADTH,-0.4412547987280529,0.34863167326118016,-0.09262312546687272
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,FACTOR_TOP_TA_SHARE,0.02521067629965276,0.024642073833336654,0.04985275013298941
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,FACTOR_TOP_TA_SHARE,-0.08858060092925102,0.41856133096700326,0.32998073003775225
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,FACTOR_TOP_REL_ACT5,0.04858649494941752,0.044917151570978135,0.09350364652039565
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,30,FACTOR_TOP_REL_ACT5,-0.22515095304499078,0.3099123608653972,0.0847614078204064
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,MKT_ACT1,-0.1843021971792559,0.09590380738390321,-0.08839838979535267
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,MKT_ACT1,0.03373344760313646,0.26695263815238146,0.3006860857555179
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,MKT_ACT5,-0.18218548494646492,0.09546602865839257,-0.08671945628807233
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,MKT_ACT5,0.15445106372827375,0.09428271446593237,0.2487337781942061
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,MKT_ACT1_BREADTH,-0.24675389088481084,0.11557377819503489,-0.13118011268977595
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,MKT_ACT1_BREADTH,-0.05174776394261367,0.12556200721905067,0.073814243276437
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,MKT_ACT5_BREADTH,-0.25581381096141054,0.17002082533392876,-0.08579298562748179
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,MKT_ACT5_BREADTH,0.17780154029196266,0.043222434503726204,0.22102397479568886
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,KOSDAQ_TA_SHARE,0.23239332113473976,-0.06580379468101892,0.16658952645372083
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,KOSDAQ_TA_SHARE,0.6060199254736163,0.05987337434729698,0.6658932998209133
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,-0.14598639938190727,0.19549279813082596,0.04950639874891867
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,-0.43650879872805287,0.34073567326118015,-0.09577312546687274
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,0.02322120261544225,0.018938915938599747,0.042160118554041996
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,-0.09020060092925108,0.41262133096700326,0.3224207300377522
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,FACTOR_TOP_REL_ACT5,0.047260179159943835,0.038418204202557066,0.0856783833625009
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,10,60,FACTOR_TOP_REL_ACT5,-0.21784295304499077,0.3026043608653971,0.08476140782040634
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,MKT_ACT1,-0.12396969647596634,0.08228154265471872,-0.04168815382124761
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,MKT_ACT1,-0.08211888550456076,0.11730360599688235,0.03518472049232159
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,MKT_ACT5,-0.11937368056161143,0.1056235082745044,-0.013750172287107032
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,MKT_ACT5,0.12471979425248961,0.01285482808037491,0.13757462233286452
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,MKT_ACT1_BREADTH,-0.12045258796451089,0.06516498962887125,-0.05528759833563964
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,MKT_ACT1_BREADTH,-0.03975780607763252,0.0997212383462273,0.05996343226859478
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,MKT_ACT5_BREADTH,-0.08371618630102089,0.07986668134372746,-0.003849504957293432
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,MKT_ACT5_BREADTH,-0.01443278128812375,-0.0010858262914946106,-0.01551860757961836
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,KOSDAQ_TA_SHARE,0.019661622757135025,0.04045853894319653,0.060120161700331555
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,KOSDAQ_TA_SHARE,0.21637581409771758,-0.012994779274319255,0.20338103482339834
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,FACTOR_TOP_ACT5_BREADTH,-0.11852710400353549,0.14600581904747614,0.02747871504394066
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,FACTOR_TOP_ACT5_BREADTH,0.051750899684606444,0.006771038879693605,0.05852193856430005
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,FACTOR_TOP_TA_SHARE,0.15531069500981662,-0.031665287198392136,0.12364540781142448
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,FACTOR_TOP_TA_SHARE,-0.23426091368492236,0.1797156630598789,-0.054545250625043465
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,FACTOR_TOP_REL_ACT5,0.0037792885210604643,0.060430380439485246,0.06420966896054571
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,0,FACTOR_TOP_REL_ACT5,0.0802659829281075,0.06998155295889921,0.1502475358870067
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,MKT_ACT1,-0.12423495963386105,0.07936364791787662,-0.04487131171598443
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,MKT_ACT1,-0.08296652186819714,0.11512724236051872,0.032160720492321576
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,MKT_ACT5,-0.11817999635108506,0.1025066661692412,-0.01567333018184386
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,MKT_ACT5,0.12353179425248961,0.010802828080374943,0.13433462233286456
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,MKT_ACT1_BREADTH,-0.12144732480661616,0.0633081475236081,-0.05813917728300806
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,MKT_ACT1_BREADTH,-0.0429235560776325,0.09792573834622731,0.05500218226859481
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,MKT_ACT5_BREADTH,-0.08119618630102086,0.07582141818583271,-0.005374768115188157
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,MKT_ACT5_BREADTH,-0.015512781288123736,-0.0022738262914945946,-0.017786607579618332
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,KOSDAQ_TA_SHARE,0.017605833283450827,0.039331170522143896,0.05693700380559472
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,KOSDAQ_TA_SHARE,0.21545575544669118,-0.014823811532383721,0.20063194391430747
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,FACTOR_TOP_ACT5_BREADTH,-0.11720078821406182,0.142888976942213,0.025688188728151186
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,FACTOR_TOP_ACT5_BREADTH,0.05044889968460639,0.0049230388796936385,0.055371938564300026
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,FACTOR_TOP_TA_SHARE,0.15557595816771133,-0.034052655619444754,0.12152330254826657
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,FACTOR_TOP_TA_SHARE,-0.23281591368492233,0.17715066305987887,-0.05566525062504345
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,FACTOR_TOP_REL_ACT5,0.0043098148368499595,0.057578801492116805,0.061888616328966764
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,30,FACTOR_TOP_REL_ACT5,0.08269434656447111,0.06720955295889924,0.14990389952337035
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,MKT_ACT1,-0.12450022279175585,0.07644575318103454,-0.0480544696107213
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,MKT_ACT1,-0.08381415823183343,0.11295087872415507,0.029136720492321643
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,MKT_ACT5,-0.11698631214055877,0.09938982406397805,-0.017596488076580714
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,MKT_ACT5,0.12234379425248965,0.008750828080374886,0.13109462233286454
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,MKT_ACT1_BREADTH,-0.12244206164872143,0.06145130541834494,-0.060990756230376496
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,MKT_ACT1_BREADTH,-0.04608930607763246,0.09613023834622729,0.05004093226859483
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,MKT_ACT5_BREADTH,-0.07867618630102088,0.07177615502793797,-0.006900031273082914
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,MKT_ACT5_BREADTH,-0.016592781288123748,-0.0034618262914946135,-0.020054607579618362
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,KOSDAQ_TA_SHARE,0.0155500438097666,0.03820380210109127,0.05375384591085787
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,KOSDAQ_TA_SHARE,0.21453569679566484,-0.01665284379044831,0.19788285300521652
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,FACTOR_TOP_ACT5_BREADTH,-0.11587447242458812,0.13977213483694984,0.023897662412361707
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,FACTOR_TOP_ACT5_BREADTH,0.04914689968460645,0.0030750388796935936,0.05222193856430004
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,FACTOR_TOP_TA_SHARE,0.15584122132560613,-0.036440024040497426,0.1194011972851087
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,FACTOR_TOP_TA_SHARE,-0.23137091368492246,0.17458566305987896,-0.056785250625043485
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,FACTOR_TOP_REL_ACT5,0.0048403411526394685,0.05472722254474838,0.059567563697387846
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT1_W10,20,60,FACTOR_TOP_REL_ACT5,0.08512271020083478,0.06443755295889922,0.149560263159734
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,MKT_ACT1,-0.01473939174069285,0.019499855335583984,0.004760463594891134
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,MKT_ACT1,-0.11854276952069026,0.29842013408861157,0.1798773645679213
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,MKT_ACT5,-0.053958519897720714,0.06442815334413303,0.01046963344641232
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,MKT_ACT5,-0.06545828253337957,0.2497626143264986,0.18430433179311903
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,MKT_ACT1_BREADTH,-0.08414798333453025,0.08093008557050382,-0.003217897764026425
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,MKT_ACT1_BREADTH,0.1869785453384079,0.24521143158578923,0.43218997692419714
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,MKT_ACT5_BREADTH,-0.10939187317202677,0.10109789887131963,-0.008293974300707132
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,MKT_ACT5_BREADTH,0.0826458252046757,0.1355568456546071,0.2182026708592828
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,KOSDAQ_TA_SHARE,0.02236325713574512,0.06686919694075102,0.08923245407649615
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,KOSDAQ_TA_SHARE,0.45520279621779314,0.10547030366102694,0.5606730998788201
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_ACT5_BREADTH,-0.0051583482476910275,0.10412086598462153,0.0989625177369305
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_ACT5_BREADTH,-0.33484019251480635,0.44052454014915365,0.10568434763434734
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_TA_SHARE,0.01691835295746757,0.023485818638515416,0.04040417159598299
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_TA_SHARE,0.1075476621073801,0.14071764898603206,0.24826531109341216
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_REL_ACT5,0.04629939927811977,0.07938902517528915,0.12568842445340891
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_REL_ACT5,0.16279844712295882,0.2534945015514306,0.41629294867438943
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,MKT_ACT1,-0.013810970688061301,0.014327223756636637,0.0005162530685753358
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,MKT_ACT1,-0.11580022406614485,0.2920055886340661,0.17620536456792127
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,MKT_ACT5,-0.05369325673982594,0.06044920597571195,0.006755949235886011
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,MKT_ACT5,-0.06621428253337958,0.24457861432649858,0.178364331793119
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,MKT_ACT1_BREADTH,-0.08573956228189869,0.07708376978103014,-0.008655792500868547
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,MKT_ACT1_BREADTH,0.18537204533840798,0.24256543158578917,0.42793747692419715
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,MKT_ACT5_BREADTH,-0.11045292580360569,0.09619053045026697,-0.014262395353338722
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,MKT_ACT5_BREADTH,0.08035622520467578,0.13210084565460706,0.21245707085928284
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,KOSDAQ_TA_SHARE,0.01705799397785035,0.06368603904601419,0.08074403302386454
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,KOSDAQ_TA_SHARE,0.4560009193849485,0.09986127140296235,0.5558621907879109
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_ACT5_BREADTH,-0.007678348247691036,0.09987665545830574,0.0921983072106147
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_ACT5_BREADTH,-0.33547019251480625,0.4354845401491536,0.10001434763434738
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_TA_SHARE,0.01758151085220443,0.018445818638515427,0.03602732949071986
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_TA_SHARE,0.10631766210738028,0.13774764898603192,0.2440653110934122
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_REL_ACT5,0.04563624138338293,0.07368586728055232,0.11932210866393525
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_REL_ACT5,0.1655246289411405,0.24870650155143065,0.41423113049257115
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,MKT_ACT1,-0.012882549635429685,0.009154592177689241,-0.0037279574577404433
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,MKT_ACT1,-0.11305767861159943,0.28559104317952066,0.17253336456792123
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,MKT_ACT5,-0.053427993581931225,0.0564702586072909,0.003042265025359677
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,MKT_ACT5,-0.06697028253337958,0.2393946143264986,0.17242433179311903
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,MKT_ACT1_BREADTH,-0.08733114122926713,0.07323745399155648,-0.014093687237710654
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,MKT_ACT1_BREADTH,0.183765545338408,0.23991943158578916,0.42368497692419715
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,MKT_ACT5_BREADTH,-0.11151397843518462,0.09128316202921434,-0.020230816405970277
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,MKT_ACT5_BREADTH,0.07806662520467561,0.12864484565460715,0.20671147085928276
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,KOSDAQ_TA_SHARE,0.01175273081995562,0.060502881151277346,0.07225561197123297
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,KOSDAQ_TA_SHARE,0.4567990425521038,0.09425223914489789,0.5510512816970017
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_ACT5_BREADTH,-0.01019834824769103,0.09563244493198994,0.08543409668429891
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_ACT5_BREADTH,-0.3361001925148063,0.4304445401491536,0.09434434763434732
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_TA_SHARE,0.018244668746941237,0.01340581863851543,0.031650487385456665
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_TA_SHARE,0.10508766210738021,0.13477764898603192,0.23986531109341214
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_REL_ACT5,0.04497308348864609,0.06798270938581547,0.11295579287446156
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_REL_ACT5,0.16825081075932244,0.24391850155143055,0.412169312310753
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,MKT_ACT1,0.006654175308116073,0.05248608234843649,0.059140257656552564
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,MKT_ACT1,-0.15309129387486828,0.1431157541616956,-0.009975539713172664
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,MKT_ACT5,-0.05743896997962494,0.08856196881454077,0.031122998834915833
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,MKT_ACT5,0.056065286696362265,-0.0014899262490629616,0.054575360447299305
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,MKT_ACT1_BREADTH,0.014509389237118253,0.05850562737862325,0.0730150166157415
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,MKT_ACT1_BREADTH,-0.07065348414485818,0.11018255197244872,0.03952906782759054
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,MKT_ACT5_BREADTH,-0.061771917454748866,0.07612769178726476,0.014355774332515897
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,MKT_ACT5_BREADTH,-0.1055083904861476,0.02995314941759756,-0.07555524106855005
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,KOSDAQ_TA_SHARE,-0.0682611905326116,0.13585138679963357,0.06759019626702198
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,KOSDAQ_TA_SHARE,0.3617218461563937,-0.10211619902019667,0.25960564713619705
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,FACTOR_TOP_ACT5_BREADTH,-0.11356914936777676,0.18209873520805592,0.06852958584027916
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,FACTOR_TOP_ACT5_BREADTH,0.03508446340938112,0.012928429205805211,0.048012892615186334
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,FACTOR_TOP_TA_SHARE,0.19432061382160198,-0.05235367663075276,0.14196693719084924
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,FACTOR_TOP_TA_SHARE,-0.32229056513099064,0.22708965483175284,-0.0952009102992378
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,FACTOR_TOP_REL_ACT5,0.009408173159625458,0.0742405900870519,0.08364876324667736
