sample,universe,factor,direction,overlay,top_n,cost_bps,state,state_bin,n_periods,train_q1,train_q2,annualized_arith_uplift,tstat,positive_delta_share
OOS,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,MID,18,0.35,0.5,-0.056050992424884295,-0.7180644576043298,0.3888888888888889
OOS,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,HIGH,31,0.35,0.5,-0.02412877192645283,-0.3720065706013267,0.5161290322580645
TRAIN,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,LOW,57,0.06278975364459918,0.10496456265577367,-0.06293082847720124,-1.261423523377608,0.45614035087719296
TRAIN,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,MID,57,0.06278975364459918,0.10496456265577367,-0.04724033513324874,-1.2337193396875163,0.42105263157894735
TRAIN,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,HIGH,57,0.06278975364459918,0.10496456265577367,-0.10993269424041771,-2.1978091947913896,0.38596491228070173
OOS,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,LOW,47,0.06278975364459918,0.10496456265577367,-0.07559126234159123,-1.3439921233748924,0.425531914893617
OOS,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,MID,17,0.06278975364459918,0.10496456265577367,0.0649003245231907,0.7137623226232552,0.5882352941176471
OOS,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,HIGH,22,0.06278975364459918,0.10496456265577367,0.07183907869557929,1.0856747630805834,0.6363636363636364
TRAIN,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_REL_ACT5,LOW,57,-0.03598844302293099,0.03796004212488495,-0.11149154614132055,-2.6730721117653253,0.3508771929824561
TRAIN,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_REL_ACT5,MID,57,-0.03598844302293099,0.03796004212488495,-0.07950880484805341,-1.5438436858189657,0.43859649122807015
TRAIN,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_REL_ACT5,HIGH,57,-0.03598844302293099,0.03796004212488495,-0.02910350686149373,-0.6441346439342008,0.47368421052631576
OOS,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_REL_ACT5,LOW,29,-0.03598844302293099,0.03796004212488495,-0.10095334120191886,-1.523733631388068,0.3448275862068966
OOS,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_REL_ACT5,MID,31,-0.03598844302293099,0.03796004212488495,-0.0027786014713703485,-0.047323212837939894,0.5806451612903226
OOS,K200,OP12_REV,LOW,ACT1_W10,10,60,FACTOR_TOP_REL_ACT5,HIGH,26,-0.03598844302293099,0.03796004212488495,0.08249074840808944,1.011701316045854,0.6153846153846154
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1,LOW,57,0.9154689415423738,1.0671946037365474,-0.012419035127842006,-0.5466544699537708,0.43859649122807015
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1,MID,57,0.9154689415423738,1.0671946037365474,0.005727642636647787,0.28731773485307444,0.543859649122807
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1,HIGH,57,0.9154689415423738,1.0671946037365474,-0.003918523713298946,-0.1762392841638267,0.5263157894736842
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1,LOW,30,0.9154689415423738,1.0671946037365474,0.0030851178407899286,0.0791547663016295,0.5333333333333333
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1,MID,24,0.9154689415423738,1.0671946037365474,0.035318724616880924,0.7951181638930873,0.5416666666666666
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1,HIGH,32,0.9154689415423738,1.0671946037365474,-0.05514981814520451,-1.1747585992147254,0.4375
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5,LOW,57,0.9376097320827476,1.0561646937952807,0.012972627655325844,0.5964281229150621,0.5263157894736842
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5,MID,57,0.9376097320827476,1.0561646937952807,-0.009161620844233212,-0.4350471448437889,0.5263157894736842
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5,HIGH,57,0.9376097320827476,1.0561646937952807,-0.014420923015585799,-0.6536710712816073,0.45614035087719296
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5,LOW,30,0.9376097320827476,1.0561646937952807,0.016163532722801344,0.5376206042022568,0.5333333333333333
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5,MID,19,0.9376097320827476,1.0561646937952807,0.011345114356839181,0.20129473799682726,0.5263157894736842
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5,HIGH,37,0.9376097320827476,1.0561646937952807,-0.04121768673193753,-0.902436534704715,0.4594594594594595
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1_BREADTH,LOW,57,0.28595470966604986,0.4358974358974359,0.009807002415301509,0.4143886982482455,0.49122807017543857
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1_BREADTH,MID,56,0.28595470966604986,0.4358974358974359,-0.011561173185431487,-0.4977475410407148,0.5
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1_BREADTH,HIGH,58,0.28595470966604986,0.4358974358974359,-0.008902390740416087,-0.5022986230816644,0.5172413793103449
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1_BREADTH,LOW,33,0.28595470966604986,0.4358974358974359,0.06845755343152465,1.9879204721021007,0.6363636363636364
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1_BREADTH,MID,30,0.28595470966604986,0.4358974358974359,-0.048615112392740925,-1.3379930436883678,0.4
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT1_BREADTH,HIGH,23,0.28595470966604986,0.4358974358974359,-0.0706624846119909,-1.128670298009169,0.43478260869565216
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5_BREADTH,LOW,57,0.3281784188034188,0.4723638994393199,0.010771789811854416,0.49706355245340816,0.5263157894736842
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5_BREADTH,MID,57,0.3281784188034188,0.4723638994393199,-0.017656418751697364,-0.8091403141173503,0.49122807017543857
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5_BREADTH,HIGH,57,0.3281784188034188,0.4723638994393199,-0.003725287264650218,-0.17410727157288436,0.49122807017543857
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5_BREADTH,LOW,30,0.3281784188034188,0.4723638994393199,0.0019355298554331532,0.05877347268098256,0.4666666666666667
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5_BREADTH,MID,23,0.3281784188034188,0.4723638994393199,0.02259917780032441,0.4991802239034907,0.5217391304347826
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,MKT_ACT5_BREADTH,HIGH,33,0.3281784188034188,0.4723638994393199,-0.04249812847539879,-0.8447794954436452,0.5151515151515151
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,KOSDAQ_TA_SHARE,LOW,57,0.3936705945864651,0.4530438876051797,0.0003956057807515674,0.0165074804869031,0.5263157894736842
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,KOSDAQ_TA_SHARE,MID,57,0.3936705945864651,0.4530438876051797,0.009183967071989424,0.412853725000366,0.49122807017543857
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,KOSDAQ_TA_SHARE,HIGH,57,0.3936705945864651,0.4530438876051797,-0.020189489057234156,-1.1055085675124947,0.49122807017543857
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,KOSDAQ_TA_SHARE,LOW,31,0.3936705945864651,0.4530438876051797,-0.0463895171436005,-1.1608940837605406,0.3870967741935484
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,KOSDAQ_TA_SHARE,MID,22,0.3936705945864651,0.4530438876051797,-0.05393213098261309,-0.8514896401832251,0.5
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,KOSDAQ_TA_SHARE,HIGH,33,0.3936705945864651,0.4530438876051797,0.0545451714682242,1.6477036900197937,0.6060606060606061
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_ACT5_BREADTH,LOW,70,0.35,0.5,0.002000978412774708,0.09482828970326129,0.5
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_ACT5_BREADTH,MID,39,0.35,0.5,-0.00740280385128257,-0.31772385095700717,0.5128205128205128
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_ACT5_BREADTH,HIGH,62,0.35,0.5,-0.007356844554037419,-0.3640375861645316,0.5
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_ACT5_BREADTH,LOW,37,0.35,0.5,0.004261088607863514,0.13899774434789233,0.4594594594594595
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_ACT5_BREADTH,MID,18,0.35,0.5,0.02503871993787759,0.4849481858516917,0.6111111111111112
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_ACT5_BREADTH,HIGH,31,0.35,0.5,-0.04622414490291777,-0.8778015183607731,0.4838709677419355
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_TA_SHARE,LOW,57,0.06278975364459918,0.10496456265577367,-0.022530939134653392,-0.940744216617061,0.47368421052631576
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_TA_SHARE,MID,57,0.06278975364459918,0.10496456265577367,0.011491016995432398,0.6154420996908465,0.5087719298245614
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_TA_SHARE,HIGH,57,0.06278975364459918,0.10496456265577367,0.0004300059347278228,0.019671280052533303,0.5263157894736842
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_TA_SHARE,LOW,47,0.06278975364459918,0.10496456265577367,-0.04128364792036841,-1.2673859019679743,0.44680851063829785
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_TA_SHARE,MID,17,0.06278975364459918,0.10496456265577367,-0.052740399667115155,-0.7250615527921631,0.4117647058823529
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_TA_SHARE,HIGH,22,0.06278975364459918,0.10496456265577367,0.0914694087263895,2.3842392261407506,0.6818181818181818
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_REL_ACT5,LOW,57,-0.03598844302293099,0.03796004212488495,0.03377957362585459,1.3619177182249966,0.5263157894736842
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_REL_ACT5,MID,57,-0.03598844302293099,0.03796004212488495,-0.035780730733279004,-1.9576786292564088,0.43859649122807015
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_REL_ACT5,HIGH,57,-0.03598844302293099,0.03796004212488495,-0.008608759097068744,-0.42122569695142886,0.543859649122807
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_REL_ACT5,LOW,29,-0.03598844302293099,0.03796004212488495,0.01528018223030277,0.36108263157392545,0.5517241379310345
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_REL_ACT5,MID,31,-0.03598844302293099,0.03796004212488495,-0.042954031268909496,-1.2248106200255395,0.41935483870967744
OOS,K200,OP12_REV,LOW,ACT1_W10,20,0,FACTOR_TOP_REL_ACT5,HIGH,26,-0.03598844302293099,0.03796004212488495,0.0024560934630657545,0.043601436695332,0.5384615384615384
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1,LOW,57,0.9154689415423738,1.0671946037365474,-0.014275877233105166,-0.6317642976832137,0.42105263157894735
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1,MID,57,0.9154689415423738,1.0671946037365474,0.0035392215840162134,0.17790388044168362,0.5263157894736842
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1,HIGH,57,0.9154689415423738,1.0671946037365474,-0.00531115529224631,-0.24044259579476437,0.5263157894736842
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1,LOW,30,0.9154689415423738,1.0671946037365474,0.0006911178407899357,0.01761889385732008,0.5333333333333333
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1,MID,24,0.9154689415423738,1.0671946037365474,0.03516122461688094,0.7884405162356222,0.5416666666666666
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1,HIGH,32,0.9154689415423738,1.0671946037365474,-0.057039818145204514,-1.2058707362348076,0.4375
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5,LOW,57,0.9376097320827476,1.0561646937952807,0.011579996076378475,0.5338772370814178,0.5087719298245614
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5,MID,57,0.9376097320827476,1.0561646937952807,-0.01081951558107532,-0.5155641500543205,0.5263157894736842
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5,HIGH,57,0.9376097320827476,1.0561646937952807,-0.01680829143663842,-0.7685700684149341,0.43859649122807015
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5,LOW,30,0.9376097320827476,1.0561646937952807,0.014147532722801342,0.4665916287563552,0.5333333333333333
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5,MID,19,0.9376097320827476,1.0561646937952807,0.007963009093681318,0.1404285655419185,0.5263157894736842
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5,HIGH,37,0.9376097320827476,1.0561646937952807,-0.04152417321842404,-0.902576896957153,0.4594594594594595
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1_BREADTH,LOW,57,0.28595470966604986,0.4358974358974359,0.008215423467933084,0.3487747161063118,0.47368421052631576
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1_BREADTH,MID,56,0.28595470966604986,0.4358974358974359,-0.013248673185431475,-0.5745642692732825,0.5
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1_BREADTH,HIGH,58,0.28595470966604986,0.4358974358974359,-0.011053080395588508,-0.6246490176487518,0.5
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1_BREADTH,LOW,33,0.28595470966604986,0.4358974358974359,0.06696846252243374,1.9299518883314037,0.6363636363636364
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1_BREADTH,MID,30,0.28595470966604986,0.4358974358974359,-0.050631112392740915,-1.386855991697592,0.4
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT1_BREADTH,HIGH,23,0.28595470966604986,0.4358974358974359,-0.07181291939459958,-1.137920987839492,0.43478260869565216
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5_BREADTH,LOW,57,0.3281784188034188,0.4723638994393199,0.009777052969749154,0.4513554778502298,0.5087719298245614
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5_BREADTH,MID,57,0.3281784188034188,0.4723638994393199,-0.019181681909592102,-0.8842460572252748,0.49122807017543857
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5_BREADTH,HIGH,57,0.3281784188034188,0.4723638994393199,-0.006643182001492318,-0.3132244473125438,0.47368421052631576
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5_BREADTH,LOW,30,0.3281784188034188,0.4723638994393199,0.0001715298554331493,0.005184685486585839,0.4666666666666667
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5_BREADTH,MID,23,0.3281784188034188,0.4723638994393199,0.019969612582933116,0.43639196425315163,0.5217391304347826
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,MKT_ACT5_BREADTH,HIGH,33,0.3281784188034188,0.4723638994393199,-0.04318540120267151,-0.8529115274845693,0.5151515151515151
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,KOSDAQ_TA_SHARE,LOW,57,0.3936705945864651,0.4530438876051797,-0.0013286047455642208,-0.05563108510054192,0.5087719298245614
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,KOSDAQ_TA_SHARE,MID,57,0.3936705945864651,0.4530438876051797,0.006995546019357852,0.3195055066887174,0.49122807017543857
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,KOSDAQ_TA_SHARE,HIGH,57,0.3936705945864651,0.4530438876051797,-0.021714752215128887,-1.1783408019450758,0.47368421052631576
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,KOSDAQ_TA_SHARE,LOW,31,0.3936705945864651,0.4530438876051797,-0.04797467843392306,-1.189511888079039,0.3870967741935484
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,KOSDAQ_TA_SHARE,MID,22,0.3936705945864651,0.4530438876051797,-0.05633758552806763,-0.8860082221877342,0.5
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,KOSDAQ_TA_SHARE,HIGH,33,0.3936705945864651,0.4530438876051797,0.0535142623773151,1.6053539952015572,0.6060606060606061
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_ACT5_BREADTH,LOW,70,0.35,0.5,0.0004889784127747088,0.023285198347475045,0.4857142857142857
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_ACT5_BREADTH,MID,39,0.35,0.5,-0.009341265389744096,-0.4033700978333078,0.5128205128205128
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_ACT5_BREADTH,HIGH,62,0.35,0.5,-0.009429747779843862,-0.46868621818711126,0.4838709677419355
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_ACT5_BREADTH,LOW,37,0.35,0.5,0.0023200075267824413,0.07516522894596617,0.4594594594594595
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_ACT5_BREADTH,MID,18,0.35,0.5,0.022308719937877582,0.4265260006657488,0.6111111111111112
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_ACT5_BREADTH,HIGH,31,0.35,0.5,-0.046711886838401634,-0.8822717383303069,0.4838709677419355
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_TA_SHARE,LOW,57,0.06278975364459918,0.10496456265577367,-0.023989886503074438,-1.004478771338521,0.45614035087719296
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_TA_SHARE,MID,57,0.06278975364459918,0.10496456265577367,0.009766806469116611,0.5226496612403831,0.5087719298245614
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_TA_SHARE,HIGH,57,0.06278975364459918,0.10496456265577367,-0.0018247309073774344,-0.0844347317038663,0.5087719298245614
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_TA_SHARE,LOW,47,0.06278975364459918,0.10496456265577367,-0.04265088196292159,-1.2984373412453816,0.44680851063829785
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_TA_SHARE,MID,17,0.06278975364459918,0.10496456265577367,-0.054963929078879856,-0.7504894389375573,0.4117647058823529
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_TA_SHARE,HIGH,22,0.06278975364459918,0.10496456265577367,0.08992304509002584,2.338092057022094,0.6818181818181818
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_REL_ACT5,LOW,57,-0.03598844302293099,0.03796004212488495,0.031060626257433544,1.2598867057788712,0.5087719298245614
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_REL_ACT5,MID,57,-0.03598844302293099,0.03796004212488495,-0.03624494125959479,-1.9764920285347969,0.43859649122807015
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_REL_ACT5,HIGH,57,-0.03598844302293099,0.03796004212488495,-0.010863495939174007,-0.5353291521219172,0.5263157894736842
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_REL_ACT5,LOW,29,-0.03598844302293099,0.03796004212488495,0.013716044299268306,0.32096710915435706,0.5517241379310345
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_REL_ACT5,MID,31,-0.03598844302293099,0.03796004212488495,-0.04539274094632887,-1.286521491428182,0.41935483870967744
OOS,K200,OP12_REV,LOW,ACT1_W10,20,30,FACTOR_TOP_REL_ACT5,HIGH,26,-0.03598844302293099,0.03796004212488495,0.0018745550015273067,0.0331394087073675,0.5384615384615384
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1,LOW,57,0.9154689415423738,1.0671946037365474,-0.016132719338368316,-0.7171523926034857,0.42105263157894735
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1,MID,57,0.9154689415423738,1.0671946037365474,0.0013508005313846274,0.06784915536110193,0.49122807017543857
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1,HIGH,57,0.9154689415423738,1.0671946037365474,-0.0067037868711936855,-0.3053340654970314,0.5087719298245614
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1,LOW,30,0.9154689415423738,1.0671946037365474,-0.0017028821592100396,-0.043103788613149174,0.5333333333333333
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1,MID,24,0.9154689415423738,1.0671946037365474,0.03500372461688092,0.781414456925012,0.5833333333333334
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1,HIGH,32,0.9154689415423738,1.0671946037365474,-0.058929818145204524,-1.23622635258848,0.4375
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5,LOW,57,0.9376097320827476,1.0561646937952807,0.010187364497431111,0.47054438829619716,0.49122807017543857
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5,MID,57,0.9376097320827476,1.0561646937952807,-0.012477410317917438,-0.595980758058606,0.49122807017543857
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5,HIGH,57,0.9376097320827476,1.0561646937952807,-0.019195659857691057,-0.8838457020389978,0.43859649122807015
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5,LOW,30,0.9376097320827476,1.0561646937952807,0.012131532722801345,0.3963385014851475,0.5333333333333333
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5,MID,19,0.9376097320827476,1.0561646937952807,0.004580903830523391,0.08027556477086965,0.5263157894736842
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5,HIGH,37,0.9376097320827476,1.0561646937952807,-0.041830659704910504,-0.9024337379530024,0.4864864864864865
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1_BREADTH,LOW,57,0.28595470966604986,0.4358974358974359,0.006623844520564669,0.28229727749906197,0.47368421052631576
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1_BREADTH,MID,56,0.28595470966604986,0.4358974358974359,-0.014936173185431483,-0.651693563747412,0.4642857142857143
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1_BREADTH,HIGH,58,0.28595470966604986,0.4358974358974359,-0.013203770050760918,-0.7457630017335316,0.4827586206896552
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1_BREADTH,LOW,33,0.28595470966604986,0.4358974358974359,0.06547937161334287,1.8712651003601655,0.6363636363636364
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1_BREADTH,MID,30,0.28595470966604986,0.4358974358974359,-0.052647112392740926,-1.4344579603546268,0.43333333333333335
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT1_BREADTH,HIGH,23,0.28595470966604986,0.4358974358974359,-0.0729633541772083,-1.1467860430639343,0.43478260869565216
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5_BREADTH,LOW,57,0.3281784188034188,0.4723638994393199,0.00878231612764389,0.40519419716325944,0.47368421052631576
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5_BREADTH,MID,57,0.3281784188034188,0.4723638994393199,-0.020706945067486847,-0.9593605508809764,0.47368421052631576
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5_BREADTH,HIGH,57,0.3281784188034188,0.4723638994393199,-0.009561076738334425,-0.4539403548856482,0.47368421052631576
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5_BREADTH,LOW,30,0.3281784188034188,0.4723638994393199,-0.0015924701445668547,-0.04786580146711253,0.4666666666666667
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5_BREADTH,MID,23,0.3281784188034188,0.4723638994393199,0.017340047365541823,0.37481814724248286,0.5217391304347826
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,MKT_ACT5_BREADTH,HIGH,33,0.3281784188034188,0.4723638994393199,-0.04387267392994425,-0.8606836709744751,0.5454545454545454
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,KOSDAQ_TA_SHARE,LOW,57,0.3936705945864651,0.4530438876051797,-0.0030528152718800093,-0.12807493714537313,0.49122807017543857
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,KOSDAQ_TA_SHARE,MID,57,0.3936705945864651,0.4530438876051797,0.004807124966726265,0.2229326818252328,0.47368421052631576
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,KOSDAQ_TA_SHARE,HIGH,57,0.3936705945864651,0.4530438876051797,-0.023240015373023636,-1.2483315235210133,0.45614035087719296
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,KOSDAQ_TA_SHARE,LOW,31,0.3936705945864651,0.4530438876051797,-0.04955983972424566,-1.2172625282299419,0.3870967741935484
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,KOSDAQ_TA_SHARE,MID,22,0.3936705945864651,0.4530438876051797,-0.05874304007352216,-0.9200979543945942,0.5
OOS,K200,OP12_REV,LOW,ACT1_W10,20,60,KOSDAQ_TA_SHARE,HIGH,33,0.3936705945864651,0.4530438876051797,0.052483353286406034,1.5617393340090067,0.6363636363636364
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,FACTOR_TOP_ACT5_BREADTH,LOW,70,0.35,0.5,-0.001023021587225302,-0.04890561813707005,0.4714285714285714
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,FACTOR_TOP_ACT5_BREADTH,MID,39,0.35,0.5,-0.011279726928205652,-0.4893954655452416,0.46153846153846156
TRAIN,K200,OP12_REV,LOW,ACT1_W10,20,60,FACTOR_TOP_ACT5_BREADTH,HIGH,62,0.35,0.5,-0.011502651005650306,-0.5732601195742754,0.4838709677419355
